index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,14,0,0,0,10.0,20,10.0,36.871330016706715,53,37.77358490566038,7.113516844503127,5,14.0,40.765888810507036,0,,52.0,0,,0,1.8110000000000002,66502,30,22,1.0,1111.1692603675478,False,0.4627979719511316,4,1.9500000000000004,67242,5,10,1.0,418.71330016706713,False,0.47138773722969174,5,1.9240000000000004,33334.0,849,0,0.0,31303.759184184,False,-0.23521701754680568,0,2.738000000000001,13105.0,1057,0,0.0,38972.995827659,False,-0.49117126844080594,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,84347,0,132,0.5,5381.097322986929,False,0.15457383645942116,0,4.133000000000001,101487,0,31,0.0,1612.0,False,-0.05603285193558806,0,4.9430000000000005,98651,0,22,0.0,1144.0,False,-0.08436303234439164,0.3125,540948,0.0,0.0,15,0,0,17,2,1.8,16,33,14,145.0,23.0,10,4,14,1992,1.8337893330026418,170.6235618761275
80,14,0,0,0,10.0,20,10.0,36.999489323078784,11,40.18181818181818,7.394464521530709,8,9.5,42.432184271339345,6,56.0,52.0,0,,0,1.8110000000000002,66402,30,32,1.0,1483.983658338521,False,0.4646828635131377,1,1.9560000000000002,67559,5,10,1.0,419.99489323078785,False,0.4783167716638758,5,1.9690000000000003,33165.0,851,0,0.0,31486.565413940047,False,-0.2364284845598885,3,2.7680000000000007,12626.0,1066,0,0.0,39441.45561840198,False,-0.494992696415397,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,84607,0,134,0.8,5685.912692359472,False,0.16004452273237033,0,4.133,101319,0,34,0.3,1768.0,False,-0.05686337839708393,0,4.9430000000000005,98483,0,25,0.3,1300.0,False,-0.08519355880588751,0.425,540441,0.0,0.0,13,0,0,15,4,3.111111111111111,15,30,13,156.0,22.0,10,4,13,600,1.736056884052232,172.35961876017973
81,13,0,0,0,10.0,20,10.0,36.43192781957594,42,32.976190476190474,7.394464521530709,0,,43.90243180545263,6,56.0,52.0,0,,0,1.8110000000000004,67157,32,17,1.0,939.3427729327909,False,0.4752120628782861,7,2.0250000000000004,67814,3,10,1.0,394.3192781957594,False,0.4835993115286829,0,1.9640000000000004,32335.0,878,0,0.0,31987.232625587676,False,-0.24547841889724234,0,2.7650000000000006,12071.0,1081,0,0.0,39382.91397296159,False,-0.5041145165415476,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,84943,0,128,0.0,5619.5112710979365,False,0.16406122750612145,0,4.133000000000002,101151,0,37,0.3,1924.0,False,-0.0576939048585798,0,4.9430000000000005,98315,0,28,0.3,1456.0,False,-0.08602408526738338,0.325,540066,0.0,0.0,15,0,0,10,1,0.4117647058823529,20,30,14,130.0,38.0,8,5,14,1411,1.68209500197554,174.04171376215527
82,14,0,0,0,10.0,20,10.0,36.332425402434325,5,31.0,7.791029850555772,6,11.833333333333334,43.90243180545263,0,,52.0,0,,0,1.8110000000000002,67222,31,22,1.0,1109.3133588535552,False,0.47848385060483334,0,2.0180000000000002,67704,4,20,1.0,766.6485080486865,False,0.48526077077842017,5,2.0140000000000007,32075.0,883,0,0.0,32081.53163034951,False,-0.2488015079127154,1,2.775000000000001,12037.0,1081,0,0.0,39275.35186003151,False,-0.5054849820455918,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,84872,0,134,0.6,5882.925861930652,False,0.1648665242550285,0,4.133,101151,0,37,0.0,1924.0,False,-0.0576939048585798,0,4.9430000000000005,98315,0,28,0.0,1456.0,False,-0.08602408526738338,0.325,539656,0.0,0.0,12,0,0,15,2,2.0,19,34,16,148.0,22.0,11,3,16,355,1.7224501250311732,175.76416388718644
83,16,0,0,0,10.0,20,10.0,36.48614736360404,19,38.473684210526315,7.791029850555772,0,,43.032392043397785,11,39.09090909090909,52.0,0,,0,1.8110000000000002,67813,35,13,1.0,824.3199157268525,False,0.4882675266756123,0,2.0180000000000007,67644,0,30,1.0,1094.5844209081213,False,0.4875287337038974,0,2.0090000000000003,32075.0,883,0,0.0,32217.268122062367,False,-0.24774192748031004,0,2.7740000000000005,11306.0,1100,0,0.0,40134.76209996444,False,-0.5101888926187751,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,85302,0,123,0.0,5292.984221337928,False,0.16665771852051414,0,4.133000000000001,100986,0,40,0.3,2080.0,False,-0.05849674710469247,0,4.9430000000000005,98050,0,36,0.8,1872.0,False,-0.0865500853596641,0.3875,539456,0.0,0.0,16,0,0,16,0,0.0,19,35,17,213.0,28.0,13,3,17,1361,1.845075851015281,177.60923973820172
84,17,0,0,0,10.0,20,10.0,35.98864960419659,44,33.29545454545455,7.791029850555772,0,,44.31315803640723,6,56.0,52.0,0,,6,1.8710000000000002,68210,33,10,1.0,689.8864960419659,False,0.4954614381576061,0,2.0180000000000007,68362,2,15,1.0,559.8297440629489,False,0.49735864211926767,0,2.0090000000000003,30890.0,920,0,0.0,33109.55763586086,False,-0.2592771682706171,0,2.7740000000000005,11026.0,1107,0,0.0,39839.435111845625,False,-0.516865709799494,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,85638,0,117,0.0,5184.639490259646,False,0.17039622929136855,0,4.133000000000001,100818,0,43,0.3,2236.0,False,-0.059327273566188346,0,4.943000000000001,97882,0,39,0.3,2028.0,False,-0.08738061182115997,0.325,539106,0.0,0.0,16,0,0,16,1,0.3157894736842105,18,34,14,185.0,9.0,14,3,14,1374,1.99964530300349,179.6088850412052
85,14,0,0,0,10.0,20,10.0,35.91867703166998,52,35.57692307692308,8.265404493802793,5,14.0,44.31315803640723,0,,52.0,0,,32,2.1850000000000005,68537,28,10,1.0,639.1867703166997,False,0.5020416514366379,0,2.0180000000000007,68532,7,15,1.0,608.7801554750497,False,0.5016009353374095,5,2.0590000000000006,30113.0,941,0,0.0,33799.47508680145,False,-0.2660223327390132,0,2.7740000000000005,9848.0,1138,0,0.0,40875.454462040434,False,-0.5271696866449102,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,85568,0,122,0.5,5406.205280441682,False,0.17093722411913295,0,4.133000000000002,100818,0,43,0.0,2236.0,False,-0.059327273566188346,0,4.9430000000000005,97882,0,39,0.0,2028.0,False,-0.08738061182115997,0.3125,537578,0.0,0.0,12,0,0,13,5,4.333333333333333,16,29,15,145.0,41.0,10,4,15,520,1.983554341015406,181.59243938222062
86,15,0,0,0,10.0,20,10.0,36.04514475007826,26,37.38461538461539,8.01021264717959,3,3.0,43.384584689815654,2,18.0,52.0,0,,0,2.153000000000001,68427,29,20,1.0,1010.9028950015652,False,0.5036964235308404,11,2.128,69121,6,10,1.0,420.4514475007826,False,0.5123953083144365,0,2.0540000000000003,29834.0,950,0,0.0,34242.88751257434,False,-0.266916821390633,3,2.8040000000000003,9059.0,1155,0,0.0,41632.14218634039,False,-0.5335809796232719,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,85595,0,123,0.3,5336.303916847325,False,0.17083175642931175,0,4.133000000000002,100818,0,43,0.0,2236.0,False,-0.059327273566188346,0,4.943000000000001,97846,0,41,0.2,2132.0,False,-0.0872329626724496,0.3125,536980,0.0,0.0,11,0,0,17,3,2.2857142857142856,18,35,11,238.0,0.0,15,0,11,656,1.9237531409598887,183.5161925231805
87,11,0,0,0,10.0,20,10.0,36.4684616886055,26,40.88461538461539,7.891848042814471,13,7.384615384615385,44.7123614936553,6,56.0,52.0,0,,0,2.1530000000000005,68827,27,18,1.0,926.432310394899,False,0.5115007232493661,4,2.1570000000000005,69484,8,10,1.0,444.684616886055,False,0.5205781228664331,5,2.1040000000000005,29729.0,950,0,0.0,34645.03860417523,False,-0.2654168597063695,8,2.881000000000001,7714.0,1181,0,0.0,43069.2532542431,False,-0.5433612279535136,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,85835,3,127,1.0,5702.145453822666,False,0.176441901265654,0,4.133000000000001,100650,0,46,0.3,2392.0,False,-0.06015780002768421,0,4.9430000000000005,97678,0,44,0.3,2288.0,False,-0.08806348913394546,0.45,536197,0.0,0.0,13,0,0,13,5,4.8,13,26,13,110.0,24.0,8,3,13,1394,2.0196546830120496,185.53584720619256
88,13,0,0,0,10.0,20,10.0,36.527057693195765,12,37.833333333333336,8.185305222125637,10,10.0,44.7123614936553,0,,52.0,0,,0,2.1530000000000005,68737,26,28,1.0,1282.7576154094813,False,0.5134239083745198,2,2.1730000000000005,69778,9,10,1.0,455.27057693195763,False,0.5271069169858639,5,2.1490000000000005,29624.0,950,0,0.0,34700.70480853598,False,-0.2666216136222445,5,2.923,7115.0,1193,0,0.0,43576.77982798255,False,-0.5487511722664199,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,85735,3,137,1.0,6150.149440297153,False,0.17808681727331138,0,4.133,100650,0,46,0.0,2392.0,False,-0.06015780002768421,0,4.9430000000000005,97678,0,44,0.0,2288.0,False,-0.08806348913394546,0.375,535597,0.0,0.0,10,0,0,15,3,2.2,20,35,10,174.0,6.0,11,2,10,284,2.002443436998874,187.53829064319143
89,10,0,0,0,10.0,20,10.0,36.854333608658735,16,42.0,8.428383861751854,10,10.0,44.7123614936553,0,,52.0,0,,0,2.1530000000000005,69119,24,27,1.0,1235.0670074337859,False,0.5212367153203809,0,2.1710000000000003,69868,11,15,1.0,662.815004129881,False,0.5313338750941266,5,2.1940000000000004,29519.0,950,0,0.0,35011.6169282258,False,-0.26583387772258643,5,2.968000000000001,6298.0,1209,0,0.0,44556.88933286841,False,-0.5538555444570941,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,85635,3,147,1.0,6598.002291152585,False,0.1797307308559566,0,4.133000000000002,100650,0,46,0.0,2392.0,False,-0.06015780002768421,0,4.9430000000000005,97678,0,44,0.0,2288.0,False,-0.08806348913394546,0.375,535047,0.0,0.0,12,0,0,17,2,2.0,13,30,11,150.0,0.0,10,0,11,872,1.8174699249793775,189.3557605681708
90,11,0,0,0,10.0,20,10.0,36.58808696177415,24,33.916666666666664,8.428383861751854,0,,41.08502020538678,13,26.76923076923077,52.0,0,,0,2.1530000000000005,69329,24,27,1.0,1227.878347967902,False,0.525739260372234,0,2.1710000000000003,70272,11,11,1.0,512.4689565795156,False,0.5385069254895021,0,2.1890000000000005,28985.0,967,0,0.0,35380.6800920356,False,-0.27128988874636545,0,2.963,6018.0,1216,0,0.0,44491.11374551737,False,-0.5587404472497552,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,85983,0,137,0.3,5628.647768137989,False,0.17791767439237233,0,4.133,100392,0,54,0.8,2808.0,False,-0.060619203617404145,0,4.9430000000000005,97588,0,49,0.5,2548.0,False,-0.08769436626216952,0.45,534847,0.0,0.0,17,0,0,15,0,0.0,12,27,13,134.0,20.0,8,3,13,1362,1.757240614038892,191.1130011822097
91,13,0,0,0,10.0,20,10.0,36.67656204667173,25,37.519999999999996,8.308110018378656,10,7.5,42.239281552953045,5,55.6,52.0,0,,0,2.1530000000000005,69957,25,17,1.0,873.5015547934194,False,0.5355732903755662,0,2.1710000000000003,70382,10,16,1.0,686.8249927467476,False,0.5428081780108498,5,2.2390000000000008,28787.0,970,0,0.0,35576.26518527157,False,-0.27285435907331884,5,3.013000000000001,5003.0,1238,0,0.0,45405.583813779594,False,-0.5674484495895554,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86186,0,142,1.0,5997.977980519332,False,0.18306014446189112,0,4.133000000000001,100337,0,55,0.1,2860.0,False,-0.0608868176994417,0,4.9430000000000005,97365,0,53,0.4,2756.0,False,-0.08879250680570294,0.4375,534297,0.0,0.0,17,0,0,11,2,2.0,19,30,13,126.0,30.0,9,4,13,1416,1.8652832999941893,192.9782844822039
92,13,0,0,0,10.0,20,10.0,36.604980587610875,33,36.09090909090909,8.253752019386425,7,7.714285714285714,42.239281552953045,0,,52.0,0,,0,2.1530000000000005,70375,26,11,1.0,662.6547864637196,False,0.5423918544834836,1,2.1810000000000005,70930,9,10,1.0,456.04980587610873,False,0.5522452096971784,0,2.2340000000000004,28166.0,989,0,0.0,36202.325801147155,False,-0.2776624789144199,7,3.0780000000000003,4227.0,1252,0,0.0,45829.435695688815,False,-0.5762549514793541,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86132,0,149,0.7,6293.652951390004,False,0.18430492108105073,0,4.133000000000001,100337,0,55,0.0,2860.0,False,-0.0608868176994417,0,4.943000000000001,97365,0,53,0.0,2756.0,False,-0.08879250680570294,0.3375,533812,0.0,0.0,14,0,0,14,3,2.333333333333333,19,33,9,178.0,6.0,11,2,9,1298,1.7577151929726824,194.73599967517657
93,9,0,0,0,10.0,20,10.0,36.4107471164793,37,35.13513513513514,8.221559477099573,10,8.0,41.00199011186796,8,32.25,52.0,0,,18,2.3330000000000006,70787,24,10,1.0,604.107471164793,False,0.550740668722621,0,2.1800000000000006,71136,11,12,1.0,546.9289653977517,False,0.5577301270166851,5,2.2840000000000007,27741.0,999,0,0.0,36374.33636936282,False,-0.28295497120025276,5,3.121000000000001,3082.0,1279,0,0.0,46569.345561977025,False,-0.5883551991977064,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86310,0,151,1.0,6191.300506892062,False,0.18598726873311708,0,4.133000000000002,100169,0,58,0.3,3016.0,False,-0.06171734416093757,0,4.9430000000000005,97275,0,58,0.5,3016.0,False,-0.088423383933927,0.475,532780,0.0,0.0,16,0,0,13,4,3.6666666666666665,16,29,13,77.0,15.0,6,3,13,1104,1.7267768619931303,196.4627765371697
94,13,0,0,0,10.0,20,10.0,36.12409935322332,18,32.111111111111114,8.483925983153991,7,11.142857142857142,42.405219607858385,6,56.0,52.0,0,,0,2.315000000000001,70719,25,19,1.0,936.3578877112432,False,0.5528811776069023,5,2.2300000000000004,71457,10,10,1.0,461.24099353223323,False,0.5637978381564094,5,2.3290000000000006,27100.0,1016,0,0.0,36702.08494287489,False,-0.2904040081271866,2,3.136000000000001,2978.0,1280,0,0.0,46238.847172125854,False,-0.5925588024407836,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86568,0,152,0.7,6445.5933803944745,False,0.1910963280519631,0,4.133000000000002,100001,0,61,0.3,3172.0,False,-0.06254787062243344,0,4.943000000000001,97107,0,61,0.3,3172.0,False,-0.08925391039542288,0.4125,532210,0.0,0.0,16,0,0,14,3,2.625,17,31,16,144.0,34.0,9,4,16,866,3.198634105036035,199.66141064220574
95,16,0,0,0,10.0,20,10.0,36.16192062411202,5,38.0,8.850945787522237,5,14.0,42.63675282749437,1,56.0,52.0,0,,0,2.315000000000001,70629,24,29,1.0,1288.6956980992486,False,0.5547608710145635,0,2.2250000000000005,71537,11,15,1.0,652.4288093616804,False,0.5676282536687064,5,2.3740000000000006,26995.0,1016,0,0.0,36740.51135409781,False,-0.2917433385835118,0,3.1340000000000003,2788.0,1285,0,0.0,46468.06800198395,False,-0.5937358083901834,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86554,0,156,0.5,6651.333441089122,False,0.19227521019492677,0,4.133000000000001,100001,0,61,0.0,3172.0,False,-0.06254787062243344,0,4.9430000000000005,97051,0,62,0.1,3224.0,False,-0.08953075254925483,0.325,531835,0.0,0.0,10,0,0,16,1,1.0,19,35,17,151.0,50.0,11,5,17,446,2.0165273619932123,201.67793800419895
96,17,0,0,0,10.0,20,10.0,36.06833319379193,13,34.46153846153846,9.205406949201763,5,14.0,42.63675282749437,0,,52.0,0,,0,2.3150000000000004,70469,30,39,1.0,1706.6649945578852,False,0.5558294249221007,0,2.2250000000000005,71945,5,12,1.0,482.81999832550315,False,0.5746784607818757,5,2.4190000000000005,26602.0,1025,0,0.0,36970.041523636726,False,-0.2960872297224386,0,3.1340000000000003,2628.0,1289,0,0.0,46492.0814867978,False,-0.5960463257447246,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86484,0,161,0.5,6864.517205226593,False,0.19276061023563432,0,4.133,100001,0,61,0.0,3172.0,False,-0.06254787062243344,0,4.9430000000000005,97051,0,62,0.0,3224.0,False,-0.08953075254925483,0.3125,531460,0.0,0.0,11,0,0,18,1,1.0,17,35,13,216.0,42.0,14,3,13,648,2.0682820500223897,203.74622005422134
97,13,0,0,0,10.0,20,10.0,35.99803796454338,29,35.48275862068966,9.589463531407418,10,12.1,43.5594948489641,4,55.75,52.0,0,,0,2.3150000000000004,71039,29,29,1.0,1333.943100971758,False,0.5641981490878644,0,2.2250000000000005,72204,6,13,1.0,527.9744935390639,False,0.5808208029049678,7,2.484000000000001,25809.0,1045,0,0.0,37617.949672947834,False,-0.30341012245559984,3,3.1640000000000006,2163.0,1298,0,0.0,46725.45327797731,False,-0.6014843152596538,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86586,0,167,1.0,7274.435639777004,False,0.19683249744496265,0,4.133000000000002,99946,0,62,0.1,3224.0,False,-0.062815484704471,0,4.9430000000000005,96883,0,65,0.3,3380.0,False,-0.09036127901075071,0.425,530910,0.0,0.0,15,0,0,17,2,2.0,16,33,12,130.0,51.0,9,4,12,1452,2.1033152559539303,205.84953531017527
98,12,0,0,0,10.0,20,10.0,36.215410992952705,22,38.36363636363637,9.948584557780507,7,13.428571428571429,41.96190021663573,7,30.285714285714285,52.0,6,52.0,0,2.3150000000000004,71527,29,25,1.0,1195.3852748238178,False,0.5733321547360914,0,2.2250000000000005,72360,6,15,1.0,603.2311648942906,False,0.585044622452056,5,2.5270000000000006,25448.0,1053,0,0.0,38134.8277755792,False,-0.30501133629254973,2,3.181000000000001,1529.0,1312,0,0.0,47514.61922275395,False,-0.6052221693096708,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86704,0,167,0.7,7007.637336178167,False,0.19662822402452848,0,4.133,100202,0,57,0.1,2964.0,False,-0.061652747658376784,0,4.9430000000000005,96727,0,71,0.6,3692.0,False,-0.09036127901075071,0.425,530777,0.0,0.0,19,0,0,14,2,2.0,4,18,14,115.0,39.0,8,4,14,1568,1.5847604610025883,207.43429577117786
99,14,0,0,0,10.0,20,10.0,36.4238501151135,12,40.166666666666664,9.940771875242445,8,9.875,41.96190021663573,0,,52.0,14,52.0,0,2.315000000000001,71939,26,23,1.0,1097.7485526476107,False,0.5812546197007943,0,2.2250000000000005,72230,9,25,1.0,1000.5962528778375,False,0.5865428673801083,5,2.572000000000001,25343.0,1053,0,0.0,38354.314171214515,False,-0.3049372839941414,3,3.2090000000000005,951.0,1324,0,0.0,48225.17755241028,False,-0.608699357144115,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86625,0,175,0.8,7343.332537911253,False,0.19780680863508157,0,4.133000000000001,100930,0,43,0.0,2236.0,False,-0.05829372952521571,0,4.9430000000000005,96727,0,71,0.0,3692.0,False,-0.09036127901075071,0.35,531025,0.0,0.0,20,0,0,16,2,2.0,6,22,12,174.0,19.0,11,3,12,1410,1.6471573649905622,209.08145313616842
100,12,0,0,0,10.0,20,10.0,36.692145064898746,29,38.58620689655172,9.684640467540195,2,1.0,43.30271206843565,6,55.0,51.99999999999999,9,52.0,0,2.3150000000000004,72352,25,21,1.0,1020.5350463628737,False,0.5894216553200435,0,2.2250000000000005,72736,10,18,1.0,760.4586111681774,False,0.5949615921116899,0,2.5670000000000006,25087.0,1061,0,0.0,38930.36591385757,False,-0.30443728600311026,2,3.2260000000000004,20.0,1345,0,0.0,49350.93511228881,False,-0.6144465815877037,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86953,0,171,0.2,7404.763763702496,False,0.20256525677324735,0,4.133000000000001,101233,0,37,0.3,1923.9999999999998,False,-0.056937202971439116,0,4.943000000000001,96562,0,74,0.3,3847.9999999999995,False,-0.09116412125686338,0.35,531223,0.0,0.0,22,0,0,12,1,1.0,9,21,10,141.0,15.0,9,3,10,2117,1.5915811820304953,210.67303431819892
101,10,0,0,0,10.0,20,10.0,36.24895384438852,21,31.80952380952381,8.18434148218002,34,5.411764705882353,44.18378344131233,4,55.75,51.99999999999999,10,52.0,0,2.3150000000000004,72676,27,17,1.0,886.2322153546048,False,0.5950245649770363,0,2.2250000000000005,72880,8,21,1.0,841.2280307321588,False,0.5989837706768047,0,2.5670000000000006,24419.0,1082,0,0.0,39221.368059628374,False,-0.3125947038372855,34,3.5640000000000014,-1196.0,1345,0,0.0,48754.842920702555,False,-0.6380843461507637,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,86992,24,177,1.0,8016.953864684602,False,0.20714302490339317,0,4.133000000000002,101753,0,27,0.0,1403.9999999999998,False,-0.05453790430489549,0,4.9430000000000005,96339,0,78,0.4,4055.9999999999995,False,-0.0922622618003968,0.425,530143,0.0,0.0,20,0,0,8,2,2.0,10,18,12,118.0,21.0,7,3,12,1611,1.6311539160087705,212.3041882342077
102,12,0,0,0,10.0,20,10.0,36.29866976645417,39,36.56410256410256,8.404307119802152,7,11.142857142857142,43.75987898303153,6,40.166666666666664,51.99999999999999,0,,0,2.315000000000001,72586,26,27,1.0,1240.0640836942625,False,0.5969205541173408,18,2.4050000000000007,73698,9,10,1.0,452.9866976645417,False,0.6125931100046305,5,2.617000000000001,24314.0,1082,0,0.0,39275.16068730341,False,-0.31381408318785203,2,3.5500000000000007,-46403.0,1384,0,0.0,50237.35895677257,False,-1.3322975164181245,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,87155,21,181,1.0,8097.028545444552,False,0.20983636363629726,0,4.133000000000002,101753,0,27,0.0,1403.9999999999998,False,-0.05453790430489549,0,4.943000000000001,96098,0,84,0.6,4367.999999999999,False,-0.09304664790292068,0.45,485481,0.0,0.0,10,0,0,3,6,561.5965476190477,5,8,13,122.0,29.0,8,4,13,441,1.7030444870470092,214.0072327212547
103,13,0,0,1,10.0,20,10.0,35.873051917617175,26,32.23076923076923,8.404307119802152,0,,41.78868368633154,29,38.310344827586206,52.0,7,52.0,0,2.315000000000001,72786,27,27,1.0,1238.5724017756638,False,0.601267095695821,6,2.4470000000000005,73986,8,10,1.0,438.73051917617175,False,0.6187200658694665,0,2.6120000000000005,23476.0,1108,0,0.0,39747.34152471983,False,-0.3232112851689266,0,3.548000000000001,-70298.33333333334,1384,0,0.0,49648.30385398217,True,-1.7099572442131745,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,88266,11,162,1.0,6862.214135503533,False,0.2163839897559431,0,4.133000000000001,102117,0,20,0.0,1040.0,False,-0.052858395238314954,0,4.9430000000000005,94987,19,94,1.0,5681.984990040299,False,-0.09723626175407048,0.5,531898,0.0,0.1,16,0,0,4,3,134.9543650793651,7,11,11,148.0,16.0,11,2,11,1985,1.997261983982753,216.00449470523745
104,11,0,0,0,10.0,20,10.0,35.873051917617175,0,,8.71609920022979,5,14.0,41.78868368633154,0,,52.0,0,,0,2.3150000000000004,72676,28,37,1.0,1607.3029209518354,False,0.6028893037056828,5,2.491000000000001,73771,7,25,1.0,966.8262979404294,False,0.6197899993231144,5,2.6620000000000004,23371.0,1108,0,0.0,39747.34152471983,False,-0.32485057824330366,0,3.5480000000000005,-70298.33333333334,1384,0,0.0,49648.30385398217,True,-1.7099572442131745,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,88196,6,172,1.0,7239.950189250403,False,0.21796080247562782,0,4.133,102117,0,20,0.0,1040.0,False,-0.052858395238314954,0,4.9430000000000005,94987,9,104,1.0,5784.098153176984,False,-0.09676510795378129,0.5,531398,0.0,0.1,10,0,0,3,4,1958.561682152536,7,10,9,177.0,0.0,11,0,9,200,1.9509763920214027,217.95547109725885
105,9,0,0,0,10.0,20,10.0,35.873051917617175,0,,9.024159110667927,5,14.0,41.78868368633154,0,,52.0,0,,0,2.3150000000000004,72556,30,47,1.0,1986.0334401280072,False,0.6044024414306531,0,2.4860000000000007,73691,5,35,1.0,1305.5568171166012,False,0.621739418187651,5,2.7070000000000007,23266.0,1108,0,0.0,39747.34152471983,False,-0.3264898713176807,0,3.5480000000000005,-70298.33333333334,1384,0,0.0,49648.30385398217,True,-1.7099572442131745,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,88126,1,182,1.0,7614.564590023007,False,0.21951691045979316,0,4.133000000000002,102117,0,20,0.0,1040.0,False,-0.052858395238314954,0,4.9430000000000005,94987,0,113,0.9,5876.0,False,-0.09634106953352096,0.4875,531023,0.0,0.1,11,0,0,4,5,3885.3629179462514,5,9,9,147.0,0.0,9,0,9,200,1.991418813006021,219.94688991026487
