index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,32,0,0,0,10.0,20,10.0,18.86281802393018,13,15.0,23.23140624554808,22,24.727272727272727,28.584081674910696,4,15.0,38.0,6,38.0,13,4.713000000000001,13910,791,0,0.0,7910.0,False,-0.3024754021552397,0,2.4410000000000007,33604,25,36,1.0,929.0614488614865,False,0.33017846026982434,0,0.6050000000000001,42632,67,206,1.0,6049.478494186226,False,0.18539669869906314,6,8.009000000000002,13125,671,0,0.0,12656.950894057152,False,-0.49492482482530437,0,1.3070000000000002,44872,0,45,0.6,1286.2836753709812,False,-0.04927221795368065,0,0.24500000000000002,39659,227,356,1.0,15449.462294007622,False,-0.010240816580945581,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58557,217,246,1.0,15550.74572345562,False,-0.035263713342237005,0.575,315116,0.0,0.0,21,0,0,5,3,3.0,6,11,40,153.0,108.0,11,21,40,955,1.3927531489753164,149.87147481093416
80,40,0,0,0,10.0,20,10.0,18.62772115906967,31,17.51612903225806,23.23140624554808,0,,27.89373376675583,8,15.0,38.0,8,38.0,16,4.860000000000001,13646,803,0,0.0,8030.0,False,-0.3104404185538029,0,2.4410000000000007,33869,23,31,1.0,807.4593559311597,False,0.338151244649601,0,0.6050000000000001,42434,73,216,1.0,6377.807393650472,False,0.18451821832031448,0,8.003000000000002,12780,686,0,0.0,12778.616715121792,False,-0.5023027220489953,0,1.3070000000000004,44992,0,37,0.0,1032.0681493699658,False,-0.04942068607835185,0,0.24500000000000002,39659,217,366,1.0,15250.321713916566,False,-0.012320657205199436,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,58741,215,248,1.0,15421.152759852503,False,-0.03353002050807555,0.5,314878,0.0,0.0,19,0,0,7,3,3.0,9,16,32,273.0,80.0,16,24,32,969,1.6623353050090373,151.5338101159432
81,32,0,0,0,10.0,20,10.0,18.84488298292098,11,22.0,23.934219128669458,16,33.5625,27.6505243514846,13,25.0,38.0,12,38.0,0,4.844000000000001,13516,816,0,0.0,8160.0,False,-0.3129782914258941,0,2.4410000000000003,34041,20,30,1.0,765.3464894876294,False,0.3440447151625727,0,0.6050000000000001,42717,74,211,1.0,6444.6415768854085,False,0.1927334299626831,1,8.013000000000002,12764,686,0,0.0,12927.589726283792,False,-0.5007842230984034,0,1.3070000000000002,44587,5,39,1.0,1198.0415453512467,False,-0.05614695298751682,0,0.24500000000000002,39852,208,371,1.0,15236.662113164035,False,-0.008431903400968922,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,58872,218,246,1.0,15375.814308623641,False,-0.031954460574024186,0.625,315106,0.0,0.0,21,0,0,6,1,1.0,5,11,35,153.0,91.0,11,21,35,1748,1.4672319130040705,153.00104202894727
82,35,0,0,0,10.0,20,10.0,19.405956062964027,24,23.0,24.1895737612873,5,35.0,28.11337939126423,5,41.0,38.00000000000001,8,38.0,0,4.844000000000001,13456,822,0,0.0,8220.0,False,-0.31414961736685926,0,2.4410000000000007,34453,24,16,1.0,550.4952970074244,False,0.3559365784985051,0,0.6050000000000001,42616,76,216,1.0,6699.800593223323,False,0.19342352000757246,0,8.012000000000002,12488,698,0,0.0,13545.357331948891,False,-0.4999304531629856,0,1.3070000000000004,44412,0,49,1.0,1377.5555901719472,False,-0.05792752234854045,0,0.24500000000000002,40057,198,376,1.0,15360.166255850236,False,-0.002859942183124154,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58971,213,248,1.0,15412.149810339282,False,-0.030250375886533044,0.625,315210,0.0,0.0,20,0,0,6,0,0.0,7,13,34,179.0,146.0,13,22,34,1436,1.478213557973504,154.47925558692077
83,34,0,0,0,10.0,20,10.0,19.737237245376324,19,22.526315789473685,23.85984642952303,5,11.0,29.178328472900674,10,43.0,38.000000000000014,8,38.0,0,4.844000000000001,13346,833,0,0.0,8330.0,False,-0.31629704825862875,3,2.4710000000000005,34737,23,10,1.0,427.3723724537632,False,0.3646215128153555,0,0.6050000000000001,42418,75,226,1.0,6872.618086475429,False,0.19052624995424536,5,8.062000000000001,12173,708,0,0.0,13973.963969726437,False,-0.5025448648649077,0,1.3070000000000004,44412,0,49,0.0,1429.738095172133,False,-0.05738252396737135,0,0.24500000000000002,40432,193,376,1.0,15576.001866708599,False,0.007227324505040282,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58845,213,250,1.0,15714.983964727846,False,-0.029880710584174394,0.5,315120,0.0,0.0,16,0,0,10,2,1.3333333333333333,5,15,32,243.0,105.0,15,19,32,1164,1.7432109719957225,156.2224665589165
84,32,0,0,0,10.0,20,10.0,19.711780213088343,17,19.470588235294116,23.305671072687808,45,21.08888888888889,30.04879508713214,10,41.0,38.00000000000002,10,38.0,4,4.884000000000001,13232,840,0,0.0,8400.0,False,-0.31938153990317036,3,2.4980000000000007,34852,26,10,1.0,457.11780213088343,False,0.36969228881248806,0,0.6050000000000001,42997,67,219,1.0,6424.631239195549,False,0.19974336949833243,28,8.337000000000002,11313,723,0,0.0,14251.61709406287,False,-0.5212688610699077,0,1.3070000000000004,44143,18,54,1.0,2042.1370140135164,False,-0.056605495529791626,0,0.24500000000000002,40162,200,381,1.0,16109.725142734907,False,0.007161769882764246,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,58815,213,250,1.0,15900.393353559151,False,-0.028968735157444594,0.625,314271,0.0,0.0,20,0,0,9,5,4.230769230769231,3,12,38,171.0,76.0,12,20,38,1585,1.7253583850106224,157.94782494392712
85,38,0,0,0,10.0,20,10.0,19.725969892293524,1,22.0,23.219865652813795,29,22.620689655172413,30.04879508713214,0,,38.00000000000002,7,38.0,0,4.880000000000002,13162,847,0,0.0,8470.0,False,-0.3207480868342964,0,2.4950000000000006,34744,29,19,1.0,664.793427953577,False,0.3695297795555518,0,0.6050000000000001,42997,57,229,1.0,6441.72951835509,False,0.19996533282733264,29,8.599,11103,724,0,0.0,14281.602202020511,False,-0.526331885423973,0,1.3070000000000002,44131,9,64,1.0,2132.1016764517813,False,-0.055916555160924676,0,0.24500000000000002,39518,218,391,1.0,16811.009591382077,False,0.001034064329093915,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,59081,203,253,1.0,15713.90540268783,False,-0.026456176078887648,0.625,313493,0.0,0.0,16,0,0,13,2,2.0,7,20,39,270.0,85.0,20,18,39,488,1.7712061440106481,159.71903108793776
86,39,0,0,0,10.0,20,10.0,19.410105339226195,24,17.5,22.701275471397075,40,20.0,29.366264438020885,23,25.73913043478261,38.00000000000002,8,38.0,4,4.920000000000002,13042,855,0,0.0,8550.0,False,-0.3238716226768702,1,2.505000000000001,34994,31,10,1.0,504.101053392262,False,0.37615377661627886,0,0.6050000000000001,42830,60,239,1.0,6590.211158017472,False,0.1975570043360872,40,8.97,10160,735,0,0.0,14266.427424331254,False,-0.5510122101940589,0,1.3070000000000004,44723,0,50,0.9,1468.3132219010442,False,-0.05048342292370552,0,0.24500000000000002,38718,248,401,1.0,17405.78835655285,False,-0.009464549060525062,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58793,216,255,1.0,16033.113118612517,False,-0.028323566192442022,0.6125,312017,0.0,0.0,18,0,0,15,5,4.111111111111111,2,17,35,246.0,141.0,17,22,35,1349,1.9178789120051078,161.63690999994287
87,35,0,0,0,10.0,20,10.0,19.262133685286702,2,8.0,22.735479191827707,10,23.5,29.868594926261164,5,43.0,38.00000000000002,0,,2,4.936000000000002,12942,863,0,0.0,8630.0,False,-0.3262142745588006,0,2.5040000000000004,34874,33,20,1.0,715.242673705734,False,0.3755904004705946,0,0.6050000000000001,43000,50,244,1.0,6510.563607070296,False,0.20093680038257203,5,8.980000000000002,10069,737,0,0.0,14196.1925260563,False,-0.5542866272970155,0,1.3070000000000002,44553,0,55,0.5,1642.772720944364,False,-0.052212341553407184,0,0.24500000000000002,38868,243,406,1.0,17651.370983676166,False,-0.0037664391561581445,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58578,211,265,1.0,16372.27352944111,False,-0.028984150490560263,0.5625,311641,0.0,0.0,12,0,0,10,2,2.0,4,14,40,192.0,107.0,14,21,40,585,1.7458909609704278,163.3828009609133
88,40,0,0,0,10.0,20,10.0,19.489746820023424,9,23.0,22.460633102417624,6,12.833333333333334,31.188670581909264,20,39.25,38.00000000000002,0,,0,4.934000000000001,12872,870,0,0.0,8700.0,False,-0.3275808214899266,0,2.504000000000001,34951,36,21,1.0,769.2846832204918,False,0.37965181717984725,0,0.6050000000000001,43000,40,254,1.0,6484.590680815014,False,0.20059962977483406,6,9.035000000000002,9766,746,0,0.0,14539.351127737475,False,-0.5576987339321648,0,1.3070000000000004,44908,0,45,0.0,1403.4901761859169,False,-0.047296129671785085,0,0.24500000000000002,39221,239,406,1.0,18030.691567732974,False,0.0075687384356120406,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,57793,221,275,1.0,17342.696198601952,False,-0.03334426895732838,0.5,311268,0.0,0.0,18,0,0,17,2,2.0,4,21,46,333.0,148.0,21,19,46,1192,1.8459911820245907,165.2287921429379
89,46,0,0,0,10.0,20,10.0,18.983307636387824,38,17.210526315789473,22.656861771324717,18,24.77777777777778,29.425064794910305,32,22.375,38.000000000000014,10,38.0,26,5.194000000000001,12654,884,0,0.0,8840.0,False,-0.3333593627986881,0,2.5040000000000004,35155,32,19,1.0,680.6828450913687,False,0.3858871397214465,0,0.6050000000000001,42913,59,252,1.0,6829.54431692071,False,0.20281888457940483,6,9.089000000000002,9472,755,0,0.0,14332.397265472808,False,-0.5680185213226606,0,1.3070000000000002,45255,2,23,1.0,722.0902138255865,False,-0.047164533840648455,0,0.24500000000000002,39144,235,416,1.0,17565.189470943995,False,0.0010986075003550446,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,57457,243,275,1.0,17600.29074516321,False,-0.036357819966234564,0.625,310807,0.0,0.0,29,0,0,14,3,3.0,3,17,44,276.0,132.0,17,29,44,1929,1.607257210998796,166.8360493539367
90,44,0,0,0,10.0,20,10.0,18.64343936062351,44,17.454545454545453,23.057283361528413,7,34.0,29.425064794910305,0,,38.000000000000014,8,38.0,4,5.208000000000001,12514,894,0,0.0,8940.0,False,-0.33687334062158364,21,2.714000000000001,35413,32,10,1.0,506.4343936062351,False,0.39255884729045437,0,0.6050000000000001,42774,76,255,1.0,7296.5086485971315,False,0.20527194735430893,0,9.083000000000002,9081,772,0,0.0,14392.73518640135,False,-0.5773868627790874,0,1.3070000000000004,45017,0,32,0.9,941.6020734371298,False,-0.049843317109108005,0,0.24500000000000002,39144,225,426,1.0,17722.966358975682,False,0.0027464423170790193,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,57761,233,277,1.0,17382.040097214107,False,-0.033523567802448424,0.6125,310461,0.0,0.0,15,0,0,12,2,1.9130434782608696,5,17,46,256.0,125.0,17,27,46,1133,1.4652418799814768,168.30129123391816
91,46,0,0,0,10.0,20,10.0,18.904143314958972,15,22.0,23.057283361528413,0,,29.813671064569434,5,41.0,38.000000000000014,11,38.0,0,5.204000000000001,12444,901,0,0.0,9010.0,False,-0.3382398875527097,5,2.7430000000000008,35523,35,10,1.0,539.0414331495897,False,0.3974902669285801,0,0.6050000000000001,42576,75,265,1.0,7527.990839426951,False,0.20313623999671512,0,9.083000000000002,8949,778,0,0.0,14707.423499038081,False,-0.5767288464659093,0,1.3070000000000004,45017,0,32,0.0,954.0374740662219,False,-0.049713440760473085,0,0.24500000000000002,39349,215,431,1.0,17807.008151558035,False,0.007906255499415536,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,57974,228,276,1.0,17285.517002721834,False,-0.031127616077476904,0.5,310589,0.0,0.0,21,0,0,9,1,0.5555555555555556,6,15,48,245.0,112.0,15,31,48,955,1.3756392209907062,169.67693045490887
92,48,0,0,0,10.0,20,10.0,19.46393322754754,36,22.166666666666668,23.629257728628083,11,32.90909090909091,28.743884050629255,18,20.77777777777778,38.000000000000014,0,,2,5.224000000000001,12334,910,0,0.0,9100.0,False,-0.3407777604248009,24,2.9780000000000006,35678,36,10,1.0,554.6393322754755,False,0.4038466213547453,0,0.6050000000000001,42922,67,264,1.0,7542.207566603499,False,0.21230407579452037,0,9.083,8167,812,0,0.0,15804.713780768601,False,-0.5827874937588456,0,1.3070000000000004,45035,0,33,0.6,948.5481736707654,False,-0.04939478450024273,0,0.24500000000000002,39343,210,428,1.0,17264.526496681217,False,0.0021152034160631045,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,57600,236,286,1.0,17651.55663594851,False,-0.03390522684273231,0.575,309836,0.0,0.0,16,0,0,14,3,2.411764705882353,2,16,50,262.0,109.0,16,32,50,936,1.3400528100319207,171.0169832649408
93,50,0,0,0,10.0,20,10.0,19.46393322754754,0,,23.199982905620868,11,16.545454545454547,27.377887371718963,13,13.0,38.000000000000014,10,38.0,0,5.222000000000001,12244,919,0,0.0,9190.0,False,-0.3425347493362486,0,2.9540000000000006,35568,37,20,1.0,759.2786645509508,False,0.4035467488784739,0,0.6050000000000001,43037,57,269,1.0,7350.239595582223,False,0.21279779306758528,6,9.143,8061,812,0,0.0,15804.713780768601,False,-0.5855395967809663,0,1.3070000000000002,45192,0,21,0.1,574.9356348060982,False,-0.050017382767200386,0,0.24500000000000002,39173,210,438,1.0,16863.511078993288,False,-0.005624022653284716,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,57811,239,286,1.0,17411.315081840836,False,-0.03258348181391824,0.5125,309843,0.0,0.0,19,0,0,16,2,2.0,2,18,35,234.0,156.0,18,32,35,864,1.2345591269549914,172.25154239189578
94,35,0,0,0,10.0,20,10.0,19.46393322754754,0,,22.998078707419218,8,18.875,26.684686725019407,8,15.0,38.000000000000014,12,38.0,0,5.222000000000001,12134,930,0,0.0,9300.0,False,-0.3446821802280181,0,2.9540000000000006,35478,36,30,1.0,943.9179968264261,False,0.40363731838252426,0,0.6050000000000001,43049,47,278,1.0,7308.270742357277,False,0.21256452827860203,7,9.207,7993,812,0,0.0,15804.713780768601,False,-0.5873050968328928,0,1.3070000000000004,45288,0,15,0.2,400.2703008752911,False,-0.049836338086693334,0,0.24500000000000002,39046,206,448,1.0,16692.343866537052,False,-0.010064504046694985,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58147,237,284,1.0,17116.2707538296,False,-0.029842265123335845,0.525,309892,0.0,0.0,22,0,0,6,3,3.0,2,8,27,99.0,110.0,8,27,27,788,0.6591585220303386,172.91070091392612
95,27,0,0,0,10.0,20,10.0,19.343785809446114,2,8.0,23.20538517531002,5,29.6,26.684686725019407,0,,38.000000000000014,14,38.0,0,5.222,12044,939,0,0.0,9390.0,False,-0.3464391691394659,0,2.9540000000000006,35384,37,38,1.0,1105.0638607589524,False,0.4031130692792236,0,0.6050000000000001,43169,39,284,1.0,7344.737036356444,False,0.21615350810515682,1,9.210000000000003,7977,812,0,0.0,15707.154077270245,False,-0.5889869914156423,0,1.3070000000000002,45140,0,20,0.5,533.6937345003881,False,-0.05153430113944539,0,0.24500000000000002,39046,196,458,1.0,16769.842014419653,False,-0.009255107005685163,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58679,227,280,1.0,16697.42388657941,False,-0.025150720024292778,0.5625,310196,0.0,0.0,22,0,0,4,1,1.0,2,6,15,63.0,60.0,6,21,15,884,0.49377406196435913,173.40447497589048
96,15,0,0,0,10.0,0,,19.69062399699931,18,23.0,22.721604133055326,6,11.166666666666666,26.247268374508018,5,15.0,38.000000000000014,12,38.0,0,5.222000000000001,12044,939,0,0.0,9390.0,False,-0.3464391691394659,0,2.954000000000001,35798,27,30,1.0,860.7187199099793,False,0.41450723723078997,0,0.6050000000000001,43169,29,294,1.0,7251.1797110312455,False,0.21493898264398234,6,9.269000000000002,7457,830,0,0.0,16343.217917509428,False,-0.5942307363497062,0,1.3070000000000004,45140,0,20,0.0,524.9453674901604,False,-0.0516256698052162,0,0.24500000000000002,39054,192,463,1.0,16515.033250943838,False,-0.01174924540519024,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,59060,222,278,1.0,16390.893579140786,False,-0.021838550408389175,0.5,310479,0.0,0.0,10,0,0,1,2,2.0,0,1,8,18.0,40.0,1,14,8,945,0.31071249197702855,173.7151874678675
97,8,0,0,0,10.0,0,,19.363253958245465,8,12.375,22.733019481039218,2,23.5,25.79812423651419,5,15.0,38.000000000000014,0,,3,5.252000000000001,12014,939,0,0.0,9390.0,False,-0.34761049508043107,0,2.954000000000001,35873,17,35,1.0,847.7138885385913,False,0.4171816704774831,0,0.6050000000000001,43105,27,303,1.0,7410.912759627511,False,0.21535092895975058,1,9.273000000000001,7441,830,0,0.0,16071.500785343736,False,-0.5981734761483054,0,1.3070000000000002,45168,0,17,0.2,438.56811202074124,False,-0.05194293236390583,0,0.24500000000000002,39054,182,473,1.0,16339.922309420352,False,-0.01357811850461265,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,58985,217,288,1.0,16542.192959323584,False,-0.02182910133278369,0.525,310397,0.0,0.0,3,0,0,0,2,2.0,0,0,6,0.0,24.0,0,8,6,185,0.1876049960264936,173.902792463894
98,6,0,0,0,10.0,0,,19.588109645834212,15,22.0,22.733019481039218,0,,25.79812423651419,0,,38.000000000000014,10,38.0,0,5.249000000000001,12014,939,0,0.0,9390.0,False,-0.34761049508043107,0,2.9540000000000006,36203,7,30,1.0,657.6432893750264,False,0.4263556787711821,0,0.6050000000000001,43105,17,313,1.0,7448.432961544457,False,0.21583800188940255,0,9.272000000000002,7111,845,0,0.0,16551.95265072991,False,-0.6005043014496585,0,1.3070000000000004,45168,0,17,0.0,438.56811202074124,False,-0.05194293236390583,0,0.24500000000000002,39054,172,483,1.0,16370.573356975101,False,-0.013257996438827935,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,59365,207,288,1.0,16284.211716958442,False,-0.018178427527681267,0.5,310777,0.0,0.0,9,0,0,0,0,0.0,0,0,0,0.0,18.0,0,6,0,710,0.16470036696409807,174.0674928308581
99,0,0,0,0,10.0,0,,19.847029341332988,13,23.0,22.733019481039218,0,,25.79812423651419,0,,38.000000000000014,0,,0,5.2490000000000006,12014,939,0,0.0,9390.0,False,-0.34761049508043107,0,2.9540000000000006,36502,0,24,0.7,476.32870419199173,False,0.43449025269779784,0,0.6050000000000001,43105,7,323,1.0,7481.694497764998,False,0.21626979044767108,0,9.272000000000002,6812,858,0,0.0,17028.751174863704,False,-0.602077692713889,0,1.3070000000000004,45168,0,17,0.0,438.56811202074124,False,-0.05194293236390583,0,0.24500000000000002,39054,162,493,1.0,16401.22440452985,False,-0.012937874373043374,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,59365,197,298,1.0,16406.2304745933,False,-0.017291108726433,0.4625,310777,0.0,0.0,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,299,0.14370599196990952,174.211198822828
