index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,19,0,0,0,10.000000000000004,12,10.0,19.388070472557576,0,,11.046558650477854,15,10.666666666666666,10.50016896651164,31,9.483870967741936,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.6920000000000015,45754,43,30,1.0,1011.6421141767275,False,0.14464841532855843,10,9.498000000000001,25899,602,0,0.0,11671.61842447966,False,-0.42606099845839746,5,8.827000000000002,28362,573,0,0.0,11109.36438077549,False,-0.3866007959346076,0,0.2,85313,462,470,1.0,10038.58951078124,False,0.018103991562683008,26,18.802000000000003,-5555.0,753,0,0.0,8318.058663809825,False,-1.0157335016578577,0,0.2,115806,295,273,1.0,12379.549845120933,False,0.08871335435777487,11,7.141000000000002,91551,1307,0,0.0,13723.720839230713,False,-0.121745032175134,0.375,427706,0.0,0.0,9,0,0,10,11,11.0,15,25,23,156.0,101.0,10,9,23,616,1.6564690449740738,190.02143564092694
80,23,0,0,0,10.000000000000004,9,10.0,19.431019705574666,11,20.0,11.21344100987863,19,12.473684210526315,10.50016896651164,0,,34.0,10,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.6920000000000015,45884,42,29,1.0,983.4995714616655,False,0.14751694427007556,7,9.558,25590,613,0,0.0,11911.215079517271,False,-0.429482799997131,12,8.942000000000002,28177,573,0,0.0,11133.974291294284,False,-0.3897240673205081,0,0.2,85148,467,480,1.0,10276.758055538907,False,0.01758649130772772,0,18.776000000000003,-29285.0,757,0,0.0,8488.574844478124,False,-1.2822251941681237,0,0.2,115806,285,283,1.0,12614.548155455817,False,0.08976193902751248,10,7.230000000000001,91425,1307,0,0.0,13723.720839230713,False,-0.12286947999093872,0.375,403321,0.0,0.0,4,0,0,14,9,536.7306501547987,15,29,18,216.0,99.0,15,8,18,310,1.777436381962616,191.79887202288955
81,18,0,0,0,10.000000000000004,12,10.0,19.501677389397116,20,20.0,11.162573180248225,15,10.666666666666666,10.861385889560841,6,25.0,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.6920000000000006,46164,44,19,1.0,810.5318703985454,False,0.15230528864253154,10,9.651000000000002,25235,623,0,0.0,12149.545013594403,False,-0.43374798786831603,5,8.98,27907,583,0,0.0,11369.47791801852,False,-0.3924775476279229,0,0.2,85138,472,484,1.0,10525.645311624608,False,0.01887634578153302,0,18.776000000000003,-31627.0,757,0,0.0,8450.067897447907,False,-1.3088380638288217,0,0.2,115894,281,286,1.0,12776.049434966597,False,0.09126790163297747,13,7.350000000000001,91235,1307,0,0.0,14195.83135765602,False,-0.1224584741526214,0.375,400522,0.0,0.0,11,0,0,5,8,8.0,18,23,19,168.0,99.0,10,8,19,908,1.4024434599559754,193.20131548284553
82,19,0,0,0,10.000000000000004,8,10.0,19.522831309972837,19,19.68421052631579,11.112597763068186,20,10.75,11.649259938217627,45,15.444444444444441,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.6920000000000006,46458,42,10,1.0,615.2283130997286,False,0.15716370952021236,15,9.791,24851,629,0,0.0,12279.860893972915,False,-0.43951439699443945,5,9.025,27577,596,0,0.0,11635.607460743811,False,-0.39603921417951815,0,0.2,85303,482,484,1.0,10994.513931896197,False,0.023378231476096006,35,19.126000000000005,-35399.0,757,0,0.0,8412.236506642617,False,-1.3515641609751223,0,0.2,115615,295,291,1.0,13330.531681774199,False,0.09125220508578012,15,7.487000000000002,90733,1328,0,0.0,15470.217197953009,False,-0.12125198697981797,0.375,395714,0.0,0.0,8,0,0,10,14,14.0,17,27,23,197.0,97.0,12,7,23,1004,1.6456845859647729,194.8470000688103
83,23,0,0,0,10.000000000000004,13,10.0,19.569511690374256,16,20.0,11.039928732709326,20,10.5,13.678315002446725,84,19.36904761904762,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,6,3.752000000000001,46552,45,10,1.0,645.6951169037427,False,0.15986656996218823,5,9.826,24786,629,0,0.0,12309.222853245406,False,-0.44042444022529614,15,9.170000000000002,26977,612,0,0.0,11976.541154509045,False,-0.4038075239676899,0,0.2,85473,492,484,1.0,12051.949397677203,False,0.0312532369185876,74,19.831000000000007,-41128.0,757,0,0.0,8357.22605066096,False,-1.4164437366123743,0,0.2,114622,355,289,1.0,14681.801825868588,False,0.08841998048221221,8,7.552000000000002,90421,1342,0,0.0,18356.298733283504,False,-0.11115836538626789,0.375,388279,0.0,0.0,13,0,0,10,11,11.0,16,26,25,211.0,123.0,12,11,25,1118,1.612831809965428,196.45983187877573
84,25,0,0,0,10.000000000000004,8,10.0,19.638312225457245,28,20.0,11.006754932556523,5,10.0,13.198603806742957,15,4.0,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,18,3.9260000000000015,46716,43,10,1.0,626.3831222545726,False,0.16368564262699276,5,9.871000000000002,24436,643,0,0.0,12627.434760969008,False,-0.44387684914031605,0,9.155000000000001,26697,626,0,0.0,12293.583453136236,False,-0.4060045263131297,0,0.2,85423,487,494,1.0,11880.399932686047,False,0.029722966958310053,15,19.907000000000007,-44878.0,757,0,0.0,8332.113483945288,False,-1.458850204652834,0,0.2,114928,345,290,1.0,14413.51831332632,False,0.0899536759329183,11,7.654000000000003,90213,1357,0,0.0,17910.505365750192,False,-0.11500376883784659,0.375,384111,0.0,0.0,6,0,0,9,9,8.285714285714285,20,29,30,227.0,149.0,14,11,30,386,1.5288427469786257,197.98867462575436
85,30,0,0,0,10.000000000000005,13,10.0,19.638312225457245,0,,10.974872884058023,20,10.75,13.384447993685123,14,17.0,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.908000000000001,46586,46,20,1.0,852.766244509145,False,0.16326973628580616,15,10.016,24161,643,0,0.0,12627.434760969008,False,-0.44885035392392336,5,9.205000000000002,26632,626,0,0.0,12293.583453136236,False,-0.4071800819892551,0,0.2,85398,497,499,1.0,12133.351372225714,False,0.030866664631707192,9,19.982000000000006,-48700.0,757,0,0.0,8307.978773231924,False,-1.5020626492052391,0,0.2,115132,349,287,1.0,14429.172349796108,False,0.091844060281987,7,7.713000000000004,90141,1357,0,0.0,18162.695927430712,False,-0.11452101232684529,0.375,379926,0.0,0.0,11,0,0,11,9,9.0,18,29,28,251.0,163.0,15,15,28,762,1.410849182982929,199.39952380873729
86,28,0,0,0,10.000000000000004,9,10.0,19.638312225457245,0,,10.976494417589247,10,11.0,13.038790904422521,28,9.857142857142858,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.908000000000001,46496,45,30,1.0,1039.1493667637176,False,0.16334870795718948,5,10.051000000000002,24096,643,0,0.0,12627.434760969008,False,-0.45002590960004873,5,9.250000000000002,26567,626,0,0.0,12293.583453136236,False,-0.40835563766538047,0,0.2,85478,497,504,1.0,12026.868341370806,False,0.031168250238773336,23,20.203000000000007,-53398.0,757,0,0.0,8309.20627411506,False,-1.5550052618504437,0,0.2,115328,351,290,1.0,14436.615607452306,False,0.09362641384789754,13,7.836000000000003,89710,1373,0,0.0,17902.259911772122,False,-0.11952942790695585,0.375,374853,0.0,0.0,6,0,0,10,11,11.0,20,30,28,252.0,159.0,15,13,28,518,2.15344763599569,201.55297144473298
87,28,0,0,0,10.000000000000002,11,10.0,19.586259019166718,14,19.0,10.978777058594767,15,11.0,13.572005474417043,40,17.0,34.000000000000014,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.9080000000000004,46652,46,26,1.0,969.2427344983348,False,0.16634387507421103,10,10.146,23941,643,0,0.0,12593.9645493242,False,-0.4531318200375798,5,9.295000000000002,26236,640,0,0.0,12535.2057722667,False,-0.4121570020412466,0,0.2,85313,502,514,1.0,12487.356897264934,False,0.031903595886577346,40,20.580000000000002,-58559.0,757,0,0.0,8310.934233356238,False,-1.6131633668070449,0,0.2,115072,371,289,1.0,14861.214031008727,False,0.09323641975373126,9,7.913000000000001,89555,1383,0,0.0,18770.083571118772,False,-0.11704036602062037,0.375,368786,0.0,0.0,9,0,0,14,8,8.0,18,32,26,221.0,153.0,17,11,26,750,1.3409523920272477,202.89392383676022
88,26,0,0,0,10.000000000000002,12,10.0,19.52508766440228,18,19.0,10.951527243413386,25,10.8,13.403882305004922,42,12.333333333333334,34.000000000000014,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.9080000000000017,46874,48,18,1.0,831.4515779592411,False,0.17013227567129272,20,10.336,23184,661,0,0.0,12906.082946169909,False,-0.4640001180423389,5,9.340000000000002,26171,640,0,0.0,12496.05610521746,False,-0.4136865778198193,0,0.2,85043,517,524,1.0,12685.5739126673,False,0.029977537095480948,42,20.960000000000004,-64794.0,757,0,0.0,8290.306123263934,False,-1.6835521373483313,0,0.2,115106,381,288,1.0,14898.879158206879,False,0.09370790753740067,9,7.994000000000002,89279,1405,0,0.0,18832.454638531915,False,-0.11922513659126355,0.375,361439,0.0,0.0,7,0,0,10,12,12.0,17,27,23,195.0,129.0,13,13,23,836,1.298917990992777,204.192841827753
89,23,0,0,1,10.0,7,10.0,19.574426676491406,18,20.0,10.894503575653776,15,10.333333333333334,13.83768077987485,5,38.0,34.000000000000014,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.9080000000000004,47164,45,10,1.0,645.7442667649141,False,0.1750104452264675,18,10.496,22787,661,3,0.0,12971.37954388778,False,-0.4705895905097591,0,9.335,25811,658,0,0.0,12879.972753131346,False,-0.4167256908367122,0,0.2,85078,522,529,1.0,13007.063999045065,False,0.03218371164622015,0,20.918000000000006,-80490.88888888889,757,0,0.0,8247.139206769909,True,-1.8607095922897903,0,0.2,115378,371,290,1.0,14993.779569333572,False,0.09655874155251244,12,8.105,88911,1410,0,0.0,19511.12989962354,False,-0.11948092499387113,0.375,425705,0.0,0.1,8,0,0,8,9,1382.0980392156862,21,29,17,207.0,98.0,15,8,17,892,1.3845006639603525,205.57734249171335
90,17,0,0,0,10.0,11,10.0,19.536575001276052,11,19.0,10.847074048585073,20,10.5,13.83768077987485,0,,34.000000000000014,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,1,3.918000000000001,47247,46,10,1.0,655.3657500127605,False,0.1771832254913243,7,10.548,22505,672,0,0.0,13128.578400857506,False,-0.47426818583855546,10,9.435,25651,658,0,0.0,12855.066350839643,False,-0.419844588367066,0,0.2,84868,532,539,1.0,13229.153334199804,False,0.03106842038522981,0,20.918,-80490.88888888889,757,0,0.0,8211.235054778901,True,-1.8609119239174474,0,0.2,115718,361,290,1.0,14855.402761534824,False,0.09897551542338502,10,8.193000000000001,88805,1410,0,0.0,19511.12989962354,False,-0.1204268890293894,0.375,425370,0.0,0.1,8,0,0,13,8,6.49090909090909,9,22,15,132.0,99.0,9,8,15,450,1.0205521340249106,206.59789462573826
91,15,0,0,0,10.0,11,10.0,19.536575001276052,0,,10.81969931375023,5,10.0,14.052219182539154,5,25.0,34.000000000000014,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.9170000000000003,47137,47,20,1.0,860.731500025521,False,0.17700217127759588,0,10.541000000000002,22505,672,0,0.0,13128.578400857506,False,-0.47426818583855546,5,9.475000000000001,25581,658,0,0.0,12855.066350839643,False,-0.4211105714028933,0,0.2,84943,527,544,1.0,13346.388773647672,False,0.0325743794020223,0,20.918,-80490.88888888889,757,0,0.0,8190.512380508923,True,-1.8610287029578076,0,0.2,115831,356,293,1.0,14964.590028983943,False,0.10047115268834031,13,8.313,88605,1410,0,0.0,19813.629047380207,False,-0.12086194704662796,0.375,425178,0.0,0.1,8,0,0,13,9,9.0,11,24,18,162.0,93.0,9,6,18,473,1.1206320449709892,207.71852667070925
92,18,0,0,0,10.000000000000002,13,10.0,19.524939106911642,30,19.466666666666665,10.837233015223607,15,11.0,15.03315248214162,10,38.0,34.000000000000014,12,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,10,4.017,47431,50,10,1.0,695.2493910691165,False,0.18222954163246785,5,10.591000000000003,22160,686,0,0.0,13394.108227341387,False,-0.4781065575448847,10,9.57,25118,674,0,0.0,13159.808958058447,False,-0.42672843797534543,0,0.2,85158,532,544,1.0,13943.442914383999,False,0.03836216506088413,0,20.918,-80490.88888888889,757,0,0.0,8203.78539252427,True,-1.860953905198327,0,0.2,115831,346,303,1.0,15503.470758821004,False,0.10287568943296149,12,8.420000000000002,88063,1420,0,0.0,21347.0765246411,False,-0.11885646992708446,0.375,424337,0.0,0.1,7,0,0,8,11,4035.969444444445,18,26,16,198.0,111.0,11,7,16,790,1.1262015890097246,208.84472825971898
93,16,0,0,0,10.0,12,10.0,19.524939106911642,0,,10.820600158727158,15,10.666666666666666,15.544164272598763,5,38.0,34.000000000000014,10,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.007000000000001,47311,52,20,1.0,910.4987821382329,False,0.18192332832852773,10,10.686,22000,686,0,0.0,13394.108227341387,False,-0.4810002330553471,5,9.610000000000001,25053,674,0,0.0,13159.808958058447,False,-0.4279039936514708,0,0.2,85188,537,549,1.0,14344.408470893206,False,0.04095985658596815,0,20.918000000000006,-80490.88888888889,757,0,0.0,8191.194320156459,True,-1.861024860005079,0,0.2,115641,341,313,1.0,15942.560016956182,False,0.10313935128711874,10,8.508000000000003,87937,1420,0,0.0,22072.713267090243,False,-0.11674305802021223,0.375,423706,0.0,0.1,5,0,0,7,7,7.0,15,22,24,144.0,129.0,8,8,24,310,1.1233608339680359,209.968089093687
94,24,0,0,0,10.0,11,10.0,19.524939106911642,0,,10.811688224258452,20,10.75,16.085928223915296,5,38.0,34.000000000000014,8,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.007000000000001,47201,53,30,1.0,1115.7481732073493,False,0.18174083452772988,10,10.776000000000003,21840,686,0,0.0,13394.108227341387,False,-0.48389390856580955,10,9.705000000000002,24898,674,0,0.0,13159.808958058447,False,-0.4307072418022313,0,0.2,85163,547,554,1.0,14825.597694718446,False,0.04338974874737086,0,20.918000000000006,-80490.88888888889,757,0,0.0,8184.447985763648,True,-1.8610628778036544,0,0.2,115641,331,323,1.0,16306.442242115969,False,0.104763028165258,8,8.578000000000001,87657,1425,0,0.0,22922.447719079297,False,-0.11545023551345636,0.375,422976,0.0,0.1,5,0,0,12,7,7.0,15,27,24,237.0,150.0,14,10,24,300,1.3539379890426062,211.32202708272962
95,24,0,0,0,10.000000000000002,13,10.0,19.543864333421272,44,19.613636363636363,10.818067538582614,5,11.0,16.085928223915296,0,,34.000000000000014,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,14,4.147,47710,56,10,1.0,755.4386433342129,False,0.18987774834629356,0,10.766,21197,719,0,0.0,14052.038455729895,False,-0.489573377681353,5,9.745000000000001,24613,685,0,0.0,13387.547068393571,False,-0.4338022257031309,0,0.2,85108,542,564,1.0,14935.856124200003,False,0.04339120508193773,0,20.918000000000006,-80490.88888888889,757,0,0.0,8189.277126707039,True,-1.8610356640165833,0,0.2,115641,321,333,1.0,16485.582959876818,False,0.10556237097798761,9,8.66,87564,1425,0,0.0,22922.447719079297,False,-0.11628018509178842,0.375,422409,0.0,0.1,7,0,0,13,5,4.823529411764706,17,30,17,255.0,147.0,15,9,17,670,1.3787739899707958,212.70080107270041
96,17,0,0,0,10.000000000000002,6,10.0,19.543864333421272,0,,10.768884592299552,15,10.333333333333334,16.658029462378867,5,38.0,34.000000000000014,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.133000000000001,47650,52,20,1.0,910.8772866684255,False,0.1903161934808288,5,10.816,21127,719,0,0.0,14052.038455729895,False,-0.4908393607171803,10,9.840000000000002,24453,685,0,0.0,13387.547068393571,False,-0.4366959012135933,0,0.2,85143,547,569,1.0,15368.99863608143,False,0.04622657753128416,0,20.918000000000006,-80490.88888888889,757,0,0.0,8152.045636370761,True,-1.8612454756295056,0,0.2,115451,316,343,1.0,16925.937310111727,False,0.10583167779265422,9,8.741000000000001,87456,1425,0,0.0,23737.691983889887,False,-0.113606300549329,0.375,421856,0.0,0.1,3,0,0,8,6,6.0,15,23,16,180.0,111.0,10,7,16,250,1.1047455439693294,213.80554661666974
97,16,0,0,0,10.000000000000002,10,10.0,19.543864333421272,0,,10.758528337960588,15,10.666666666666666,16.658029462378867,0,,34.00000000000001,11,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.133,47550,52,30,1.0,1106.3159300026382,False,0.19025976060279398,10,10.911,20967,719,0,0.0,14052.038455729895,False,-0.49373303622764275,5,9.88,24388,685,0,0.0,13387.547068393571,False,-0.4378714568897187,0,0.2,84983,552,579,1.0,15583.706701271607,False,0.04563322307593949,0,20.918000000000006,-80490.88888888889,757,0,0.0,8144.205951836165,True,-1.861289654813367,0,0.2,115451,306,353,1.0,17099.357015487934,False,0.10660549290744697,11,8.842000000000002,87312,1425,0,0.0,23737.691983889887,False,-0.11489138376739157,0.375,421227,0.0,0.1,3,0,0,8,7,7.0,15,23,16,162.0,111.0,9,7,16,100,1.0591291629825719,214.86467577965232
98,16,0,0,0,10.000000000000004,9,10.0,19.534638106656487,35,19.485714285714284,10.749233558854707,15,10.666666666666666,17.231461382257447,5,37.0,34.00000000000001,15,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,5,4.183000000000001,48062,51,10,1.0,705.3463810665651,False,0.19796786238762026,5,10.951000000000002,20560,737,0,0.0,14397.02828460583,False,-0.4979741713724537,10,9.975000000000001,23888,702,0,0.0,13713.315950872855,False,-0.4439683508683481,0,0.2,85008,557,584,1.0,16050.49653952042,False,0.048545502668442285,0,20.918,-80490.88888888889,757,0,0.0,8137.169804053013,True,-1.8613293058050897,0,0.2,115553,296,360,1.0,17340.512569148206,False,0.10859181905826697,12,8.951,86953,1430,0,0.0,24640.98977662815,False,-0.11406456750422493,0.375,420600,0.0,0.1,6,0,0,14,9,8.277777777777779,12,26,21,165.0,78.0,10,6,21,717,1.0925835479865782,215.9572593276389
99,21,0,0,0,10.000000000000002,9,10.0,19.534638106656487,0,,10.766718016347815,10,11.0,17.831842068255487,5,37.0,34.00000000000001,16,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.178,47972,50,20,1.0,890.6927621331299,False,0.19803400754853673,0,10.946000000000003,20560,737,0,0.0,14397.02828460583,False,-0.4979741713724537,10,10.065000000000001,23733,702,0,0.0,13713.315950872855,False,-0.4467715990191086,0,0.2,85083,557,589,1.0,16500.016913308216,False,0.051923995859771706,0,20.918,-80490.88888888889,757,0,0.0,8150.405538375296,True,-1.8612547181175896,0,0.2,115572,291,364,1.0,17565.06604186235,False,0.10976335746670099,10,9.039000000000001,86824,1430,0,0.0,25499.534157605347,False,-0.11138488172055978,0.375,420320,0.0,0.1,6,0,0,10,6,6.0,16,26,19,198.0,105.0,11,10,19,479,1.1518225049949251,217.10908183263382
100,19,0,0,0,10.000000000000004,11,10.0,19.534638106656487,0,,10.756301804903938,15,10.666666666666666,18.49020056162778,5,38.0,34.00000000000001,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.178000000000001,47862,51,30,1.0,1096.0391431996948,False,0.19785271370316843,5,10.996000000000002,20490,737,0,0.0,14397.02828460583,False,-0.49924015440828107,10,10.155000000000001,23578,702,0,0.0,13713.315950872855,False,-0.44957484716986906,0,0.2,85113,562,594,1.0,17028.220747962914,False,0.05523871665556271,0,20.918,-80490.88888888889,757,0,0.0,8142.520466312281,True,-1.8612991530750034,0,0.2,115572,281,374,1.0,17911.746357817407,False,0.11131027780026508,9,9.119000000000002,86533,1435,0,0.0,26533.437805935864,False,-0.1093684449335779,0.375,419724,0.0,0.1,5,0,0,11,6,6.0,13,24,22,147.0,120.0,9,10,22,300,1.169915288046468,218.2789971206803
101,22,0,0,0,10.000000000000004,10,10.0,19.534638106656487,0,,10.781569081693037,15,11.0,18.49020056162778,0,,34.0,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.178000000000001,47762,51,40,1.0,1291.3855242662596,False,0.19779513936094242,10,11.091000000000003,20335,737,0,0.0,14397.02828460583,False,-0.5020434025590416,5,10.195000000000002,23513,702,0,0.0,13713.315950872855,False,-0.45075040284599444,0,0.2,84948,567,604,1.0,17281.230808543132,False,0.05480485319152857,0,20.918000000000006,-80490.88888888889,757,0,0.0,8161.64779484163,True,-1.861191364329149,0,0.2,115572,271,384,1.0,18066.84435220113,False,0.11200233970907644,9,9.200000000000003,86425,1435,0,0.0,26533.437805935864,False,-0.11033225734712482,0.375,419131,0.0,0.1,4,0,0,13,6,6.0,16,29,19,219.0,117.0,13,9,19,100,1.1789643479860388,219.45796146866633
102,19,0,0,0,10.000000000000004,7,10.0,19.581061458370897,22,20.0,10.735265328496373,15,10.333333333333334,19.17306321933697,5,38.0,33.99999999999999,13,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.178000000000001,48132,48,28,1.0,1028.2697208343852,False,0.20369512694653324,5,11.131000000000002,20045,748,0,0.0,14646.63397086143,False,-0.5050310711042859,10,10.290000000000001,23133,713,0,0.0,13961.29681981845,False,-0.4553804566598082,0,0.2,84983,572,609,1.0,17816.96726847614,False,0.058218376059307006,0,20.918000000000006,-80490.88888888889,757,0,0.0,8126.595853671754,True,-1.8613888934703808,0,0.2,115382,266,394,1.0,18496.03481634363,False,0.11222183220893145,13,9.321000000000002,86238,1435,0,0.0,27513.34571974855,False,-0.1076286389730554,0.375,418489,0.0,0.1,6,0,0,11,8,8.0,15,26,23,180.0,132.0,10,9,23,700,1.483494395040907,220.94145586370723
103,23,0,0,0,10.000000000000004,12,10.0,19.550549535988008,11,19.0,10.704039112619956,20,10.5,20.531744468019337,10,38.0,33.99999999999999,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.178,48221,50,27,1.0,1027.8648374716763,False,0.2058923249056227,15,11.276,19765,748,0,0.0,14623.81105291903,False,-0.5103013848686178,5,10.330000000000002,22859,724,0,0.0,14154.597864055318,False,-0.4585879056656781,0,0.2,85153,582,609,1.0,18733.58314456859,False,0.06529981710303973,0,20.918000000000006,-80490.88888888889,757,0,0.0,8102.957608253307,True,-1.8615221027067852,0,0.2,115192,261,404,1.0,19094.785306153044,False,0.11319791756794892,9,9.398000000000001,85945,1440,0,0.0,29565.712033947846,False,-0.10108557389697986,0.375,417711,0.0,0.1,8,0,0,17,7,7.0,12,29,24,234.0,150.0,13,10,24,709,5.28922145901015,226.23067732271738
104,24,0,0,0,10.000000000000004,11,10.0,19.581617570554283,14,20.0,10.704039112619956,0,,20.531744468019337,0,,33.99999999999999,8,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.178000000000001,48391,51,23,1.0,960.3772041227487,False,0.20926383436584783,0,11.261000000000001,19485,762,0,0.0,14921.192588762364,False,-0.5126761743008846,0,10.325000000000001,22859,724,0,0.0,14177.091121081301,False,-0.4583845050812824,0,0.2,85153,572,619,1.0,18831.860198122584,False,0.06585364041049183,0,20.918000000000006,-80490.88888888889,757,0,0.0,8102.957608253307,True,-1.8615221027067852,0,0.2,115192,251,414,1.0,19229.46786147285,False,0.11379888385825203,8,9.469000000000001,85861,1440,0,0.0,29565.712033947846,False,-0.10183520577418302,0.375,417517,0.0,0.1,5,0,0,17,3,3.0,11,28,21,252.0,150.0,14,10,21,390,1.5426865079789422,227.77336383069633
105,21,0,0,0,10.000000000000004,8,10.0,19.685228946193103,60,20.0,10.709946072565355,20,10.75,20.531744468019337,0,,33.99999999999999,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,37,4.548000000000001,48663,49,10,1.0,686.8522894619312,False,0.21261013868290615,20,11.461,18470,792,0,0.0,15590.701325384938,False,-0.524978737585364,0,10.325000000000001,22259,754,0,0.0,14842.662625429599,False,-0.46321720086240936,0,0.2,84938,582,629,1.0,19147.655884617197,False,0.06521006178920036,0,20.918000000000006,-80490.88888888889,757,0,0.0,8107.429176931973,True,-1.8614969039562574,0,0.2,115192,241,424,1.0,19364.150416792658,False,0.114399850148555,9,9.551000000000002,85766,1440,0,0.0,29565.712033947846,False,-0.10268300373054375,0.375,415864,0.0,0.1,4,0,0,8,9,8.357142857142858,8,16,18,169.0,138.0,10,11,18,360,1.6818634849623777,229.4552273156587
106,18,0,0,0,10.000000000000004,9,10.0,19.685228946193103,0,,10.70575921352074,15,10.666666666666666,21.205097618156927,5,38.0,33.99999999999999,7,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.511000000000001,48573,48,20,1.0,873.7045789238623,False,0.21269491486766792,15,11.591000000000003,18195,792,0,0.0,15590.701325384938,False,-0.5299522423689713,0,10.325000000000001,22259,754,0,0.0,14842.662625429599,False,-0.46321720086240936,0,0.2,84968,587,634,1.0,19728.312548248166,False,0.06882037141451297,0,20.918,-80490.88888888889,757,0,0.0,8104.2597246352,True,-1.8615147648555248,0,0.2,115002,236,434,1.0,19760.40303788503,False,0.11447237087985823,7,9.612000000000002,85695,1440,0,0.0,30535.340570145974,False,-0.09899004698520376,0.375,415268,0.0,0.1,4,0,0,9,6,6.0,8,17,19,162.0,117.0,9,9,19,280,1.0036935310345143,230.45892084669322
