index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
80,36,0,0,0,10.0,20,10.0,30.5686272822393,16,28.0,2.9993429954598656,3,1.0,34.042081464080375,5,24.8,42.00000000000001,6,42.0,0,0.29900000000000004,40632,0,60,1.0,1834.1176369343582,False,0.6207941805526499,0,0.42500000000000004,16640,851,0,0.0,8510.0,False,-0.18490345231129315,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,3,4.4780000000000015,3706.0,717,0,0.0,21917.705761365578,False,-0.628361559029833,3,1.7420000000000002,60073,0,0,0.0,0.0,False,0.1511545463255725,0,1.2620000000000002,58923,0,5,0.3,170.21040732040188,False,0.1307483990353588,0,1.9820000000000002,65358,0,75,0.4,3150.0000000000005,False,-0.035505857601913625,0,2.9900000000000007,59418,0,174,0.7,7308.000000000001,False,-0.09114226839776936,0.30000000000000004,345063,0.0,0.0,13,0,0,10,2,1.75,8,18,36,235.0,82.0,18,18,36,952,4.416862501995638,497.14557436003815
81,36,0,0,0,10.0,20,10.0,29.649434398466212,19,24.0,2.6251425990018684,15,1.3333333333333333,34.042081464080375,0,,42.00000000000001,0,,0,0.29900000000000004,40998,0,50,0.9,1482.4717199233105,False,0.6282128285532146,0,0.42500000000000004,16530,862,0,0.0,8620.0,False,-0.18704895650477862,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,15,4.625000000000001,2795.0,736,0,0.0,21821.983717271134,False,-0.6526611287725401,0,1.7390000000000003,60063,0,10,1.0,340.42081464080377,False,0.1542245934142072,0,1.2620000000000002,58913,0,10,0.5,340.42081464080377,False,0.13218760960659964,0,1.9820000000000002,65358,0,75,0.0,3150.0000000000005,False,-0.035505857601913625,0,2.9900000000000007,59418,0,174,0.0,7308.000000000001,False,-0.09114226839776936,0.3,344388,0.0,0.0,9,0,0,14,2,2.0,4,18,38,206.0,103.0,18,18,38,656,4.161120534990914,501.30669489502907
82,38,0,0,0,10.0,20,10.0,29.649434398466212,0,,2.5003323003099682,5,1.0,34.948262412648695,5,52.0,42.00000000000001,0,,0,0.29900000000000004,40888,1,60,1.0,1788.9660639079727,False,0.6298998647144133,0,0.42500000000000004,16440,871,0,0.0,8710.0,False,-0.1888043690267213,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,5,4.660000000000001,2656.0,736,0,0.0,21821.983717271134,False,-0.6561836832580951,0,1.7390000000000003,60062,0,11,0.1,384.43088653913566,False,0.15462710440298108,0,1.2620000000000002,59169,0,9,0.4,314.5343617138383,False,0.1368452080263854,0,1.9820000000000004,65098,0,80,0.5,3360.0000000000005,False,-0.0377393835468392,0,2.9900000000000007,59418,0,174,0.0,7308.000000000001,False,-0.09114226839776936,0.25,344044,0.0,0.0,8,0,0,13,2,2.0,1,14,32,221.0,105.0,14,24,32,460,6.849801538977772,508.15649643400684
83,32,0,0,0,10.0,20,10.0,29.935579136221065,15,32.266666666666666,2.7167703798061553,13,3.6923076923076925,34.19738818552541,15,29.733333333333334,42.00000000000001,0,,0,0.29900000000000004,41292,0,54,0.9,1616.5212733559374,False,0.6422961044149782,0,0.42500000000000004,16320,883,0,0.0,8830.0,False,-0.19114491905597816,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,13,4.785000000000001,1796.0,751,0,0.0,22481.61993130202,False,-0.6696196156702735,0,1.7390000000000003,60388,3,10,1.0,350.1241929946726,False,0.1605454076170803,0,1.2620000000000002,59241,0,5,0.0,170.98694092762707,False,0.13684954432238794,0,1.9820000000000002,65098,0,80,0.0,3360.0000000000005,False,-0.0377393835468392,0,2.9900000000000007,58972,5,184,1.0,7898.986940927628,False,-0.09331104413067115,0.3625,343420,0.0,0.0,13,0,0,13,3,3.0,1,14,34,163.0,67.0,14,18,34,1130,3.8842901660245843,512.0407866000314
84,34,0,0,0,10.0,20,10.0,29.935579136221065,0,,2.7210988146101447,1,3.0,34.49633731788455,8,38.0,42.0,20,42.0,0,0.29900000000000004,41222,0,61,0.7,1826.070327309485,False,0.6436526297505263,0,0.42500000000000004,16190,896,0,0.0,8960.0,False,-0.19368051492100644,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,1,4.782000000000002,1771.0,751,0,0.0,22481.61993130202,False,-0.6702531686353014,0,1.7390000000000003,60638,0,8,0.3,275.9706985430764,False,0.16462556959416577,0,1.2620000000000002,59292,0,3,0.1,103.48901195365366,False,0.13718011892261817,0,1.9820000000000002,65392,0,73,0.0,3066.0,False,-0.0356211363603614,0,2.9900000000000007,59214,3,181,1.0,7705.489011953654,False,-0.09121799925102196,0.26249999999999996,344032,0.0,0.0,19,0,0,16,1,1.0,3,19,35,231.0,73.0,19,15,35,1344,3.816822325985413,515.8576089260168
85,35,0,0,0,10.0,20,10.0,30.147960548920214,12,32.333333333333336,2.7210988146101447,0,,35.29894149898924,5,50.0,41.99999999999999,8,42.0,0,0.29900000000000004,41480,3,59,1.0,1808.7296723862926,False,0.6533787726230992,0,0.42500000000000004,16120,903,0,0.0,9030.0,False,-0.19504583577140627,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,4.781000000000001,1383.0,763,0,0.0,23002.89389882612,False,-0.6734808172981992,0,1.7390000000000003,60888,0,3,0.0,105.89682449696771,False,0.16778668989649298,0,1.2620000000000002,59292,0,3,0.0,105.89682449696771,False,0.13720318889045677,0,1.9820000000000002,65728,0,65,0.0,2729.9999999999995,False,-0.033200282432958195,0,2.990000000000001,58964,0,189,0.8,7937.999999999999,False,-0.09314523682579938,0.225,344168,0.0,0.0,15,0,0,13,0,0.0,5,18,40,237.0,106.0,18,17,40,1174,3.828557319997344,519.6861662460142
86,40,0,0,0,10.0,20,10.0,30.147960548920214,0,,2.927332314748173,2,9.0,33.87405043565637,17,26.58823529411765,41.99999999999999,0,,0,0.29900000000000004,41370,4,69,1.0,2120.2092778754945,False,0.655163044233967,0,0.42500000000000004,16030,912,0,0.0,9120.0,False,-0.19680124829334894,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,2,4.801000000000001,1345.0,763,0,0.0,23002.89389882612,False,-0.6744438178050416,0,1.7390000000000003,60870,0,5,0.2,169.37025217828187,False,0.168049920975168,14,1.4020000000000004,59134,0,0,0.0,0.0,False,0.13316086998179555,0,1.9820000000000002,65276,7,75,1.0,3387.118353049594,False,-0.03497904554195721,0,2.990000000000001,58964,0,189,0.0,7937.999999999999,False,-0.09314523682579938,0.275,343302,0.0,0.0,9,0,0,17,3,2.4,4,21,39,267.0,73.0,21,19,39,200,4.257079389994033,523.9432456360082
87,39,0,0,0,10.0,20,10.0,30.38619838741493,18,32.0,2.849798848252081,5,2.0,34.65891891308082,10,42.0,41.99999999999999,3,42.0,0,0.29900000000000004,41846,4,61,1.0,1893.5581016323106,False,0.6693106709895126,0,0.42500000000000004,15930,922,0,0.0,9220.0,False,-0.198751706651063,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,5,4.849000000000001,639.0,781,0,0.0,23731.620940571058,False,-0.6831016099775589,0,1.7390000000000003,61040,0,0,0.0,0.0,False,0.16968477531857815,5,1.4380000000000004,59169,0,5,0.5,173.29459456540408,False,0.1354919478256722,0,1.9820000000000002,65232,2,82,1.0,3513.3178378261614,False,-0.03470382121830806,0,2.9900000000000007,58714,0,194,0.5,8147.999999999998,False,-0.09523466432266524,0.375,342883,0.0,0.0,12,0,0,11,2,2.0,6,17,37,235.0,87.0,17,22,37,1072,4.1523098750039935,528.0955555110122
88,37,0,0,0,10.0,20,10.0,30.38016108205108,2,30.0,2.849798848252081,0,,37.02595360464197,17,50.0,42.0,20,42.0,0,0.29900000000000004,41806,4,69,1.0,2136.2311146615248,False,0.6724835403678862,0,0.42500000000000004,15830,932,0,0.0,9320.0,False,-0.20070216500877705,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,4.844000000000001,579.0,783,0,0.0,23787.666127245997,False,-0.6839119852097567,10,1.8390000000000004,61090,0,0,0.0,0.0,False,0.17064290504934368,2,1.453,59437,0,0,0.0,0.0,False,0.13896713615023473,0,1.9820000000000002,65018,3,84,1.0,3639.077860813926,False,-0.03688143679976125,0,2.9900000000000007,58918,0,188,0.6,7896.0,False,-0.09411069642779947,0.325,342991,0.0,0.0,22,0,0,13,3,2.4,4,17,34,238.0,122.0,17,20,34,1200,3.771112082991749,531.866667594004
89,34,0,0,0,10.0,20,10.0,30.38016108205108,0,,2.849798848252081,0,,37.64873915101619,5,50.0,42.0,20,42.0,0,0.29900000000000004,41686,6,79,1.0,2460.0327254820354,False,0.6741180558900337,0,0.42500000000000004,15750,940,0,0.0,9400.0,False,-0.20226253169494832,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,4.844000000000001,579.0,783,0,0.0,23787.666127245997,False,-0.6839119852097567,5,1.8790000000000004,61135,0,0,0.0,0.0,False,0.17150522180703268,0,1.4510000000000003,59437,0,0,0.0,0.0,False,0.13896713615023473,0,1.9820000000000002,65356,0,78,0.8,3276.0,False,-0.03462685706874937,0,2.9900000000000007,59170,0,182,0.0,7644.0,False,-0.09229505598224708,0.225,343426,0.0,0.0,18,0,0,10,1,1.0,4,14,33,147.0,63.0,14,20,33,1040,3.225633313995786,535.0923009079997
90,33,0,0,0,10.0,20,10.0,30.38016108205108,0,,2.6743807191836675,14,2.0,36.84465989242371,4,18.0,42.0,10,42.0,0,0.29900000000000004,41596,5,89,1.0,2753.8343363025465,False,0.6763377089194957,0,0.42500000000000004,15640,951,0,0.0,9510.0,False,-0.2044080358884338,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,14,4.984000000000001,215.0,783,0,0.0,23787.666127245997,False,-0.6931365163805626,4,1.9140000000000004,61043,0,0,0.0,0.0,False,0.16974226310242407,0,1.4510000000000003,59409,4,10,1.0,379.14412180097173,False,0.1420632760544311,0,1.9820000000000004,65704,0,72,0.4,3024.0,False,-0.03142787152182371,0,2.9900000000000007,59170,0,182,0.0,7644.0,False,-0.09229505598224708,0.3,343090,0.0,0.0,14,0,0,12,2,2.0,3,15,32,147.0,81.0,15,18,32,620,3.525874342012685,538.6181752500124
91,32,0,0,0,10.0,20,10.0,30.38016108205108,0,,2.9261702161315934,5,6.0,36.84465989242371,0,,42.0,16,42.0,0,0.29900000000000004,41496,5,99,1.0,3057.635947123057,False,0.6783623161131861,0,0.42500000000000004,15540,961,0,0.0,9610.0,False,-0.20635849424614786,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,5,5.020000000000001,105.0,783,0,0.0,23787.666127245997,False,-0.6959241494266853,0,1.9100000000000004,61043,0,0,0.0,0.0,False,0.16974226310242407,0,1.4510000000000003,59379,0,19,0.9,700.0485379560504,False,0.1445630788344932,0,1.9820000000000002,66208,0,60,0.0,2520.0,False,-0.027796590630718907,0,2.9900000000000007,59338,0,178,0.0,7476.0,False,-0.09108462901854547,0.2375,343422,0.0,0.0,19,0,0,10,1,1.0,3,13,38,159.0,81.0,13,19,38,872,3.6393460289691575,542.2575212789816
92,38,0,0,0,10.0,20,10.0,30.38016108205108,0,,2.699228685982386,15,1.8,34.68220226655236,15,22.0,42.0,0,,0,0.29900000000000004,41416,3,109,1.0,3341.4375579435678,False,0.6807770149784196,0,0.42500000000000004,15420,973,0,0.0,9730.0,False,-0.20869904427540473,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,15,5.165000000000001,-370.0,783,0,0.0,23787.666127245997,False,-0.7079616557622149,5,1.9600000000000006,61000,0,8,0.8,277.4576181324189,False,0.17157667546356636,0,1.4510000000000003,59520,0,16,0.7,554.9152362648377,False,0.14587443936250677,0,1.9820000000000002,66048,0,70,1.0,2940.0,False,-0.027076098390420335,0,2.9900000000000007,59168,0,183,0.5,7686.0,False,-0.09202126893093361,0.5,342515,0.0,0.0,11,0,0,12,5,5.0,4,16,36,174.0,86.0,16,22,36,360,3.692829346982762,545.9503506259643
93,36,0,0,0,10.0,20,10.0,30.50168968450784,4,34.0,2.6598311570437367,4,2.0,36.27148956478408,10,51.0,42.0,20,42.0,0,0.29900000000000004,41452,3,115,1.0,3537.6943137184016,False,0.6860092512915623,0,0.42500000000000004,15320,983,0,0.0,9830.0,False,-0.2106495026331188,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,4,5.190000000000001,-1281.0,787,0,0.0,24004.82978170767,False,-0.7282966322642211,0,1.9550000000000003,61252,0,7,0.4,253.9004269534886,False,0.17617994085420613,0,1.4510000000000003,59770,0,11,0.0,398.9863852126249,False,0.14917108733556222,0,1.9820000000000002,66510,0,59,0.0,2478.0,False,-0.02374742424024093,0,2.990000000000001,59036,0,184,1.0,7728.0,False,-0.09362076170439644,0.3,342372,0.0,0.0,20,0,0,13,2,4.9338235294117645,5,18,38,219.0,99.0,18,18,38,1550,3.5562860349891707,549.5066366609535
94,38,0,0,0,10.0,20,10.0,30.929612821933205,41,32.048780487804876,2.6598311570437367,0,,36.04967808683785,10,34.0,42.00000000000001,14,42.0,0,0.29900000000000004,42646,5,84,1.0,2648.0874770423893,False,0.715234785977031,0,0.42500000000000004,15240,991,0,0.0,9910.0,False,-0.21220986931929003,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000001,-21536.0,828,0,0.0,25609.719416560692,False,-1.2212655927957337,0,1.9550000000000003,61502,0,2,0.0,72.0993561736757,False,0.17922869939804223,0,1.4510000000000005,59860,0,6,0.0,216.29806852102712,False,0.1491453297740828,0,1.9820000000000002,66674,0,57,1.0,2394.0000000000005,False,-0.021989423173912417,0,2.990000000000001,59120,0,182,0.0,7644.000000000001,False,-0.09301554822254564,0.25,323819,0.0,0.0,16,0,0,11,3,34.40806343798516,5,16,40,180.0,93.0,16,22,40,1128,4.0321192760020494,553.5387559369556
95,40,0,0,1,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,35.46418121617193,15,31.866666666666667,42.00000000000001,9,42.0,0,0.29900000000000004,42556,4,94,1.0,2947.383605261721,False,0.7175616072803145,0,0.42500000000000004,15130,1002,0,0.0,10020.0,False,-0.2143553735127755,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000002,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,5,2.0050000000000003,61647,0,0,0.0,0.0,False,0.18131647025007186,2,1.4710000000000003,59906,0,0,0.0,0.0,False,0.14795439302481556,0,1.9820000000000002,67002,0,49,0.1,2058.0000000000005,False,-0.019683848004956987,0,2.9900000000000007,58692,4,192,1.0,8205.856724864689,False,-0.09513482769525565,0.2625,345246,0.0,0.1,14,0,0,17,5,49.85392156862745,5,22,37,268.0,87.0,22,18,37,678,4.3209374219877645,557.8596933589433
96,37,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,35.339214485777326,9,34.0,42.00000000000001,20,42.0,0,0.29900000000000004,42516,0,102,0.8,3154.820507837187,False,0.7200472109974094,0,0.42500000000000004,14970,1018,0,0.0,10180.0,False,-0.217476106885118,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000002,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,0,2.0000000000000004,61647,0,0,0.0,0.0,False,0.18131647025007186,9,1.5590000000000004,59843,0,0,0.0,0.0,False,0.14674714956405097,0,1.9820000000000002,67158,0,47,0.9,1974.0000000000002,False,-0.018041125697076242,0,2.9900000000000007,59070,0,187,0.4,7854.000000000001,False,-0.09222300675821721,0.2625,345517,0.0,0.1,17,0,0,13,6,157.00474383301707,1,14,31,258.0,115.0,17,20,31,1040,3.713147147966083,561.5728405069094
97,31,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,35.339214485777326,0,,42.00000000000001,6,42.0,0,0.29900000000000004,42406,1,112,1.0,3474.116636056519,False,0.7219839406291501,0,0.42500000000000004,14880,1027,0,0.0,10270.0,False,-0.21923151940706065,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000002,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,0,2.0000000000000004,61647,0,0,0.0,0.0,False,0.18131647025007186,0,1.5500000000000003,59843,0,0,0.0,0.0,False,0.14674714956405097,0,1.9820000000000002,67158,0,47,0.0,1974.0000000000002,False,-0.018041125697076242,0,2.9900000000000007,59322,0,181,0.0,7602.000000000001,False,-0.09040736631266481,0.125,345569,0.0,0.1,10,0,0,13,2,154.2258064516129,0,13,27,204.0,78.0,13,18,27,452,3.7912766929948702,565.3641171999043
98,27,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,36.626912262812255,22,42.18181818181818,42.00000000000001,20,42.0,0,0.29900000000000004,42306,1,122,1.0,3783.412764275851,False,0.7241157160966619,0,0.42500000000000004,14780,1037,0,0.0,10370.0,False,-0.22118197776477472,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000002,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,10,2.1000000000000005,61717,0,0,0.0,0.0,False,0.18265785187314362,12,1.6700000000000002,59759,0,0,0.0,0.0,False,0.14513749161636486,0,1.9820000000000004,67494,0,39,0.0,1638.0000000000002,False,-0.01562027176967304,0,2.9900000000000007,58898,12,179,1.0,7957.522947153748,False,-0.09395562526367317,0.25,345267,0.0,0.1,18,0,0,14,4,4.0,1,15,36,165.0,66.0,15,12,36,1040,6.787542627018411,572.1516598269227
99,36,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,38.29557547877328,15,50.0,42.00000000000001,20,42.0,0,0.29900000000000004,42176,4,132,1.0,4122.708892495183,False,0.7256623540568594,0,0.42500000000000004,14710,1044,0,0.0,10440.0,False,-0.22254729861517455,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000002,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,15,2.2400000000000007,61727,0,0,0.0,0.0,False,0.18284947781929672,0,1.6580000000000001,59759,0,0,0.0,0.0,False,0.14513749161636486,0,1.9820000000000002,67706,0,33,0.5,1386.0000000000002,False,-0.014381025116359497,0,2.9900000000000007,58776,12,180,1.0,8019.54690574528,False,-0.09526674852122363,0.3125,345167,0.0,0.1,17,0,0,13,3,3.0,5,18,33,234.0,85.0,18,18,33,1040,3.525116278033238,575.6767761049559
100,33,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,38.29557547877328,0,,42.00000000000001,20,42.0,0,0.29900000000000004,42106,1,142,1.0,4402.005020714515,False,0.7283792670316854,0,0.42500000000000004,14580,1057,0,0.0,10570.0,False,-0.22508289448020286,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000001,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,0,2.225000000000001,61727,0,0,0.0,0.0,False,0.18284947781929672,0,1.6580000000000004,59759,0,0,0.0,0.0,False,0.14513749161636486,0,1.9820000000000002,68042,0,25,0.0,1050.0000000000002,False,-0.011960171188956295,0,2.9900000000000007,59280,2,178,1.0,7552.591150957547,False,-0.09136856671788728,0.25,345807,0.0,0.1,18,0,0,13,0,0.0,4,17,28,250.0,81.0,17,16,28,1040,3.8947192559717223,579.5714953609277
101,28,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,38.812590054365444,5,50.0,42.0,20,42.0,0,0.29900000000000004,42046,0,149,0.7,4608.512310468048,False,0.7300665556947153,0,0.42500000000000004,14440,1071,0,0.0,10710.0,False,-0.22781353618100253,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000001,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,5,2.275000000000001,61772,0,0,0.0,0.0,False,0.18371179457698572,0,1.6580000000000001,59759,0,0,0.0,0.0,False,0.14513749161636486,0,1.9820000000000002,68296,0,18,0.5,756.0,False,-0.01041831779471735,0,2.990000000000001,59616,0,172,0.2,7224.0,False,-0.08889433260803781,0.175,346242,0.0,0.1,20,0,0,10,1,1.0,0,10,31,135.0,65.0,10,18,31,1040,3.6344779450446367,583.2059733059723
102,31,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,39.81259842138251,10,50.0,42.0,20,42.0,0,0.29900000000000004,41936,1,159,1.0,4927.80843868738,False,0.7320032853264556,0,0.42500000000000004,14350,1080,0,0.0,10800.0,False,-0.2295689487029452,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000001,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,0,2.2700000000000005,61772,0,0,0.0,0.0,False,0.18371179457698572,10,1.7580000000000005,59809,0,0,0.0,0.0,False,0.1460956213471304,0,1.9820000000000002,68550,0,11,0.5,462.0,False,-0.008876464400478406,0,2.990000000000001,59702,0,169,0.5,7098.0,False,-0.08856290617750047,0.25,346432,0.0,0.1,17,0,0,11,5,1550.6617647058822,1,12,25,141.0,88.0,12,19,25,1040,3.510225799982436,586.7161991059547
103,25,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,39.94010868070557,14,40.857142857142854,42.0,20,42.0,0,0.29900000000000004,41826,2,169,1.0,5247.104566906712,False,0.733940014958196,0,0.42500000000000004,14260,1089,0,0.0,10890.0,False,-0.23132436122488784,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000002,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,5,2.3200000000000007,61817,0,0,0.0,0.0,False,0.18457411133467472,9,1.8380000000000003,59730,0,0,0.0,0.0,False,0.14458177637252084,0,1.9820000000000002,68720,0,6,0.5,252.0,False,-0.007939824488090262,0,2.9900000000000007,59800,0,168,0.9,7056.0,False,-0.08745334812744067,0.3,346466,0.0,0.1,18,0,0,8,5,127.34444444444445,1,9,24,117.0,75.0,9,16,24,1040,2.978011650033295,589.694210755988
104,24,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,40.497316054829945,5,52.0,42.0,20,42.0,0,0.29900000000000004,41746,0,179,1.0,5536.4006951260435,False,0.7364618820972506,0,0.42500000000000004,14140,1101,0,0.0,11010.0,False,-0.23366491125414474,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000002,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,5,2.3650000000000007,61872,0,0,0.0,0.0,False,0.18562805403851682,0,1.8290000000000004,59730,0,0,0.0,0.0,False,0.14458177637252084,6,2.0420000000000003,68902,0,0,0.0,0.0,False,-0.007132873178955863,0,2.9900000000000007,59876,0,165,0.5,6930.0,False,-0.08726602014496304,0.1875,346579,0.0,0.1,15,0,0,8,4,3.25,2,10,27,135.0,87.0,10,14,27,662,3.435008941043634,593.1292196970317
105,27,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,40.34197411311169,15,39.333333333333336,42.0,20,42.0,0,0.29900000000000004,41636,1,189,1.0,5855.696823345375,False,0.7383986117289912,0,0.42500000000000004,14050,1110,0,0.0,11100.0,False,-0.23542032377608738,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000002,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,15,2.5100000000000007,61762,0,0,0.0,0.0,False,0.18352016863083262,0,1.8290000000000006,59730,0,0,0.0,0.0,False,0.14458177637252084,13,2.1660000000000004,68318,0,10,1.0,420.0,False,-0.012522155136389181,0,2.9900000000000007,59920,0,163,0.5,6846.0,False,-0.08723720045535109,0.3125,345729,0.0,0.1,11,0,0,13,8,8.0,1,14,29,167.0,89.0,14,13,29,494,3.397812707000412,596.5270324040321
106,29,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,42.101363235414645,20,51.0,42.0,20,42.0,0,0.29900000000000004,41546,0,199,1.0,6154.992951564708,False,0.7407254330322744,0,0.42500000000000004,13940,1121,0,0.0,11210.0,False,-0.23756582796957285,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000002,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,10,2.5950000000000006,61812,0,0,0.0,0.0,False,0.18447829836159815,10,1.9290000000000003,59800,0,0,0.0,0.0,False,0.1459231579955926,0,2.1530000000000005,68144,0,12,1.0,504.0,False,-0.01442425465077741,0,2.9900000000000007,59914,0,161,1.0,6762.0,False,-0.08792887300603773,0.375,345469,0.0,0.1,19,0,0,12,4,4.0,4,16,28,205.0,75.0,16,13,28,1040,3.1136270360439084,599.640659440076
107,28,0,0,0,10.0,20,10.0,30.929612821933205,0,,2.6598311570437367,0,,42.84889415273159,10,51.0,42.0,17,42.0,0,0.29900000000000004,41426,2,209,1.0,6484.28907978404,False,0.7424671168282434,0,0.42500000000000004,13860,1129,0,0.0,11290.0,False,-0.2391261946557441,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,5.186000000000002,-33033.0,828,0,0.0,25609.719416560692,True,-1.5126239303527536,5,2.635000000000001,61857,0,0,0.0,0.0,False,0.18534061511928715,5,1.9690000000000003,59855,0,0,0.0,0.0,False,0.1469771006994347,0,2.1530000000000005,68136,0,11,0.5,462.0,False,-0.014842140150150583,0,2.9900000000000007,60126,0,155,0.5,6510.0,False,-0.08668962635272418,0.25,345573,0.0,0.1,15,0,0,7,2,2.0,3,10,30,165.0,68.0,10,18,30,914,2.86614452698268,602.5068039670587
