index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,15,0,0,0,10.0,20,10.0,21.03219590240373,33,25.272727272727273,31.47796631411184,0,,25.3471076458096,24,26.375,54.000000000000014,20,54.0,15,3.005000000000001,58534,0,10,1.0,210.32195902403728,False,0.22747971572285056,5,5.488,29338,834,0,0.0,8340.0,False,-0.2985849451561584,0,0.2,66070,22,402,1.0,13116.850768125842,False,0.034209913480234166,0,4.313000000000001,39779,871,0,0.0,18319.04263099365,False,-0.3031281674095517,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,24,13.526000000000002,29649,803,0,0.0,25276.806950231807,False,-0.5573992498130067,0,1.2080000000000002,155556,5,40,1.0,2286.7355382290484,False,0.09097051352484824,11,6.925000000000002,96075,1003,0,0.0,25423.14896874703,False,-0.24260737793979437,0.375,571072,0.0,0.0,10,0,0,7,11,10.071428571428571,20,27,15,162.0,57.0,11,4,15,686,1.3852026863023639,132.22047693654895
80,15,0,0,0,10.0,20,10.0,21.52919395131865,15,27.933333333333334,31.541789990753625,1,36.0,26.302092742232794,22,31.772727272727273,54.00000000000001,20,54.0,5,3.040000000000001,58773,0,7,0.7,150.70435765923054,False,0.23185866572112562,0,5.4830000000000005,29208,847,0,0.0,8470.0,False,-0.2999455748136984,0,0.2,65714,26,411,1.0,13523.434728934026,False,0.03203539094447941,0,4.3130000000000015,39752,872,0,0.0,18773.457125549863,False,-0.30027726820871287,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,22,13.722000000000003,29129,804,0,0.0,25359.599152565916,False,-0.5624085534651104,0,1.2080000000000002,155672,0,46,1.0,2484.0000000000005,False,0.09246482354333614,16,7.0740000000000025,95020,1020,0,0.0,26828.13459707745,False,-0.24506159936408262,0.3375,569339,0.0,0.0,12,0,0,4,11,10.357142857142858,24,28,14,166.0,57.0,11,4,14,479,1.3642660211771727,133.58474295772612
81,14,0,0,0,10.0,20,10.0,21.07817018842374,7,9.0,31.541789990753625,0,,26.00178050529208,5,18.0,54.00000000000001,20,54.0,0,3.0350000000000006,58703,0,14,0.7,295.09438263793237,False,0.23190461339945928,7,5.553000000000001,28979,860,0,0.0,8600.0,False,-0.3033785481034916,0,0.2,65651,23,421,1.0,13763.891500441021,False,0.032850308293516706,0,4.313000000000001,39752,872,0,0.0,18380.164404305502,False,-0.3030774613084506,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,13.75,28999,804,0,0.0,25359.599152565916,False,-0.5637691973636692,0,1.2080000000000002,156230,0,39,0.5,2106.0000000000005,False,0.09503387104634729,8,7.138000000000003,94888,1020,0,0.0,26521.81611539792,False,-0.2470469317099903,0.275,569273,0.0,0.0,14,0,0,7,6,6.0,17,24,16,138.0,75.0,9,5,16,848,1.4372670035809278,135.02200996130705
82,16,0,0,0,10.0,20,10.0,21.009388320661916,4,18.0,31.610624816902195,1,36.0,26.52151353010856,16,30.5625,54.000000000000014,13,54.0,0,3.0350000000000006,58665,1,20,1.0,430.1877664132383,False,0.2325231073266059,0,5.546000000000001,28889,869,0,0.0,8690.0,False,-0.3043205224817885,0,0.2,65687,13,430,1.0,13865.690719436549,False,0.03408773616208073,0,4.313000000000001,39680,876,0,0.0,18404.22416889984,False,-0.3039314202083285,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,16,13.905000000000001,28601,805,0,0.0,25446.55297760627,False,-0.5674798102550356,0,1.2080000000000002,156302,0,41,0.5,2214.0000000000005,False,0.09591110677908281,10,7.230000000000001,94294,1031,0,0.0,27343.680449541927,False,-0.24832148444458474,0.3125,568189,0.0,0.0,12,0,0,6,7,7.0,22,28,15,176.0,75.0,11,5,15,470,1.3780383383855224,136.40004829969257
83,15,0,0,0,10.0,20,10.0,21.587773769556026,15,27.8,31.610624816902195,0,,26.188548511185846,11,22.363636363636363,54.00000000000001,9,54.0,0,3.0350000000000006,59032,0,11,0.6,237.4655114651163,False,0.23818832696417472,0,5.546000000000001,28739,884,0,0.0,8840.0,False,-0.30589047977895,0,0.2,65633,5,440,1.0,14016.613788284745,False,0.03439334283801398,0,4.313000000000001,39317,889,0,0.0,19191.530881135306,False,-0.30349492437889597,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,11,13.999000000000002,28309,805,0,0.0,25446.55297760627,False,-0.5705360257810291,0,1.2080000000000002,156212,0,46,0.5,2484.0000000000005,False,0.09622440525505976,9,7.310000000000001,93970,1037,0,0.0,27157.524806099722,False,-0.2512252587981184,0.2625,567283,0.0,0.0,10,0,0,6,6,6.0,20,26,16,153.0,75.0,10,5,16,617,1.2180678946897388,137.6181161943823
84,16,0,0,0,10.0,20,10.0,21.871570198756388,31,23.322580645161292,31.610624816902195,0,,26.934681146582893,19,31.789473684210527,54.000000000000014,16,54.0,15,3.185000000000001,59226,3,10,1.0,248.71570198756388,False,0.24236703196420037,5,5.596,28604,891,0,0.0,8910.0,False,-0.3079837561751654,0,0.2,65561,1,450,1.0,14246.652737804745,False,0.03500592898502511,0,4.3130000000000015,38666,914,0,0.0,19990.61516166334,False,-0.3070756189896666,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,19,14.178,27947,805,0,0.0,25446.55297760627,False,-0.5743248957139389,0,1.2080000000000002,156112,0,51,0.5,2754.000000000001,False,0.0964680818474863,16,7.461,93024,1051,0,0.0,28308.349885058622,False,-0.2538053585002798,0.3125,565211,0.0,0.0,10,0,0,9,11,10.25,21,30,13,199.0,57.0,12,4,13,254,1.1758739864453673,138.79399018082768
85,13,0,0,0,10.0,20,10.0,21.87389237889033,19,21.894736842105264,31.610624816902195,0,,27.189618895651005,12,29.916666666666668,54.000000000000014,15,54.0,4,3.210000000000001,59410,2,10,1.0,238.7389237889033,False,0.24611423976166896,5,5.641000000000002,28434,902,0,0.0,9020.0,False,-0.31039102403081303,0,0.2,65145,10,460,1.0,14759.626339563914,False,0.03273450246037027,0,4.313000000000001,38666,914,0,0.0,19992.73763430576,False,-0.3070605072600906,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,12,14.279000000000003,27715,805,0,0.0,25446.55297760627,False,-0.5767531217482899,0,1.2080000000000002,156012,0,56,0.5,3024.000000000001,False,0.09671175843991284,15,7.595000000000001,92373,1058,0,0.0,28766.616791598764,False,-0.25674247285930546,0.3125,563826,0.0,0.0,9,0,0,7,10,9.166666666666668,17,24,15,123.0,57.0,9,4,15,200,1.2282779654487967,140.02226814627647
86,15,0,0,0,10.0,20,10.0,21.81699728925513,18,21.27777777777778,31.610624816902195,0,,27.113691329367562,14,26.428571428571427,54.000000000000014,10,54.0,3,3.236000000000001,59592,1,10,1.0,228.1699728925513,False,0.24981338412556042,5,5.686000000000002,28259,913,0,0.0,9130.0,False,-0.31290295570627147,0,0.2,64762,18,470,1.0,15249.699615150623,False,0.030769940016166605,0,4.313000000000001,38666,914,0,0.0,19940.73552237919,False,-0.307430755543679,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,14,14.407000000000005,27384,805,0,0.0,25446.55297760627,False,-0.580217530443851,0,1.2080000000000002,155912,0,61,0.5,3294.000000000001,False,0.09695543503233936,10,7.6800000000000015,91906,1067,0,0.0,28930.308648435188,False,-0.25942398805136985,0.3125,562552,0.0,0.0,9,0,0,10,8,7.230769230769231,15,25,13,159.0,78.0,9,6,13,200,1.2804776821285486,141.30274582840502
87,13,0,0,0,10.0,20,10.0,21.81699728925513,0,,32.3892049606909,17,35.05882352941177,27.3569101063795,12,29.916666666666668,54.000000000000014,10,54.0,0,3.233,59512,0,19,0.9,414.52294849584746,False,0.2500892044345627,0,5.681000000000002,28139,925,0,0.0,9250.0,False,-0.31415892154400066,0,0.2,65358,8,463,1.0,15170.737875113926,False,0.03869462788079866,0,4.313000000000001,38666,914,0,0.0,19940.73552237919,False,-0.307430755543679,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,12,14.513,26556,822,0,0.0,26623.926477687917,False,-0.5827223005469374,0,1.2080000000000002,155812,0,66,0.5,3564.000000000001,False,0.0971991116247659,10,7.770000000000001,91454,1074,0,0.0,29381.321454251585,False,-0.2610008791355343,0.3,561568,0.0,0.0,10,0,0,6,6,6.0,20,26,12,177.0,36.0,11,2,12,796,1.2722706068307161,142.57501643523574
88,12,0,0,0,10.0,20,10.0,21.544926953429343,4,10.0,32.633657856280514,7,35.0,27.072781906868187,5,20.0,54.00000000000002,15,54.0,0,3.233000000000001,59402,1,29,1.0,634.8028816494509,False,0.2500921343218773,4,5.721,28001,934,0,0.0,9340.0,False,-0.31610566859248096,0,0.2,65563,2,466,1.0,15250.374414933578,False,0.04218077645696454,0,4.3130000000000015,38666,914,0,0.0,19692.06323543442,False,-0.30920126993254343,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,14.551000000000002,26191,829,0,0.0,27053.302362856546,False,-0.584295540422341,0,1.2080000000000002,155712,0,71,0.5,3834.0000000000014,False,0.09744278821719243,15,7.910000000000002,91070,1074,0,0.0,29076.167767976433,False,-0.2647366281844129,0.3125,560676,0.0,0.0,9,0,0,9,7,7.0,18,27,7,160.0,21.0,10,2,7,445,1.225680347532034,143.80069678276777
89,7,0,0,0,10.0,20,10.0,21.67657111600556,42,22.166666666666668,32.6829562822506,1,36.0,27.71722964995304,18,31.88888888888889,54.00000000000002,11,54.0,8,3.313000000000001,60052,0,6,0.6,130.05942669603337,False,0.25841559309528633,5,5.767000000000002,27786,949,0,0.0,9490.0,False,-0.31903625554718246,0,0.2,65086,18,475,1.0,15914.582514157137,False,0.040117495757676216,0,4.313000000000001,38248,930,0,0.0,20159.211137885173,False,-0.31182744896558845,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,18,14.726,25795,830,0,0.0,27126.853714268,False,-0.5880553587689941,0,1.2080000000000002,155612,0,76,0.5,4104.000000000002,False,0.09768646480961896,11,8.005,90395,1087,0,0.0,30128.628629498955,False,-0.2657723899469518,0.2625,559045,0.0,0.0,13,0,0,6,9,8.214285714285715,17,23,6,86.0,3.0,6,1,6,708,1.0484426906332374,144.849139473401
90,6,0,0,0,10.0,20,10.0,22.28221481383981,35,25.37142857142857,32.889048587566705,6,35.0,27.983336810722015,13,30.46153846153846,54.00000000000002,9,54.0,24,3.545000000000001,60146,0,9,0.9,200.5399333245583,False,0.2611209488123227,5,5.812000000000002,27616,960,0,0.0,9600.0,False,-0.3214435234028301,0,0.2,64462,41,479,1.0,16667.425080811885,False,0.036592039136586846,0,4.313000000000001,38194,932,0,0.0,20767.024206498703,False,-0.30826884482599964,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,13,14.838000000000001,25337,836,0,0.0,27495.244619205765,False,-0.5909211317458852,0,1.2080000000000002,155512,0,81,0.5,4374.000000000002,False,0.09793014140204549,9,8.084000000000001,89939,1095,0,0.0,30641.753807740606,False,-0.2671609107665348,0.3,557277,0.0,0.0,10,0,0,5,8,7.714285714285714,8,13,10,66.0,3.0,5,1,10,464,0.9969751806929708,145.84611465409398
91,10,0,0,0,10.0,20,10.0,22.265038705724677,20,22.1,32.889048587566705,0,,27.652529006442865,6,21.0,54.00000000000002,11,54.0,6,3.5810000000000004,60269,3,10,1.0,252.65038705724677,False,0.26424108669364116,5,5.857000000000002,27486,967,0,0.0,9670.0,False,-0.3234321359792347,0,0.2,64385,37,489,1.0,16906.551191431932,False,0.03719812598917734,0,4.313000000000001,37829,946,0,0.0,21062.726615615546,False,-0.3113609872724095,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,6,14.885000000000002,25190,836,0,0.0,27495.244619205765,False,-0.5924597060004094,0,1.2080000000000002,155422,0,86,0.5,4644.000000000002,False,0.09824343987802246,11,8.185,89677,1096,0,0.0,30307.17179106138,False,-0.2701497156257219,0.3125,556329,0.0,0.0,8,0,0,6,11,10.307692307692307,8,14,8,122.0,21.0,8,2,8,200,1.2568737212568521,147.10298837535083
92,8,0,0,0,10.0,20,10.0,22.265038705724677,0,,33.25878924867423,6,37.0,28.463261741377465,25,32.16,54.00000000000001,9,54.0,0,3.5750000000000006,60159,4,20,1.0,485.30077411449355,False,0.26437349047679076,0,5.852000000000002,27396,976,0,0.0,9760.0,False,-0.3243741103575316,0,0.2,64607,27,493,1.0,16997.739144650965,False,0.041008594713147245,0,4.3130000000000015,37829,946,0,0.0,21062.726615615546,False,-0.3113609872724095,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,25,15.129000000000003,24324,842,0,0.0,28003.900547383706,False,-0.5988617661818045,0,1.2080000000000002,155332,0,91,0.5,4914.000000000001,False,0.09855673835399943,9,8.264000000000001,88794,1116,0,0.0,31765.00010337725,False,-0.27122249029339623,0.3125,554512,0.0,0.0,10,0,0,7,7,7.0,8,15,9,87.0,18.0,7,1,9,422,1.0908881276845932,148.19387650303543
93,9,0,0,0,10.0,20,10.0,21.6298204781599,10,9.5,33.25878924867423,0,,28.13798778790088,5,20.0,54.0,12,54.0,0,3.5750000000000006,60084,6,25,1.0,600.7455119539975,False,0.2640118219035627,5,5.902000000000002,27256,984,0,0.0,9840.0,False,-0.326467386753747,0,0.2,64512,27,503,1.0,17313.176144993457,False,0.041901689865530264,0,4.313000000000001,37829,946,0,0.0,20461.810172339265,False,-0.3156394343096626,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,15.154000000000005,24204,842,0,0.0,28003.900547383706,False,-0.6001177451650895,0,1.2080000000000002,155232,0,96,0.5,5184.0,False,0.09880041494642595,12,8.375,88532,1116,0,0.0,31401.99437129738,False,-0.27431024078276794,0.3125,553720,0.0,0.0,9,0,0,8,6,6.0,9,17,8,125.0,18.0,8,1,8,245,1.2217021873220801,149.4155786903575
94,8,0,0,0,10.0,20,10.0,22.050282585265037,19,26.05263157894737,33.25878924867423,0,,27.90050186581717,12,25.583333333333332,54.00000000000001,13,54.0,0,3.5750000000000006,60489,5,16,1.0,402.8045213642406,False,0.27041786529100986,0,5.897000000000002,27146,995,0,0.0,9950.0,False,-0.3276186887716654,0,0.2,64512,17,513,1.0,17436.61368851939,False,0.042780549145041716,0,4.313000000000001,37334,965,0,0.0,21278.52269478076,False,-0.31687321864565293,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,12,15.269000000000004,23920,842,0,0.0,28003.900547383706,False,-0.6030902287588641,0,1.2080000000000002,155142,0,101,0.5,5454.000000000001,False,0.09911371342240292,13,8.493,87992,1123,0,0.0,31332.26359531268,False,-0.278312561892766,0.3125,552606,0.0,0.0,10,0,0,5,8,8.0,2,7,11,92.0,18.0,7,1,11,695,1.09670249838382,150.51228118874133
95,11,0,0,0,10.0,20,10.0,21.93767616246619,28,21.214285714285715,33.25878924867423,0,,27.90050186581717,0,,54.00000000000001,9,54.0,7,3.645000000000001,60774,5,10,1.0,269.37676162466187,False,0.2749871971199098,5,5.947000000000002,26981,1005,0,0.0,10050.0,False,-0.33002595662731304,0,0.2,63918,35,523,1.0,18162.165442742942,False,0.03948797769161658,0,4.313000000000001,37334,965,0,0.0,21169.857496779874,False,-0.3176469007434577,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,15.257000000000003,23920,842,0,0.0,28003.900547383706,False,-0.6030902287588641,0,1.2080000000000002,155142,0,101,0.0,5454.000000000001,False,0.09911371342240292,9,8.57,87835,1123,0,0.0,31332.26359531268,False,-0.27940562546450787,0.25,551975,0.0,0.0,8,0,0,3,6,5.111111111111111,6,9,10,144.0,36.0,9,2,10,200,1.3114765845239162,151.82375777326524
96,10,0,0,0,10.0,20,10.0,21.93767616246619,0,,33.25878924867423,0,,27.180773549022042,20,23.0,54.00000000000001,10,54.0,0,3.638000000000001,60674,5,20,1.0,488.7535232493238,False,0.2751900017086298,0,5.942000000000002,26881,1015,0,0.0,10150.0,False,-0.33107259482542073,0,0.2,63918,25,533,1.0,18275.376573605023,False,0.04029402624102915,0,4.3130000000000015,37334,965,0,0.0,21169.857496779874,False,-0.3176469007434577,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,20,15.457000000000003,23257,842,0,0.0,28003.900547383706,False,-0.6100295126415137,0,1.2080000000000002,154892,3,111,1.0,6075.542320647067,False,0.09953681368712985,10,8.661000000000001,87430,1130,0,0.0,30714.27411039491,False,-0.2843765913460176,0.375,550457,0.0,0.0,8,0,0,4,7,7.0,5,9,9,125.0,18.0,9,1,9,200,1.1736607756465673,152.9974185489118
97,9,0,0,0,10.0,20,10.0,21.78572093436625,26,20.692307692307693,33.25878924867423,0,,27.340482435698462,13,28.846153846153847,54.0,14,54.0,1,3.648000000000001,61065,3,10,1.0,247.8572093436625,False,0.28085339957866184,5,5.992000000000002,26696,1027,0,0.0,10270.0,False,-0.33368919032068994,0,0.2,63380,41,543,1.0,18952.737120339127,False,0.03745576510365906,0,4.313000000000001,37334,965,0,0.0,21023.22070166343,False,-0.31869093568148954,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,13,15.567000000000002,22958,842,0,0.0,28003.900547383706,False,-0.6131589936081989,0,1.2080000000000002,154802,0,119,0.8,6426.0,False,0.10013019292223932,14,8.791,86809,1138,0,0.0,31113.46901182485,False,-0.28731047526743564,0.35,549115,0.0,0.0,8,0,0,3,10,9.2,5,8,9,124.0,18.0,8,1,9,648,1.2988158389925957,154.2962343879044
98,9,0,0,0,10.0,20,10.0,22.09143180115756,15,26.0,33.69000269985366,19,35.05263157894737,27.81036812536782,7,36.0,54.0,9,54.0,5,3.6970000000000014,61255,2,10,1.0,240.91431801157563,False,0.2847579577787363,0,5.987000000000002,26586,1038,0,0.0,10380.0,False,-0.3348404923386084,0,0.2,64046,31,534,1.0,18675.29582755774,False,0.044964086147279786,0,4.313000000000001,36944,980,0,0.0,21649.60316513441,False,-0.3197846725918149,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,7,15.624,22236,861,0,0.0,29007.092324573998,False,-0.6154658513728164,0,1.2080000000000002,154802,0,119,0.0,6426.0,False,0.10013019292223932,9,8.867,86389,1145,0,0.0,31842.871503546154,False,-0.28769547560955294,0.25,548329,0.0,0.0,11,0,0,0,6,5.333333333333333,6,6,14,101.0,39.0,6,3,14,866,1.0745441326871514,155.37077852059156
99,14,0,0,0,10.0,20,10.0,22.203859618444287,20,23.25,33.72202560721373,1,36.0,28.014360640605624,22,29.09090909090909,54.00000000000001,11,54.0,5,3.742000000000001,61455,3,10,1.0,252.03859618444287,False,0.28906094151578793,5,6.037000000000002,26431,1047,0,0.0,10470.0,False,-0.3371430963744453,0,0.2,63617,41,543,1.0,19221.41814907327,False,0.042743557578911365,0,4.313000000000001,36944,980,0,0.0,21759.782426075402,False,-0.3190002105625025,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,22,15.837,21604,862,0,0.0,29068.386073418234,False,-0.6217599087666379,0,1.2080000000000002,154982,0,119,0.5,6426.000000000001,False,0.1013833868261472,6,8.918000000000001,85749,1162,0,0.0,32552.687064383736,False,-0.28968034134083487,0.3125,546853,0.0,0.0,11,0,0,5,8,7.333333333333333,5,10,13,163.0,57.0,10,4,13,506,1.9899934213608503,157.3607719419524
100,13,0,0,0,10.0,20,10.0,21.554012343050374,10,9.5,34.01149621105574,18,35.05555555555556,27.417576084322008,10,20.0,54.0,10,54.0,0,3.7370000000000014,61425,1,15,1.0,333.3101851457556,False,0.28928357809120153,5,6.082000000000002,26246,1059,0,0.0,10590.0,False,-0.3397596918697145,0,0.2,64153,41,535,1.0,19079.864978979887,False,0.04936821817403735,0,4.3130000000000015,36944,980,0,0.0,21122.932096189368,False,-0.3235345022058115,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,10,15.915000000000003,20733,880,0,0.0,29930.116665729052,False,-0.626366574915331,0,1.2080000000000002,154782,0,129,1.0,6966.0,False,0.10187074001100026,10,9.012000000000002,85553,1162,0,0.0,31859.223409982173,False,-0.2934589425480838,0.375,545907,0.0,0.0,11,0,0,5,6,6.0,4,9,11,130.0,57.0,9,4,11,881,1.352680598385632,158.71345254033804
101,11,0,0,0,10.0,20,10.0,21.927362557251175,37,23.7027027027027,34.01149621105574,0,,26.95708275713578,8,20.0,54.0,10,54.0,17,3.907000000000001,61787,0,9,0.9,197.34626301526058,False,0.295438188300838,5,6.127000000000002,26061,1071,0,0.0,10710.0,False,-0.34237628736498366,0,0.2,63276,68,545,1.0,20027.32608891846,False,0.04362576601912725,0,4.313000000000001,36944,980,0,0.0,21488.815306106153,False,-0.3209294612671507,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,8,15.985000000000005,20541,880,0,0.0,29930.116665729052,False,-0.628376141288587,0,1.2080000000000002,154622,0,137,0.8,7398.0,False,0.10226062255888271,10,9.102000000000002,85362,1162,0,0.0,31324.130163791775,False,-0.2966514305076418,0.3375,544664,0.0,0.0,8,0,0,5,8,7.0625,3,8,14,128.0,39.0,8,3,14,200,1.3889423729851842,160.10239491332322
102,14,0,0,0,10.0,20,10.0,21.927362557251175,0,,34.03778874489242,1,36.0,27.75428639507188,10,37.0,53.99999999999999,20,54.0,0,3.890000000000001,61697,0,18,0.9,394.69252603052115,False,0.2956197409154998,0,6.122000000000002,25951,1082,0,0.0,10820.0,False,-0.3435275893829021,0,0.2,63312,58,554,1.0,20128.721992990966,False,0.044860322337816214,0,4.313000000000001,36944,980,0,0.0,21488.815306106153,False,-0.3209294612671507,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,10,16.077000000000005,20435,881,0,0.0,29987.29188425022,False,-0.6291863774203751,0,1.2080000000000002,155108,0,128,0.0,6911.999999999999,False,0.10395243432915834,11,9.202000000000002,84760,1172,0,0.0,32528.023655024244,False,-0.2966518012746923,0.2375,544278,0.0,0.0,13,0,0,4,6,6.0,6,10,15,165.0,57.0,10,4,15,722,1.361491745337844,161.46388665866107
103,15,0,0,0,10.0,20,10.0,21.598667661365543,5,9.0,35.06250959112465,36,37.0,27.245381483414622,11,22.0,54.0,9,54.0,0,3.890000000000001,61577,2,28,1.0,624.7626945182352,False,0.29551581150588463,5,6.1720000000000015,25806,1090,0,0.0,10900.0,False,-0.3457255295989282,0,0.2,64599,53,528,1.0,19657.73445016619,False,0.05983349792218125,0,4.313000000000001,36944,980,0,0.0,21166.69430813823,False,-0.32322292093997784,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,11,16.177000000000003,18861,917,0,0.0,32152.321295061305,False,-0.6343305040920774,0,1.2080000000000002,155108,0,128,0.0,6912.0,False,0.10395243432915834,9,9.281,84352,1183,0,0.0,32231.286294879497,False,-0.3005253448202032,0.25,543318,0.0,0.0,8,0,0,7,6,6.0,4,11,13,165.0,57.0,11,4,13,1532,1.3623147318139672,162.82620139047503
104,13,0,0,0,10.0,20,10.0,21.92115708517846,39,23.384615384615383,35.06250959112465,0,,26.706206876150542,9,20.0,54.00000000000001,20,54.0,6,3.9500000000000015,62202,2,10,1.0,239.21157085178461,False,0.30456346364870407,5,6.217000000000001,25646,1100,0,0.0,11000.0,False,-0.34802813363476515,0,0.2,64499,53,538,1.0,20025.45148553952,False,0.06102762143322647,0,4.3130000000000015,36132,1009,0,0.0,22118.44749894507,False,-0.32800923091913914,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,9,16.256,18645,917,0,0.0,32152.321295061305,False,-0.6365912662619904,0,1.2080000000000002,155306,0,130,0.9,7020.000000000001,False,0.10570690579462937,13,9.402000000000001,84030,1183,0,0.0,31593.442734486092,False,-0.3049875629747826,0.3625,542531,0.0,0.0,12,0,0,6,10,9.076923076923077,5,11,13,168.0,36.0,11,2,13,1026,1.265771453268826,164.09197284374386
105,13,0,0,0,10.0,20,10.0,22.12722380928701,31,23.419354838709676,35.06250959112465,0,,27.051095631463063,9,31.22222222222222,54.00000000000001,20,54.0,16,4.104,62420,0,10,1.0,221.2722380928701,False,0.3089390462833132,5,6.262000000000002,25466,1112,0,0.0,11120.0,False,-0.3505400653102236,0,0.2,64111,61,548,1.0,20564.01590830282,False,0.059337110958212244,0,4.313000000000001,35794,1022,0,0.0,22614.022733091322,False,-0.3292938318208974,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,9,16.337000000000003,18490,917,0,0.0,32152.321295061305,False,-0.6382135724487336,0,1.2080000000000002,155900,0,119,0.0,6426.000000000001,False,0.10777467573607737,9,9.479000000000003,83591,1192,0,0.0,32244.90599270397,False,-0.3057761587075951,0.25,541843,0.0,0.0,12,0,0,4,8,7.230769230769231,7,11,14,179.0,36.0,11,2,14,794,1.2826237855479121,165.37459662929177
106,14,0,0,0,10.0,20,10.0,22.50638246803525,14,28.0,35.072413326642035,1,36.0,26.47876535290592,14,22.142857142857142,54.0,20,54.0,4,4.128000000000001,62644,0,8,0.8,180.051059744282,False,0.31319654881252906,0,6.257000000000001,25346,1124,0,0.0,11240.0,False,-0.35179603114795277,0,0.2,64147,51,557,1.0,20683.159728809413,False,0.060698030137053265,0,4.313000000000001,35402,1036,0,0.0,23316.61223688452,False,-0.32987346398139916,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,14,16.468000000000004,18063,918,0,0.0,32196.475433857388,False,-0.6424516948711189,0,1.2080000000000002,156206,0,119,0.9,6426.0,False,0.10990510537272076,11,9.580000000000002,83223,1197,0,0.0,31695.082127428388,False,-0.3102522326783247,0.3375,541102,0.0,0.0,13,0,0,4,8,7.285714285714286,6,10,16,163.0,57.0,10,4,16,722,1.2615005793049932,166.63609720859677
