index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
82,35,0,0,0,10.0,20,10.0,14.285696470635745,20,15.7,27.22582526259337,0,,40.60309625932399,7,41.142857142857146,38.0,11,38.0,0,1.7120000000000002,45458,1,68,1.0,981.4273600032307,False,0.30214281973535906,7,6.5790000000000015,15847,837,0,0.0,8370.0,False,-0.43231218295689633,0,10.352000000000002,-34372.555555555555,428,0,0.0,6114.278089432099,True,-1.6504801734626628,0,0.2,48224,403,276,1.0,13271.463450141975,False,0.1395399386205598,0,0.2,65868,10,419,1.0,17284.955585282685,False,0.1592811568254374,0,0.263,62433,98,445,1.0,20736.508711133327,False,0.13268797715318506,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,77896,14,160,1.0,6648.443347630536,False,-0.05915621214897698,0.625,402053,0.0,0.1,19,0,0,18,2,2.0,19,37,27,254.0,165.0,17,18,27,1205,2.5308809289708734,158.4246774893254
83,27,0,0,0,10.0,20,10.0,13.725242378492302,35,11.2,27.22582526259337,0,,40.706765569060096,5,42.8,38.0,10,38.0,0,1.7120000000000002,45680,1,64,1.0,888.4155122235073,False,0.30711615484772736,21,6.782000000000001,15310,847,0,0.0,8470.0,False,-0.4461132995154023,0,10.352000000000002,-34372.555555555555,428,0,0.0,5874.403737994705,True,-1.652971494465502,0,0.2,47832,428,286,1.0,13660.989763096408,False,0.13544295794832384,0,0.2,66082,0,424,1.0,17259.66860128148,False,0.16241398877663618,0,0.263,62433,88,455,1.0,20917.450957030564,False,0.13409558412576472,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,78062,9,160,1.0,6446.360890121541,False,-0.05840373874847065,0.625,401726,0.0,0.1,17,0,0,18,4,4.0,15,33,35,175.0,149.0,12,15,35,1116,1.458368525840342,159.88304601516575
84,35,0,0,0,10.0,20,10.0,12.849429690920797,14,2.0,27.22582526259337,0,,40.62923071598535,34,40.411764705882355,38.0,11,38.0,0,1.7120000000000002,45590,0,74,1.0,950.8577971281389,False,0.30545041796027056,14,6.901000000000002,14962,858,0,0.0,8580.0,False,-0.4544166406892057,0,10.352000000000002,-34372.555555555555,428,0,0.0,5499.555907714101,True,-1.6568646421357338,0,0.2,47804,432,296,1.0,13609.797904205421,False,0.13432966956301587,0,0.2,67288,0,394,0.0,16007.916902098228,False,0.171439927357508,0,0.263,62601,78,461,1.0,20853.68973055153,False,0.13621341566872194,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,77106,33,159,1.0,7382.764613627516,False,-0.06405432475571075,0.5,401678,0.0,0.1,23,0,0,18,1,1.0,20,38,32,234.0,149.0,15,20,32,1992,1.7336004516109824,161.61664646677673
85,32,0,0,0,10.0,20,10.0,12.703434431834816,8,9.625,27.398039355917238,3,36.0,39.37315655009529,6,15.0,38.0,8,38.0,0,1.7120000000000002,45522,0,82,1.0,1041.681623410455,False,0.30481029307408464,6,6.947000000000002,14784,868,0,0.0,8680.0,False,-0.4580440388811744,0,10.352,-34372.555555555555,428,0,0.0,5437.069936825302,True,-1.657513617779546,0,0.2,47835,430,303,1.0,13764.082730531893,False,0.13657599113593014,0,0.2,67252,0,395,0.1,15552.396837287639,False,0.1673361818904333,0,0.263,62619,70,465,1.0,20226.380550708516,False,0.13161343449588866,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,77320,29,161,1.0,7259.8215399527635,False,-0.06228745618431795,0.5125,401659,0.0,0.1,17,0,0,11,2,2.0,24,35,37,204.0,177.0,13,19,37,734,1.7035359488800168,163.32018241565675
86,37,0,0,0,10.0,20,10.0,13.713301491585193,16,23.75,26.778373301585102,35,24.34285714285714,39.37315655009529,0,,38.0,13,38.0,0,1.7120000000000004,45777,2,77,1.0,1075.92421485206,False,0.31252195163731766,1,6.9510000000000005,14690,876,0,0.0,8760.0,False,-0.4595743474934112,0,10.352,-34372.555555555555,428,0,0.0,5869.293038398463,True,-1.6530245738929898,0,0.2,48307,436,278,1.0,13423.387228171803,False,0.14284187640907947,0,0.2,66436,24,405,1.0,16588.809362026634,False,0.16270291850408905,0,0.263,62583,61,475,1.0,20335.73013269195,False,0.13190398870981548,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.857,77814,19,158,1.0,6752.08997445181,False,-0.05950577470286347,0.625,401934,0.0,0.1,21,0,0,19,1,1.0,13,32,37,207.0,209.0,13,24,37,1921,1.6209117518737912,164.94109416753054
87,37,0,0,0,10.0,20,10.0,13.778195115337638,1,24.0,26.778373301585102,0,,39.636356127589735,11,42.27272727272727,38.0,8,38.0,0,1.7120000000000002,45701,2,86,1.0,1204.9247799190368,False,0.3121960605877382,0,6.950000000000001,14590,886,0,0.0,8860.0,False,-0.46099129991214893,0,10.352000000000002,-34372.555555555555,428,0,0.0,5897.0675093645095,True,-1.6527361098598585,0,0.2,48283,427,288,1.0,13595.460825105682,False,0.14413049753962942,0,0.2,66600,14,411,1.0,16665.439594661573,False,0.165850665090019,0,0.263,62884,51,478,1.0,20311.875267368734,False,0.13640156261080658,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,77653,20,160,1.0,6872.727122551794,False,-0.06067205438303317,0.625,402038,0.0,0.1,15,0,0,14,0,0.0,22,36,38,222.0,187.0,14,23,38,993,1.9188059940934181,166.85990016162395
88,38,0,0,0,10.0,20,10.0,14.842988975802506,44,18.295454545454547,26.778373301585102,0,,39.69613120973599,5,41.0,38.00000000000001,6,38.0,0,1.7120000000000002,46385,3,53,1.0,816.6784157175327,False,0.3260787034278563,1,6.960000000000002,14492,895,0,0.0,8950.0,False,-0.462493269476011,0,10.352000000000002,-34372.555555555555,428,0,0.0,6352.799281643473,True,-1.6480029062925061,0,0.2,47478,461,298,1.0,14822.573161717315,False,0.14015384863235134,0,0.2,66600,4,421,1.0,16819.18473250519,False,0.1670466971551443,0,0.263,63089,41,483,1.0,20271.14467966747,False,0.13927422618881558,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,77676,15,164,1.0,6827.44196814604,False,-0.06066791404690281,0.625,402047,0.0,0.1,17,0,0,16,1,1.0,23,39,38,244.0,195.0,17,21,38,1427,1.977468135766685,168.83736829739064
89,38,0,0,0,10.0,20,10.0,14.791184668900865,11,14.0,26.778373301585102,0,,39.849573832413896,5,43.0,38.0,8,38.0,0,1.7120000000000002,46305,1,63,1.0,941.8446341407545,False,0.32558512531726636,11,7.069000000000002,14317,907,0,0.0,9070.0,False,-0.4657522600391079,0,10.352000000000002,-34372.555555555555,428,0,0.0,6330.62703828957,True,-1.6482331859168868,0,0.2,47324,462,308,1.0,15081.266293920411,False,0.13964175038345328,0,0.2,66600,0,425,0.4,16936.068878775906,False,0.1679559759057139,0,0.263,63304,31,488,1.0,20276.72160256712,False,0.1426627168684138,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,77765,10,166,1.0,6706.495738324139,False,-0.060337462564874676,0.55,401942,0.0,0.1,16,0,0,11,1,1.0,27,38,25,235.0,179.0,16,22,25,719,1.584759139455855,170.4221274368465
90,25,0,0,0,10.0,20,10.0,13.854959400859356,15,3.8,26.778373301585102,0,,40.0212908300659,17,41.0,38.0,11,38.0,0,1.7120000000000002,46205,1,73,1.0,1021.412036262733,False,0.32387865270868493,15,7.208000000000001,13919,917,0,0.0,9170.0,False,-0.4756142488735228,0,10.352000000000002,-34372.555555555555,428,0,0.0,5929.922623567804,True,-1.652394878562828,0,0.2,47267,467,318,1.0,14985.788750105381,False,0.1374661288490858,0,0.2,66805,0,420,0.0,16808.942148627677,False,0.1701565365598905,0,0.263,63796,21,486,1.0,20012.693182745315,False,0.14826360355627796,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,77486,17,165,1.0,6950.3619441111205,False,-0.06215690372588459,0.5,401805,0.0,0.1,19,0,0,14,4,4.0,19,33,37,201.0,95.0,13,12,37,1315,1.663144993595779,172.08527243044227
91,37,0,0,0,10.0,20,10.0,14.685351343084076,21,20.952380952380953,26.749420740041447,6,26.0,40.15983147915138,5,43.0,38.0,0,,0,1.7120000000000002,46535,2,62,1.0,930.4917832712127,False,0.3319422419484684,0,7.193000000000001,13829,926,0,0.0,9260.0,False,-0.4768895060503868,0,10.352000000000002,-34372.555555555555,428,0,0.0,6285.330374839984,True,-1.6487036344176718,0,0.2,46983,478,322,1.0,15632.911420287535,False,0.13828789228000016,0,0.2,66984,0,416,0.1,16706.489895326973,False,0.17214452332493393,0,0.263,63676,16,496,1.0,20347.267145499747,False,0.1489993243313659,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,77271,12,175,1.0,7131.917977749817,False,-0.0635958739574536,0.5125,401605,0.0,0.1,13,0,0,18,0,0.0,20,38,39,213.0,153.0,16,21,39,1011,1.7623662585392594,173.84763868898153
92,39,0,0,0,10.0,20,10.0,15.128347112790728,19,18.894736842105264,28.38882620167869,36,35.0,40.15983147915138,0,,38.0,0,,0,1.7120000000000002,46804,0,58,1.0,877.4441325418622,False,0.33881378599118456,5,7.243000000000002,13624,938,0,0.0,9380.0,False,-0.4809986680647264,0,10.352000000000002,-34372.555555555555,428,0,0.0,6474.932564274432,True,-1.6467344371529713,0,0.2,47884,487,296,1.0,15770.597599625977,False,0.15843335964050081,0,0.2,66354,8,426,1.0,17335.198819731915,False,0.16723351033662592,0,0.263,63046,24,506,1.0,21002.206557290887,False,0.1442923666025461,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,77271,2,185,1.0,7110.319662958303,False,-0.06372096989957779,0.625,401310,0.0,0.1,15,0,0,17,1,1.0,20,37,35,242.0,143.0,16,23,35,1809,1.7148174429312348,175.56245613191277
93,35,0,0,0,10.0,20,10.0,14.243130165104674,24,8.25,29.046079076048482,18,35.0,40.49637594803376,17,42.411764705882355,38.0,0,,0,1.7120000000000002,46684,2,68,1.0,988.5328512271178,False,0.33698717447256954,24,7.4780000000000015,13235,946,0,0.0,9460.0,False,-0.49088899594751606,0,10.352,-34372.555555555555,428,0,0.0,6096.0597106648,True,-1.6506693884803945,0,0.2,48316,501,288,1.0,15501.078986619403,False,0.16460760860183826,0,0.2,66865,4,419,1.0,17084.165838530338,False,0.17323110667411157,0,0.263,62626,26,516,1.0,21651.328045162678,False,0.1428074622715811,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,76550,9,195,1.0,7774.467383532304,False,-0.06822623638298395,0.625,400603,0.0,0.1,17,0,0,9,2,2.0,23,32,38,182.0,143.0,12,23,38,1551,1.492840196006,177.05529632791877
94,38,0,0,0,10.0,20,10.0,13.9581363899912,4,2.0,29.837284263828504,18,37.0,39.64625008758448,31,36.83870967741935,38.0,0,,0,1.7120000000000004,46604,0,78,1.0,1088.7346384193136,False,0.3361398622498272,4,7.494000000000001,13047,958,0,0.0,9580.0,False,-0.4945163941394848,0,10.352,-34372.555555555555,428,0,0.0,5974.082374916234,True,-1.6519362379647178,0,0.2,48974,495,280,1.0,15263.717106917626,False,0.17581028111542546,0,0.2,67317,0,412,0.4,16334.255036084804,False,0.17442981528857215,0,0.263,62650,34,506,1.0,21075.470209287912,False,0.13870108917654314,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.857,75408,30,205,1.0,8979.387502627535,False,-0.07447619225371242,0.55,400327,0.0,0.1,18,0,0,12,1,1.0,22,34,42,251.0,158.0,15,23,42,2008,1.7778455475345254,178.8331418754533
95,42,0,0,0,10.0,20,10.0,15.532216216024914,33,22.90909090909091,29.912048520668026,2,36.0,38.3909083355576,12,25.833333333333332,38.0,7,38.0,0,1.7120000000000002,47264,0,57,0.9,885.33632431342,False,0.35196157684577073,3,7.520000000000001,12886,969,0,0.0,9690.0,False,-0.4975203332672089,0,10.352000000000002,-34372.555555555555,428,0,0.0,6647.788540458663,True,-1.6449391650809317,0,0.2,48290,518,288,1.0,16660.357973853297,False,0.17610774348649103,0,0.2,67486,0,408,0.1,15663.4906009075,False,0.17184113547607477,0,0.263,62719,25,509,1.0,20288.77355581552,False,0.13365467269160852,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,75364,32,208,1.0,9132.509066737843,False,-0.07409901266847083,0.5,400336,0.0,0.1,20,0,0,25,1,1.0,16,41,40,289.0,156.0,20,22,40,1598,1.980908959172666,180.81405083462596
96,40,0,0,0,10.0,20,10.0,15.532216216024914,0,,29.952805623800252,1,36.0,38.3909083355576,0,,38.0,9,38.0,0,1.7120000000000002,47144,2,67,1.0,1060.6584864736692,False,0.351045122658113,0,7.517000000000002,12806,977,0,0.0,9770.0,False,-0.4986538952021991,0,10.352000000000002,-34372.555555555555,428,0,0.0,6647.788540458663,True,-1.6449391650809317,0,0.2,48326,508,297,1.0,16786.34910800933,False,0.17816406784106745,0,0.2,67486,0,408,0.0,15663.4906009075,False,0.17184113547607477,0,0.263,62683,16,519,1.0,20404.126316135196,False,0.1339919275289406,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,75706,22,209,1.0,8786.599983382268,False,-0.07214081351499374,0.5,400478,0.0,0.1,19,0,0,21,0,0.0,19,40,40,241.0,174.0,17,23,40,578,1.9015989769250154,182.71564981155097
97,40,0,0,0,10.0,20,10.0,15.194866613167747,5,3.8,29.952805623800252,0,,38.3909083355576,0,,38.0,9,38.0,0,1.7120000000000002,47024,4,77,1.0,1210.0047292139166,False,0.34976060205194437,5,7.567000000000002,12646,985,0,0.0,9850.0,False,-0.5020545810071698,0,10.352000000000002,-34372.555555555555,428,0,0.0,6503.402910435796,True,-1.6464387458007075,0,0.2,48307,503,307,1.0,16838.529232930054,False,0.17831134179022534,0,0.2,67486,0,408,0.0,15663.4906009075,False,0.17184113547607477,0,0.263,62683,6,529,1.0,20488.50734325277,False,0.13464835423313656,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,76048,12,210,1.0,8440.690900026691,False,-0.07018261436151665,0.5,400521,0.0,0.1,16,0,0,18,2,2.0,14,32,37,195.0,169.0,13,27,37,542,1.601284809410572,184.31693462096155
98,37,0,0,0,10.0,20,10.0,15.282644595610275,54,15.537037037037036,30.08480739584299,3,36.0,38.93783640840971,16,43.0,38.0,8,38.0,0,1.7120000000000002,47299,9,70,1.0,1159.7851216927193,False,0.3568422524115499,37,7.932000000000002,11935,990,0,0.0,9900.0,False,-0.5214951681922521,0,10.352000000000002,-34372.555555555555,428,0,0.0,6540.971886921197,True,-1.6460485566053542,0,0.2,47576,547,314,1.0,17806.236116093518,False,0.17317764235068678,0,0.2,68102,0,394,0.2,15341.507544913426,False,0.17892044517070477,0,0.263,62647,0,536,0.7,20870.680314907604,False,0.13706128790400013,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,75664,18,212,1.0,8756.881055351374,False,-0.07279946566339977,0.4875,399550,0.0,0.1,20,0,0,11,4,4.0,19,30,36,139.0,170.0,9,28,36,1725,2.4607010148465633,186.7776356358081
99,36,0,0,0,10.0,20,10.0,15.765108625051335,23,19.73913043478261,30.739289395844875,19,35.0,38.96286386044141,1,42.0,38.0,9,38.0,0,1.7120000000000002,47583,10,63,1.0,1093.2018433782341,False,0.3639470887774285,6,7.955000000000001,11783,999,0,0.0,9990.0,False,-0.5245274463683509,0,10.352000000000002,-34372.555555555555,428,0,0.0,6747.466491521971,True,-1.643903915703431,0,0.2,47787,560,305,1.0,18203.944095761435,False,0.18169108154793556,0,0.2,67479,9,403,1.0,15978.68774032049,False,0.17418424330839144,0,0.263,62647,0,536,0.0,20884.095029196596,False,0.13716564521024835,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,75964,9,213,1.0,8444.665774743973,False,-0.07113263651728906,0.5,399570,0.0,0.1,21,0,0,11,2,2.0,10,21,36,165.0,164.0,11,25,36,1643,1.5902763148769736,188.36791195068508
100,36,0,0,0,10.0,20,10.0,15.765108625051335,0,,30.739289395844875,0,,39.342738983817476,18,41.666666666666664,38.0,8,38.0,0,1.7120000000000002,47513,7,73,1.0,1220.8529296287475,False,0.36377211054536723,0,7.949000000000002,11653,1012,0,0.0,10120.0,False,-0.52636948451271,0,10.352000000000002,-34372.555555555555,428,0,0.0,6747.466491521971,True,-1.643903915703431,0,0.2,47787,550,315,1.0,18353.68590346937,False,0.183246291216291,0,0.2,67983,0,400,0.9,15737.09559352699,False,0.1801463724544287,0,0.263,62893,0,530,0.0,20851.651661423264,False,0.14074068163477096,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,75518,17,215,1.0,8838.826562724897,False,-0.07401608672417151,0.4875,399674,0.0,0.1,18,0,0,11,0,0.0,11,22,31,183.0,145.0,11,25,31,1254,1.5673889117315412,189.93530086241663
101,31,0,0,0,10.0,20,10.0,15.612264209627957,2,1.0,30.779937171604136,1,36.0,39.63126442133593,17,41.588235294117645,37.99999999999999,10,38.0,0,1.7120000000000002,47423,6,83,1.0,1355.8179293991204,False,0.3631339860203351,2,7.969000000000003,11507,1023,0,0.0,10230.0,False,-0.5289483379148128,0,10.352,-34372.555555555555,428,0,0.0,6682.049081720766,True,-1.6445833371005603,0,0.2,47821,542,324,1.0,18434.546845218094,False,0.184792352262246,0,0.2,68198,0,395,0.0,15654.349446427692,False,0.18284777003117708,0,0.263,63349,0,519,0.1,20568.626234673346,False,0.14563367381850342,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,75191,24,215,1.0,9121.150346112061,False,-0.07616880960700557,0.3875,399816,0.0,0.1,20,0,0,13,1,1.0,7,20,21,150.0,108.0,10,21,21,1323,1.6096561755985022,191.54495703801513
102,21,0,0,0,10.0,20,10.0,16.914282329126575,28,25.0,30.779937171604136,0,,39.784395671635714,15,41.0,37.99999999999999,13,38.0,0,1.7120000000000004,48023,6,65,1.0,1159.4283513932273,False,0.37735466816948493,0,7.967000000000002,11407,1033,0,0.0,10330.0,False,-0.5303652903335506,0,10.352,-34372.555555555555,428,0,0.0,7239.312836866174,True,-1.6387956282896945,0,0.2,47121,560,334,1.0,19752.497119626663,False,0.1839401886048219,0,0.2,68813,0,380,0.0,15118.070355221571,False,0.18824444444184626,0,0.263,63349,0,519,0.0,20648.101353578935,False,0.1462519359107163,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.857,75070,29,212,1.0,9209.747474477434,False,-0.07705730840595977,0.375,400110,0.0,0.1,22,0,0,11,0,0.0,7,18,25,96.0,88.0,7,14,25,2009,1.3894629403948784,192.93441997841
103,25,0,0,0,10.0,20,10.0,16.74101433837721,2,1.0,29.58363169771567,40,26.1,39.83276165841743,5,41.0,37.99999999999999,8,38.0,0,1.7120000000000002,47913,7,75,1.0,1325.5760753782906,False,0.376591607041946,2,7.987000000000002,11281,1042,0,0.0,10420.0,False,-0.5326607532519058,0,10.352000000000002,-34372.555555555555,428,0,0.0,7165.154136825446,True,-1.6395658362166678,0,0.2,48163,552,304,1.0,18234.46395088978,False,0.18981828705589487,0,0.2,67913,26,390,1.0,16303.951470923404,False,0.18346701936212256,0,0.263,63410,0,518,0.4,20633.37053906023,False,0.14708641683957682,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,75169,24,214,1.0,9087.986279802017,False,-0.07661573853022798,0.55,400176,0.0,0.1,24,0,0,5,1,1.0,4,9,21,162.0,107.0,9,16,21,1753,1.5175278931856155,194.45194787159562
104,21,0,0,0,10.0,20,10.0,15.495967231580588,40,10.35,30.465252767722355,19,37.0,39.83276165841743,0,,37.99999999999999,9,38.0,0,1.7120000000000002,47803,8,85,1.0,1397.15721468435,False,0.3744885824054801,40,8.385000000000002,10656,1051,0,0.0,10510.0,False,-0.549097401309264,0,10.352000000000002,-34372.555555555555,428,0,0.0,6632.273975116492,True,-1.6451002984503618,0,0.2,48452,582,295,1.0,18005.902495257997,False,0.1934475353668106,0,0.2,67913,16,400,1.0,16420.54870765053,False,0.1843740661525877,0,0.263,62707,9,528,1.0,21305.885430553906,False,0.14138040413979353,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,75511,14,215,1.0,8727.658663217842,False,-0.07474105052174956,0.625,399369,0.0,0.1,17,0,0,7,2,2.0,3,10,27,128.0,78.0,10,11,27,1245,1.466646345332265,195.9185942169279
105,27,0,0,0,10.0,20,10.0,16.192191569016337,33,20.09090909090909,30.50346335295153,1,36.0,39.96685241702838,5,43.0,37.99999999999999,10,38.0,0,1.7120000000000002,48356,9,62,1.0,1093.9158772790129,False,0.38586329069174213,0,8.345,10566,1060,0,0.0,10600.0,False,-0.550372658486128,0,10.352000000000002,-34372.555555555555,428,0,0.0,6930.257991538992,True,-1.6420054538612032,0,0.2,47825,605,304,1.0,19069.32875855215,False,0.1914682476688977,0,0.2,68092,7,405,1.0,16400.099472367154,False,0.18699998033674442,0,0.263,62707,0,537,0.9,21462.19974794424,False,0.14259642266538244,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,75676,9,215,1.0,8529.701671753253,False,-0.07397626656924686,0.6125,399549,0.0,0.1,19,0,0,8,0,0.0,4,12,32,156.0,103.0,12,15,32,1494,1.5033518774434924,197.42194609437138
106,32,0,0,0,10.0,20,10.0,16.192191569016337,0,,30.50346335295153,0,,40.45571472108,33,42.03030303030303,37.99999999999999,8,38.0,0,1.7120000000000002,48246,10,72,1.0,1265.8377929691762,False,0.3851820471132312,0,8.345,10476,1069,0,0.0,10690.0,False,-0.551647915662992,0,10.352000000000002,-34372.555555555555,428,0,0.0,6930.257991538992,True,-1.6420054538612032,0,0.2,47825,595,314,1.0,19212.4414763915,False,0.19295460799708672,0,0.2,68846,0,394,0.7,15939.55160010552,False,0.19514844180375512,0,0.263,63340,0,522,0.0,21117.88308440376,False,0.14976648891761515,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,74593,32,217,1.0,9540.582871074559,False,-0.08066663459245338,0.4625,399653,0.0,0.1,21,0,0,9,0,0.0,4,13,32,141.0,89.0,13,19,32,1891,1.6338106384500861,199.05575673282146
107,32,0,0,0,10.0,20,10.0,16.165218979433302,32,16.0,29.95589843295623,14,24.857142857142858,40.520710197615415,17,41.0,37.99999999999999,8,38.0,0,1.7120000000000002,48494,12,66,1.0,1186.904452642598,False,0.3910916832352226,16,8.505000000000003,10236,1077,0,0.0,10770.0,False,-0.5573157253379432,0,10.352000000000002,-34372.555555555555,428,0,0.0,6918.713723197453,True,-1.6421253519578918,0,0.2,47661,617,310,1.0,19260.268624526776,False,0.19004474912266595,0,0.2,69174,0,386,0.0,15640.99413627955,False,0.19792910037091443,0,0.263,63361,4,523,1.0,21312.155027084686,False,0.15160452310522843,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,74200,39,219,1.0,9902.307697707,False,-0.08312400698676543,0.5,399453,0.0,0.1,19,0,0,8,1,1.0,5,13,37,188.0,138.0,13,19,37,1917,1.410790903493762,200.46654763631523
108,37,0,0,0,10.0,20,10.0,16.307997937616662,25,17.48,29.95589843295623,0,,40.53871165231159,5,41.0,37.99999999999999,0,,0,1.7120000000000002,48808,13,59,1.0,1092.171878319383,False,0.39864782892169043,8,8.569,9992,1086,0,0.0,10860.0,False,-0.5629551959645195,0,10.352000000000002,-34372.555555555555,428,0,0.0,6979.823117299931,True,-1.641490673360176,0,0.2,47224,632,320,1.0,19892.542195119724,False,0.18753419254621453,0,0.2,69379,0,381,0.0,15445.249139530715,False,0.1995958578215635,0,0.263,63361,0,527,0.4,21363.901040768207,False,0.15200707171571415,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,73995,34,229,1.0,10080.316196178592,False,-0.08446768568247141,0.425,399086,0.0,0.1,13,0,0,9,2,2.0,9,18,34,237.0,177.0,18,19,34,829,1.5294688744470477,201.99601651076227
109,34,0,0,0,10.0,20,10.0,16.285918382178746,16,16.0,29.95589843295623,0,,39.488247860464654,12,29.0,37.99999999999999,13,38.0,0,1.7120000000000002,48944,15,53,1.0,1013.1536742554736,False,0.4013822891469305,0,8.561,9912,1094,0,0.0,10940.0,False,-0.5640887578995097,0,10.352,-34372.555555555555,428,0,0.0,6970.373067572504,True,-1.6415888210246625,0,0.2,46968,638,330,1.0,20275.862410705595,False,0.18619773182154453,0,0.2,69379,0,381,0.0,15045.022434837034,False,0.1964823676725611,0,0.263,63709,0,515,0.0,20336.447648139296,False,0.14942859091795382,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,74141,36,226,1.0,10009.576922976725,False,-0.08318615889016917,0.375,399380,0.0,0.1,20,0,0,11,0,0.0,5,16,41,268.0,173.0,16,18,41,1298,1.6527968514710665,203.64881336223334
