index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
82,38,0,0,0,10.0,20,10.0,42.969478048848934,24,38.25,3.570523585197171,20,2.5,61.54592987195685,3,61.333333333333336,57.00000000000001,0,,0,2.2880000000000007,58182,29,24,1.0,1321.2674731723744,False,1.0231264822618595,0,0.2,20995,809,0,0.0,8090.0,False,-0.13907512463469143,5,5.020000000000001,8138,497,0,0.0,21355.83059027792,False,-0.6259261372735793,15,5.444,3614.0,533,0,0.0,22902.731800036483,False,-0.7004897435384048,0,0.2,69533,0,429,0.7,26403.203915069487,False,0.28954459237405694,0,0.2,69327,18,409,1.0,25236.5547421639,False,0.2772417683076459,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,76827,0,21,0.3,1197.0000000000002,False,-0.0764317154342562,0.375,390449,0.0,0.0,16,0,0,7,6,6.0,7,14,33,213.0,72.0,14,24,33,1302,1.1916046347469091,127.45270716678351
83,33,0,0,0,10.0,20,10.0,43.20127167983808,22,44.5,3.783880182877326,10,6.5,61.572562977540635,4,61.75,57.00000000000001,0,,0,2.2880000000000007,59061,29,12,1.0,808.415260158057,False,1.0445318078074275,0,0.2,20895,819,0,0.0,8190.0,False,-0.1407942238267148,2,5.035000000000002,7593,508,0,0.0,21946.246013357744,False,-0.6308921867459469,8,5.509000000000001,2834.0,544,0,0.0,23501.491793831916,False,-0.7100448131825854,0,0.2,69611,0,434,0.7,26722.492332252634,False,0.2932486387687634,0,0.2,69431,11,417,1.0,25717.381443646096,False,0.2826099741547905,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,76580,0,25,0.4,1425.0000000000002,False,-0.07801820285567736,0.3875,389838,0.0,0.0,15,0,0,2,5,5.0,5,7,33,110.0,97.0,7,26,33,1426,1.119483065791428,128.57219023257494
84,33,0,0,0,10.0,20,10.0,43.37786654556917,13,45.15384615384615,3.7532940389325438,9,3.3333333333333335,61.53171177344075,4,61.25,57.00000000000001,0,,1,2.2980000000000005,59520,29,10,1.0,723.7786654556917,False,1.0588581513745177,0,0.2,20795,829,0,0.0,8290.0,False,-0.14251332301873817,4,5.073000000000002,6868,521,0,0.0,22599.868470241538,False,-0.6388084645105215,5,5.551,2654.0,544,0,0.0,23597.55940078963,False,-0.7126683956183933,0,0.2,69721,0,438,0.6,26950.889756767046,False,0.2967431166554993,0,0.2,69536,4,425,1.0,26165.99067986805,False,0.2877426874268841,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,76335,0,29,0.4,1653.0000000000002,False,-0.07958083332339294,0.375,389262,0.0,0.0,14,0,0,3,4,3.5,7,10,34,137.0,80.0,10,23,34,940,1.1889571212232113,129.76114735379815
85,34,0,0,0,10.0,20,10.0,43.55564604634577,18,44.833333333333336,3.7903328138812773,2,6.0,61.54459498192839,3,61.666666666666664,57.00000000000001,0,,8,2.3770000000000007,60033,26,10,1.0,695.5564604634577,False,1.0760109413866847,0,0.2,20665,842,0,0.0,8420.0,False,-0.14474815196836857,2,5.089000000000001,6132,536,0,0.0,23345.826280841335,False,-0.64602558368945,0,5.546,2519.0,547,0,0.0,23824.938387351136,False,-0.7130920637440245,0,0.2,69771,0,439,0.2,27018.077197066563,False,0.2980460519114262,0,0.2,69659,0,427,0.4,26279.542057283423,False,0.2905447649340957,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,76150,0,32,0.3,1824.0000000000002,False,-0.0807677167702456,0.23750000000000002,388762,0.0,0.0,17,0,0,2,2,1.8888888888888888,6,8,35,104.0,100.0,8,26,35,796,1.2573597803711891,131.01850713416934
86,35,0,0,0,10.0,20,10.0,43.56547484737699,3,44.0,3.593189218009263,11,1.6363636363636365,61.60102125726154,4,62.0,57.00000000000001,0,,0,2.369,60085,24,17,1.0,980.6130724054088,False,1.0826992104590925,0,0.2,20545,854,0,0.0,8540.0,False,-0.14681107099879662,2,5.107000000000001,6058,536,0,0.0,23351.094518194066,False,-0.6474443884871366,9,5.636,2027.0,550,0,0.0,23961.011166057346,False,-0.7215207637568852,0,0.2,69893,0,438,0.1,26981.247310680556,False,0.2996605825515179,0,0.2,69767,0,435,1.0,26796.44424690877,False,0.2962564625370863,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,75902,0,36,0.4,2052.0000000000005,False,-0.08236613266851955,0.3125,388110,0.0,0.0,14,0,0,5,4,4.0,8,13,36,190.0,94.0,13,22,36,580,1.3027400560677052,132.32124719023705
87,36,0,0,0,10.0,20,10.0,43.515802980964395,4,42.0,3.461611858410546,20,2.75,61.575968471684575,3,61.333333333333336,57.00000000000001,0,,0,2.369,60133,26,23,1.0,1260.863468562181,False,1.0891673279794083,0,0.2,20465,862,0,0.0,8620.0,False,-0.14818635035241534,10,5.205000000000002,5673,536,0,0.0,23324.470397796915,False,-0.6553631173181221,10,5.727000000000002,1459.0,554,0,0.0,24107.754851454276,False,-0.7313543255322636,0,0.2,69945,0,447,1.0,27524.457906843007,False,0.3047044632535539,0,0.2,69844,0,443,1.0,27278.154032956267,False,0.30121071443121866,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,75718,0,39,0.3,2223.0000000000005,False,-0.08354108763851943,0.4125,387070,0.0,0.0,16,0,0,1,4,4.0,10,11,37,151.0,92.0,11,25,37,552,1.3495099591091275,133.67075714934617
88,37,0,0,0,10.0,20,10.0,43.70920774057212,17,45.0,3.681881367773704,17,5.176470588235294,61.590174176873234,1,62.0,57.00000000000001,0,,0,2.369,60818,24,16,1.0,939.3473238491539,False,1.1071918054641423,0,0.2,20345,874,0,0.0,8740.0,False,-0.1502492693828434,3,5.225000000000001,5589,536,0,0.0,23428.135348946656,False,-0.6560026307261764,14,5.857000000000002,116.0,571,0,0.0,24957.95761986668,False,-0.7496028069595758,0,0.2,69982,0,451,0.5,27777.16855376983,False,0.3072506043967223,0,0.2,69781,2,453,1.0,27907.712664859122,False,0.3051350779704724,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,75656,0,40,0.1,2280.0000000000005,False,-0.08394069161308793,0.325,386120,0.0,0.0,14,0,0,2,4,4.0,8,10,34,137.0,102.0,10,27,34,1027,1.202304432168603,134.87306158151478
89,34,0,0,0,10.0,20,10.0,43.69850496480371,29,43.6551724137931,3.50843318027578,19,2.4210526315789473,61.549281362781976,2,61.0,57.00000000000001,0,,13,2.499000000000001,61610,25,10,1.0,686.9850496480371,False,1.1300839788490293,0,0.2,20255,883,0,0.0,8830.0,False,-0.15179645865566443,15,5.372000000000002,4921,536,0,0.0,23422.39866113479,False,-0.6693399735473679,4,5.883000000000001,-5024.0,600,0,0.0,26219.102978882227,False,-0.8392534495140931,0,0.2,69957,0,461,1.0,28374.21870824249,False,0.3115139086960511,0,0.2,69882,1,461,1.0,28377.727141422765,False,0.310372261771118,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,75534,0,42,0.2,2394.0000000000005,False,-0.08471604260851932,0.4,380968,0.0,0.0,12,0,0,1,9,13.486213615881136,6,7,37,95.0,106.0,7,27,37,322,1.2242058850824833,136.09726746659726
90,37,0,0,0,10.0,20,10.0,43.90664678604103,26,44.96153846153846,3.3268172989221108,14,1.7142857142857142,61.52692495130859,3,61.333333333333336,57.00000000000001,0,,16,2.646000000000001,62211,27,10,1.0,709.0664678604103,False,1.1511271526192266,0,0.2,20175,891,0,0.0,8910.0,False,-0.15317173800928313,5,5.407000000000002,4741,536,0,0.0,23533.96267731799,False,-0.6718095161300398,9,5.969000000000001,-30220.0,626,0,0.0,27485.560888061686,False,-1.327578917613701,0,0.2,70008,0,466,0.6,28671.5470273098,False,0.31462597826701116,0,0.2,69991,0,468,0.9,28794.60087721242,False,0.3153199981078932,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,75350,0,45,0.3,2565.0000000000005,False,-0.0858909975785192,0.35,356089,0.0,0.0,13,0,0,1,6,37.31092672997747,11,12,34,161.0,93.0,12,25,34,384,1.183861680328846,137.2811291469261
91,34,0,0,0,10.0,20,10.0,43.90664678604103,0,,3.2928991514819272,11,2.909090909090909,61.541341122724425,3,61.666666666666664,57.0,6,57.0,0,2.630000000000001,62121,26,20,1.0,1138.1329357208206,False,1.155408852255816,0,0.2,20065,902,0,0.0,9020.0,False,-0.15506274712050885,11,5.512000000000001,4295,536,0,0.0,23533.96267731799,False,-0.6806763153348112,0,5.96,-32637.0,626,0,0.0,27485.560888061686,False,-1.375630607474536,0,0.2,70129,0,465,0.1,28616.723622066856,False,0.31608469420856977,0,0.2,70023,0,477,1.0,29355.21971553955,False,0.3201878153584864,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,75507,0,42,0.3,2394.0,False,-0.08503811148354466,0.30000000000000004,353336,0.0,0.0,16,0,0,5,3,3.0,5,10,35,130.0,88.0,10,24,35,727,1.1105938693508506,138.39172301627696
92,35,0,0,1,10.0,20,10.0,43.90664678604103,0,,3.193174056502667,6,1.1666666666666667,61.53840623285069,2,61.5,56.99999999999999,8,57.0,0,2.630000000000001,61991,29,30,1.0,1607.1994035812309,False,1.159002912215596,0,0.2,19995,909,0,0.0,9090.0,False,-0.15626611655492523,6,5.561000000000002,4064,536,0,0.0,23533.96267731799,False,-0.685268760662843,0,5.96,-45245.61111111111,626,0,0.0,27485.560888061686,True,-1.626298820419091,0,0.2,70247,0,468,0.5,28799.974116974125,False,0.31935202248335465,0,0.2,70021,0,478,0.1,29415.35817930263,False,0.3206253170243978,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,75840,0,36,0.2,2051.9999999999995,False,-0.08310569823339257,0.225,385991,0.0,0.1,19,0,0,4,9,167.65446194580892,8,12,30,163.0,69.0,12,23,30,779,1.0531552527099848,139.44487826898694
93,30,0,0,0,10.0,20,10.0,43.90664678604103,0,,3.1374781985604443,3,1.0,61.548551817511544,5,61.6,56.99999999999999,7,57.0,0,2.630000000000001,61881,30,40,1.0,2056.265871441641,False,1.162940792013781,0,0.2,19905,918,0,0.0,9180.0,False,-0.15781330582774625,3,5.585000000000001,3953,536,0,0.0,23533.96267731799,False,-0.687475520106183,0,5.96,-45245.61111111111,626,0,0.0,27485.560888061686,True,-1.626298820419091,0,0.2,70367,0,469,0.3,28866.270802412913,False,0.32173907230908777,0,0.2,70206,0,475,0.0,29235.562113317985,False,0.32210762580908053,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,75931,0,34,0.5,1937.9999999999998,False,-0.0827001300203977,0.225,386076,0.0,0.1,21,0,0,4,7,373.984286877144,2,6,20,107.0,69.0,7,23,20,907,0.8420010590925813,140.28687932807952
94,20,0,0,0,10.0,20,10.0,43.809706325674455,17,43.0,3.0414719593760715,5,1.0,61.525570030176326,5,61.4,56.99999999999999,8,57.0,0,2.630000000000001,62492,32,33,1.0,1765.720308747257,False,1.1789534177195677,0,0.2,19825,926,0,0.0,9260.0,False,-0.15918858518136497,5,5.632000000000001,3029,553,0,0.0,24226.767598097973,False,-0.6989585725835192,0,5.96,-45245.61111111111,626,0,0.0,27424.87615987221,True,-1.6269020483334993,0,0.2,70548,0,470,0.4,28917.017914182874,False,0.3249557180256779,0,0.2,70327,0,474,0.1,29163.120194303578,False,0.3234290360851614,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,76080,0,31,0.5,1766.9999999999998,False,-0.08194267174024548,0.25,386134,0.0,0.1,19,0,0,2,3,3.0,0,2,17,36.0,54.0,2,18,17,1694,0.48300113808363676,140.76988046616316
95,17,0,0,0,10.0,20,10.0,43.95983059199429,12,45.75,2.982119815881685,3,1.0,61.50759699560935,3,61.333333333333336,56.999999999999986,10,57.0,0,2.630000000000001,62901,36,31,1.0,1722.754748351823,False,1.192277028508713,0,0.2,19765,932,0,0.0,9320.0,False,-0.160220044696579,3,5.657000000000002,2369,565,0,0.0,24837.304284476773,False,-0.7060108918044058,0,5.960000000000002,-45245.61111111111,626,0,0.0,27518.853950588426,True,-1.6259678754635567,0,0.2,70668,0,471,0.3,28970.078184932,False,0.3272396130251255,0,0.2,70388,0,473,0.0,29093.093378923222,False,0.3238340766461176,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,76466,0,24,0.3,1367.9999999999995,False,-0.07971801080720003,0.2,386390,0.0,0.1,20,0,0,0,4,4.0,0,0,11,0.0,51.0,0,17,11,1503,0.29566456750035286,141.0655450336635
96,11,0,0,0,10.0,0,,43.95983059199429,0,,2.971657151930216,1,2.0,61.524077026421324,1,62.0,56.99999999999999,8,57.0,0,2.630000000000001,62901,26,41,1.0,2062.353054271766,False,1.1981150602419075,0,0.2,19765,932,0,0.0,9320.0,False,-0.160220044696579,1,5.664000000000002,2333,565,0,0.0,24837.304284476773,False,-0.7067265975698134,0,5.960000000000002,-45245.61111111111,626,0,0.0,27518.853950588426,True,-1.6259678754635567,0,0.2,70668,0,471,0.0,28977.840279444445,False,0.3273001050488204,0,0.2,70448,0,473,0.1,29100.888433497286,False,0.3248300167827651,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,76860,0,17,0.1,968.9999999999999,False,-0.07739792205933224,0.15,386808,0.0,0.1,4,0,0,0,4,264.2361946259985,0,0,8,0.0,33.0,0,11,8,518,0.21749506145715714,141.28304009512067
97,8,0,0,0,10.0,0,,43.95983059199429,0,,2.971657151930216,0,,61.538388039362864,3,61.666666666666664,57.0,7,57.0,0,2.630000000000001,62901,16,51,1.0,2401.9513601917088,False,1.2039530919751025,0,0.2,19765,932,0,0.0,9320.0,False,-0.160220044696579,0,5.663000000000002,2333,565,0,0.0,24837.304284476773,False,-0.7067265975698134,0,5.960000000000002,-45245.61111111111,626,0,0.0,27518.853950588426,True,-1.6259678754635567,0,0.2,70668,0,471,0.0,28984.580766539908,False,0.3273526354199001,0,0.2,70633,0,470,0.0,28923.042378500548,False,0.32632752251083685,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,77074,0,13,0.3,741.0,False,-0.07620507437405317,0.1625,387207,0.0,0.1,5,0,0,0,0,0.0,0,0,6,0.0,24.0,0,8,6,584,0.19009711686521769,141.4731372119859
98,6,0,0,0,10.0,0,,43.95983059199429,0,,2.971657151930216,0,,61.538388039362864,0,,56.99999999999999,15,57.0,0,2.630000000000001,62901,6,61,1.0,2741.5496661116517,False,1.2097911237082972,0,0.2,19765,932,0,0.0,9320.0,False,-0.160220044696579,0,5.663000000000002,2333,565,0,0.0,24837.304284476773,False,-0.7067265975698134,0,5.960000000000002,-45245.61111111111,626,0,0.0,27518.853950588426,True,-1.6259678754635567,0,0.2,70668,0,471,0.0,28984.580766539908,False,0.3273526354199001,0,0.2,70633,0,470,0.0,28923.042378500548,False,0.32632752251083685,0,0.2,83833,0,0,0.0,0.0,False,0.0,2,3.0280000000000005,77790,0,0,0.0,0.0,False,-0.072083785621414,0.125,387923,0.0,0.1,6,0,0,0,2,2.0,0,0,4,0.0,18.0,0,6,4,741,0.1754949986934662,141.64863221067935
99,4,0,0,0,10.0,0,,43.895664576353994,10,43.0,2.971657151930216,0,,61.538388039362864,0,,57.0,9,57.0,0,2.630000000000001,63331,0,57,0.6,2502.0528808521776,False,1.2204581894593807,0,0.2,19765,932,0,0.0,9320.0,False,-0.160220044696579,0,5.663000000000002,1903,575,0,0.0,25240.007131403545,False,-0.7112722949164657,0,5.96,-45245.61111111111,626,0,0.0,27478.6860247976,True,-1.6263671590201256,0,0.2,70668,0,471,0.0,28984.580766539908,False,0.3273526354199001,0,0.2,70633,0,470,0.0,28923.042378500548,False,0.32632752251083685,0,0.2,83833,0,0,0.0,0.0,False,0.0,9,3.1160000000000005,77602,0,0,0.0,0.0,False,-0.07432633926973865,0.075,387735,0.0,0.1,2,0,0,0,5,5.0,0,0,0,0.0,12.0,0,4,0,430,0.15746877621859312,141.80610098689795
