index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,25,0,0,0,10.0,20,10.0,2.630071923448833,2,1.0,33.634787333335154,5,35.0,31.896810906583646,9,30.666666666666668,42.0,9,42.0,2,3.694000000000001,48117,802,0,0.0,8020.0,False,-0.19086351147881966,0,3.1790000000000007,49798,798,0,0.0,7980.0,False,-0.16508079412632135,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,93048,0,374,0.2,12579.410462667347,False,0.17484335727858735,8,4.735000000000001,101817,0,0,0.0,0.0,False,-0.09038361891829114,0,3.251000000000001,110800,0,5,0.5,159.48405453291824,False,-0.00941856784117015,9,6.914000000000002,122779,491,0,0.0,15661.33415513257,False,-0.12917019210466335,0,1.1,145904,33,246,1.0,11384.59475991726,False,0.010756534940350693,0.2125,757708,0.0,0.0,9,0,0,7,7,6.75,18,25,28,194.0,142.0,11,14,28,375,3.8341112890047953,315.7138668092666
80,28,0,0,0,10.0,20,10.0,2.747935081792023,10,3.5,33.15300844717179,1,12.0,31.731867311110175,21,30.714285714285715,42.0,9,42.0,5,3.742000000000001,47957,808,0,0.0,8080.0,False,-0.19288142433602906,5,3.2290000000000005,49573,812,0,0.0,8120.0,False,-0.16748676714837868,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,93025,0,383,1.0,12697.602235266797,False,0.17527025472045552,5,4.777000000000001,101865,0,0,0.0,0.0,False,-0.08995479478978684,11,3.361000000000001,110734,0,1,0.1,31.731867311110175,False,-0.010578859563175108,9,6.995000000000002,122465,501,0,0.0,15897.665522866198,False,-0.13047590219269456,0,1.1,145439,34,256,1.0,11830.883488577747,False,0.009143981279804153,0.2625,756503,0.0,0.0,9,0,0,9,10,9.2,20,29,27,234.0,98.0,14,14,27,262,4.1539154420024715,319.8677822512691
81,27,0,0,0,10.0,20,10.0,2.791269211857132,9,3.111111111111111,33.24625772971652,5,34.0,32.255687719320115,4,50.0,42.0,8,42.0,9,3.827000000000001,47642,821,0,0.0,8210.0,False,-0.19676202598450865,0,3.2240000000000006,49503,819,0,0.0,8190.0,False,-0.16803005137916582,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,93167,0,387,0.9,12866.301741400293,False,0.1779472392873211,0,4.772000000000001,101695,0,5,0.5,161.27843859660058,False,-0.0907531293503466,3,3.380000000000001,110817,0,0,0.0,0.0,False,-0.009979094823735416,8,7.066000000000002,122163,505,0,0.0,16289.122298256658,False,-0.1311844599112677,0,1.1000000000000003,145439,24,266,1.0,11946.136505263683,False,0.009528201547054275,0.3,755871,0.0,0.0,9,0,0,14,6,5.75,20,34,28,251.0,57.0,18,9,28,370,4.935210678027943,324.80299292929703
82,28,0,0,0,10.0,20,10.0,2.882266608049656,10,3.5,33.59098109853561,10,35.0,32.31059854242704,10,33.0,42.0,9,42.0,10,3.9180000000000006,47337,831,0,0.0,8310.0,False,-0.2007202396659578,0,3.224000000000001,49403,829,0,0.0,8290.0,False,-0.16880617170886175,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,93482,0,387,1.0,12999.70968513328,False,0.1824615611628857,5,4.822000000000002,101655,0,5,0.5,161.5529927121352,False,-0.09110925638004483,0,3.377000000000001,110642,0,5,0.5,161.5529927121352,False,-0.010820872153625689,9,7.1480000000000015,122036,505,0,0.0,16316.852263925653,False,-0.13193877884851732,0,1.1,145109,24,276,1.0,12367.45436501825,False,0.008732504233873943,0.375,755109,0.0,0.0,10,0,0,9,6,5.5,21,30,32,217.0,83.0,14,14,32,550,4.458245817979332,329.26123874727637
83,32,0,0,0,10.0,20,10.0,2.8557917045531096,1,1.0,33.59098109853561,0,,33.07776046866699,31,36.096774193548384,42.0,10,42.0,0,3.9080000000000004,47217,843,0,0.0,8430.0,False,-0.20165158406159292,1,3.2340000000000004,49302,837,0,0.0,8370.0,False,-0.16975303851109075,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,93481,0,388,0.1,13033.300666231815,False,0.18264837066390596,20,5.017000000000001,101700,0,0,0.0,0.0,False,-0.09142887773152036,1,3.387000000000001,110897,0,0,0.0,0.0,False,-0.00926438794289492,10,7.2390000000000025,121886,505,0,0.0,16704.26903667683,False,-0.13164735657815613,0,1.1,143990,45,286,1.0,13500.499221090015,False,0.005048902945967192,0.1375,753918,0.0,0.0,8,0,0,13,6,4.966666666666667,19,32,28,282.0,105.0,17,15,28,200,4.642779017973226,333.9040177652496
84,28,0,0,0,10.0,20,10.0,2.7190116780907765,8,1.625,33.72970089484891,5,35.0,33.555469604239455,4,50.0,42.0,12,42.0,3,3.9380000000000006,47052,853,0,0.0,8530.0,False,-0.2034366608198935,5,3.2830000000000004,49102,847,0,0.0,8470.0,False,-0.1720813995001785,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,93643,0,391,0.8,13188.313049885925,False,0.1854809532954438,0,4.997000000000001,101525,0,5,0.5,167.77734802119727,False,-0.09224285137660947,4,3.426000000000001,110941,0,0,0.0,0.0,False,-0.008871299158432648,12,7.349,121475,509,0,0.0,17079.734028557883,False,-0.13313597531534274,0,1.1000000000000003,143990,35,296,1.0,13606.441436148381,False,0.005402083689979414,0.2875,753173,0.0,0.0,8,0,0,13,9,9.0,17,30,24,206.0,88.0,14,14,24,375,4.430266048992053,338.33428381424164
85,24,0,0,0,10.0,20,10.0,2.5806027565489145,12,1.8333333333333333,33.72970089484891,0,,32.772111988416206,18,27.22222222222222,42.0,15,42.0,0,3.935000000000001,46952,863,0,0.0,8630.0,False,-0.20421278114958943,12,3.398000000000001,48722,857,0,0.0,8570.0,False,-0.17720379367617156,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,93621,2,401,1.0,13530.77126434751,False,0.18724585036986724,7,5.067000000000001,101444,0,0,0.0,0.0,False,-0.09371593975020995,6,3.4820000000000007,110984,0,0,0.0,0.0,False,-0.008487144209980882,15,7.487000000000002,120915,514,0,0.0,16844.86556204593,False,-0.13765271543426283,0,1.1000000000000003,143749,38,306,1.0,14097.340255559815,False,0.005431749783508229,0.25,751832,0.0,0.0,8,0,0,13,14,13.583333333333332,14,27,18,172.0,79.0,12,12,18,200,3.6833030999987386,342.0175869142404
86,18,0,0,0,10.0,20,10.0,2.5806027565489145,0,,33.756353479290006,5,34.0,32.636735713346184,9,30.666666666666668,42.0,8,42.0,0,3.935000000000001,46872,871,0,0.0,8710.0,False,-0.20483367741334615,0,3.386000000000001,48602,869,0,0.0,8690.0,False,-0.17813513807180664,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,93791,0,398,0.2,13435.028684757423,False,0.18869023750950528,5,5.110000000000002,101159,0,5,0.5,163.18367856673092,False,-0.095533154901251,4,3.516000000000001,111024,0,0,0.0,0.0,False,-0.008129790769560634,8,7.552000000000002,120813,514,0,0.0,16775.282156659938,False,-0.13856476348432845,0,1.1,143473,37,316,1.0,14479.559221393809,False,0.004865748856183154,0.2125,751179,0.0,0.0,9,0,0,4,5,5.0,17,21,28,99.0,72.0,6,12,28,370,4.443792606005445,346.4613795202458
87,28,0,0,0,10.0,20,10.0,2.57232134727649,1,2.0,33.97988186195187,10,35.0,32.14649809230587,12,27.0,42.0,11,42.0,1,3.9450000000000007,46742,882,0,0.0,8820.0,False,-0.20599785790789005,0,3.386000000000001,48512,878,0,0.0,8780.0,False,-0.17883364636853297,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,94139,0,389,0.1,13218.174044299276,False,0.19152360647810446,3,5.135000000000002,100995,0,5,0.5,160.73249046152935,False,-0.09700925326325548,4,3.5520000000000014,110889,0,5,0.5,160.73249046152935,False,-0.00861787977530722,11,7.654000000000003,120472,518,0,0.0,16651.88601181444,False,-0.14124972159573274,0,1.1,143345,35,326,1.0,14817.127433230706,False,0.005137673713789872,0.2625,750539,0.0,0.0,11,0,0,14,7,6.75,15,29,30,223.0,151.0,15,13,30,614,4.634027989988681,351.0954075102345
88,30,0,0,0,10.0,20,10.0,2.5240152497548403,2,1.0,33.97988186195187,0,,33.22707106744319,8,50.0,42.0,11,42.0,2,3.964000000000001,46590,893,0,0.0,8930.0,False,-0.2075035313475001,0,3.3860000000000006,48422,887,0,0.0,8870.0,False,-0.1795321546652593,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,94137,0,391,0.2,13286.13380802318,False,0.1919018249167584,0,5.1320000000000014,100995,0,5,0.0,166.13535533721597,False,-0.09698511910886236,3,3.5780000000000007,111166,0,0,0.0,0.0,False,-0.006861186056068755,11,7.753000000000001,119953,525,0,0.0,17444.212310407675,False,-0.14206872675433996,0,1.1,143295,26,336,1.0,14975.903847753523,False,0.005333617302472733,0.15,750003,0.0,0.0,7,0,0,13,7,6.166666666666667,15,28,28,204.0,114.0,13,17,28,200,4.160658275010064,355.2560657852446
89,28,0,0,0,10.0,20,10.0,2.331076276245102,13,1.4615384615384615,34.07249633225345,5,35.0,32.37027693006645,16,26.0,42.0,11,42.0,5,4.012000000000001,46395,902,0,0.0,9020.0,False,-0.20983189233658786,8,3.466000000000001,48138,898,0,0.0,8980.0,False,-0.1830867857752666,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,94293,3,396,1.0,13499.701776401102,False,0.19500970844904505,11,5.242000000000001,100807,0,5,0.5,161.85138465033225,False,-0.09868381642463267,0,3.5750000000000006,111166,0,0,0.0,0.0,False,-0.006861186056068755,11,7.852000000000002,119587,529,0,0.0,17123.876496005152,False,-0.1455769103964944,0,1.1000000000000003,143079,28,346,1.0,15438.367754041861,False,0.005435175166658413,0.3125,748910,0.0,0.0,10,0,0,8,9,8.916666666666668,21,29,32,199.0,95.0,13,15,32,575,4.255061867996119,359.5111276532407
90,32,0,0,0,10.0,20,10.0,2.281513641329068,22,2.1363636363636362,34.07249633225345,0,,33.18694414063353,15,39.8,42.0,6,42.0,7,4.077,46173,911,0,0.0,9110.0,False,-0.2125793583037114,15,3.608000000000001,47648,909,0,0.0,9090.0,False,-0.18983903264362106,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,94246,15,406,1.0,13867.656215514839,False,0.1966297053688462,10,5.331000000000001,100996,0,0,0.0,0.0,False,-0.09771829828291671,0,3.5750000000000006,111166,0,0,0.0,0.0,False,-0.006861186056068755,6,7.901000000000002,119221,535,0,0.0,17755.015115238937,False,-0.14591315310655564,0,1.1,142782,27,356,1.0,15848.047491797106,False,0.004820704652517717,0.25,747677,0.0,0.0,8,0,0,14,9,8.166666666666668,18,32,31,291.0,84.0,19,13,31,200,4.617362304008566,364.12848995724926
91,31,0,0,0,10.0,20,10.0,2.329184495743409,10,2.7,34.06585334098751,5,34.0,33.52633508635595,50,34.36,42.0,10,42.0,6,4.130000000000001,45924,923,0,0.0,9230.0,False,-0.21551309314996198,4,3.633000000000001,47500,917,0,0.0,9170.0,False,-0.19151545255576424,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,94389,15,411,1.0,14036.003490582018,False,0.19931643382088382,34,5.661000000000001,100622,0,5,0.5,167.63167543177974,False,-0.10031075600160913,16,3.7350000000000008,111054,0,0,0.0,0.0,False,-0.007861775689245449,7,7.965000000000002,118935,539,0,0.0,18070.694611545856,False,-0.1467676516286984,0,1.1,141390,63,363,1.0,17358.159110440425,False,0.0005739287467259854,0.3125,745259,0.0,0.0,11,0,0,15,9,9.0,18,33,33,251.0,103.0,17,14,33,496,4.882980118971318,369.0114700762206
92,33,0,0,0,10.0,20,10.0,2.4659600642900585,9,3.6666666666666665,34.15217348051713,5,35.0,33.52633508635595,0,,42.0,20,42.0,7,4.194000000000001,45719,930,0,0.0,9300.0,False,-0.2181519022709281,2,3.6490000000000005,47330,930,0,0.0,9300.0,False,-0.19314530524812568,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,94531,14,416,1.0,14241.827608795185,False,0.20221295035595713,0,5.627000000000002,100622,0,5,0.0,167.63167543177974,False,-0.10031075600160913,0,3.7190000000000007,110879,0,5,0.5,167.63167543177974,False,-0.008676400041847129,12,8.078000000000001,118728,539,0,0.0,18070.694611545856,False,-0.14814780804642574,0,1.1000000000000003,141726,53,365,1.0,17106.895759576866,False,0.001976543206819684,0.3125,744980,0.0,0.0,12,0,0,9,8,8.0,24,33,39,275.0,123.0,17,16,39,711,4.482842476980295,373.49431255320087
93,39,0,0,0,10.0,20,10.0,2.5557238232925235,7,3.5714285714285716,34.15217348051713,0,,32.6768698240723,12,21.666666666666668,42.0,20,42.0,4,4.227000000000001,45545,939,0,0.0,9390.0,False,-0.22015429272154355,3,3.6770000000000014,47175,941,0,0.0,9410.0,False,-0.1946975459075175,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,94506,11,426,1.0,14576.938864756514,False,0.2038989217822724,5,5.6770000000000005,100587,0,0,0.0,0.0,False,-0.10137223721121374,0,3.719000000000001,110979,0,3,0.0,98.0306094722169,False,-0.008093918695516027,7,8.136000000000001,118384,551,0,0.0,18004.955273063835,False,-0.1506605572862797,0,1.1000000000000003,142272,43,362,1.0,16609.10540243511,False,0.003957466520989438,0.25,744893,0.0,0.0,14,0,0,12,6,5.5,22,34,35,327.0,139.0,20,19,35,846,5.005483926041052,378.4997964792419
94,35,0,0,0,10.0,20,10.0,2.5836135448920388,10,2.8,34.21142995421076,10,34.5,32.121736676786696,14,26.142857142857142,42.0,6,42.0,8,4.303000000000001,45275,950,0,0.0,9500.0,False,-0.223491610139236,2,3.694000000000001,47043,950,0,0.0,9500.0,False,-0.1960479952811884,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,94823,11,426,1.0,14602.488909487594,False,0.2077990923521512,10,5.772000000000002,99977,0,10,1.0,321.21736676786696,False,-0.10538702553840713,1,3.7290000000000005,111136,0,0,0.0,0.0,False,-0.0071292011363839405,6,8.189000000000002,118122,555,0,0.0,17827.563855616616,False,-0.1529987936778948,0,1.1,142102,43,372,1.0,17005.234677101827,False,0.004144585310007916,0.375,743923,0.0,0.0,9,0,0,14,8,7.25,18,32,45,219.0,163.0,17,18,45,545,4.998245604976546,383.49804208421847
95,45,0,0,0,10.0,20,10.0,2.42794820930922,24,1.9166666666666667,34.21142995421076,0,,32.121736676786696,0,,41.99999999999999,6,42.0,7,4.365000000000001,45015,961,0,0.0,9610.0,False,-0.22667370349098925,17,3.862000000000001,46518,959,0,0.0,9590.0,False,-0.2034987504462692,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,94777,25,436,1.0,14976.882165268622,False,0.2094689912083912,0,5.762000000000001,99977,0,10,0.0,321.21736676786696,False,-0.10538702553840713,0,3.728,111136,0,0,0.0,0.0,False,-0.0071292011363839405,6,8.243,118056,555,0,0.0,17827.563855616616,False,-0.15343884355021367,0,1.1,142102,33,382,1.0,17104.01731033396,False,0.004473898076228513,0.25,743026,0.0,0.0,7,0,0,17,8,8.0,23,40,34,381.0,190.0,24,21,34,200,5.697457457019482,389.19549954123795
96,34,0,0,0,10.0,20,10.0,2.5085290370010793,5,4.0,34.21142995421076,0,,30.205950891332307,20,16.0,42.0,6,42.0,0,4.358000000000001,44915,971,0,0.0,9710.0,False,-0.22744982382068515,5,3.895000000000001,46328,969,0,0.0,9690.0,False,-0.20567188736941774,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,94757,20,446,1.0,15308.468340318019,False,0.2111932512969109,10,5.862000000000002,99907,0,0,0.0,0.0,False,-0.10744724569835797,0,3.728,111136,0,0,0.0,0.0,False,-0.0071292011363839405,6,8.297,117830,565,0,0.0,17066.362253602754,False,-0.1574833072628139,0,1.1,141942,33,392,1.0,17460.796379413965,False,0.004596508869051758,0.25,742260,0.0,0.0,10,0,0,18,4,4.0,15,33,27,231.0,111.0,17,17,27,360,5.002957487013191,394.19845702825114
97,27,0,0,0,10.0,20,10.0,2.5888966707071956,5,4.0,34.25735965513628,10,34.5,30.71255232531674,13,36.61538461538461,42.0,8,42.0,0,4.3580000000000005,44765,986,0,0.0,9860.0,False,-0.22861400431522905,5,3.940000000000001,46188,974,0,0.0,9740.0,False,-0.20745696412771836,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,95082,15,446,1.0,15317.615856251388,False,0.2150910415607268,4,5.892000000000002,99777,0,5,0.5,153.5627616265837,False,-0.10792269211487758,9,3.818000000000001,110855,0,5,0.5,153.5627616265837,False,-0.00895365679049,8,8.371,117526,569,0,0.0,17475.442273105225,False,-0.15814644902053823,0,1.1000000000000003,141666,32,402,1.0,17866.801674410137,False,0.004109804692565553,0.375,741304,0.0,0.0,10,0,0,13,7,7.0,14,27,29,230.0,128.0,13,14,29,545,4.501907832978759,398.7003648612299
98,29,0,0,0,10.0,20,10.0,2.6686096903307677,5,4.0,34.25735965513628,0,,30.235662407576122,11,23.818181818181817,42.0,12,42.0,5,4.408,44605,993,0,0.0,9930.0,False,-0.2305543051394688,0,3.935000000000001,46058,987,0,0.0,9870.0,False,-0.20846592055632304,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,95062,10,456,1.0,15648.04209964545,False,0.2168084425316688,1,5.898000000000001,99835,0,0,0.0,0.0,False,-0.1080904818911144,0,3.8090000000000006,111020,0,0,0.0,0.0,False,-0.008165526113602658,12,8.483,117315,569,0,0.0,17204.091909910814,False,-0.1604578788599014,0,1.1,141404,33,412,1.0,18301.776859450012,False,0.003813021673956507,0.25,740744,0.0,0.0,9,0,0,15,7,6.2,17,32,29,259.0,169.0,16,13,29,382,4.847848446981516,403.5482133082114
99,29,0,0,0,10.0,20,10.0,2.604917267878205,15,2.2666666666666666,34.368958081117086,10,35.0,30.984461485635286,11,40.72727272727273,42.0,9,42.0,2,4.423000000000001,44433,1006,0,0.0,10060.0,False,-0.23221520264501808,13,4.065,45687,994,0,0.0,9940.0,False,-0.21368144917187962,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,95378,15,456,1.0,15711.318644007564,False,0.22091987749844805,7,5.967000000000001,99614,0,5,0.5,154.92230742817642,False,-0.10937283440497,4,3.8490000000000006,110889,0,5,0.5,154.92230742817642,False,-0.008643833386512693,9,8.561000000000002,116985,573,0,0.0,17754.09643126902,False,-0.16082457201393152,0,1.1,141156,30,422,1.0,18653.533844569058,False,0.003332157126371181,0.375,739587,0.0,0.0,9,0,0,19,11,11.0,16,35,35,302.0,96.0,19,10,35,550,5.777354470978025,409.32556777918944
100,35,0,0,0,10.0,20,10.0,2.5630010954444935,17,2.3529411764705883,34.368958081117086,0,,30.671294787697274,23,28.782608695652176,42.0,13,42.0,17,4.591000000000001,43886,1018,0,0.0,10180.0,False,-0.2397746146562563,0,4.0520000000000005,45607,1002,0,0.0,10020.0,False,-0.21430234543563634,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,95338,22,466,1.0,16072.32048990034,False,0.2225815484181726,3,5.990000000000001,99637,0,0,0.0,0.0,False,-0.10985938142119463,10,3.9450000000000007,110986,0,0,0.0,0.0,False,-0.008469276537959869,13,8.682000000000002,116350,581,0,0.0,17820.022271652117,False,-0.1648386074700062,0,1.1000000000000003,140890,35,432,1.0,19217.495317569403,False,0.0034387074454085126,0.25,738139,0.0,0.0,11,0,0,17,12,11.25,20,37,33,349.0,111.0,22,13,33,432,5.467396313033532,414.792964092223
101,33,0,0,0,10.0,20,10.0,2.620383094056848,6,3.5,34.368958081117086,0,,31.073457481804386,20,34.0,42.0,11,42.0,1,4.5840000000000005,43815,1023,0,0.0,10230.0,False,-0.24048864535957654,5,4.102,45367,1017,0,0.0,10170.0,False,-0.21686354252363285,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,95317,18,476,1.0,16406.790942304757,False,0.2243110375754238,10,6.0870000000000015,99427,0,0,0.0,0.0,False,-0.11173548698340094,10,4.035,111039,0,0,0.0,0.0,False,-0.007995783229403041,11,8.779,115877,587,0,0.0,18240.119541819175,False,-0.16659181526633293,0,1.1000000000000003,140510,39,442,1.0,19775.86484179037,False,0.0027665296793314776,0.25,736797,0.0,0.0,7,0,0,16,11,11.0,19,35,31,298.0,132.0,19,14,31,200,10.014491285954136,424.8074553781771
102,31,0,0,0,10.0,20,10.0,2.652404368300943,11,2.909090909090909,34.41758115839795,5,35.0,31.741117096350557,25,35.72,42.0,11,42.0,6,4.643000000000002,43575,1034,0,0.0,10340.0,False,-0.24336029057945144,5,4.147,45192,1026,0,0.0,10260.0,False,-0.21888145538084225,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,95460,19,481,1.0,16605.252220187132,False,0.22717584159346177,25,6.327000000000001,99023,0,5,0.5,158.7055854817528,False,-0.11463583189432279,0,4.025,111039,0,0,0.0,0.0,False,-0.007995783229403041,11,8.878,115501,591,0,0.0,18759.00020394318,False,-0.16736896780320712,0,1.1,139817,50,452,1.0,20571.05585481753,False,0.0007969431696175671,0.3125,735052,0.0,0.0,8,0,0,18,9,9.0,17,35,35,304.0,98.0,20,11,35,375,5.776762310997583,430.5842176891747
103,35,0,0,0,10.0,20,10.0,2.5647526229948134,5,1.0,34.41758115839795,0,,33.040777417206655,12,50.0,42.0,20,42.0,0,4.637000000000001,43485,1043,0,0.0,10430.0,False,-0.24405879887617776,5,4.192000000000001,44977,1037,0,0.0,10370.0,False,-0.2213650404358692,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,95455,14,491,1.0,16934.93888549532,False,0.22906627058149423,1,6.312000000000002,99284,0,0,0.0,0.0,False,-0.11301302553290332,6,4.085000000000001,111089,0,0,0.0,0.0,False,-0.007549091428877732,10,8.967000000000002,115097,596,0,0.0,19692.303340655166,False,-0.16695124333872782,0,1.1,139887,47,452,1.0,20536.91653860871,False,0.0011498521119351064,0.25,734719,0.0,0.0,10,0,0,15,9,8.166666666666668,19,34,32,306.0,133.0,19,16,32,620,6.210704031982459,436.79492172115715
104,32,0,0,0,10.0,20,10.0,2.5454632345825225,3,2.0,34.46351174001889,5,35.0,32.187292030085736,8,16.0,42.0,20,42.0,3,4.667000000000002,43335,1052,0,0.0,10520.0,False,-0.2456886515685392,0,4.187,44867,1048,0,0.0,10480.0,False,-0.2222187727985347,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,95624,7,496,1.0,17111.720065691447,False,0.23211036772767374,8,6.391000000000001,99100,0,0,0.0,0.0,False,-0.11465685135883645,0,4.079000000000001,110914,0,5,0.5,160.93646015042867,False,-0.00839362275916864,4,8.997000000000002,115057,596,0,0.0,19183.6260499311,False,-0.1689137233888804,0,1.1,140431,45,446,1.0,20180.42814135386,False,0.0035885005012364227,0.3125,734773,0.0,0.0,14,0,0,13,4,4.0,16,29,27,236.0,116.0,16,16,27,1047,5.118114379991312,441.91303610114846
105,27,0,0,0,10.0,20,10.0,2.7382010041472213,20,3.5,34.46351174001889,0,,31.827275082732786,13,27.846153846153847,42.0,20,42.0,3,4.694000000000001,43162,1063,0,0.0,10630.0,False,-0.24752029554662155,17,4.357000000000001,44375,1057,0,0.0,10570.0,False,-0.22915728854601616,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,95554,17,506,1.0,17485.08635752006,False,0.23349035147668976,0,6.383000000000001,99100,0,0,0.0,0.0,False,-0.11465685135883645,8,4.159000000000001,110964,0,0,0.0,0.0,False,-0.008665820930191005,11,9.103000000000002,114718,605,0,0.0,19255.501425053335,False,-0.1709343678115075,0,1.1000000000000003,140609,39,447,1.0,20015.26372822658,False,0.004224691225760897,0.25,733927,0.0,0.0,12,0,0,11,10,9.88888888888889,19,30,30,237.0,111.0,15,12,30,778,4.022854768962134,445.9358908701106
106,30,0,0,0,10.0,20,10.0,2.6883737032930317,5,1.8,34.07054731932504,6,30.333333333333332,30.91204850759314,10,18.0,42.0,20,42.0,4,4.731000000000002,42982,1073,0,0.0,10730.0,False,-0.24953820840383092,1,4.350000000000001,44254,1067,0,0.0,10670.0,False,-0.23025937941418437,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,95727,12,510,1.0,17408.239617295287,False,0.23508195719478245,10,6.4830000000000005,98708,0,6,0.6,185.47229104555885,False,-0.11733042555860793,0,4.151000000000001,110964,0,0,0.0,0.0,False,-0.008665820930191005,10,9.192000000000002,114385,615,0,0.0,19010.909832169782,False,-0.17397001716137905,0,1.1,141029,29,447,1.0,19670.4494067202,False,0.005875497245421728,0.325,733494,0.0,0.0,12,0,0,18,7,7.0,16,34,29,294.0,93.0,19,11,29,802,4.939293399977032,450.87518427008763
