index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
81,22,0,0,0,10.0,5,10.0,13.335707409191674,1,10.0,22.002185933078263,38,23.473684210526315,36.153735480341176,14,61.0,47.00000000000001,14,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.7570000000000006,25055,805,0,0.0,8050.0,False,-0.19188550785049327,6,1.9160000000000001,67058,0,1,0.1,22.002185933078263,False,0.09232900802877107,32,12.688000000000004,4868,112,0,0.0,1493.5992298294675,False,-0.9085537522000857,0,0.2,75021,448,358,1.0,22800.0165999812,False,0.12188451942037855,0,9.164000000000001,24182,530,0,0.0,11661.15854453148,False,-0.6103881598262315,0,1.5140000000000002,101653,13,72,1.0,3853.9985612444357,False,0.0011888927827233965,14,6.901000000000001,64334,1013,0,0.0,36623.73404158561,False,-0.20115732119824847,0.2625,398896,0.0,0.0,4,0,0,12,13,13.0,10,22,20,225.0,82.0,14,8,20,904,1.2219064660021104,146.84292155998992
82,20,0,0,0,10.0,5,10.0,13.335707409191674,0,,21.645235966110228,6,11.0,35.56050765495905,6,20.5,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.7560000000000007,25005,810,0,0.0,8100.0,False,-0.19258024176740307,0,1.9100000000000004,67058,0,1,0.0,21.645235966110228,False,0.09232610127008228,6,12.716000000000003,4704,112,0,0.0,1493.5992298294675,False,-0.9112247619720727,0,0.2,74955,444,368,1.0,22696.751585977872,False,0.12035745914670448,6,9.224,23999,530,0,0.0,11471.97506203842,False,-0.613991749779063,0,1.5140000000000002,102123,3,72,1.0,3490.6815229648773,False,0.003975958721811372,10,6.987000000000002,64040,1019,0,0.0,36236.157300403276,False,-0.2058722111582431,0.25,398609,0.0,0.0,6,0,0,6,8,8.0,7,13,19,214.0,96.0,13,7,19,520,1.2153359879739583,148.05825754796388
83,19,0,0,0,10.0,14,10.0,13.230149462855668,1,10.0,22.09092431172561,9,30.333333333333332,35.26027432868571,3,21.0,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.7660000000000005,24852,824,0,0.0,8240.0,False,-0.1948867583715437,8,1.9900000000000002,67000,0,1,0.1,22.09092431172561,False,0.09138510524683811,0,12.71,4704,112,0,0.0,1481.7767398398348,False,-0.9113210363205224,0,0.2,74870,439,378,1.0,23026.299469090744,False,0.12139305398464753,3,9.248000000000001,23730,534,0,0.0,11796.553582461476,False,-0.6153770278425753,0,1.514,102452,0,68,0.3,3196.0,False,0.005731849947321109,13,7.107000000000002,63708,1022,0,0.0,36036.0003639168,False,-0.21004861747432846,0.17500000000000002,398041,0.0,0.0,8,0,0,5,9,8.75,8,13,21,211.0,86.0,13,6,21,469,1.178433852037415,149.2366914000013
84,21,0,0,0,10.0,10,10.0,13.120432136689002,1,10.0,23.221779005333698,11,39.45454545454545,32.830888314084625,23,19.0,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.775,24739,834,0,0.0,8340.0,False,-0.19663748784215646,8,2.0620000000000003,67077,0,1,0.1,23.221779005333698,False,0.09264838582251905,2,12.730000000000002,4640,112,0,0.0,1469.4883993091682,False,-0.9124634495170264,0,0.2,74765,433,388,1.0,22793.414975174324,False,0.11851837531918115,23,9.475,22470,541,0,0.0,12562.98244188553,False,-0.6267591232092797,0,1.5140000000000002,102788,2,66,1.0,3167.6617766281693,False,0.008842619526122789,8,7.174000000000002,63378,1033,0,0.0,33914.30762844942,False,-0.22349233194250073,0.2625,396582,0.0,0.0,8,0,0,8,14,13.75,5,13,17,194.0,69.0,13,8,17,664,1.493058411986567,150.72974981198786
85,17,0,0,0,10.0,13,10.0,13.006947786654937,1,10.0,21.450156473455298,14,2.2142857142857144,34.279121976930455,12,51.0,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.7840000000000003,24596,847,0,0.0,8470.0,False,-0.1988050576629151,0,2.0540000000000003,67067,0,2,0.1,42.900312946910596,False,0.09264576802074027,14,12.868000000000002,4051,112,0,0.0,1456.778152105353,False,-0.9221597870349727,0,0.2,75283,437,389,1.0,22708.29682792591,False,0.1246903678206844,3,9.482000000000001,22389,541,0,0.0,11604.534652139317,False,-0.6340317358231689,0,1.514,102803,1,64,1.0,3042.2791219769306,False,0.008381642237726436,8,7.246000000000002,63197,1036,0,0.0,35513.17036809995,False,-0.2175146661506716,0.2625,396111,0.0,0.0,11,0,0,2,8,8.0,8,10,21,146.0,92.0,10,7,21,1243,1.247399644984398,151.97714945697226
86,21,0,0,0,10.0,10,10.0,13.006947786654937,0,,20.680875654783,19,14.631578947368421,33.96646621236637,19,31.736842105263158,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.7830000000000004,24496,857,0,0.0,8570.0,False,-0.20019452549673475,0,2.0540000000000003,67067,0,2,0.0,41.361751309566,False,0.09263323901717889,19,13.044,3574,112,0,0.0,1456.778152105353,False,-0.9299285166766665,0,0.2,75300,446,394,1.0,22606.458229705568,False,0.1242500404358291,14,9.619000000000002,22025,541,0,0.0,11188.353729237604,False,-0.6414583956716845,0,1.5140000000000002,102576,10,66,1.0,3441.6646621236637,False,0.008117694608019069,12,7.358000000000001,62961,1036,0,0.0,35189.25899601156,False,-0.22136124672080396,0.25,394724,0.0,0.0,8,0,0,4,8,8.0,7,11,25,178.0,105.0,11,10,25,771,1.496449087979272,153.47359854495153
87,25,0,0,0,10.0,8,10.0,12.890159177682099,1,10.0,21.69005927476978,16,31.250000000000004,32.24481356502951,22,21.363636363636363,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.793,24403,865,0,0.0,8650.0,False,-0.20166736140058358,8,2.1340000000000003,67199,0,1,0.1,21.69005927476978,False,0.09462288321885004,6,13.085000000000003,3367,112,0,0.0,1443.6978279003952,False,-0.9334063694796385,0,0.2,75098,447,401,1.0,22625.626735398924,False,0.12175217270354478,19,9.795000000000002,21089,546,0,0.0,11842.7723640243,False,-0.6493614837728197,0,1.514,103145,2,63,1.0,3025.489627130059,False,0.011606221073151492,7,7.416000000000003,62432,1056,0,0.0,34050.52312467116,False,-0.23197790809384014,0.2625,393458,0.0,0.0,9,0,0,10,14,13.5,6,16,26,247.0,87.0,16,9,26,754,1.6196096309577115,155.09320817590924
88,26,0,0,0,10.0,12,10.0,13.375602047402232,2,19.0,20.745966604166114,30,16.0,33.463175674381105,16,44.5,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,2,2.8120000000000007,24275,877,0,0.0,8770.0,False,-0.2035570376545783,4,2.1660000000000004,67206,0,0,0.0,0.0,False,0.09456026058631922,25,13.329000000000002,2729,114,0,0.0,1524.8186334038544,False,-0.9431366560797732,0,0.2,75208,467,401,1.0,23107.099849572398,False,0.1263053007164062,6,9.836000000000002,20907,546,0,0.0,11327.297765874699,False,-0.6550699854224563,0,1.5140000000000002,103119,2,61,1.0,2933.926351348762,False,0.010912390419926893,8,7.489000000000002,62198,1062,0,0.0,35537.892566192735,False,-0.2270513712644252,0.25,392367,0.0,0.0,11,0,0,9,8,7.8,8,17,23,291.0,87.0,17,9,23,1274,1.5560971130034886,156.64930528891273
89,23,0,0,0,10.0,13,10.0,13.264014017219123,2,12.0,20.837157248267083,42,21.19047619047619,32.967444049089075,6,21.0,47.00000000000001,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,2,2.8300000000000005,24122,890,0,0.0,8900.0,False,-0.20600250104210088,0,2.1620000000000004,67196,0,1,0.1,20.837157248267083,False,0.09456707782775454,42,13.724000000000002,1407,115,0,0.0,1525.361611980199,False,-0.9646631790555358,0,0.2,74318,499,411,1.0,23947.360971060883,False,0.12020563513254798,6,9.89,20729,546,0,0.0,11377.087857553826,False,-0.6570575354556949,0,1.5140000000000002,103735,0,51,0.4,2397.0000000000005,False,0.014271629759223638,6,7.541000000000003,62035,1066,0,0.0,35143.295356328956,False,-0.23053396408010599,0.1875,390267,0.0,0.0,10,0,0,5,11,11.0,8,13,17,221.0,90.0,13,10,17,788,1.4264235409791581,158.0757288298919
90,17,0,0,0,10.0,8,10.0,13.264014017219123,0,,20.53291020490981,17,17.235294117647058,33.87043572765351,20,40.0,47.000000000000014,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.8280000000000003,24042,898,0,0.0,8980.0,False,-0.2071140753091566,8,2.2420000000000004,67148,0,0,0.0,0.0,False,0.0936156351791531,8,13.762000000000002,1107,115,0,0.0,1525.361611980199,False,-0.9695491725408778,0,0.2,74823,502,411,1.0,24228.270006930317,False,0.12858467913938565,10,9.984000000000002,20251,550,0,0.0,11293.100612700397,False,-0.6638078940394875,0,1.5140000000000002,103898,5,47,1.0,2378.352178638268,False,0.01575704001971001,6,7.5950000000000015,61658,1071,0,0.0,36275.23666431691,False,-0.22870740179824997,0.25,389652,0.0,0.0,11,0,0,3,7,6.75,6,9,18,162.0,69.0,9,8,18,1348,1.2181450800271705,159.29387390991906
91,18,0,0,0,10.0,11,10.0,13.264014017219123,0,,20.804277376264885,11,25.272727272727273,33.57982379906216,3,20.0,47.000000000000014,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.8280000000000003,23932,909,0,0.0,9090.0,False,-0.2086424899263582,5,2.2840000000000003,67191,0,0,0.0,0.0,False,0.09431596091205212,6,13.814000000000004,919,115,0,0.0,1525.361611980199,False,-0.9726110617916922,0,0.2,74779,498,421,1.0,24497.63595278508,False,0.12976189085565146,3,10.004000000000001,19933,555,0,0.0,11546.373943827011,False,-0.6662920997518758,0,1.514,104368,0,42,0.5,1974.0000000000007,False,0.018345786172032825,10,7.689000000000003,61426,1074,0,0.0,36064.73076019276,False,-0.23196723875526662,0.1875,389273,0.0,0.0,8,0,0,4,9,9.0,6,10,18,157.0,69.0,10,8,18,580,1.2686217380105518,160.5624956479296
92,18,0,0,0,10.0,11,10.0,13.264014017219123,0,,21.0340270327534,8,26.0,32.024757604482474,16,19.5,47.000000000000014,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.8280000000000003,23822,920,0,0.0,9200.0,False,-0.21017090454355983,4,2.3190000000000004,67227,0,0,0.0,0.0,False,0.09490228013029316,4,13.848,795,115,0,0.0,1525.361611980199,False,-0.9746306057656335,0,0.2,74755,492,431,1.0,24151.411827646618,False,0.1272030573504946,16,10.161,19197,559,0,0.0,11758.02111130915,False,-0.6744728092785521,0,1.5140000000000002,104660,0,38,0.4,1786.0000000000005,False,0.02025962477164426,12,7.799000000000002,60968,1086,0,0.0,34778.88675846797,False,-0.24260858734320553,0.175,388149,0.0,0.0,8,0,0,5,8,8.0,6,11,19,181.0,66.0,11,7,19,486,1.3538089100038633,161.91630455793347
93,19,0,0,0,10.000000000000002,12,10.0,13.123260113820615,1,10.0,21.656615428088653,4,47.0,32.57150534470868,10,39.7,47.000000000000014,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.838000000000001,23689,932,0,0.0,9320.000000000002,False,-0.2121995275809365,4,2.3550000000000004,67257,0,1,0.1,21.656615428088653,False,0.09556723628198781,0,13.844000000000001,795,115,0,0.0,1509.1749130893706,False,-0.9747624192745165,0,0.2,75050,482,436,1.0,24639.664966631717,False,0.13420179254486259,5,10.195,18859,563,0,0.0,12192.674486013912,False,-0.676039344129622,0,1.514,105041,0,31,0.2,1457.0000000000005,False,0.02235228162424969,11,7.897000000000002,60412,1094,0,0.0,35633.2268471113,False,-0.243853838565243,0.1625,387828,0.0,0.0,10,0,0,8,9,9.0,5,13,21,180.0,48.0,13,6,21,838,1.36853663000511,163.28484118793858
94,21,0,0,0,10.000000000000002,12,10.0,12.980453515044712,1,10.0,22.408391228998973,15,29.933333333333334,33.403548293016,22,38.18181818181818,47.000000000000014,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.8470000000000004,23556,944,0,0.0,9440.000000000002,False,-0.21422815061831318,8,2.4310000000000005,67343,0,1,0.1,22.408391228998973,False,0.09697400970056183,6,13.904,591,115,0,0.0,1492.7521542301417,False,-0.9782186306658783,0,0.2,75399,483,436,1.0,25387.20001936148,False,0.14358448449580358,12,10.31,18303,567,0,0.0,12705.557826842418,False,-0.6799280959416709,0,1.5140000000000002,105490,0,22,0.1,1034.0000000000002,False,0.02464792135863209,10,7.986000000000001,59419,1115,0,0.0,37244.95634671284,False,-0.24566266010655233,0.15000000000000002,386826,0.0,0.0,9,0,0,4,12,11.75,7,11,26,198.0,75.0,11,10,26,1200,1.4671773579902947,164.75201854592888
95,26,0,0,0,10.000000000000002,9,10.0,12.836355412893015,1,10.0,16.81345981793608,72,5.263888888888889,36.056249829280844,15,59.666666666666664,47.00000000000002,13,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.8560000000000008,23453,953,0,0.0,9530.000000000002,False,-0.21583993330554396,0,2.423000000000001,67333,0,2,0.1,33.62691963587216,False,0.09690249934556891,72,14.618000000000004,-4643,115,0,0.0,1476.1808724826967,False,-1.0635978756312483,0,0.2,75915,545,431,1.0,24703.57927719521,False,0.1458457477229931,0,10.298,18303,567,0,0.0,9533.231716769758,False,-0.7005190588536597,0,1.514,104937,0,31,1.0,1457.0000000000007,False,0.021347033066878025,12,8.096000000000002,58882,1120,0,0.0,40382.99980879454,False,-0.23568729129592716,0.2625,380905,0.0,0.0,8,0,0,10,13,13.0,7,17,25,236.0,102.0,17,9,25,1032,1.5409329599933699,166.29295150592225
96,25,0,0,0,10.000000000000004,12,10.0,12.691755191415876,1,10.0,16.81345981793608,0,,35.74786373871693,15,33.0,47.000000000000014,18,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.8650000000000007,23320,965,0,0.0,9650.000000000004,False,-0.21786855634292066,0,2.423000000000001,67323,0,3,0.1,50.44037945380825,False,0.09687655032128496,0,14.546000000000003,-5014,115,0,0.0,1459.5518470128256,False,-1.0697756364249769,0,0.2,76220,535,436,1.0,24581.269592676384,False,0.14901125241897115,10,10.398000000000001,18013,567,0,0.0,9533.231716769758,False,-0.7042837280820324,0,1.5140000000000002,104867,0,31,0.5,1457.0000000000005,False,0.020670423460954792,13,8.214000000000002,58429,1130,0,0.0,40395.08602475013,False,-0.24000751024701017,0.2,379883,0.0,0.0,8,0,0,7,7,7.0,8,15,22,216.0,120.0,15,10,22,660,1.5329273240058683,167.82587882992812
97,22,0,0,0,10.000000000000004,9,10.0,12.54745329790334,1,10.0,17.717648194166106,9,37.666666666666664,35.74786373871693,0,,47.000000000000014,9,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.8740000000000006,23217,974,0,0.0,9740.000000000004,False,-0.21948033903015146,6,2.4830000000000005,67420,0,1,0.1,17.717648194166106,False,0.09818988312861703,0,14.546000000000003,-5415,115,0,0.0,1442.9571292588842,False,-1.0764417171884455,0,0.2,75881,534,446,1.0,25404.771363152453,False,0.14995567662239365,0,10.388000000000002,18013,567,0,0.0,10045.906526092182,False,-0.7009560538082085,0,1.5140000000000002,104867,0,31,0.0,1457.0000000000005,False,0.020670423460954792,9,8.291,58279,1130,0,0.0,40395.08602475013,False,-0.24145738797398852,0.1375,378987,0.0,0.0,3,0,0,8,7,6.25,7,15,20,205.0,126.0,15,7,20,90,1.479471058002673,169.3053498879308
98,20,0,0,0,10.000000000000002,8,10.0,12.54745329790334,0,,17.6468058156319,5,15.0,34.39679286438562,12,19.333333333333332,47.000000000000014,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.8730000000000007,23137,982,0,0.0,9820.000000000002,False,-0.22059191329720718,4,2.5170000000000003,67347,0,0,0.0,0.0,False,0.09685667752442997,0,14.546000000000003,-5848,115,0,0.0,1442.9571292588842,False,-1.083493834452289,0,0.2,75848,529,454,1.0,24951.304236900345,False,0.14658391471661356,10,10.488000000000001,17723,567,0,0.0,10005.738897463287,False,-0.704981443442574,0,1.5140000000000002,104825,0,33,0.2,1551.0000000000005,False,0.02071875271852074,10,8.382000000000001,57923,1140,0,0.0,39212.343865399605,False,-0.25061453615801926,0.15,377680,0.0,0.0,4,0,0,9,5,4.8,3,12,21,167.0,104.0,12,8,21,122,1.2976409460534342,170.60299083398422
99,21,0,0,0,10.000000000000002,10,10.0,12.404243599636827,1,10.0,17.66458256957553,33,17.757575757575758,35.092986669745656,7,48.142857142857146,47.000000000000014,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.883000000000001,23024,992,0,0.0,9920.000000000002,False,-0.22234264276781993,8,2.5930000000000004,67385,0,1,0.1,17.66458256957553,False,0.09761941842483378,25,14.796000000000003,-7070,115,0,0.0,1426.4880139582351,False,-1.1035302278993628,0,0.2,75741,548,459,1.0,25787.872129540647,False,0.1506248840062614,2,10.498000000000001,17485,571,0,0.0,10086.476647227628,False,-0.7075470152194697,0,1.514,104825,0,33,0.0,1551.0000000000005,False,0.02071875271852074,10,8.472000000000001,57418,1147,0,0.0,40251.65571019827,False,-0.25047287418831843,0.1375,375533,0.0,0.0,5,0,0,11,10,10.0,2,13,22,193.0,89.0,13,8,22,395,1.2209708399605006,171.82396167394472
100,22,0,0,0,10.000000000000002,8,10.0,12.262896047042846,1,10.0,17.78469942308508,15,19.266666666666666,35.297429567914484,12,37.416666666666664,47.000000000000014,12,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.892000000000001,22931,1000,0,0.0,10000.000000000002,False,-0.22381547867166876,3,2.615,67452,0,1,0.1,17.78469942308508,False,0.09871160178683301,11,14.881000000000004,-7957,115,0,0.0,1410.2330454099272,False,-1.1181088514217432,0,0.2,75945,549,464,1.0,26141.80730278603,False,0.15557045969717803,7,10.566,17081,575,0,0.0,10226.202168273921,False,-0.7118846572315797,0,1.5140000000000002,104825,0,33,0.0,1551.0000000000005,False,0.02071875271852074,12,8.582,56765,1159,0,0.0,40909.720869212884,False,-0.2536042951699118,0.1375,373767,0.0,0.0,4,0,0,8,10,9.75,3,11,21,183.0,108.0,11,11,21,385,1.9381060270243324,173.76206770096906
101,21,0,0,0,10.000000000000002,7,10.0,12.262896047042846,0,,18.68231777543452,24,25.416666666666668,33.1976251433548,19,19.63157894736842,47.000000000000014,7,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.8910000000000005,22861,1007,0,0.0,10070.000000000002,False,-0.2247881061553425,7,2.6820000000000004,67549,0,0,0.0,0.0,False,0.10014657980456027,16,15.030000000000003,-9090,115,0,0.0,1410.2330454099272,False,-1.1365616201513848,0,0.2,75586,559,471,1.0,26079.497078988006,False,0.15050561506249352,16,10.719000000000003,16357,579,0,0.0,10817.061991976587,False,-0.7174481904145252,0,1.514,104825,0,33,0.0,1551.0000000000005,False,0.02071875271852074,7,8.64,56297,1178,0,0.0,39106.80241887195,False,-0.2668412846937764,0.125,371110,0.0,0.0,4,0,0,4,11,10.75,5,9,23,162.0,110.0,9,12,23,133,1.1515474120387807,174.91361511300784
102,23,0,0,0,10.000000000000002,9,10.0,12.124140439814301,1,10.0,19.28593509926944,4,47.0,36.80150794640043,19,61.0,47.000000000000014,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.901000000000001,22758,1016,0,0.0,10160.000000000002,False,-0.22639988884257328,4,2.7150000000000003,67579,0,1,0.1,19.28593509926944,False,0.1007922307418507,0,15.014000000000001,-9817,115,0,0.0,1394.2761505786445,False,-1.1485319531711837,0,0.2,76745,549,462,1.0,27590.27504073592,False,0.17535748157087916,0,10.703000000000003,16169,583,0,0.0,11243.700162874084,False,-0.7171195077183892,0,1.5140000000000002,103971,4,43,1.0,2168.2060317856026,False,0.015447026454399453,10,8.733,55821,1183,0,0.0,43536.183900591706,False,-0.2500353581652681,0.2625,369951,0.0,0.0,7,0,0,9,6,6.0,4,13,23,213.0,120.0,13,10,23,1249,1.34836244804319,176.26197756105103
103,23,0,0,0,10.000000000000002,8,10.0,11.988652006234341,1,10.0,20.539342099503937,8,47.0,39.586831095394835,18,60.0,47.000000000000014,8,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.9100000000000006,22665,1024,0,0.0,10240.000000000002,False,-0.22787272474642212,7,2.781000000000001,67666,0,1,0.1,20.539342099503937,False,0.10221937574999601,0,15.014000000000003,-10602,115,0,0.0,1378.6949807169492,False,-1.161443851948559,0,0.2,77637,543,454,1.0,29125.284077339893,False,0.19690053534466126,0,10.703000000000003,15981,587,0,0.0,12056.593812408812,False,-0.7142837144796396,0,1.514,102891,12,53,1.0,2966.041973144739,False,0.008863788690686698,8,8.803,55699,1183,0,0.0,46831.22118585209,False,-0.23528992148500308,0.2625,368662,0.0,0.0,6,0,0,8,6,5.75,4,12,27,182.0,107.0,12,11,27,1160,1.302838379982859,177.56481594103388
104,27,0,0,0,10.000000000000002,13,10.0,11.988652006234341,0,,20.01682016658291,11,12.454545454545455,39.0228855070351,4,20.0,47.00000000000001,13,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.9090000000000007,22535,1037,0,0.0,10370.000000000002,False,-0.22967903293038766,0,2.7740000000000005,67713,0,0,0.0,0.0,False,0.10281758957654723,10,15.114000000000003,-11730,115,0,0.0,1378.6949807169492,False,-1.179815187453445,0,0.2,77547,543,464,1.0,28975.752225718803,False,0.1947616070316155,4,10.743,15822,588,0,0.0,11769.89025795075,False,-0.7182087297619771,0,1.5140000000000002,102891,2,63,1.0,3039.045771014071,False,0.009216610625738527,13,8.925,55361,1187,0,0.0,46320.165096850666,False,-0.2410268754320604,0.25,366864,0.0,0.0,4,0,0,5,6,6.0,8,13,15,232.0,117.0,13,14,15,177,1.1782506759627722,178.74306661699666
105,15,0,0,0,10.000000000000002,13,10.0,11.857039367741676,1,10.0,20.01682016658291,0,,37.16611985708122,13,19.307692307692307,47.00000000000001,16,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.9190000000000005,22392,1050,0,0.0,10500.000000000002,False,-0.23184660275114632,0,2.774000000000001,67703,0,1,0.1,20.01682016658291,False,0.10281772654858778,0,15.104000000000003,-12668,115,0,0.0,1363.5595272902926,False,-1.1952153132956818,0,0.2,77547,533,474,1.0,28285.70596104519,False,0.19028264851649443,13,10.869000000000002,15405,588,0,0.0,11769.89025795075,False,-0.7236220644800164,0,1.5140000000000002,102990,0,64,0.4,3008.0000000000005,False,0.01002348801917705,13,9.042000000000002,54918,1198,0,0.0,44525.0115887833,False,-0.2539846912785829,0.1875,365012,0.0,0.0,7,0,0,4,7,7.0,0,4,12,57.0,78.0,4,11,12,271,0.5940805849968456,179.3371472019935
106,12,0,0,0,10.000000000000002,8,10.0,11.857039367741676,0,,20.39573979527715,10,26.2,35.15045984822951,16,19.5,47.00000000000001,15,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.918,22312,1058,0,0.0,10580.000000000002,False,-0.23295817701820204,8,2.8540000000000005,67642,0,0,0.0,0.0,False,0.10166123778501629,1,15.114000000000003,-13716,115,0,0.0,1363.5595272902926,False,-1.2122837172044765,0,0.2,77470,529,484,1.0,27802.168918244697,False,0.1861445173320483,16,11.016000000000004,14668,592,0,0.0,12074.277958804074,False,-0.7312137945347124,0,1.5140000000000002,103319,0,57,0.0,2679.0000000000005,False,0.011613520593096649,8,9.109,54483,1214,0,0.0,42672.658255750626,False,-0.2671416228203474,0.125,362903,0.0,0.0,7,0,0,2,8,8.0,0,2,8,36.0,60.0,2,10,8,456,0.4436868560151197,179.78083405800862
107,8,0,0,0,10.000000000000002,0,,11.857039367741676,0,,20.360056407731747,9,19.77777777777778,36.90142642558266,10,59.0,47.00000000000001,13,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.918,22312,1058,0,0.0,10580.000000000002,False,-0.23295817701820204,3,2.8760000000000003,67669,0,0,0.0,0.0,False,0.10210097719869707,6,15.173000000000002,-15003,115,0,0.0,1363.5595272902926,False,-1.2332446292565937,0,0.2,78020,525,484,1.0,28549.320004041176,False,0.19813402225076066,0,11.000000000000002,14530,595,0,0.0,12114.23356260039,False,-0.7327459136293982,0,1.514,103319,0,57,0.0,2679.0000000000005,False,0.011613520593096649,13,9.231000000000002,53636,1224,0,0.0,45167.34594491318,False,-0.26327195866440567,0.125,361208,0.0,0.0,2,0,0,2,8,8.0,0,2,8,21.0,33.0,2,6,8,590,0.4263029199792072,180.20713697798783
