index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,15,0,0,0,10.0,20,10.0,2.3667642490567258,3,1.6666666666666667,33.40833678734155,0,,58.17666946131308,0,,50.0,20,50.0,2,2.443000000000001,31092,843,0,0.0,8430.0,False,-0.22897012578616352,1,2.730000000000001,31046,757,0,0.0,7570.0,False,-0.23936495457721874,0,0.3350000000000001,74551,0,157,0.3,5245.108875612623,False,0.23066153881908985,0,1.4420000000000002,59671,48,0,0.0,113.60468395472284,False,-0.04754018813922468,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.1350000000000002,95647,0,6,0.0,349.0600167678785,False,0.06251142118761575,11,7.240000000000001,86758,296,0,0.0,17220.294160548674,False,-0.1805874668751023,0,1.5590000000000004,110348,0,86,0.0,4300.0,False,-0.03340607976904439,0.0375,580607,0.0,0.0,6,0,0,8,6,6.0,10,18,19,121.0,51.0,8,7,19,650,1.199165283003822,126.8427104561124
80,19,0,0,0,10.0,20,10.0,2.393903139117909,1,4.0,33.68827249758859,6,36.5,58.17666946131308,0,,50.0,20,50.0,1,2.451000000000001,30940,856,0,0.0,8560.0,False,-0.2308700209643606,0,2.7290000000000005,30976,764,0,0.0,7640.0,False,-0.24012928022361985,0,0.3350000000000001,74752,0,153,0.1,5154.3056921310545,False,0.23314281596047656,1,1.4520000000000002,59653,48,0,0.0,114.90735067765964,False,-0.04781684167601411,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.1350000000000002,95428,0,12,0.6,698.120033535757,False,0.06201831829113677,13,7.359000000000003,86501,296,0,0.0,17220.294160548674,False,-0.18279563624255202,0,1.5590000000000006,110698,0,79,0.0,3950.0,False,-0.03190246249548915,0.0875,580442,0.0,0.0,8,0,0,6,5,5.0,13,19,25,150.0,83.0,10,9,25,755,1.4109564219834283,128.25366687809583
81,25,0,0,0,10.0,20,10.0,2.443206211434598,3,3.3333333333333335,33.04944345407458,2,14.0,57.285872509316306,7,43.714285714285715,49.99999999999999,20,50.0,2,2.4700000000000006,30832,862,0,0.0,8620.0,False,-0.23257337526205452,1,2.7390000000000008,30814,778,0,0.0,7780.0,False,-0.24213836477987422,0,0.3350000000000001,74756,0,155,0.3,5122.6637353815595,False,0.2329543106681781,1,1.461,59635,48,0,0.0,117.2738981488607,False,-0.04808501253289906,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.1350000000000002,95706,0,7,0.2,401.00110756521417,False,0.0634536121017321,9,7.436000000000002,86062,303,0,0.0,17357.619370322842,False,-0.1859776116958962,0,1.5590000000000004,111248,0,68,0.0,3399.9999999999995,False,-0.029539635351330917,0.0625,580547,0.0,0.0,11,0,0,8,6,6.0,16,24,19,189.0,79.0,14,11,19,1070,1.4326295340433717,129.6862964121392
82,19,0,0,0,10.0,20,10.0,2.415688431857482,1,1.0,33.04944345407458,0,,58.23325474888377,9,69.0,49.999999999999986,20,50.0,1,2.4780000000000006,30707,872,0,0.0,8720.0,False,-0.23421121593291405,0,2.738000000000001,30714,788,0,0.0,7880.0,False,-0.24323025856044725,0,0.3350000000000001,74755,0,156,0.1,5155.713178835634,False,0.2332018783494844,0,1.4600000000000002,59635,48,0,0.0,115.95304472915913,False,-0.04809554414255401,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,2,2.1550000000000002,96219,0,0,0.0,0.0,False,0.06691874390135723,14,7.567000000000002,85776,303,0,0.0,17644.676188911784,False,-0.18720174166604325,0,1.5590000000000004,110927,0,71,0.9,3549.999999999999,False,-0.03165329163301428,0.125,580227,0.0,0.0,6,0,0,8,5,4.222222222222222,10,18,21,135.0,74.0,9,10,21,500,1.4800193730043247,131.16631578514352
83,21,0,0,0,10.0,20,10.0,2.427810654479776,1,3.0,33.70678843614368,5,41.0,55.78111631878385,11,33.45454545454545,50.0,20,50.0,0,2.4770000000000008,30587,884,0,0.0,8840.0,False,-0.23552148846960166,1,2.7480000000000007,30611,796,0,0.0,7960.0,False,-0.24460604472396924,0,0.3350000000000001,74957,0,152,0.1,5123.4318422938395,False,0.23616571658210028,0,1.4600000000000002,59635,48,0,0.0,116.53491141502926,False,-0.04809090472328509,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,11,2.263000000000001,95752,0,5,0.5,278.90558159391924,False,0.06328675586353412,7,7.623000000000001,85543,305,0,0.0,17013.240477229076,False,-0.1919163796451933,0,1.5590000000000004,111361,0,67,0.9,3350.0,False,-0.028783530665200282,0.1875,579940,0.0,0.0,9,0,0,10,5,5.0,12,22,22,154.0,55.0,13,8,22,1055,1.591660043981392,132.75797582912492
84,22,0,0,0,10.0,20,10.0,2.393141840309675,14,2.2857142857142856,34.520291931002994,11,38.54545454545455,58.363737977866904,10,84.2,50.0,20,50.0,6,2.537000000000001,30341,894,0,0.0,8940.0,False,-0.23980171208944795,8,2.8270000000000004,30301,806,0,0.0,8060.0,False,-0.250283892382949,0,0.3350000000000001,75335,4,152,1.0,5256.656940873694,False,0.2432558081046874,1,1.4700000000000002,59617,48,0,0.0,114.8708083348644,False,-0.048391213315992436,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,5,2.302000000000001,95900,1,10,1.0,618.1576717096721,False,0.06680873365402766,11,7.726000000000001,84577,314,0,0.0,18326.21372505021,False,-0.1945757491233902,0,1.5590000000000004,111743,0,59,0.1,2950.0,False,-0.027219768700702834,0.2625,579308,0.0,0.0,9,0,0,7,9,8.555555555555555,15,22,19,156.0,75.0,12,10,19,1128,1.2783319830195978,134.0363078121445
85,19,0,0,0,10.0,20,10.0,2.5362621329136577,3,5.0,34.520291931002994,0,,58.46006687658675,1,68.0,49.99999999999999,20,50.0,1,2.541000000000001,30214,905,0,0.0,9050.0,False,-0.2413740391334731,2,2.8390000000000004,30165,815,0,0.0,8150.0,False,-0.2522711390635919,0,0.3350000000000001,75320,0,159,0.7,5488.726417029476,False,0.2448669761679303,0,1.4690000000000003,59617,48,0,0.0,121.74058237985557,False,-0.04833643829131495,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.2970000000000006,95968,0,10,0.1,584.6006687658676,False,0.06737670023932109,12,7.835000000000001,84355,314,0,0.0,18356.46099924824,False,-0.19635325125338002,0,1.5590000000000004,112075,0,52,0.1,2599.9999999999995,False,-0.025870809203856135,0.11249999999999999,579208,0.0,0.0,7,0,0,3,5,5.0,14,17,24,125.0,97.0,8,11,24,668,1.1082736059906892,135.1445814181352
86,24,0,0,0,10.0,20,10.0,2.362641565042854,7,1.1428571428571428,34.93245721795613,4,41.0,58.46006687658675,0,,50.0,20,50.0,0,2.5400000000000005,30124,914,0,0.0,9140.0,False,-0.24235674353598882,7,2.9070000000000005,29864,826,0,0.0,8260.0,False,-0.2576432564640112,0,0.3350000000000001,75476,0,162,0.7,5659.058069308892,False,0.2487127690547521,0,1.4690000000000003,59617,48,0,0.0,113.40679512205699,False,-0.048402886386945544,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.297000000000001,95804,0,14,0.4,818.4409362722145,False,0.06685465790091484,10,7.923000000000001,84205,314,0,0.0,18356.46099924824,False,-0.1976420660592845,0,1.5590000000000004,112575,0,42,0.0,2100.0,False,-0.02372278452734865,0.1375,579159,0.0,0.0,8,0,0,11,5,5.0,12,23,24,214.0,81.0,15,9,24,864,1.5111811730312183,136.65576259116642
87,24,0,0,0,10.0,20,10.0,2.304989216855054,3,1.3333333333333333,35.08271028861147,6,36.5,60.05409896333333,9,76.0,50.00000000000001,15,50.0,1,2.5500000000000007,30010,923,0,0.0,9230.0,False,-0.2438635569531796,2,2.920000000000001,29704,837,0,0.0,8370.0,False,-0.25993623340321453,0,0.3350000000000001,75677,0,160,0.3,5613.233646177836,False,0.25155267701747624,1,1.4790000000000003,59599,48,0,0.0,110.63948240904259,False,-0.0487119912420144,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.2970000000000006,96269,0,11,0.6,660.5950885966666,False,0.07113565093917247,7,7.983000000000001,83842,317,0,0.0,19037.149371376665,False,-0.19783672704888616,0,1.5590000000000004,112561,0,40,0.6,2000.0000000000002,False,-0.024272678844534566,0.1875,579156,0.0,0.0,10,0,0,8,5,5.0,11,19,25,165.0,98.0,11,13,25,1489,1.259181176952552,137.91494376811897
88,25,0,0,0,10.0,20,10.0,2.1605388277074904,6,1.0,35.25129394803446,2,40.0,63.61881977572883,15,84.8,50.0,10,50.0,6,2.609000000000001,29780,930,0,0.0,9300.0,False,-0.2481219426974144,0,2.918,29574,850,0,0.0,8500.0,False,-0.2613556953179595,0,0.3350000000000001,75751,0,164,0.6,5781.212207477651,False,0.25407208062222053,0,1.4780000000000002,59599,48,0,0.0,103.70586372995953,False,-0.04876727532148525,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,4,2.3370000000000006,97245,0,2,0.2,127.23763955145766,False,0.07900091834223065,8,8.056000000000001,82526,331,0,0.0,21057.829345766244,False,-0.20046298804939489,0,1.5590000000000006,112593,0,39,0.1,1950.0,False,-0.024212534153592355,0.1125,578562,0.0,0.0,9,0,0,12,5,4.285714285714286,13,25,27,208.0,108.0,15,10,27,448,1.6460312270210125,139.56097499514
89,27,0,0,0,10.0,20,10.0,2.0473669232072957,11,1.5454545454545454,35.698985378772136,5,40.4,64.31822245471358,14,69.0,50.00000000000001,20,50.0,1,2.6130000000000004,29666,939,0,0.0,9390.0,False,-0.24962875611460517,10,3.0180000000000007,29189,861,0,0.0,8610.0,False,-0.2685621942697414,0,0.3350000000000001,75936,1,169,1.0,6035.175895935698,False,0.25904715348622775,0,1.4780000000000002,59599,48,0,0.0,98.2736123139502,False,-0.04881058849356593,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,12,2.4530000000000007,97361,0,5,0.5,321.5911122735679,False,0.08136471609306291,10,8.148000000000001,82380,331,0,0.0,21289.331632510195,False,-0.20072288921128742,0,1.5590000000000004,112127,4,39,1.0,2207.2728898188543,False,-0.027111195118747742,0.3125,577752,0.0,0.0,10,0,0,13,6,5.857142857142858,14,27,21,195.0,52.0,17,10,21,902,1.6932817840133794,141.25425677915337
90,21,0,0,0,10.0,20,10.0,1.9158817499541367,11,1.2727272727272727,36.16601406470586,5,41.0,62.603572140037215,7,38.857142857142854,50.00000000000001,20,50.0,8,2.6920000000000006,29369,947,0,0.0,9470.0,False,-0.2552410901467505,3,3.0380000000000003,28994,873,0,0.0,8730.0,False,-0.2715103074772886,0,0.3350000000000001,76127,2,174,1.0,6296.718210758729,False,0.26417833333938295,0,1.478,59599,48,0,0.0,91.96232399779856,False,-0.04886091052322796,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,2,2.4610000000000007,97318,0,5,0.5,313.0178607001861,False,0.08084038111361312,8,8.218,82193,332,0,0.0,20784.385950492357,False,-0.20449888323985554,0,1.5590000000000004,112540,0,37,1.0,1850.0000000000002,False,-0.02509752032031344,0.3125,577634,0.0,0.0,10,0,0,6,7,7.0,10,16,20,179.0,80.0,12,9,20,1125,1.12755356595153,142.3818103451049
91,20,0,0,0,10.0,20,10.0,1.9225234906417816,5,2.0,36.16601406470586,0,,62.6606472573452,1,68.0,50.000000000000014,11,50.0,5,2.7340000000000004,29159,956,0,0.0,9560.0,False,-0.25884433962264153,0,3.0350000000000006,28884,884,0,0.0,8840.0,False,-0.2727113906359189,0,0.3350000000000001,76117,0,181,0.7,6546.048545711761,False,0.2660068614211019,0,1.478,59599,48,0,0.0,92.28112755080552,False,-0.048858368595011886,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.459000000000001,97386,0,4,0.0,250.6425890293808,False,0.08124857285676722,11,8.32,81990,332,0,0.0,20803.334889438604,False,-0.20616167370027919,0,1.5590000000000004,112472,0,38,0.1,1900.0000000000005,False,-0.025466980564672725,0.09999999999999999,577101,0.0,0.0,6,0,0,6,4,4.0,9,15,22,145.0,100.0,10,10,22,268,1.0951873479643837,143.47699769306928
92,22,0,0,0,10.0,20,10.0,2.091557992200296,4,4.5,36.2837519962221,7,37.142857142857146,62.6606472573452,0,,50.00000000000001,13,50.0,1,2.7390000000000008,28987,971,0,0.0,9710.0,False,-0.26096261355695316,3,3.065,28766,889,0,0.0,8890.0,False,-0.2747423130677848,0,0.3350000000000001,76345,0,179,0.4,6494.791607323756,False,0.2692340143147215,1,1.4880000000000002,59581,48,0,0.0,100.39478362561421,False,-0.04908071581730204,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.459000000000001,97126,0,11,0.7,689.2671198307971,False,0.08079740929561116,12,8.429,81763,332,0,0.0,20803.334889438604,False,-0.20811208010654797,0,1.5590000000000004,112522,0,37,0.0,1850.0000000000002,False,-0.025252178097021977,0.1375,576584,0.0,0.0,7,0,0,7,7,7.0,9,16,21,171.0,79.0,11,11,21,496,1.6614408559980802,145.13843854906736
93,21,0,0,0,10.0,20,10.0,2.033825798848136,5,1.4,36.42070711882329,2,40.0,60.382847668530665,10,41.0,50.00000000000001,11,50.0,5,2.7880000000000007,28756,981,0,0.0,9810.0,False,-0.2649152690426275,0,3.0620000000000007,28666,899,0,0.0,8990.0,False,-0.2758342068483578,0,0.3350000000000001,76418,0,182,0.5,6628.568695625839,False,0.271464771369547,0,1.487,59581,48,0,0.0,97.62363834471051,False,-0.0491028110929475,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.459000000000001,97456,0,3,0.2,181.148543005592,False,0.08163947342658125,11,8.527000000000001,81173,342,0,0.0,20650.933902637487,False,-0.2138361405038515,0,1.5590000000000004,112522,0,37,0.0,1850.0000000000002,False,-0.025252178097021977,0.0875,576066,0.0,0.0,6,0,0,10,5,5.0,7,17,27,157.0,79.0,12,9,27,690,2.8853154060197994,148.02375395508716
94,27,0,0,0,10.0,20,10.0,2.2746099481445214,11,3.4545454545454546,36.74008328220671,10,38.3,60.382847668530665,0,,50.0,10,50.0,6,2.843000000000001,28553,988,0,0.0,9880.0,False,-0.2685840321453529,5,3.1120000000000005,28411,912,0,0.0,9120.0,False,-0.2799834032145353,0,0.3350000000000001,76749,1,183,1.0,6725.709850591973,False,0.2775176597505301,1,1.497,59563,48,0,0.0,109.18127751093704,False,-0.04929769827687459,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.459000000000001,97073,0,13,1.0,784.9770196908986,False,0.0807403587093659,10,8.616000000000001,81023,342,0,0.0,20650.933902637487,False,-0.21512495530975598,0,1.5590000000000004,112522,0,37,0.0,1850.0,False,-0.025252178097021977,0.25,575388,0.0,0.0,7,0,0,14,6,6.0,5,19,20,257.0,54.0,19,8,20,569,2.188470799010247,150.2122247540974
95,20,0,0,0,10.0,20,10.0,2.5634640040873657,2,11.0,26.68266916558794,39,13.025641025641026,58.374635139257755,5,24.0,50.0,13,50.0,0,2.8370000000000006,28463,997,0,0.0,9970.0,False,-0.2695667365478686,2,3.1270000000000007,28271,923,0,0.0,9230.0,False,-0.2818396226415094,0,0.3350000000000001,76727,0,186,0.3,4962.976464799357,False,0.2631119653064101,39,1.8860000000000001,58747,48,0,0.0,123.04627219619356,False,-0.06219963424551344,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.459000000000001,96685,29,18,1.0,1824.54083830869,False,0.08220161468946094,13,8.736,80798,342,0,0.0,19964.12521762615,False,-0.22000874152550065,0,1.5590000000000004,112402,0,42,0.5,2100.0,False,-0.02520921760349183,0.225,573587,0.0,0.0,6,0,0,10,5,5.0,2,12,21,145.0,70.0,12,8,21,320,1.819792755995877,152.03201751009328
96,21,0,0,0,10.0,20,10.0,2.6896675331253737,6,3.8333333333333335,26.68266916558794,0,,61.54495995153875,23,72.78260869565217,50.0,10,50.0,5,2.8870000000000005,28283,1004,0,0.0,10040.0,False,-0.2727332285115304,1,3.1350000000000007,28118,936,0,0.0,9360.0,False,-0.28376135569531796,0,0.3350000000000001,76704,0,192,0.6,5123.072479792884,False,0.264021691302627,0,1.8470000000000002,58747,48,0,0.0,129.10404159001794,False,-0.0621513336076957,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,5,2.509000000000001,98089,19,10,1.0,1122.4203136615583,False,0.09387707527755239,10,8.823,79089,360,0,0.0,22156.18558255395,False,-0.2252754387015881,0,1.5590000000000006,112282,0,47,0.5,2350.0,False,-0.02516625710996168,0.2625,572806,0.0,0.0,8,0,0,10,5,5.0,2,12,22,158.0,55.0,12,9,22,1754,1.9753287509665824,154.00734626105987
97,22,0,0,0,10.0,20,10.0,2.58099110947764,5,1.4,27.738176130248355,9,37.44444444444444,61.54495995153875,0,,50.0,6,50.0,0,2.8820000000000006,28183,1014,0,0.0,10140.0,False,-0.27382512229210343,5,3.1840000000000006,27887,946,0,0.0,9460.0,False,-0.2877140111809923,0,0.3350000000000001,77020,0,189,0.5,5242.515288616939,False,0.27001319817424085,1,1.8570000000000002,58729,48,0,0.0,123.8875732549267,False,-0.06247996640629798,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.504000000000001,97752,18,20,1.0,1730.1863693752452,False,0.09350985967231015,6,8.873000000000001,79022,360,0,0.0,22156.18558255395,False,-0.22585110931489208,0,1.5590000000000004,112282,0,47,0.0,2350.0,False,-0.02516625710996168,0.1875,572369,0.0,0.0,6,0,0,10,5,5.0,5,15,17,188.0,49.0,15,7,17,523,1.79237485001795,155.79972111107782
98,17,0,0,0,10.0,20,10.0,2.5405051110505403,4,2.0,27.573816880080994,1,14.0,57.15274330793477,34,45.0,50.0,8,50.0,4,2.922,28021,1020,0,0.0,10200.0,False,-0.2767077218728162,0,3.179000000000001,27747,960,0,0.0,9600.0,False,-0.28924266247379454,0,0.3350000000000001,77012,0,193,0.4,5321.746657855631,False,0.2705173632003033,1,1.8660000000000003,58711,48,0,0.0,121.94424533042593,False,-0.06278250135283275,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,14,2.6440000000000006,98512,9,10,1.0,819.6917850000766,False,0.09688909221702348,8,8.947000000000001,78911,360,0,0.0,20574.987590856515,False,-0.23359773688048174,0,1.5590000000000004,110752,24,57,1.0,4221.6658393904345,False,-0.03027139931181404,0.3,571160,0.0,0.0,5,0,0,6,6,5.411764705882353,4,10,18,144.0,51.0,10,7,18,200,1.1789827329921536,156.97870384406997
99,18,0,0,0,10.0,20,10.0,2.5682197505413487,1,4.0,28.348249675674776,5,40.0,57.15274330793477,0,,50.0,12,50.0,0,2.918000000000001,27931,1029,0,0.0,10290.0,False,-0.2776904262753319,1,3.1890000000000005,27615,971,0,0.0,9710.0,False,-0.290924178895877,0,0.3350000000000001,77208,0,189,0.1,5357.819188702532,False,0.27393052981790916,0,1.8650000000000002,58711,48,0,0.0,123.27454802598473,False,-0.0627718944009154,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.630000000000001,98312,4,20,1.0,1256.4478648613945,False,0.09709287603600085,12,9.059000000000001,78683,360,0,0.0,20574.987590856515,False,-0.23555673538545657,0,1.5590000000000004,110752,14,67,1.0,4150.138406311087,False,-0.030578684694417393,0.2625,570706,0.0,0.0,6,0,0,6,4,4.0,6,12,19,176.0,63.0,12,6,19,400,1.4064571899943985,158.38516103406437
100,19,0,0,0,10.0,20,10.0,2.7621090693439023,5,4.6,29.167611804492807,5,41.0,57.15274330793477,0,,50.0,10,50.0,4,2.9580000000000006,27747,1039,0,0.0,10390.0,False,-0.28061670160726765,1,3.198000000000001,27492,981,0,0.0,9810.0,False,-0.2925183438155136,0,0.3350000000000001,77390,0,189,0.5,5512.678631049141,False,0.278067571090666,0,1.8650000000000002,58711,48,0,0.0,132.58123532850732,False,-0.06269768904520472,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.630000000000001,98107,0,29,0.9,1657.4295559301083,False,0.09704287654090588,10,9.147,78533,360,0,0.0,20574.987590856515,False,-0.23684555019136108,0,1.5590000000000004,110752,4,77,1.0,4078.610973231739,False,-0.030885970077020746,0.3,570226,0.0,0.0,5,0,0,6,4,4.0,7,13,25,173.0,48.0,13,6,25,405,1.6818096609786153,160.06697069504298
101,25,0,0,0,10.0,20,10.0,2.3813077547235846,13,1.0,30.656254847826553,10,41.0,57.15274330793477,0,,50.0,11,50.0,8,3.0340000000000007,27407,1051,0,0.0,10510.0,False,-0.2867313067784766,5,3.2470000000000008,27279,989,0,0.0,9890.0,False,-0.2962962962962963,0,0.3350000000000001,77787,3,189,1.0,5801.176089503389,False,0.28669868830234413,0,1.8650000000000002,58711,48,0,0.0,114.30277222673206,False,-0.06284342939429166,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.630000000000001,97697,0,39,1.0,2228.9569890094563,False,0.09566528979092442,11,9.247,78364,360,0,0.0,20574.987590856515,False,-0.23829761487268014,0,1.5590000000000004,110752,0,81,0.4,4050.0,False,-0.031008884230062036,0.3,569491,0.0,0.0,7,0,0,8,7,7.0,8,16,19,220.0,72.0,16,9,19,610,1.6037066200515255,161.6706773150945
102,19,0,0,0,10.0,20,10.0,3.05549314697642,9,7.111111111111111,30.656254847826553,0,,56.014950311732704,10,42.9,50.0,20,50.0,0,3.0260000000000002,27297,1062,0,0.0,10620.0,False,-0.2879323899371069,9,3.3320000000000007,26994,998,0,0.0,9980.0,False,-0.30153738644304684,0,0.3350000000000001,77723,2,199,1.0,6106.705701011437,False,0.28811419175087655,0,1.8650000000000002,58711,48,0,0.0,146.66367105486816,False,-0.06258540503711697,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.630000000000001,98126,0,29,0.0,1624.4335590402484,False,0.09707061983855367,10,9.336000000000002,77785,370,0,0.0,20725.5316153411,False,-0.2426256954644841,0,1.5590000000000004,111252,0,71,0.0,3550.0,False,-0.028860859553554552,0.125,569382,0.0,0.0,9,0,0,8,4,4.0,4,12,18,162.0,81.0,12,7,18,1129,1.645447657967452,163.31612497306196
103,18,0,0,0,10.0,20,10.0,2.9539591089880997,5,1.8,30.426627264075005,1,14.0,57.1874557193586,15,66.0,50.00000000000001,20,50.0,4,3.066000000000001,27101,1072,0,0.0,10720.0,False,-0.29112071977638015,1,3.333000000000001,26869,1008,0,0.0,10080.0,False,-0.3031752271139064,0,0.3350000000000001,77714,0,206,0.7,6267.885216399451,False,0.2892558103015472,1,1.8750000000000002,58693,48,0,0.0,141.79003723142878,False,-0.06291130430056745,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.630000000000001,99102,0,15,0.1,857.8118357903791,False,0.10364261862298398,8,9.406,77674,370,0,0.0,21159.358616162684,False,-0.2417156762146535,0,1.5590000000000004,110862,5,69,1.0,3735.9372785967935,False,-0.031412982323489075,0.225,569509,0.0,0.0,8,0,0,6,5,5.0,4,10,8,128.0,23.0,10,8,8,1790,1.3018465759814717,164.61797154904343
104,8,0,0,0,10.0,20,10.0,2.902993320270122,12,2.6666666666666665,30.502946802637016,6,31.333333333333332,54.98001740555201,11,31.90909090909091,50.00000000000001,20,50.0,8,3.142,26762,1084,0,0.0,10840.0,False,-0.29721348707197764,4,3.3720000000000003,26696,1016,0,0.0,10160.0,False,-0.3060796645702306,0,0.3350000000000001,77856,2,211,1.0,6441.927761996951,False,0.2929079379514659,1,1.8840000000000001,58675,48,0,0.0,139.34367937296585,False,-0.0632178500743676,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,2.630000000000001,99265,0,10,0.6,549.8001740555201,False,0.1037423499404303,8,9.478,77562,370,0,0.0,20342.606440054245,False,-0.246186798927473,0,1.5590000000000006,111111,6,67,1.0,3679.8801044333127,False,-0.02951437413248454,0.325,569421,0.0,0.0,13,0,0,2,9,9.0,3,5,14,48.0,8.0,5,3,14,1325,1.096312670968473,165.7142842200119
105,14,0,0,0,10.0,20,10.0,2.9116961718051164,6,3.0,30.944579019513956,6,35.666666666666664,58.23631444329385,12,89.0,50.000000000000014,9,50.0,4,3.1740000000000004,26580,1093,0,0.0,10930.0,False,-0.3002052760307477,2,3.3880000000000003,26540,1027,0,0.0,10270.0,False,-0.3082852900069881,0,0.3350000000000001,78038,0,214,0.8,6622.139910175986,False,0.2972471248957565,1,1.8930000000000005,58657,48,0,0.0,139.76141624664558,False,-0.06350155945520859,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,2,2.650000000000001,100011,0,6,0.6,349.4178866597631,False,0.11090336360474011,9,9.56,76363,382,0,0.0,22246.272117338252,False,-0.24831048357475013,0,1.5590000000000004,111111,0,73,0.6,3650.000000000001,False,-0.029642740535803274,0.25,568794,0.0,0.0,6,0,0,5,6,5.166666666666666,5,10,20,159.0,40.0,10,4,20,400,1.2420548269874416,166.95633904699935
