index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,24,0,0,0,10.0,20,10.0,18.069923482416797,42,13.928571428571429,34.224632716778494,10,27.0,45.39370011305824,10,57.0,54.0,8,54.0,25,2.9520000000000013,25510,802,0,0.0,8020.0,False,-0.27120108628564377,0,0.24500000000000002,52477,7,87,1.0,1642.0833429702614,False,0.3158385797181862,0,0.2,64438,0,10,0.0,342.24632716778495,False,0.012761551274925812,0,1.1090000000000002,66428,219,97,1.0,7277.102616176792,False,0.09830788162220233,0,1.1900000000000002,88354,0,18,1.0,817.0866020350483,False,0.11310764958701727,0,11.585,-52067.5,246,0,0.0,8419.25964832751,True,-1.600151363453046,0,0.37100000000000005,113306,129,307,1.0,22433.78731458451,False,0.08945820274451219,8,7.201000000000003,81851,1020,0,0.0,46301.5741153194,False,-0.08133311993508456,0.5,492364,0.0,0.1,14,0,0,17,4,4.0,13,30,25,192.0,91.0,14,10,25,1525,1.591940346173942,157.67254841513932
80,25,0,0,0,10.0,20,10.0,18.72005353663245,11,28.0,32.876186692914104,30,27.0,45.83688233455116,5,58.0,54.0,20,54.0,0,2.9270000000000005,25410,812,0,0.0,8120.0,False,-0.2724355017899025,0,0.24500000000000002,52685,7,86,1.0,1679.9246041503907,False,0.3214408666109171,0,0.2,64438,0,10,0.0,328.76186692914104,False,0.01265586540425692,0,1.1090000000000002,66930,220,77,1.0,6649.878153413525,False,0.10126089939190794,0,1.1900000000000002,87834,20,23,1.0,1711.7720275529587,False,0.11219650644917405,0,11.585,-52067.5,246,0,0.0,8087.541926456869,True,-1.6022312809496957,0,0.37100000000000005,113630,119,311,1.0,22248.58899781159,False,0.09148274247061017,14,7.333000000000001,81210,1025,0,0.0,46982.80439291494,False,-0.0839612049514649,0.5,492137,0.0,0.1,14,0,0,13,5,5.0,18,31,19,185.0,108.0,14,11,19,1932,1.5035290261730552,159.17607744131237
81,19,0,0,0,10.0,20,10.0,18.72005353663245,0,,32.01030560413704,25,27.0,46.71825289923025,10,58.0,54.0,18,54.0,0,2.9270000000000005,25330,820,0,0.0,8200.0,False,-0.2734230341933095,0,0.24500000000000002,52565,9,96,1.0,1887.125139516715,False,0.3210359849341652,0,0.2,64438,0,10,0.0,320.1030560413704,False,0.012588001066238448,0,1.1090000000000002,67605,210,62,1.0,5915.850190149311,False,0.10608864480091935,0,1.1900000000000002,87739,35,23,1.0,2194.8805128270924,False,0.11403433851765739,0,11.585,-52067.5,246,0,0.0,7874.535178617712,True,-1.6035668636832219,0,0.37100000000000005,113954,109,315,1.0,22102.289566016098,False,0.09367744652581886,12,7.439000000000003,80366,1035,0,0.0,48353.39175070331,False,-0.08534973599405368,0.5,491997,0.0,0.1,15,0,0,11,5,5.0,17,28,24,102.0,90.0,9,10,24,1779,1.3360226918011904,160.51210013311356
82,24,0,0,0,10.0,20,10.0,19.711413516739242,17,28.529411764705884,32.01030560413704,0,,46.71825289923025,0,,53.99999999999999,8,54.0,0,2.9270000000000005,25230,830,0,0.0,8300.0,False,-0.2746574496975682,0,0.24500000000000002,52950,9,89,1.0,1844.3158029897925,False,0.33001253922959867,0,0.2,64438,0,10,0.0,320.1030560413704,False,0.012588001066238448,0,1.1090000000000002,67120,217,72,1.0,6582.118736630282,False,0.10370811769441396,0,1.1900000000000002,87739,25,33,1.0,2341.959985778024,False,0.11495654782098759,0,11.585,-52067.5,246,0,0.0,7874.535178617712,True,-1.6035668636832219,0,0.37100000000000005,113954,99,325,1.0,22175.10703702379,False,0.09399598871819186,8,7.507000000000002,80235,1035,0,0.0,48353.39175070331,False,-0.08649586278542361,0.5,491666,0.0,0.1,11,0,0,8,3,3.0,17,25,28,131.0,120.0,9,15,28,685,1.4625780964270234,161.9746782295406
83,28,0,0,0,10.0,20,10.0,20.050862865751256,12,24.333333333333332,32.01030560413704,0,,46.71825289923025,0,,54.0,12,54.0,2,2.9470000000000005,25126,836,0,0.0,8360.0,False,-0.27648438464387115,0,0.24500000000000002,53100,13,89,1.0,1914.5267950518619,False,0.33458248111408295,0,0.2,64438,0,10,0.0,320.1030560413704,False,0.012588001066238448,0,1.1090000000000002,66828,219,82,1.0,7015.984027138762,False,0.10253142117045823,0,1.1900000000000002,87739,15,43,1.0,2489.039458728956,False,0.1158787571243178,0,11.584999999999999,-52067.5,246,0,0.0,7874.535178617712,True,-1.6035668636832219,0,0.37100000000000005,113954,89,335,1.0,22247.924508031494,False,0.09431453091056487,12,7.619000000000002,79964,1035,0,0.0,48353.39175070331,False,-0.08886685790344842,0.5,491149,0.0,0.1,10,0,0,13,6,6.0,22,35,19,226.0,96.0,16,12,19,490,1.710074587725103,163.6847528172657
84,19,0,0,0,10.0,20,10.0,20.512598660924667,8,29.0,31.89312215467618,1,14.0,47.077447850655915,5,56.0,54.00000000000001,11,54.0,0,2.9450000000000003,25026,846,0,0.0,8460.0,False,-0.2777188001481299,0,0.24500000000000002,53232,13,91,1.0,1996.6464781441446,False,0.3388550361454653,0,0.2,64438,0,10,0.0,318.93122154676183,False,0.012578816690546009,0,1.1090000000000002,66610,217,91,1.0,7353.508025496185,False,0.10175960518454565,0,1.1900000000000002,88005,6,48,1.0,2451.076229759541,False,0.11897643824385558,0,11.584999999999999,-52067.5,246,0,0.0,7845.708050050341,True,-1.603747613896829,0,0.37100000000000005,113674,84,345,1.0,22584.5056194551,False,0.09333717833844468,11,7.717000000000002,79732,1035,0,0.0,48725.15852542887,False,-0.08927033489024795,0.5,490717,0.0,0.1,13,0,0,8,4,4.0,15,23,21,97.0,59.0,8,11,21,726,1.2775373328477144,164.9622901501134
85,21,0,0,0,10.0,20,10.0,20.512598660924667,0,,31.764693948609036,1,14.0,47.94238213097582,10,58.0,54.00000000000001,9,54.0,0,2.9450000000000003,24916,857,0,0.0,8570.0,False,-0.2790766572028145,0,0.24500000000000002,53142,12,101,1.0,2191.7724647533914,False,0.3390417536693419,0,0.2,64438,0,10,0.0,317.64693948609033,False,0.012568750995266796,0,1.1090000000000002,66624,207,100,1.0,7422.57731767231,False,0.10252039593755244,0,1.1900000000000002,88571,0,45,0.7,2157.407195893912,False,0.12423289314356058,0,11.584999999999999,-52067.5,246,0,0.0,7814.114711357823,True,-1.6039457086430295,0,0.37100000000000005,113674,74,355,1.0,22717.736277692216,False,0.09391999981492337,9,7.796000000000003,78984,1045,0,0.0,50099.78932686974,False,-0.08980126805862859,0.4625,490349,0.0,0.1,11,0,0,8,4,4.0,21,29,23,168.0,69.0,13,8,23,794,2.8854089081287384,167.84769905824214
86,23,0,0,0,10.0,20,10.0,20.727538314972303,22,22.09090909090909,31.764693948609036,0,,48.674880946164386,10,57.0,54.00000000000001,13,54.0,6,3.005000000000001,24719,864,0,0.0,8640.0,False,-0.28307616343661274,0,0.24500000000000002,53476,15,95,1.0,2119.116139922369,False,0.3463907682992515,0,0.2,64438,0,10,0.0,317.64693948609033,False,0.012568750995266796,0,1.1090000000000002,66138,219,110,1.0,8033.447225325928,False,0.099690000982255,0,1.1900000000000002,89141,0,35,0.0,1703.6208331157536,False,0.1285355506634798,0,11.584999999999999,-52067.5,246,0,0.0,7814.114711357823,True,-1.6039457086430295,0,0.371,113104,74,365,1.0,23311.94119001617,False,0.09153240297300112,13,7.9170000000000025,78678,1045,0,0.0,50865.25058874179,False,-0.08912994720493012,0.375,489694,0.0,0.1,12,0,0,15,9,9.0,16,31,24,188.0,87.0,14,9,24,1234,1.6726157674565911,169.52031482569873
87,24,0,0,0,10.0,20,10.0,20.727538314972303,0,,33.417904921975065,28,40.82142857142857,48.674880946164386,0,,54.00000000000001,17,54.0,0,2.9990000000000006,24609,875,0,0.0,8750.0,False,-0.28443402049129735,0,0.24500000000000002,53386,14,105,1.0,2316.391523072092,False,0.3466040183072718,0,0.2,64438,0,10,0.0,334.17904921975065,False,0.012698323138331741,0,1.1090000000000002,67281,209,92,1.0,7406.5027606509175,False,0.11269302265577953,0,1.1900000000000002,87998,18,45,1.0,2791.8919311729487,False,0.12102561937206373,0,11.585,-52067.5,246,0,0.0,8220.804610805866,True,-1.6013957048844045,0,0.37100000000000005,113590,64,366,1.0,22879.192380554523,False,0.09389137334229168,8,7.984000000000003,78537,1045,0,0.0,50865.25058874179,False,-0.09036356459106111,0.5,489839,0.0,0.1,15,0,0,15,4,4.0,17,32,18,188.0,57.0,15,9,18,1829,1.7558817770332098,171.27619660273194
88,18,0,0,0,10.0,20,10.0,20.727538314972303,0,,33.64796383448995,5,40.0,48.674880946164386,0,,54.00000000000001,7,54.0,0,2.9990000000000006,24499,886,0,0.0,8860.0,False,-0.28579187754598195,0,0.24500000000000002,53296,13,115,1.0,2513.6669062218148,False,0.3468172683152921,0,0.2,64438,0,10,0.0,336.4796383448995,False,0.012716354246766199,0,1.1090000000000002,67481,199,97,1.0,7388.632616625013,False,0.11568800545987164,0,1.1900000000000002,87798,13,55,1.0,3114.5419818874107,False,0.12054062414185208,0,11.585,-52067.5,246,0,0.0,8277.399103284528,True,-1.6010408493329538,0,0.37100000000000005,113590,54,376,1.0,22932.44357109288,False,0.09412432225888852,7,8.046000000000001,78434,1045,0,0.0,50865.25058874179,False,-0.09126471771710007,0.5,489536,0.0,0.1,8,0,0,7,2,2.0,18,25,23,105.0,56.0,9,9,23,400,1.4373890524730086,172.71358565520495
89,23,0,0,0,10.0,20,10.0,20.10422193809969,6,5.0,34.20644827083928,15,39.0,47.96654801307709,35,45.714285714285715,54.0,9,54.0,5,3.0490000000000004,24274,899,0,0.0,8990.0,False,-0.2897420071596099,0,0.24500000000000002,53236,10,124,1.0,2592.9235203243616,False,0.34631432564281395,0,0.2,64438,0,10,0.0,342.0644827083928,False,0.012760126049912914,0,1.1090000000000002,68036,195,92,1.0,7067.316518846654,False,0.12186939821966193,0,1.1900000000000002,88813,18,30,1.0,2054.7125092674196,False,0.12662373192171983,0,11.585,-52067.5,246,0,0.0,8414.786274626464,True,-1.600179412145101,0,0.37100000000000005,112090,74,386,1.0,24393.524552967705,False,0.08739227524964431,9,8.129000000000001,78166,1050,0,0.0,50364.875413730944,False,-0.09579837173996507,0.5,489053,0.0,0.1,17,0,0,11,5,5.0,19,30,23,154.0,75.0,13,10,23,2395,1.539743311703205,174.25332896690816
90,23,0,0,0,10.0,20,10.0,19.994714473921846,15,19.0,34.20644827083928,0,,49.42157760422899,20,59.0,54.0,9,54.0,5,3.094000000000001,24044,911,0,0.0,9110.0,False,-0.2939390198740896,0,0.24500000000000002,53436,8,124,1.0,2559.344594766309,False,0.3508374841965969,0,0.2,64438,0,10,0.0,342.0644827083928,False,0.012760126049912914,0,1.1090000000000002,67751,200,102,1.0,7488.000618409976,False,0.12069911919750746,0,1.1900000000000002,89993,8,20,1.0,1262.083138251294,False,0.136451369639036,0,11.585,-52067.5,246,0,0.0,8414.786274626464,True,-1.600179412145101,0,0.37100000000000005,110910,84,396,1.0,25535.412518755234,False,0.08206360793170152,9,8.21,77994,1050,0,0.0,51892.65648444044,False,-0.090619886242802,0.5,488566,0.0,0.1,11,0,0,7,5,5.0,23,30,29,162.0,108.0,12,11,29,1660,1.5391787616536021,175.79250772856176
91,29,0,0,0,10.0,20,10.0,19.994714473921846,0,,34.20644827083928,0,,49.42157760422899,0,,54.0,20,54.0,0,3.0890000000000004,23914,924,0,0.0,9240.0,False,-0.29554376002962596,0,0.24500000000000002,53366,5,134,1.0,2729.2917395055274,False,0.3512071563943405,0,0.2,64438,0,10,0.0,342.0644827083928,False,0.012760126049912914,0,1.1090000000000002,67751,190,112,1.0,7630.11795637915,False,0.12181297873171203,0,1.1900000000000002,89993,0,28,0.8,1383.8041729184117,False,0.13721457791228323,0,11.584999999999999,-52067.5,246,0,0.0,8414.786274626464,True,-1.600179412145101,0,0.37100000000000005,111450,74,396,1.0,25041.196742712946,False,0.08462613843948694,10,8.301000000000002,77793,1050,0,0.0,51892.65648444044,False,-0.09237844719749937,0.475,488705,0.0,0.1,13,0,0,17,4,4.0,17,34,27,207.0,129.0,16,13,27,740,1.598611507564783,177.39111923612654
92,27,0,0,0,10.0,20,10.0,17.48482032683801,22,1.9545454545454546,34.05145807555382,1,14.0,49.42157760422899,0,,54.00000000000001,10,54.0,22,3.309000000000001,23219,932,0,0.0,9320.0,False,-0.3117146031354154,0,0.24500000000000002,53246,7,144,1.0,2587.8141270646734,False,0.3464981376010946,0,0.2,64438,0,10,0.0,340.5145807555382,False,0.012747978530884382,0,1.1090000000000002,67722,202,121,1.0,7652.16013316329,False,0.12153115552287247,0,1.1900000000000002,89979,0,29,0.1,1433.2257505226407,False,0.1373488942635882,0,11.584999999999999,-52067.5,246,0,0.0,8376.65868658624,True,-1.6004184775680232,0,0.37100000000000005,111450,64,406,1.0,25086.98096667066,False,0.08482642288872365,10,8.391000000000002,77607,1050,0,0.0,51892.65648444044,False,-0.09400577226005515,0.3875,487661,0.0,0.1,10,0,0,18,6,6.0,16,34,24,186.0,120.0,17,10,24,214,1.7898924490436912,179.18101168517023
93,24,0,0,0,10.0,20,10.0,18.311008599762314,11,29.0,34.05145807555382,0,,51.24069495190979,32,59.0,54.00000000000001,8,54.0,0,3.2870000000000013,23099,944,0,0.0,9440.0,False,-0.31319590174052586,0,0.24500000000000002,53485,5,143,1.0,2668.474229766011,False,0.3533943245249477,0,0.2,64438,0,10,0.0,340.5145807555382,False,0.012747978530884382,0,1.1090000000000002,67403,203,131,1.0,8177.875753649299,False,0.1206511149278886,3,1.2200000000000002,91732,0,0,0.0,0.0,False,0.15034548487014535,0,11.584999999999999,-52067.5,246,0,0.0,8376.65868658624,True,-1.6004184775680232,0,0.37100000000000005,111450,54,416,1.0,25230.99752740313,False,0.08545642761641987,8,8.461000000000002,75583,1082,0,0.0,55442.431937966394,False,-0.09618527035483394,0.375,487190,0.0,0.1,9,0,0,11,4,3.09375,16,27,25,179.0,111.0,12,12,25,519,1.48533018771559,180.66634187288582
94,25,0,0,0,10.0,20,10.0,19.444761231176233,17,28.647058823529413,34.05145807555382,0,,51.24069495190979,0,,54.00000000000001,20,54.0,0,3.2870000000000013,22999,954,0,0.0,9540.0,False,-0.3144303172447846,0,0.24500000000000002,53872,5,136,1.0,2694.487527439968,False,0.3632698127075666,0,0.2,64438,0,10,0.0,340.5145807555382,False,0.012747978530884382,0,1.1090000000000002,66916,210,141,1.0,8884.655447200097,False,0.11855674776393202,0,1.2170000000000003,91732,0,0,0.0,0.0,False,0.15034548487014535,0,11.584999999999999,-52067.5,246,0,0.0,8376.65868658624,True,-1.6004184775680232,0,0.371,112206,44,412,1.0,24502.590577884035,False,0.08888427871828039,6,8.513000000000002,75501,1082,0,0.0,55442.431937966394,False,-0.09690269323187467,0.375,487664,0.0,0.1,16,0,0,10,2,2.0,17,27,27,165.0,116.0,10,15,27,1443,1.6354400450363755,182.3017819179222
95,27,0,0,0,10.0,20,10.0,19.444761231176233,0,,33.53426242156929,20,30.5,51.24069495190979,0,,54.00000000000001,20,54.0,0,3.287000000000001,22899,964,0,0.0,9640.0,False,-0.31566473274904333,0,0.24500000000000002,53772,5,146,1.0,2888.9351397517303,False,0.3632012731730864,0,0.2,64438,0,10,0.0,335.34262421569287,False,0.01270744277933761,0,1.1090000000000002,67526,200,131,1.0,8281.940623460823,False,0.12339478504162421,0,1.217,91122,10,10,1.0,847.7495737347908,False,0.14801142152749955,0,11.585,-52067.5,246,0,0.0,8249.428555706045,True,-1.601216228661412,0,0.37100000000000005,112692,34,413,1.0,24044.183628364935,False,0.09113100679086655,11,8.617,75271,1082,0,0.0,55442.431937966394,False,-0.09891497691137911,0.5,487720,0.0,0.1,16,0,0,15,4,4.0,16,31,25,159.0,116.0,13,14,25,1296,1.9333296054974198,184.23511152341962
96,25,0,0,0,10.0,20,10.0,19.444761231176233,0,,33.39021640342332,20,32.5,51.24069495190979,0,,54.00000000000001,20,54.0,0,3.2870000000000013,22819,972,0,0.0,9720.0,False,-0.3166522651524503,0,0.24500000000000002,53652,7,156,1.0,3103.3827520634923,False,0.3628858505377545,0,0.2,64438,0,10,0.0,333.9021640342332,False,0.012696153021665019,0,1.1090000000000002,68176,190,121,1.0,7734.7208187377055,False,0.12929477873452228,0,1.217,90472,20,20,1.0,1692.6182271066623,False,0.14515768297597698,0,11.585,-52067.5,246,0,0.0,8213.993235242137,True,-1.601438413182084,0,0.37100000000000005,113286,24,412,1.0,23477.77667884584,False,0.09385018407516246,9,8.696000000000002,75104,1082,0,0.0,55442.431937966394,False,-0.10037606984388887,0.5,487947,0.0,0.1,15,0,0,7,4,4.0,10,17,28,150.0,119.0,10,15,28,1444,1.7455655913800001,185.98067711479962
97,28,0,0,0,10.0,20,10.0,19.997084275830634,14,25.5,33.673652730633194,5,41.0,50.59976946123465,32,47.5625,54.0,20,54.0,1,3.2970000000000006,22677,984,0,0.0,9840.0,False,-0.31867670657943464,0,0.24500000000000002,53928,5,153,1.0,3109.553894202087,False,0.36977600165661145,0,0.2,64438,0,10,0.0,336.73652730633194,False,0.012718367640930584,0,1.1090000000000002,68024,194,126,1.0,8122.314593570925,False,0.1299499537077429,12,1.3370000000000002,91249,15,10,1.0,1011.1024855718445,False,0.15062828389684263,0,11.585,-52067.5,246,0,0.0,8283.718571735766,True,-1.6010012253631305,0,0.37100000000000005,112412,46,410,1.0,24467.589395216793,False,0.09053347125591342,8,8.767000000000001,74966,1082,0,0.0,54748.95055705589,False,-0.10461709497517067,0.5,487694,0.0,0.1,19,0,0,8,6,5.8,16,24,27,194.0,110.0,16,12,27,2361,1.7368264626711607,187.71750357747078
98,27,0,0,0,10.0,20,10.0,20.537323324309966,10,28.0,33.1635023042631,10,27.0,50.161580839083356,15,45.333333333333336,54.00000000000001,20,54.0,0,3.296000000000001,22597,992,0,0.0,9920.0,False,-0.31966423898284163,0,0.24500000000000002,54088,7,153,1.0,3212.210468619425,False,0.3749933399409878,0,0.2,64438,0,10,0.0,331.63502304263096,False,0.012678384066483521,0,1.1090000000000002,68014,194,126,1.0,8162.8420152532835,False,0.13011083952702635,5,1.3750000000000002,91434,15,10,1.0,999.0683429547801,False,0.15287278095227666,0,11.585,-52067.5,246,0,0.0,8158.221566848722,True,-1.6017881095089932,0,0.37100000000000005,112608,41,411,1.0,24250.62481440242,False,0.09129916890235362,11,8.869000000000002,74332,1092,0,0.0,54776.44627627903,False,-0.11004371784161131,0.5,487511,0.0,0.1,17,0,0,7,6,6.0,15,22,29,184.0,126.0,14,13,29,1816,1.7039232263341546,189.42142680380493
99,29,0,0,0,10.0,20,10.0,21.20034183196426,13,28.0,34.16208482247733,15,42.0,50.161580839083356,0,,54.0,20,54.0,0,3.2960000000000003,22487,1003,0,0.0,10030.0,False,-0.32102209603752624,0,0.24500000000000002,54362,6,150,1.0,3240.051274794639,False,0.3821016081322631,0,0.2,64438,0,10,0.0,341.62084822477334,False,0.01275664901814229,0,1.1090000000000002,68280,197,121,1.0,8310.079604416716,False,0.13543443533518856,0,1.37,90804,20,20,1.0,1686.4733132312138,False,0.14928252832995514,0,11.584999999999999,-52067.5,246,0,0.0,8403.872866329424,True,-1.6002478407739273,0,0.37100000000000005,113148,31,411,1.0,23749.009006011584,False,0.09382932774856774,10,8.958,74137,1092,0,0.0,54776.44627627903,False,-0.11174978443945205,0.5,487656,0.0,0.1,18,0,0,11,4,4.0,12,23,25,192.0,135.0,14,15,25,1734,1.8547971276566386,191.27622393146157
100,25,0,0,0,10.0,20,10.0,21.997903898378834,15,29.0,33.994711910235374,1,14.0,50.161580839083356,0,,54.00000000000001,20,54.0,0,3.296000000000001,22407,1011,0,0.0,10110.0,False,-0.3220096284409332,0,0.24500000000000002,54677,8,145,1.0,3269.696065264931,False,0.39024436569886345,0,0.2,64438,0,10,0.0,339.9471191023537,False,0.01274353099069165,0,1.1090000000000002,67859,202,130,1.0,8862.889135803123,False,0.1331678747221814,0,1.3700000000000003,90790,11,30,1.0,1878.7892561850897,False,0.15031281276215525,0,11.584999999999999,-52067.5,246,0,0.0,8362.699129917903,True,-1.6005060059822311,0,0.37100000000000005,113688,21,411,1.0,23247.393197620753,False,0.09635948659478186,10,9.048,73939,1092,0,0.0,54776.44627627903,False,-0.1134820982157211,0.5,487798,0.0,0.1,15,0,0,11,4,4.0,6,17,23,207.0,69.0,17,8,23,1189,1.8314438723027706,193.10766780376434
101,23,0,0,0,10.0,20,10.0,21.796829859073803,17,20.235294117647058,33.81197136453983,1,14.0,50.616636732588525,10,58.0,53.99999999999999,20,54.0,5,3.346000000000001,22227,1019,0,0.0,10190.0,False,-0.3254659918528577,0,0.24500000000000002,54886,10,143,1.0,3216.946669847554,False,0.3947530757912302,0,0.2,64438,0,10,0.0,338.1197136453983,False,0.012729208508859623,0,1.1090000000000002,67529,209,139,1.0,9255.401460217461,False,0.13107141202459016,0,1.37,91356,2,30,1.0,1586.1230447067355,False,0.15557555550146557,0,11.584999999999999,-52067.5,246,0,0.0,8317.744955676799,True,-1.6007878750757008,0,0.37100000000000005,114120,11,413,1.0,22858.78300405847,False,0.09843909344021097,12,9.158000000000001,73091,1102,0,0.0,55779.53367931255,False,-0.11651326497702252,0.5,487647,0.0,0.1,16,0,0,13,5,5.0,4,17,19,200.0,47.0,17,6,19,1555,1.7537781121209264,194.86144591588527
102,19,0,0,0,10.0,20,10.0,22.245195468853684,28,24.392857142857142,33.81197136453983,0,,49.85211537773379,10,38.0,53.99999999999999,20,54.0,5,3.391000000000002,22017,1029,0,0.0,10290.0,False,-0.32941612146648563,0,0.24500000000000002,55464,10,130,1.0,2991.8754109509787,False,0.40624460450501143,0,0.2,64438,0,10,0.0,338.1197136453983,False,0.012729208508859623,0,1.1090000000000002,66846,227,149,1.0,10087.643104746221,False,0.12688802496078228,0,1.3700000000000003,91736,0,22,0.2,1096.7465383101433,False,0.1572724034605554,0,11.584999999999999,-52067.5,246,0,0.0,8317.744955676799,True,-1.6007878750757008,0,0.371,114388,11,411,1.0,22742.37326915507,False,0.10027460353267366,8,9.226,72958,1102,0,0.0,54937.031146262634,False,-0.12136244227255671,0.4,487847,0.0,0.1,17,0,0,5,4,4.0,3,8,17,87.0,75.0,8,11,17,1906,1.6971149174496531,196.55856083333492
103,17,0,0,0,10.0,20,10.0,22.435868763188708,5,28.0,34.06502445985344,32,34.84375,49.17495460829466,9,38.0,53.99999999999999,20,54.0,0,3.386000000000001,21907,1040,0,0.0,10400.0,False,-0.33077397852117024,0,0.24500000000000002,55514,9,135,1.0,3118.8422830304758,False,0.4090463187634919,0,0.2,64438,0,10,0.0,340.6502445985344,False,0.012749041810475264,0,1.1090000000000002,67821,222,127,1.0,9307.020971829279,False,0.1360531465775474,0,1.37,90963,22,23,1.0,1880.4544941075528,False,0.15249272346229478,0,11.585,-52067.5,246,0,0.0,8379.996017123945,True,-1.600397552028868,0,0.37100000000000005,114424,10,414,1.0,22847.74954608294,False,0.10105054133091984,13,9.348,72639,1102,0,0.0,54190.79997834072,False,-0.12741780268097117,0.5,487706,0.0,0.1,17,0,0,4,6,6.0,3,7,19,96.0,90.0,7,10,19,2175,1.4186329506337643,197.9771937839687
104,19,0,0,0,10.0,20,10.0,22.552345639662285,13,23.76923076923077,34.06502445985344,0,,49.40746033600106,5,56.0,53.99999999999999,20,54.0,3,3.416000000000001,21745,1051,0,0.0,10510.0,False,-0.33341562770028393,0,0.24500000000000002,55714,8,135,1.0,3124.5666613544086,False,0.41405464339407977,0,0.2,64438,0,10,0.0,340.6502445985344,False,0.012749041810475264,0,1.1090000000000002,67512,225,137,1.0,9741.186119923936,False,0.1346123216547061,0,1.3700000000000003,91243,12,28,1.0,1792.1891829262709,False,0.15545056734087168,0,11.585,-52067.5,246,0,0.0,8379.996017123945,True,-1.600397552028868,0,0.37100000000000005,114684,5,414,1.0,22603.03730168,False,0.10225479580430111,10,9.435,72439,1102,0,0.0,54447.021290273166,False,-0.1280467668276209,0.5,487775,0.0,0.1,14,0,0,4,6,6.0,4,8,25,144.0,108.0,8,11,25,1310,1.5337319718673825,199.51092575583607
105,25,0,0,0,10.0,20,10.0,22.965801189692318,11,28.0,34.71024965765432,13,40.53846153846154,50.913235149045576,45,55.333333333333336,54.0,20,54.0,0,3.4130000000000007,21635,1062,0,0.0,10620.0,False,-0.33477348475496854,0,0.24500000000000002,55932,7,134,1.0,3147.4173594187705,False,0.4197187675523858,0,0.2,64438,0,10,0.0,347.1024965765432,False,0.012799612011729283,0,1.1090000000000002,67731,226,134,1.0,9841.444522996142,False,0.1388309783133172,17,1.5400000000000003,92441,15,10,1.0,1029.7860963552707,False,0.16569345332101418,0,11.585,-52067.5,246,0,0.0,8538.721415782964,True,-1.5994023211079156,0,0.37100000000000005,113888,20,413,1.0,23320.264702980912,False,0.09842807705725778,9,9.515,71177,1122,0,0.0,57124.64983722914,False,-0.12737471418034813,0.5,487242,0.0,0.1,18,0,0,13,4,3.85,3,16,22,220.0,86.0,16,9,22,3019,1.965665322728455,201.47659107856452
