index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
81,20,0,0,0,10.0,20,10.0,22.845927849610284,27,18.0,30.723445836338396,15,41.0,61.19299557583553,0,,56.00000000000002,20,56.0,0,1.6130000000000004,52843,2,20,1.0,476.9185569922057,False,0.35803359885629765,27,7.643000000000002,21334,831,0,0.0,8310.0,False,-0.34789060301378977,0,0.5150000000000001,57313,14,139,1.0,4590.4019611455815,False,-0.009731850673276508,0,0.2,51594,207,491,1.0,19814.318970511482,False,0.02171577707505298,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,97844,180,184,1.0,16789.73143649465,False,0.1632035049571056,0,2.9990000000000006,119219,0,60,0.0,3360.0000000000014,False,-0.05698685698685699,15,6.830000000000002,93042,288,0,0.0,17623.58272584063,False,-0.2055396329088545,0.5,584782,0.0,0.0,15,0,0,8,8,8.0,5,13,25,141.0,21.0,13,7,25,1095,1.4916882449761033,173.1192166111432
82,25,0,0,0,10.0,20,10.0,22.448673964603213,30,19.733333333333334,30.542600728478,10,28.0,54.516550682020394,22,22.363636363636363,56.00000000000002,20,56.0,0,1.6130000000000004,52943,5,20,1.0,498.97347929206427,False,0.36087412028669463,20,7.816000000000002,21132,838,0,0.0,8380.0,False,-0.35216312328907307,0,0.5150000000000001,57177,10,149,1.0,4775.334248189254,False,-0.010455076517682316,0,0.2,51418,221,491,1.0,19957.573903860008,False,0.019981841245472975,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,98056,180,172,1.0,14874.514848433548,False,0.155039880702668,0,2.9990000000000006,119231,12,61,1.0,4070.198608184246,False,-0.05412347955156104,11,6.925000000000002,92781,288,0,0.0,15700.766596421874,False,-0.2150744253483801,0.625,584331,0.0,0.0,21,0,0,9,10,10.0,4,13,14,168.0,65.0,13,12,14,1706,1.8228817439521663,174.94209835509537
83,14,0,0,0,10.0,20,10.0,22.54411685537023,7,25.428571428571427,30.914654984719984,5,41.0,55.679536233569266,6,78.0,56.000000000000014,20,56.0,0,1.613,53001,6,24,1.0,601.0588045288855,False,0.3636638627232697,1,7.806000000000001,21029,847,0,0.0,8470.0,False,-0.3536469926062374,0,0.5150000000000001,57009,6,159,1.0,5050.694843702699,False,-0.010958776259239274,0,0.2,51613,212,496,1.0,20113.021645759603,False,0.024512589674715177,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,98319,175,176,1.0,15209.662999434187,False,0.15975421260351785,0,2.9990000000000006,119847,2,60,1.0,3471.3590724671394,False,-0.05165415127152943,9,7.004000000000001,92130,294,0,0.0,16369.783652669365,False,-0.21754306129765075,0.625,584541,0.0,0.0,21,0,0,5,6,6.0,2,7,21,93.0,34.0,7,7,21,1657,1.2918881319928914,176.23398648708826
84,21,0,0,0,10.0,20,10.0,21.432852290685638,36,15.36111111111111,31.177351590596167,10,34.5,57.58911031755461,20,68.0,56.000000000000014,20,56.0,0,1.613,53277,2,22,1.0,491.522750395084,False,0.36932385128553086,24,8.045,20419,861,0,0.0,8610.0,False,-0.36746232762811165,0,0.5150000000000001,56942,19,164,1.0,5520.309854380798,False,-0.008170998318928788,0,0.2,51472,215,501,1.0,20227.91638938609,False,0.023124533918547383,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,99334,175,166,1.0,15015.828841068396,False,0.16980625207246233,0,2.999000000000001,119047,12,60,1.0,4051.069323810656,False,-0.05563328527042369,10,7.0950000000000015,91910,294,0,0.0,16931.198433361056,False,-0.2170695431794351,0.625,583994,0.0,0.0,21,0,0,7,10,10.0,4,11,19,182.0,84.0,11,10,19,2801,1.3952324240235612,177.62921891111182
85,19,0,0,0,10.0,20,10.0,21.70344240838018,9,28.0,30.544603768516716,5,15.0,61.90995272138847,20,87.0,56.000000000000014,20,56.0,0,1.6130000000000004,53409,4,23,1.0,539.1791753927441,False,0.37331055306614397,0,8.021,20339,869,0,0.0,8690.0,False,-0.3684856857778801,0,0.5150000000000001,56765,18,169,1.0,5552.700000230168,False,-0.010842442766470372,0,0.2,51472,205,511,1.0,20057.49821942998,False,0.0217089595261154,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,100999,170,156,1.0,14850.535265184444,False,0.18713135047126692,0,2.9990000000000006,119551,2,61,1.0,3539.819905442778,False,-0.053695956064729274,11,7.195000000000003,89910,314,0,0.0,19439.72515451598,False,-0.2228862947836824,0.625,584038,0.0,0.0,19,0,0,4,7,7.0,6,10,29,162.0,67.0,10,9,29,2771,1.5360522770206444,179.16527118813246
86,29,0,0,0,10.0,20,10.0,22.467706812937422,23,29.0,29.508503362896725,24,24.541666666666668,61.90995272138847,0,,56.000000000000014,20,56.0,0,1.613,54006,1,10,1.0,234.67706812937422,False,0.3846889895378178,0,8.021,20209,882,0,0.0,8820.0,False,-0.37014864277125387,0,0.5150000000000001,56965,19,160,1.0,5148.246967509287,False,-0.01087943177468446,0,0.2,51194,207,516,1.0,19877.203045532755,False,0.015592941535142603,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,100410,184,166,1.0,15706.616770523484,False,0.18536901651387497,0,2.999000000000001,120167,0,52,0.2,2912.000000000001,False,-0.05133965133965134,9,7.274000000000003,89734,314,0,0.0,19439.72515451598,False,-0.22425909615648376,0.525,584278,0.0,0.0,25,0,0,7,5,5.0,11,18,39,246.0,89.0,18,11,39,2072,1.7903279240126722,180.95559911214514
87,39,0,0,0,10.0,20,10.0,22.54627996436206,21,23.285714285714285,29.359885659594482,10,27.5,62.03111063270963,5,65.0,56.000000000000014,16,56.0,0,1.613,54176,2,10,1.0,245.4627996436206,False,0.3891762325024128,11,8.131000000000002,20075,891,0,0.0,8910.0,False,-0.3724256146544887,0,0.5150000000000001,56960,19,160,1.0,5125.961024857997,False,-0.011147614173688413,0,0.2,50985,208,526,1.0,20132.926089534005,False,0.014244991938847826,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,100460,184,171,1.0,16009.538879558731,False,0.18757480253335998,0,2.9990000000000006,120290,0,49,0.5,2744.000000000001,False,-0.051035451035451034,8,7.3450000000000015,89577,314,0,0.0,19477.768738670824,False,-0.22533532725451103,0.5625,584116,0.0,0.0,20,0,0,18,7,7.0,4,22,31,303.0,124.0,22,17,31,1528,3.6729448619880714,184.6285439741332
88,31,0,0,0,10.0,20,10.0,23.505353847891175,54,27.0,27.886043189681466,24,20.416666666666668,62.39242795560298,9,67.0,56.000000000000014,20,56.0,44,2.0530000000000004,53898,5,10,1.0,285.0535384789117,False,0.38257033717705263,0,8.120000000000001,20005,898,0,0.0,8980.0,False,-0.3733210530355361,0,0.5150000000000001,56403,45,151,1.0,5268.533444797004,False,-0.019216753789439073,0,0.2,50574,216,531,1.0,19884.64536486535,False,0.005354731076729866,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,100573,198,172,1.0,16252.934159920645,False,0.1901444941035586,0,2.9990000000000006,120303,0,47,0.9,2632.0000000000005,False,-0.05137085137085137,9,7.427000000000002,89392,314,0,0.0,19591.222378059338,False,-0.2263358590614276,0.6125,582741,0.0,0.0,22,0,0,8,9,8.444444444444445,6,14,32,223.0,97.0,14,17,32,1909,1.7519108679844067,186.38045484211762
89,32,0,0,0,10.0,20,10.0,23.725015305918607,13,27.53846153846154,27.886043189681466,0,,62.482817687929135,4,65.0,56.00000000000001,10,56.0,2,2.0290000000000004,54080,7,10,1.0,307.25015305918606,False,0.38751055533884904,1,8.13,19912,906,0,0.0,9060.0,False,-0.37467700258397935,0,0.5150000000000001,56045,48,161,1.0,5628.453688222809,False,-0.022174521644824956,0,0.2,50574,206,541,1.0,19973.702518636906,False,0.006094482162980644,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,100833,188,178,1.0,16364.5176681115,False,0.19360208067243773,0,2.9990000000000006,120415,0,45,0.0,2520.0000000000005,False,-0.050934050934050935,8,7.498000000000001,88979,318,0,0.0,19869.536024761466,False,-0.22847183797526824,0.5,582431,0.0,0.0,15,0,0,14,7,6.166666666666667,6,20,25,304.0,77.0,20,12,25,572,1.983517209009733,188.36397205112735
90,25,0,0,0,10.0,20,10.0,23.92204326655404,17,26.41176470588235,29.05328219224746,19,37.10526315789474,62.482817687929135,0,,56.00000000000001,12,56.0,5,2.0770000000000004,54254,11,10,1.0,349.22043266554044,False,0.3924990461363821,2,8.149000000000001,19825,912,0,0.0,9120.0,False,-0.37613528794739937,0,0.5150000000000001,56095,39,167,1.0,5784.857813500934,False,-0.020044707001520664,0,0.2,50780,212,536,1.0,20644.032427554095,False,0.0150848292816069,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,100128,197,188,1.0,17470.266317203426,False,0.19193646500828526,0,2.9990000000000006,120415,0,45,0.0,2520.0000000000005,False,-0.050934050934050935,12,7.610000000000001,88702,318,0,0.0,19869.536024761466,False,-0.2306324401358704,0.5,581792,0.0,0.0,14,0,0,9,8,7.833333333333334,5,14,24,178.0,57.0,14,11,24,1166,1.7990801139967516,190.1630521651241
91,24,0,0,0,10.0,20,10.0,23.78985317343726,2,10.0,29.778749813874388,18,35.22222222222222,64.21874332530554,17,74.82352941176471,56.0,20,56.0,0,2.0720000000000005,54144,12,20,1.0,595.7970634687451,False,0.3928390137829553,2,8.167,19709,921,0,0.0,9210.0,False,-0.37795174866323844,0,0.5150000000000001,56135,31,173,1.0,5889.209166176824,False,-0.018513396965006305,0,0.2,51354,202,532,1.0,20647.8452420155,False,0.02465233446868038,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,100766,205,181,1.0,17728.23625372455,False,0.20033414129462818,0,2.9990000000000006,120567,0,41,0.8,2296.0,False,-0.05062205062205062,8,7.678000000000001,87796,327,0,0.0,20999.52906737491,False,-0.23329226992950777,0.6,582064,0.0,0.0,25,0,0,9,6,6.0,2,11,21,164.0,83.0,11,13,21,2778,1.3655626340187155,191.52861479914282
92,21,0,0,0,10.0,20,10.0,23.717493236610682,1,10.0,29.778749813874388,0,,64.60111688707748,9,69.22222222222223,56.00000000000001,20,56.0,0,2.0720000000000005,54054,11,30,1.0,821.5247970983205,False,0.39342396189395856,1,8.175,19586,932,0,0.0,9320.0,False,-0.37969145751784483,0,0.5150000000000001,56135,21,183,1.0,5947.578573907837,False,-0.018028552896402948,0,0.2,51344,193,542,1.0,20717.55859378578,False,0.025065277218541574,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,101389,195,182,1.0,17564.259487153606,False,0.20625764776780361,0,2.999000000000001,120815,0,35,0.8,1960.0000000000002,False,-0.04999804999805,6,7.730000000000001,87608,328,0,0.0,21189.166338961415,False,-0.23401908529713575,0.6,582524,0.0,0.0,21,0,0,6,5,5.0,4,10,28,115.0,60.0,10,11,28,1607,1.3378896029898897,192.8665044021327
93,28,0,0,0,10.0,20,10.0,23.997563982586826,15,27.2,29.6583647702527,10,28.0,64.60111688707748,0,,56.00000000000001,17,56.0,0,2.0720000000000005,54312,16,25,1.0,759.9390995646706,False,0.39923681914146225,0,8.174,19536,937,0,0.0,9370.0,False,-0.3803310563614501,0,0.5150000000000001,56007,26,183,1.0,6051.417416503502,False,-0.019292475857199162,0,0.2,51344,183,552,1.0,20762.97156199288,False,0.025442498936711928,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,101109,195,192,1.0,18186.795572518153,False,0.2065999998495513,0,2.9990000000000006,121263,0,27,0.0,1512.0000000000002,False,-0.04825084825084825,9,7.814000000000003,87427,328,0,0.0,21189.166338961415,False,-0.23543088670893714,0.5,582591,0.0,0.0,22,0,0,12,5,5.0,4,16,30,241.0,82.0,16,12,30,1336,1.6361900320043787,194.50269443413708
94,30,0,0,0,10.0,20,10.0,23.997563982586826,0,,29.93827360935297,36,30.97222222222222,61.1885902737271,9,21.0,56.0,20,56.0,0,2.0720000000000005,54192,18,35,1.0,1019.9147393905389,False,0.39949234706412035,0,8.174000000000001,19456,945,0,0.0,9450.0,False,-0.38135441451121854,0,0.5150000000000001,56202,16,180,1.0,5772.850273404923,False,-0.018366861535992582,0,0.2,52264,173,539,1.0,20288.30804442877,False,0.03678363328927105,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,100183,221,193,1.0,18425.756390496335,False,0.19776946115038557,0,2.999000000000001,121914,0,21,0.9,1176.0,False,-0.04448344448344448,5,7.855000000000003,87352,328,0,0.0,20069.857609782488,False,-0.240381195703044,0.6125,583156,0.0,0.0,27,0,0,13,3,3.0,3,16,35,237.0,97.0,16,14,35,2344,1.632475221005734,196.13516965514282
95,35,0,0,0,10.0,20,10.0,23.98413453421531,47,23.93617021276596,29.555441180184765,4,15.0,57.534470485379764,34,46.411764705882355,56.000000000000014,12,56.0,12,2.192,54961,16,10,1.0,399.8413453421531,False,0.4112344429777439,0,8.174000000000001,19336,957,0,0.0,9570.0,False,-0.38288945173587124,0,0.5150000000000001,55517,33,186,1.0,6288.788499143471,False,-0.025461104934516154,0,0.2,51884,183,549,1.0,20615.033827682837,False,0.03318465152409576,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,101701,215,169,1.0,16077.745365768904,False,0.2015358378996031,0,2.9990000000000006,121026,14,28,1.0,2373.4825867953173,False,-0.04673966465116291,9,7.940000000000001,86660,338,0,0.0,19446.65102405836,False,-0.24820930921548168,0.625,582678,0.0,0.0,20,0,0,12,4,3.6315789473684212,6,18,36,260.0,112.0,18,17,36,2618,1.6005245629930869,197.7356942181359
96,36,0,0,0,10.0,20,10.0,23.36995313087155,21,17.714285714285715,29.555441180184765,0,,58.750631792660265,14,69.5,56.000000000000014,20,56.0,0,2.1800000000000006,54871,15,20,1.0,617.399062617431,False,0.4117148804284984,21,8.384000000000002,19064,968,0,0.0,9680.0,False,-0.3884411696983652,0,0.5150000000000001,55517,23,196,1.0,6330.37539332626,False,-0.025115664407363996,0,0.2,51512,194,559,1.0,21055.262527112365,False,0.03066138258889897,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,102674,205,165,1.0,15752.719687726822,False,0.21040981730440703,0,2.9990000000000006,121039,13,27,1.0,2275.758213304584,False,-0.04701938998750207,9,8.021,86104,343,0,0.0,20151.46670488247,False,-0.249797329648288,0.625,582374,0.0,0.0,21,0,0,11,8,8.0,5,16,45,246.0,122.0,16,20,45,1789,2.05618004698772,199.79187426512362
97,45,0,0,0,10.0,20,10.0,22.605530887493476,52,19.76923076923077,29.548757914724106,9,29.444444444444443,60.03820091862556,10,76.0,56.00000000000002,20,56.0,0,2.1800000000000006,55089,14,19,1.0,569.5050868623761,False,0.4166795237145647,41,8.773,18528,979,0,0.0,9790.0,False,-0.400747051449331,0,0.5150000000000001,55474,24,197,1.0,6363.638050500492,False,-0.025553725865530678,0,0.2,50792,225,569,1.0,21899.48770316405,False,0.02571259347413405,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,103169,204,165,1.0,15934.249766176936,False,0.21682332654230643,0,2.9990000000000006,121264,8,27,1.0,1992.3056073490052,False,-0.0463698545011934,10,8.112000000000002,85466,348,0,0.0,20893.293919681695,False,-0.251880605593847,0.625,581375,0.0,0.0,22,0,0,14,8,8.0,6,20,38,310.0,126.0,20,25,38,2093,2.1803751179832034,201.97224938310683
98,38,0,0,0,10.0,20,10.0,22.861915386356202,11,28.0,29.548757914724106,0,,60.03820091862556,0,,56.00000000000002,20,56.0,0,2.1800000000000006,55297,14,18,1.0,551.5144769544116,False,0.4217708506275029,0,8.732000000000001,18428,989,0,0.0,9890.0,False,-0.40202624913654156,0,0.5150000000000001,55166,25,207,1.0,6688.140773006795,False,-0.02797504092594941,0,0.2,50792,215,579,1.0,22024.04264069184,False,0.02674720603957073,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,103169,194,175,1.0,16239.14419621595,False,0.21849246272549877,0,2.9990000000000006,121824,0,25,0.8,1400.0000000000005,False,-0.04431184431184431,10,8.202000000000002,85251,348,0,0.0,20893.293919681695,False,-0.2535576072708487,0.6,581520,0.0,0.0,19,0,0,13,5,5.0,4,17,34,199.0,92.0,17,21,34,1068,2.0018280560034327,203.97407743911026
99,34,0,0,0,10.0,20,10.0,23.29501244489084,23,27.217391304347824,29.548757914724106,0,,61.359920623891554,24,68.0,56.00000000000001,20,56.0,4,2.2200000000000006,55661,20,10,1.0,432.9501244489084,False,0.42956673733528933,1,8.741999999999999,18375,993,0,0.0,9930.0,False,-0.40287051961010056,0,0.5150000000000001,54848,27,217,1.0,7041.045803507184,False,-0.030326562418952232,0,0.2,50484,216,589,1.0,22435.94109986892,False,0.02505184154458013,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,104801,184,161,1.0,15315.918676755777,False,0.23130696832883935,0,2.9990000000000006,120528,14,29,1.0,2483.038888734482,False,-0.05019679853073408,14,8.332,84868,348,0,0.0,21353.252377114262,False,-0.2547511704804249,0.625,581158,0.0,0.0,19,0,0,11,11,10.363636363636363,2,13,41,192.0,77.0,13,21,41,2476,1.5216611489886418,205.4957385880989
100,41,0,0,0,10.0,20,10.0,23.29501244489084,0,,30.262804757604044,15,36.666666666666664,61.359920623891554,0,,56.00000000000001,20,56.0,0,2.216,55581,18,20,1.0,645.9002488978168,False,0.4302440741026149,0,8.741,18255,1005,0,0.0,10050.0,False,-0.40440555683475327,0,0.5150000000000001,55193,17,217,1.0,6963.043843963222,False,-0.025243015550028017,0,0.2,50689,206,594,1.0,22774.878589664317,False,0.03127287262571289,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,104251,189,171,1.0,16212.21652587262,False,0.23019180649859644,0,2.999000000000001,121144,4,28,1.0,1813.4396824955666,False,-0.04800343324170049,9,8.408000000000001,84695,348,0,0.0,21353.252377114262,False,-0.2561005718298262,0.625,581401,0.0,0.0,24,0,0,11,4,4.0,8,19,37,232.0,81.0,19,22,37,1366,1.5246108940336853,207.0203494821326
101,37,0,0,0,10.0,20,10.0,22.628655344203313,25,17.08,31.005485592410437,10,41.0,61.657449057421005,5,69.4,56.00000000000001,20,56.0,0,2.2160000000000006,55751,20,20,1.0,652.5731068840662,False,0.43467870528416186,15,8.890999999999998,17940,1013,0,0.0,10130.0,False,-0.41144114411441146,0,0.5150000000000001,54776,31,227,1.0,7739.733545147472,False,-0.025719062156132965,0,0.2,51089,197,594,1.0,22875.103544699854,False,0.03875056936488568,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,104188,189,176,1.0,16711.74781107167,False,0.23223669326022173,0,2.9990000000000006,121648,0,23,0.4,1288.0000000000002,False,-0.04612144612144612,11,8.509,84093,353,0,0.0,21765.079517269616,False,-0.25919004907269755,0.55,581078,0.0,0.0,20,0,0,10,9,9.0,2,12,35,150.0,88.0,12,25,35,1751,1.2771924199769273,208.29754190210951
102,35,0,0,0,10.0,20,10.0,22.628655344203313,0,,31.37533463615175,5,41.0,61.657449057421005,0,,56.0,20,56.0,0,2.2160000000000006,55641,21,30,1.0,888.8596603260994,False,0.4348870424991186,0,8.876000000000001,17850,1022,0,0.0,10220.0,False,-0.412592422032901,0,0.5150000000000001,54776,21,237,1.0,7911.156070996233,False,-0.024295145105855766,0,0.2,51294,187,599,1.0,23025.383996420915,False,0.04340452533824732,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,103983,184,186,1.0,17241.34709773223,False,0.2328914362701994,0,2.999000000000001,122488,0,8,0.0,448.0,False,-0.042845442845442845,5,8.548000000000002,84022,353,0,0.0,21765.079517269616,False,-0.2597438496264981,0.5,581647,0.0,0.0,20,0,0,3,2,2.0,3,6,31,103.0,116.0,6,29,31,1245,0.9754576139966957,209.2729995161062
103,31,0,0,0,10.0,20,10.0,23.5937582349055,53,27.41509433962264,31.118859047172695,10,28.0,62.099883739036486,12,66.58333333333333,56.0,11,56.0,23,2.4460000000000006,56403,23,10,1.0,465.937582349055,False,0.4489720058120226,0,8.876,17770,1030,0,0.0,10300.0,False,-0.4136157801826694,0,0.5150000000000001,53717,53,242,1.0,8781.233075865783,False,-0.0346609871759164,0,0.2,51180,188,604,1.0,23231.41741265454,False,0.043222060443354325,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,104502,184,184,1.0,17152.24867266249,False,0.2380861718801664,0,2.9990000000000006,122544,0,7,0.0,392.0,False,-0.04262704262704263,10,8.643,82999,365,0,0.0,22666.457564748318,False,-0.26420787970536125,0.5,580708,0.0,0.0,20,0,0,8,9,8.095238095238095,1,9,22,132.0,110.0,9,22,22,1654,0.9074516859836876,210.1804512020899
104,22,0,0,0,10.0,20,10.0,22.96660239010271,19,15.157894736842104,30.768278561110456,15,28.0,63.90347502633993,9,88.0,56.0,7,56.0,0,2.423000000000001,56461,24,14,1.0,561.5324334614379,False,0.4516787222537089,13,9.006000000000002,17449,1039,0,0.0,10390.0,False,-0.42067695141607186,0,0.5150000000000001,54053,46,237,1.0,8348.545728927904,False,-0.03267314243173821,0,0.2,50976,194,614,1.0,23347.243900201745,False,0.04079512825366107,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,104874,189,185,1.0,17637.347527922764,False,0.2448148398055619,0,2.9990000000000006,122544,0,7,0.0,392.0,False,-0.04262704262704263,7,8.703000000000001,82091,374,0,0.0,23899.899659851137,False,-0.2664798578064384,0.5,580041,0.0,0.0,16,0,0,5,6,6.0,0,5,17,69.0,66.0,5,17,17,1580,0.5422550990479067,210.7227063011378
105,17,0,0,0,10.0,20,10.0,22.910472787614555,1,10.0,29.5562632049144,10,15.0,63.90347502633993,0,,55.99999999999999,12,56.0,0,2.4230000000000005,56351,25,24,1.0,799.8513469027494,False,0.4519130573707723,1,9.003000000000002,17346,1048,0,0.0,10480.0,False,-0.42216082073323613,0,0.5150000000000001,54193,37,237,1.0,7852.521872706452,False,-0.0344675393502139,0,0.2,50976,184,624,1.0,22658.635232787663,False,0.03507521707136647,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,104724,189,195,1.0,18047.31137586511,False,0.24541683387091798,0,2.9990000000000006,122544,0,7,0.0,391.99999999999994,False,-0.04262704262704263,12,8.816,81794,374,0,0.0,23899.899659851137,False,-0.2687964601230407,0.5,579521,0.0,0.0,14,0,0,3,8,8.0,0,3,14,24.0,40.0,3,14,14,350,0.4695187790202908,211.1922250801581
106,14,0,0,0,10.0,0,,22.84867377079704,1,10.0,28.960133312995254,5,15.0,63.90347502633993,0,,56.0,8,56.0,0,2.423000000000001,56351,15,34,1.0,926.8549082070994,False,0.45353768398965255,1,9.012000000000002,17333,1048,0,0.0,10480.0,False,-0.4224934121319109,0,0.5150000000000001,54258,28,242,1.0,7648.115127327169,False,-0.03508559717474193,0,0.2,50976,174,634,1.0,22336.393756557674,False,0.03239852607035317,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,104649,184,205,1.0,18428.876909990813,False,0.24668453302744256,0,2.9990000000000006,122544,0,7,0.0,392.0,False,-0.04262704262704263,8,8.884,81638,374,0,0.0,23899.899659851137,False,-0.27001326133984194,0.5,579342,0.0,0.0,1,0,0,2,6,6.0,0,2,10,21.0,36.0,2,12,10,75,0.3528267790097743,211.54505185916787
107,10,0,0,0,10.0,0,,22.71271156351911,5,17.6,27.903265596702596,9,15.0,66.9279430024072,25,81.0,56.0,13,56.0,0,2.4230000000000005,56439,5,39,1.0,935.7957509772453,False,0.45590344297307595,0,9.011,17333,1048,0,0.0,10480.0,False,-0.4224934121319109,0,0.5150000000000001,54200,20,252,1.0,7485.877161639437,False,-0.03739677408346814,0,0.2,51081,167,635,1.0,21511.59648501384,False,0.02729172745633984,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,106539,183,190,1.0,17822.606774653945,False,0.2640590300036895,0,2.9990000000000006,122544,0,7,0.0,392.0,False,-0.04262704262704263,13,9.006,79277,399,0,0.0,26704.249257960473,False,-0.27749210538605956,0.5,579006,0.0,0.0,6,0,0,1,7,7.0,0,1,5,18.0,42.0,1,9,5,2248,0.31075420102570206,211.85580606019357
108,5,0,0,0,10.0,0,,22.71271156351911,0,,27.903265596702596,0,,68.6208004730553,14,84.0,55.99999999999999,16,56.0,0,2.423000000000001,56439,0,44,0.5,999.3593087948409,False,0.45671654653458743,0,9.011000000000001,17333,1048,0,0.0,10480.0,False,-0.4224934121319109,0,0.5150000000000001,54200,10,262,1.0,7537.782701971271,False,-0.03696562197252823,0,0.2,51081,157,645,1.0,21563.502025345675,False,0.027722879567279753,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,107715,173,186,1.0,17590.733836217834,False,0.2756656073720224,0,2.999000000000001,122824,0,2,0.0,111.99999999999999,False,-0.041535041535041534,11,9.103,77854,413,0,0.0,28340.39059537184,False,-0.28221055888860874,0.4375,579039,0.0,0.0,5,0,0,1,5,5.0,0,1,1,18.0,27.0,1,4,1,1456,0.28602007403969765,212.14182613423327
