index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
78,27,0,0,0,10.0,20,10.0,31.79872202637472,37,34.567567567567565,52.61279945751331,0,,16.178035703006767,11,10.0,49.00000000000001,20,49.0,8,2.2240000000000006,73450,41,10,1.0,727.9872202637472,False,0.2521670191204579,3,5.0630000000000015,71058,6,10,1.0,377.9872202637472,False,0.20862090298617236,0,0.2,72016,631,366,1.0,39321.27820009232,False,0.05541645004255159,0,2.8190000000000004,43521.0,888,0,0.0,28237.26515942075,False,-0.33643055639673536,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,11,12.730000000000004,19262.0,676,0,0.0,35566.252433279,False,-0.6575856267179401,9,6.851000000000002,117981,679,0,0.0,10984.886242341594,False,-0.14914556446749314,11,7.069000000000003,117315,719,0,0.0,11632.007670461866,False,-0.15150531064430126,0.375,623253,0.0,0.0,13,0,0,8,14,12.933333333333334,26,34,24,211.0,60.0,17,10,24,788,1.8867431525141,204.56201122049242
79,24,0,0,0,10.0,20,10.0,32.72733139994382,39,38.333333333333336,52.61279945751331,0,,16.315368171451098,13,17.53846153846154,49.00000000000001,20,49.0,11,2.326000000000001,73993,40,10,1.0,727.2733139994382,False,0.26137231601892685,8,5.1400000000000015,71316,7,10,1.0,397.2733139994382,False,0.21316115043511713,0,0.2,71440,639,376,1.0,40695.17736058911,False,0.056693743945000125,0,2.8190000000000004,42602.0,909,0,0.0,29749.144242548933,False,-0.3383077706126375,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,13,12.849000000000002,18868.0,676,0,0.0,35566.252433279,False,-0.6612274354213082,9,6.932000000000002,117782,683,0,0.0,11143.3964611011,False,-0.14997072547978146,11,7.168000000000002,116911,728,0,0.0,11877.588028816399,False,-0.15344312510313612,0.375,621562,0.0,0.0,11,0,0,7,15,14.131944444444445,27,34,18,120.0,53.0,13,11,18,415,1.8769010212272406,206.43891224171966
80,18,0,0,0,10.0,20,10.0,33.04019401707696,18,37.333333333333336,53.941511951895784,26,57.80769230769231,16.793984762763326,12,21.416666666666668,49.00000000000001,20,49.0,0,2.3150000000000004,74181,42,13,1.0,849.5225222220006,False,0.2655984200090077,1,5.142000000000001,71574,5,10,1.0,380.40194017076965,False,0.2173947135674122,0,0.2,72623,639,360,1.0,40531.62827959466,False,0.06937147162540233,0,2.8190000000000004,42250.0,917,0,0.0,30297.857913659576,False,-0.3392016283477454,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,12,12.956000000000001,17021.0,702,0,0.0,37866.94139023084,False,-0.6676667403490644,15,7.073000000000001,117199,690,0,0.0,11587.849486306695,False,-0.15245681248128515,5,7.207000000000002,116804,733,0,0.0,12309.990831105519,False,-0.15269061918622387,0.375,620302,0.0,0.0,14,0,0,5,14,13.1,24,29,16,138.0,38.0,10,8,16,2055,1.5396486204117537,207.97856086213142
81,16,0,0,0,10.0,20,10.0,33.400751921927686,10,42.0,54.269780191128916,11,57.0,16.793984762763326,0,,49.0,20,49.0,0,2.3150000000000004,74101,40,23,1.0,1168.2172942043367,False,0.26694445447933246,0,5.141000000000002,71874,7,10,1.0,404.00751921927684,False,0.2226840787733403,0,0.2,73250,629,359,1.0,40491.9240475078,False,0.07636118973272746,0,2.8190000000000004,41830.0,927,0,0.0,30962.497031626965,False,-0.34021103904063316,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,12.944,16394.0,713,0,0.0,38694.35327627492,False,-0.6696382534279453,9,7.148000000000002,117039,690,0,0.0,11587.849486306695,False,-0.15355937110639453,11,7.312000000000002,116594,733,0,0.0,12309.990831105519,False,-0.15413772738167994,0.375,619732,0.0,0.0,13,0,0,7,10,10.0,26,33,13,130.0,30.0,11,5,13,1247,1.7549271928146482,209.73348805494606
82,13,0,0,0,10.0,20,10.0,32.72348527651573,20,25.15,55.43687467325987,42,58.0,17.041910583264794,11,19.636363636363637,49.0,20,49.0,0,2.3150000000000004,74260,40,26,1.0,1250.810617189409,False,0.2703422502263772,3,5.171000000000001,71940,7,10,1.0,397.2348527651573,False,0.2237462455068378,0,0.2,75571,629,327,1.0,38710.93025708437,False,0.09282968730693375,0,2.8190000000000004,41442.0,937,0,0.0,30661.90570409524,False,-0.3464081041174307,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,11,13.054000000000002,13635.0,755,0,0.0,41854.8403783112,False,-0.6805336988468629,8,7.219000000000001,116776,695,0,0.0,11844.127855369032,False,-0.1544886958269223,12,7.421,116255,739,0,0.0,12593.971921032684,False,-0.15549531784342058,0.375,618529,0.0,0.0,15,0,0,3,14,13.6,25,28,17,89.0,39.0,8,5,17,3079,1.5396490041166544,211.27313705906272
83,17,0,0,0,10.0,20,10.0,31.547986222918652,16,15.4375,55.43687467325987,0,,18.025150342062524,16,25.0,49.0,20,49.0,0,2.3150000000000004,74352,40,25,1.0,1188.6996555729663,False,0.27137610184713035,0,5.168000000000002,71895,7,15,1.0,543.2197933437798,False,0.22422110462725212,0,0.2,75324,635,337,1.0,38715.19801644192,False,0.090010695097118,0,2.8190000000000004,41442.0,937,0,0.0,29560.46309087478,False,-0.35274821793586003,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,16,13.203000000000003,13194.0,755,0,0.0,41854.8403783112,False,-0.6846099365072319,5,7.261000000000002,116315,711,0,0.0,12815.881893206455,False,-0.15431726850332336,15,7.559000000000003,115880,739,0,0.0,13320.586102784206,False,-0.15557589357971774,0.375,617052,0.0,0.0,13,0,0,6,12,12.0,25,31,18,153.0,63.0,11,6,18,447,1.58051988016814,212.85365693923086
84,18,0,0,0,10.0,20,10.0,31.49859333699656,29,31.137931034482758,55.43687467325987,0,,18.40093109986432,3,33.0,48.99999999999999,20,49.0,0,2.3150000000000004,74312,40,30,1.0,1344.9578001098967,False,0.2720229164202098,9,5.258000000000001,72404,7,10,1.0,384.9859333699656,False,0.23151356200588608,0,0.2,75066,639,347,1.0,39364.196653961975,False,0.09077626062858732,0,2.8190000000000004,40797.0,952,0,0.0,29986.660856820727,False,-0.3577204283940186,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,3,13.217000000000004,13164.0,755,0,0.0,41854.8403783112,False,-0.6848872315861685,10,7.356000000000002,116123,711,0,0.0,13083.062012003531,False,-0.15471977090208752,10,7.644000000000001,115591,742,0,0.0,13653.490876099326,False,-0.15642036813020072,0.375,616107,0.0,0.0,12,0,0,4,13,12.6,23,27,20,91.0,52.0,8,10,20,458,1.7111750207841396,214.564831960015
85,20,0,0,0,10.0,20,10.0,31.23215218886071,29,29.24137931034483,55.43687467325987,0,,19.72744003354175,10,34.0,49.0,20,49.0,0,2.3150000000000004,74652,42,24,1.0,1169.571652532657,False,0.2763030047374228,3,5.279000000000002,72634,5,10,1.0,362.3215218886071,False,0.23522300227220652,0,0.2,74722,646,357,1.0,39966.93457235779,False,0.0902854758203021,0,2.8190000000000004,40293.0,964,0,0.0,30107.794710061724,False,-0.36282539913391365,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,10,13.314000000000005,13074.0,755,0,0.0,41854.8403783112,False,-0.6857191168229785,12,7.466000000000002,115883,711,0,0.0,14026.209863848184,False,-0.15312399696848691,8,7.714000000000001,115118,752,0,0.0,14835.034905223396,False,-0.1556088021898764,0.375,615026,0.0,0.0,14,0,0,6,12,11.6,27,33,17,173.0,61.0,13,7,17,988,1.6736006680876017,216.2384326281026
86,17,0,0,0,10.0,20,10.0,31.077568391851432,41,30.24390243902439,55.43687467325987,0,,18.78592891057327,11,9.727272727272727,49.0,20,49.0,0,2.315000000000001,75318,41,13,1.0,814.0083890940687,False,0.2845850513926789,10,5.376000000000001,72748,6,10,1.0,370.77568391851435,False,0.23722858474205247,0,0.2,74266,659,367,1.0,40825.45057531647,False,0.08997761172948476,0,2.8190000000000004,39509.0,982,0,0.0,30518.172160798105,False,-0.36948889538239466,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,11,13.414000000000003,12656.0,755,0,0.0,41854.8403783112,False,-0.689582761589496,10,7.554000000000001,115661,715,0,0.0,13431.939171059887,False,-0.15670135417952455,10,7.806000000000002,114873,759,0,0.0,14258.52004312511,False,-0.15928347456491965,0.375,613681,0.0,0.0,12,0,0,4,12,11.555555555555555,26,30,15,144.0,27.0,10,7,15,1044,1.5294340131804347,217.76786664128304
87,15,0,0,0,10.0,20,10.0,30.502892036161782,23,24.608695652173914,55.43687467325987,0,,19.115149883993023,12,22.0,49.0,20,49.0,0,2.3150000000000004,75410,41,17,1.0,928.5491646147503,False,0.2871172468117759,7,5.436000000000003,72840,6,10,1.0,365.0289203616178,False,0.23874051231031593,0,0.2,73700,672,377,1.0,41397.64520011969,False,0.08675526518839842,0,2.8190000000000004,39509.0,982,0,0.0,29953.83997951087,False,-0.37273729908297626,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,12,13.523000000000003,12312.0,755,0,0.0,41854.8403783112,False,-0.6927624118279698,6,7.604000000000003,115561,717,0,0.0,13705.562466822998,False,-0.1564476854302976,14,7.936000000000002,114292,769,0,0.0,14699.550260790635,False,-0.16176757285228255,0.375,612274,0.0,0.0,10,0,0,7,16,15.411764705882353,23,30,20,128.0,15.0,10,5,20,392,1.7370418226346374,219.50490846391767
88,20,0,0,0,10.0,20,10.0,31.417969178164157,21,41.57142857142857,55.596056689360005,8,58.0,19.499299869433155,5,27.6,49.0,20,49.0,4,2.3550000000000004,76053,43,10,1.0,744.1796917816416,False,0.29646117569239205,0,5.429000000000001,72760,4,20,1.0,668.3593835632831,False,0.23995622812569575,0,0.2,74164,662,379,1.0,41869.60108121211,False,0.09481367832801141,0,2.8190000000000004,38636.0,1003,0,0.0,31512.22308569865,False,-0.3738172577179084,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,5,13.561000000000002,11764.0,763,0,0.0,42419.79125398168,False,-0.6952167003088066,10,7.698000000000001,115344,718,0,0.0,14000.497306253006,False,-0.15692683384354347,10,8.022000000000002,114007,773,0,0.0,15072.958799071828,False,-0.16244492788897288,0.375,611378,0.0,0.0,13,0,0,5,14,13.333333333333332,26,31,17,125.0,35.0,11,9,17,1279,1.924886466935277,221.42979493085295
89,17,0,0,0,10.0,20,10.0,31.672942819871803,7,40.0,55.596056689360005,0,,18.787717619502533,6,7.0,48.99999999999999,20,49.0,0,2.351000000000001,75943,44,20,1.0,1073.4588563974362,False,0.29738807152281993,0,5.429000000000002,72950,3,23,1.0,758.4776848570515,False,0.24394372834871722,0,0.2,74164,652,389,1.0,42277.624770717455,False,0.0971623405288642,0,2.8190000000000004,38356.0,1010,0,0.0,31989.67224807052,False,-0.3742924360886078,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,6,13.616000000000003,11548.0,763,0,0.0,42419.79125398168,False,-0.6972132248771505,9,7.778000000000001,115144,724,0,0.0,13602.307556519834,False,-0.15967699319680037,11,8.122000000000002,113801,773,0,0.0,14522.905719875458,False,-0.16575967763985114,0.375,610556,0.0,0.0,11,0,0,7,10,10.0,27,34,19,127.0,30.0,12,5,19,480,1.552960554137826,222.98275548499078
90,19,0,0,0,10.0,20,10.0,31.69588931348991,16,32.0,55.596056689360005,0,,18.787717619502533,0,,49.0,20,49.0,0,2.351000000000001,76355,44,14,1.0,883.7424503888587,False,0.3027680066700779,0,5.429000000000001,72850,3,33,1.0,1075.964347345167,False,0.2449402394217474,0,0.2,73652,658,399,1.0,43038.721787331,False,0.09564902079902252,0,2.8190000000000004,38356.0,1010,0,0.0,32012.84820662481,False,-0.37415903084958607,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,13.610000000000005,11548.0,763,0,0.0,42419.79125398168,False,-0.6972132248771505,10,7.869000000000002,114959,724,0,0.0,13602.307556519834,False,-0.16095182660708313,10,8.211,113615,773,0,0.0,14522.905719875458,False,-0.1670414020415408,0.375,609985,0.0,0.0,12,0,0,4,11,11.0,28,32,22,115.0,51.0,9,10,22,712,1.4761497071012855,224.45890519209206
91,22,0,0,0,10.0,20,10.0,32.010842660465116,33,33.96969696969697,55.656694270884664,3,58.0,18.690566943065303,9,17.666666666666668,48.99999999999999,20,49.0,13,2.4810000000000008,76915,46,10,1.0,780.1084266046512,False,0.3113887294661882,0,5.429000000000002,72873,1,37,1.0,1194.4011784372092,False,0.24633497750968802,0,0.2,73510,661,406,1.0,43755.78487254662,False,0.0981418145386794,0,2.8190000000000004,37551.0,1030,0,0.0,32971.16794027907,False,-0.3779102267923105,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,9,13.700000000000001,11113.0,766,0,0.0,42633.02781149765,False,-0.7002485127209226,11,7.969000000000003,114582,733,0,0.0,13700.185569266867,False,-0.16321249209511335,9,8.291,113470,773,0,0.0,14447.80824698948,False,-0.16829934381571604,0.375,608664,0.0,0.0,14,0,0,6,14,13.764705882352942,27,33,22,182.0,42.0,13,9,22,815,1.6521793873980641,226.11108457949013
92,22,0,0,0,10.0,20,10.0,32.13279502213264,29,33.03448275862069,55.60058573950755,10,55.0,18.564587876952388,12,17.583333333333332,49.0,20,49.0,0,2.468000000000001,76815,46,20,1.0,1102.6559004426529,False,0.3124281658759491,0,5.429000000000001,73731,1,18,1.0,588.3903103983876,False,0.2557498033079305,0,0.2,73102,680,406,1.0,44424.138425290264,False,0.09729193341981203,0,2.8190000000000004,37551.0,1030,0,0.0,33096.77887279662,False,-0.37718718630028536,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,12,13.811000000000003,10193.0,776,0,0.0,43146.05453385786,False,-0.7063812320504221,11,8.068000000000001,114365,733,0,0.0,13607.8429138061,False,-0.16502600345305482,9,8.372000000000002,113112,785,0,0.0,14573.201483407624,False,-0.1703342768820758,0.375,607519,0.0,0.0,15,0,0,10,10,10.0,24,34,21,153.0,33.0,16,6,21,1708,1.9869598550722003,228.09804443456233
93,21,0,0,0,10.0,20,10.0,32.13279502213264,0,,55.60058573950755,0,,18.600402702840164,1,22.0,49.00000000000001,20,49.0,0,2.468000000000001,76725,45,30,1.0,1413.9838506639792,False,0.3135420774793804,0,5.429000000000002,73621,2,28,1.0,919.7182606197139,False,0.25669407674956063,0,0.2,73102,670,416,1.0,44658.81633246401,False,0.09864278422610329,0,2.8190000000000004,37551.0,1030,0,0.0,33096.77887279662,False,-0.37718718630028536,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,1,13.809000000000005,10172.0,776,0,0.0,43146.05453385786,False,-0.7065753386056778,9,8.147,114204,733,0,0.0,13634.09518118184,False,-0.16604500099512168,11,8.473,112882,786,0,0.0,14619.916524432369,False,-0.17175824843253248,0.375,606907,0.0,0.0,11,0,0,4,11,11.0,30,34,18,123.0,75.0,11,10,18,200,1.6279968190938234,229.72604125365615
94,18,0,0,0,10.0,20,10.0,32.82756209210368,36,37.05555555555556,55.39210502568318,5,51.0,18.46467378502346,8,17.0,49.0,20,49.0,0,2.468000000000001,77453,41,18,1.0,1000.8961176578663,False,0.3223879634740018,0,5.429000000000001,74027,6,24,1.0,847.8614902104885,False,0.262971903596418,0,0.2,72877,675,421,1.0,45478.680627982605,False,0.1007717936749974,0,2.8190000000000004,36697.0,1051,0,0.0,34501.76775880097,False,-0.3789313760818705,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,8,13.888000000000003,9677.0,781,0,0.0,43261.23402505856,False,-0.7106183956397264,11,8.248000000000001,113951,734,0,0.0,13553.07055820722,False,-0.16806759181141,9,8.552000000000003,112625,793,0,0.0,14642.486311523604,False,-0.17345146911966347,0.375,605957,0.0,0.0,16,0,0,7,13,13.0,26,33,19,127.0,36.0,11,7,19,1789,3.3269156822934747,233.05295693594962
95,19,0,0,0,10.0,20,10.0,33.635495960901615,26,40.76923076923077,55.39210502568318,0,,16.75564607674564,16,7.6875,49.0,20,49.0,0,2.468000000000001,77723,44,18,1.0,1045.438927296229,False,0.3273460018600505,0,5.429000000000002,74617,3,18,1.0,635.438927296229,False,0.27117880648777953,0,0.2,72877,665,431,1.0,46241.602080069024,False,0.10516331510579313,0,2.8190000000000004,35637.0,1077,0,0.0,36225.42914989104,False,-0.38121277672949905,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,16,14.040000000000003,8995.0,781,0,0.0,43261.23402505856,False,-0.7169222371008865,12,8.357000000000001,113571,750,0,0.0,12566.734557559232,False,-0.17408458499845222,8,8.623000000000001,112494,793,0,0.0,13287.227338859293,False,-0.17902372796137156,0.375,604564,0.0,0.0,13,0,0,6,13,13.0,25,31,16,138.0,36.0,12,7,16,1260,1.8453576881438494,234.89831462409347
96,16,0,0,0,10.0,20,10.0,34.01557769900418,37,36.37837837837838,55.39210502568318,0,,17.08828064755354,9,20.444444444444443,49.00000000000001,20,49.0,1,2.4780000000000006,78213,45,10,1.0,790.1557769900419,False,0.33349298357045964,0,5.429000000000001,75247,2,10,1.0,360.15577699004183,False,0.2795310843016001,0,0.2,72333,672,441,1.0,47286.38653005709,False,0.10491455815512411,0,2.8190000000000004,34835.0,1097,0,0.0,37315.088735807585,False,-0.384173418280467,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,9,14.114000000000003,8754.0,781,0,0.0,43261.23402505856,False,-0.7191498409016778,10,8.445,113257,757,0,0.0,12935.828450198029,False,-0.17497664487896655,10,8.715000000000002,112257,795,0,0.0,13585.183114805064,False,-0.17963028757897057,0.375,603546,0.0,0.0,14,0,0,8,13,12.058823529411764,23,31,19,102.0,29.0,11,5,19,1002,1.7479698527604342,236.6462844768539
97,19,0,0,0,10.0,20,10.0,34.09227533897798,17,35.1764705882353,55.33820095424007,4,54.0,17.585443767160072,4,28.75,49.00000000000001,20,49.0,0,2.4770000000000008,78241,41,18,1.0,1023.6609561016036,False,0.3359485398912756,5,5.479000000000002,75487,6,10,1.0,400.92275338977976,False,0.2839481819317527,0,0.2,72039,677,447,1.0,47816.6462310334,False,0.10458219397806548,0,2.8190000000000004,34747.0,1099,0,0.0,37467.4105975368,False,-0.38430971416174436,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,4,14.145000000000005,8475.0,785,0,0.0,43440.48774907846,False,-0.7209002488765923,10,8.535,113071,757,0,0.0,13312.180931740175,False,-0.17496164842251363,10,8.805000000000001,111953,799,0,0.0,14050.769569960898,False,-0.18012097283584663,0.375,602663,0.0,0.0,11,0,0,3,14,13.333333333333332,25,28,22,95.0,92.0,8,11,22,504,1.6434266967698932,238.2897111736238
98,22,0,0,0,10.0,20,10.0,33.77844598895327,15,28.933333333333334,55.01173659194985,30,54.0,18.96422705999049,12,28.666666666666668,49.0,20,49.0,0,2.4770000000000008,78509,41,16,1.0,950.4551358232524,False,0.3398739175882819,0,5.474000000000001,75453,6,17,1.0,634.2335818122057,False,0.28535033318472075,0,0.2,73533,675,427,1.0,46290.462567306044,False,0.11299668769963066,0,2.8190000000000004,34439.0,1106,0,0.0,37358.96126378232,False,-0.3884797827395881,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,12,14.261000000000003,6647.0,815,0,0.0,44834.56532243913,False,-0.7313539148406518,9,8.615,112571,769,0,0.0,14583.490609132685,False,-0.17402685209474877,11,8.905000000000001,111731,799,0,0.0,15152.417420932401,False,-0.17785504999093005,0.375,601533,0.0,0.0,13,0,0,7,12,12.0,26,33,27,161.0,71.0,13,9,27,2254,1.707345513626933,239.99705668725073
99,27,0,0,0,10.0,20,10.0,33.80676657459637,17,34.1764705882353,55.02902087743357,3,55.666666666666664,18.372592916457712,9,12.666666666666666,49.0,20,49.0,0,2.4770000000000003,78436,42,25,1.0,1265.1691643649092,False,0.3413049344718731,0,5.474000000000002,75907,5,11,1.0,421.87443232056,False,0.2912506949424126,0,0.2,73156,681,434,1.0,46905.003098106296,False,0.11219393238839497,0,2.8190000000000004,34402.0,1107,0,0.0,37424.090598078175,False,-0.388530843983755,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,9,14.339000000000006,6171.0,818,0,0.0,45013.739077740654,False,-0.7349255967494517,12,8.726,112324,769,0,0.0,14128.52395275598,False,-0.17729651263202797,8,8.974,111484,808,0,0.0,14845.055076497832,False,-0.1806161405055995,0.375,600530,0.0,0.0,14,0,0,9,12,12.0,28,37,24,213.0,78.0,17,10,24,948,1.8773323753848672,241.8743890626356
100,24,0,0,0,10.0,20,10.0,33.407977730795544,19,28.894736842105264,55.02902087743357,0,,18.372592916457712,0,,48.99999999999999,20,49.0,0,2.4770000000000003,78476,38,29,1.0,1348.8313541930706,False,0.342693102123811,2,5.494000000000001,76162,9,10,1.0,424.07977730795545,False,0.2955951736018249,0,0.2,72689,688,444,1.0,47417.57394836783,False,0.109768105800904,0,2.8190000000000004,34320.0,1109,0,0.0,37049.44730345226,False,-0.39163137755170635,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,14.330000000000004,6171.0,818,0,0.0,45013.739077740654,False,-0.7349255967494517,10,8.814,112134,769,0,0.0,14128.52395275598,False,-0.1786058009993454,10,9.066,111295,808,0,0.0,14845.055076497832,False,-0.18191853788150997,0.375,599897,0.0,0.0,12,0,0,10,12,11.09090909090909,26,36,18,208.0,35.0,16,8,18,333,1.9078384274616838,243.78222749009728
101,18,0,0,0,10.0,20,10.0,33.22625207288891,41,32.292682926829265,55.02902087743357,0,,19.290019428377363,10,27.2,49.0,20,49.0,7,2.5470000000000006,79458,38,10,1.0,712.2625207288891,False,0.3539522512742277,0,5.492000000000002,76122,9,15,1.0,588.3937810933337,False,0.29631031723263607,0,0.2,71673,712,454,1.0,48640.26695425174,False,0.10510958034060382,0,2.8190000000000004,34012.0,1116,0,0.0,37080.49731334402,False,-0.39499846129339294,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,10,14.430000000000005,5952.0,818,0,0.0,45013.739077740654,False,-0.7369498508256893,11,8.914000000000001,111748,775,0,0.0,14949.765056992457,False,-0.17843614098626473,9,9.146,111034,812,0,0.0,15663.495775842419,False,-0.18089715272558546,0.375,598649,0.0,0.0,12,0,0,8,16,15.466666666666667,23,31,20,124.0,48.0,12,6,20,1044,1.8179445350542665,245.60017202515155
102,20,0,0,0,10.0,20,10.0,33.36172716522006,23,34.69565217391305,55.44985521263205,31,56.83870967741935,17.90613096119154,23,12.695652173913043,49.0,20,49.0,0,2.540000000000001,79450,37,18,1.0,970.511088973961,False,0.35600698136502706,6,5.552000000000001,76562,10,10,1.0,433.6172716522006,False,0.30246159622429736,0,0.2,73375,707,433,1.0,47596.52841288026,False,0.11869569559467356,0,2.8190000000000004,33274.0,1134,0,0.0,37832.19860535955,False,-0.39916766284056765,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,23,14.650000000000004,3151.0,849,0,0.0,47076.92707552461,False,-0.7533047700506312,12,9.023,111338,788,0,0.0,14110.031197418934,False,-0.18415474686832375,8,9.217000000000002,110770,822,0,0.0,14718.839650099446,False,-0.18597118307951702,0.375,596570,0.0,0.0,12,0,0,9,17,16.0625,27,36,15,158.0,51.0,13,7,15,2044,1.7720682928338647,247.37224031798542
103,15,0,0,0,10.0,20,10.0,34.50171847682183,30,43.03333333333333,55.47527227514893,2,57.0,18.081207567925034,9,20.0,49.0,20,49.0,0,2.5400000000000005,79953,37,14,1.0,853.0240586755056,False,0.3635432667108476,6,5.606000000000002,76994,10,10,1.0,445.01718476821827,False,0.3098866578293798,0,0.2,73489,697,441,1.0,48512.29285168549,False,0.12527942191546163,0,2.8190000000000004,31983.0,1164,0,0.0,40160.00030702061,False,-0.4006308767425681,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,9,14.717,2830.0,851,0,0.0,47209.45670615174,False,-0.755659330488817,9,9.101,111012,797,0,0.0,14410.722431636252,False,-0.18536517971141822,11,9.319000000000003,110552,822,0,0.0,14862.752620834379,False,-0.1869775676838882,0.375,595463,0.0,0.0,13,0,0,2,10,9.375,26,28,15,75.0,64.0,7,8,15,917,1.544563421048224,248.91680373903364
104,15,0,0,0,10.0,20,10.0,34.50171847682183,0,,55.47527227514893,0,,18.527674249619974,9,23.333333333333332,49.0,20,49.0,0,2.5400000000000005,79843,38,24,1.0,1208.041243443724,False,0.3646884700626281,0,5.600000000000001,76904,9,20,1.0,780.0343695364365,False,0.3112014993429612,0,0.2,73489,687,451,1.0,48722.02838966876,False,0.1264866996861078,0,2.8190000000000004,31983.0,1164,0,0.0,40160.00030702061,False,-0.4006308767425681,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,9,14.798000000000002,2617.0,851,0,0.0,47209.45670615174,False,-0.7576281255492673,8,9.172000000000002,110890,797,0,0.0,14766.55637694712,False,-0.18497985633334785,12,9.428,110085,831,0,0.0,15396.497301434198,False,-0.18835664566717134,0.375,594461,0.0,0.0,9,0,0,3,12,12.0,24,27,20,110.0,54.0,8,7,20,200,1.6009497586637735,250.5177534976974
