index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
80,29,0,0,0,10.0,20,10.0,21.65139424257393,17,23.0,31.437944024640252,5,24.0,48.12482873556192,5,66.0,43.0,20,43.0,0,0.29000000000000004,31170,21,330,1.0,7354.960100049397,False,0.18645875353323688,0,0.2,30959,5,343,1.0,7476.428225202858,False,0.18134262070073992,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7030000000000003,47905,155,33,1.0,4393.418260412087,False,0.14536518140516297,0,3.440000000000001,57802,0,10,0.0,481.2482873556192,False,-0.0030123991947884282,0,2.081000000000001,64086,0,10,0.5,481.2482873556192,False,0.10492672616163055,13,7.080000000000002,45904,797,0,0.0,38355.48850224285,False,-0.25783715445968364,7,7.200000000000002,42938,662,0,0.0,31858.63662294199,False,-0.32870366382941435,0.4375,365106,0.0,0.0,12,0,0,5,11,11.0,5,10,26,122.0,72.0,10,19,26,1041,4.045015410985798,453.364591288846
81,26,0,0,0,10.0,20,10.0,21.65139424257393,0,,32.2700773597049,22,37.0,47.516345080511876,6,32.0,43.0,20,43.0,0,0.29000000000000004,31070,21,340,1.0,7571.474042475136,False,0.18673988019602902,0,0.2,30859,5,353,1.0,7692.9421676285965,False,0.18162374736353207,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7030000000000003,48719,145,21,1.0,3817.1237897270225,False,0.15738659659519258,0,3.440000000000001,57580,0,16,0.6,760.26152128819,False,-0.0044293730350733985,0,2.081000000000001,63686,6,14,1.0,858.8492952853957,False,0.10129899082144182,10,7.167000000000002,45748,797,0,0.0,37870.52702916796,False,-0.2623812489784247,10,7.293000000000001,42580,668,0,0.0,31740.918513781933,False,-0.33345733639452896,0.575,364584,0.0,0.0,14,0,0,11,10,10.0,4,15,27,217.0,33.0,15,11,27,1206,4.315314081963152,457.67990537080914
82,27,0,0,0,10.0,20,10.0,21.65139424257393,0,,31.600588427026004,6,16.833333333333332,47.073799054411815,18,43.55555555555556,43.0,20,43.0,0,0.29000000000000004,30970,21,350,1.0,7787.987984900875,False,0.18702100685882114,0,0.2,30759,5,363,1.0,7909.456110054336,False,0.1819048740263242,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7030000000000003,48820,135,25,1.0,3712.95293342313,False,0.15850482286792325,0,3.440000000000001,58227,0,7,0.5,329.5165933808827,False,0.0029846146671209024,0,2.081000000000001,63722,0,17,0.7,800.2545839250008,False,0.1014141209241557,13,7.287000000000002,45343,805,0,0.0,37894.40823880151,False,-0.2668635209665562,7,7.3530000000000015,41847,678,0,0.0,31916.035758891212,False,-0.3408176586296856,0.525,364030,0.0,0.0,16,0,0,5,11,11.0,3,8,29,133.0,67.0,8,19,29,1085,4.2290262000169605,461.9089315708261
83,29,0,0,0,10.0,20,10.0,21.9149655750179,38,23.0,31.905273650757422,31,33.12903225806452,45.25558594751417,22,33.27272727272727,43.0,20,43.0,0,0.29000000000000004,31754,20,322,1.0,7256.618915155764,False,0.2046681916713044,0,0.2,30649,6,373,1.0,8234.282159481676,False,0.18368939020601405,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,6,1.7630000000000003,48794,163,10,1.0,3891.1921252354914,False,0.15994778736295515,6,3.500000000000001,58476,0,0,0.0,0.0,False,0.004431619086880346,0,2.081000000000001,62917,21,18,1.0,1484.611293721161,False,0.09346431768285718,10,7.374000000000002,44996,815,0,0.0,36883.30254722405,False,-0.27658564893477144,10,7.446000000000001,41132,690,0,0.0,31226.354303784778,False,-0.3529036040700133,0.5,363060,0.0,0.0,17,0,0,6,14,12.638461538461538,6,12,29,189.0,51.0,12,17,29,1626,3.916441250999924,465.825372821826
84,29,0,0,0,10.0,20,10.0,21.9149655750179,0,,31.934322612886717,1,36.0,43.85485990225428,24,35.083333333333336,43.0,20,43.0,0,0.29000000000000004,31604,25,332,1.0,7525.768570905942,False,0.20414300791437037,0,0.2,30599,1,383,1.0,8403.431815231856,False,0.18486656591930575,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7570000000000001,48830,153,19,1.0,3959.7418626225863,False,0.16155432712231196,5,3.5440000000000014,58521,0,0,0.0,0.0,False,0.0052045759043594765,1,2.0910000000000006,63432,12,10,1.0,821.7604703771834,False,0.09661754500650296,10,7.464000000000002,44239,830,0,0.0,36399.533718871055,False,-0.28797647608179167,10,7.5360000000000005,40715,699,0,0.0,30654.547071675745,False,-0.36091919974640935,0.5,362282,0.0,0.0,13,0,0,11,14,13.11111111111111,4,15,34,175.0,57.0,15,14,34,576,4.812544070009608,470.63791689183563
85,34,0,0,0,10.0,20,10.0,21.75772533895018,2,8.0,31.230943103958616,14,24.857142857142858,46.584300171136896,22,66.04545454545455,43.0,20,43.0,0,0.29000000000000004,31540,23,340,1.0,7627.626615243062,False,0.2036979778564411,0,0.2,30479,3,393,1.0,8580.78605820742,False,0.18380010994190563,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7570000000000003,49162,145,15,1.0,3623.3343207071553,False,0.1652988400510614,0,3.539000000000001,58485,0,1,0.1,46.584300171136896,False,0.004986295477095853,12,2.210000000000001,64081,15,10,1.0,934.3071482707483,False,0.10873189690706264,13,7.584000000000001,43981,830,0,0.0,38664.96914204362,False,-0.2780015899851548,7,7.596000000000002,39173,721,0,0.0,33587.280423389704,False,-0.3617816880479992,0.5125,361243,0.0,0.0,15,0,0,18,11,10.571428571428571,3,21,33,323.0,66.0,21,13,33,631,6.009287093998864,476.6472039858345
86,33,0,0,0,10.0,20,10.0,21.75772533895018,0,,31.26826633489807,1,36.0,46.58971701639059,7,46.714285714285715,42.99999999999999,20,43.0,0,0.29000000000000004,31460,21,350,1.0,7825.203868632563,False,0.20433767778816805,0,0.2,30359,5,403,1.0,8818.363311596922,False,0.18375886608554234,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7570000000000003,49198,135,24,1.0,3687.7313127958278,False,0.16685791226934404,0,3.539000000000001,58512,0,0,0.0,0.0,False,0.00504998454086365,0,2.1980000000000004,64345,6,14,1.0,839.8656362388566,False,0.11245547456318371,12,7.691000000000001,43461,836,0,0.0,38949.00342570253,False,-0.28231193594796256,8,7.669000000000002,39034,722,0,0.0,33637.77568583401,False,-0.3630788687346964,0.5,360711,0.0,0.0,13,0,0,9,10,10.0,6,15,39,214.0,67.0,15,18,39,563,4.822162029042374,481.46936601487687
87,39,0,0,0,10.0,20,10.0,21.75772533895018,0,,31.309057334101563,1,36.0,47.71010182378871,22,55.40909090909091,42.99999999999999,20,43.0,0,0.29000000000000004,31370,20,360,1.0,8032.781122022065,False,0.20480714177287224,0,0.2,30249,6,413,1.0,9045.940564986424,False,0.18388785817620135,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7570000000000001,49234,125,33,1.0,3752.9145593941244,False,0.16842597169140344,16,3.6990000000000007,58562,0,1,0.1,47.71010182378871,False,0.006318579321032912,0,2.1980000000000004,64732,0,14,0.6,667.941425533042,False,0.1176263477406734,10,7.779000000000003,42472,852,0,0.0,40649.00675386798,False,-0.28389701025254305,10,7.761000000000001,38489,728,0,0.0,34732.954127718185,False,-0.36304934242736975,0.4625,359450,0.0,0.0,14,0,0,10,10,10.0,4,14,38,184.0,111.0,14,25,38,623,4.675253557041287,486.14461957191816
88,38,0,0,0,10.0,20,10.0,21.84475445906924,12,23.0,31.020520326813134,6,26.0,47.14904119403121,3,18.0,43.0,20,43.0,0,0.29000000000000004,31280,19,370,1.0,8272.559149855619,False,0.20582477869081095,0,0.2,30415,7,411,1.0,9048.194082677457,False,0.1895780545891773,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7570000000000001,49114,127,37,1.0,3922.0430683938794,False,0.16761588217993595,2,3.703000000000001,58498,0,1,0.1,47.14904119403121,False,0.00521444434018716,0,2.1980000000000004,64612,0,19,0.5,895.831782686593,False,0.11752234517405782,14,7.9090000000000025,42125,855,0,0.0,40312.430220896684,False,-0.2897731251374317,6,7.811000000000001,38416,728,0,0.0,34324.50198925472,False,-0.3662107034321561,0.45,358802,0.0,0.0,12,0,0,5,11,10.666666666666666,10,15,36,248.0,84.0,15,23,36,632,5.00383190298453,491.1484514749027
89,36,0,0,0,10.0,20,10.0,21.894064935965766,34,22.11764705882353,30.950057544825693,20,30.6,47.14904119403121,0,,43.0,20,43.0,0,0.29000000000000004,31630,20,360,1.0,8081.8633769476755,False,0.21449496743297253,0,0.2,30617,6,407,1.0,8970.884428938067,False,0.19513949863705807,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7570000000000001,48974,151,27,1.0,4141.655359041124,False,0.16692562648927967,0,3.701000000000001,58446,0,5,0.4,235.74520597015606,False,0.00594099081014601,0,2.1980000000000004,64052,6,29,1.0,1553.0225398958594,False,0.11354755006953053,12,8.015000000000002,41909,855,0,0.0,40312.430220896684,False,-0.2922362916748581,8,7.885000000000002,38296,728,0,0.0,34324.50198925472,False,-0.36757912928628195,0.55,358266,0.0,0.0,15,0,0,5,10,10.0,3,8,39,126.0,111.0,8,28,39,1564,4.2351914449827746,495.38364291988546
90,39,0,0,0,10.0,20,10.0,21.901617383845238,13,22.0,30.950057544825693,0,,46.41788515305119,30,42.93333333333333,42.99999999999999,20,43.0,0,0.29000000000000004,31826,19,357,1.0,8008.87740603275,False,0.21992573296845114,0,0.2,30507,7,417,1.0,9202.974449063464,False,0.19534531423961496,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7570000000000001,48688,154,37,1.0,4518.001206270717,False,0.1646892212042008,0,3.701000000000001,58549,0,0,0.0,0.0,False,0.0056855268130131574,0,2.1980000000000004,65237,0,10,0.6,464.1788515305119,False,0.12455064457324633,8,8.083000000000002,40535,884,0,0.0,41033.41047529725,False,-0.3037939009527822,12,7.997000000000001,38051,729,0,0.0,33838.63827657432,False,-0.3731432840135114,0.45,357735,0.0,0.0,16,0,0,5,10,10.0,8,13,42,188.0,103.0,13,26,42,1774,5.09115815901896,500.4748010789044
91,42,0,0,0,10.0,20,10.0,21.901617383845238,0,,30.203296346903095,6,16.833333333333332,46.713444567946276,14,50.0,43.0,20,43.0,0,0.29000000000000004,31736,18,367,1.0,8217.893579871203,False,0.2204196925516871,0,0.2,30397,8,427,1.0,9431.990622901916,False,0.1954988019288058,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7570000000000001,48789,144,41,1.0,4392.168053496741,False,0.16555983875702107,6,3.761000000000001,58567,0,1,0.1,46.713444567946276,False,0.006395903711635064,0,2.1980000000000004,65572,0,7,0.5,326.9941119756239,False,0.12912667999566824,9,8.165000000000003,39698,898,0,0.0,41948.67322201576,False,-0.30812004959394385,11,8.095,37860,729,0,0.0,34054.10109003283,False,-0.3740928414790811,0.45,356961,0.0,0.0,14,0,0,8,11,11.0,6,14,38,190.0,84.0,14,28,38,701,4.877959153032862,505.3527602319373
92,38,0,0,0,10.0,20,10.0,21.903958279546966,4,22.0,30.36878840417477,3,36.0,45.80311589589278,5,18.0,43.0,20,43.0,0,0.29000000000000004,31626,19,377,1.0,8447.792271389206,False,0.22058820386417222,0,0.2,30395,7,433,1.0,9554.413935043836,False,0.19751479239800881,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7570000000000001,48809,138,48,1.0,4480.4480859778705,False,0.16702613087783041,4,3.7950000000000013,58421,0,2,0.2,91.60623179178556,False,0.004273645880928426,0,2.1980000000000004,65536,0,8,0.1,366.42492716714224,False,0.1288469625130297,9,8.246,39466,903,0,0.0,41360.21365399118,False,-0.3141209366077226,11,8.194,37663,729,0,0.0,33390.47148810584,False,-0.3801232068597715,0.4125,356258,0.0,0.0,13,0,0,6,12,11.8,5,11,37,134.0,91.0,11,27,37,396,3.276511172996834,508.6292714049341
93,37,0,0,0,10.0,20,10.0,21.91757735840078,25,22.0,31.34543174869516,25,35.04,44.96615414439063,6,25.166666666666668,43.00000000000001,20,43.0,0,0.29000000000000004,31812,19,374,1.0,8387.173932041893,False,0.2258890390528393,0,0.2,30559,7,431,1.0,9516.475841470736,False,0.20245268873158442,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7570000000000003,49135,153,33,1.0,4387.788583542259,False,0.1734196166648637,3,3.821000000000001,57968,2,10,1.0,512.3524049412966,False,0.00010608750679596852,0,2.1980000000000004,65141,3,17,1.0,858.4609157007262,False,0.12628792569051442,12,8.357,39150,908,0,0.0,40829.26796310669,False,-0.3207517905675165,8,8.263000000000002,37490,730,0,0.0,32825.29252540516,False,-0.3853185437360013,0.625,355597,0.0,0.0,17,0,0,5,10,9.6,4,9,39,132.0,95.0,9,28,39,1687,3.4899301740224473,512.1192015789566
94,39,0,0,0,10.0,20,10.0,21.21278073215497,18,15.0,32.036181888109915,46,33.65217391304348,45.06989009892989,17,45.88235294117647,43.00000000000001,20,43.0,0,0.29000000000000004,31982,19,366,1.0,7953.87774796872,False,0.22430080262791038,0,0.2,30459,7,441,1.0,9424.836302880343,False,0.19748793542746831,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,13,1.8870000000000005,50024,161,10,1.0,3735.6195167580495,False,0.186288314893332,0,3.8180000000000014,57843,9,10,1.0,739.0245379822882,False,-9.426175768415124e-05,0,2.1980000000000004,64498,22,20,1.0,1606.193803517016,False,0.12166506753510098,13,8.475000000000001,38265,923,0,0.0,41599.50856131229,False,-0.3264521931230199,7,8.325000000000001,37268,732,0,0.0,32991.15955241668,False,-0.3869043951990109,0.625,354681,0.0,0.0,17,0,0,5,11,10.2,3,8,33,119.0,106.0,8,31,33,2289,6.345412053982727,518.4646136329393
95,33,0,0,0,10.0,20,10.0,21.21278073215497,0,,32.036181888109915,0,,44.47772154744105,44,42.65909090909091,43.000000000000014,20,43.0,0,0.29000000000000004,31892,18,376,1.0,8156.0055552902695,False,0.22467749745140211,0,0.2,30349,8,451,1.0,9646.964110201892,False,0.1975241583569149,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.8740000000000003,50024,151,20,1.0,3843.8535283175993,False,0.18752547297073363,15,3.9680000000000017,58149,0,9,0.9,400.29949392696943,False,0.002252735356135303,0,2.1980000000000004,65338,12,11,1.0,873.6891196791705,False,0.1298025449146242,13,8.592,37213,945,0,0.0,42031.446862331795,False,-0.33598591170042996,7,8.388,36093,754,0,0.0,33536.20204677055,False,-0.39719585568369664,0.6125,353400,0.0,0.0,16,0,0,5,14,13.5,0,5,23,63.0,93.0,5,28,23,1390,1.6864082989632152,520.1510219319025
96,23,0,0,0,10.0,20,10.0,21.21278073215497,0,,32.036181888109915,0,,43.245344414411534,15,30.0,43.00000000000002,20,43.0,0,0.29000000000000004,31792,18,386,1.0,8368.13336261182,False,0.22488395632787125,0,0.2,30249,8,461,1.0,9859.091917523441,False,0.19773061723338403,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.8740000000000003,50024,141,30,1.0,3952.0875398771486,False,0.1887626310481351,0,3.9530000000000016,58239,0,4,0.0,172.98137765764614,False,0.0018463480165726099,0,2.1980000000000004,65698,2,11,1.0,539.7711523347467,False,0.13311837535070556,7,8.649000000000003,36944,955,0,0.0,41299.30391576301,False,-0.34322798022759765,13,8.511,35567,759,0,0.0,32823.216410538356,False,-0.40725940558695,0.5,352855,0.0,0.0,11,0,0,1,10,10.0,0,1,20,3.0,66.0,1,22,20,650,1.1077000190271065,521.2587219509296
97,20,0,0,0,10.0,0,,21.21278073215497,0,,32.036181888109915,0,,44.37554518353179,10,62.3,43.000000000000014,20,43.0,0,0.29000000000000004,31792,8,396,1.0,8480.261169933368,False,0.22679277467456616,0,0.2,30249,0,469,0.8,9948.794163380682,False,0.1992576719107398,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.8740000000000003,50024,131,40,1.0,4060.3215514366975,False,0.1899997891255367,1,3.9630000000000014,58521,0,0,0.0,0.0,False,0.0052045759043594765,0,2.1980000000000004,65998,0,8,0.2,355.00436146825433,False,0.13668456801563306,9,8.732000000000001,36764,956,0,0.0,42423.02119545639,False,-0.3388734365993683,11,8.608,34811,768,0,0.0,34080.41870095242,False,-0.408712204642656,0.375,352501,0.0,0.0,2,0,0,1,9,9.0,0,1,13,3.0,57.0,1,19,13,572,0.8137823159922846,522.0725042669219
98,13,0,0,0,10.0,0,,20.968104085481514,3,8.0,32.036181888109915,0,,45.458780783839025,21,53.285714285714285,43.000000000000014,20,43.0,0,0.29000000000000004,31816,0,401,0.8,8408.209738278087,False,0.22638333285005774,0,0.2,30249,0,469,0.0,9834.04081609083,False,0.19730415743575,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.8740000000000003,50000,124,50,1.0,4201.854001005204,False,0.19106890246445385,5,4.012000000000001,58577,0,0,0.0,0.0,False,0.006166477721666838,8,2.278000000000001,66498,0,0,0.0,0.0,False,0.14222405441615996,11,8.833,36466,961,0,0.0,43685.8883332693,False,-0.335071110629993,9,8.687000000000001,33687,784,0,0.0,35639.684134529794,False,-0.41263921375650126,0.225,351635,0.0,0.0,1,0,0,0,12,11.333333333333332,0,0,6,0.0,39.0,0,13,6,24,0.47019855299731717,522.5427028199192
99,6,0,0,0,10.0,0,,20.968104085481514,0,,32.036181888109915,0,,47.54225429589309,26,60.0,43.00000000000001,20,43.0,0,0.29000000000000004,31816,0,401,0.0,8408.209738278087,False,0.22638333285005774,0,0.2,30249,0,469,0.0,9834.04081609083,False,0.19730415743575,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.8740000000000003,50000,114,60,1.0,4312.534779031488,False,0.1923340280619926,9,4.097000000000001,58628,0,0,0.0,0.0,False,0.007042495448143186,17,2.4400000000000004,66751,0,0,0.0,0.0,False,0.14656978941220927,11,8.932000000000002,35826,970,0,0.0,46115.986667016296,False,-0.3285135094021331,9,8.768,32436,801,0,0.0,38081.34569101036,False,-0.412983249948625,0.125,350048,0.0,0.0,0,0,0,0,16,16.0,0,0,1,0.0,18.0,0,6,1,0,0.5096118620131165,523.0523146819323
100,1,0,0,0,10.0,0,,20.968104085481514,0,,32.036181888109915,0,,47.9049593223908,13,52.46153846153846,43.00000000000001,20,43.0,0,0.29000000000000004,31816,0,401,0.0,8408.209738278087,False,0.22638333285005774,0,0.2,30249,0,469,0.0,9834.04081609083,False,0.19730415743575,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.8740000000000003,50000,104,70,1.0,4423.215557057772,False,0.1935991536595315,1,4.098000000000002,58645,0,0,0.0,0.0,False,0.007334501356968635,12,2.5430000000000006,66883,0,0,0.0,0.0,False,0.14883712941014807,11,9.031,35005,982,0,0.0,47042.67005458777,False,-0.33259208334518675,9,8.849,32239,802,0,0.0,38419.777376557424,False,-0.41330008794098994,0.125,349179,0.0,0.0,0,0,0,0,14,14.0,0,0,0,0.0,3.0,0,1,0,0,0.3511899720178917,523.4035046539502
