index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
81,37,0,0,0,10.0,20,10.0,25.55405605791655,0,,12.043399922696869,2,12.0,30.569867949400578,11,18.0,42.99999999999999,15,43.0,0,2.9900000000000007,52216,30,50,1.0,1577.7028028958275,False,0.27320629822603143,0,0.2,33591,804,0,0.0,8040.0,False,-0.0965626576349355,0,1.4330000000000003,37163,498,0,0.0,12725.919916842442,False,-0.16358961627968988,2,2.1100000000000003,33814,568,0,0.0,14514.7038408966,False,-0.21075824054174175,0,2.576000000000001,72912,0,4,0.1,122.27947179760231,False,-0.005476800873610858,10,1.326,78082,0,1,0.1,30.569867949400578,False,0.06435822737955305,0,0.5780000000000001,92102,10,220,1.0,9765.698679494004,False,0.018416790118207318,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,495111,0.0,0.0,10,0,0,20,3,2.909090909090909,16,36,35,309.0,85.0,22,15,35,845,2.254077966324985,172.39157798327506
82,35,0,0,0,10.0,20,10.0,25.55405605791655,0,,12.042172591852417,1,12.0,29.651723067574718,16,24.25,42.99999999999999,10,43.0,0,2.9900000000000007,52086,33,60,1.0,1863.243363474993,False,0.2735130475303859,0,0.2,33521,811,0,0.0,8110.0,False,-0.09740337729096106,0,1.4330000000000003,37163,498,0,0.0,12725.919916842442,False,-0.16358961627968988,1,2.1180000000000003,33798,568,0,0.0,14514.7038408966,False,-0.2110657022531505,8,2.6560000000000006,72766,0,1,0.1,29.651723067574718,False,-0.008097773607716748,3,1.346,78161,0,0,0.0,0.0,False,0.06522657580919931,0,0.5780000000000001,92144,16,220,1.0,9934.427569081194,False,0.01974371564449177,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,494870,0.0,0.0,9,0,0,19,4,2.95,15,34,32,285.0,120.0,20,15,32,630,2.3739650594070554,174.7655430426821
83,32,0,0,0,10.0,20,10.0,25.604072793167038,22,26.0,12.04088782537445,1,12.0,31.171391796938742,8,50.0,43.0,11,43.0,0,2.9900000000000007,52628,26,48,1.0,1488.995494072018,False,0.28203736991751366,0,0.2,33351,828,0,0.0,8280.0,False,-0.09944512502702313,1,1.4430000000000003,36861,509,0,0.0,13032.473051722023,False,-0.16644753884853652,0,2.1170000000000004,33512,579,0,0.0,14824.758147243716,False,-0.2135825232302339,3,2.678000000000001,72849,0,0,0.0,0.0,False,-0.007168654173764906,4,1.3830000000000002,78193,0,1,0.1,31.171391796938742,False,0.06587510318089902,0,0.5780000000000001,92217,14,219,1.0,9853.399485157142,False,0.020084843617924484,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,494842,0.0,0.0,13,0,0,17,3,2.75,16,33,33,297.0,84.0,19,13,33,1245,2.0021335752680898,176.7676766179502
84,33,0,0,0,10.0,20,10.0,25.479720711320038,27,24.666666666666668,12.310463738936077,13,12.923076923076923,31.498321127531398,11,34.36363636363637,43.0,12,43.0,0,2.9900000000000007,53184,27,31,1.0,1059.8713420509212,False,0.2902389006035276,0,0.2,33261,837,0,0.0,8370.0,False,-0.100526050299056,13,1.572,35987,536,0,0.0,13657.13030126754,False,-0.17724081649082865,0,2.1170000000000004,33512,579,0,0.0,14752.758291854301,False,-0.21427431069145925,6,2.7350000000000008,72722,0,1,0.1,31.498321127531398,False,-0.008684849600493868,4,1.419,78125,2,10,1.0,339.60413875318613,False,0.06705011338162299,0,0.5780000000000001,92355,15,217,1.0,9803.47481691297,False,0.021271827539944766,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3875,494377,0.0,0.0,12,0,0,12,6,5.75,17,29,40,291.0,87.0,17,16,40,1382,1.980735662393272,178.74841228034347
85,40,0,0,0,10.0,20,10.0,25.506652895917714,10,26.0,11.864339937665793,51,11.529411764705882,32.23348600076778,4,50.0,43.0,13,43.0,0,2.99,53324,29,31,1.0,1080.7062397734492,False,0.29385201219972445,0,0.2,33181,845,0,0.0,8450.0,False,-0.1014868727630852,14,1.6990000000000003,35726,536,0,0.0,13671.565952211895,False,-0.18211758534741354,37,2.487000000000001,32120,589,0,0.0,15023.418555695534,False,-0.23842292746117782,3,2.759000000000001,72529,15,10,1.0,500.2999590726647,False,-0.008120613566796126,0,1.415,77813,18,20,1.0,858.2278388933399,False,0.06633204660233959,0,0.5780000000000001,92714,9,214,1.0,9492.10137400691,False,0.023406776018349684,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.5,492638,0.0,0.0,12,0,0,19,8,7.75,18,37,40,378.0,195.0,25,15,40,1019,2.455991298891604,181.20440357923508
86,40,0,0,0,10.0,20,10.0,25.149599692359224,54,24.0,11.867634276808237,2,12.0,32.77566687427923,5,42.6,43.0,10,43.0,23,3.2200000000000006,53925,33,10,1.0,581.4959969235922,False,0.30229271452671796,0,0.2,33121,851,0,0.0,8510.0,False,-0.10220748961110711,1,1.6950000000000003,34846,572,0,0.0,14385.571024029476,False,-0.19216769130815858,1,2.460000000000001,31672,607,0,0.0,15265.807013262049,False,-0.2447029438184626,0,2.7560000000000007,72505,7,20,1.0,738.5867774232423,False,-0.006823940187916548,0,1.4150000000000003,78026,8,25,1.0,914.3327460714466,False,0.06961725891701158,0,0.5780000000000001,92931,4,214,1.0,9333.102667497116,False,0.02485064037706798,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.5,492257,0.0,0.0,13,0,0,16,4,3.2777777777777777,17,33,32,303.0,210.0,20,20,32,1275,2.215393059886992,183.41979663912207
87,32,0,0,0,10.0,20,10.0,25.19289172140638,11,26.0,11.869396250558943,1,12.0,31.348559802188426,8,16.0,43.0,0,,1,3.2070000000000007,54070,35,10,1.0,601.9289172140639,False,0.306021101069084,0,0.2,33041,859,0,0.0,8590.0,False,-0.10316831207513631,0,1.6940000000000004,34846,572,0,0.0,14410.334064644449,False,-0.19192976359418473,1,2.4690000000000007,31370,618,0,0.0,15569.207083829142,False,-0.24759116159198735,0,2.7560000000000007,72633,0,19,0.7,595.62263624158,False,-0.0060536787990352545,0,1.4150000000000003,78014,0,34,0.9,1065.8510332744065,False,0.07048620806319866,0,0.5780000000000001,92803,2,224,1.0,9694.697119604376,False,0.02540505255433834,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.45,492008,0.0,0.0,8,0,0,18,2,1.0909090909090908,14,32,31,249.0,72.0,18,14,31,328,1.9910326581448317,185.4108292972669
88,31,0,0,0,10.0,20,10.0,25.19289172140638,0,,11.87314862830251,2,12.0,30.697865374635196,13,26.46153846153846,43.0,0,,0,3.206000000000001,53970,35,20,1.0,853.8578344281276,False,0.3066447819464837,0,0.2,32941,869,0,0.0,8690.0,False,-0.10436934015517282,2,1.714,34813,572,0,0.0,14410.334064644449,False,-0.19256390337396528,0,2.468000000000001,31370,618,0,0.0,15569.207083829142,False,-0.24759116159198735,0,2.7560000000000007,72701,0,15,0.1,460.46798061952796,False,-0.006047918360343987,0,1.4150000000000003,78266,0,27,0.1,828.8423651151503,False,0.07230556977931961,0,0.5780000000000001,92459,5,234,1.0,10215.489326873176,False,0.024527146238478976,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,491751,0.0,0.0,8,0,0,15,2,2.0,15,30,33,276.0,132.0,17,14,33,544,1.845334249548614,187.25616354681551
89,33,0,0,0,10.0,20,10.0,25.19289172140638,0,,11.877072873423264,2,12.0,30.346739081454654,14,28.142857142857142,43.0,0,,0,3.2060000000000004,53860,36,30,1.0,1115.7867516421913,False,0.30714836001588,0,0.2,32851,878,0,0.0,8780.0,False,-0.10545026542720569,1,1.7220000000000002,34797,572,0,0.0,14410.334064644449,False,-0.19287136508537403,1,2.4780000000000006,31354,618,0,0.0,15569.207083829142,False,-0.2478986233033961,0,2.756000000000001,73015,0,6,0.0,182.08043448872792,False,-0.003665550701950837,0,1.4150000000000003,78322,0,24,0.2,728.3217379549117,False,0.07238379378504202,0,0.5780000000000001,92065,9,244,1.0,10765.120651733092,False,0.023275617455099186,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,491495,0.0,0.0,10,0,0,12,2,2.0,19,31,27,297.0,102.0,19,14,27,594,1.5276658199727535,188.78382936678827
90,27,0,0,0,10.0,20,10.0,25.19289172140638,0,,12.127582666511387,19,12.894736842105264,30.346739081454654,0,,43.0,0,,0,3.206000000000001,53730,39,40,1.0,1397.7156688562552,False,0.30741173246926873,0,0.2,32781,885,0,0.0,8850.0,False,-0.10629098508323125,1,1.731,34781,572,0,0.0,14410.334064644449,False,-0.19317882679678278,18,2.6570000000000005,31064,618,0,0.0,15569.207083829142,False,-0.25347136682267973,0,2.7560000000000007,72794,7,16,1.0,570.4409039688542,False,-0.004031067093909048,0,1.4150000000000003,78298,0,26,0.2,789.015216117821,False,0.07247029108087095,0,0.5780000000000001,92065,0,253,0.9,10879.0,False,0.02387352857787905,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3875,490744,0.0,0.0,6,0,0,12,3,3.0,15,27,33,227.0,85.0,14,13,33,200,1.681766857393086,190.46559622418135
91,33,0,0,0,10.0,20,10.0,25.34598666582494,18,27.0,12.12401225079729,2,12.0,30.346739081454654,0,,43.0,7,43.0,0,3.2060000000000004,54126,38,32,1.0,1191.071573306398,False,0.3144420212498667,0,0.2,32671,896,0,0.0,8960.0,False,-0.1076121159712714,1,1.7400000000000002,34765,572,0,0.0,14497.904372851866,False,-0.19264489735725265,1,2.649000000000001,30562,636,0,0.0,16120.047519464662,False,-0.2578254047977031,0,2.7560000000000007,72782,0,24,0.8,728.3217379549117,False,-0.003118761581227142,0,1.4150000000000003,78286,0,27,0.1,819.3619551992757,False,0.07251353972878552,0,0.5780000000000001,92366,0,246,0.0,10578.0,False,0.025453896315275486,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2375,490789,0.0,0.0,11,0,0,17,2,2.0,14,31,31,276.0,183.0,17,16,31,987,2.0017248718068004,192.46732109598815
92,31,0,0,0,10.0,20,10.0,25.41891742785558,24,26.0,12.120272430883391,2,12.0,31.464300355794865,27,35.25925925925926,43.0,0,,0,3.206000000000001,54660,37,18,1.0,827.5405137014004,False,0.3229028910391463,0,0.2,32561,907,0,0.0,9070.0,False,-0.10893324685931156,2,1.7590000000000003,34108,596,0,0.0,15149.674787001924,False,-0.19900771741384427,0,2.6480000000000006,30562,636,0,0.0,16166.431484116149,False,-0.2573797393866508,0,2.7560000000000002,73432,0,7,0.1,220.25010249056405,False,0.002277683832985111,0,1.415,78564,0,19,0.1,597.8217067601024,False,0.07479265217553725,0,0.5780000000000001,91414,17,256,1.0,11542.893106048512,False,0.02052321778647982,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,490532,0.0,0.0,14,0,0,20,2,2.0,14,34,27,315.0,63.0,20,11,27,1776,2.108423006720841,194.575744102709
93,27,0,0,0,10.0,20,10.0,25.4554635029988,13,26.0,12.114516659691002,3,12.0,31.364631381927968,10,30.3,43.00000000000001,1,43.0,0,3.2060000000000004,54868,40,15,1.0,781.831952544982,False,0.32735019519762887,0,0.2,32491,914,0,0.0,9140.0,False,-0.10977396651533713,2,1.7770000000000001,33737,609,0,0.0,15502.377273326269,False,-0.20274815740765317,1,2.6580000000000004,30546,636,0,0.0,16189.674787907237,False,-0.2574638752867346,0,2.7560000000000007,73425,0,8,0.2,250.91705105542374,False,0.0023912575881118257,0,1.415,78838,0,11,0.1,345.0109452012076,False,0.0768041631700253,0,0.5780000000000001,91154,17,265,1.0,11928.198733492778,False,0.019816019644300614,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,490290,0.0,0.0,11,0,0,13,3,3.0,15,28,28,242.0,54.0,14,13,28,884,1.8789749899879098,196.4547190926969
94,28,0,0,0,10.0,20,10.0,25.402430996003414,27,25.037037037037038,11.894439050009186,15,11.066666666666666,32.047651823203495,4,50.0,43.00000000000001,0,,12,3.3260000000000005,55192,40,10,1.0,654.0243099600341,False,0.3335978514803876,0,0.2,32391,924,0,0.0,9240.0,False,-0.11097499459537365,15,1.9250000000000005,33144,622,0,0.0,15800.312079514124,False,-0.21128084629302898,0,2.6570000000000005,30195,650,0,0.0,16511.58014740222,False,-0.2611158924325773,0,2.7560000000000007,73271,4,18,1.0,624.4354890176998,False,0.002837720538451046,0,1.4150000000000003,79026,0,8,0.1,256.38121458562796,False,0.07876239328508089,0,0.5780000000000001,90954,11,275,1.0,12177.52417005524,False,0.019024919249274023,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3875,489404,0.0,0.0,9,0,0,12,3,2.9230769230769234,15,27,28,236.0,51.0,16,12,28,751,2.2566161835566163,198.71133527625352
95,28,0,0,0,10.0,20,10.0,25.46891157807913,24,26.0,11.89762448731851,2,12.0,33.07674438464546,12,41.5,43.00000000000001,0,,14,3.4540000000000006,55390,42,10,1.0,674.6891157807913,False,0.33860211279792446,0,0.2,32311,932,0,0.0,9320.0,False,-0.11193581705940285,1,1.9200000000000004,32816,634,0,0.0,16147.289940502169,False,-0.214249986159398,1,2.6670000000000003,29867,662,0,0.0,16860.419464688384,False,-0.26406714709459844,0,2.7560000000000007,73508,0,16,0.5,529.2279101543273,False,0.005418929541085686,0,1.4150000000000003,79263,0,4,0.1,132.30697753858183,False,0.08114689592871274,0,0.5780000000000001,90456,13,285,1.0,12684.997677000392,False,0.016459964071575354,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.325,488842,0.0,0.0,13,0,0,14,4,3.166666666666667,14,28,32,237.0,56.0,14,14,32,698,1.9625728987157345,200.67390817496926
96,32,0,0,0,10.0,20,10.0,25.344283375224546,18,24.0,12.105738872988672,15,12.933333333333334,33.73268836514755,4,50.0,43.00000000000001,0,,8,3.520000000000001,55594,38,10,1.0,633.4428337522454,False,0.34300692793533955,0,0.2,32171,946,0,0.0,9460.0,False,-0.11361725637145396,0,1.919,32816,634,0,0.0,16068.275659892362,False,-0.2150091694700863,15,2.8160000000000003,29195,680,0,0.0,17234.11269515269,False,-0.27339002771812776,0,2.7560000000000007,73314,5,26,1.0,937.5785918587798,False,0.005557605395971336,0,1.4150000000000003,79463,0,0,0.0,0.0,False,0.0829710391822828,0,0.5780000000000001,90256,7,295,1.0,12921.128818556035,False,0.015599588466759911,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.375,488040,0.0,0.0,8,0,0,14,3,2.4444444444444446,14,28,31,246.0,78.0,16,16,31,400,3.428933027200401,204.10284120216966
97,31,0,0,0,10.0,20,10.0,25.342489661503617,1,25.0,12.105738872988672,0,,33.73268836514755,0,,43.00000000000001,0,,0,3.5120000000000013,55529,37,19,1.0,851.5073035685687,False,0.34406460694636887,0,0.2,32061,957,0,0.0,9570.0,False,-0.11493838725949412,0,1.919,32816,634,0,0.0,16067.138445393293,False,-0.21502009602996502,0,2.801,29170,681,0,0.0,17258.235459483963,False,-0.27363866081704147,0,2.756000000000001,73314,0,31,0.5,1045.713339319574,False,0.0062944690924672505,0,1.4150000000000003,79463,0,0,0.0,0.0,False,0.0829710391822828,0,0.5780000000000001,90256,0,302,0.7,12986.000000000002,False,0.015940187543972025,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,487840,0.0,0.0,8,0,0,18,0,0.0,11,29,37,248.0,88.0,16,15,37,225,2.237716356292367,206.34055755846202
98,37,0,0,0,10.0,20,10.0,25.342489661503617,0,,12.101219122404673,3,12.0,33.81875377508808,11,34.54545454545455,43.00000000000001,0,,0,3.5120000000000013,55389,41,29,1.0,1144.932200183605,False,0.34422584372443144,0,0.2,32001,963,0,0.0,9630.0,False,-0.11565900410751603,1,1.929,32800,634,0,0.0,16067.138445393293,False,-0.2153275577413738,2,2.821,29137,681,0,0.0,17258.235459483963,False,-0.274272800596822,0,2.7560000000000007,73632,0,22,0.1,744.0125830519377,False,0.008572487789110218,1,1.4250000000000003,79450,0,2,0.2,67.63750755017615,False,0.08325477006848508,0,0.5780000000000001,89876,1,312,1.0,13449.81875377509,False,0.01438512014877032,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,487516,0.0,0.0,10,0,0,21,4,4.0,11,32,33,294.0,148.0,18,19,33,530,2.354997725225985,208.695555283688
99,33,0,0,0,10.0,20,10.0,25.506732275414553,19,27.0,12.099641667277306,1,12.0,34.295461059294716,15,37.266666666666666,43.00000000000001,0,,0,3.5120000000000013,55792,42,20,1.0,930.134645508291,False,0.35132635110264343,0,0.2,31911,972,0,0.0,9720.0,False,-0.1167399293795489,1,1.9380000000000002,32271,653,0,0.0,16655.896175845704,False,-0.21983612121826226,0,2.8190000000000004,29137,681,0,0.0,17370.08467955731,False,-0.2731981333273381,0,2.7560000000000007,73983,0,12,0.1,411.54553271153657,False,0.011090599882191132,2,1.4440000000000002,79568,0,0,0.0,0.0,False,0.08440204429301533,0,0.5780000000000001,89317,6,322,1.0,14051.77276635577,False,0.011675676861293982,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,487210,0.0,0.0,9,0,0,15,2,1.5,14,29,25,278.0,95.0,16,17,25,1076,1.8611206244677305,210.55667590815574
100,25,0,0,0,10.0,20,10.0,25.506732275414553,0,,12.09794562382841,1,12.0,33.82209155295722,10,29.2,43.00000000000001,0,,0,3.512000000000001,55702,41,30,1.0,1175.2019682624366,False,0.3521078279198486,0,0.2,31801,983,0,0.0,9830.0,False,-0.11806106026758906,0,1.9370000000000003,32271,653,0,0.0,16655.896175845704,False,-0.21983612121826226,1,2.8289999999999997,29121,681,0,0.0,17370.08467955731,False,-0.2735055950387469,0,2.7560000000000002,74067,0,7,0.1,236.75464087070054,False,0.011044324639664043,4,1.482,79608,0,0,0.0,0.0,False,0.08494718909710391,0,0.5780000000000001,89025,6,332,1.0,14478.932549317746,False,0.010852204373143964,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,486826,0.0,0.0,9,0,0,13,2,2.0,11,24,24,183.0,72.0,11,14,24,296,2.0564083885401487,212.6130842966959
101,24,0,0,0,10.0,20,10.0,25.47636761647395,11,25.0,12.096127591755092,1,12.0,34.463574874534665,4,50.0,43.00000000000001,0,,0,3.512000000000001,55837,45,29,1.0,1188.8146608777447,False,0.35551409599670614,0,0.2,31741,989,0,0.0,9890.0,False,-0.11878167711561097,0,1.9370000000000005,31996,664,0,0.0,16916.308097338704,False,-0.22261853516267885,1,2.8379999999999996,29105,681,0,0.0,17349.40634681876,False,-0.27401173786180794,0,2.7560000000000007,74255,0,4,0.1,137.85429949813866,False,0.012932567628607427,0,1.4780000000000002,79608,0,0,0.0,0.0,False,0.08494718909710391,0,0.5780000000000001,88825,0,342,1.0,14706.000000000002,False,0.009944240845943022,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,486598,0.0,0.0,9,0,0,15,1,1.0,11,26,20,215.0,87.0,15,9,20,675,2.3248579893261194,214.937942286022
102,20,0,0,0,10.0,20,10.0,25.63351693459417,19,27.0,11.893438132432044,11,11.0,33.90888993003794,18,31.11111111111111,43.00000000000001,0,,0,3.512000000000001,56240,46,20,1.0,972.6703386918834,False,0.3625984283189436,0,0.2,31651,998,0,0.0,9980.0,False,-0.11986260238764382,0,1.9370000000000005,31483,683,0,0.0,17507.692066327818,False,-0.22679440355956287,11,2.947,28918,681,0,0.0,17456.42503245863,False,-0.2765769419814117,0,2.7560000000000007,74455,0,0,0.0,0.0,False,0.014718909710391822,14,1.6180000000000003,79191,1,10,1.0,350.9823374328114,False,0.08165575698420986,0,0.5780000000000001,88265,8,352,1.0,15407.271119440305,False,0.007745750435468989,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.375,485434,0.0,0.0,9,0,0,15,4,4.0,10,25,25,205.0,69.0,12,8,25,913,1.6059754360467196,216.54391772206873
103,25,0,0,0,10.0,20,10.0,25.65631950307471,11,26.0,11.926421606801249,24,12.0,33.66401390436474,9,31.0,43.00000000000001,0,,0,3.5120000000000013,56386,50,19,1.0,987.4700705584195,False,0.3662831792481375,0,0.2,31591,1004,0,0.0,10040.0,False,-0.12058321923566573,12,2.0570000000000004,30983,694,0,0.0,17805.485735133847,False,-0.23354132732053035,12,3.0560000000000005,28726,681,0,0.0,17471.953581593876,False,-0.2801172814466662,5,2.806000000000001,74340,0,0,0.0,0.0,False,0.013151618398637138,0,1.6040000000000003,79102,15,16,1.0,717.5205465718545,False,0.08294051479776386,0,0.5780000000000001,87986,7,362,1.0,15801.648097330555,False,0.0068866655675702175,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.375,484345,0.0,0.0,10,0,0,13,5,5.0,12,25,25,216.0,84.0,12,13,25,685,1.787857685238123,218.33177540730685
104,25,0,0,0,10.0,20,10.0,25.47963340087779,19,24.0,11.926421606801249,0,,32.79145969753175,5,16.0,43.00000000000001,0,,0,3.512000000000001,56752,49,10,1.0,744.7963340087779,False,0.3721601250751696,0,0.2,31481,1015,0,0.0,10150.0,False,-0.12190435012370589,0,2.045,30983,694,0,0.0,17682.865580209185,False,-0.23471948365447856,0,3.0440000000000005,28270,700,0,0.0,17835.743380614455,False,-0.28538458290306834,5,2.851000000000001,74225,0,0,0.0,0.0,False,0.011584327086882453,0,1.604,79102,5,26,1.0,912.2100601698318,False,0.08426718950711981,0,0.5780000000000001,87906,2,372,1.0,16061.582919395065,False,0.007411362473328344,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.375,483950,0.0,0.0,8,0,0,18,1,1.0,10,28,24,225.0,60.0,15,10,24,656,2.2884361231699586,220.6202115304768
105,24,0,0,0,10.0,20,10.0,25.54739623585685,24,26.0,12.144905490446318,19,12.947368421052632,31.13055275941517,10,16.0,43.00000000000001,0,,14,3.6520000000000015,56980,48,10,1.0,735.4739623585685,False,0.3775248488188917,0,0.2,31371,1026,0,0.0,10260.0,False,-0.12322548101174606,19,2.2350000000000008,30365,706,0,0.0,18036.461742514937,False,-0.24319777721982616,0,3.0440000000000005,27958,712,0,0.0,18189.746119930078,False,-0.2879787647732463,5,2.896000000000001,73876,8,10,1.0,408.4647715177223,False,0.009611344269286044,0,1.6040000000000003,79170,0,27,0.6,840.5249245042096,False,0.08470545093358925,0,0.5780000000000001,87746,2,382,1.0,16488.261105518835,False,0.007971464678092462,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.45,482697,0.0,0.0,8,0,0,14,5,4.166666666666667,11,25,33,204.0,78.0,13,11,33,280,1.8251333963125944,222.4453449267894
106,33,0,0,0,10.0,20,10.0,25.575544599453945,11,26.0,12.139662009205663,3,12.0,32.02753119001306,14,37.857142857142854,43.00000000000001,0,,1,3.648000000000001,57165,46,10,1.0,715.7554459945395,False,0.3817318277965283,0,0.2,31251,1038,0,0.0,10380.0,False,-0.12466671470778987,2,2.2360000000000007,30332,706,0,0.0,18056.334487214484,False,-0.2436409761216157,1,3.0540000000000007,27656,723,0,0.0,18491.1187454052,False,-0.29088646260107615,0,2.891000000000001,73864,0,19,0.9,608.5230926102481,False,0.01081106025628782,0,1.604,79676,0,15,0.2,480.41296785019586,False,0.08914761817955838,0,0.5780000000000001,87216,6,392,1.0,17048.165187140083,False,0.005345765492014589,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3875,482391,0.0,0.0,7,0,0,19,4,3.090909090909091,12,31,35,312.0,72.0,19,14,35,730,2.2954551381990314,224.74080006498843
107,35,0,0,0,10.0,20,10.0,25.407542429103042,19,24.0,12.137815006115675,1,12.0,32.16835454648646,16,33.0,43.00000000000001,0,,9,3.7370000000000005,57352,44,10,1.0,694.0754242910305,False,0.38596328966744775,0,0.2,31131,1050,0,0.0,10500.0,False,-0.1261079484038337,0,2.2340000000000004,29876,725,0,0.0,18420.468261099704,False,-0.2489049726061251,1,3.063,27640,723,0,0.0,18369.6531762415,False,-0.29236098718036957,0,2.891000000000001,74392,0,3,0.0,96.5050636394594,False,0.014517922069093418,0,1.6040000000000003,79664,0,16,0.1,514.6936727437834,False,0.08921767409024717,0,0.5780000000000001,86688,12,402,1.0,17672.02025455784,False,0.003076835560677909,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,481974,0.0,0.0,8,0,0,18,2,1.4736842105263157,14,32,30,312.0,63.0,19,16,30,728,2.315890109166503,227.05669017415494
108,30,0,0,0,10.0,20,10.0,25.407542429103042,0,,12.133880465468955,2,12.0,32.85789638939121,4,50.0,43.00000000000001,0,,0,3.728,57232,46,20,1.0,968.1508485820609,False,0.38637254508157465,0,0.2,31051,1058,0,0.0,10580.0,False,-0.1270687708678629,0,2.2340000000000004,29876,725,0,0.0,18420.468261099704,False,-0.2489049726061251,2,3.082,27607,723,0,0.0,18369.6531762415,False,-0.2929951269601501,1,2.901000000000001,74541,0,1,0.1,32.85789638939121,False,0.016114874932806687,0,1.6040000000000003,79652,0,17,0.1,558.5842386196505,False,0.08935321457321745,0,0.5780000000000001,86488,6,412,1.0,17913.14737833635,False,0.002242690816731669,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,481678,0.0,0.0,7,0,0,15,3,2.25,15,30,35,264.0,68.0,17,13,35,200,2.040083384141326,229.09677355829626
