index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,32,0,0,0,10.0,20,10.0,21.92382549360923,35,20.571428571428573,19.069468460279936,76,16.18421052631579,27.886933971679703,0,,48.0,10,48.0,5,2.0320000000000005,49832,14,10,1.0,359.2382549360923,False,0.5216362651738231,15,8.63,11549,795,0,0.0,7950.0,False,-0.5276721331426659,0,0.20900000000000002,46810,495,226,1.0,15161.993491359834,False,0.12081678094460765,71,8.416,-2661.0,644,0,0.0,14118.943617884343,False,-0.9093621865944985,0,0.2,50752,193,432,1.0,15727.56288859966,False,0.06752716260471749,0,4.322000000000002,29294,509,0,0.0,9706.359446282488,False,-0.3781019209743345,0,0.37100000000000005,79116,23,259,1.0,13073.399481348633,False,0.13596238432745344,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,340372,0.0,0.0,9,0,0,9,11,10.5,6,15,35,234.0,98.0,15,17,35,1255,4.300691406999249,421.2506399260601
80,35,0,0,0,10.0,20,10.0,21.624638163698492,27,19.0,19.32630794801892,7,26.142857142857142,26.895268550149574,10,17.0,48.0,0,,7,2.097000000000001,49977,12,10,1.0,336.2463816369849,False,0.5256982137347033,10,8.715000000000002,11274,807,0,0.0,8070.0,False,-0.5342136489487936,0,0.20900000000000002,46420,512,233,1.0,15574.844491702035,False,0.11703392362864778,4,8.385000000000002,-2941.0,644,0,0.0,13926.266977421828,False,-0.9171172624317732,0,0.2,50692,187,442,1.0,15501.728285445648,False,0.06437794388290999,10,4.4220000000000015,28971,512,0,0.0,9895.069669385686,False,-0.382266066243665,0,0.37100000000000005,78946,23,269,1.0,13530.591176653441,False,0.13673950727877254,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,339019,0.0,0.0,6,0,0,7,6,5.166666666666667,10,17,31,204.0,138.0,17,18,31,323,3.985259017033968,425.23589894309407
81,31,0,0,0,10.0,20,10.0,20.969759307165194,16,11.25,20.36647420493113,26,27.307692307692307,27.677508838964894,4,47.0,48.0,6,48.0,0,2.0900000000000003,49877,12,20,1.0,539.3951861433038,False,0.525746115954351,16,8.865,10880,817,0,0.0,8170.0,False,-0.544680074238598,0,0.20900000000000002,46944,517,226,1.0,15444.18873211884,False,0.1264856240945314,9,8.471,-7326.0,645,0,0.0,13525.494753121551,False,-1.011606755346176,0,0.2,50330,199,448,1.0,16452.45232663757,False,0.06644252501126954,0,4.412000000000002,28811,516,0,0.0,10509.100689744462,False,-0.3795885782605043,0,0.37100000000000005,79046,17,273,1.0,13574.517650262404,False,0.1383570353858861,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,334242,0.0,0.0,11,0,0,9,7,166.8,9,18,33,254.0,109.0,18,13,33,1360,3.9074792559840716,429.14337819907814
82,33,0,0,0,10.0,20,10.0,21.683854782286442,25,28.2,20.237886948324693,34,19.558823529411764,26.476712073557636,17,19.941176470588236,48.0,6,48.0,0,2.0900000000000003,50367,13,15,1.0,455.2578217342966,False,0.5393747196539735,10,8.949000000000002,10630,826,0,0.0,8260.0,False,-0.5509173334956035,0,0.20900000000000002,47085,517,230,1.0,15865.266920556769,False,0.1337296707113086,28,8.742,-19544.0,660,0,0.0,14311.344156309051,False,-1.2552820623525691,0,0.2,50003,217,456,1.0,16465.00217332874,False,0.06060138935427208,15,4.562000000000001,28191,522,0,0.0,10564.17698702549,False,-0.3903786607869027,0,0.37100000000000005,78995,24,277,1.0,13931.441089765383,False,0.1400474867028645,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,321407,0.0,0.0,10,0,0,9,8,21.186666666666667,5,14,31,199.0,109.0,14,19,31,826,4.8979811950121075,434.04135939409025
83,31,0,0,1,10.0,20,10.0,22.4588857985741,38,27.105263157894736,20.76431716780543,5,41.0,26.626139593855328,18,27.444444444444443,48.0,9,48.0,15,2.2400000000000007,50517,9,25,1.0,651.4721449643525,False,0.5469235425345234,23,9.169000000000002,10398,840,0,0.0,8400.0,False,-0.5558462895913835,0,0.20900000000000002,46830,530,235,1.0,16782.82400767855,False,0.1379288658885442,0,8.714000000000002,-57065.0,675,0,0.0,15159.747914037518,True,-2.0197231710142853,0,0.2,50332,207,459,1.0,16519.61172731532,False,0.06709051256024005,11,4.657000000000001,27744,527,0,0.0,10942.795147433462,False,-0.39507180058066704,0,0.37100000000000005,78933,32,278,1.0,14196.03646700337,False,0.14097980442569313,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,340434,0.0,0.1,9,0,0,7,9,130.6964912280702,7,14,32,198.0,163.0,14,17,32,1166,4.966192435007542,439.0075518290978
84,32,0,0,0,10.0,20,10.0,21.634891031095957,38,16.44736842105263,20.76431716780543,0,,25.522857244414134,11,15.0,48.0,12,48.0,0,2.2250000000000005,50397,11,35,1.0,867.2211860883585,False,0.5465546168814974,38,9.526000000000003,9611,848,0,0.0,8480.0,False,-0.5785742538108133,0,0.20900000000000002,46205,558,245,1.0,17159.526901463876,False,0.1289309975834969,0,8.714,-57065.0,675,0,0.0,14603.551445989771,True,-2.025453846789588,0,0.2,50332,197,469,1.0,16060.790529687898,False,0.06291242195752808,11,4.756000000000001,27502,527,0,0.0,10942.795147433462,False,-0.3994791729125677,0,0.37100000000000005,79344,33,276,1.0,14090.254289065666,False,0.1457291964898719,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,339071,0.0,0.1,8,0,0,9,5,5.0,6,15,21,237.0,111.0,20,12,21,776,4.3367929209489375,443.34434475004673
85,21,0,0,0,10.0,20,10.0,21.634891031095957,0,,20.76431716780543,0,,28.391710533531587,35,36.94285714285714,48.00000000000001,11,48.0,0,2.2250000000000005,50307,10,45,1.0,1073.5700963993181,False,0.5469554583077146,0,9.488000000000001,9501,859,0,0.0,8590.0,False,-0.5802476648309854,0,0.20900000000000002,46205,548,255,1.0,17150.82116283097,False,0.12884129948515255,0,8.714000000000002,-57065.0,675,0,0.0,14603.551445989771,True,-2.025453846789588,0,0.2,51431,187,456,1.0,16829.54731367002,False,0.08992812808397699,12,4.865000000000001,27196,527,0,0.0,10942.795147433462,False,-0.4050521313157148,0,0.37100000000000005,78579,58,275,1.0,14846.719210944833,False,0.14059972156168246,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,338899,0.0,0.1,11,0,0,8,5,114.74038461538461,5,13,21,207.0,37.0,13,8,21,1827,3.901542035979219,447.24588678602595
86,21,0,0,0,10.0,20,10.0,21.225082439484137,10,11.0,21.74095598510833,9,41.0,27.311667068543105,11,15.0,48.00000000000001,10,48.0,0,2.2250000000000005,50282,8,50,1.0,1141.2541219742068,False,0.547224482337515,5,9.538000000000002,9316,871,0,0.0,8710.0,False,-0.5840508716950132,0,0.20900000000000002,46464,548,256,1.0,17197.02990902504,False,0.13465452840653885,0,8.714,-57065.0,675,0,0.0,14326.930646651792,True,-2.0283039621800634,0,0.2,51431,177,466,1.0,16575.38606330526,False,0.0876136998552602,11,4.963000000000001,26585,536,0,0.0,11653.152408018064,False,-0.40971122233537854,0,0.37100000000000005,78894,59,275,1.0,14811.388357044045,False,0.14454309861304263,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,338652,0.0,0.1,9,0,0,5,2,2.0,6,11,20,153.0,44.0,11,10,20,1104,4.472467678016983,451.71835446404293
87,20,0,0,0,10.0,20,10.0,21.16077551516967,25,20.56,21.74095598510833,0,,27.311667068543105,0,,48.00000000000001,0,,0,2.2250000000000005,50641,4,44,1.0,971.0741226674655,False,0.5555583734850682,9,9.623000000000001,9035,885,0,0.0,8850.0,False,-0.5904706848814921,0,0.20900000000000002,45950,563,266,1.0,17696.61090707934,False,0.12921005303205707,0,8.714000000000002,-57065.0,675,0,0.0,14283.52347273953,True,-2.0287512006188226,0,0.2,51431,167,476,1.0,16631.09317413961,False,0.08812097667133756,0,4.952000000000002,26585,536,0,0.0,11653.152408018064,False,-0.40971122233537854,0,0.37100000000000005,78894,49,285,1.0,15018.271686358614,False,0.14591498578505996,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,338216,0.0,0.1,7,0,0,4,4,369.80128205128204,7,11,23,168.0,72.0,11,9,23,619,3.9312491670134477,455.6496036310564
88,23,0,0,0,10.0,20,10.0,20.823070893128126,8,11.0,21.74095598510833,0,,27.311667068543105,0,,48.00000000000001,13,48.0,0,2.2250000000000005,50531,5,54,1.0,1174.4458282289188,False,0.555305410110885,8,9.694000000000003,8825,894,0,0.0,8940.0,False,-0.5954909179420087,0,0.20900000000000002,45862,561,276,1.0,17682.246622934777,False,0.12724866698539788,0,8.714,-57065.0,675,0,0.0,14055.572852861485,True,-2.031099851087398,0,0.2,51431,157,486,1.0,16686.800284973957,False,0.08862825348741492,0,4.952000000000002,26585,536,0,0.0,11653.152408018064,False,-0.40971122233537854,0,0.37100000000000005,79518,39,282,1.0,14601.155015673183,False,0.15142474911256612,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,338432,0.0,0.1,8,0,0,6,5,491.3494318181818,6,12,24,174.0,78.0,12,11,24,824,4.638120224000886,460.28772385505727
89,24,0,0,0,10.0,20,10.0,21.262843733946887,18,26.555555555555557,23.96751172886421,21,41.76190476190476,26.6400608610665,21,22.714285714285715,48.0,8,48.0,0,2.2250000000000005,50875,4,50,1.0,1103.1421866973444,False,0.5646871054050772,4,9.726,8663,905,0,0.0,9050.0,False,-0.5987464630176165,0,0.20900000000000002,46261,569,265,1.0,18449.948692764796,False,0.14338061214932407,0,8.714000000000002,-57065.0,675,0,0.0,14352.419520414149,True,-2.028041341901437,0,0.2,51414,152,492,1.0,16749.97172643208,False,0.08889389275180373,17,5.122000000000002,25461,552,0,0.0,13230.066474333044,False,-0.4158222255925089,0,0.37100000000000005,79425,50,284,1.0,14964.003043053326,False,0.15259746583635045,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,337779,0.0,0.1,11,0,0,10,3,3.0,4,14,19,192.0,105.0,14,10,19,2083,4.713229795044754,465.000953650102
90,19,0,0,0,10.0,20,10.0,21.30402396917452,1,30.0,24.914041046044396,10,41.0,25.884662581462862,11,17.0,48.0,11,48.0,0,2.2250000000000005,50805,4,59,1.0,1296.9374141812966,False,0.5655054829187529,0,9.722000000000001,8563,915,0,0.0,9150.0,False,-0.6002677457632275,0,0.20900000000000002,46641,560,265,1.0,18532.474299939495,False,0.15206143154405183,0,8.714000000000002,-57065.0,675,0,0.0,14380.216179192801,True,-2.027754943752135,0,0.2,51004,152,502,1.0,16781.034854893103,False,0.08170972221618987,11,5.215000000000002,25241,552,0,0.0,13752.550657416507,False,-0.4150711129761009,0,0.37100000000000005,79766,51,283,1.0,14904.117791654606,False,0.15672284049054125,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,337700,0.0,0.1,10,0,0,2,2,358.65625,7,9,25,132.0,60.0,9,10,25,1168,6.326775859983172,471.3277295100852
91,25,0,0,0,10.0,20,10.0,20.330247158938327,18,10.0,24.914041046044396,0,,26.06092502268601,12,27.916666666666668,48.0,9,48.0,0,2.2250000000000005,50775,1,65,1.0,1331.4660653309913,False,0.5651179916836188,14,9.862000000000002,8172,928,0,0.0,9280.0,False,-0.6101865092646119,0,0.20900000000000002,46461,568,275,1.0,18398.941673939178,False,0.14697640201470466,0,8.714000000000002,-57065.0,675,0,0.0,13722.91683228337,True,-2.034527315855966,0,0.2,51339,142,500,1.0,16568.256339881307,False,0.08587324560975912,0,5.204000000000001,25241,552,0,0.0,13752.550657416507,False,-0.4150711129761009,0,0.37100000000000005,79863,53,284,1.0,15013.229026202358,False,0.158732835282041,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,337531,0.0,0.1,10,0,0,7,3,3.0,6,13,27,204.0,81.0,13,12,27,1007,4.09224412299227,475.41997363307746
92,27,0,0,0,10.0,20,10.0,19.991389347457446,32,18.0,25.84953183411524,10,41.0,26.06092502268601,0,,48.0,11,48.0,0,2.2250000000000005,51087,3,57,1.0,1169.5091928050745,False,0.5721469740591637,14,9.988000000000001,7835,936,0,0.0,9360.0,False,-0.6192229287735419,0,0.20900000000000002,46295,590,275,1.0,18903.54096938158,False,0.148754749519675,0,8.714,-57065.0,675,0,0.0,13494.187809533776,True,-2.036883986466228,0,0.2,50929,142,510,1.0,16961.705282014227,False,0.08198901145565517,0,5.204000000000001,25241,552,0,0.0,14268.941572431613,False,-0.41036878439907104,0,0.37100000000000005,80391,43,283,1.0,14704.619775975498,False,0.1636889416319114,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,337458,0.0,0.1,12,0,0,5,3,3.0,5,10,25,180.0,126.0,10,17,25,1570,2.922109320992604,478.34208295407007
93,25,0,0,0,10.0,20,10.0,19.55708805329953,9,10.0,25.84953183411524,0,,26.146179262563066,30,26.5,48.0,9,48.0,0,2.2250000000000005,50997,2,67,1.0,1330.3248995710685,False,0.5718551267163275,9,10.064000000000002,7579,947,0,0.0,9470.0,False,-0.6253384854108984,0,0.20900000000000002,46205,589,285,1.0,18886.241436116266,False,0.14672190731244092,0,8.714000000000002,-57065.0,675,0,0.0,13201.034435977183,True,-2.039904442425227,0,0.2,51514,132,504,1.0,16589.812550435,False,0.08925668891996615,14,5.344000000000001,24861,552,0,0.0,14268.941572431613,False,-0.41728945169709686,0,0.37100000000000005,80028,63,284,1.0,15279.209293541473,False,0.16268490665602225,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,336864,0.0,0.1,10,0,0,4,4,4.0,9,13,29,219.0,111.0,13,12,29,1217,4.209848750033416,482.5519317041035
94,29,0,0,0,10.0,20,10.0,18.83350558732301,19,11.736842105263158,25.84953183411524,0,,26.146179262563066,0,,48.0,13,48.0,0,2.2250000000000005,50947,0,76,1.0,1431.3464246365488,False,0.5718706670008906,18,10.235000000000001,7099,959,0,0.0,9590.0,False,-0.6381172604740317,0,0.20900000000000002,45982,598,295,1.0,18888.048232283156,False,0.1421452381334812,0,8.714,-57065.0,675,0,0.0,12712.616271443032,True,-2.0449367759701302,0,0.2,51514,122,514,1.0,16592.779024719475,False,0.08928370205361222,0,5.33,24861,552,0,0.0,14268.941572431613,False,-0.41728945169709686,0,0.37100000000000005,80652,53,281,1.0,14873.747500915842,False,0.168271955948302,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,336735,0.0,0.1,9,0,0,8,4,4.0,7,15,25,225.0,131.0,15,14,25,854,4.886573643016163,487.43850534711964
95,25,0,0,0,10.0,20,10.0,19.764531310218167,30,25.5,25.84953183411524,0,,28.200036447207502,27,38.77777777777778,48.0,0,,0,2.2250000000000005,51292,2,71,1.0,1423.2817230254898,False,0.5822448310315131,15,10.367,6959,967,0,0.0,9670.0,False,-0.6411598259652539,0,0.20900000000000002,45217,618,305,1.0,20098.587559119977,False,0.1388537293842727,0,8.714000000000002,-57065.0,675,0,0.0,13341.058634397263,True,-2.0384617268958407,0,0.2,52471,112,503,1.0,17079.76589836628,False,0.11114742750023934,6,5.3900000000000015,24729,552,0,0.0,14268.941572431613,False,-0.41969347296904264,0,0.37100000000000005,79605,70,291,1.0,15942.002551304526,False,0.16147002394732515,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,335953,0.0,0.1,8,0,0,8,2,2.0,6,14,20,222.0,92.0,14,11,20,1622,4.066489560005721,491.50499490712536
96,20,0,0,0,10.0,20,10.0,19.348394320162356,30,16.666666666666668,27.21971422207657,18,39.0,28.200036447207502,0,,48.0,8,48.0,0,2.2250000000000005,51192,2,81,1.0,1587.2199399331507,False,0.5816962293475697,30,10.652000000000001,6414,977,0,0.0,9770.0,False,-0.6562205251468037,0,0.20900000000000002,45419,638,297,1.0,20428.530700220323,False,0.1464157877948846,0,8.714,-57065.0,675,0,0.0,13060.16616610959,True,-2.041355854701311,0,0.2,52471,102,513,1.0,17243.02954806926,False,0.11263412934426002,0,5.384000000000001,24027,570,0,0.0,15515.237106583643,False,-0.4211295521000251,0,0.37100000000000005,79989,60,293,1.0,15756.002186832451,False,0.16532938679084133,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,335192,0.0,0.1,7,0,0,6,3,3.0,4,10,25,154.0,76.0,10,10,25,1286,3.99262145900866,495.497616366134
97,25,0,0,0,10.0,20,10.0,18.929033457398617,10,10.5,27.194672879964696,20,27.0,27.224251459508427,26,21.615384615384617,48.0,8,48.0,0,2.2250000000000005,51102,6,86,1.0,1687.896877336281,False,0.5804895012829934,5,10.672000000000004,6289,983,0,0.0,9830.0,False,-0.6591109623634649,0,0.20900000000000002,45854,638,287,1.0,19881.594462370187,False,0.1497444203590729,0,8.714000000000002,-57065.0,675,0,0.0,12777.097583744067,True,-2.0442724037283213,0,0.2,52119,112,519,1.0,17175.18987004092,False,0.10560564826656337,22,5.604000000000001,23397,570,0,0.0,15500.963541579877,False,-0.43273326708694654,0,0.37100000000000005,79811,76,295,1.0,16229.043110922641,False,0.16610550994630474,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,334252,0.0,0.1,10,0,0,5,3,3.0,9,14,21,207.0,108.0,14,11,21,1362,3.7826126449508592,499.2802290110849
98,21,0,0,0,10.0,20,10.0,20.123443409276614,42,25.523809523809526,27.780591099755917,7,41.0,25.973664692681986,20,16.1,48.0,9,48.0,0,2.2250000000000005,51964,6,64,1.0,1347.9003781937033,False,0.6015441077401908,10,10.767000000000001,6034,993,0,0.0,9930.0,False,-0.6653482216204704,0,0.20900000000000002,45069,670,290,1.0,21539.07850314455,False,0.1506457973040776,0,8.714000000000002,-57065.0,675,0,0.0,13583.324301261715,True,-2.03596558377368,0,0.2,51832,109,529,1.0,16768.153052302165,False,0.09667218849987401,20,5.782000000000002,22826,570,0,0.0,15834.936926860872,False,-0.4400912715190785,0,0.37100000000000005,79921,86,296,1.0,16441.73516357065,False,0.16897478258624318,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,333326,0.0,0.1,9,0,0,4,4,4.0,5,9,21,147.0,111.0,9,12,21,1881,4.04063436499564,503.3208633760805
99,21,0,0,0,10.0,20,10.0,19.325617710308595,20,11.0,28.99382790074192,15,41.0,25.597779788969234,7,17.0,48.0,10,48.0,0,2.2250000000000005,51879,10,69,1.0,1433.467622011293,False,0.6002596467887439,15,10.907000000000002,5704,999,0,0.0,9990.0,False,-0.674475918094137,0,0.20900000000000002,45464,680,285,1.0,21404.660994721293,False,0.15740048008079136,0,8.714000000000002,-57065.0,675,0,0.0,13044.791954458302,True,-2.0415142602780016,0,0.2,51422,109,539,1.0,16957.530547435286,False,0.0909296509382538,7,5.832000000000001,22481,575,0,0.0,16671.451042926605,False,-0.4387570932930847,0,0.37100000000000005,80282,83,296,1.0,16332.615722484446,False,0.17303892337292906,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,332912,0.0,0.1,11,0,0,9,4,4.0,2,11,24,153.0,105.0,11,10,24,1350,4.453145580017008,507.77400895609753
100,24,0,0,0,10.0,20,10.0,18.939881207708066,10,11.0,29.899408553315073,12,41.0,25.597779788969234,0,,48.0,12,48.0,0,2.2250000000000005,51769,11,79,1.0,1606.2506154089372,False,0.5995413426143082,10,10.992000000000003,5459,1008,0,0.0,10080.0,False,-0.6805610490765813,0,0.20900000000000002,45846,680,283,1.0,21340.65184182965,False,0.1646127168009154,0,8.714,-57065.0,675,0,0.0,12784.419815202944,True,-2.044196960360998,0,0.2,51135,106,549,1.0,17222.518410795506,False,0.08811574279518024,0,5.825000000000001,22276,580,0,0.0,17341.65696092274,False,-0.43638762146752075,0,0.37100000000000005,80858,73,294,1.0,15980.637924594754,False,0.17834404002993823,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,333023,0.0,0.1,11,0,0,11,2,2.0,3,14,19,237.0,75.0,14,10,19,1268,4.408465149987023,512.1824741060846
101,19,0,0,0,10.0,20,10.0,19.68124640069915,22,26.227272727272727,30.240215962415007,5,40.0,26.20014200043734,22,30.318181818181817,48.00000000000001,12,48.0,0,2.2250000000000005,52176,13,72,1.0,1547.0497408503386,False,0.6110239714736718,5,11.032000000000002,5309,1016,0,0.0,10160.0,False,-0.6839078711169257,0,0.20900000000000002,45469,692,288,1.0,22328.604706459333,False,0.16702321037812531,0,8.714000000000002,-57065.0,675,0,0.0,13284.841320471925,True,-2.039040952434966,0,0.2,51598,96,549,1.0,17286.938690631938,False,0.0971346496925033,12,5.945000000000001,21836,585,0,0.0,17690.52633801278,False,-0.44122417190561686,0,0.37100000000000005,80767,85,292,1.0,16243.012070037175,False,0.17887701801061764,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,332835,0.0,0.1,14,0,0,8,2,2.0,1,9,18,147.0,74.0,9,10,18,1966,3.6822284440277144,515.8647025501123
102,18,0,0,0,10.0,20,10.0,19.68124640069915,0,,30.240215962415007,0,,26.20014200043734,0,,48.0,11,48.0,0,2.2250000000000005,52096,11,82,1.0,1723.8622048573302,False,0.6112797365877222,0,11.027000000000001,5189,1028,0,0.0,10280.0,False,-0.6857334104116591,0,0.20900000000000002,45469,682,298,1.0,22434.194402076493,False,0.168111135860498,0,8.714,-57065.0,675,0,0.0,13284.841320471925,True,-2.039040952434966,0,0.2,51598,86,559,1.0,17246.537951012164,False,0.09676675485368408,0,5.933000000000002,21836,585,0,0.0,17690.52633801278,False,-0.44122417190561686,0,0.37100000000000005,81295,75,291,1.0,15933.0106500328,False,0.18382389258784904,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,333163,0.0,0.1,8,0,0,8,0,0.0,2,10,23,150.0,99.0,10,8,23,728,4.258348559960723,520.123051110073
103,23,0,0,0,10.0,20,10.0,20.27005648009891,20,26.0,30.99071921931707,10,41.0,26.094348175835723,15,25.0,48.0,11,48.0,0,2.2250000000000005,52481,9,77,1.0,1650.7943489676159,False,0.6218820450446894,5,11.077000000000002,5004,1040,0,0.0,10400.0,False,-0.6895366172756868,0,0.20900000000000002,45359,692,298,1.0,23262.113411584935,False,0.17437472605078436,0,8.714000000000002,-57065.0,675,0,0.0,13682.288124066763,True,-2.0349459268456687,0,0.2,51581,81,565,1.0,17253.554976111867,False,0.09652104407474194,11,6.043000000000001,21411,590,0,0.0,18284.52433939707,False,-0.4435553622477865,0,0.37100000000000005,81448,80,290,1.0,16007.547854066857,False,0.18634731538087596,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,332964,0.0,0.1,12,0,0,9,2,2.0,4,13,22,204.0,105.0,13,10,22,1791,4.8502690580207855,524.9733201680938
104,22,0,0,0,10.0,20,10.0,20.995396951261608,24,26.833333333333332,30.99071921931707,0,,30.16328509185356,42,45.0,48.0,12,48.0,0,2.2250000000000005,52930,13,68,1.0,1557.6869926857894,False,0.6341267379542671,5,11.122000000000002,4879,1046,0,0.0,10460.0,False,-0.692427054492348,0,0.20900000000000002,44715,706,308,1.0,24367.891767140354,False,0.17249723630832056,0,8.714,-57065.0,675,0,0.0,14171.892942101586,True,-2.0299013668181094,0,0.2,53471,71,533,1.0,18277.37201852946,False,0.14026528027363455,0,6.032000000000002,21411,590,0,0.0,18284.52433939707,False,-0.4435553622477865,0,0.37100000000000005,80134,112,288,1.0,17202.2879302876,False,0.17684306527955596,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,333220,0.0,0.1,11,0,0,10,1,1.0,2,12,24,216.0,74.0,12,10,24,3255,4.639817684015725,529.6131378521095
105,24,0,0,0,10.0,20,10.0,20.995396951261608,0,,30.99071921931707,0,,30.16328509185356,0,,47.99999999999999,11,48.0,0,2.2250000000000005,52820,14,78,1.0,1777.6409621984053,False,0.6341260377004048,0,11.117000000000004,4789,1055,0,0.0,10550.0,False,-0.6937962089633979,0,0.20900000000000002,44715,696,318,1.0,24467.844989820907,False,0.1735270873497868,0,8.714000000000002,-57065.0,675,0,0.0,14171.892942101586,True,-2.0299013668181094,0,0.2,53471,61,543,1.0,18269.097677254824,False,0.1401899329538029,0,6.032000000000002,21411,590,0,0.0,18284.52433939707,False,-0.4435553622477865,0,0.37100000000000005,80662,102,287,1.0,16852.655079369062,False,0.18152713544494806,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,333548,0.0,0.1,7,0,0,11,0,0.0,4,15,24,210.0,102.0,15,9,24,728,5.274089081969578,534.8872269340791
106,24,0,0,0,10.0,20,10.0,20.50888125228679,10,11.0,35.02282185040207,76,41.86842105263158,29.825632016886903,4,15.0,48.0,10,48.0,0,2.2250000000000005,52740,12,88,1.0,1924.7815502012377,False,0.6339304096845048,10,11.217000000000002,4514,1067,0,0.0,10670.0,False,-0.7003377247695257,0,0.20900000000000002,47787,696,252,1.0,23099.93245789293,False,0.22273669281541505,0,8.714000000000002,-57065.0,675,0,0.0,13843.494845293584,True,-2.0332849607928045,0,0.2,53266,56,553,1.0,18454.85252896097,False,0.13814792497414738,4,6.072000000000002,18346,661,0,0.0,23150.085243115765,False,-0.4550695231740751,0,0.37100000000000005,81082,96,287,1.0,16639.260673621142,False,0.18568228984775498,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,333415,0.0,0.1,12,0,0,12,3,3.0,4,16,29,248.0,84.0,16,8,29,3862,4.140779406996444,539.0280063410755
