index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
82,36,0,0,0,10.0,20,10.0,23.810001387468333,26,15.76923076923077,25.573396102212325,10,31.0,65.5293415316191,3,73.0,50.000000000000014,8,50.0,0,4.457000000000001,57073,9,44,1.0,1137.6400610486066,False,0.22202760352189577,0,0.7850000000000001,57855,22,10,1.0,458.1000138746833,False,0.2314030402793645,0,13.970000000000002,-53907.083333333336,1095,0,0.0,26071.951519277824,True,-1.6340144510687273,0,0.2,64707,216,162,1.0,9285.850468251556,False,0.07579308193915646,0,0.281,88470,316,364,1.0,31933.873485808446,False,0.15518639865169973,0,0.254,89436,329,336,1.0,30431.50607225187,False,0.15756250109091047,0,0.2,133644,0,0,0.0,0.0,False,0.0,8,7.174000000000002,68589,840,0,0.0,55044.64688656004,False,-0.2808407153087305,0.625,559774,0.0,0.1,14,0,0,6,7,7.0,5,11,21,187.0,91.0,13,23,21,1139,1.8303016290301457,238.25075752602424
83,21,0,0,0,10.0,20,10.0,23.26185491907086,41,20.24390243902439,25.835171309882377,5,37.0,66.39826776182822,21,70.19047619047619,50.000000000000014,10,50.0,0,4.457000000000002,57347,9,32,1.0,834.3793574102675,False,0.2246218846849655,9,0.8750000000000002,58022,22,10,1.0,452.61854919070856,False,0.2348853966502439,0,13.970000000000002,-53907.083333333336,1095,0,0.0,25471.73113638259,True,-1.6386699206555913,0,0.2,64062,247,167,1.0,10060.15177376086,False,0.07179318514023991,0,0.281,88655,311,369,1.0,32535.699081488034,False,0.16056112403623635,0,0.254,90540,319,330,1.0,30152.848009255787,False,0.16823281388197692,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,7.266000000000002,66933,861,0,0.0,57168.9085429341,False,-0.2852843803577635,0.625,559203,0.0,0.1,10,0,0,6,7,437.73035087719296,1,7,18,115.0,40.0,7,14,18,2233,1.250911514973268,239.5016690409975
84,18,0,0,0,10.0,20,10.0,22.501366589282274,47,18.617021276595743,26.253767674734952,7,38.0,66.69547074048924,7,71.0,50.00000000000002,11,50.0,15,4.607000000000001,57791,7,10,1.0,295.0136658928227,False,0.22831747191898094,0,0.8660000000000001,57902,24,20,1.0,690.0273317856454,False,0.23485792927331137,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24638.99641526409,True,-1.6451288335458751,0,0.2,63453,284,170,1.0,10853.528616061107,False,0.06849969452765198,0,0.281,89152,301,372,1.0,32713.099185557217,False,0.167039605260418,0,0.254,90274,316,340,1.0,30972.650636982587,False,0.1698245193236286,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,7.366000000000001,66237,868,0,0.0,57891.66860274466,False,-0.28778819624246255,0.625,558453,0.0,0.1,12,0,0,3,9,8.35483870967742,2,5,22,60.0,39.0,5,13,22,1275,0.9933678400120698,240.49503688100958
85,22,0,0,0,10.0,20,10.0,22.621070134592834,13,25.0,26.253767674734952,0,,66.69547074048924,0,,50.00000000000002,4,50.0,0,4.592000000000001,57671,9,20,1.0,542.4214026918567,False,0.22839599527965257,0,0.8660000000000001,58147,22,17,1.0,604.5581922880782,False,0.23914603014997224,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24770.071797379154,True,-1.6441121778767025,0,0.2,63128,287,180,1.0,11217.925310080434,False,0.06628447901216519,0,0.281,89152,291,382,1.0,33117.51621621476,False,0.16927625192858267,0,0.254,90274,306,350,1.0,31377.06766764013,False,0.1720611659917934,0,0.2,133644,0,0,0.0,0.0,False,0.0,4,7.395000000000001,66191,868,0,0.0,57891.66860274466,False,-0.28813239426107917,0.625,558207,0.0,0.1,10,0,0,4,2,2.0,1,5,23,74.0,66.0,5,17,23,525,1.1123561129788868,241.60739299398847
86,23,0,0,0,10.0,20,10.0,22.510428716196444,2,9.0,27.143255072162507,15,38.0,66.6579707214146,1,63.0,50.000000000000014,10,50.0,0,4.592000000000001,57559,12,28,1.0,750.2920040535005,False,0.22822502071332332,0,0.8660000000000003,58077,19,27,1.0,797.7815753373039,False,0.23971020771414805,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24648.919444235107,True,-1.645051867883094,0,0.2,63680,279,175,1.0,11030.479249447246,False,0.07339351614426064,0,0.281,88835,291,391,1.0,33961.9537780724,False,0.17044008637645539,0,0.254,90084,301,360,1.0,32166.98923643017,False,0.1743282557569114,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,7.491000000000001,65947,869,0,0.0,57925.77655690929,False,-0.2898305327702355,0.625,557826,0.0,0.1,14,0,0,5,5,201.02575757575758,4,9,24,132.0,72.0,9,14,24,851,1.3326224720221944,242.94001546601066
87,24,0,0,0,10.0,20,10.0,22.38958305847746,2,9.0,27.439440956959256,5,38.0,67.18536858310598,12,71.08333333333333,50.000000000000014,9,50.0,0,4.592000000000001,57487,11,36,1.0,916.0249901051885,False,0.2284553943278974,0,0.8660000000000001,57967,20,37,1.0,1028.4145731636659,False,0.23982291942974907,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24516.593449032818,True,-1.6460782236413645,0,0.2,63852,271,180,1.0,11006.676381100058,False,0.07587705061041866,0,0.281,88978,281,399,1.0,34517.44497356484,False,0.17509399146949253,0,0.254,90604,296,360,1.0,32308.807213178094,False,0.1808643534968425,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,7.5710000000000015,64936,881,0,0.0,59190.309721716374,False,-0.29266443042068335,0.625,557468,0.0,0.1,13,0,0,6,8,196.48630536130537,1,7,26,109.0,118.0,7,17,26,1261,1.1986694920342416,244.1386849580449
88,26,0,0,0,10.0,20,10.0,22.38958305847746,0,,27.439440956959256,0,,67.38483242693141,5,71.0,50.00000000000001,9,50.0,0,4.5920000000000005,57397,10,46,1.0,1129.9208206899632,False,0.2288146963120902,0,0.8660000000000001,57857,21,47,1.0,1262.3104037484406,False,0.23997021776747912,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24516.593449032818,True,-1.6460782236413645,0,0.2,63852,261,190,1.0,11057.174960084876,False,0.07626873107536665,0,0.281,89126,271,407,1.0,34861.71529709704,False,0.17863503543473983,0,0.254,90811,286,367,1.0,32577.913614374178,False,0.18464230432584966,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,7.652000000000002,64424,886,0,0.0,59702.96153026123,False,-0.29457752861983616,0.625,557111,0.0,0.1,10,0,0,8,6,6.0,4,12,26,179.0,81.0,12,14,26,555,1.6633478539879434,245.80203281203285
89,26,0,0,0,10.0,20,10.0,22.38958305847746,0,,27.720719445292865,5,37.0,67.22940110141381,6,65.0,50.00000000000001,9,50.0,0,4.592000000000001,57297,10,56,1.0,1353.8166512747378,False,0.2290679964730516,0,0.8660000000000001,57757,21,57,1.0,1486.2062343332152,False,0.24022351792844052,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24516.593449032818,True,-1.6460782236413645,0,0.2,64037,251,195,1.0,11025.32563950995,False,0.07889151805278873,0,0.281,89516,261,411,1.0,34866.391627902514,False,0.1829747233505288,0,0.254,90626,281,377,1.0,33135.006379360304,False,0.1856770293194128,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,7.733000000000001,63878,892,0,0.0,59968.625782461124,False,-0.297669084349237,0.625,556755,0.0,0.1,11,0,0,8,5,5.0,4,12,23,176.0,113.0,12,14,23,775,1.51425427099457,247.31628708302742
90,23,0,0,0,10.0,20,10.0,22.38958305847746,0,,27.542526921884924,6,23.0,67.22940110141381,0,,50.0,12,50.0,0,4.5920000000000005,57177,12,66,1.0,1597.7124818595123,False,0.22910929298755028,0,0.8660000000000003,57677,19,67,1.0,1690.1020649179898,False,0.2406888217358645,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24516.593449032818,True,-1.6460782236413645,0,0.2,64175,241,199,1.0,10876.852374548167,False,0.07988064946751815,0,0.281,89516,251,421,1.0,35216.752121088335,False,0.18491240789478872,0,0.254,90488,277,387,1.0,33647.05818360927,False,0.1869825244926238,0,0.2,133644,0,0,0.0,0.0,False,0.0,12,7.844000000000003,63630,892,0,0.0,59968.625782461124,False,-0.29952476062351796,0.625,556307,0.0,0.1,10,0,0,11,7,354.9747175901022,3,14,27,180.0,59.0,14,9,27,338,1.6435761379543692,248.9598632209818
91,27,0,0,0,10.0,20,10.0,22.60866352045635,13,26.0,27.86191075357391,5,37.0,67.22940110141381,0,,50.0,14,50.0,0,4.592000000000001,57385,15,63,1.0,1574.3458017887501,False,0.23327127776493828,0,0.8660000000000001,57607,16,77,1.0,1900.867091075139,False,0.24143894391523182,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24756.486554899704,True,-1.6442175486454995,0,0.2,64022,244,204,1.0,11200.343692720427,False,0.08001631680255981,0,0.281,89516,241,431,1.0,35690.59236632067,False,0.18753300278916823,0,0.254,90303,272,397,1.0,34268.51196223339,False,0.18837320098130345,0,0.2,133644,0,0,0.0,0.0,False,0.0,14,7.972000000000002,63306,892,0,0.0,59968.625782461124,False,-0.3019491118850785,0.625,555783,0.0,0.1,10,0,0,8,6,165.48841222879685,6,14,26,195.0,60.0,14,13,26,723,1.641269059968181,250.60113228094997
92,26,0,0,0,10.0,20,10.0,21.963512024979615,44,19.136363636363637,27.64214500907774,2,13.0,67.22940110141381,0,,50.0,11,50.0,0,4.592000000000001,58167,11,29,1.0,746.9418487244088,False,0.24107933016095753,0,0.8660000000000001,57467,20,87,1.0,2110.8255461732265,False,0.2406964907690775,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24050.04566735268,True,-1.6496968928340936,0,0.2,63206,278,212,1.0,11965.991084868814,False,0.07329665460465389,0,0.281,89503,232,441,1.0,36061.143527829525,False,0.18943855856200031,0,0.254,90290,263,407,1.0,34632.25038566287,False,0.19024107859824382,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,8.068000000000001,63096,892,0,0.0,59968.625782461124,False,-0.3035204506657196,0.625,555373,0.0,0.1,14,0,0,7,5,5.0,5,12,26,158.0,71.0,12,14,26,1068,1.524608978012111,252.12574125896208
93,26,0,0,0,10.0,20,10.0,21.963512024979615,0,,27.52283844168858,1,13.0,67.22940110141381,0,,50.0,14,50.0,0,4.592000000000001,58107,7,39,1.0,926.576968974205,False,0.24171147330846743,0,0.8660000000000001,57327,24,97,1.0,2370.4606664230228,False,0.24048061933073653,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24050.04566735268,True,-1.6496968928340936,0,0.2,63219,268,221,1.0,11968.768518307712,False,0.07351986006381633,0,0.281,89490,223,451,1.0,36458.05286923418,False,0.191489889440166,0,0.254,90290,253,417,1.0,34997.938385036774,False,0.1922635326082979,0,0.2,133644,0,0,0.0,0.0,False,0.0,14,8.197000000000001,62769,892,0,0.0,59968.625782461124,False,-0.30596724962414645,0.625,554846,0.0,0.1,10,0,0,7,6,6.0,5,12,34,129.0,74.0,12,14,34,213,1.4743232330074534,253.60006449196953
94,34,0,0,0,10.0,20,10.0,21.842995768859947,2,9.0,28.309622878752176,10,37.0,67.22940110141381,0,,49.99999999999999,9,50.0,0,4.592000000000001,58035,6,47,1.0,1086.6208011364174,False,0.24188154085454877,0,0.8660000000000003,57217,25,107,1.0,2587.2005472680144,False,0.24044606147329833,0,13.970000000000002,-53907.083333333336,1095,0,0.0,23918.080366901642,True,-1.6507204509475446,0,0.2,63571,260,221,1.0,11935.605556107817,False,0.07872305128527414,0,0.281,89305,218,461,1.0,37164.25169531974,False,0.19334925224440447,0,0.254,90105,248,427,1.0,35727.74074423424,False,0.1942534358193184,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,8.273000000000001,62628,892,0,0.0,59968.625782461124,False,-0.30702229137686265,0.625,554505,0.0,0.1,12,0,0,11,3,3.0,4,15,39,161.0,92.0,15,19,39,588,3.9850309069734067,257.58509539894294
95,39,0,0,0,10.0,20,10.0,21.711690019889815,2,9.0,28.992939885464075,11,35.72727272727273,64.72472191158693,9,41.666666666666664,50.0,10,50.0,0,4.592000000000001,57973,4,55,1.0,1234.14295109394,False,0.24213087993273055,0,0.8660000000000001,57097,27,117,1.0,2810.267732327108,False,0.24026657054768075,0,13.970000000000002,-53907.083333333336,1095,0,0.0,23774.300571779346,True,-1.6518356454368897,0,0.2,63946,252,220,1.0,11849.79265981433,False,0.08387466384194531,0,0.281,89102,214,471,1.0,36689.833155846754,False,0.18848005771592213,0,0.254,90290,243,428,1.0,34747.46537032697,False,0.19087828027877804,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,8.364000000000003,62079,901,0,0.0,58316.97444233982,False,-0.3173095146720398,0.625,554131,0.0,0.1,13,0,0,11,3,3.0,4,15,38,212.0,96.0,15,24,38,986,1.8514685989939608,259.4365639979369
96,38,0,0,0,10.0,20,10.0,21.568908351660003,2,9.0,29.998192623576006,18,36.0,64.69934309730468,3,64.0,49.99999999999999,14,50.0,0,4.5920000000000005,57873,4,65,1.0,1441.9790428579001,False,0.2422139439341294,0,0.8660000000000001,57015,27,125,1.0,2966.1135439575005,False,0.24018013466426574,0,13.970000000000002,-53907.083333333336,1095,0,0.0,23617.954645067704,True,-1.6530483061988006,0,0.2,64576,244,212,1.0,11622.430474003155,False,0.09188407850895977,0,0.281,89294,204,478,1.0,37045.91729572114,False,0.19257312650414862,0,0.254,89642,251,438,1.0,35867.85862513703,False,0.18990707923687886,0,0.2,133644,0,0,0.0,0.0,False,0.0,14,8.494000000000002,61563,904,0,0.0,58488.206159963425,False,-0.3205298922511919,0.625,553607,0.0,0.1,11,0,0,8,5,5.0,6,14,41,200.0,116.0,14,24,41,1058,1.8625252260244451,261.29908922396135
97,41,0,0,0,10.0,20,10.0,21.568908351660003,0,,30.743057680722433,16,36.0,65.48011530237055,10,71.5,49.99999999999999,11,50.0,0,4.592000000000001,57773,4,75,1.0,1657.6681263745002,False,0.24238025107988825,0,0.8660000000000001,56915,27,135,1.0,3181.8026274741005,False,0.24034644181002457,0,13.970000000000002,-53907.083333333336,1095,0,0.0,23617.954645067704,True,-1.6530483061988006,0,0.2,65152,234,206,1.0,11380.194436517262,False,0.09894045076722863,0,0.281,89659,194,483,1.0,37591.048881105125,False,0.19962529937452364,0,0.254,89416,257,443,1.0,36908.65690289582,False,0.19316345472638088,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,8.590000000000002,60630,914,0,0.0,59848.82538636668,False,-0.32242066465248465,0.625,553189,0.0,0.1,11,0,0,15,5,5.0,4,19,36,235.0,130.0,19,22,36,1491,2.0962328169844113,263.39532204094576
98,36,0,0,0,10.0,20,10.0,22.047115596142774,29,24.689655172413794,30.743057680722433,0,,63.992549158552336,52,61.75000000000001,49.99999999999999,15,50.0,0,4.5920000000000005,57933,4,75,1.0,1693.533669710708,False,0.24615249072177398,0,0.8660000000000003,57271,27,126,1.0,3047.9365651139897,False,0.2464747669562,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24141.591577776337,True,-1.6489868383042499,0,0.2,64436,253,216,1.0,12218.420704860167,False,0.09433498312903467,0,0.281,90039,184,482,1.0,36501.131307675154,False,0.19780067532201684,0,0.254,92247,247,412,1.0,33958.46550046201,False,0.2081612347520768,0,0.2,133644,0,0,0.0,0.0,False,0.0,15,8.729000000000001,57054,966,0,0.0,61816.802487161556,False,-0.34181556041737166,0.625,552624,0.0,0.1,14,0,0,8,6,6.0,9,17,32,290.0,87.0,17,19,32,4127,1.717670376994647,265.1129924179404
99,32,0,0,0,10.0,20,10.0,22.243098472915058,19,24.0,31.31887247338858,10,38.0,64.08343987923016,4,66.75,49.99999999999999,10,50.0,0,4.592000000000001,57843,3,85,1.0,1920.6633701977798,False,0.24665207413977172,0,0.8660000000000001,57617,28,117,1.0,2882.442521331062,False,0.25205582608631794,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24356.192827841987,True,-1.6473223336965181,0,0.2,64360,262,216,1.0,12592.568254155678,False,0.09605801884893653,0,0.281,90053,179,489,1.0,36942.8802736801,False,0.20039864321169867,0,0.254,92120,242,421,1.0,34558.29532771593,False,0.21007386224360905,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,8.814000000000002,56607,970,0,0.0,62160.93668285325,False,-0.3438727638994146,0.625,552244,0.0,0.1,14,0,0,5,4,4.0,7,12,36,170.0,81.0,12,20,36,1303,1.5440348639967851,266.6570272819372
100,36,0,0,0,10.0,20,10.0,22.27887305492856,14,22.714285714285715,31.31887247338858,0,,63.920805878883336,3,58.0,50.0,10,50.0,0,4.592000000000001,57743,3,95,1.0,2146.4929402182133,False,0.24692587229131652,0,0.8660000000000001,57835,28,113,1.0,2797.5126552069273,False,0.25577723351360987,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24395.365995146774,True,-1.6470184961491676,0,0.2,64042,266,226,1.0,13004.245411596818,False,0.09431811097354192,0,0.281,90193,169,497,1.0,37061.529969807685,False,0.20260339337555547,0,0.254,92154,232,430,1.0,34751.92494174599,False,0.2115208166499607,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,8.904,56254,973,0,0.0,62194.94412015349,False,-0.34638687812339686,0.625,551865,0.0,0.1,11,0,0,7,4,4.0,7,14,26,177.0,66.0,14,22,26,692,1.3980331260245293,268.0550604079617
101,26,0,0,0,10.0,20,10.0,22.622676362875477,24,25.0,31.15877912678592,1,13.0,63.938609433959805,13,64.07692307692308,50.0,9,50.0,0,4.592000000000001,57963,1,93,1.0,2113.9089017474193,False,0.2512445557648818,0,0.8660000000000001,58015,30,111,1.0,2811.117076279178,False,0.2597375084937053,0,13.970000000000002,-53907.083333333336,1095,0,0.0,24771.83061734865,True,-1.6440985359993021,0,0.2,63455,280,235,1.0,13656.662476399826,False,0.0902725744322399,0,0.281,90810,159,497,1.0,36731.734769836985,False,0.2076041388932107,0,0.254,92357,223,437,1.0,34889.580067913696,False,0.21452752589906582,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,8.984000000000002,55267,986,0,0.0,63043.468901884364,False,-0.3505975992117702,0.625,551511,0.0,0.1,17,0,0,5,4,4.0,2,7,22,98.0,73.0,7,19,22,1646,1.201886372989975,269.2569467809517
102,22,0,0,0,10.0,20,10.0,20.75715083552152,25,8.0,31.77801876620982,26,34.23076923076923,65.52290270399017,20,73.65,50.0,15,50.0,0,4.592000000000001,58093,0,76,0.8,1577.5434634996357,False,0.2483150317316419,0,0.8660000000000003,57885,33,121,1.0,2841.615251098104,False,0.2573047473032935,0,13.970000000000002,-53907.083333333336,1095,0,0.0,22729.080164896066,True,-1.6599426540531972,0,0.2,64145,295,219,1.0,13082.7456062788,False,0.09652477046319494,0,0.281,90074,174,505,1.0,38618.44113083554,False,0.20989769116791585,0,0.254,93676,214,429,1.0,34909.821275980685,False,0.22922904905582908,0,0.2,133644,0,0,0.0,0.0,False,0.0,15,9.125000000000002,53429,1006,0,0.0,65916.04012021411,False,-0.3536034535025362,0.6,550946,0.0,0.1,15,0,0,4,7,7.0,3,7,29,77.0,78.0,7,15,29,2763,1.4232130789896473,270.68015985994134
103,29,0,0,0,10.0,20,10.0,20.75715083552152,0,,31.569039257174744,11,29.363636363636363,65.67953180504648,4,70.0,50.0,9,50.0,0,4.592000000000001,57993,0,86,1.0,1785.1149718548509,False,0.24839529110066838,0,0.8660000000000001,57785,33,131,1.0,3049.186759453319,False,0.25738500667232,0,13.970000000000002,-53907.083333333336,1095,0,0.0,22729.080164896066,True,-1.6599426540531972,0,0.2,64468,285,218,1.0,12797.838546187728,False,0.09932550373997684,0,0.281,90354,164,511,1.0,38739.563190555404,False,0.2136646675066942,0,0.254,93353,215,439,1.0,35620.65790270797,False,0.22958763095063428,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,9.200000000000001,52994,1010,0,0.0,66336.32712309694,False,-0.35528595700855653,0.625,550591,0.0,0.1,12,0,0,7,4,4.0,5,12,28,159.0,81.0,12,17,28,803,1.5556842309888452,272.2358440909302
104,28,0,0,0,10.0,20,10.0,20.839732011454025,16,21.75,30.390750589957,25,25.0,65.83339257524835,11,67.27272727272727,50.00000000000001,13,50.0,0,4.5920000000000005,58233,0,81,0.9,1688.018292927776,False,0.2524541361161757,0,0.8660000000000001,57693,34,139,1.0,3236.7227495921093,False,0.257422488812484,0,13.970000000000002,-53907.083333333336,1095,0,0.0,22819.506552542156,True,-1.6592412828410006,0,0.2,64745,291,203,1.0,12233.684385094391,False,0.09924674535472809,0,0.281,89799,179,520,1.0,39673.30849473145,False,0.2126898829445255,0,0.254,94023,205,439,1.0,35130.96321147522,False,0.23429028289554588,0,0.2,133644,0,0,0.0,0.0,False,0.0,13,9.321000000000002,51971,1021,0,0.0,67215.89381932857,False,-0.3596499138781817,0.6125,550108,0.0,0.1,14,0,0,7,5,5.0,4,11,30,150.0,93.0,11,17,30,1913,1.5120294750086032,273.7478735659388
105,30,0,0,0,10.0,20,10.0,20.839732011454025,0,,31.060210655438823,17,36.0,65.65511579197963,5,62.0,50.00000000000001,11,50.0,0,4.592000000000001,58143,0,90,0.9,1875.5758810308623,False,0.2525342479279915,0,0.8660000000000001,57583,35,149,1.0,3455.1200697066497,False,0.25740550011349245,0,13.970000000000002,-53907.083333333336,1095,0,0.0,22819.506552542156,True,-1.6592412828410006,0,0.2,65357,281,196,1.0,11943.76598368459,False,0.1064917316927634,0,0.281,89497,186,525,1.0,40246.13497270093,False,0.21251747637185692,0,0.254,94023,195,449,1.0,35535.888068409426,False,0.23652973811988803,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,9.418000000000001,51453,1026,0,0.0,67362.1488025711,False,-0.362978701615594,0.6125,549700,0.0,0.1,13,0,0,8,4,4.0,2,10,34,159.0,121.0,10,20,34,1122,1.3236562729580328,275.0715298388968
106,34,0,0,0,10.0,20,10.0,19.982935929634813,39,16.17948717948718,31.283183883553242,5,37.0,63.68588779583043,11,46.36363636363637,50.0,8,50.0,0,4.5920000000000005,58648,0,64,0.9,1278.907899496628,False,0.2569156426837184,0,0.8660000000000003,57509,36,155,1.0,3457.355069093396,False,0.25586036453065986,0,13.970000000000002,-53907.083333333336,1095,0,0.0,21881.31484295012,True,-1.6665181482976277,0,0.2,64911,310,201,1.0,12482.630098780994,False,0.10375271545964411,0,0.281,89497,176,535,1.0,39577.79033427465,False,0.20882116613909676,0,0.254,94348,190,448,1.0,34475.08267040715,False,0.2342577602973616,0,0.2,133644,0,0,0.0,0.0,False,0.0,8,9.487,50816,1037,0,0.0,66042.26564427615,False,-0.3726831520895956,0.6125,549373,0.0,0.1,13,0,0,12,3,3.0,6,18,24,256.0,86.0,18,16,24,1526,1.6903769579948857,276.7619067968917
107,24,0,0,0,10.0,20,10.0,19.209302397020206,32,14.59375,32.20198895895935,29,36.0,63.68588779583043,0,,50.0,7,50.0,0,4.592000000000001,58634,0,64,0.9,1229.3953534092932,False,0.2560939955628621,0,0.8660000000000001,57790,37,142,1.0,3097.7209403768693,False,0.25800547966224496,0,13.970000000000002,-53907.083333333336,1095,0,0.0,21034.186124737127,True,-1.6730887048734917,0,0.2,65488,332,182,1.0,12238.25038634131,False,0.11080797333660106,0,0.281,88453,195,545,1.0,40988.196695724655,False,0.20507370389308707,0,0.254,94348,180,458,1.0,34964.49462310302,False,0.23696447522372716,0,0.2,133644,0,0,0.0,0.0,False,0.0,7,9.549000000000001,50723,1037,0,0.0,66042.26564427615,False,-0.373379030692451,0.6125,549080,0.0,0.1,12,0,0,3,2,2.0,5,8,22,112.0,97.0,8,16,22,1711,1.2184097259887494,277.98031652288046
108,22,0,0,0,10.0,20,10.0,19.209302397020206,0,,32.20198895895935,0,,63.75031451308303,5,65.0,50.0,10,50.0,0,4.592000000000001,58564,0,71,0.7,1363.8604701884346,False,0.2560353247915838,0,0.8660000000000001,57660,40,152,1.0,3319.8139643470713,False,0.25760365880501035,0,13.970000000000002,-53907.083333333336,1095,0,0.0,21034.186124737127,True,-1.6730887048734917,0,0.2,65488,322,192,1.0,12368.1772519607,False,0.11181572080510598,0,0.281,88453,185,555,1.0,41338.79251216856,False,0.20701268990326277,0,0.254,94673,170,463,1.0,34990.73374258053,False,0.24070444624078066,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,9.642000000000001,50218,1042,0,0.0,66427.82772263252,False,-0.3757152295552644,0.5875,548700,0.0,0.1,9,0,0,8,4,4.0,4,12,22,168.0,67.0,12,10,22,525,1.6048703310079873,279.58518685388844
109,22,0,0,0,10.0,20,10.0,19.350111114168715,5,25.0,32.20198895895935,0,,65.00276910922211,15,72.66666666666667,50.00000000000001,9,50.0,0,4.592000000000001,58629,0,72,0.6,1393.2080002201476,False,0.25772443766266145,0,0.8660000000000001,57520,44,162,1.0,3574.718000495332,False,0.2573376370126071,0,13.970000000000002,-53907.083333333336,1095,0,0.0,21188.371670014745,True,-1.671892800606943,0,0.2,65363,317,202,1.0,12638.78699290127,False,0.11197557545995646,0,0.281,89183,175,555,1.0,41711.884923436155,False,0.21715069034165582,0,0.254,95033,160,468,1.0,35573.61417654945,False,0.2479100853725345,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,9.722000000000001,48982,1057,0,0.0,68707.92694844777,False,-0.37643318462314895,0.575,548354,0.0,0.1,12,0,0,6,3,3.0,4,10,29,140.0,73.0,10,12,29,1415,1.3670557850273326,280.9522426389158
