index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,10,0,0,0,10.0,20,10.0,25.872300233252332,31,34.516129032258064,49.38305039000614,16,49.5625,4.570017790292046,13,4.384615384615385,47.0,9,47.0,18,2.0540000000000003,37988,17,10,1.0,428.7230023325233,False,0.826378615535988,3,4.9460000000000015,2892,804,0,0.0,8040.0,False,-0.6695510828512693,0,1.6760000000000004,8402,530,0,0.0,13712.319123623736,False,-0.49802080662548137,0,0.281,43966,205,160,1.0,13205.10961021771,False,0.6636582051950538,13,4.884000000000001,-164.0,399,0,0.0,19703.83710561245,False,-0.7590129958755697,0,4.016000000000001,6371,379,0,0.0,18716.176097812327,False,-0.6087388858758199,0,0.21800000000000003,72753,149,260,1.0,12900.932650753515,False,0.5014590495986193,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,225567,0.0,0.0,13,0,0,2,6,5.285714285714286,4,6,11,68.0,12.0,6,4,11,1416,0.6032488339697011,84.08385115303099
80,11,0,0,0,10.0,20,10.0,24.936124655370197,22,16.90909090909091,49.51774428031753,6,52.0,4.692670233604649,13,5.769230769230769,47.0,8,47.0,1,2.0460000000000007,38154,20,10,1.0,449.36124655370196,False,0.8348080806653368,11,5.053000000000002,2592,811,0,0.0,8110.0,False,-0.682220203662093,0,1.6760000000000004,8402,530,0,0.0,13216.146067346204,False,-0.5061826216057013,0,0.281,43906,217,164,1.0,13532.049112187407,False,0.6670622633272043,7,4.941000000000002,-742.0,400,0,0.0,19807.09771212701,False,-0.7721064437187257,6,4.0760000000000005,5849,384,0,0.0,19014.813803641933,False,-0.6180093305683698,0,0.21800000000000003,73054,152,262,1.0,13027.285875507907,False,0.5083627407585442,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,224574,0.0,0.0,9,0,0,2,7,9.494755244755245,3,5,13,53.0,18.0,5,6,13,836,0.6300310870283283,84.71388224005932
81,13,0,0,0,10.0,20,10.0,26.06551794758845,29,33.44827586206897,48.93541313561263,14,44.57142857142857,4.717376247455799,10,5.0,47.00000000000001,11,47.0,19,2.2350000000000008,38483,20,10,1.0,460.6551794758845,False,0.8508068838618321,0,5.042000000000001,2492,821,0,0.0,8210.0,False,-0.6846106038150787,0,1.6760000000000002,7835,545,0,0.0,14205.707281435705,False,-0.5085585721569333,0,0.281,44127,221,160,1.0,13590.14556811507,False,0.6752886163987871,10,5.034000000000002,-5517.0,412,0,0.0,20161.390211872404,False,-0.8864780700495957,0,4.07,5749,386,0,0.0,18889.069470346472,False,-0.6220607762201629,0,0.21800000000000003,73521,152,261,1.0,12984.041189613283,False,0.5168057590340779,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,220049,0.0,0.0,11,0,0,1,7,30.13509445100354,8,9,14,86.0,12.0,9,4,14,817,0.642288914998062,85.35617115505738
82,14,0,0,0,10.0,20,10.0,25.636196696219844,7,13.571428571428571,49.09591513289488,19,50.0,4.557470449954041,7,2.0,47.00000000000001,6,47.0,0,2.2160000000000006,38403,18,20,1.0,692.7239339243969,False,0.8525296154784242,7,5.112000000000002,2300,833,0,0.0,8330.0,False,-0.6909212602189606,0,1.6760000000000002,7835,545,0,0.0,13971.727199439816,False,-0.5124074351980553,0,0.281,44982,218,151,1.0,13002.174064843053,False,0.693745460995576,2,5.044000000000001,-15282.0,431,0,0.0,21160.339422277695,False,-1.1169580430551764,5,4.120000000000001,5539,386,0,0.0,18951.023241297426,False,-0.6265139767506103,0,0.21800000000000003,73789,149,265,1.0,13134.063097043154,False,0.523308213086417,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,210925,0.0,0.0,9,0,0,3,6,12.271578947368422,6,9,14,101.0,15.0,9,5,14,482,0.632846875989344,85.98901803104673
83,14,0,0,0,10.0,20,10.0,25.50255297322083,1,1.0,49.235896370957555,9,51.0,4.557470449954041,0,,47.00000000000001,10,47.0,0,2.2160000000000006,38323,16,30,1.0,925.0765891966249,False,0.8542591334607408,1,5.115000000000001,2158,845,0,0.0,8450.0,False,-0.694841516469857,0,1.6760000000000002,7835,545,0,0.0,13898.891370405352,False,-0.5136055505591961,0,0.281,45440,209,152,1.0,12813.889819788703,False,0.7057160451998404,0,5.042000000000002,-16504.0,431,0,0.0,21220.671335882707,False,-1.1466049185855736,0,4.115000000000001,5080,395,0,0.0,19448.179066528235,False,-0.6317482268285834,0,0.21800000000000003,74259,139,265,1.0,13088.488392543613,False,0.5317860172560103,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,209950,0.0,0.0,10,0,0,1,1,1.0,4,5,19,61.0,33.0,5,9,19,1129,0.6582878290209919,86.64730586006772
84,19,0,0,0,10.0,20,10.0,24.48549093560196,18,15.11111111111111,49.235896370957555,0,,4.557470449954041,0,,47.00000000000001,2,47.0,0,2.2160000000000006,38535,11,27,1.0,771.1082552612529,False,0.860713970819459,5,5.1640000000000015,1903,860,0,0.0,8600.0,False,-0.7034469570206052,0,1.6760000000000004,7801,546,0,0.0,13369.078050838669,False,-0.5234393003875729,0,0.281,45202,216,162,1.0,13265.081254185148,False,0.7053079558853985,0,5.042000000000002,-17824.0,431,0,0.0,21220.671335882707,False,-1.179439922689949,0,4.115000000000001,5080,395,0,0.0,19448.179066528235,False,-0.6317482268285834,0,0.21800000000000003,74353,129,273,1.0,13418.913688044073,False,0.5366999079452908,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,208409,0.0,0.0,10,0,0,3,1,1.0,4,7,17,67.0,54.0,7,12,17,556,0.5910099790198728,87.23831583908759
85,17,0,0,1,10.0,20,10.0,24.205096116450726,2,1.0,49.235896370957555,0,,4.557470449954041,0,,47.0,1,47.0,0,2.2160000000000006,38435,11,37,1.0,1005.5885563086769,False,0.8615381879884466,2,5.179000000000001,1759,870,0,0.0,8700.0,False,-0.7079409093082182,0,1.6760000000000004,7801,546,0,0.0,13215.982479582097,False,-0.5259576510135857,0,0.281,45200,208,172,1.0,13503.23416802645,False,0.7091596619296363,0,5.042000000000002,-27030.944444444445,431,0,0.0,21220.671335882707,True,-1.4084626943733511,0,4.115000000000001,5080,395,0,0.0,19448.179066528235,False,-0.6317482268285834,0,0.21800000000000003,74400,119,282,1.0,13796.33898354453,False,0.541168309449532,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,226034,0.0,0.1,7,0,0,2,4,34.218210361067506,6,8,15,80.0,49.0,8,9,15,247,0.40099337097490206,87.63930921006249
86,15,0,0,0,10.0,20,10.0,24.970054602885217,11,35.45454545454545,49.235896370957555,0,,4.557470449954041,0,,47.00000000000001,6,47.0,0,2.2160000000000006,38715,12,36,1.0,1018.9219657038678,False,0.8752431506837468,0,5.177000000000001,1669,879,0,0.0,8790.0,False,-0.7100922694459052,0,1.6760000000000004,7421,556,0,0.0,13883.35035920418,False,-0.5274814061191574,0,0.281,45190,199,182,1.0,13929.974005488431,False,0.7158503422405651,0,5.042000000000002,-27030.944444444445,431,0,0.0,21220.671335882707,True,-1.4084626943733511,0,4.115000000000001,5080,395,0,0.0,19448.179066528235,False,-0.6317482268285834,0,0.21800000000000003,74682,109,286,1.0,13938.764279044992,False,0.547864156878969,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,226116,0.0,0.1,10,0,0,2,1,1.0,0,2,9,37.0,59.0,4,11,9,872,0.3005378089728765,87.93984701903537
87,9,0,0,0,10.0,0,,25.511013696428,22,29.09090909090909,49.235896370957555,0,,4.460501176583835,3,1.0,47.00000000000001,0,,0,2.2160000000000006,39355,2,24,1.0,632.2643287142721,False,0.8965976078958329,0,5.177000000000001,1669,879,0,0.0,8790.0,False,-0.7100922694459052,0,1.6760000000000004,6791,577,0,0.0,14719.854902838957,False,-0.5344477085333768,0,0.281,45180,190,192,1.0,14300.38470554517,False,0.7216144345562767,0,5.042000000000002,-27030.944444444445,431,0,0.0,21220.671335882707,True,-1.4084626943733511,3,4.1450000000000005,4954,395,0,0.0,19448.179066528235,False,-0.6348824772203647,0,0.21800000000000003,74679,102,296,1.0,14366.971120011553,False,0.5518660415917381,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,225987,0.0,0.1,4,0,0,3,1,1.0,1,4,5,32.0,15.0,4,5,5,640,0.27237440401222557,88.2122214230476
88,5,0,0,0,10.0,0,,26.440982083723192,13,37.23076923076923,49.19259982583676,4,48.0,4.342268956999597,5,2.0,47.00000000000001,0,,0,2.2160000000000006,39839,0,13,0.2,343.7327670884015,False,0.9128396224862169,0,5.177000000000001,1669,879,0,0.0,8790.0,False,-0.7100922694459052,0,1.6760000000000004,6307,590,0,0.0,15600.179429396683,False,-0.5358899291124378,0,0.281,45372,180,198,1.0,14499.511540585852,False,0.7312065985752377,0,5.042000000000001,-27030.944444444445,431,0,0.0,21202.010524935642,True,-1.408694788238517,5,4.192000000000001,4557,399,0,0.0,19627.847330508866,False,-0.6425232291421996,0,0.21800000000000003,74669,97,306,1.0,14803.200088828962,False,0.5558112650834011,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.275,225772,0.0,0.1,4,0,0,1,2,589.6292270531401,0,1,2,3.0,12.0,1,4,2,676,0.1881776920054108,88.400399115053
89,2,0,0,0,10.0,0,,26.440982083723192,0,,49.21965605132752,1,52.0,4.342268956999597,0,,47.00000000000001,5,47.0,0,2.2160000000000006,39839,0,13,0.0,343.7327670884015,False,0.9128396224862169,0,5.177000000000001,1669,879,0,0.0,8790.0,False,-0.7100922694459052,0,1.6760000000000002,6307,590,0,0.0,15600.179429396683,False,-0.5358899291124378,0,0.281,45424,170,207,1.0,14683.43575685774,False,0.735942817424295,0,5.042000000000002,-27030.944444444445,431,0,0.0,21213.67175812216,True,-1.4085497516326302,0,4.187,4505,400,0,0.0,19687.862420531008,False,-0.6430702915284321,0,0.21800000000000003,74904,87,311,1.0,14994.777399258966,False,0.5620820211868872,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.25,226007,0.0,0.1,3,0,0,0,1,130.95646367521368,0,0,0,0.0,6.0,0,2,0,287,0.1365638819988817,88.53696299705189
90,0,0,0,0,10.0,0,,26.741381961729843,5,35.6,49.20673398630283,1,48.0,4.342268956999597,0,,47.00000000000001,0,,0,2.2160000000000006,40017,0,8,0.0,213.93105569383874,False,0.9182466667230923,0,5.177000000000001,1669,879,0,0.0,8790.0,False,-0.7100922694459052,0,1.6760000000000002,6129,595,0,0.0,15911.122267229257,False,-0.5366310983808847,0,0.281,45472,160,216,1.0,14907.275654918187,False,0.7412040343288293,0,5.042000000000002,-27030.944444444445,431,0,0.0,21208.10234809652,True,-1.4086190211784828,0,4.187,4457,401,0,0.0,19731.900328507436,False,-0.64371657012876,0,0.21800000000000003,74904,77,321,1.0,15421.35470968897,False,0.5661253313651777,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.25,226007,0.0,0.1,3,0,0,0,4,2193.1255277101554,0,0,0,0.0,0.0,0,0,0,226,0.13514475896954536,88.67210775602143
