index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,13,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.489075393467417,4,15.0,34.939788518587335,3,19.0,44.000000000000014,0,,0,2.9450000000000007,27379,803,0,0.0,8030.0,False,-0.2522745677130472,0,2.891000000000001,28649,797,0,0.0,7970.0,False,-0.2227409136378793,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.214000000000002,36427,581,0,0.0,4021.890469634757,False,-0.3883982746496725,0,1.5410000000000001,84266,0,4,0.4,139.75915407434934,False,0.09689513795797908,3,17.276000000000003,-41014.0,678,0,0.0,9823.593116770908,False,-1.4695549702366433,0,0.5150000000000001,105183,0,205,0.3,9020.000000000004,False,0.05828155751939181,0,0.36200000000000004,78937,802,243,1.0,38713.71039190705,False,-0.05169359784708905,0.21250000000000002,383495,0.0,0.0,9,0,0,14,2,2.0,16,30,15,129.0,31.0,8,5,15,200,2.433052566018887,234.35527521162294
80,15,0,0,1,10.0,20,10.0,6.9223588117637815,0,,14.520759596709194,5,15.0,34.939788518587335,0,,44.000000000000014,0,,0,2.9450000000000007,27299,811,0,0.0,8110.0,False,-0.253227266231601,0,2.891000000000001,28529,809,0,0.0,8090.0,False,-0.22416996141571,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,11,8.32,36086,581,6,0.0,4109.015027215012,False,-0.393130926781958,0,1.5410000000000001,84191,0,9,0.5,314.458096667286,False,0.09705575850393622,0,17.273000000000003,-57478.333333333336,678,0,0.0,9845.075006568833,True,-1.6835548192134968,0,0.5150000000000001,105183,0,205,0.0,9020.000000000004,False,0.05828155751939181,0,0.3620000000000001,78937,792,253,1.0,38804.31250672117,False,-0.05125654832168612,0.1875,423893,0.0,0.1,11,0,0,14,3,496.1666666666667,16,30,11,104.0,27.0,8,7,11,200,2.472160161996726,236.82743537361966
81,11,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.520759596709194,0,,34.939788518587335,0,,44.000000000000014,0,,0,2.9450000000000007,27179,823,0,0.0,8230.0,False,-0.25465631400943173,0,2.891000000000001,28449,817,0,0.0,8170.0,False,-0.2251226599342638,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.309000000000001,36086,581,6,0.0,4109.015027215012,False,-0.393130926781958,0,1.5410000000000001,84191,0,9,0.0,314.458096667286,False,0.09705575850393622,0,17.273000000000003,-57478.333333333336,678,0,0.0,9845.075006568833,True,-1.6835548192134968,0,0.5150000000000001,105183,0,205,0.0,9020.000000000004,False,0.05828155751939181,0,0.3620000000000001,78937,782,263,1.0,38894.914621535296,False,-0.05081949879628333,0.125,423693,0.0,0.1,9,0,0,14,0,0.0,12,26,2,108.0,15.0,6,5,2,200,2.1596714630140923,238.98710683663376
82,2,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.545796681044987,4,15.0,35.00050618181708,10,36.0,44.000000000000014,0,,0,2.9450000000000007,27069,834,0,0.0,8340.0,False,-0.2559662744724432,0,2.891000000000001,28359,826,0,0.0,8260.0,False,-0.22619444576763684,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.309000000000001,36146,581,2,0.0,4050.982062996847,False,-0.3926379354713209,1,1.5510000000000002,84448,0,4,0.4,140.00202472726832,False,0.0992638583404473,0,17.273000000000003,-57478.333333333336,678,0,0.0,9862.0501497485,True,-1.6834444275740588,0,0.5150000000000001,104918,0,210,0.5,9240.000000000004,False,0.05678616910431058,0,0.36200000000000004,78842,777,273,1.0,39207.39330327188,False,-0.05022868201640163,0.2375,423450,0.0,0.1,14,0,0,11,4,3.2,11,22,4,18.0,3.0,1,1,4,525,1.5796624320209958,240.56676926865475
83,4,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.570715802111383,4,15.0,35.00050618181708,0,,44.000000000000014,0,,0,2.9450000000000007,26959,845,0,0.0,8450.0,False,-0.25727623493545465,0,2.891000000000001,28269,835,0,0.0,8350.0,False,-0.22726623160100987,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,2,8.329000000000002,36138,581,0,0.0,4021.890469634757,False,-0.39299667078001876,0,1.5500000000000003,84388,0,8,0.4,280.00404945453664,False,0.09939393419773772,0,17.273000000000003,-57478.333333333336,678,0,0.0,9878.945313831518,True,-1.6833345560494444,0,0.5150000000000001,104918,0,210,0.0,9240.000000000004,False,0.05678616910431058,0,0.36200000000000004,78842,767,283,1.0,39297.38824145371,False,-0.049794561410036915,0.175,423182,0.0,0.1,12,0,0,13,3,2.5,14,27,3,54.0,18.0,3,1,3,200,1.4161166499834508,241.9828859186382
84,3,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.570715802111383,0,,35.00050618181708,0,,44.000000000000014,0,,0,2.9450000000000007,26839,857,0,0.0,8570.0,False,-0.25870528271328536,0,2.891000000000001,28189,843,0,0.0,8430.0,False,-0.22821893011956365,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.327000000000002,36138,581,0,0.0,4021.890469634757,False,-0.39299667078001876,0,1.5500000000000003,84388,0,8,0.0,280.00404945453664,False,0.09939393419773772,0,17.273000000000003,-57478.333333333336,678,0,0.0,9878.945313831518,True,-1.6833345560494444,0,0.5150000000000001,104918,0,210,0.0,9240.000000000004,False,0.05678616910431058,0,0.3620000000000001,78842,757,293,1.0,39387.38317963554,False,-0.049360440803672204,0.125,422982,0.0,0.1,8,0,0,10,0,0.0,12,22,3,36.0,3.0,2,1,3,200,1.6675207609659992,243.6504066796042
85,3,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.595381084337705,4,15.0,35.61719581689395,5,55.0,44.000000000000014,0,,0,2.9450000000000007,26739,867,0,0.0,8670.0,False,-0.25989615586147763,0,2.891000000000001,28089,853,0,0.0,8530.0,False,-0.22940980326775592,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.367,36062,581,0,0.0,4021.890469634757,False,-0.39420593758246275,0,1.5500000000000003,84603,0,7,0.4,249.32037071825764,False,0.10199074194728724,0,17.273,-57478.333333333336,678,0,0.0,9895.668375180963,True,-1.683225803732056,0,0.5150000000000001,104918,0,210,0.0,9240.000000000004,False,0.05678616910431058,0,0.3620000000000001,78567,752,303,1.0,40116.13125430425,False,-0.04849818983567968,0.175,422646,0.0,0.1,11,0,0,6,2,2.0,13,19,3,36.0,3.0,2,1,3,475,1.6174036969896406,245.26781037659384
86,3,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.595381084337705,0,,36.73192962771433,10,53.0,44.00000000000002,13,44.0,0,2.9450000000000007,26609,880,0,0.0,8800.0,False,-0.2614442909541276,0,2.891000000000001,28019,860,0,0.0,8600.0,False,-0.2302434144714905,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.363000000000001,36062,581,0,0.0,4021.890469634757,False,-0.39420593758246275,3,1.5800000000000003,85004,0,0,0.0,0.0,False,0.10558489191790443,0,17.273000000000003,-57478.333333333336,678,0,0.0,9895.668375180963,True,-1.683225803732056,0,0.5150000000000001,104960,0,207,1.0,9108.000000000004,False,0.056554625091652835,0,0.36200000000000004,78567,742,313,1.0,41027.091783764045,False,-0.04410386782809765,0.25,422889,0.0,0.1,18,0,0,8,1,0.6,12,20,3,18.0,6.0,1,2,3,1037,1.2882287650136277,246.55603914160747
87,3,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.619662175289593,4,15.0,37.81399236223411,10,53.0,44.00000000000002,6,44.0,0,2.9450000000000007,26549,886,0,0.0,8860.0,False,-0.26215881484304293,0,2.891000000000001,27879,874,0,0.0,8740.0,False,-0.23191063687895966,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.403,35986,581,0,0.0,4021.890469634757,False,-0.39541520438490674,10,1.6770000000000005,84999,0,4,0.4,151.25596944893644,False,0.10650349848768922,0,17.273000000000003,-57478.333333333336,678,0,0.0,9912.130954846343,True,-1.6831187453620966,0,0.5150000000000001,104959,0,206,0.5,9064.000000000004,False,0.05633272874618917,0,0.36200000000000004,78302,737,323,1.0,42080.912370966544,False,-0.04157704448073098,0.2375,422342,0.0,0.1,14,0,0,9,3,3.0,13,22,3,36.0,3.0,2,1,3,464,1.4157345489948057,247.97177369060228
88,3,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.619662175289593,0,,37.81399236223411,0,,44.00000000000002,6,44.0,0,2.9450000000000007,26469,894,0,0.0,8940.0,False,-0.2631115133615967,0,2.891000000000001,27759,886,0,0.0,8860.0,False,-0.23333968465679036,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.399000000000001,35986,581,0,0.0,4021.890469634757,False,-0.39541520438490674,0,1.6670000000000005,84999,0,4,0.0,151.25596944893644,False,0.10650349848768922,0,17.273000000000003,-57478.333333333336,678,0,0.0,9912.130954846343,True,-1.6831187453620966,0,0.5150000000000001,105223,0,200,0.0,8800.000000000004,False,0.05760622081580674,0,0.3620000000000001,78302,727,333,1.0,42142.77244734421,False,-0.04127864176598519,0.125,422406,0.0,0.1,11,0,0,9,0,0.0,12,21,5,36.0,3.0,2,1,5,464,1.620343361981213,249.5921170525835
89,5,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.619662175289593,0,,37.81399236223411,0,,44.000000000000014,20,44.0,0,2.9450000000000007,26349,906,0,0.0,9060.0,False,-0.2645405611394274,0,2.891000000000001,27679,894,0,0.0,8940.0,False,-0.23429238317534415,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.399000000000001,35986,581,0,0.0,4021.890469634757,False,-0.39541520438490674,0,1.6670000000000005,84999,0,4,0.0,151.25596944893644,False,0.10650349848768922,0,17.273000000000003,-57478.333333333336,678,0,0.0,9912.130954846343,True,-1.6831187453620966,0,0.5150000000000001,105663,0,190,0.0,8360.000000000002,False,0.059728707598502684,0,0.3620000000000001,78742,717,333,1.0,41764.63252372186,False,-0.03885775226854345,0.125,423086,0.0,0.1,22,0,0,11,1,1.0,11,22,7,36.0,24.0,2,3,7,1080,1.7479407690116204,251.3400578215951
90,7,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.619662175289593,0,,37.81399236223411,0,,44.000000000000014,16,44.0,0,2.9450000000000007,26289,912,0,0.0,9120.0,False,-0.2652550850283428,0,2.891000000000001,27539,908,0,0.0,9080.0,False,-0.23595960558281331,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.399000000000001,35986,581,0,0.0,4021.890469634757,False,-0.39541520438490674,0,1.6670000000000005,84999,0,4,0.0,151.25596944893644,False,0.10650349848768922,0,17.273000000000003,-57478.333333333336,678,0,0.0,9912.130954846343,True,-1.6831187453620966,0,0.5150000000000001,106059,0,181,0.0,7964.000000000003,False,0.061638945702929035,0,0.36200000000000004,79050,707,336,1.0,41518.49260009952,False,-0.037073608805910485,0.125,423590,0.0,0.1,18,0,0,4,1,1.0,21,25,8,54.0,42.0,3,4,8,904,1.9662801129743457,253.30633793456946
91,8,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.619662175289593,0,,38.35515604246656,5,53.0,44.000000000000014,11,44.0,0,2.9450000000000007,26149,926,0,0.0,9260.0,False,-0.2669223074358119,0,2.891000000000001,27479,914,0,0.0,9140.0,False,-0.23667412947172867,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.399000000000001,35986,581,0,0.0,4021.890469634757,False,-0.39541520438490674,1,1.6770000000000005,85221,0,0,0.0,0.0,False,0.10840725229560648,0,17.273000000000003,-57478.333333333336,678,0,0.0,9912.130954846343,True,-1.6831187453620966,0,0.5150000000000001,106278,0,175,0.5,7700.000000000003,False,0.062478292748813335,0,0.36200000000000004,79050,697,346,1.0,41957.5437615992,False,-0.03495569906225062,0.1875,423831,0.0,0.1,17,0,0,8,1,0.2,14,22,5,54.0,45.0,3,5,5,684,1.7341680740355514,255.040506008605
92,5,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.643436920754764,4,15.0,38.182335991446834,10,36.0,44.000000000000014,20,44.0,0,2.9450000000000007,26059,935,0,0.0,9350.0,False,-0.26799409326918494,0,2.891000000000001,27369,925,0,0.0,9250.0,False,-0.23798408993474016,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.439,35910,581,0,0.0,4021.890469634757,False,-0.3966244711873507,10,1.7760000000000005,85046,0,4,0.4,152.72934396578734,False,0.10712437468437554,0,17.273000000000003,-57478.333333333336,678,0,0.0,9928.25023227173,True,-1.683013919532782,0,0.5150000000000001,106365,0,172,0.5,7568.000000000003,False,0.06268089375988886,0,0.3620000000000001,79483,692,344,1.0,41558.17650608122,False,-0.03270474035194103,0.2375,423900,0.0,0.1,21,0,0,3,3,3.0,22,25,6,54.0,36.0,3,2,6,1080,1.512807396997232,256.55331340560224
93,6,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.643436920754764,0,,38.7627373675835,5,53.0,44.00000000000001,20,44.0,0,2.9450000000000007,25999,941,0,0.0,9410.0,False,-0.2687086171581003,0,2.891000000000001,27229,939,0,0.0,9390.0,False,-0.23965131234220932,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.435000000000002,35910,581,0,0.0,4021.890469634757,False,-0.3966244711873507,1,1.7760000000000002,85268,0,0,0.0,0.0,False,0.1090185469396249,0,17.273,-57478.333333333336,678,0,0.0,9928.25023227173,True,-1.683013919532782,0,0.5150000000000001,106496,0,168,0.5,7392.000000000001,False,0.06309574344923398,0,0.3620000000000001,79967,682,343,1.0,41528.186884691946,False,-0.028179934373229947,0.1875,424537,0.0,0.1,21,0,0,2,1,0.2,20,22,9,72.0,36.0,4,2,9,1080,1.6385157289914787,258.1918291345937
94,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.643436920754764,0,,38.7627373675835,0,,44.0,20,44.0,0,2.9450000000000007,25879,953,0,0.0,9530.0,False,-0.270137664935931,0,2.891000000000001,27149,947,0,0.0,9470.0,False,-0.2406040108607631,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.435000000000002,35910,581,0,0.0,4021.890469634757,False,-0.3966244711873507,0,1.7750000000000004,85268,0,0,0.0,0.0,False,0.1090185469396249,0,17.273000000000003,-57478.333333333336,678,0,0.0,9928.25023227173,True,-1.683013919532782,0,0.5150000000000001,107024,0,156,0.0,6864.0,False,0.0656427275884691,0,0.36200000000000004,80319,672,345,1.0,41228.55951101611,False,-0.02622930811264557,0.125,425217,0.0,0.1,21,0,0,4,0,0.0,21,25,9,90.0,72.0,5,4,9,1080,2.1266226270236075,260.3184517616173
95,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.643436920754764,0,,38.7627373675835,0,,44.0,20,44.0,0,2.9450000000000007,25759,965,0,0.0,9650.0,False,-0.2715667127137617,0,2.891000000000001,27069,955,0,0.0,9550.0,False,-0.24155670937931692,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.435,35910,581,0,0.0,4021.890469634757,False,-0.3966244711873507,0,1.7750000000000004,85268,0,0,0.0,0.0,False,0.1090185469396249,0,17.273000000000003,-57478.333333333336,678,0,0.0,9928.25023227173,True,-1.683013919532782,0,0.5150000000000001,107508,0,145,0.0,6380.0,False,0.06797746304943465,0,0.36200000000000004,80715,662,346,1.0,40884.93213734028,False,-0.024066433173791736,0.125,425897,0.0,0.1,20,0,0,3,0,0.0,23,26,9,90.0,57.0,5,4,9,1080,1.858111875015311,262.17656363663264
96,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.643436920754764,0,,40.062913178979755,10,55.0,44.0,17,44.0,0,2.9450000000000007,25669,974,0,0.0,9740.0,False,-0.27263849854713473,0,2.891000000000001,26959,966,0,0.0,9660.0,False,-0.2428666698423284,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.435,35910,581,0,0.0,4021.890469634757,False,-0.3966244711873507,10,1.8750000000000002,85343,0,0,0.0,0.0,False,0.10999401711625004,0,17.273000000000003,-57478.333333333336,678,0,0.0,9928.25023227173,True,-1.683013919532782,0,0.5150000000000001,107585,0,142,0.5,6248.0,False,0.06808358738856944,0,0.3620000000000001,80836,657,347,1.0,41589.333958589705,False,-0.019501148272152467,0.1875,425970,0.0,0.1,17,0,0,7,2,2.0,21,28,9,75.0,57.0,5,4,9,948,1.8450668510049582,264.0216304876376
97,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.666593674808965,4,15.0,41.11989392387218,10,53.0,44.0,20,44.0,0,2.9450000000000007,25539,987,0,0.0,9870.0,False,-0.2741866336397847,0,2.891000000000001,26889,973,0,0.0,9730.0,False,-0.24370028104606298,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.475000000000001,35834,581,0,0.0,4021.890469634757,False,-0.39783373798979477,10,1.9650000000000003,85338,0,4,0.4,164.47957569548873,False,0.11099861857617446,0,17.273000000000003,-57478.333333333336,678,0,0.0,9943.950511520477,True,-1.6829118185049696,0,0.5150000000000001,107363,0,145,1.0,6380.0,False,0.06657855130629414,0,0.3620000000000001,81408,647,344,1.0,41740.5713687453,False,-0.013253138536905726,0.3,426039,0.0,0.1,20,0,0,3,3,3.0,19,22,10,90.0,57.0,5,4,10,1080,1.5927158850245178,265.6143463726621
98,10,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.689033159680692,4,15.0,41.63571626281803,5,53.0,44.00000000000001,20,44.0,0,2.9450000000000007,25459,995,0,0.0,9950.0,False,-0.27513933215833847,0,2.891000000000001,26769,985,0,0.0,9850.0,False,-0.24512932882389368,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.511000000000001,35758,581,0,0.0,4021.890469634757,False,-0.39904300479223875,1,1.9650000000000003,85500,0,4,0.4,166.54286505127212,False,0.11311905200590014,0,17.273000000000003,-57478.333333333336,678,0,0.0,9959.16448226351,True,-1.6828128800067839,0,0.5150000000000001,107759,0,136,0.0,5984.000000000001,False,0.0684887894107205,0,0.36200000000000004,81627,642,343,1.0,41822.129840729176,False,-0.010746874924125072,0.175,426540,0.0,0.1,20,0,0,6,2,1.2,21,27,9,108.0,57.0,6,4,9,1080,2.0495388109702617,267.6638851836324
99,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.689033159680692,0,,41.63571626281803,0,,44.00000000000001,8,44.0,0,2.9450000000000007,25369,1004,0,0.0,10040.0,False,-0.2762111179917115,0,2.891000000000001,26659,996,0,0.0,9960.0,False,-0.24643928928690517,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.507000000000001,35758,581,0,0.0,4021.890469634757,False,-0.39904300479223875,0,1.9640000000000006,85500,0,4,0.0,166.54286505127212,False,0.11311905200590014,0,17.273000000000003,-57478.333333333336,678,0,0.0,9959.16448226351,True,-1.6828128800067839,0,0.5150000000000001,108111,0,128,0.0,5632.000000000001,False,0.07018677883687724,0,0.36200000000000004,81627,632,353,1.0,41845.772678101,False,-0.01063282581088161,0.125,426692,0.0,0.1,16,0,0,10,0,0.0,17,27,7,75.0,42.0,5,4,7,552,2.495617642009165,270.15950282564154
100,7,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.710669822267324,4,15.0,41.63571626281803,0,,44.00000000000001,20,44.0,0,2.9450000000000007,25289,1012,0,0.0,10120.0,False,-0.27716381651026534,0,2.891000000000001,26539,1008,0,0.0,10080.0,False,-0.24786833706473588,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.547000000000002,35682,581,0,0.0,4021.890469634757,False,-0.40025227159468274,0,1.9640000000000004,85440,0,8,0.4,333.08573010254423,False,0.1134217265178482,0,17.273000000000003,-57478.333333333336,678,0,0.0,9973.834139497245,True,-1.6827174812525652,0,0.5150000000000001,108507,0,119,0.0,5236.000000000001,False,0.07209701694130359,0,0.3620000000000001,82111,622,352,1.0,41385.415515472814,False,-0.00818404123667261,0.175,427236,0.0,0.1,21,0,0,2,1,1.0,21,23,6,54.0,41.0,3,4,6,1080,1.5102148529840633,271.6697176786256
101,6,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.710669822267324,0,,42.39990202621017,12,49.0,44.00000000000001,10,44.0,0,2.9450000000000007,25229,1018,0,0.0,10180.0,False,-0.2778783403991807,0,2.891000000000001,26399,1022,0,0.0,10220.0,False,-0.24953555947220502,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.543000000000001,35682,581,0,0.0,4021.890469634757,False,-0.40025227159468274,4,2.0040000000000004,85856,0,0,0.0,0.0,False,0.11666623312436594,0,17.273,-57478.333333333336,678,0,0.0,9973.834139497245,True,-1.6827174812525652,0,0.5150000000000001,108634,0,116,0.7,5104.000000000001,False,0.07268552464014201,0,0.3620000000000001,81836,617,362,1.0,42088.739550171675,False,-0.0074444316068590964,0.2125,427304,0.0,0.1,19,0,0,4,1,0.8,24,28,9,57.0,36.0,4,2,9,953,1.88533290597843,273.55505058460403
102,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.710669822267324,0,,43.32910646622317,10,53.0,44.00000000000001,20,44.0,0,2.9450000000000007,25149,1026,0,0.0,10260.0,False,-0.2788310389177345,0,2.891000000000001,26279,1034,0,0.0,10340.0,False,-0.2509646072500357,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.543000000000001,35682,581,0,0.0,4021.890469634757,False,-0.40025227159468274,10,2.1000000000000005,85911,0,0,0.0,0.0,False,0.11738157792055771,0,17.273000000000003,-57478.333333333336,678,0,0.0,9973.834139497245,True,-1.6827174812525652,0,0.5150000000000001,108456,0,118,1.0,5192.000000000001,False,0.0713927372361363,0,0.36200000000000004,82364,607,360,1.0,42140.76762499747,False,-0.0020994885530550515,0.25,427509,0.0,0.1,21,0,0,2,2,2.0,22,24,9,90.0,57.0,5,4,9,1080,2.146956612006761,275.7020071966108
103,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.710669822267324,0,,44.18744881462417,10,53.0,44.0,20,44.0,0,2.9450000000000007,25039,1037,0,0.0,10370.0,False,-0.28014099938074594,0,2.891000000000001,26189,1043,0,0.0,10430.0,False,-0.25203639308340875,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.543000000000001,35682,581,0,0.0,4021.890469634757,False,-0.40025227159468274,10,2.1900000000000004,85966,0,0,0.0,0.0,False,0.11809692271674947,0,17.273000000000003,-57478.333333333336,678,0,0.0,9973.834139497245,True,-1.6827174812525652,0,0.5150000000000001,108410,0,117,1.0,5148.0,False,0.07073669586693937,0,0.36200000000000004,82760,597,361,1.0,42263.90694233063,False,0.0023149912318653812,0.25,427714,0.0,0.1,20,0,0,3,2,2.0,25,28,10,90.0,57.0,5,4,10,1080,2.0670819359947927,277.7690891326056
104,10,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.710669822267324,0,,44.60156281286517,5,53.0,44.0,20,44.0,0,2.9450000000000007,24909,1050,0,0.0,10500.0,False,-0.2816891344733959,0,2.891000000000001,26119,1050,0,0.0,10500.0,False,-0.25287000428714335,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.543000000000001,35682,581,0,0.0,4021.890469634757,False,-0.40025227159468274,5,2.2300000000000004,86016,0,0,0.0,0.0,False,0.11874723616783289,0,17.273000000000003,-57478.333333333336,678,0,0.0,9973.834139497245,True,-1.6827174812525652,0,0.5150000000000001,108409,0,116,0.5,5104.0,False,0.07051479952147571,0,0.3620000000000001,83376,587,357,1.0,41889.11737115185,False,0.006450031698143133,0.1875,428179,0.0,0.1,21,0,0,3,1,1.0,23,26,9,108.0,57.0,6,4,9,1080,1.9773556180298328,279.7464447506354
105,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.710669822267324,0,,44.60156281286517,0,,44.00000000000001,20,44.0,0,2.9450000000000007,24769,1064,0,0.0,10640.0,False,-0.283356356880865,0,2.891000000000001,26059,1056,0,0.0,10560.0,False,-0.2535845281760587,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.543000000000001,35682,581,0,0.0,4021.890469634757,False,-0.40025227159468274,0,2.225000000000001,86016,0,0,0.0,0.0,False,0.11874723616783289,0,17.273000000000003,-57478.333333333336,678,0,0.0,9973.834139497245,True,-1.6827174812525652,0,0.5150000000000001,108761,0,108,0.0,4752.000000000001,False,0.07221278894763246,0,0.3620000000000001,83904,577,355,1.0,41355.1017430232,False,0.008967997448303951,0.125,428859,0.0,0.1,22,0,0,5,0,0.0,20,25,7,72.0,60.0,4,5,7,1080,3.26038085098844,283.00682560162386
106,7,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.731432667549269,4,15.0,44.60156281286517,0,,44.00000000000001,20,44.0,0,2.9450000000000007,24699,1071,0,0.0,10710.0,False,-0.2841899680845996,0,2.891000000000001,25929,1069,0,0.0,10690.0,False,-0.2551326632687086,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.583000000000002,35606,581,0,0.0,4021.890469634757,False,-0.4014615383971267,0,2.2250000000000005,85956,0,4,0.4,178.40625125146067,False,0.11912705987599476,0,17.273000000000003,-57478.333333333336,678,0,0.0,9987.911348598405,True,-1.682625935268243,0,0.5150000000000001,109201,0,98,0.0,4312.000000000001,False,0.0743352757303284,0,0.36200000000000004,84344,567,355,1.0,40909.086114894555,False,0.01106146584192558,0.175,429403,0.0,0.1,23,0,0,8,1,1.0,16,24,7,54.0,42.0,3,4,7,1080,2.0035701079759747,285.01039570959983
