index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,23,0,0,0,10.0,20,10.0,28.60836426515366,43,28.58139534883721,17.30787114056018,1,16.0,22.77546334439518,0,,52.00000000000001,9,52.0,0,4.3580000000000005,60749,21,13,1.0,581.9087354469975,False,0.24216431354748674,4,2.1120000000000005,62720,13,10,1.0,416.0836426515366,False,0.280586931650911,1,8.949000000000002,34103,1090,0,0.0,31183.11704901749,False,-0.4176873854639238,0,9.344000000000001,28786,1127,0,0.0,32241.626526828175,False,-0.47378939227309486,0,0.2,117277,0,252,0.1,5739.416762787586,False,0.0739274588061228,0,11.882000000000001,-104637,1404,0,0.0,24300.251081346494,True,-1.8266909297733807,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,7.139000000000001,109369,1626,0,0.0,37032.90339798656,False,-0.10465679250743329,0.2625,556042,0.0,0.1,9,0,0,8,4,3.4444444444444446,17,25,21,226.0,132.0,14,9,21,1177,1.4104609129717574,303.9422232208308
80,21,0,0,0,10.0,20,10.0,28.697867459687235,20,29.9,17.14491450898676,6,15.166666666666666,23.917564950369368,5,56.0,52.00000000000001,10,52.0,0,4.3580000000000005,60727,19,21,1.0,792.6552166534319,False,0.24386096069040944,8,2.1880000000000006,62956,15,10,1.0,436.97867459687234,False,0.2856021436161668,0,8.948,34103,1090,0,0.0,31280.675531059085,False,-0.4171157983884516,6,9.404000000000002,28049,1147,0,0.0,32916.453976261255,False,-0.4784716781329901,0,0.2,117466,0,253,0.6,6051.1439324434505,False,0.07701001078177384,0,11.882000000000005,-104637,1404,0,0.0,24071.45997061741,True,-1.8277134507373456,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,7.230000000000001,108907,1631,0,0.0,39009.54843405244,False,-0.10097193793476189,0.325,555246,0.0,0.1,7,0,0,6,6,5.444444444444445,15,21,23,180.0,122.0,10,11,23,538,1.655436844972428,305.5976600658032
81,23,0,0,0,10.0,20,10.0,28.68241789981965,22,28.5,16.977965791828993,7,15.285714285714286,26.265366244535503,10,57.0,52.000000000000014,9,52.0,0,4.358000000000001,60945,18,20,1.0,753.648357996393,False,0.24790036994298328,1,2.1900000000000004,63142,16,10,1.0,446.8241789981965,False,0.2894874255087322,1,8.958000000000002,34026,1092,0,0.0,31321.20034660306,False,-0.41778064010661436,6,9.458000000000002,27339,1167,0,0.0,33472.38168908953,False,-0.4835342061806332,0,0.2,117929,0,250,0.7,6566.341561133876,False,0.08345105992855432,0,11.882000000000001,-104637,1404,0,0.0,23837.063971727905,True,-1.8287610212568919,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,7.310000000000001,108202,1641,0,0.0,43101.46600728276,False,-0.091583705534807,0.3375,554621,0.0,0.1,9,0,0,9,6,5.090909090909091,14,23,21,234.0,120.0,13,10,21,1078,1.3964968050131574,306.99415687081637
82,21,0,0,0,10.0,20,10.0,28.63777029442734,35,28.314285714285713,16.84638043349946,5,15.0,27.393238863954092,5,56.0,52.00000000000001,10,52.0,0,4.3580000000000005,61174,17,19,1.0,714.1176355941195,False,0.2521582991004692,14,2.3290000000000006,63358,17,10,1.0,456.37770294427344,False,0.29398023710769505,0,8.957,33371,1115,0,0.0,31931.113878286484,False,-0.4218823888077895,5,9.502,26893,1179,0,0.0,33763.93117712984,False,-0.487052196056188,0,0.2,118134,0,250,0.5,6848.309715988523,False,0.08654362739098878,0,11.882000000000001,-104637,1404,0,0.0,23652.31812863324,True,-1.8295866936222547,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,7.401000000000001,107754,1646,0,0.0,45089.27117006844,False,-0.08776176831122687,0.3125,553722,0.0,0.1,7,0,0,10,6,5.166666666666667,12,22,20,219.0,99.0,13,8,20,799,1.3615132789709605,308.35567014978733
83,20,0,0,0,10.0,20,10.0,28.537157955174127,17,27.0,16.700021854919413,7,15.285714285714286,27.393238863954092,0,,52.00000000000001,8,52.0,0,4.358000000000001,61094,15,29,1.0,977.5775807000497,False,0.25321100509462807,7,2.3850000000000007,63536,19,10,1.0,475.37157955174126,False,0.2977958036177425,1,8.967000000000002,33350,1115,0,0.0,31818.93112001915,False,-0.4227857328332602,6,9.557000000000002,26295,1196,0,0.0,34130.44091438826,False,-0.49191211088359355,0,0.2,118027,0,257,0.7,7040.062388036202,False,0.08644419888106562,0,11.882,-104637,1404,0,0.0,23446.830684306857,True,-1.8305050650527956,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,7.471000000000002,107634,1646,0,0.0,45089.27117006844,False,-0.0886019044132754,0.3375,552974,0.0,0.1,5,0,0,8,6,5.411764705882353,14,22,20,205.0,114.0,12,8,20,200,1.3380748360068537,309.6937449857942
84,20,0,0,0,10.0,20,10.0,28.56345044045438,15,29.0,16.479751340796174,10,15.0,27.393238863954092,0,,52.00000000000001,6,52.0,0,4.358000000000001,61168,15,33,1.0,1092.5938645349945,False,0.25588719845884206,0,2.3780000000000006,63697,19,11,1.0,504.19795484499815,False,0.30136546555601346,10,9.066000000000003,33003,1118,0,0.0,31933.937592427996,False,-0.42617800801249117,0,9.551000000000002,25947,1208,0,0.0,34504.64813206889,False,-0.49379746817395775,0,0.2,117877,0,267,1.0,7313.994776675742,False,0.08632769663143007,0,11.882000000000001,-104637,1404,0,0.0,23137.570882477827,True,-1.8318872194104285,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,6,7.523000000000002,107554,1646,0,0.0,45089.27117006844,False,-0.08916199514797442,0.375,552284,0.0,0.1,9,0,0,11,4,4.0,12,23,18,205.0,114.0,12,8,18,635,1.3097258179914206,311.0034708037856
85,18,0,0,0,10.0,20,10.0,28.440642701005416,39,27.692307692307693,16.472942584779386,1,16.0,28.55013702701983,5,56.0,52.0,10,52.0,0,4.358000000000001,61498,14,28,1.0,936.3379956281517,False,0.2610128001183166,13,2.508000000000001,63906,20,10,1.0,484.40642701005413,False,0.30541724081206806,0,9.056000000000003,32409,1139,0,0.0,32393.89203644517,False,-0.430443566695306,1,9.561000000000002,25440,1226,0,0.0,34868.22795143264,False,-0.4976082262044022,0,0.2,118141,0,263,0.1,7508.686038106215,False,0.08955757284004708,0,11.882,-104637,1404,0,0.0,23128.011389030256,True,-1.8319299430216032,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,7.617000000000002,107099,1651,0,0.0,47136.276231609736,False,-0.08518183264625456,0.2625,551531,0.0,0.1,8,0,0,7,6,5.388888888888889,15,22,18,205.0,78.0,12,6,18,900,1.606703215977177,312.6101740197628
86,18,0,0,0,10.0,20,10.0,28.460156406941028,9,29.0,16.36003221926906,6,15.166666666666666,29.485803915746516,8,42.5,52.0,12,52.0,0,4.358000000000001,61669,13,29,1.0,955.3445358012898,False,0.2646860453378234,0,2.4950000000000006,63796,21,20,1.0,779.2031281388206,False,0.3061782980071105,6,9.116000000000003,32009,1148,0,0.0,32672.2595551683,False,-0.43349976824954123,0,9.560000000000002,25440,1226,0,0.0,34892.1517549097,False,-0.4974680586189964,0,0.2,118390,0,261,0.6,7695.794822009841,False,0.09261948417001785,0,11.882000000000001,-104637,1404,0,0.0,22969.485235853757,True,-1.8326384334627008,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,7.727000000000001,106529,1659,0,0.0,48916.948696223466,False,-0.08293911569996126,0.325,550871,0.0,0.1,8,0,0,10,5,5.0,10,20,21,180.0,99.0,10,8,21,801,1.298375232028775,313.90854925179156
87,21,0,0,0,10.0,20,10.0,28.439342146686677,11,28.0,16.255463182881343,6,15.166666666666666,30.754851778949753,5,58.0,52.0,12,52.0,0,4.3580000000000005,61887,12,28,1.0,916.301580107227,False,0.2687250873026784,0,2.4950000000000006,63686,22,30,1.0,1073.1802644006002,False,0.3069310161212922,6,9.170000000000002,31870,1148,0,0.0,32648.364784396304,False,-0.43526854473637033,0,9.56,25132,1237,0,0.0,35179.46623545142,False,-0.49939379988603566,0,0.2,118589,0,262,0.6,8057.771166084835,False,0.09601599613002265,0,11.882000000000001,-104637,1404,0,0.0,22822.670308765406,True,-1.8332945836963899,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,7.835000000000002,105995,1664,0,0.0,51176.07336017239,False,-0.07876950389902827,0.325,550197,0.0,0.1,7,0,0,8,5,5.0,14,22,24,183.0,106.0,11,10,24,798,1.4419387020170689,315.3504879538086
88,24,0,0,0,10.0,20,10.0,28.452049184073637,58,28.5,16.161246006118724,5,15.0,30.754851778949753,0,,52.0,7,52.0,6,4.418,62645,10,10,1.0,384.5204918407364,False,0.27873952474400426,0,2.4950000000000006,64238,24,16,1.0,695.2327869451782,False,0.31431860792577515,5,9.214,31105,1171,0,0.0,33317.34959455023,False,-0.4403131615036897,0,9.56,24134,1272,0,0.0,36191.006562141665,False,-0.5051616676696644,0,0.2,118514,0,267,0.5,8211.545424979584,False,0.09603286417542452,0,11.882000000000005,-104637,1404,0,0.0,22690.38939259069,True,-1.833885778037333,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,7,7.893000000000002,105895,1664,0,0.0,51176.07336017239,False,-0.07946961731740206,0.3125,549569,0.0,0.1,9,0,0,8,5,4.142857142857142,11,19,24,252.0,135.0,14,10,24,1510,1.5446835880284198,316.89517154183704
89,24,0,0,0,10.0,20,10.0,28.509172528716025,29,29.0,15.995333684705367,11,15.090909090909092,30.754851778949753,0,,52.00000000000001,8,52.0,0,4.412000000000001,62680,11,15,1.0,537.6375879307404,False,0.2810097434669388,8,2.575000000000001,64660,23,10,1.0,515.0917252871602,False,0.3210733793781762,6,9.269,30589,1184,0,0.0,33754.86027399977,False,-0.4437962252519348,5,9.610000000000001,23560,1288,0,0.0,36719.81421698624,False,-0.5087894643954404,0,0.2,118348,1,277,1.0,8535.089276453786,False,0.09599507167066114,0,11.882000000000001,-104637,1404,0,0.0,22457.448493326334,True,-1.83492684537646,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,7.966000000000002,105775,1664,0,0.0,51176.07336017239,False,-0.08030975341945058,0.375,548650,0.0,0.1,8,0,0,6,6,6.0,10,16,22,180.0,162.0,10,14,22,809,1.2561371379997581,318.1513086798368
90,22,0,0,0,10.0,20,10.0,28.502956812007316,19,28.42105263157895,15.995333684705367,0,,31.94442219211119,5,56.0,52.000000000000014,8,52.0,0,4.412000000000001,62832,9,17,1.0,574.5502658041244,False,0.2844785334330904,1,2.5770000000000004,64825,25,10,1.0,535.0295681200732,False,0.3246340004896223,0,9.263000000000003,30589,1184,0,0.0,33747.50086541666,False,-0.44383934341799475,0,9.605,23020,1307,0,0.0,37253.36455329356,False,-0.5119910677683761,0,0.2,118628,0,273,0.1,8720.827258446356,False,0.09932794906166814,0,11.882000000000001,-104637,1404,0,0.0,22457.448493326334,True,-1.83492684537646,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,8.038,105376,1669,0,0.0,53315.24063863358,False,-0.0756149073797779,0.2625,548308,0.0,0.1,7,0,0,5,3,2.090909090909091,9,14,25,162.0,142.0,9,13,25,712,1.1576516420464031,319.3089603218832
91,25,0,0,0,10.0,20,10.0,28.526399865768656,12,29.0,15.862449237133836,11,15.090909090909092,33.24072835083981,5,58.0,52.000000000000014,8,52.0,0,4.412000000000001,62742,8,27,1.0,850.2127963757537,False,0.28545190065502396,2,2.5960000000000005,65017,26,10,1.0,545.2639986576866,False,0.32864533983168176,5,9.313000000000002,30131,1196,0,0.0,34117.57423945931,False,-0.44703788235610903,6,9.665000000000001,22881,1307,0,0.0,37284.00462455963,False,-0.5134403291272578,0,0.2,118752,1,278,1.0,9256.784930770602,False,0.10283163918432285,0,11.882,-104637,1404,0,0.0,22270.878728935906,True,-1.8357606692725164,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,8.110000000000001,104966,1674,0,0.0,55644.979259305845,False,-0.07032996604692907,0.375,547527,0.0,0.1,6,0,0,7,6,5.166666666666667,12,19,21,252.0,138.0,14,11,21,490,1.4695603849831969,320.7785207068664
92,21,0,0,0,10.0,20,10.0,28.569628149689613,23,29.0,15.75099342249894,10,15.0,34.53771264189879,5,58.0,52.00000000000001,11,52.0,0,4.412000000000002,62961,8,26,1.0,822.81033189193,False,0.28962973475673515,2,2.6140000000000003,65219,26,10,1.0,545.6962814968961,False,0.3327604424246734,5,9.358000000000002,29702,1207,0,0.0,34483.54117667536,False,-0.4499206633660924,5,9.709000000000001,22423,1319,0,0.0,37683.3395294406,False,-0.5164674271769358,0,0.2,118892,1,283,1.0,9789.923671079856,False,0.10646574632217749,0,11.882000000000001,-104637,1404,0,0.0,22114.39476518851,True,-1.8364600326916027,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,8.212000000000002,104471,1679,0,0.0,57988.81952574808,False,-0.06559075736257444,0.375,546706,0.0,0.1,8,0,0,7,6,5.166666666666667,6,13,15,219.0,99.0,13,8,15,809,1.3025187909952365,322.08103949786164
93,15,0,0,0,10.0,20,10.0,28.534289211457295,15,28.0,15.665107575338112,12,15.166666666666666,34.53771264189879,0,,52.0,11,52.0,0,4.412000000000002,62871,7,36,1.0,1097.2344116124627,False,0.2905905007286575,5,2.662000000000001,65414,27,10,1.0,555.342892114573,False,0.3368268507541165,6,9.413000000000002,29143,1222,0,0.0,34868.90141640082,False,-0.4542131391117833,6,9.764000000000003,22284,1319,0,0.0,37636.72746991217,False,-0.518369302379235,0,0.2,118710,3,293,1.0,10166.54512680236,False,0.10652215455862896,0,11.882,-104637,1404,0,0.0,21993.81103577471,True,-1.8369989495701728,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,8.311000000000002,104258,1679,0,0.0,57988.81952574808,False,-0.06708199894371059,0.375,545718,0.0,0.1,7,0,0,6,8,8.0,2,8,21,144.0,96.0,8,7,21,480,1.084385639987886,323.1654251378495
94,21,0,0,0,10.0,20,10.0,28.553080487675434,36,28.666666666666668,15.622732214199536,5,15.0,34.53771264189879,0,,52.00000000000001,12,52.0,0,4.412000000000002,63177,7,32,1.0,983.6985756056139,False,0.2956623786691657,12,2.777000000000001,65616,27,10,1.0,555.5308048767544,False,0.34093946687908794,0,9.407000000000002,28679,1238,0,0.0,35348.71364374219,False,-0.4568390341941517,5,9.808000000000002,21606,1339,0,0.0,38232.5747729974,False,-0.5228229741446132,0,0.2,118635,0,301,0.8,10395.851505211536,False,0.10687659330513928,0,11.882000000000001,-104637,1404,0,0.0,21934.316028736146,True,-1.837264846666237,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,8.420000000000002,104034,1679,0,0.0,57988.81952574808,False,-0.06865025300086784,0.35,544785,0.0,0.1,11,0,0,3,7,7.0,8,11,21,198.0,105.0,11,10,21,896,1.3553950259811245,324.52082016383065
95,21,0,0,0,10.0,20,10.0,28.612500937908383,35,29.0,15.551066974696413,11,15.090909090909092,35.71819870801359,5,56.0,52.0,12,52.0,0,4.412,63531,8,26,1.0,823.9250243856179,False,0.3012405883637121,9,2.855000000000001,65846,26,10,1.0,546.1250093790838,False,0.3455242674946997,10,9.507000000000001,27636,1265,0,0.0,36194.8136864541,False,-0.4641035054695682,1,9.813,21353,1347,0,0.0,38541.038763362594,False,-0.5239803212833221,0,0.2,118749,1,306,1.0,10945.319871626854,False,0.11035128120252267,0,11.882000000000001,-104637,1404,0,0.0,21833.698032473763,True,-1.8377145320154733,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,8.528000000000002,103512,1684,0,0.0,60149.446624294884,False,-0.064741424925806,0.375,543665,0.0,0.1,8,0,0,5,9,8.09090909090909,5,10,21,180.0,123.0,10,11,21,944,1.321840593998786,325.84266075782944
96,21,0,0,0,10.0,20,10.0,28.56286343800091,28,28.142857142857142,15.491141547885217,11,15.090909090909092,36.88631675839123,5,56.0,52.00000000000001,9,52.0,0,4.412000000000001,64073,11,12,1.0,452.75436125601095,False,0.30849363411941405,0,2.846000000000001,65892,23,16,1.0,687.0058150080146,False,0.3478938320615386,1,9.507000000000001,27221,1279,0,0.0,36531.902337203166,False,-0.4669914322873028,10,9.912,20699,1361,0,0.0,38874.05713911924,False,-0.52969265796157,0,0.2,118863,2,311,1.0,11502.626794955444,False,0.11386100144336332,0,11.882000000000005,-104637,1404,0,0.0,21749.562733230843,True,-1.8380905523381652,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,8.606000000000002,103090,1689,0,0.0,62300.98900492279,False,-0.06016428509695591,0.375,542876,0.0,0.1,10,0,0,5,5,5.0,6,11,23,183.0,120.0,11,10,23,1268,1.4501699669635855,327.292830724793
97,23,0,0,0,10.0,20,10.0,28.53804076007351,11,28.0,15.50418576624164,2,16.0,38.156196568524855,5,58.0,52.0,17,52.0,0,4.412000000000001,63963,12,22,1.0,747.8368967216172,False,0.3092575996817422,0,2.846000000000001,66110,22,15,1.0,648.0706114011027,False,0.3519339704049767,1,9.516000000000002,27144,1281,0,0.0,36557.23021365417,False,-0.46774531161440025,1,9.912,20426,1370,0,0.0,39097.11584130071,False,-0.5315847443092295,0,0.2,119121,0,310,0.4,11828.420936242705,False,0.11762317626766557,0,11.882000000000001,-104637,1404,0,0.0,21767.87681580326,True,-1.8380087024214165,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,17,8.767000000000001,102356,1694,0,0.0,64636.5969870811,False,-0.057127165145969765,0.3,542158,0.0,0.1,8,0,0,7,6,6.0,5,12,27,201.0,153.0,12,11,27,798,1.3499741679988801,328.6428048927919
98,27,0,0,0,10.0,20,10.0,28.61374747573932,44,29.0,15.477615903652481,6,15.166666666666666,38.156196568524855,0,,52.00000000000001,13,52.0,0,4.412000000000001,64511,11,10,1.0,396.1374747573932,False,0.316830865636522,7,2.9160000000000004,66477,23,10,1.0,516.1374747573932,False,0.35806000686566325,5,9.565000000000003,26396,1303,0,0.0,37283.71296088833,False,-0.47225384953779975,1,9.921000000000001,19767,1392,0,0.0,39830.336486229135,False,-0.5350109181730189,0,0.2,119030,0,316,0.6,12057.358115653855,False,0.11783294949611113,0,11.882000000000001,-104637,1404,0,0.0,21730.572728728082,True,-1.8381754231080478,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,13,8.88,102088,1694,0,0.0,64636.5969870811,False,-0.059003469107211486,0.325,541307,0.0,0.1,8,0,0,10,6,5.636363636363637,5,15,24,255.0,171.0,15,12,24,1157,1.5219904679688625,330.16479536076076
99,24,0,0,0,10.0,20,10.0,28.58702452019234,11,28.0,15.459846444145322,7,15.285714285714286,38.156196568524855,0,,52.00000000000001,13,52.0,1,4.422000000000001,64726,8,10,1.0,365.8702452019234,False,0.3208981506430802,0,2.9090000000000007,66347,26,20,1.0,831.7404904038468,False,0.3586257681156272,1,9.570000000000004,26375,1303,0,0.0,37248.89294981062,False,-0.4727039316275449,6,9.980000000000002,19320,1403,0,0.0,40107.59540182985,False,-0.5386243531648122,0,0.2,118923,0,323,0.7,12324.451491633528,False,0.11807023620630662,0,11.882,-104637,1404,0,0.0,21705.62440758003,True,-1.8382869229880403,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,13,8.997000000000002,101818,1694,0,0.0,64636.5969870811,False,-0.06089377533682068,0.3375,540547,0.0,0.1,5,0,0,7,7,6.090909090909091,6,13,22,219.0,138.0,13,11,22,200,1.3534695439739153,331.5182649047347
100,22,0,0,0,10.0,20,10.0,28.66363109950072,28,29.285714285714285,15.43608698110911,6,15.166666666666666,39.27395841020615,5,56.0,52.0,8,52.0,0,4.421000000000001,64896,9,10,1.0,376.6363109950072,False,0.3244671989315731,0,2.9090000000000007,66797,25,12,1.0,593.9635731940086,False,0.3653638947211439,5,9.619000000000002,25725,1321,0,0.0,37864.65668244045,False,-0.47671281531262916,1,9.984000000000002,19019,1413,0,0.0,40501.710743594514,False,-0.5398423321795494,0,0.2,119112,0,324,0.6,12724.762524906791,False,0.12154869017888903,0,11.882000000000001,-104637,1404,0,0.0,21672.26612147719,True,-1.8384360089676195,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,9.064000000000002,101418,1699,0,0.0,66726.45533894024,False,-0.05637853963713031,0.325,540005,0.0,0.1,8,0,0,5,4,4.0,5,10,26,180.0,110.0,10,12,26,1300,1.4003642280003987,332.9186291327351
101,26,0,0,0,10.0,20,10.0,28.658909849590174,32,28.625,15.452519623477585,2,16.0,41.43996557495907,10,57.0,52.0,9,52.0,2,4.441000000000002,65076,10,10,1.0,386.58909849590174,False,0.32823147230866806,8,2.9890000000000003,67103,24,10,1.0,526.5890984959017,False,0.37090546498266075,1,9.624000000000002,25414,1331,0,0.0,38145.00900980452,False,-0.47871450076280453,1,9.993000000000004,18372,1435,0,0.0,41125.5356341619,False,-0.5437688327035276,0,0.2,119650,0,316,0.2,13095.029121687065,False,0.1280123937291602,0,11.882,-104637,1404,0,0.0,21695.33755136253,True,-1.8383328973534871,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,9.146,100723,1709,0,0.0,70820.90116760504,False,-0.04691144556756419,0.275,539376,0.0,0.1,8,0,0,9,6,4.966666666666667,6,15,24,240.0,109.0,15,11,24,1060,1.5339428139850497,334.4525719467201
102,24,0,0,0,10.0,20,10.0,28.457055646439404,45,27.4,15.435540733280375,7,15.285714285714286,40.335576514701806,4,20.0,52.0,8,52.0,26,4.699000000000002,65226,8,10,1.0,364.57055646439403,False,0.33105993647196175,0,2.9810000000000003,67244,26,11,1.0,573.0276121108334,False,0.37424733020055795,6,9.683000000000003,24528,1358,0,0.0,38644.68156786471,False,-0.48616896198813736,1,10.002000000000002,17865,1453,0,0.0,41348.10185427645,False,-0.5484057777462125,0,0.2,119623,0,319,0.7,12867.048908189876,False,0.12675215822960184,0,11.882000000000001,-104637,1404,0,0.0,21671.499189525646,True,-1.8384394365658157,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,9.217000000000002,100523,1713,0,0.0,69094.84256968419,False,-0.05435385633083089,0.3375,538047,0.0,0.1,7,0,0,9,7,6.444444444444445,5,14,17,237.0,120.0,14,10,17,541,2.4336682930006646,336.8862402397208
103,17,0,0,0,10.0,20,10.0,28.554352642153805,17,30.0,15.444515654206189,1,16.0,41.514961213958436,5,58.0,52.0,12,52.0,0,4.673000000000001,65106,10,20,1.0,671.0870528430761,False,0.33173674249942087,6,3.0410000000000004,67536,24,10,1.0,525.543526421538,False,0.3797063850877242,1,9.687000000000001,23997,1375,0,0.0,39262.234882961486,False,-0.48877293834683916,0,10.001000000000003,17865,1453,0,0.0,41489.47438904948,False,-0.5475774877604319,0,0.2,119897,0,315,0.1,13077.212782396908,False,0.13014056983802114,0,11.882000000000001,-104637,1404,0,0.0,21684.09997850549,True,-1.8383831206938686,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,9.329000000000002,99989,1718,0,0.0,71322.7033655806,False,-0.050293685797567156,0.2625,537428,0.0,0.1,6,0,0,4,5,4.352941176470589,3,7,21,126.0,103.0,7,10,21,490,0.9467098789755255,337.8329501186963
104,21,0,0,0,10.0,20,10.0,28.59973335532956,40,28.875,15.444515654206189,0,,41.514961213958436,0,,52.0,8,52.0,0,4.673000000000001,65325,10,19,1.0,643.3949337512616,False,0.3359116293625484,19,3.225000000000001,67746,24,10,1.0,525.9973335532956,False,0.3839845068534117,0,9.686000000000002,23190,1403,0,0.0,40125.42589752737,False,-0.4931718660796381,0,10.001000000000003,17517,1465,0,0.0,41898.6093655578,False,-0.5492582062013253,0,0.2,119897,0,315,0.0,13077.212782396908,False,0.13014056983802114,0,11.882000000000005,-104637,1404,0,0.0,21684.09997850549,True,-1.8383831206938686,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,9.397000000000002,99869,1718,0,0.0,71322.7033655806,False,-0.051133821899615683,0.25,536582,0.0,0.1,7,0,0,10,5,4.166666666666667,3,13,19,234.0,114.0,13,8,19,519,1.3667477029957809,339.1996978216921
105,19,0,0,0,10.0,20,10.0,28.386744849632915,47,27.23404255319149,15.377775226064287,10,15.0,41.514961213958436,0,,52.0,10,52.0,0,4.673000000000001,65503,13,18,1.0,640.9614072933925,False,0.3395091718283821,26,3.466000000000001,67906,21,10,1.0,493.86744849632913,False,0.38691358820203847,5,9.736000000000002,22286,1432,0,0.0,40649.818624674335,False,-0.5006924149011346,5,10.051000000000002,16921,1483,0,0.0,42097.542612005615,False,-0.5550765021560488,0,0.2,119747,0,325,1.0,13492.362394536493,False,0.13065520037602568,0,11.882000000000001,-104637,1404,0,0.0,21590.39641739426,True,-1.8388019038158574,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,9.489000000000003,99703,1718,0,0.0,71322.7033655806,False,-0.052296010174116156,0.375,535104,0.0,0.1,6,0,0,4,7,6.444444444444445,4,8,22,144.0,123.0,8,11,22,508,1.153768290008884,340.353466111701
