index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
80,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.929208709199596,1,23.0,53.99999999999999,0,,0,5.384000000000002,34658,787,0,0.0,7870.0,False,-0.24512469437652812,0,6.455000000000001,31105,833,0,0.0,8330.0,False,-0.31012224938875305,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,10.938,50650,1126,0,0.0,11497.072136889294,False,-0.5117517135150924,0,1.1450000000000002,169662,0,58,0.1,3131.9999999999995,False,0.11523030429345561,0,1.487,167302,0,2,0.0,107.99999999999999,False,0.09001146310962901,0.0125,675225,0.0,0.0,10,0,0,11,1,1.0,9,20,2,36.0,0.0,2,0,2,200,0.8144543105736375,131.93681693915278
81,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.940820514694177,1,23.0,53.99999999999999,0,,0,5.384000000000002,34558,797,0,0.0,7970.0,False,-0.24610268948655256,0,6.455000000000001,31005,843,0,0.0,8430.0,False,-0.3111002444987775,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,10.947000000000001,50621,1126,0,0.0,11497.072136889294,False,-0.512002769682417,0,1.1450000000000002,169662,0,58,0.0,3131.9999999999995,False,0.11523030429345561,0,1.487,167279,0,3,0.1,161.99999999999997,False,0.09003751563151313,0.0125,674973,0.0,0.0,9,0,0,11,1,1.0,11,22,2,36.0,0.0,2,0,2,200,0.8112547509372234,132.74807169009
82,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.96574409433798,2,23.0,53.99999999999999,0,,0,5.384000000000002,34438,809,0,0.0,8090.0,False,-0.2472762836185819,0,6.455000000000001,30925,851,0,0.0,8510.0,False,-0.31188264058679704,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,2,10.966000000000001,50560,1126,0,0.0,11497.072136889294,False,-0.5125308533447205,0,1.1450000000000002,169639,0,59,0.1,3185.9999999999995,False,0.11525635681533973,0,1.487,167256,0,4,0.1,215.99999999999997,False,0.09006356815339725,0.025,674666,0.0,0.0,9,0,0,10,2,2.0,8,18,2,36.0,0.0,2,0,2,200,0.8181980848312378,133.56626977492124
83,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.979090235373874,1,23.0,53.99999999999999,0,,0,5.384000000000002,34338,819,0,0.0,8190.0,False,-0.24825427872860636,0,6.455000000000001,30825,861,0,0.0,8610.0,False,-0.31286063569682154,0,4.979,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,10.974000000000002,50531,1126,0,0.0,11497.072136889294,False,-0.512781909512045,0,1.1450000000000002,169616,0,60,0.1,3239.9999999999995,False,0.11528240933722385,0,1.487,167256,0,4,0.0,215.99999999999997,False,0.09006356815339725,0.0125,674414,0.0,0.0,9,0,0,10,1,1.0,9,19,2,36.0,0.0,2,0,2,200,0.8164142640307546,134.382684038952
84,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.993521018534306,1,23.0,53.99999999999999,0,,0,5.384000000000001,34278,825,0,0.0,8250.0,False,-0.24884107579462103,0,6.455000000000003,30685,875,0,0.0,8750.0,False,-0.31422982885085576,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,10.983,50502,1126,0,0.0,11497.072136889294,False,-0.5130329656793697,0,1.1450000000000002,169593,0,61,0.1,3293.9999999999995,False,0.11530846185910797,0,1.487,167256,0,4,0.0,215.99999999999997,False,0.09006356815339725,0.0125,674162,0.0,0.0,9,0,0,10,1,1.0,1,11,2,36.0,0.0,2,0,2,200,0.814064335078001,135.19674837403
85,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.993521018534306,0,,53.99999999999999,0,,0,5.384000000000002,34168,836,0,0.0,8360.0,False,-0.24991687041564792,0,6.455000000000003,30595,884,0,0.0,8840.0,False,-0.31511002444987773,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,10.982000000000005,50502,1126,0,0.0,11497.072136889294,False,-0.5130329656793697,0,1.1450000000000002,169593,0,61,0.0,3293.9999999999995,False,0.11530846185910797,0,1.487,167256,0,4,0.0,215.99999999999997,False,0.09006356815339725,0.0,673962,0.0,0.0,9,0,0,11,0,0.0,1,12,2,36.0,0.0,2,0,2,200,0.8166312584653497,136.01337963249534
86,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.993521018534306,0,,53.99999999999999,0,,0,5.384000000000001,34018,851,0,0.0,8510.0,False,-0.2513838630806846,0,6.455000000000001,30545,889,0,0.0,8890.0,False,-0.31559902200489,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,10.982000000000005,50502,1126,0,0.0,11497.072136889294,False,-0.5130329656793697,0,1.1450000000000002,169593,0,61,0.0,3293.9999999999995,False,0.11530846185910797,0,1.487,167256,0,4,0.0,215.99999999999997,False,0.09006356815339725,0.0,673762,0.0,0.0,9,0,0,10,0,0.0,1,11,2,36.0,0.0,2,0,2,200,0.8150295279920101,136.82840916048735
87,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.00908414375114,1,23.0,53.99999999999999,0,,0,5.384000000000002,33878,865,0,0.0,8650.0,False,-0.25275305623471883,0,6.455000000000001,30485,895,0,0.0,8950.0,False,-0.31618581907090465,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,10.992000000000003,50473,1126,0,0.0,11497.072136889294,False,-0.5132840218466943,0,1.1450000000000002,169593,0,61,0.0,3293.9999999999995,False,0.11530846185910797,0,1.487,167233,0,5,0.1,269.99999999999994,False,0.09008962067528137,0.0125,673510,0.0,0.0,9,0,0,12,1,1.0,0,12,2,36.0,0.0,2,0,2,200,0.809370331466198,137.63777949195355
88,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.02582154822717,1,23.0,53.99999999999999,0,,0,5.384000000000002,33788,874,0,0.0,8740.0,False,-0.25363325183374086,0,6.455000000000001,30375,906,0,0.0,9060.0,False,-0.31726161369193157,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,11.001000000000001,50444,1126,0,0.0,11497.072136889294,False,-0.5135350780140189,0,1.1450000000000002,169593,0,61,0.0,3293.9999999999995,False,0.11530846185910797,0,1.487,167210,0,6,0.1,323.99999999999994,False,0.09011567319716549,0.0125,673258,0.0,0.0,8,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,200,0.8112227395176888,138.44900223147124
89,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.043767736390304,1,23.0,53.99999999999999,0,,0,5.384000000000002,33688,884,0,0.0,8840.0,False,-0.2546112469437653,0,6.455000000000001,30275,916,0,0.0,9160.0,False,-0.318239608801956,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,11.010000000000002,50415,1126,0,0.0,11497.072136889294,False,-0.5137861341813434,0,1.1450000000000002,169570,0,62,0.1,3347.9999999999995,False,0.11533451438099208,0,1.487,167210,0,6,0.0,323.99999999999994,False,0.09011567319716549,0.0125,673006,0.0,0.0,9,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,200,0.8442433439195156,139.29324557539076
90,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.062948013360295,1,23.0,53.99999999999999,0,,0,5.384000000000002,33568,896,0,0.0,8960.0,False,-0.25578484107579463,0,6.455000000000001,30195,924,0,0.0,9240.0,False,-0.31902200488997556,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,11.019000000000002,50386,1126,0,0.0,11497.072136889294,False,-0.5140371903486681,0,1.1450000000000002,169570,0,62,0.0,3347.9999999999995,False,0.11533451438099208,0,1.487,167187,0,7,0.1,377.99999999999994,False,0.0901417257190496,0.0125,672754,0.0,0.0,7,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,200,0.8153834966942668,140.10862907208502
91,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.062948013360295,0,,53.99999999999999,0,,0,5.384000000000002,33408,912,0,0.0,9120.0,False,-0.25734963325183374,0,6.455000000000001,30155,928,0,0.0,9280.0,False,-0.31941320293398534,0,4.979,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,11.018,50386,1126,0,0.0,11497.072136889294,False,-0.5140371903486681,0,1.1450000000000002,169570,0,62,0.0,3347.9999999999995,False,0.11533451438099208,0,1.487,167187,0,7,0.0,377.99999999999994,False,0.0901417257190496,0.0,672554,0.0,0.0,10,0,0,2,0,0.0,0,2,2,36.0,0.0,2,0,2,200,0.821609073318541,140.93023814540356
92,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.083376673209365,1,23.0,53.99999999999999,0,,0,5.384000000000001,33318,921,0,0.0,9210.0,False,-0.25822982885085577,0,6.455000000000003,30045,939,0,0.0,9390.0,False,-0.3204889975550122,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,11.028,50357,1126,0,0.0,11497.072136889294,False,-0.5142882465159927,0,1.1450000000000002,169547,0,63,0.1,3401.9999999999995,False,0.1153605669028762,0,1.487,167187,0,7,0.0,377.99999999999994,False,0.0901417257190496,0.0125,672302,0.0,0.0,11,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,200,0.8133402355015278,141.7435783809051
93,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.12573202078176,2,23.0,53.99999999999999,0,,0,5.384000000000002,33218,931,0,0.0,9310.0,False,-0.2592078239608802,0,6.455000000000003,29945,949,0,0.0,9490.0,False,-0.3214669926650367,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,2,11.047000000000002,50296,1126,0,0.0,11497.072136889294,False,-0.5148163301782962,0,1.1450000000000002,169524,0,64,0.1,3455.9999999999995,False,0.11538661942476032,0,1.487,167164,0,8,0.1,431.99999999999994,False,0.09016777824093372,0.025,671995,0.0,0.0,8,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,200,0.815322607755661,142.55890098866075
94,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.168426851204654,2,23.0,53.99999999999999,0,,0,5.384000000000001,33138,939,0,0.0,9390.0,False,-0.25999022004889977,0,6.455000000000001,29825,961,0,0.0,9610.0,False,-0.32264058679706603,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,2,11.065000000000003,50235,1126,0,0.0,11497.072136889294,False,-0.5153444138405997,0,1.1450000000000002,169501,0,65,0.1,3509.9999999999995,False,0.11541267194664444,0,1.487,167141,0,9,0.1,485.99999999999994,False,0.09019383076281784,0.025,671688,0.0,0.0,9,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,200,0.8162505365908146,143.37515152525157
95,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.168426851204654,0,,53.99999999999999,0,,0,5.384000000000002,33058,947,0,0.0,9470.0,False,-0.2607726161369193,0,6.455000000000001,29705,973,0,0.0,9730.0,False,-0.32381418092909536,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,11.063000000000002,50235,1126,0,0.0,11497.072136889294,False,-0.5153444138405997,0,1.1450000000000002,169501,0,65,0.0,3509.9999999999995,False,0.11541267194664444,0,1.487,167141,0,9,0.0,485.99999999999994,False,0.09019383076281784,0.0,671488,0.0,0.0,9,0,0,1,0,0.0,1,2,2,36.0,0.0,2,0,2,200,0.8118136739358306,144.1869651991874
96,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.190391943712427,1,23.0,53.99999999999999,0,,0,5.384000000000002,32948,958,0,0.0,9580.0,False,-0.26184841075794624,0,6.455000000000001,29615,982,0,0.0,9820.0,False,-0.32469437652811733,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,11.073000000000004,50206,1126,0,0.0,11497.072136889294,False,-0.5155954700079243,0,1.1450000000000002,169478,0,66,0.1,3563.9999999999995,False,0.11543872446852856,0,1.487,167141,0,9,0.0,485.99999999999994,False,0.09019383076281784,0.0125,671236,0.0,0.0,9,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,200,0.8089114865288138,144.9958766857162
97,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.23527919101729,2,23.0,53.99999999999999,0,,0,5.384000000000002,32838,969,0,0.0,9690.0,False,-0.2629242053789731,0,6.455000000000001,29525,991,0,0.0,9910.0,False,-0.32557457212713936,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,2,11.092000000000004,50145,1126,0,0.0,11497.072136889294,False,-0.5161235536702278,0,1.1450000000000002,169455,0,67,0.1,3617.9999999999995,False,0.11546477699041267,0,1.487,167118,0,10,0.1,539.9999999999999,False,0.09021988328470196,0.025,670929,0.0,0.0,9,0,0,1,2,2.0,1,2,2,36.0,0.0,2,0,2,200,0.8085456974804401,145.80442238319665
98,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.279654990884453,2,23.0,53.99999999999999,0,,0,5.384000000000002,32758,977,0,0.0,9770.0,False,-0.26370660146699265,0,6.455000000000001,29405,1003,0,0.0,10030.0,False,-0.3267481662591687,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,2,11.110000000000001,50084,1126,0,0.0,11497.072136889294,False,-0.5166516373325313,0,1.1450000000000002,169432,0,68,0.1,3671.9999999999995,False,0.11549082951229679,0,1.487,167095,0,11,0.1,593.9999999999999,False,0.09024593580658608,0.025,670622,0.0,0.0,10,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,200,0.8199632177129388,146.6243856009096
99,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.30215234300507,1,23.0,53.99999999999999,0,,0,5.384000000000002,32668,986,0,0.0,9860.0,False,-0.2645867970660147,0,6.455000000000001,29295,1014,0,0.0,10140.0,False,-0.3278239608801956,0,4.979,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,11.118000000000004,50055,1126,0,0.0,11497.072136889294,False,-0.5169026934998558,0,1.1450000000000002,169409,0,69,0.1,3725.9999999999995,False,0.11551688203418091,0,1.487,167095,0,11,0.0,593.9999999999999,False,0.09024593580658608,0.0125,670370,0.0,0.0,10,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,200,0.8154125325381756,147.43979813344777
100,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.34744184662959,2,23.0,53.99999999999999,0,,0,5.384000000000001,32598,993,0,0.0,9930.0,False,-0.26527139364303176,0,6.455000000000003,29165,1027,0,0.0,10270.0,False,-0.32909535452322736,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,2,11.137000000000002,49994,1126,0,0.0,11497.072136889294,False,-0.5174307771621593,0,1.1450000000000002,169386,0,70,0.1,3779.9999999999995,False,0.11554293455606503,0,1.487,167072,0,12,0.1,647.9999999999999,False,0.09027198832847019,0.025,670063,0.0,0.0,9,0,0,1,2,2.0,1,2,2,36.0,0.0,2,0,2,200,0.8032205114141107,148.24301864486188
101,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.370150996556838,1,23.0,53.99999999999999,0,,0,5.384000000000002,32528,1000,0,0.0,10000.0,False,-0.2659559902200489,0,6.455000000000003,29035,1040,0,0.0,10400.0,False,-0.33036674816625916,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,11.145000000000001,49965,1126,0,0.0,11497.072136889294,False,-0.5176818333294839,0,1.1450000000000002,169386,0,70,0.0,3779.9999999999995,False,0.11554293455606503,0,1.487,167049,0,13,0.1,701.9999999999999,False,0.09029804085035431,0.0125,669811,0.0,0.0,10,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,200,0.8005298720672727,149.04354851692915
102,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.41536316317263,2,23.0,53.99999999999999,0,,0,5.384000000000001,32428,1010,0,0.0,10100.0,False,-0.26693398533007334,0,6.455000000000001,28935,1050,0,0.0,10500.0,False,-0.3313447432762836,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,2,11.164,49904,1126,0,0.0,11497.072136889294,False,-0.5182099169917874,0,1.1450000000000002,169363,0,71,0.1,3833.9999999999995,False,0.11556898707794915,0,1.487,167026,0,14,0.1,755.9999999999999,False,0.09032409337223843,0.025,669504,0.0,0.0,9,0,0,2,2,2.0,0,2,2,36.0,0.0,2,0,2,200,0.7908279048278928,149.83437642175704
103,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.437783888330497,1,23.0,53.99999999999999,0,,0,5.384000000000002,32318,1021,0,0.0,10210.0,False,-0.26800977995110026,0,6.455000000000001,28845,1059,0,0.0,10590.0,False,-0.33222493887530563,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,11.171999999999999,49875,1126,0,0.0,11497.072136889294,False,-0.518460973159112,0,1.1450000000000002,169340,0,72,0.1,3887.9999999999995,False,0.11559503959983326,0,1.487,167026,0,14,0.0,755.9999999999999,False,0.09032409337223843,0.0125,669252,0.0,0.0,10,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,200,0.798606077209115,150.63298249896616
104,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.46076134655164,1,23.0,53.99999999999999,0,,0,5.384000000000002,32238,1029,0,0.0,10290.0,False,-0.2687921760391198,0,6.455000000000001,28725,1071,0,0.0,10710.0,False,-0.33339853300733496,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,11.181000000000003,49846,1126,0,0.0,11497.072136889294,False,-0.5187120293264367,0,1.1450000000000002,169317,0,73,0.1,3941.9999999999995,False,0.11562109212171738,0,1.487,167026,0,14,0.0,755.9999999999999,False,0.09032409337223843,0.0125,669000,0.0,0.0,9,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,200,0.8014423586428165,151.43442485760897
105,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.484184768958997,1,23.0,53.99999999999999,0,,0,5.384000000000002,32118,1041,0,0.0,10410.0,False,-0.26996577017114914,0,6.455000000000001,28645,1079,0,0.0,10790.0,False,-0.3341809290953545,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,11.190000000000001,49817,1126,0,0.0,11497.072136889294,False,-0.5189630854937612,0,1.1450000000000002,169294,0,74,0.1,3995.9999999999995,False,0.1156471446436015,0,1.487,167026,0,14,0.0,755.9999999999999,False,0.09032409337223843,0.0125,668748,0.0,0.0,9,0,0,2,1,1.0,0,2,2,36.0,0.0,2,0,2,200,0.8292308682575822,152.26365572586656
106,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.484184768958997,0,,53.99999999999999,0,,0,5.384000000000002,31998,1053,0,0.0,10530.0,False,-0.2711393643031785,0,6.455000000000001,28565,1087,0,0.0,10870.0,False,-0.33496332518337407,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,11.189000000000002,49817,1126,0,0.0,11497.072136889294,False,-0.5189630854937612,0,1.1450000000000002,169294,0,74,0.0,3995.9999999999995,False,0.1156471446436015,0,1.487,167026,0,14,0.0,755.9999999999999,False,0.09032409337223843,0.0,668548,0.0,0.0,10,0,0,1,0,0.0,1,2,2,36.0,0.0,2,0,2,200,0.8324761800467968,153.09613190591335
107,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.52959261985786,2,23.0,53.99999999999999,0,,0,5.384000000000002,31928,1060,0,0.0,10600.0,False,-0.2718239608801956,0,6.455000000000001,28435,1100,0,0.0,11000.0,False,-0.3362347188264059,0,4.979,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,2,11.209000000000003,49756,1126,0,0.0,11497.072136889294,False,-0.5194911691560647,0,1.1450000000000002,169271,0,75,0.1,4049.9999999999995,False,0.11567319716548562,0,1.487,167003,0,15,0.1,809.9999999999999,False,0.09035014589412255,0.025,668241,0.0,0.0,10,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,200,0.8533826526254416,153.9495145585388
