index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
81,14,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.633593950003135,0,,24.1947909013984,108,25.01851851851852,40.00000000000001,20,40.0,0,0.281,40951,811,0,0.0,8110.0,False,-0.08600556446863386,0,0.4700000000000001,40301,829,0,0.0,8290.0,False,-0.09737820109258545,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,6.221000000000002,44789,0,0,0.0,0.0,False,-0.21133630328749273,0,0.43400000000000005,80337,0,28,0.0,677.4541452391552,False,0.06851021909883807,100,21.423000000000005,-15465.0,312,0,0.0,3317.681312400978,False,-1.182855771873959,0,0.5690000000000002,95576,661,276,1.0,27032.756785824342,False,-0.015331765279560877,0,0.389,100045,549,276,1.0,24322.940204867722,False,0.012776038689368788,0.25,444424,0.0,0.0,18,0,0,4,5,5.0,22,26,9,180.0,72.0,10,4,9,1120,1.1159987060236745,108.91463883774122
82,9,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.651739521563684,5,11.0,24.1947909013984,0,,40.00000000000001,20,40.0,0,0.281,40841,822,0,0.0,8220.0,False,-0.0871225198513434,0,0.4700000000000001,40211,838,0,0.0,8380.0,False,-0.0982920736784387,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,6.271000000000002,44724,0,0,0.0,0.0,False,-0.2124808508390414,0,0.43400000000000005,80282,0,33,0.5,798.4280997461472,False,0.06858289140660732,0,21.323000000000004,-16702.0,312,0,0.0,3323.3427307278694,False,-1.1992017354891338,0,0.5690000000000002,96096,651,273,1.0,26670.80887681036,False,-0.012271714864879085,0,0.389,100325,539,279,1.0,24200.99229585374,False,0.014752968633976295,0.3125,443667,0.0,0.0,16,0,0,2,1,1.0,20,22,11,90.0,72.0,5,4,11,1000,0.9331900890101679,109.84782892675139
83,11,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.617747536359019,5,10.0,23.682620060305556,23,14.565217391304348,40.00000000000001,20,40.0,0,0.281,40751,831,0,0.0,8310.0,False,-0.08803639243719664,0,0.4700000000000001,40101,849,0,0.0,8490.0,False,-0.09940902906114824,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,6.316000000000002,44654,0,0,0.0,0.0,False,-0.21371344050993996,0,0.43400000000000005,80302,0,33,0.5,781.5264619900834,False,0.06873585461498274,18,21.503,-18531.0,312,0,0.0,3312.7372313440137,False,-1.2234961708055043,0,0.5690000000000002,96241,653,275,1.0,26464.750899379527,False,-0.011892884352612036,0,0.38900000000000007,100645,540,277,1.0,23868.614832565003,False,0.016141269744676976,0.3125,442053,0.0,0.0,18,0,0,5,4,4.0,19,24,9,126.0,72.0,7,4,9,1070,0.9732021480449475,110.82103107479634
84,9,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.667800749135655,13,11.0,23.550795831731623,6,15.0,40.00000000000001,20,40.0,0,0.281,40621,844,0,0.0,8440.0,False,-0.08935643061676245,0,0.4700000000000001,40031,856,0,0.0,8560.0,False,-0.1001198188501452,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,13,6.441000000000002,44445,0,0,0.0,0.0,False,-0.21739360109876565,0,0.43400000000000005,80214,0,41,0.8,965.5826291009965,False,0.06878920459518828,6,21.545,-44264.0,317,0,0.0,3381.6928374760023,False,-1.5638604238409335,0,0.5690000000000001,96591,649,274,1.0,26244.466494793825,False,-0.009727926930915738,0,0.389,101005,530,278,1.0,23601.92179081776,False,0.01818704493513802,0.35,416533,0.0,0.0,15,0,0,6,3,367.8727272727273,18,24,8,126.0,36.0,7,2,8,1000,0.8790963880019262,111.70012746279826
85,8,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.695099566488269,8,11.0,23.13889864411251,18,15.0,40.00000000000001,20,40.0,0,0.281,40501,856,0,0.0,8560.0,False,-0.09057492739790013,0,0.4700000000000001,39951,864,0,0.0,8640.0,False,-0.10093215003757032,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,8,6.508000000000002,44341,0,0,0.0,0.0,False,-0.2192248771812435,0,0.43400000000000005,80231,0,42,0.8,971.8337430527254,False,0.0690557576722298,11,21.649000000000004,-48050.0,317,0,0.0,3390.3465625767813,False,-1.6139468195795084,0,0.5690000000000001,96861,653,272,1.0,25989.700814605472,False,-0.008440663886933696,0,0.389,101265,524,280,1.0,23324.782889514958,False,0.019283077549236662,0.35,412990,0.0,0.0,19,0,0,2,3,3.0,18,20,10,90.0,54.0,5,3,10,1105,0.9015659190481529,112.60169338184642
86,10,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.67511329396159,10,10.5,23.019666436644844,5,15.0,40.00000000000001,20,40.0,0,0.281,40401,866,0,0.0,8660.0,False,-0.09159034138218151,0,0.4700000000000001,39851,874,0,0.0,8740.0,False,-0.1019475640218517,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,6.600000000000001,44181,0,0,0.0,0.0,False,-0.2220422250004402,0,0.43400000000000005,80201,0,47,1.0,1081.9243225223076,False,0.06938747018345168,0,21.638000000000005,-51894.0,317,0,0.0,3384.0109141858243,False,-1.6649006601447238,0,0.5690000000000001,97101,643,276,1.0,25841.645518762634,False,-0.006942596786911204,0,0.389,101750,519,276,1.0,22987.206880618676,False,0.022137208259780453,0.375,409481,0.0,0.0,18,0,0,6,2,2.0,20,26,11,129.0,36.0,8,2,11,1075,1.1316921529942192,113.73338553484064
87,11,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.69260757719518,5,11.0,23.198814486632163,25,25.4,40.00000000000001,20,40.0,0,0.281,40291,877,0,0.0,8770.0,False,-0.09270729676489105,0,0.4700000000000001,39761,883,0,0.0,8830.0,False,-0.10286143660770496,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,6.6400000000000015,44116,0,0,0.0,0.0,False,-0.22318677255198888,0,0.43400000000000005,80631,0,37,0.5,858.35613600539,False,0.0736020829371376,10,21.738000000000007,-56270.0,317,0,0.0,3389.5566019708717,False,-1.7228218971301084,0,0.5690000000000002,97066,648,278,1.0,26152.831787337644,False,-0.005854122684434492,0,0.38900000000000007,101950,519,274,1.0,23000.184718562094,False,0.02400097805129517,0.3125,405435,0.0,0.0,21,0,0,5,3,3.0,20,25,14,150.0,18.0,10,1,14,1485,1.2092067450284958,114.94259227986913
88,14,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.653507953244327,5,10.0,24.471623452001644,71,29.830985915492956,40.0,20,40.0,0,0.281,40161,890,0,0.0,8900.0,False,-0.09402733494445685,0,0.4700000000000001,39691,890,0,0.0,8900.0,False,-0.10357222639670194,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,6.685000000000001,44046,0,0,0.0,0.0,False,-0.22441936222288744,0,0.43400000000000005,80991,0,32,0.5,783.0919504640526,False,0.07787168688968692,61,22.338000000000005,-61137.0,317,0,0.0,3377.1620211784516,False,-1.7873649919792693,0,0.5690000000000002,95353,704,283,1.0,28548.022910209158,False,-0.010506165165901703,0,0.389,102345,514,269,1.0,23338.414454328846,False,0.02909268105860971,0.3125,399340,0.0,0.0,18,0,0,4,2,2.0,23,27,18,168.0,54.0,11,3,18,1410,1.3366288600373082,116.27922113990644
89,18,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.636396879504705,10,10.5,24.71408669227275,83,25.686746987951807,40.0,20,40.0,0,0.281,40071,899,0,0.0,8990.0,False,-0.0949412075303101,0,0.4700000000000001,39581,901,0,0.0,9010.0,False,-0.10468918177941147,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,6.780000000000001,43886,0,0,0.0,0.0,False,-0.22723671004208412,0,0.43400000000000005,81091,0,37,1.0,914.4212076140918,False,0.0800658331961253,78,23.057000000000002,-68503.0,317,0,0.0,3371.7378108029916,False,-1.884959949864224,0,0.5690000000000002,95398,713,285,1.0,29021.14381159047,False,-0.007964799435015142,0,0.389,100968,568,267,1.0,24717.601241210923,False,0.022888146335040355,0.375,390382,0.0,0.0,18,0,0,8,7,7.0,24,32,13,219.0,90.0,13,5,13,1205,2.0864743910497054,118.36569553095615
90,13,0,0,1,10.0,20,10.0,9.416277151498488,0,,10.599285455887003,5,10.0,24.71408669227275,0,,40.0,0,,0,0.281,39971,909,0,0.0,9090.0,False,-0.0959566215145915,0,0.4700000000000001,39481,911,0,0.0,9110.0,False,-0.10570459576369286,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,6.820000000000001,43816,0,0,0.0,0.0,False,-0.2284692997129827,0,0.43400000000000005,81041,0,42,0.5,1037.9916410754556,False,0.08022192257973502,0,22.979000000000006,-72905.77777777778,317,0,0.0,3359.97348951618,True,-1.9433504765773504,0,0.5690000000000002,95398,703,295,1.0,29174.002944667744,False,-0.007274945868041013,0,0.389,100968,558,277,1.0,24870.460374288195,False,0.023577999902014618,0.3125,458565,0.0,0.1,9,0,0,7,4,4.0,12,19,6,129.0,90.0,8,5,6,200,1.150683232001029,119.51637876295717
91,6,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.556050728613137,6,10.0,24.71408669227275,0,,40.0,0,,0,0.281,39851,921,0,0.0,9210.0,False,-0.09717511829572917,0,0.4700000000000001,39401,919,0,0.0,9190.0,False,-0.10651692695111797,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,6,6.875000000000002,43732,0,0,0.0,0.0,False,-0.22994840731806096,0,0.43400000000000005,80981,0,48,0.6,1186.276161229092,False,0.08040922984006657,0,22.979000000000006,-72905.77777777778,317,0,0.0,3346.2680809703643,True,-1.943441237265971,0,0.5690000000000002,95398,693,305,1.0,29326.862077745016,False,-0.006585092301066752,0,0.38900000000000007,100968,548,287,1.0,25023.319507365468,False,0.024267853468988746,0.325,458221,0.0,0.1,7,0,0,13,5,5.0,10,23,2,108.0,0.0,6,0,2,200,0.827945200027898,120.34432396298507
92,2,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.556050728613137,0,,24.71408669227275,0,,40.0,0,,0,0.281,39751,931,0,0.0,9310.0,False,-0.09819053228001055,0,0.4700000000000001,39301,929,0,0.0,9290.0,False,-0.10753234093539936,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,35,7.219000000000002,42892,0,35,0.0,369.4617755014598,False,-0.2414866635954512,0,0.43400000000000005,80981,0,48,0.0,1186.276161229092,False,0.08040922984006657,0,22.979000000000006,-72905.77777777778,317,0,0.0,3346.2680809703643,True,-1.943441237265971,0,0.5690000000000001,95398,683,315,1.0,29479.72121082229,False,-0.005895238734092623,0,0.389,100968,538,297,1.0,25176.17864044274,False,0.024957707035962874,0.25,457181,0.0,0.1,9,0,0,2,2,211.30222222222224,17,19,1,18.0,3.0,1,1,1,200,0.6898386230459437,121.03416258603102
93,1,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.556050728613137,0,,24.611391262120144,4,15.0,40.0,0,,0,0.281,39661,940,0,0.0,9400.0,False,-0.09910440486586382,0,0.4700000000000001,39191,940,0,0.0,9400.0,False,-0.10864929631810889,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,7.184000000000003,42892,0,35,0.0,369.4617755014598,False,-0.2414866635954512,0,0.43400000000000005,81041,0,44,0.0,1082.9012155332864,False,0.08051932516279678,0,22.979000000000006,-72905.77777777778,317,0,0.0,3346.2680809703643,True,-1.943441237265971,0,0.5690000000000001,95398,673,325,1.0,29563.466319406856,False,-0.005517296895023645,0,0.389,100908,532,307,1.0,25373.260151447917,False,0.02530557604610439,0.25,456981,0.0,0.1,9,0,0,1,1,1.0,13,14,3,18.0,0.0,1,0,3,260,0.6550311259925365,121.68919371202355
94,3,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.556050728613137,0,,24.792463642809924,8,32.5,40.0,0,,0,0.281,39531,953,0,0.0,9530.0,False,-0.10042444304542962,0,0.4700000000000001,39121,947,0,0.0,9470.0,False,-0.10936008610710586,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,7.184000000000003,42892,0,35,0.0,369.4617755014598,False,-0.2414866635954512,0,0.43400000000000005,81301,0,36,0.0,892.5286911411573,False,0.08270220184059685,0,22.979000000000006,-72905.77777777778,317,0,0.0,3346.2680809703643,True,-1.943441237265971,0,0.5690000000000001,95138,671,335,1.0,30035.74310432546,False,-0.005732671858158777,0,0.389,100908,522,317,1.0,25621.66602154678,False,0.02642663222439903,0.25,456781,0.0,0.1,10,0,0,7,0,0.0,4,11,6,36.0,3.0,2,1,6,460,0.7284808789845556,122.41767459100811
95,6,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.59401805261994,7,11.0,24.638820495235887,5,15.0,40.0,0,,0,0.281,39411,965,0,0.0,9650.0,False,-0.10164293982656729,0,0.4700000000000001,39041,955,0,0.0,9550.0,False,-0.11017241729453098,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,7.184000000000003,42969,0,28,0.0,296.6325054733583,False,-0.24077201928586078,0,0.43400000000000005,81299,0,38,0.7,936.2751788189637,False,0.08296541315456978,0,22.979000000000006,-72905.77777777778,317,0,0.0,3358.3037226805213,True,-1.9433615341964894,0,0.5690000000000002,95063,666,345,1.0,30209.4544498271,False,-0.005625662509467898,0,0.38900000000000007,100908,512,327,1.0,25695.076093560776,False,0.026757932023182312,0.3375,456581,0.0,0.1,10,0,0,10,1,1.0,4,14,8,75.0,3.0,5,1,8,352,0.9263253880199045,123.34399997902801
96,8,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.58278067318349,10,10.5,24.752064724461068,10,28.0,40.0,4,40.0,0,0.281,39311,975,0,0.0,9750.0,False,-0.10265835381084869,0,0.4700000000000001,38941,965,0,0.0,9650.0,False,-0.11118783127881238,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,7.184000000000003,43074,0,18,0.0,190.49005211730284,False,-0.2398576354341595,0,0.43400000000000005,81474,0,38,1.0,940.5784595295206,False,0.08531169926711207,0,22.979000000000006,-72905.77777777778,317,0,0.0,3354.741473399167,True,-1.943385124313977,0,0.5690000000000002,95148,661,351,1.0,30401.114782868768,False,-0.003993488718087353,0,0.389,100703,507,337,1.0,26029.29681530176,False,0.026415939991974786,0.375,456541,0.0,0.1,14,0,0,14,0,0.0,2,16,8,96.0,3.0,7,1,8,745,1.0462628770037554,124.39026285603177
97,8,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.608759811838507,5,11.0,24.572882632505827,5,15.0,40.0,0,,0,0.281,39201,986,0,0.0,9860.0,False,-0.10377530919355821,0,0.4700000000000001,38851,974,0,0.0,9740.0,False,-0.11210170386466563,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,7.184000000000003,43129,0,13,0.0,137.9138775539006,False,-0.23935206390489774,0,0.43400000000000005,81494,0,38,0.5,933.7695400352214,False,0.0855314990135175,0,22.979,-72905.77777777778,317,0,0.0,3362.9768603528064,True,-1.943330587494555,0,0.5690000000000002,95148,651,361,1.0,30436.94659376129,False,-0.003831779685347643,0,0.389,100628,502,347,1.0,26215.587081517926,False,0.026579718034488078,0.3125,456341,0.0,0.1,10,0,0,11,1,1.0,5,16,7,129.0,0.0,8,0,7,330,1.0068095629685558,125.39707241900032
98,7,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.569367582734964,5,10.0,25.183303418289054,30,30.166666666666668,40.0,0,,0,0.281,39091,997,0,0.0,9970.0,False,-0.10489226457626774,0,0.4700000000000001,38761,983,0,0.0,9830.0,False,-0.11301557645051888,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,7.184000000000003,43179,0,8,0.0,84.55494066187971,False,-0.23894142610042188,0,0.43400000000000005,82349,0,13,0.5,327.3829444377577,False,0.09283990665561476,0,22.979000000000006,-72905.77777777778,317,0,0.0,3350.4895237269834,True,-1.943413281802237,0,0.5690000000000002,94943,646,371,1.0,31108.414008214728,False,-0.0026517767317980677,0,0.389,99928,517,357,1.0,27299.76786725544,False,0.025154425301944346,0.3125,456141,0.0,0.1,12,0,0,5,0,0.0,2,7,8,111.0,0.0,7,0,8,1155,1.0176581700216047,126.41473058902193
99,8,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.560646721124373,10,10.5,25.183303418289054,0,,40.0,0,,0,0.281,39011,1005,0,0.0,10050.0,False,-0.10570459576369286,0,0.4700000000000001,38641,995,0,0.0,9950.0,False,-0.11423407323165655,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,2,7.204000000000002,43236,0,0,0.0,0.0,False,-0.23868218555757073,0,0.43400000000000005,82244,0,23,1.0,579.2159786206482,False,0.09311693560931791,0,22.979000000000006,-72905.77777777778,317,0,0.0,3347.7250105964263,True,-1.9434315891087717,0,0.5690000000000002,94943,636,381,1.0,31256.580974031836,False,-0.0019830989248593215,0,0.38900000000000007,99928,507,367,1.0,27447.934833072548,False,0.025823103108883094,0.375,455893,0.0,0.1,9,0,0,4,2,1.4,4,8,7,114.0,0.0,8,0,7,255,1.1707146869739518,127.58544527599588
100,7,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.524045204594778,5,10.0,25.183303418289054,0,,40.0,0,,0,0.281,38921,1014,0,0.0,10140.0,False,-0.10661846834954611,0,0.4700000000000001,38531,1006,0,0.0,10060.0,False,-0.11535102861436608,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,7.2520000000000024,43166,0,0,0.0,0.0,False,-0.2399147752284693,0,0.43400000000000005,82194,0,28,0.5,705.1324957120935,False,0.09328856135327127,0,22.979000000000006,-72905.77777777778,317,0,0.0,3336.1223298565446,True,-1.9435084250009866,0,0.5690000000000001,94943,626,391,1.0,31404.747939848945,False,-0.0013144211179204437,0,0.389,99928,497,377,1.0,27596.10179888966,False,0.02649178091582197,0.3125,455573,0.0,0.1,7,0,0,2,1,1.0,5,7,4,111.0,0.0,7,0,4,200,1.1886219950392842,128.77406727103516
101,4,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.488602795697833,5,10.0,25.183303418289054,0,,40.0,0,,0,0.281,38821,1024,0,0.0,10240.0,False,-0.10763388233382751,0,0.4700000000000001,38431,1016,0,0.0,10160.0,False,-0.11636644259864747,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,7.297000000000002,43096,0,0,0.0,0.0,False,-0.24114736489936786,0,0.43400000000000005,82144,0,33,0.5,831.0490128035387,False,0.09346018709722481,0,22.979000000000006,-72905.77777777778,317,0,0.0,3324.8870862362132,True,-1.9435828276314806,0,0.5690000000000001,94943,616,401,1.0,31552.914905666057,False,-0.0006457433109816974,0,0.389,99928,487,387,1.0,27744.26876470677,False,0.027160458722760718,0.3125,455253,0.0,0.1,10,0,0,3,1,1.0,1,4,3,57.0,0.0,4,0,3,200,0.9431000060285442,129.7171672770637
102,3,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.454452061210198,5,10.0,24.748870539020484,10,14.0,40.0,0,,0,0.281,38701,1036,0,0.0,10360.0,False,-0.10885237911496518,0,0.4700000000000001,38351,1024,0,0.0,10240.0,False,-0.11717877378607258,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,7.342000000000002,43026,0,0,0.0,0.0,False,-0.24237995457026643,0,0.43400000000000005,82234,0,28,0.5,692.9683750925735,False,0.09373778773752418,0,22.979000000000006,-72905.77777777778,317,0,0.0,3314.061303403633,True,-1.943654518708872,0,0.5690000000000001,94873,611,411,1.0,31561.559899341515,False,-0.0012385487118018667,0,0.389,99858,482,397,1.0,27808.955599807872,False,0.02682057026206042,0.3125,454933,0.0,0.1,11,0,0,1,1,1.0,1,2,2,36.0,3.0,2,1,2,340,0.812521735962946,130.52968901302665
103,2,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.421702340340394,5,10.0,24.583411612565925,4,15.0,40.0,0,,0,0.281,38601,1046,0,0.0,10460.0,False,-0.10986779309924656,0,0.4700000000000001,38251,1034,0,0.0,10340.0,False,-0.11819418777035397,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,7.387000000000002,42956,0,0,0.0,0.0,False,-0.24361254424116496,0,0.43400000000000005,82244,0,29,0.5,712.9189367644118,False,0.09400235048120216,0,22.979000000000006,-72905.77777777778,317,0,0.0,3303.679641887905,True,-1.943723268702354,0,0.5690000000000002,94813,605,421,1.0,31712.964025602385,False,-0.0010968218284771103,0,0.38900000000000007,99858,472,407,1.0,27883.370281131116,False,0.027156403864624035,0.3125,454613,0.0,0.1,10,0,0,0,1,1.0,1,1,2,18.0,3.0,1,1,2,260,0.687299803015776,131.21698881604243
104,2,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.421702340340394,0,,24.40603354756105,4,15.0,40.0,0,,0,0.281,38481,1058,0,0.0,10580.0,False,-0.11108628988038423,0,0.4700000000000001,38171,1042,0,0.0,10420.0,False,-0.11900651895777908,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,7.382000000000002,42956,0,0,0.0,0.0,False,-0.24361254424116496,0,0.43400000000000005,82304,0,25,0.0,610.1508386890263,False,0.09411646450266238,0,22.979000000000006,-72905.77777777778,317,0,0.0,3303.679641887905,True,-1.943723268702354,0,0.5690000000000002,94813,595,431,1.0,31761.589960798825,False,-0.0008773728876947365,0,0.389,99798,466,417,1.0,28053.21163316345,False,0.027381337983967316,0.25,454413,0.0,0.1,9,0,0,0,0,0.0,1,1,5,18.0,3.0,1,1,5,260,0.6710625239647925,131.88805134000722
105,5,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.421702340340394,0,,24.87204447631773,5,43.0,40.0,0,,0,0.281,38381,1068,0,0.0,10680.0,False,-0.11210170386466563,0,0.4700000000000001,38071,1052,0,0.0,10520.0,False,-0.12002193294206048,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,7.382000000000002,42956,0,0,0.0,0.0,False,-0.24361254424116496,0,0.43400000000000005,82519,0,20,0.0,497.44088952635457,False,0.09621763962707681,0,22.979,-72905.77777777778,317,0,0.0,3303.679641887905,True,-1.943723268702354,0,0.5690000000000002,94598,590,441,1.0,32314.506241027462,False,-0.0003226514742737699,0,0.389,99798,456,427,1.0,28421.652281200884,False,0.02904411135020395,0.25,454213,0.0,0.1,10,0,0,2,0,0.0,1,3,5,54.0,6.0,3,2,5,415,0.8886981130344793,132.7767494530417
106,5,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.060296900625104,26,9.192307692307692,25.308995044901064,5,41.0,40.0,0,,0,0.281,38261,1080,0,0.0,10800.0,False,-0.1133202006458033,0,0.4700000000000001,37991,1060,0,0.0,10600.0,False,-0.12083426412948559,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,26,7.642000000000002,42466,0,0,0.0,0.0,False,-0.25224067193745486,0,0.43400000000000005,82485,16,25,1.0,793.6896265325282,False,0.09772916060641643,0,22.979000000000006,-72905.77777777778,317,0,0.0,3189.114117498158,True,-1.944481950638103,0,0.5690000000000002,94598,580,451,1.0,32719.21712604262,False,0.0015038095424836457,0,0.389,99593,451,437,1.0,28894.356765250377,False,0.029327096809535,0.375,453284,0.0,0.1,9,0,0,1,2,2.0,2,3,7,54.0,6.0,3,2,7,405,1.032106775965076,133.80885622900678
107,7,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.115834978319041,5,11.0,25.76753857415599,5,41.0,40.0,4,40.0,0,0.281,38191,1087,0,0.0,10870.0,False,-0.11403099043480026,0,0.4700000000000001,37861,1073,0,0.0,10730.0,False,-0.1221543023090514,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,7.666000000000002,42401,0,0,0.0,0.0,False,-0.25338521948900355,0,0.43400000000000005,82635,11,30,1.0,884.3003419861891,False,0.10031588375287193,0,22.979000000000006,-72905.77777777778,317,0,0.0,3206.719688127136,True,-1.9443653620877877,0,0.5690000000000002,94758,570,457,1.0,32967.49698726891,False,0.004068457669255223,0,0.38900000000000007,99388,446,447,1.0,29372.32220407357,False,0.029633824968064063,0.375,453124,0.0,0.1,12,0,0,4,1,1.0,2,6,7,78.0,3.0,6,1,7,565,1.3895059120259248,135.1983621410327
108,7,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.115834978319041,0,,26.246587409060815,5,41.0,40.0,0,,0,0.281,38081,1098,0,0.0,10980.0,False,-0.1151479458175098,0,0.4700000000000001,37771,1082,0,0.0,10820.0,False,-0.12306817489490465,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,7.661000000000002,42401,0,0,0.0,0.0,False,-0.25338521948900355,0,0.43400000000000005,82840,1,35,1.0,928.7463942954477,False,0.1033253406771615,0,22.979000000000006,-72905.77777777778,317,0,0.0,3206.719688127136,True,-1.9443653620877877,0,0.5690000000000001,94553,565,467,1.0,33509.32188611936,False,0.004663383695965261,0,0.389,99388,436,457,1.0,29723.512110350515,False,0.031218745702947477,0.375,452924,0.0,0.1,10,0,0,4,0,0.0,3,7,5,126.0,0.0,7,0,5,405,1.1480029940139502,136.34636513504665
