index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,20,0,0,0,10.0,20,10.0,20.858586435832613,25,25.52,32.372199417988924,15,41.0,37.25435189589545,2,58.0,54.00000000000001,9,54.0,7,5.814000000000002,4003,781,0,0.0,7810.0,False,-0.6753028125641553,0,1.5230000000000004,41497,22,54,1.0,1346.3636675349612,False,0.731479442979572,0,0.2,37408,283,173,1.0,11503.370460652714,False,0.31552320258249084,0,5.618000000000001,-36758.833333333336,466,0,0.0,9720.101279097998,True,-1.9722867195130558,0,4.7360000000000015,20871,334,0,0.0,10812.3146056083,False,-0.4549325374348327,0,0.263,52193,115,347,1.0,16650.063040944446,False,0.2553264228768948,0,0.2,59341,129,273,1.0,19547.811394570515,False,0.06969147677343614,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,280054,0.0,0.1,19,0,0,2,2,2.0,3,5,22,42.0,59.0,5,15,22,1985,0.8047117640380748,152.59267530427314
80,22,0,0,0,10.0,20,10.0,20.821265075055468,1,15.0,33.58674162357001,20,41.0,37.25435189589545,0,,54.00000000000001,13,54.0,1,5.817000000000002,3923,788,0,0.0,7880.0,False,-0.6771504824471362,0,1.5230000000000004,41367,25,64,1.0,1582.56096480355,False,0.730990781457679,0,0.2,38213,274,163,1.0,11179.66551520711,False,0.3351265775909398,0,5.618000000000002,-36758.833333333336,466,0,0.0,9702.709524975848,True,-1.9725517730689288,0,4.7360000000000015,20461,344,0,0.0,11553.839118508085,False,-0.45574644652960977,0,0.263,51783,115,357,1.0,17162.278913545226,False,0.2521342375235456,0,0.2,60043,119,270,1.0,19013.26787561156,False,0.07641976626332221,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,280531,0.0,0.1,17,0,0,3,1,1.0,5,8,21,99.0,57.0,8,14,21,1722,0.8836580190109089,153.47633332328405
81,21,0,0,0,10.0,20,10.0,21.601136624127516,18,27.72222222222222,33.865713582937566,5,41.0,37.25435189589545,0,,54.00000000000001,9,54.0,0,5.816000000000002,3813,799,0,0.0,7990.0,False,-0.6794087456374461,0,1.5230000000000004,41776,24,56,1.0,1449.6636509511409,False,0.7450557103459483,0,0.2,37919,282,168,1.0,11780.96040993747,False,0.3353291942504491,0,5.618000000000002,-36758.833333333336,466,0,0.0,10066.129666843422,True,-1.9670131827576087,0,4.7360000000000015,20256,349,0,0.0,11819.134040445211,False,-0.45724725631681623,0,0.263,51783,105,367,1.0,17228.247072002072,False,0.2528184267668077,0,0.2,60529,109,271,1.0,18694.724356652605,False,0.08147653962617328,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,280817,0.0,0.1,17,0,0,4,0,0.0,2,6,20,93.0,45.0,6,15,20,1390,0.888279351987876,154.36461267527193
82,20,0,0,0,10.0,20,10.0,21.528227304712658,16,20.875,32.68273130982962,8,15.0,37.73887388654868,19,39.94736842105263,54.00000000000001,0,,6,5.876000000000001,3555,811,0,0.0,8110.0,False,-0.6875384931225621,0,1.5230000000000004,42006,22,56,1.0,1425.5807290639088,False,0.754004942087126,0,0.2,37705,288,170,1.0,11756.19378642828,False,0.32842894700116254,0,5.618000000000002,-36758.833333333336,466,0,0.0,10032.153923996098,True,-1.9675309793750086,9,4.826000000000001,20022,349,0,0.0,11406.273227130538,False,-0.4663831107559736,0,0.263,52233,103,367,1.0,17216.488041275818,False,0.2620308245480701,0,0.2,59770,118,281,1.0,19627.187118612746,False,0.0769453593652321,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,280032,0.0,0.1,14,0,0,3,4,4.0,3,6,20,69.0,42.0,6,14,20,1200,0.8171463530161418,155.18175902828807
83,20,0,0,0,10.0,20,10.0,21.528227304712658,0,,33.58662343008998,14,41.0,39.59417485052246,23,47.26086956521739,54.00000000000001,6,54.0,0,5.870000000000001,3415,825,0,0.0,8250.0,False,-0.6904126462738658,0,1.5230000000000004,41946,18,66,1.0,1600.8630021110355,False,0.7551398686534804,0,0.2,38279,278,166,1.0,11560.226680105055,False,0.34293810473215464,0,5.618000000000001,-36758.833333333336,466,0,0.0,10032.153923996098,True,-1.9675309793750086,6,4.877000000000001,19280,363,0,0.0,12191.944305122663,False,-0.47362583433464017,0,0.263,53206,93,360,1.0,17377.458925186453,False,0.2838832886513561,0,0.2,59007,131,285,1.0,20576.836905418444,False,0.07248527290146126,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,279874,0.0,0.1,16,0,0,4,1,1.0,2,6,16,78.0,42.0,6,14,16,2071,0.6428528599790297,155.8246118882671
84,16,0,0,0,10.0,20,10.0,21.107613052629464,3,1.0,32.764700774996705,20,28.0,40.509646874557326,25,44.4,54.00000000000001,10,54.0,3,5.9,3253,834,0,0.0,8340.0,False,-0.695216587969616,0,1.5230000000000004,41836,19,76,1.0,1794.1785919998392,False,0.7545920466433964,0,0.2,38836,271,156,1.0,10831.456458162069,False,0.34880907794077765,0,5.618000000000001,-36758.833333333336,466,0,0.0,9836.14768252533,True,-1.970518150819028,10,4.971000000000001,19020,363,0,0.0,11893.586381323803,False,-0.4821134395929826,0,0.263,53546,103,355,1.0,17755.68882029251,False,0.29485872783393663,0,0.2,58437,146,285,1.0,21304.408443685374,False,0.0692936950077802,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,279669,0.0,0.1,16,0,0,2,2,2.0,1,3,12,39.0,39.0,3,13,12,2200,0.4071505779866129,156.2317624662537
85,12,0,0,0,10.0,20,10.0,19.176113700111532,20,6.45,32.839573688542565,1,42.0,40.509646874557326,0,,54.00000000000001,9,54.0,20,6.097,2663,842,0,0.0,8420.0,False,-0.7177992198727161,0,1.5230000000000004,41716,21,86,1.0,1859.1457782095918,False,0.7509986815481338,0,0.2,38749,281,165,1.0,10807.017608340862,False,0.3457848330946851,0,5.618000000000002,-36758.833333333336,466,0,0.0,8936.068984251973,True,-1.9842355169838863,0,4.961000000000001,18978,364,0,0.0,11953.604822629493,False,-0.48236216450632147,0,0.263,53546,93,365,1.0,17840.101462247883,False,0.29573421417419865,0,0.2,58923,136,286,1.0,20953.3119749398,False,0.07409855734956203,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,279316,0.0,0.1,16,0,0,0,4,4.0,0,0,11,0.0,35.0,0,12,11,728,0.22008085600100458,156.45184332225472
86,11,0,0,0,10.0,0,,19.176113700111532,0,,32.839573688542565,0,,40.509646874557326,0,,54.0,11,54.0,0,6.077000000000001,2663,842,0,0.0,8420.0,False,-0.7177992198727161,0,1.5230000000000004,41716,11,96,1.0,1950.9069152107072,False,0.7528825069844121,0,0.2,38749,271,175,1.0,10943.652208225174,False,0.34786716971813547,0,5.618000000000002,-36758.833333333336,466,0,0.0,8936.068984251973,True,-1.9842355169838863,0,4.961,18978,364,0,0.0,11953.604822629493,False,-0.48236216450632147,0,0.263,53546,83,375,1.0,17916.80219410803,False,0.29652971638187914,0,0.2,59517,126,285,1.0,20494.215506194225,False,0.07973917775486146,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.5,279910,0.0,0.1,6,0,0,0,0,0.0,0,0,9,0.0,33.0,0,11,9,594,0.21486429398646578,156.66670761624118
87,9,0,0,0,10.0,0,,19.176113700111532,0,,32.839573688542565,0,,40.509646874557326,0,,54.0,8,54.0,0,6.077000000000002,2663,842,0,0.0,8420.0,False,-0.7177992198727161,0,1.5230000000000004,41716,1,106,1.0,2042.6680522118224,False,0.7547663324206904,0,0.2,38749,261,185,1.0,11080.286808109484,False,0.34994950634158556,0,5.618000000000001,-36758.833333333336,466,0,0.0,8936.068984251973,True,-1.9842355169838863,0,4.961000000000001,18978,364,0,0.0,11953.604822629493,False,-0.48236216450632147,0,0.263,53546,73,385,1.0,17993.502925968176,False,0.2973252185895598,0,0.2,59949,116,287,1.0,20197.11903744865,False,0.08412616106488471,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.5,280342,0.0,0.1,4,0,0,0,0,0.0,0,0,5,0.0,27.0,0,9,5,432,0.17954923602519557,156.84625685226638
88,5,0,0,0,10.0,0,,19.176113700111532,0,,32.839573688542565,0,,40.509646874557326,0,,53.99999999999999,1,54.0,0,6.077000000000002,2663,842,0,0.0,8420.0,False,-0.7177992198727161,0,1.5230000000000004,41716,0,107,0.1,2051.844165911934,False,0.754954714964318,0,0.2,38749,251,195,1.0,11216.921407993796,False,0.3520318429650359,0,5.618000000000002,-36758.833333333336,466,0,0.0,8936.068984251973,True,-1.9842355169838863,0,4.961000000000001,18978,364,0,0.0,11953.604822629493,False,-0.48236216450632147,0,0.263,53546,63,395,1.0,18070.203657828326,False,0.29812072079724045,0,0.2,60003,106,296,1.0,20278.022568703076,False,0.08558799115259608,0,0.2,64741,0,2,0.0,107.99999999999999,False,0.0028322912152541325,0.3875,280396,0.0,0.1,1,0,0,0,0,0.0,0,0,2,0.0,15.0,0,5,2,54,0.1539609350147657,157.00021778728114
89,2,0,0,0,10.0,0,,19.176113700111532,0,,33.23437983446871,5,42.0,40.509646874557326,0,,54.0,13,54.0,0,6.077000000000002,2663,842,0,0.0,8420.0,False,-0.7177992198727161,0,1.5230000000000004,41716,0,107,0.0,2051.844165911934,False,0.754954714964318,0,0.2,38959,241,200,1.0,11268.319368620621,False,0.35921603524476686,0,5.618000000000002,-36758.833333333336,466,0,0.0,8936.068984251973,True,-1.9842355169838863,0,4.961000000000002,18768,369,0,0.0,12263.486158918955,False,-0.4835042610413102,0,0.263,53546,53,405,1.0,18167.82911542256,False,0.299133243952608,0,0.2,60705,96,293,1.0,19710.926099957505,False,0.09206436962141314,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.375,281098,0.0,0.1,10,0,0,0,0,0.0,0,0,0,0.0,6.0,0,2,0,912,0.14205659099388868,157.14227437827503
