index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,17,0,0,0,10.0,6,10.0,25.372483717572308,12,26.0,16.33667095190492,1,14.0,41.52886592936829,5,50.0,51.000000000000014,7,51.0,0,1.9640000000000004,49623,7,14,1.0,425.2147720460123,False,0.28827441283277333,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.483000000000002,30036,502,0,0.0,12736.986826221299,False,-0.35543310941924167,0,5.393000000000001,34732,488,0,0.0,12381.772054175286,False,-0.27543182373824526,4,2.0760000000000005,76270,0,1,0.1,41.52886592936829,False,0.08359867101718182,0,7.292000000000002,-78907.25,979,0,0.0,15993.600861914918,True,-2.0071791714941063,0,1.2530000000000001,116205,0,87,0.0,4437.000000000001,False,0.061722805476111496,7,7.227000000000002,84847,838,0,0.0,34801.18964881062,False,-0.08330185115156749,0.1375,430718,0.0,0.1,4,0,0,15,6,5.8,14,29,19,162.0,84.0,9,8,19,372,2.5245415290119126,329.7374235497555
80,19,0,0,0,10.0,10,10.0,25.372483717572308,0,,16.16818437975258,2,14.0,41.52886592936829,0,,51.00000000000001,20,51.0,0,1.9640000000000004,49523,7,24,1.0,678.9396092217354,False,0.28896881926922935,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.492000000000002,30018,502,0,0.0,12736.986826221299,False,-0.3557518119458445,1,5.4030000000000005,34714,488,0,0.0,12381.772054175286,False,-0.27575052626484803,0,2.0720000000000005,76242,0,3,0.2,124.58659778810485,False,0.08379082876065705,0,7.292000000000002,-78907.25,979,0,0.0,15828.652507777777,True,-2.0083505964933046,0,1.2530000000000001,116715,0,77,0.0,3927.0000000000005,False,0.06400900133585562,10,7.320000000000001,84658,838,0,0.0,34801.18964881062,False,-0.08499632572996607,0.15,430875,0.0,0.1,10,0,0,15,6,6.0,15,30,16,169.0,87.0,10,9,16,610,2.012509374995716,331.7499329247512
81,16,0,0,0,10.0,14,10.0,25.267732266889332,33,24.727272727272727,16.16818437975258,0,,41.628229828464804,1,50.0,51.00000000000001,20,51.0,9,2.0540000000000007,50010,11,10,1.0,362.67732266889334,False,0.29747023734191,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.491000000000001,30018,502,0,0.0,12684.401597978445,False,-0.3562173409764829,0,5.402000000000002,33898,521,0,0.0,13164.488511049341,False,-0.28326910434808217,0,2.0720000000000005,76292,0,2,0.0,83.25645965692961,False,0.08420748852820771,0,7.292000000000002,-78907.25,979,0,0.0,15828.652507777777,True,-2.0083505964933046,0,1.2530000000000001,117174,0,68,0.0,3468.0000000000005,False,0.06606657760962534,11,7.420000000000002,84381,839,0,0.0,34926.08482608197,False,-0.0869198897870612,0.125,430778,0.0,0.1,13,0,0,11,6,5.428571428571429,17,28,12,144.0,84.0,8,8,12,961,2.1162208919995464,333.86615381675074
82,12,0,0,0,9.999999999999998,6,10.0,25.267732266889332,0,,16.007360477835014,2,14.0,40.827396407496614,9,34.0,51.00000000000001,20,51.0,0,2.0450000000000004,49950,7,20,1.0,575.3546453377867,False,0.2986681140179117,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.501000000000001,30000,502,0,0.0,12684.401597978445,False,-0.3565360435030857,1,5.412000000000002,33880,521,0,0.0,13164.488511049341,False,-0.283587806874685,7,2.1420000000000003,76283,0,2,0.2,81.65479281499323,False,0.08406828203121214,0,7.292000000000002,-78907.25,979,0,0.0,15671.205907800479,True,-2.009468745772314,0,1.2530000000000001,117684,0,58,0.0,2958.0000000000005,False,0.06835277346936945,10,7.509000000000002,83875,848,0,0.0,34621.632153557126,False,-0.09282120086446391,0.15,430677,0.0,0.1,7,0,0,8,9,8.777777777777779,15,23,16,108.0,48.0,6,6,16,570,1.9065429649781436,335.7726967817289
83,16,0,0,0,9.999999999999996,10,10.0,25.267732266889332,0,,15.927914898238273,1,14.0,40.584210068270714,15,39.333333333333336,50.99999999999999,8,51.0,0,2.045000000000001,49850,7,30,1.0,828.03196800668,False,0.2993489810775343,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.500000000000002,30000,502,0,0.0,12684.401597978445,False,-0.3565360435030857,1,5.421000000000001,33862,521,0,0.0,13164.488511049341,False,-0.2839065094012878,13,2.2650000000000006,76236,0,1,0.1,40.584210068270714,False,0.08310904204295347,0,7.292000000000002,-78907.25,979,0,0.0,15593.42868537527,True,-2.0100211015881313,0,1.2530000000000001,117434,0,63,0.5,3212.9999999999995,False,0.0672545029092963,8,7.579000000000002,83412,858,0,0.0,34821.25223857627,False,-0.09607737097079823,0.2,429799,0.0,0.1,5,0,0,13,7,6.6,16,29,15,144.0,69.0,8,8,15,100,2.0952932270010933,337.86799000873
84,15,0,0,0,9.999999999999998,11,10.0,25.267732266889332,0,,15.846706716293692,1,14.0,41.2332777543247,5,52.0,50.99999999999999,7,51.0,0,2.0450000000000004,49740,8,40,1.0,1090.7092906755734,False,0.2999005957330624,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.500000000000002,30000,502,0,0.0,12684.401597978445,False,-0.3565360435030857,1,5.430000000000002,33844,521,0,0.0,13164.488511049341,False,-0.2842252119278906,4,2.2920000000000003,76318,0,1,0.1,41.2332777543247,False,0.08427834157910898,0,7.292000000000001,-78907.25,979,0,0.0,15513.925875251525,True,-2.010585712128034,0,1.2530000000000001,117174,0,68,0.5,3467.9999999999995,False,0.06606657760962534,7,7.641000000000002,83307,858,0,0.0,35378.152313210594,False,-0.0945223091779082,0.2,429388,0.0,0.1,6,0,0,15,5,4.8,10,25,16,126.0,69.0,7,8,16,110,1.9705681740306318,339.8385581827606
85,16,0,0,0,9.999999999999998,10,10.0,25.236681179907333,24,25.0,15.764140462526441,1,14.0,41.754201582950515,5,50.0,51.0,11,51.0,0,2.0450000000000004,50240,8,26,1.0,736.1537106775907,False,0.3082431200325405,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.510000000000002,29682,514,0,0.0,12971.65412647237,False,-0.3596234518451782,0,5.429000000000002,33544,533,0,0.0,13451.151068890607,False,-0.28699914066386967,4,2.3280000000000003,76390,0,1,0.1,41.754201582950515,False,0.08530469570046838,0,7.292000000000001,-78907.25,979,0,0.0,15433.093512813386,True,-2.01115976484047,0,1.2530000000000001,117174,0,68,0.0,3468.0,False,0.06606657760962534,11,7.7440000000000015,82837,863,0,0.0,36033.87596608629,False,-0.09579664527167052,0.1375,428872,0.0,0.1,6,0,0,12,7,6.8,12,24,18,126.0,72.0,7,9,18,700,2.059332025994081,341.8978902087547
86,18,0,0,0,9.999999999999998,8,10.0,25.222354377495797,12,25.0,15.680649532105802,1,14.0,41.754201582950515,0,,51.00000000000001,20,51.0,0,2.0450000000000004,50460,6,24,1.0,665.3365050598991,False,0.31301489640497226,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.519000000000002,29364,526,0,0.0,13266.95840256279,False,-0.3626395792899769,0,5.429000000000002,33544,533,0,0.0,13443.51488320526,False,-0.2870667426547454,0,2.3240000000000003,76376,0,2,0.1,83.50840316590103,False,0.08540237485381653,0,7.292000000000002,-78907.25,979,0,0.0,15351.35589193158,True,-2.0117402464886616,0,1.2530000000000001,117786,0,56,0.0,2856.0000000000005,False,0.06881001264131828,8,7.8130000000000015,82707,863,0,0.0,36033.87596608629,False,-0.09696215688644202,0.1375,429242,0.0,0.1,10,0,0,14,4,4.0,15,29,20,144.0,90.0,8,10,20,992,2.2883946689544246,344.1862848777091
87,20,0,0,0,9.999999999999998,12,10.0,25.143747195334768,28,24.642857142857142,15.596687387131622,1,14.0,41.754201582950515,0,,51.000000000000014,12,51.0,4,2.085000000000001,50946,8,10,1.0,331.43747195334765,False,0.3212625048075865,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.528000000000002,28890,545,0,0.0,13703.34222145745,False,-0.36716883955578666,0,5.429000000000002,33310,542,0,0.0,13627.910979871443,False,-0.2895774448921595,0,2.3240000000000003,76362,0,3,0.1,125.26260474885154,False,0.08550005400716469,0,7.292000000000002,-78907.25,979,0,0.0,15269.156952001858,True,-2.012324004317862,0,1.2530000000000001,117990,0,52,0.0,2652.000000000001,False,0.06972449098521594,8,7.8850000000000025,82577,863,0,0.0,36033.87596608629,False,-0.09812766850121354,0.1375,429080,0.0,0.1,8,0,0,13,5,4.444444444444445,16,29,15,162.0,108.0,9,11,15,780,2.2254257809836417,346.41171065869275
88,15,0,0,0,10.0,12,10.0,25.134346094358957,13,25.0,15.596687387131622,0,,40.28301288879807,5,18.0,51.000000000000014,15,51.0,3,2.111,51088,10,10,1.0,351.34346094358955,False,0.3251905627771636,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.527000000000002,28890,545,0,0.0,13698.21862142563,False,-0.36721419800788224,0,5.429000000000002,32985,555,0,0.0,13949.56208236922,False,-0.29248426775997083,2,2.3440000000000007,76370,0,0,0.0,0.0,False,0.0847240962999787,0,7.292000000000002,-78907.25,979,0,0.0,15269.156952001858,True,-2.012324004317862,0,1.2530000000000001,118104,0,53,0.5,2703.000000000001,False,0.07097517460260537,11,7.987000000000002,82355,863,0,0.0,34764.24012303273,False,-0.10580944726493541,0.1875,428797,0.0,0.1,8,0,0,8,6,4.63076923076923,18,26,20,108.0,87.0,6,9,20,324,1.6936553309787996,348.10536598967155
89,20,0,0,0,10.0,8,10.0,25.236740646879575,24,26.0,15.437138930872605,2,14.0,41.45857542586003,10,50.0,51.0,8,51.0,14,2.2480000000000007,51326,8,10,1.0,332.36740646879576,False,0.3310977071459621,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.537000000000002,28560,557,0,0.0,14056.864540311923,False,-0.36988203987046586,1,5.439000000000002,32655,567,0,0.0,14309.23194678072,False,-0.29514304478849906,10,2.4420000000000006,76392,0,2,0.2,82.91715085172007,False,0.08562543250374062,0,7.292000000000002,-78907.25,979,0,0.0,15112.95901332428,True,-2.013433285893585,0,1.2530000000000001,118206,0,51,0.0,2601.0,False,0.0714324137745542,6,8.036000000000003,81768,873,0,0.0,36193.33634677581,False,-0.1046659179893319,0.15,427912,0.0,0.1,5,0,0,14,9,8.166666666666668,16,30,18,180.0,120.0,10,10,18,182,2.2087751110084355,350.31414110068
90,18,0,0,0,10.0,9,10.0,25.236740646879575,0,,15.293522482068985,2,14.0,42.589178168570996,10,51.0,51.00000000000001,20,51.0,0,2.2340000000000004,51236,7,20,1.0,574.7348129375915,False,0.3319038208682865,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.546000000000002,28542,557,0,0.0,14056.864540311923,False,-0.3702007423970687,1,5.448000000000002,32637,567,0,0.0,14309.23194678072,False,-0.29546174731510183,8,2.512000000000001,76521,0,2,0.2,85.17835633714199,False,0.08747374729306959,0,7.292000000000002,-78907.25,979,0,0.0,14972.358509945536,True,-2.0144317980971125,0,1.2530000000000001,118303,0,49,0.5,2499.0000000000005,False,0.07184482557670412,13,8.160000000000002,81213,878,0,0.0,37393.29843200534,False,-0.10426264162308549,0.2125,427457,0.0,0.1,7,0,0,15,11,10.6,14,29,20,144.0,105.0,8,10,20,447,1.879673859977629,352.1938149606576
91,20,0,0,0,10.0,11,10.0,25.28380492326209,12,26.0,15.164249175030823,2,14.0,42.589178168570996,0,,51.00000000000001,20,51.0,0,2.234000000000001,51438,8,18,1.0,535.1084886187176,False,0.3366134382253479,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.5550000000000015,28524,557,0,0.0,14083.079342256984,False,-0.3702873692677191,1,5.457000000000002,32307,579,0,0.0,14639.32305056875,False,-0.29838238061431016,0,2.504000000000001,76493,0,4,0.2,170.35671267428398,False,0.08768096522032728,0,7.292000000000002,-78907.25,979,0,0.0,14845.799942355176,True,-2.015330587725622,0,1.2530000000000001,119017,0,35,0.0,1785.0000000000002,False,0.07504549978034589,6,8.207,81133,878,0,0.0,37393.29843200534,False,-0.10497987953986795,0.15,427917,0.0,0.1,14,0,0,19,4,4.0,12,31,12,198.0,102.0,11,9,12,1136,1.9199798229965381,354.11379478365416
92,12,0,0,0,10.0,9,10.0,25.299796085198132,4,26.0,15.103008331323702,1,14.0,42.589178168570996,0,,51.00000000000001,20,51.0,0,2.2340000000000004,51452,7,24,1.0,677.1951060447552,False,0.3388118486460133,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.564000000000001,28402,561,0,0.0,14193.185603796152,False,-0.3714727101772681,0,5.456000000000001,32307,579,0,0.0,14648.581933329719,False,-0.2983004131329368,0,2.504000000000001,76479,0,5,0.1,212.94589084285496,False,0.08778457418395604,0,7.292000000000001,-78907.25,979,0,0.0,14785.845156365904,True,-2.015756372726611,0,1.2530000000000001,119578,0,24,0.0,1224.0000000000002,False,0.07756031522606442,9,8.291,80966,878,0,0.0,37393.29843200534,False,-0.10647711369115136,0.1375,428189,0.0,0.1,12,0,0,9,6,6.0,17,26,14,90.0,66.0,5,7,14,755,1.7247532639885321,355.8385480476427
93,14,0,0,0,10.0,12,10.0,25.352040225501984,13,26.0,14.987569866504835,2,14.0,43.17042940695812,5,52.0,51.000000000000014,20,51.0,0,2.234000000000001,51670,9,21,1.0,622.3928447355416,False,0.34373892106213866,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.573000000000002,28046,574,0,0.0,14552.07108943814,False,-0.37459877928576873,1,5.466000000000001,32289,579,0,0.0,14678.83129056565,False,-0.29835132269900627,0,2.504000000000001,76711,0,2,0.2,86.34085881391624,False,0.09018067508567522,0,7.292000000000001,-78907.25,979,0,0.0,14672.830899308234,True,-2.0165589737993876,0,1.2530000000000001,119986,0,16,0.0,816.0000000000002,False,0.07938927191385972,12,8.402000000000001,80440,883,0,0.0,38119.48916634402,False,-0.10793763093472229,0.15,428147,0.0,0.1,12,0,0,7,8,8.0,21,28,14,126.0,66.0,7,7,14,1126,2.194172347022686,358.0327203946654
94,14,0,0,0,10.0,9,10.0,25.309525530247562,28,25.071428571428573,14.987569866504835,0,,44.236058525287625,10,52.0,51.00000000000001,20,51.0,7,2.3040000000000007,52130,8,10,1.0,333.0952553024756,False,0.35189090134554946,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.572000000000002,27669,589,0,0.0,14907.310537315814,False,-0.3781289458266274,0,5.4650000000000025,31964,592,0,0.0,14983.239113906557,False,-0.30141079769554563,8,2.5840000000000005,76878,0,0,0.0,0.0,False,0.0919394929337405,0,7.292000000000002,-78907.25,979,0,0.0,14672.830899308234,True,-2.0165589737993876,0,1.2530000000000001,120491,0,6,0.5,306.00000000000006,False,0.08163064040380495,5,8.44,80114,888,0,0.0,39281.61997045541,False,-0.1056508487145509,0.1875,428251,0.0,0.1,14,0,0,6,7,6.061538461538461,22,28,18,126.0,66.0,7,7,18,1206,2.3688398209633306,360.4015602156287
95,18,0,0,0,10.0,7,10.0,25.340824864252276,17,25.647058823529413,14.987569866504835,0,,42.733270389613786,11,32.54545454545455,51.0,20,51.0,7,2.367000000000001,52337,5,10,1.0,303.4082486425228,False,0.35685823917695325,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.572000000000002,27333,602,0,0.0,15255.17656827987,False,-0.38099845457355946,0,5.465000000000002,31864,596,0,0.0,15103.131619094356,False,-0.30211997716766975,11,2.6860000000000004,76737,0,0,0.0,0.0,False,0.08993679426177117,0,7.292000000000002,-78907.25,979,0,0.0,14672.830899308234,True,-2.0165589737993876,2,1.2730000000000001,120667,0,6,0.6,306.0,False,0.08320856382072639,12,8.555000000000001,79596,893,0,0.0,38160.81045792511,False,-0.11531925847494998,0.2,427539,0.0,0.1,3,0,0,9,15,13.34090909090909,21,30,18,180.0,84.0,10,8,18,223,2.317427473026328,362.71898768865503
96,18,0,0,0,10.0,11,10.0,25.340824864252276,0,,14.987569866504835,0,,43.29821267589009,5,52.0,50.99999999999999,20,51.0,0,2.3600000000000008,52227,6,20,1.0,566.8164972850456,False,0.3574193012264121,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.572000000000002,27333,602,0,0.0,15255.17656827987,False,-0.38099845457355946,0,5.465000000000002,31864,596,0,0.0,15103.131619094356,False,-0.30211997716766975,5,2.7250000000000005,76792,0,0,0.0,0.0,False,0.09071798877920602,0,7.292000000000002,-78907.25,979,0,0.0,14672.830899308234,True,-2.0165589737993876,7,1.3410000000000002,120861,0,0,0.0,0.0,False,0.0835761482530774,7,8.613000000000001,79233,898,0,0.0,38881.7949829493,False,-0.11534174153009574,0.125,427315,0.0,0.1,9,0,0,4,8,8.0,14,18,21,144.0,105.0,8,10,21,416,2.0685205349582247,364.78750822361326
97,21,0,0,0,10.0,10,10.0,25.379865907677456,12,25.916666666666668,14.933304516066974,1,14.0,43.72338095276367,5,50.0,50.99999999999999,20,51.0,0,2.3600000000000008,52438,6,18,1.0,516.8375863381942,False,0.3622277632398174,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.572000000000002,27333,602,0,0.0,15278.679276421828,False,-0.3807903886717025,1,5.475000000000001,31535,608,0,0.0,15430.958471867893,False,-0.30504294984093294,5,2.7700000000000005,76823,0,1,0.1,43.72338095276367,False,0.09146881173888753,0,7.292000000000002,-78907.25,979,0,0.0,14619.705121229566,True,-2.016936260768201,13,1.4640000000000002,120559,0,0,0.0,0.0,False,0.08086857511722358,7,8.676000000000002,78876,903,0,0.0,39482.2130003456,False,-0.11585089968376265,0.1375,426569,0.0,0.1,7,0,0,4,11,11.0,16,20,11,198.0,105.0,11,10,11,411,2.1566795730032027,366.94418779661646
98,11,0,0,0,10.0,10,10.0,25.379865907677456,0,,14.933304516066974,0,,43.72338095276367,0,,50.99999999999998,15,51.0,0,2.3600000000000008,52338,6,28,1.0,770.6362454149687,False,0.36292312384209185,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.572000000000001,27333,602,0,0.0,15278.679276421828,False,-0.3807903886717025,0,5.474000000000002,31535,608,0,0.0,15430.958471867893,False,-0.30504294984093294,0,2.7650000000000006,76823,0,1,0.0,43.72338095276367,False,0.09146881173888753,0,7.292000000000002,-78907.25,979,0,0.0,14619.705121229566,True,-2.016936260768201,10,1.5510000000000002,120377,0,0,0.0,0.0,False,0.07923685885654345,5,8.719000000000001,78811,903,0,0.0,39482.2130003456,False,-0.1164336554911484,0.125,426222,0.0,0.1,6,0,0,2,7,7.0,12,14,13,72.0,51.0,4,7,13,100,1.6471112229628488,368.5912990195793
99,13,0,0,0,10.0,10,10.0,25.386422243303205,18,25.444444444444443,14.83174253159511,2,14.0,43.72338095276367,0,,50.99999999999998,18,51.0,0,2.3600000000000008,52696,6,20,1.0,567.7284448660641,False,0.3695549638722219,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.582000000000002,27315,602,0,0.0,15282.626190468529,False,-0.38107414976833404,1,5.484000000000002,31059,626,0,0.0,15891.900324307806,False,-0.30939021296138564,0,2.7650000000000006,76795,0,3,0.2,131.170142858291,False,0.09169213935699375,0,7.292000000000002,-78907.25,979,0,0.0,14520.275938431612,True,-2.0176423837906996,7,1.6110000000000002,120265,0,0,0.0,0.0,False,0.07823272577304799,11,8.824000000000002,78595,903,0,0.0,39482.2130003456,False,-0.11837019786646107,0.15,425730,0.0,0.1,8,0,0,2,11,11.0,12,14,13,90.0,69.0,5,8,13,558,1.850011171947699,370.441310191527
100,13,0,0,0,10.0,13,10.0,25.359394450827583,12,25.0,14.83174253159511,0,,44.74604410519553,10,52.0,50.99999999999998,20,51.0,0,2.3600000000000008,52866,9,18,1.0,546.4691001148965,False,0.3736747634695855,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.581000000000001,27215,606,0,0.0,15367.793037201516,False,-0.38209075021511085,0,5.483000000000002,30859,634,0,0.0,16077.856081824688,False,-0.3112851140970565,7,2.835000000000001,77013,0,0,0.0,0.0,False,0.09385697038562602,0,7.292000000000001,-78907.25,979,0,0.0,14520.275938431612,True,-2.0176423837906996,14,1.7440000000000002,119670,0,5,0.5,254.9999999999999,False,0.07404136669685044,6,8.873000000000001,78255,908,0,0.0,40629.40804751754,False,-0.11627588535168179,0.1875,424883,0.0,0.1,8,0,0,1,10,9.4,4,5,18,90.0,69.0,5,8,18,430,2.175497387012001,372.616807578539
101,18,0,0,0,10.0,9,10.0,25.363029196357225,26,25.384615384615383,14.784325780242744,1,14.0,44.23423820544703,14,41.57142857142857,50.99999999999998,20,51.0,8,2.4400000000000004,53268,8,10,1.0,333.63029196357223,False,0.38131566399497957,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.591000000000002,26537,632,0,0.0,16029.434452097767,False,-0.38823780119958073,0,5.483000000000002,30859,634,0,0.0,16080.160510490481,False,-0.3112647133404409,14,2.968000000000001,76899,0,1,0.1,44.23423820544703,False,0.09255190851647929,0,7.292000000000001,-78907.25,979,0,0.0,14473.854938857647,True,-2.0179720549758,8,1.8100000000000003,119284,0,10,1.0,509.9999999999998,False,0.07172379167824706,7,8.937000000000001,78074,912,0,0.0,40341.62524336769,False,-0.11918869075674121,0.2625,423926,0.0,0.1,10,0,0,7,11,11.0,3,10,18,180.0,84.0,10,8,18,805,2.881449270003941,375.49825684854295
102,18,0,0,0,10.0,10,10.0,25.33999553932029,11,25.0,14.696134881592428,2,14.0,44.701183552445016,5,52.0,50.99999999999998,20,51.0,1,2.442000000000001,53422,8,10,1.0,333.3999553932029,False,0.38529366088554967,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.600000000000001,26519,632,0,0.0,16014.877180850424,False,-0.388685377035266,1,5.493000000000002,30566,645,0,0.0,16344.297122861588,False,-0.3141141209753927,4,2.994000000000001,76967,0,2,0.2,89.40236710489003,False,0.09383852259857178,0,7.292000000000002,-78907.25,979,0,0.0,14387.516049078988,True,-2.0185852137697675,1,1.812,119524,0,5,0.5,254.9999999999999,False,0.07273240749872242,9,9.02,77918,912,0,0.0,40767.479399829856,False,-0.11867831251925394,0.2125,423921,0.0,0.1,8,0,0,3,8,6.224242424242424,5,8,21,144.0,105.0,8,10,21,508,1.6061315549886785,377.10438840353163
103,21,0,0,0,10.0,8,10.0,25.427980461136382,24,26.0,14.618822213170663,2,14.0,45.03302558920113,5,50.0,50.99999999999997,20,51.0,14,2.5810000000000013,53660,6,10,1.0,314.27980461136383,False,0.39119894277493744,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.609000000000003,26189,644,0,0.0,16375.619416971831,False,-0.3913346605200886,1,5.502000000000002,30236,657,0,0.0,16706.183162966605,False,-0.3167532785374511,3,3.020000000000001,77066,0,2,0.2,90.06605117840226,False,0.09524938606049577,0,7.292000000000002,-78907.25,979,0,0.0,14311.826946694078,True,-2.019122740240792,9,1.9010000000000005,119624,0,0,0.0,0.0,False,0.07248585696482844,6,9.071000000000002,77588,917,0,0.0,41295.28446529744,False,-0.11927090764083663,0.15,423368,0.0,0.1,7,0,0,7,10,8.566666666666666,4,11,16,187.0,120.0,11,10,16,284,2.0366119319805875,379.1410003355122
104,16,0,0,0,10.0,12,10.0,25.46123183230132,10,26.0,14.550847673187759,2,14.0,45.03302558920113,0,,50.99999999999998,20,51.0,0,2.5670000000000006,53800,8,10,1.0,334.6123183230132,False,0.39508081271744144,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.618000000000001,25911,654,0,0.0,16651.645618325063,False,-0.39381322599262497,1,5.511,30218,657,0,0.0,16728.029313821968,False,-0.31687858041199407,0,3.0170000000000012,77038,0,4,0.2,180.13210235680452,False,0.09549131526423418,0,7.292000000000002,-78907.25,979,0,0.0,14245.279872050816,True,-2.019595342148634,13,2.0220000000000007,119316,0,0,0.0,0.0,False,0.06972449098521594,7,9.135000000000002,77477,917,0,0.0,41295.28446529744,False,-0.1202660752503723,0.15,422765,0.0,0.1,7,0,0,4,13,13.0,4,8,12,144.0,84.0,8,8,12,380,1.8452079569688067,380.986208292481
105,12,0,0,0,10.0,10,10.0,25.522866629759687,20,26.0,14.550847673187759,0,,45.03302558920113,0,,50.999999999999986,20,51.0,10,2.6670000000000007,54010,8,10,1.0,335.2286662975969,False,0.40051738013516697,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.617000000000002,25651,664,0,0.0,16947.183442160433,False,-0.39580035551124815,0,5.510000000000002,29958,667,0,0.0,17023.75204204971,False,-0.31886407300014413,0,3.0170000000000012,77038,0,4,0.0,180.13210235680452,False,0.09549131526423418,0,7.292000000000002,-78907.25,979,0,0.0,14245.279872050816,True,-2.019595342148634,9,2.0990000000000006,119153,0,0,0.0,0.0,False,0.06826311872977164,11,9.238000000000001,77255,917,0,0.0,41295.28446529744,False,-0.12225641046944367,0.125,422070,0.0,0.1,7,0,0,3,10,10.0,2,5,12,90.0,66.0,5,7,12,360,1.8503376810112968,382.8365459734923
