index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
80,10,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.314544643849676,48,20.125,48.00000000000001,20,48.0,0,2.2970000000000006,23971,809,0,0.0,8090.0,False,-0.21767054815559464,0,2.666000000000001,23438,811,0,0.0,8110.0,False,-0.23227499930189047,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,16,6.471000000000002,50359,317,0,0.0,5440.472581456333,False,-0.34667688730717994,32,6.928000000000001,47456,290,0,0.0,4977.088481458475,False,-0.38526008688867946,0,0.5150000000000001,105175,112,66,1.0,5331.229000111164,False,0.137739246716839,0,0.3620000000000001,104711,4,246,1.0,11885.258178575401,False,0.16741709225391888,0.25,447466,0.0,0.0,25,0,0,3,5,5.0,26,29,10,108.0,42.0,6,4,10,1160,1.0051635109703057,100.11844007420586
81,10,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.26416767529239,16,18.625,48.000000000000014,20,48.0,0,2.2970000000000006,23871,819,0,0.0,8190.0,False,-0.21906676719443746,0,2.666000000000001,23338,821,0,0.0,8210.0,False,-0.2336712183407333,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,11,6.565000000000001,50062,317,0,0.0,5440.472581456333,False,-0.3503324968831539,5,6.9460000000000015,47331,290,0,0.0,4977.088481458475,False,-0.3867986431075237,0,0.5150000000000001,105651,107,64,1.0,5133.265941256286,False,0.14171686417289803,0,0.3620000000000001,104897,5,248,1.0,12000.320838376465,False,0.1699863946741387,0.25,447506,0.0,0.0,22,0,0,5,2,2.0,22,27,9,126.0,24.0,7,3,9,1160,0.9474132870091125,101.06585336121498
82,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.191815288523944,17,18.352941176470587,48.00000000000001,20,48.0,0,2.2970000000000006,23761,830,0,0.0,8300.0,False,-0.22060260813716456,0,2.6660000000000004,23248,830,0,0.0,8300.0,False,-0.23492781547569183,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,3,6.584000000000001,49987,317,0,0.0,5440.472581456333,False,-0.3512556306144604,14,7.081000000000002,46953,290,0,0.0,4977.088481458475,False,-0.3914512371133087,0,0.5150000000000001,105783,111,66,1.0,5298.291497026158,False,0.1439800152820919,0,0.36200000000000004,105413,0,244,0.8,11712.000000000002,False,0.1739093738460727,0.225,447501,0.0,0.0,23,0,0,6,2,2.0,21,27,8,108.0,9.0,6,3,8,1160,0.8340712289791554,101.89992459019413
83,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.246556430952886,14,20.0,48.00000000000001,20,48.0,0,2.2970000000000006,23621,844,0,0.0,8440.0,False,-0.2225573147915445,0,2.666000000000001,23188,836,0,0.0,8360.0,False,-0.2357655468989975,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,9,6.671000000000002,49722,317,0,0.0,5440.472581456333,False,-0.3545173697984102,5,7.117000000000002,46828,290,0,0.0,4977.088481458475,False,-0.39298979333215295,0,0.5150000000000001,106279,105,64,1.0,5092.888425250054,False,0.14812938980455792,0,0.36200000000000004,105597,0,246,1.0,11808.000000000002,False,0.1763570185155879,0.25,447591,0.0,0.0,23,0,0,1,3,3.0,22,23,8,72.0,12.0,4,4,8,1160,0.7785486939828843,102.67847328417702
84,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.193336992989554,15,18.533333333333335,48.00000000000001,20,48.0,0,2.297,23521,854,0,0.0,8540.0,False,-0.22395353383038732,0,2.666000000000001,23088,846,0,0.0,8460.0,False,-0.23716176593784033,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,6.702000000000002,49622,317,0,0.0,5440.472581456333,False,-0.35574821477348556,11,7.222000000000003,46531,290,0,0.0,4977.088481458475,False,-0.39664540290812683,0,0.5150000000000001,106849,106,58,1.0,4818.493721256893,False,0.15269554107325475,0,0.36200000000000004,105709,0,246,0.4,11808.000000000002,False,0.17753864008018147,0.175,447676,0.0,0.0,22,0,0,1,2,2.0,14,15,8,72.0,12.0,4,4,8,1160,0.7435382200055756,103.42201150418259
85,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.202156791509186,2,20.0,48.000000000000014,20,48.0,0,2.2970000000000006,23441,862,0,0.0,8620.0,False,-0.22507050906146156,0,2.666000000000001,22968,858,0,0.0,8580.0,False,-0.2388372287844517,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,6.718000000000001,49572,317,0,0.0,5440.472581456333,False,-0.35636363726102327,0,7.211000000000002,46531,290,0,0.0,4977.088481458475,False,-0.39664540290812683,0,0.5150000000000001,107289,98,58,1.0,4665.811365567901,False,0.1565322116662336,0,0.3620000000000001,106189,0,236,0.0,11328.000000000004,False,0.1800706862900248,0.125,448346,0.0,0.0,19,0,0,1,1,1.0,14,15,8,72.0,12.0,4,4,8,1160,0.7577805120381527,104.17979201622074
86,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.136694242147964,13,18.307692307692307,48.00000000000001,17,48.0,0,2.297,23341,872,0,0.0,8720.0,False,-0.22646672810030438,0,2.6660000000000004,22868,868,0,0.0,8680.0,False,-0.2402334478232945,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,6.736000000000001,49522,317,0,0.0,5440.472581456333,False,-0.356979059748561,11,7.321000000000003,46234,290,0,0.0,4977.088481458475,False,-0.4003010124841007,0,0.5150000000000001,107873,90,55,1.0,4362.302481793317,False,0.1610924855293206,0,0.36200000000000004,106183,1,242,1.0,11635.13669424215,False,0.18162756076511136,0.25,448377,0.0,0.0,19,0,0,1,2,2.0,13,14,8,72.0,12.0,4,4,8,1016,0.74622987001203,104.92602188623277
87,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.187517000725528,10,20.0,48.00000000000001,11,48.0,0,2.2970000000000006,23211,885,0,0.0,8850.0,False,-0.22828181285080004,0,2.666000000000001,22798,875,0,0.0,8750.0,False,-0.2412108011504845,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,6,6.794000000000001,49356,317,0,0.0,5440.472581456333,False,-0.3590222624071861,4,7.350000000000001,46134,290,0,0.0,4977.088481458475,False,-0.40153185745917613,0,0.5150000000000001,107833,82,65,1.0,4693.376394059494,False,0.16241692458753748,0,0.36200000000000004,106551,0,240,0.9,11520.000000000002,False,0.18490267447380915,0.2375,448239,0.0,0.0,17,0,0,1,3,3.0,15,16,8,72.0,12.0,4,4,8,728,0.7428235560073517,105.66884544224013
88,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.218200013184315,6,20.0,48.00000000000001,12,48.0,0,2.2970000000000006,23101,896,0,0.0,8960.0,False,-0.22981765379352712,0,2.666000000000001,22708,884,0,0.0,8840.0,False,-0.24246739828544303,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,6.828000000000001,49248,317,0,0.0,5440.472581456333,False,-0.36035157498026754,2,7.3660000000000005,46084,290,0,0.0,4977.088481458475,False,-0.40214727994671384,0,0.5150000000000001,107793,74,75,1.0,5022.14680097564,False,0.16372921243327337,0,0.3620000000000001,107047,0,232,0.4,11136.000000000002,False,0.18810993300627737,0.175,448337,0.0,0.0,18,0,0,2,3,3.0,2,4,8,72.0,12.0,4,4,8,776,0.7392751650186256,106.40812060725875
89,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.249683700154776,6,20.0,48.00000000000001,4,48.0,0,2.2970000000000006,22981,908,0,0.0,9080.0,False,-0.2314931166401385,0,2.666000000000001,22628,892,0,0.0,8920.0,False,-0.24358437351651727,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,6.844000000000001,49198,317,0,0.0,5440.472581456333,False,-0.36096699746780525,4,7.404000000000002,45976,290,0,0.0,4977.088481458475,False,-0.40347659251979523,0,0.5150000000000001,107713,68,85,1.0,5388.978491610525,False,0.16482026951316414,0,0.3620000000000001,107199,0,230,0.2,11040.000000000002,False,0.1892071530305428,0.15,448051,0.0,0.0,15,0,0,2,3,3.0,2,4,8,72.0,12.0,4,4,8,392,0.7447827959549613,107.15290340321371
90,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.281818927216186,6,20.0,48.00000000000001,0,,0,2.2970000000000006,22871,919,0,0.0,9190.0,False,-0.2330289575828656,0,2.6660000000000004,22538,901,0,0.0,9010.0,False,-0.2448409706514758,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,6.882000000000001,49090,317,0,0.0,5440.472581456333,False,-0.36229631004088664,2,7.420000000000002,45926,290,0,0.0,4977.088481458475,False,-0.40409201500733294,0,0.5150000000000001,107633,62,95,1.0,5755.472773487405,False,0.16590954672937394,0,0.36200000000000004,107159,0,232,0.2,11136.000000000002,False,0.1892915545708709,0.15,447573,0.0,0.0,10,0,0,2,3,3.0,2,4,8,72.0,12.0,4,4,8,200,0.7228926719981246,107.87579607521184
91,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.314442991008466,6,20.0,48.00000000000001,0,,0,2.2970000000000006,22731,933,0,0.0,9330.0,False,-0.23498366423724554,0,2.666000000000001,22478,907,0,0.0,9070.0,False,-0.24567870207478149,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,6.918000000000001,48982,317,0,0.0,5440.472581456333,False,-0.3636256226139681,2,7.4380000000000015,45876,290,0,0.0,4977.088481458475,False,-0.40470743749487065,0,0.5150000000000001,107553,56,105,1.0,6121.6088074964755,False,0.16699693415359215,0,0.36200000000000004,107119,0,234,0.2,11232.000000000002,False,0.18937595611119903,0.15,447095,0.0,0.0,12,0,0,3,3,3.0,1,4,8,72.0,12.0,4,4,8,200,0.7181792110204697,108.59397528623231
92,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.336760251355056,4,20.0,48.00000000000001,0,,0,2.297,22621,944,0,0.0,9440.0,False,-0.23651950517997264,0,2.666000000000001,22388,916,0,0.0,9160.0,False,-0.24693529920974003,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,6.9540000000000015,48874,317,0,0.0,5440.472581456333,False,-0.36495493518704947,0,7.436000000000002,45876,290,0,0.0,4977.088481458475,False,-0.40470743749487065,0,0.5150000000000001,107513,48,115,1.0,6448.164492065043,False,0.16829753912573206,0,0.36200000000000004,107079,0,236,0.2,11328.000000000002,False,0.18946035765152713,0.15,446707,0.0,0.0,12,0,0,2,2,2.0,2,4,8,72.0,12.0,4,4,8,200,0.7268108599819243,109.32078614621423
93,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.36545024732348,5,20.0,48.00000000000001,0,,0,2.2970000000000006,22511,955,0,0.0,9550.0,False,-0.23805534612269974,0,2.666000000000001,22298,925,0,0.0,9250.0,False,-0.24819189634469854,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,5,7.000000000000002,48737,317,0,0.0,5440.472581456333,False,-0.36664119280290275,0,7.436000000000002,45876,290,0,0.0,4977.088481458475,False,-0.40470743749487065,0,0.5150000000000001,107473,40,125,1.0,6774.61800989294,False,0.16959760515847935,0,0.3620000000000001,107019,0,239,0.3,11472.000000000002,False,0.1895869599620193,0.1625,446270,0.0,0.0,13,0,0,3,2,2.0,1,4,8,72.0,12.0,4,4,8,200,0.717729847994633,110.03851599420886
94,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.388945877470213,4,20.0,48.00000000000001,0,,0,2.297,22401,966,0,0.0,9660.0,False,-0.2395911870654268,0,2.6660000000000004,22208,934,0,0.0,9340.0,False,-0.24944849347965709,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,7.0150000000000015,48687,317,0,0.0,5440.472581456333,False,-0.36725661529044046,2,7.456000000000002,45826,290,0,0.0,4977.088481458475,False,-0.4053228599824083,0,0.5150000000000001,107393,34,135,1.0,7139.224159833988,False,0.17067692229695614,0,0.36200000000000004,107019,0,239,0.0,11472.000000000002,False,0.1895869599620193,0.125,445890,0.0,0.0,10,0,0,1,2,2.0,3,4,8,72.0,12.0,4,4,8,200,0.728159018966835,110.7666750131757
95,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.401262326068668,2,20.0,48.0,2,48.0,0,2.2970000000000006,22271,979,0,0.0,9790.0,False,-0.24140627181592247,0,2.666000000000001,22138,941,0,0.0,9410.0,False,-0.25042584680684704,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,7.033000000000001,48637,317,0,0.0,5440.472581456333,False,-0.36787203777797817,0,7.454000000000001,45826,290,0,0.0,4977.088481458475,False,-0.4053228599824083,0,0.5150000000000001,107353,26,145,1.0,7464.432820477786,False,0.1719704215882143,0,0.36200000000000004,107115,0,237,0.0,11376.0,False,0.19009336920398798,0.125,445696,0.0,0.0,12,0,0,2,1,1.0,2,4,8,72.0,12.0,4,4,8,296,0.7391225580358878,111.50579757121159
96,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.42693081837338,4,20.0,48.0,0,,0,2.2970000000000006,22171,989,0,0.0,9890.0,False,-0.2428024908547653,0,2.666000000000001,22038,951,0,0.0,9510.0,False,-0.2518220658456899,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,7.031000000000003,48637,317,0,0.0,5440.472581456333,False,-0.36787203777797817,4,7.4940000000000015,45718,290,0,0.0,4977.088481458475,False,-0.40665217255548974,0,0.5150000000000001,107313,18,155,1.0,7789.684754730721,False,0.17326414915192662,0,0.3620000000000001,107075,0,239,0.2,11472.0,False,0.19017777074431608,0.15,445308,0.0,0.0,10,0,0,4,2,2.0,0,4,8,72.0,12.0,4,4,8,200,0.7235100420075469,112.22930761321913
97,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.440262222336678,2,20.0,48.0,0,,0,2.2970000000000006,22081,998,0,0.0,9980.0,False,-0.24405908798972384,0,2.666000000000001,21928,962,0,0.0,9620.0,False,-0.25335790678841696,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,7.0310000000000015,48637,317,0,0.0,5440.472581456333,False,-0.36787203777797817,2,7.510000000000002,45668,290,0,0.0,4977.088481458475,False,-0.40726759504302745,0,0.5150000000000001,107273,10,165,1.0,8114.402622223367,False,0.17455505946206343,0,0.3620000000000001,107075,0,239,0.0,11472.0,False,0.19017777074431608,0.125,445018,0.0,0.0,12,0,0,3,1,1.0,1,4,8,72.0,12.0,4,4,8,200,0.7103858760092407,112.93969348922838
98,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.4805429428958,6,20.0,48.0,0,,0,2.2970000000000006,21981,1008,0,0.0,10080.0,False,-0.24545530702856663,0,2.6660000000000004,21828,972,0,0.0,9720.0,False,-0.25475412582725976,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,7.051000000000002,48587,317,0,0.0,5440.472581456333,False,-0.3684874602655159,4,7.548000000000003,45560,290,0,0.0,4977.088481458475,False,-0.40859690761610884,0,0.5150000000000001,107233,2,175,1.0,8438.961085885792,False,0.17584512890165002,0,0.36200000000000004,106995,0,243,0.4,11664.0,False,0.1903465738249723,0.175,444540,0.0,0.0,11,0,0,2,3,3.0,2,4,8,72.0,12.0,4,4,8,200,0.7207708340138197,113.6604643232422
99,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.50683192657138,4,20.0,48.0,0,,0,2.2970000000000006,21871,1019,0,0.0,10190.0,False,-0.24699114797129373,0,2.666000000000001,21738,981,0,0.0,9810.0,False,-0.25601072296221833,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,7.069000000000002,48537,317,0,0.0,5440.472581456333,False,-0.36910288275305353,2,7.564000000000001,45510,290,0,0.0,4977.088481458475,False,-0.40921233010364655,0,0.5150000000000001,107193,0,179,0.4,8592.0,False,0.17623041620509575,0,0.36200000000000004,106955,0,245,0.2,11760.0,False,0.1904309753653004,0.07500000000000001,444160,0.0,0.0,12,0,0,2,2,2.0,2,4,8,72.0,12.0,4,4,8,200,0.7149628299521282,114.37542715319432
100,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.50683192657138,0,,48.0,0,,0,2.297,21781,1028,0,0.0,10280.0,False,-0.24824774510625228,0,2.666000000000001,21628,992,0,0.0,9920.0,False,-0.2575465639049454,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,7.067000000000002,48537,317,0,0.0,5440.472581456333,False,-0.36910288275305353,0,7.562000000000001,45510,290,0,0.0,4977.088481458475,False,-0.40921233010364655,0,0.5150000000000001,107193,0,179,0.0,8592.0,False,0.17623041620509575,0,0.36200000000000004,106955,0,245,0.0,11760.0,False,0.1904309753653004,0.0,443960,0.0,0.0,11,0,0,4,0,0.0,0,4,8,72.0,12.0,4,4,8,200,0.7103423649678007,115.08576951816212
101,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.520318590277075,2,20.0,48.0,0,,0,2.2970000000000006,21711,1035,0,0.0,10350.0,False,-0.24922509843344223,0,2.666000000000001,21498,1005,0,0.0,10050.0,False,-0.2593616486554411,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,7.067000000000001,48537,317,0,0.0,5440.472581456333,False,-0.36910288275305353,2,7.582000000000001,45460,290,0,0.0,4977.088481458475,False,-0.40982775259118426,0,0.5150000000000001,107193,0,179,0.0,8592.0,False,0.17623041620509575,0,0.3620000000000001,106915,0,247,0.2,11856.0,False,0.19051537690562853,0.025,443670,0.0,0.0,13,0,0,2,1,1.0,2,4,8,72.0,12.0,4,4,8,200,0.7458520419895649,115.83162156015169
102,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.54779932067289,4,20.0,48.0,0,,0,2.297,21621,1044,0,0.0,10440.0,False,-0.2504816955684008,0,2.6660000000000004,21388,1016,0,0.0,10160.0,False,-0.26089748959816816,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,7.087000000000002,48487,317,0,0.0,5440.472581456333,False,-0.36971830524059124,2,7.600000000000002,45410,290,0,0.0,4977.088481458475,False,-0.41044317507872197,0,0.5150000000000001,107153,0,181,0.2,8688.0,False,0.17631481774542385,0,0.36200000000000004,106875,0,249,0.2,11952.0,False,0.19059977844595663,0.05,443290,0.0,0.0,11,0,0,4,2,2.0,0,4,8,72.0,12.0,4,4,8,200,0.7006297069601715,116.53225126711186
103,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.574861531800416,4,20.0,48.0,0,,0,2.2970000000000006,21511,1055,0,0.0,10550.0,False,-0.25201753651112785,0,2.666000000000001,21298,1025,0,0.0,10250.0,False,-0.2621540867331267,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,7.105000000000001,48437,317,0,0.0,5440.472581456333,False,-0.37033372772812895,2,7.618000000000001,45360,290,0,0.0,4977.088481458475,False,-0.4110585975662596,0,0.5150000000000001,107153,0,181,0.0,8688.0,False,0.17631481774542385,0,0.36200000000000004,106795,0,253,0.4,12144.0,False,0.19076858152661286,0.05,442910,0.0,0.0,10,0,0,4,2,2.0,0,4,8,72.0,12.0,4,4,8,200,0.7310741089750081,117.26332537608687
104,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.574861531800416,0,,48.0,0,,0,2.2970000000000006,21391,1067,0,0.0,10670.0,False,-0.25369299935773926,0,2.666000000000001,21218,1033,0,0.0,10330.0,False,-0.26327106196420097,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,7.103000000000001,48437,317,0,0.0,5440.472581456333,False,-0.37033372772812895,0,7.616000000000001,45360,290,0,0.0,4977.088481458475,False,-0.4110585975662596,0,0.5150000000000001,107153,0,181,0.0,8688.0,False,0.17631481774542385,0,0.3620000000000001,106795,0,253,0.0,12144.0,False,0.19076858152661286,0.0,442710,0.0,0.0,10,0,0,1,0,0.0,3,4,9,72.0,12.0,4,4,9,200,0.7886956909787841,118.05202106706565
105,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.619176582706935,7,20.0,48.0,0,,0,2.2970000000000006,21321,1074,0,0.0,10740.0,False,-0.2546703526849292,0,2.666000000000001,21088,1046,0,0.0,10460.0,False,-0.2650861467146966,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,7.103000000000001,48437,317,0,0.0,5440.472581456333,False,-0.37033372772812895,7,7.686000000000001,45165,290,0,0.0,4977.088481458475,False,-0.41345874526765664,0,0.5150000000000001,107113,0,183,0.2,8784.0,False,0.17639921928575197,0,0.3620000000000001,106695,0,258,0.5,12384.0,False,0.19097958537743315,0.0875,442175,0.0,0.0,9,0,0,3,2,2.0,3,6,8,108.0,9.0,6,3,8,200,0.7962366769788787,118.84825774404453
106,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.619176582706935,0,,48.0,0,,0,2.2970000000000006,21271,1079,0,0.0,10790.0,False,-0.2553684622043506,0,2.6660000000000004,20938,1061,0,0.0,10610.0,False,-0.26718047527296085,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,7.103000000000002,48437,317,0,0.0,5440.472581456333,False,-0.37033372772812895,0,7.679000000000001,45165,290,0,0.0,4977.088481458475,False,-0.41345874526765664,0,0.5150000000000001,107113,0,183,0.0,8784.0,False,0.17639921928575197,0,0.36200000000000004,106695,0,258,0.0,12384.0,False,0.19097958537743315,0.0,441975,0.0,0.0,11,0,0,1,0,0.0,3,4,8,72.0,12.0,4,4,8,200,0.7627510819584131,119.61100882600294
107,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.619176582706935,0,,48.0,7,48.0,0,2.2970000000000006,21191,1087,0,0.0,10870.0,False,-0.25648543743542485,0,2.666000000000001,20818,1073,0,0.0,10730.0,False,-0.2688559381195722,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,7.103000000000001,48437,317,0,0.0,5440.472581456333,False,-0.37033372772812895,0,7.679000000000003,45165,290,0,0.0,4977.088481458475,False,-0.41345874526765664,0,0.5150000000000001,107113,0,183,0.0,8784.0,False,0.17639921928575197,0,0.36200000000000004,107031,0,251,0.0,12048.0,False,0.19275201772432346,0.0,442111,0.0,0.0,15,0,0,3,0,0.0,0,3,9,54.0,30.0,3,5,9,536,0.8004989359760657,120.41150776197901
