index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
82,42,0,0,0,10.0,20,10.0,11.726207966057807,42,11.761904761904763,39.055127062358636,20,32.75,52.86233779294937,14,65.85714285714286,58.00000000000001,20,58.0,24,10.376000000000001,9272.0,763,0,0.0,7630.0,False,-0.676080392059799,18,10.757000000000001,6619.0,897,0,0.0,8970.0,False,-0.7251621206870947,0,0.2,51178,395,585,1.0,27479.101478072633,False,0.15230755523077763,0,0.2,51775,286,601,1.0,26825.82684277007,False,0.1571065804246771,4,2.508000000000001,78505,11,10,1.0,958.2297756154387,False,0.01411202269766607,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,106131,0,4,0.0,232.00000000000003,False,-0.03885401024045159,12,7.547000000000002,76143,352,0,0.0,18607.542903118177,False,-0.22701985262109342,0.375,457508,0.0,0.0,20,0,0,18,16,15.23076923076923,30,48,46,351.0,159.0,24,18,46,1319,11.822040416009258,657.5447503218893
83,46,0,0,0,10.0,20,10.0,11.746186463418175,20,12.0,39.11657177789545,1,44.0,54.03349366294533,14,63.142857142857146,58.00000000000001,20,58.0,10,10.452000000000002,9052.0,768,0,0.0,7680.0,False,-0.6809068857977327,10,10.839000000000002,6299.0,912,0,0.0,9120.0,False,-0.7312261769219346,0,0.2,51162,390,594,1.0,27816.256356802987,False,0.15501585420596578,0,0.2,51595,291,611,1.0,27318.36561714881,False,0.15828288351481984,4,2.5440000000000005,79141,2,10,1.0,618.5680801852442,False,0.020097374848720827,0,0.2,77885,0,0,0.0,0.0,False,0.0,2,2.659000000000001,105454,4,10,1.0,796.1339746517815,False,-0.042426706705814186,14,7.675000000000002,75746,352,0,0.0,19019.789769356757,False,-0.22874658605165119,0.5,456334,0.0,0.0,16,0,0,9,15,13.807692307692307,29,38,43,285.0,187.0,18,28,43,483,5.877688708016649,663.422439029906
84,43,0,0,0,10.0,20,10.0,11.749292802129213,23,11.782608695652174,39.16945854965028,1,43.0,55.2920658849429,13,66.0,58.00000000000001,20,58.0,4,10.482000000000001,8896.0,778,0,0.0,7780.0,False,-0.6835305182911737,19,11.019,5774.0,922,0,0.0,9220.0,False,-0.7429830206425424,0,0.2,51054,389,604,1.0,28228.827864017032,False,0.1567604581715128,0,0.2,51475,295,620,1.0,27751.105677411295,False,0.15999348276808575,3,2.5700000000000007,79803,0,3,0.3,165.8761976548287,False,0.02569093020257329,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.657000000000001,105118,7,11,1.0,1025.0444611946004,False,-0.044430874865686344,11,7.771000000000002,75490,352,0,0.0,19462.807191499902,False,-0.22905860581724632,0.4125,455495,0.0,0.0,16,0,0,12,12,11.23076923076923,28,40,45,307.0,185.0,19,24,45,765,6.582553219981492,670.0049922498874
85,45,0,0,0,10.0,20,10.0,11.76116518509132,33,11.848484848484848,39.16945854965028,0,,55.809187684242595,8,63.0,58.00000000000001,20,58.0,19,10.668000000000001,8411.0,784,0,0.0,7840.0,False,-0.6947923370130191,14,11.139999999999999,5364.0,936,0,0.0,9360.0,False,-0.7513984456215039,0,0.2,50898,392,614,1.0,28660.424302041072,False,0.15782189593021517,0,0.2,51240,305,630,1.0,28263.91426773253,False,0.16037341594096713,5,2.6170000000000004,80052,0,0,0.0,0.0,False,0.027823072478654426,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.657000000000001,105640,0,9,0.7,522.0000000000001,False,-0.04198404226447866,11,7.870000000000002,74737,360,0,0.0,20091.307566327334,False,-0.23302768374768262,0.3375,454227,0.0,0.0,16,0,0,8,14,13.625,33,41,41,333.0,177.0,21,24,41,722,7.392036709992681,677.3970289598801
86,41,0,0,0,10.0,20,10.0,11.788447028169987,32,12.0,39.16945854965028,0,,55.809187684242595,0,,58.00000000000001,13,58.0,19,10.839000000000002,7832.0,800,0,0.0,8000.0,False,-0.7071432107321419,13,11.255999999999998,5078.0,940,0,0.0,9400.0,False,-0.7579822781050443,0,0.2,50622,405,624,1.0,29216.06318139062,False,0.15785419157383798,0,0.2,51132,304,640,1.0,28652.141368339853,False,0.16190195935477444,0,2.6120000000000005,80052,0,0,0.0,0.0,False,0.027823072478654426,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6570000000000005,105698,0,8,0.0,464.00000000000006,False,-0.04172169853992148,12,7.979,74437,360,0,0.0,20091.307566327334,False,-0.23574158434655001,0.25,452736,0.0,0.0,13,0,0,10,13,13.0,30,40,40,264.0,174.0,18,23,40,258,6.2417164469952695,683.6387454068754
87,40,0,0,0,10.0,20,10.0,11.794675601072644,32,11.84375,39.388077441161435,4,43.0,54.722589133379415,5,31.4,58.00000000000001,20,58.0,23,11.05,7163.0,811,0,0.0,8110.0,False,-0.7223404781941488,9,11.333,4832.0,949,0,0.0,9490.0,False,-0.7629572793426068,0,0.2,50578,413,630,1.0,29685.689811174707,False,0.16124118972588797,0,0.2,50969,308,650,1.0,29235.01042188531,False,0.16418171381050903,5,2.662000000000001,79774,0,4,0.4,218.89035653351766,False,0.02565892249170906,0,0.2,77885,0,0,0.0,0.0,False,0.0,4,2.6970000000000005,106038,0,1,0.1,58.00000000000001,False,-0.04048235059977203,8,8.047,74197,364,0,0.0,19919.022444550108,False,-0.23869197931758915,0.3125,451436,0.0,0.0,15,0,0,8,15,15.0,27,35,44,196.0,198.0,14,26,44,836,5.933711661025882,689.5724570679013
88,44,0,0,0,10.0,20,10.0,11.804880966880065,39,11.871794871794872,39.66309767882436,4,44.0,54.722589133379415,0,,58.00000000000001,11,58.0,12,11.147,6800.0,826,0,0.0,8260.0,False,-0.7294688381763279,27,11.594,4080.0,954,0,0.0,9540.0,False,-0.7809514380476215,0,0.2,50458,413,640,1.0,30259.798353769056,False,0.16420645715754353,0,0.2,50802,327,656,1.0,29879.18815347856,False,0.16693459141841552,0,2.6570000000000005,79598,0,8,0.4,437.7807130670353,False,0.024804395667118447,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.693000000000001,106096,0,0,0.0,0.0,False,-0.04022000687521485,10,8.139000000000001,73974,364,0,0.0,19919.022444550108,False,-0.24070931209608057,0.3,449693,0.0,0.0,13,0,0,7,12,12.0,34,41,44,279.0,220.0,17,27,44,434,6.222478256968316,695.7949353248696
89,44,0,0,0,10.0,20,10.0,11.810341597163475,34,11.852941176470589,40.17056165158453,8,44.0,55.64455444264893,9,66.0,58.00000000000001,20,58.0,19,11.325,6276.0,839,0,0.0,8390.0,False,-0.7408296618979259,15,11.717,3745.0,961,0,0.0,9610.0,False,-0.7883768130290579,0,0.2,50334,428,646,1.0,31005.009030509573,False,0.16861928244767707,0,0.2,50875,326,662,1.0,30443.08317402425,False,0.17323502470866609,1,2.6670000000000007,79789,0,8,0.8,445.15643554119146,False,0.02730407931913204,0,0.2,77885,0,0,0.0,0.0,False,0.0,9,2.7830000000000004,105317,0,9,0.9,522.0000000000001,False,-0.044906008575925895,11,8.239,73729,364,0,0.0,20254.61781712421,False,-0.24140771011414572,0.4625,447950,0.0,0.0,14,0,0,12,15,14.11111111111111,30,42,45,360.0,207.0,20,24,45,552,6.008025077986531,701.8029604028561
90,45,0,0,0,10.0,20,10.0,11.814505193272803,33,11.848484848484848,39.44773811482568,10,35.0,56.57557537328852,10,65.8,58.00000000000001,20,58.0,24,11.546000000000001,5597.0,847,0,0.0,8470.0,False,-0.7566457106083857,9,11.792000000000002,3475.0,973,0,0.0,9730.0,False,-0.7935745755160636,0,0.2,50342,432,652,1.0,30823.791494360194,False,0.1671529500537852,0,0.2,50826,335,666,1.0,30230.052824220293,False,0.17047457997603974,2,2.686000000000001,79993,0,10,1.0,565.7557537328852,False,0.03069753966574371,0,0.2,77885,0,0,0.0,0.0,False,0.0,7,2.8440000000000003,105060,0,10,1.0,580.0000000000001,False,-0.046968573031065115,4,8.268,73670,364,0,0.0,20593.509435877022,False,-0.24040858028678228,0.5,446848,0.0,0.0,19,0,0,14,15,14.11111111111111,29,43,37,396.0,189.0,22,23,37,1072,6.842498913989402,708.6454593168455
91,37,0,0,0,10.0,20,10.0,11.82358264160803,14,12.0,38.621570879040966,18,35.666666666666664,57.357690200048275,9,65.88888888888889,58.00000000000001,7,58.0,4,11.562,5401.0,861,0,0.0,8610.0,False,-0.7597643681005891,10,11.883000000000001,3245.0,979,0,0.0,9790.0,False,-0.798524825503688,0,0.2,50688,432,648,1.0,30134.565630793215,False,0.16717757096395994,0,0.2,50954,329,672,1.0,29843.654319804573,False,0.1693172721284819,0,2.6840000000000006,79944,8,11,1.0,939.9071592328587,False,0.03247035474887883,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,104995,0,11,0.1,638.0000000000001,False,-0.0472942411029292,7,8.334000000000001,73009,372,0,0.0,21337.06075441796,False,-0.24302500065849195,0.3875,446121,0.0,0.0,16,0,0,8,8,8.0,28,36,40,237.0,189.0,14,23,40,1435,6.335664015030488,714.981123331876
92,40,0,0,0,10.0,20,10.0,11.840885910428192,28,12.0,38.896887964601596,4,44.0,58.59169461602603,27,63.0,58.00000000000001,13,58.0,14,11.698,5001.0,874,0,0.0,8740.0,False,-0.7680560368298599,14,12.013000000000002,2905.0,986,0,0.0,9860.0,False,-0.8060739567348151,0,0.2,50520,436,658,1.0,30756.778537654543,False,0.16971775687074703,0,0.2,50962,333,678,1.0,30315.10504817247,False,0.17364347629597304,16,2.844000000000001,80518,2,10,1.0,663.7107220894635,False,0.03806709072407687,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,103861,8,21,1.0,1686.7335569282086,False,-0.05280918765298167,13,8.457,72097,381,0,0.0,22323.43564870592,False,-0.24681371945185573,0.5,443749,0.0,0.0,13,0,0,20,15,14.777777777777779,27,47,50,325.0,219.0,22,18,50,943,6.120207328989636,721.1013306608656
93,50,0,0,0,10.0,20,10.0,11.846846817153164,10,12.0,39.222341230181755,5,43.8,58.59169461602603,0,,58.00000000000001,8,58.0,5,11.734,4831.0,884,0,0.0,8840.0,False,-0.7710261868224345,5,12.049,2735.0,996,0,0.0,9960.0,False,-0.8090441067273897,0,0.2,50636,431,664,1.0,31149.6255550337,False,0.17526337535752443,0,0.2,50945,328,687,1.0,30831.514181161103,False,0.17792493548787738,0,2.8280000000000007,80299,0,17,0.7,996.0588084724426,False,0.03738883487495952,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.837000000000001,103861,0,29,0.8,1682.0000000000002,False,-0.0528305983246187,8,8.524000000000001,71946,381,0,0.0,22323.43564870592,False,-0.24817971608661898,0.4375,443138,0.0,0.0,13,0,0,16,6,6.0,32,48,51,409.0,258.0,24,26,51,419,7.348397068970371,728.449727729836
94,51,0,0,0,10.0,20,10.0,11.857522141122617,18,12.0,39.222341230181755,0,,59.14681653995557,9,66.0,58.0,13,58.0,18,11.909,4349.0,895,0,0.0,8950.0,False,-0.7815949705460126,0,12.044,2645.0,1005,0,0.0,10050.0,False,-0.8101579129746053,0,0.2,50480,434,674,1.0,31582.022598389718,False,0.17633191861822348,0,0.2,50885,323,697,1.0,31167.951489019288,False,0.1798458516518389,0,2.828000000000001,80893,0,8,0.0,473.1745323196446,False,0.04165869251023722,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,103861,0,29,0.0,1682.0,False,-0.0528305983246187,13,8.646,71010,390,0,0.0,23067.258450582674,False,-0.253282650709311,0.25,442008,0.0,0.0,13,0,0,17,9,9.0,25,42,49,381.0,217.0,22,29,49,794,7.0047941140364856,735.4545218438725
95,49,0,0,0,10.0,20,10.0,11.877089442532531,37,12.0,38.52020616802127,5,29.0,59.200467496705166,1,65.0,58.00000000000001,8,58.0,19,12.081000000000001,3810.0,907,0,0.0,9070.0,False,-0.793450819266373,18,12.224,2175.0,1013,0,0.0,10130.0,False,-0.8208009504479976,0,0.2,50457,438,679,1.0,31357.385163915693,False,0.1739299675516596,0,0.2,50609,336,707,1.0,31224.487813481966,False,0.17544853128034837,0,2.8280000000000007,80813,0,12,0.5,710.405609960462,False,0.042154494510884405,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,103861,0,29,0.0,1682.0000000000002,False,-0.0528305983246187,8,8.713000000000001,70797,391,0,0.0,23147.38279121172,False,-0.25484710430781193,0.3125,440407,0.0,0.0,13,0,0,22,12,12.0,24,46,48,346.0,237.0,25,24,48,410,6.9911495840060525,742.4456714278786
96,48,0,0,0,10.0,20,10.0,11.867405385554484,20,11.75,38.15585871812389,12,36.166666666666664,57.53534278332568,14,45.857142857142854,58.00000000000001,10,58.0,20,12.262,3265.0,916,0,0.0,9160.0,False,-0.8058264442354339,0,12.206000000000001,2065.0,1024,0,0.0,10240.0,False,-0.8221622691945943,0,0.2,50560,438,682,1.0,31220.21920463336,False,0.17454088081219582,0,0.2,50705,336,712,1.0,31154.419616850515,False,0.17653069578474626,2,2.8480000000000008,80919,2,10,1.0,651.6651452695046,False,0.04313837802702387,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,103357,0,37,0.8,2146.0000000000005,False,-0.05529120153425847,10,8.805000000000001,70455,397,0,0.0,22841.531084980295,False,-0.2593243695383642,0.475,439211,0.0,0.0,16,0,0,14,8,7.333333333333333,27,41,44,330.0,264.0,20,28,44,1138,7.741965000983328,750.1876364288619
97,44,0,0,0,10.0,20,10.0,11.848761368442121,37,11.72972972972973,38.47277021739131,4,44.0,57.53534278332568,0,,58.00000000000001,10,58.0,28,12.522,2422.0,924,0,0.0,9240.0,False,-0.8257016979357458,9,12.296000000000001,1790.0,1036,0,0.0,10360.0,False,-0.8274837879312905,0,0.2,50525,446,688,1.0,31753.813479890407,False,0.17865535509425784,0,0.2,50482,345,722,1.0,31865.162769069055,False,0.1788803341415859,0,2.846000000000001,80743,0,16,0.6,920.5654845332109,False,0.042604901357984226,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.837000000000001,103357,0,37,0.0,2146.0000000000005,False,-0.05529120153425847,10,8.895000000000001,70229,397,0,0.0,22841.531084980295,False,-0.26136884132284427,0.325,437433,0.0,0.0,11,0,0,11,14,14.0,31,42,45,345.0,252.0,20,24,45,376,7.205288723984268,757.3929251528461
98,45,0,0,0,10.0,20,10.0,11.851392798467918,38,11.868421052631579,38.47277021739131,0,,57.53534278332568,0,,58.000000000000014,10,58.0,33,12.824,1355.0,932,0,0.0,9320.0,False,-0.8511212316221969,5,12.337000000000002,1600.0,1048,0,0.0,10480.0,False,-0.8307014504232464,0,0.2,50302,455,698,1.0,32246.377335042038,False,0.17906861685075573,0,0.2,50254,354,732,1.0,32357.46084978808,False,0.17920248548722925,0,2.846000000000001,80743,0,16,0.0,920.5654845332109,False,0.042604901357984226,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.837000000000001,103357,0,37,0.0,2146.0000000000005,False,-0.05529120153425847,10,8.985000000000003,69997,397,0,0.0,22841.531084980295,False,-0.26346759111930174,0.25,435493,0.0,0.0,12,0,0,12,15,15.0,31,43,47,326.0,270.0,20,25,47,200,6.405069022031967,763.7979941748781
99,47,0,0,0,10.0,20,10.0,11.827759916955552,23,11.565217391304348,38.78687388919252,4,44.0,55.336295009727586,12,36.833333333333336,58.000000000000014,9,58.0,4,12.831000000000001,1219.0,940,0,0.0,9400.0,False,-0.8534973516162566,19,12.522000000000002,1050.0,1060,0,0.0,10600.0,False,-0.8428295628929261,0,0.2,50091,463,708,1.0,32937.35955509872,False,0.18145587762126775,0,0.2,50375,349,738,1.0,32752.60114124157,False,0.18485720877257888,0,2.846000000000001,81009,0,8,0.4,442.6903600778207,False,0.042952367978929394,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,103163,0,40,0.3,2320.0000000000005,False,-0.05625915941452118,9,9.065000000000001,69554,406,0,0.0,22466.5357739494,False,-0.26917128433559456,0.3375,434346,0.0,0.0,16,0,0,22,11,11.0,23,45,50,381.0,222.0,23,24,50,818,6.849517239024863,770.647511413903
100,50,0,0,0,10.0,20,10.0,11.824606067496978,24,11.791666666666666,39.37139846414928,8,44.0,56.19444611681756,9,65.88888888888889,58.000000000000014,9,58.0,14,12.967,819.0,953,0,0.0,9530.0,False,-0.8617890203455274,10,12.603000000000002,805.0,1067,0,0.0,10670.0,False,-0.8480273253799316,0,0.2,50147,463,714,1.0,33585.971112653686,False,0.18820642839211948,0,0.2,50388,353,744,1.0,33466.40639915349,False,0.19142310026406706,1,2.8560000000000008,81199,0,8,0.8,449.5555689345405,False,0.04543593483298796,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,103098,0,41,0.1,2378.0000000000005,False,-0.05658482748638526,9,9.146,68844,414,0,0.0,23264.500692362468,False,-0.27198485330298683,0.3625,433185,0.0,0.0,15,0,0,17,10,9.125,24,41,45,360.0,240.0,20,30,45,617,6.518317420966923,777.1658288348699
101,45,0,0,0,10.0,20,10.0,11.823641920394337,27,11.814814814814815,39.884165331452344,8,44.0,54.24937826777283,19,44.05263157894737,58.000000000000014,8,58.0,13,13.083000000000002,503.0,960,0,0.0,9600.0,False,-0.8687441215781397,14,12.733,400.0,1080,0,0.0,10800.0,False,-0.8564427503588932,0,0.2,49876,476,724,1.0,34504.1892540792,False,0.19154542533396515,0,0.2,50692,347,746,1.0,33856.39108364029,False,0.2002803759841692,11,2.9650000000000007,81103,0,8,0.8,433.99502614218267,False,0.044103453977930224,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.837000000000001,102468,0,51,1.0,2958.000000000001,False,-0.059660581498434985,8,9.217,68489,423,0,0.0,22947.487007267908,False,-0.276630208394692,0.475,431416,0.0,0.0,14,0,0,17,11,10.11111111111111,21,38,51,342.0,266.0,19,26,51,552,6.658691585995257,783.8245204208652
102,51,0,0,0,10.0,20,10.0,11.814647064343161,15,11.666666666666666,40.33526289006476,8,44.0,55.90990884588088,25,63.0,58.000000000000014,10,58.0,5,13.12,338.0,969,0,0.0,9690.0,False,-0.8717142715707143,10,12.819,120.0,1091,0,0.0,10910.0,False,-0.8620117815949705,0,0.2,49816,471,734,1.0,35170.78172861317,False,0.19639652207796973,0,0.2,50929,347,748,1.0,34270.45917309552,False,0.208162124119988,17,3.1240000000000014,81306,0,8,0.8,447.279270767047,False,0.04679514200916132,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,101460,6,61,1.0,3873.459453075286,False,-0.06463851091406307,10,9.309000000000001,67706,432,0,0.0,24153.08062142054,False,-0.27826038690533667,0.475,429560,0.0,0.0,14,0,0,23,10,9.88888888888889,22,45,58,411.0,267.0,27,24,58,993,6.97523297398584,790.799753394851
103,58,0,0,0,10.0,20,10.0,11.80018917624654,33,11.696969696969697,40.73310048652362,8,44.0,56.610457879357355,13,63.0,58.000000000000014,12,58.0,10,13.215,58.0,980,0,0.0,9800.0,False,-0.8772833028067918,23,13.039000000000003,-540.0,1100,0,0.0,11000.0,False,-0.8772338003069154,0,0.2,49829,475,740,1.0,35747.58421874458,False,0.20174649181483392,0,0.2,50882,356,754,1.0,34913.62511358257,False,0.21303606079115492,5,3.1570000000000014,81518,0,8,0.8,452.88366303485884,False,0.04955308251290269,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,100641,9,71,1.0,4627.494120914217,False,-0.06863683432127957,12,9.419000000000002,67416,432,0,0.0,24455.717803882377,False,-0.27951494543303734,0.475,427689,0.0,0.0,12,0,0,21,13,12.384615384615385,27,48,61,510.0,294.0,30,28,61,552,9.0888516989653,799.8886050938163
104,61,0,0,1,10.0,18,10.0,11.804238228271883,5,12.0,40.86204113116384,4,43.0,54.89309023668079,6,21.0,58.00000000000002,12,58.0,5,13.254999999999999,-125.0,988,0,0.0,9880.0,False,-0.8808227315479432,0,13.016,-77191.33333333333,1110,0,0.0,11100.0,True,-2.7732125472336353,0,0.2,50001,465,746,1.0,35972.05345999465,False,0.20679174840686085,0,0.2,50822,351,764,1.0,35361.88704233261,False,0.215949438577956,0,3.152000000000001,81472,0,6,0.4,329.35854142008475,False,0.04816947128086332,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,100699,0,79,0.9,4582.000000000002,False,-0.06831792440882199,11,9.517000000000001,67037,438,0,0.0,24043.173523666188,False,-0.2848095134715032,0.4125,427791,0.0,0.1,6,0,0,19,19,8113.125,27,46,55,417.0,299.0,24,37,55,396,13.585093341011088,813.4736984348274
105,55,0,0,0,10.000000000000002,9,10.0,11.798926251727742,19,11.736842105263158,40.86204113116384,0,,55.43367864370386,8,63.0,58.000000000000014,12,58.0,19,13.44,-8565.0,997,0,0.0,9970.000000000002,False,-1.0886094747784762,0,13.016,-77191.33333333333,1110,0,0.0,11100.000000000002,True,-2.7732125472336353,0,0.2,49838,469,756,1.0,36425.39950722018,False,0.20792196520244416,0,0.2,50762,346,774,1.0,35709.64831861861,False,0.21797085679587655,2,3.172000000000001,81874,0,0,0.0,0.0,False,0.051216537202285424,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.837000000000001,100427,0,83,0.8,4814.000000000001,False,-0.06972915272023303,8,9.586000000000002,66882,438,0,0.0,24279.951245942288,False,-0.28514071011044534,0.35,419103,0.0,0.1,2,0,0,19,21,24312.43611111111,19,38,41,390.0,270.0,25,30,41,232,6.691450382000767,820.1651488168282
106,41,0,0,1,10.000000000000002,2,10.0,11.798926251727742,0,,40.95816274148375,2,44.0,55.43367864370386,0,,58.00000000000001,20,58.0,0,13.421,-51778.5,999,0,0.0,9990.000000000002,True,-2.157950101480125,0,13.016,-77191.33333333333,1110,0,0.0,11100.000000000002,True,-2.7732125472336353,0,0.2,49882,459,765,1.0,36748.7016467781,False,0.21157233831032973,0,0.2,50806,336,783,1.0,36034.6806471623,False,0.22163658561125293,0,3.1700000000000013,81786,0,2,0.2,110.86735728740771,False,0.05079840378306099,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.837000000000001,100949,0,74,0.0,4292.000000000001,False,-0.0673680591992184,11,9.688000000000002,66626,438,0,0.0,24279.951245942288,False,-0.2874565719548122,0.275,427934,0.0,0.2,7,0,0,22,22,40941.69861111111,10,32,27,336.0,147.0,22,19,27,610,4.903139991045464,825.0682888078736
107,27,0,0,0,10.000000000000002,0,,11.798926251727742,0,,41.1520267478423,4,44.0,52.93823590852927,9,23.0,58.0,20,58.0,0,13.421000000000001,-51778.5,999,0,0.0,9990.000000000002,True,-2.157950101480125,0,13.016000000000004,-77191.33333333333,1110,0,0.0,11100.000000000002,True,-2.7732125472336353,0,0.2,50058,449,771,1.0,37025.93050961217,False,0.2171568463852545,0,0.2,50806,326,793,1.0,36480.00716910219,False,0.22558893062376592,7,3.2400000000000015,81460,0,4,0.4,211.7529436341171,False,0.047260402796649635,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,101206,0,75,0.9,4350.0,False,-0.06478080729496481,12,9.797000000000002,66324,438,0,0.0,23186.94732793582,False,-0.2951324052037423,0.4125,427739,0.0,0.2,6,0,0,21,23,32257.295833333334,3,24,22,177.0,114.0,14,13,22,640,4.108431049040519,829.1767198569141
108,22,0,0,0,10.000000000000002,0,,11.798926251727742,0,,41.27423495350295,4,43.0,50.05442817718968,11,22.454545454545453,58.00000000000001,20,58.0,0,13.421000000000001,-51778.5,999,0,0.0,9990.000000000002,True,-2.157950101480125,0,13.015999999999998,-77191.33333333333,1110,0,0.0,11100.000000000002,True,-2.7732125472336353,0,0.2,50058,439,781,1.0,37414.90612319428,False,0.22060906795883958,0,0.2,50978,316,799,1.0,36706.57442339482,False,0.23065280742136435,7,3.3030000000000013,81151,0,4,0.4,200.2177127087587,False,0.04321896201263882,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.8370000000000006,101539,1,75,1.0,4400.054428177191,False,-0.06154197305921194,10,9.885000000000002,66116,438,0,0.0,21923.83954160908,False,-0.30272729124853415,0.425,427727,0.0,0.2,6,0,0,14,20,48846.43611111111,7,21,29,171.0,93.0,11,11,29,752,3.3174098260351457,832.4941296829493
109,29,0,0,0,10.000000000000002,0,,11.798926251727742,0,,41.46081152786699,4,44.0,48.13310797902489,8,23.0,58.000000000000014,20,58.0,0,13.421,-51778.5,999,0,0.0,9990.000000000002,True,-2.157950101480125,0,13.015999999999998,-77191.33333333333,1110,0,0.0,11100.000000000002,True,-2.7732125472336353,0,0.2,50058,429,791,1.0,37857.24128053399,False,0.22453486412600943,0,0.2,51154,306,805,1.0,36986.42471296161,False,0.23626058108313894,4,3.336000000000001,80955,0,4,0.4,192.53243191609957,False,0.04065309386862747,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.837000000000001,101935,0,74,0.9,4292.000000000001,False,-0.05844837256427421,10,9.975000000000001,65892,438,0,0.0,21082.301294812904,False,-0.3085600889489384,0.4125,427879,0.0,0.2,7,0,0,13,18,48437.91785714286,11,24,27,230.0,117.0,15,14,27,756,4.3712894530035555,836.8654191359528
