index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,10,0,0,0,10.0,20,10.0,21.924700380582742,4,2.0,42.96852998762236,0,,13.164732199463943,0,,57.0,9,57.0,0,3.0080000000000005,63088,24,39,1.0,1095.0633148427269,False,0.25906239676746795,4,7.701000000000003,21986,778,0,0.0,7780.0,False,-0.4880297574294646,0,1.217,62516,71,185,1.0,9505.83177473151,False,0.02150115996789452,0,0.272,64728,324,261,1.0,18318.389250078246,False,0.12200195321457062,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,7.031000000000001,85839,2820,0,0.0,37124.54480248832,False,-0.2560143635847402,0.375,438925,0.0,0.2,8,0,0,7,7,51.12451986870592,15,22,6,100.0,27.0,6,4,6,200,1.0245211655274034,230.65594768337905
80,6,0,0,0,10.0,20,10.0,22.889965638533493,16,33.0,42.96852998762236,0,,13.164732199463943,0,,57.0,10,57.0,0,3.0080000000000005,63506,25,33,1.0,1005.3688660716052,False,0.266445420304614,0,7.697000000000002,21896,787,0,0.0,7870.0,False,-0.4889201060504135,0,1.217,62516,61,195,1.0,9775.151251536903,False,0.023546013481063204,0,0.272,64200,330,271,1.0,19198.160287361712,False,0.12066390511716785,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,10,7.122000000000002,85637,2820,0,0.0,37124.54480248832,False,-0.2574538584788091,0.375,438523,0.0,0.2,9,0,0,7,3,3.0,11,18,9,25.0,27.0,2,4,9,728,0.8793069729581475,231.5352546563372
81,9,0,0,0,10.0,20,10.0,23.554614205424286,40,26.3,42.96852998762236,0,,13.164732199463943,0,,56.99999999999999,10,57.0,1,3.0180000000000002,64371,28,10,1.0,515.5461420542429,False,0.27871419949798426,6,7.757000000000002,21700,794,0,0.0,7940.0,False,-0.4921055755609196,0,1.217,61978,72,205,1.0,10504.480870253132,False,0.02091386019052393,0,0.272,63686,339,281,1.0,20059.171142160718,False,0.11939601189133918,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,10,7.212000000000002,85435,2820,0,0.0,37124.54480248832,False,-0.2588933533728779,0.375,437938,0.0,0.2,9,0,0,6,7,1468.6028050108932,13,19,12,81.0,27.0,5,4,12,710,1.0573006263002753,232.59255528263748
82,12,0,0,0,10.0,20,10.0,23.554614205424286,0,,42.96852998762236,0,,13.164732199463943,0,,57.0,12,57.0,0,3.017000000000001,64271,28,20,1.0,751.0922841084857,False,0.27906584903751813,0,7.751000000000002,21600,804,0,0.0,8040.0,False,-0.49309485180641843,0,1.217,61978,62,215,1.0,10698.620028075113,False,0.022387894462477957,0,0.272,63686,329,291,1.0,20253.310299982695,False,0.12087004616329321,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,12,7.322000000000002,85159,2820,0,0.0,37124.54480248832,False,-0.26086018798061555,0.375,437462,0.0,0.2,7,0,0,11,4,4.0,13,24,10,120.0,21.0,10,2,10,200,1.172405562363565,233.76496084500104
83,10,0,0,0,10.0,20,10.0,23.758989397664614,28,25.107142857142858,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,12,57.0,0,3.0170000000000012,64801,29,10,1.0,527.5898939766462,False,0.28734112118610905,8,7.831000000000002,21353,813,0,0.0,8130.0,False,-0.49709152783823357,0,1.217,61657,63,225,1.0,11164.735579267903,False,0.021052462144988845,0,0.272,63304,336,301,1.0,20916.547963889643,False,0.12010499114611055,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,12,7.4300000000000015,84891,2820,0,0.0,37124.54480248832,False,-0.2627700128895782,0.375,436774,0.0,0.2,9,0,0,9,7,7.0,14,23,6,98.0,9.0,7,3,6,840,1.2361303204670548,235.0010911654681
84,6,0,0,0,10.0,20,10.0,23.758989397664614,0,,42.96852998762236,0,,13.164732199463943,0,,57.0,9,57.0,0,3.017000000000001,64691,30,20,1.0,775.1797879532922,False,0.28761406145337837,0,7.823000000000002,21263,822,0,0.0,8220.0,False,-0.49798187645918246,0,1.217,61657,53,235,1.0,11356.830985167479,False,0.022510978886060403,0,0.272,63304,326,311,1.0,21108.64336978922,False,0.12156350788718233,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,7.508000000000003,84711,2820,0,0.0,37124.54480248832,False,-0.26405273111201577,0.375,436394,0.0,0.2,8,0,0,5,4,4.0,5,10,6,19.0,12.0,2,4,6,200,0.997853759676218,235.99894492514431
85,6,0,0,0,10.0,20,10.0,24.459857094244146,54,26.944444444444443,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,9,57.0,28,3.297000000000001,65143,28,10,1.0,524.5985709424415,False,0.2940781782571173,6,7.883000000000003,20999,834,0,0.0,8340.0,False,-0.5020181235408175,0,1.217,60691,78,245,1.0,12435.158700318521,False,0.016029328203107773,0,0.272,62815,335,321,1.0,21986.950252598566,False,0.1208065710947,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,7.589000000000001,84559,2820,0,0.0,37124.54480248832,False,-0.2651359153887409,0.375,434975,0.0,0.2,9,0,0,4,7,6.75,8,12,9,62.0,3.0,5,1,9,680,1.1848395951092243,237.18378452025354
86,9,0,0,0,10.0,20,10.0,24.033394553618464,6,8.333333333333334,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,14,57.0,0,3.269000000000001,65053,27,20,1.0,750.6678910723692,False,0.29453393109762543,6,7.937000000000002,20778,845,0,0.0,8450.0,False,-0.5053025206758736,0,1.217,60677,72,255,1.0,12687.379554704232,False,0.01773176282556785,0,0.272,62779,327,331,1.0,22081.50344493624,False,0.12097781000817155,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,14,7.7200000000000015,84203,2820,0,0.0,37124.54480248832,False,-0.26767284698422855,0.375,434258,0.0,0.2,7,0,0,6,8,8.0,9,15,11,106.0,6.0,7,2,11,200,1.001957694068551,238.1857422143221
87,11,0,0,0,10.0,20,10.0,23.749404570873757,16,20.125,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,9,57.0,0,3.269000000000001,65243,29,20,1.0,764.9880914174752,False,0.2984348471708428,6,7.991000000000003,20551,853,0,0.0,8530.0,False,-0.509002413834039,0,1.217,60364,75,265,1.0,13167.865789535457,False,0.016626925041649244,0,0.272,62770,320,341,1.0,22252.07818845883,False,0.12213625946015243,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,7.796000000000002,84023,2820,0,0.0,37124.54480248832,False,-0.26895556520666614,0.375,433719,0.0,0.2,8,0,0,5,6,6.0,10,15,12,104.0,12.0,7,4,12,510,1.0011796159669757,239.18692183028907
88,12,0,0,0,10.0,20,10.0,22.988011965395724,9,6.222222222222222,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,12,57.0,0,3.269000000000001,65123,31,30,1.0,999.6403589618717,False,0.2983819433239868,9,8.075000000000001,20282,861,0,0.0,8610.0,False,-0.5135332990384235,0,1.217,60308,74,275,1.0,13517.458632035432,False,0.018430888737304623,0,0.272,62770,310,351,1.0,22208.237734928123,False,0.12180339342875887,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,12,7.907000000000002,83743,2820,0,0.0,37124.54480248832,False,-0.2709509046637913,0.375,432994,0.0,0.2,7,0,0,1,6,6.0,3,4,13,63.0,39.0,4,8,13,200,1.0167784411460161,240.20370027143508
89,13,0,0,0,10.0,20,10.0,23.50462763981901,37,26.10810810810811,42.96852998762236,0,,13.164732199463943,0,,57.0,11,57.0,2,3.289000000000001,65953,29,10,1.0,525.0462763981901,False,0.3101088824779211,5,8.116000000000001,20039,873,0,0.0,8730.0,False,-0.517154050096949,0,1.217,60304,68,285,1.0,13844.345725980067,False,0.020852092736701924,0,0.272,61808,333,361,1.0,23338.680329591403,False,0.11577817509901914,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,11,8.005,83504,2820,0,0.0,37124.54480248832,False,-0.2726540694146945,0.375,432376,0.0,0.2,8,0,0,1,7,6.125,5,6,8,80.0,36.0,6,7,8,680,1.081449430435896,241.28514970187098
90,8,0,0,0,10.0,20,10.0,22.55652235432087,12,6.666666666666667,42.96852998762236,0,,13.164732199463943,0,,57.0,9,57.0,0,3.2870000000000013,65864,29,19,1.0,718.5739247320964,False,0.3102624938143732,11,8.221,19689,883,0,0.0,8830.0,False,-0.5230897075699418,0,1.217,60293,59,295,1.0,14006.551165253528,False,0.021916626161705123,0,0.272,61739,334,371,1.0,23475.203091751067,False,0.11576695892177316,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,8.084000000000001,83324,2820,0,0.0,37124.54480248832,False,-0.27393678763713214,0.375,431677,0.0,0.2,8,0,0,0,7,7.0,3,3,9,35.0,15.0,3,5,9,211,0.8395282113924623,242.12467791326344
91,9,0,0,0,10.0,20,10.0,21.37666906967729,30,13.833333333333334,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,12,57.0,0,3.2870000000000013,66116,29,17,1.0,653.403374184514,False,0.31460372931605896,18,8.39,19119,893,0,0.0,8930.0,False,-0.5333781805231292,0,1.217,59942,65,305,1.0,14494.885135753844,False,0.020294330825883687,0,0.272,61675,338,381,1.0,23596.324070835042,False,0.11571472879622074,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,12,8.195000000000002,83043,2820,0,0.0,37124.54480248832,False,-0.2759392533066041,0.375,430663,0.0,0.2,10,0,0,2,8,8.0,2,4,8,56.0,15.0,4,5,8,552,0.8422493413090706,242.9669272545725
92,8,0,0,0,10.0,20,10.0,21.701672634031162,13,26.692307692307693,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,7,57.0,0,3.2870000000000013,66347,30,16,1.0,647.2267621444986,False,0.3191130818145751,2,8.392000000000001,18985,902,0,0.0,9020.0,False,-0.5351390922401171,0,1.217,59936,57,315,1.0,14772.08228624082,False,0.022307884881788406,0,0.272,61334,339,391,1.0,24157.562248096907,False,0.11479782430638633,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,7,8.253,82929,2820,0,0.0,37124.54480248832,False,-0.27675164151414794,0.375,430299,0.0,0.2,8,0,0,1,4,4.0,1,2,6,21.0,33.0,2,6,6,541,0.7625445183366537,243.72947177290916
93,6,0,0,0,10.0,20,10.0,21.9016229564743,23,23.565217391304348,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,9,57.0,0,3.2870000000000013,66775,30,10,1.0,519.016229564743,False,0.32631293013300555,7,8.460000000000003,18709,912,0,0.0,9120.0,False,-0.5396106208697716,0,1.217,59404,67,325,1.0,15432.180984061044,False,0.019241196179832634,0,0.272,61324,332,401,1.0,24501.719346586033,False,0.11725904170338507,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,8.336,82766,2820,0,0.0,37124.54480248832,False,-0.2779132141266887,0.375,429746,0.0,0.2,9,0,0,0,6,6.0,3,3,2,50.0,24.0,3,3,2,728,0.7387500489130616,244.46822182182223
94,2,0,0,0,10.0,20,10.0,21.9016229564743,0,,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,6,57.0,0,3.2870000000000013,66695,28,20,1.0,718.0324591294859,False,0.326698908423979,0,8.453000000000001,18589,924,0,0.0,9240.0,False,-0.5407977523643702,0,1.217,59404,57,335,1.0,15642.850054372526,False,0.020840736597972292,0,0.272,61324,322,411,1.0,24712.388416897516,False,0.1188585821215245,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,6,8.387,82676,2820,0,0.0,37124.54480248832,False,-0.27855457323790744,0.375,429456,0.0,0.2,7,0,0,0,2,2.0,1,1,6,18.0,18.0,1,1,6,200,0.7015612814575434,245.16978310327977
95,6,0,0,0,10.0,20,10.0,21.38344413182259,26,17.53846153846154,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,12,57.0,0,3.2870000000000013,66905,29,20,1.0,717.6688826364518,False,0.33085027187919397,16,8.613000000000001,18183,933,0,0.0,9330.0,False,-0.5479403268568716,0,1.217,59376,51,345,1.0,15914.698496452667,False,0.02247960226908932,0,0.272,60896,334,421,1.0,25231.82146481776,False,0.11630314081983939,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,12,8.501000000000001,82389,2820,0,0.0,37124.54480248832,False,-0.28059979618146075,0.375,428517,0.0,0.2,9,0,0,2,7,7.0,2,4,13,65.0,21.0,4,2,13,520,0.8958706129342318,246.065653716214
96,13,0,0,0,10.0,20,10.0,21.944809371923984,11,32.0,42.96852998762236,0,,13.164732199463943,0,,57.0,9,57.0,0,3.2870000000000013,67177,27,19,1.0,686.9513780665557,False,0.33592805367878753,0,8.597000000000001,18063,945,0,0.0,9450.0,False,-0.54912745835147,0,1.217,59376,41,355,1.0,16153.56532985482,False,0.024293238955361285,0,0.272,60544,335,431,1.0,25870.94756425977,False,0.11581057479735003,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,8.579,82217,2820,0,0.0,37124.54480248832,False,-0.2818255047051233,0.375,428145,0.0,0.2,9,0,0,2,3,3.0,4,6,14,97.0,36.0,6,7,14,552,0.9769710898399353,247.04262480605394
97,14,0,0,0,10.0,20,10.0,22.34793500237653,13,28.153846153846153,42.96852998762236,0,,13.164732199463943,0,,57.0,14,57.0,0,3.2870000000000013,67450,26,17,1.0,639.914895040401,False,0.340864181225915,1,8.607000000000001,17931,956,0,0.0,9560.0,False,-0.5506509437695382,0,1.217,59010,44,365,1.0,16666.822585586728,False,0.022632397807136505,0,0.272,60544,325,441,1.0,26212.200600313834,False,0.11840159598130562,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,14,8.709999999999999,81862,2820,0,0.0,37124.54480248832,False,-0.2843553100882641,0.375,427565,0.0,0.2,8,0,0,1,6,6.0,4,5,15,81.0,42.0,5,9,15,563,1.0562659529969096,248.09889075905085
98,15,0,0,0,10.0,20,10.0,23.107897540458954,19,30.31578947368421,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,15,57.0,2,3.3070000000000013,67886,25,10,1.0,481.0789754045895,False,0.34791934406438785,0,8.606000000000002,17821,967,0,0.0,9670.0,False,-0.5517391476395869,0,1.217,58914,37,375,1.0,16968.190954355367,False,0.02346279557769105,0,0.272,60064,331,451,1.0,27027.5211103096,False,0.11730309257216534,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,15,8.846,81436,2820,0,0.0,37124.54480248832,False,-0.2873910765480331,0.375,426889,0.0,0.2,9,0,0,2,7,6.666666666666666,5,7,17,85.0,51.0,7,8,17,680,1.1184647381305695,249.21735549718142
99,17,0,0,0,10.0,20,10.0,22.453949136737023,49,20.06122448979592,42.96852998762236,0,,13.164732199463943,0,,57.0,12,57.0,14,3.4450000000000007,68157,26,10,1.0,484.53949136737026,False,0.35331545537738296,25,8.856,17183,976,0,0.0,9760.0,False,-0.5634719639112026,0,1.217,58493,45,385,1.0,17553.311756387775,False,0.021512396978024997,0,0.272,59502,352,461,1.0,27712.28242042534,False,0.11396809879903214,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,12,8.951,81165,2820,0,0.0,37124.54480248832,False,-0.2893222800940363,0.375,425268,0.0,0.2,8,0,0,1,10,9.09090909090909,5,6,19,93.0,48.0,6,11,19,200,1.1533145988360047,250.37067009601742
100,19,0,0,0,10.0,20,10.0,22.2150390915679,19,19.63157894736842,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,9,57.0,0,3.431000000000001,68382,25,10,1.0,472.150390915679,False,0.357644636054328,9,8.921000000000003,16886,987,0,0.0,9870.0,False,-0.5682600609394167,0,1.217,58178,45,395,1.0,17972.246104231388,False,0.019909845445396528,0,0.272,59444,351,471,1.0,28035.656345310468,False,0.11554262027022669,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,9.029,80989,2820,0,0.0,37124.54480248832,False,-0.2905764934670864,0.375,424647,0.0,0.2,11,0,0,3,6,6.0,6,9,14,120.0,60.0,9,10,14,515,1.2576164538040757,251.6282865498215
101,14,0,0,0,10.0,20,10.0,21.34998976534708,25,14.36,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,8,57.0,0,3.431000000000001,68572,27,10,1.0,483.4998976534708,False,0.36151616376136153,15,9.062000000000001,16383,995,0,0.0,9950.0,False,-0.5774207589727356,0,1.217,58171,41,405,1.0,18277.60422536629,False,0.022122031079573362,0,0.272,59092,360,481,1.0,28353.859239571306,False,0.11261339073065252,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,8,9.1,80856,2820,0,0.0,37124.54480248832,False,-0.2915242797092209,0.375,423842,0.0,0.2,9,0,0,3,9,9.0,5,8,8,82.0,16.0,8,6,8,510,1.0171085419133306,252.64539509173483
102,8,0,0,0,10.0,20,10.0,21.34998976534708,0,,42.96852998762236,0,,13.164732199463943,0,,57.0,13,57.0,0,3.431000000000001,68452,29,20,1.0,716.9997953069416,False,0.3614518597929142,0,9.047000000000002,16303,1003,0,0.0,10030.0,False,-0.5782121799691345,0,1.217,58171,31,415,1.0,18493.789627589038,False,0.023763455177357545,0,0.272,59092,350,491,1.0,28570.044641794055,False,0.11425481482843648,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,13,9.222,80556,2820,0,0.0,37124.54480248832,False,-0.29366214341328356,0.375,423342,0.0,0.2,7,0,0,0,4,4.0,2,2,1,16.0,18.0,2,6,1,200,0.666841184720397,253.31223627645522
103,1,0,0,0,10.0,20,10.0,22.244888400897928,17,33.0,42.96852998762236,0,,13.164732199463943,0,,57.0,9,57.0,0,3.431000000000001,68903,30,13,1.0,589.183549211673,False,0.3691106757668046,0,9.047,16213,1012,0,0.0,10120.0,False,-0.5791025285900835,0,1.217,57610,38,425,1.0,19106.931003973623,False,0.01989986032506959,0,0.272,59092,340,501,1.0,29090.4955801041,False,0.11820642628357168,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,9.299000000000001,80386,2820,0,0.0,37124.54480248832,False,-0.2948735995122524,0.375,422972,0.0,0.2,9,0,0,0,4,4.0,0,0,4,0.0,3.0,0,1,4,761,0.5495268069207668,253.861763083376
104,4,0,0,0,10.0,20,10.0,21.373165915867766,66,18.742424242424242,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,12,57.0,23,3.661000000000001,69184,28,10,1.0,493.73165915867764,False,0.37372612539233396,30,9.347000000000001,15160,1024,0,0.0,10240.0,False,-0.5987495548256895,0,1.217,56750,60,435,1.0,19973.700499567793,False,0.013421563934579939,0,0.272,58715,364,511,1.0,29736.751217050893,False,0.11738835905008796,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,12,9.410000000000002,80105,2820,0,0.0,37124.54480248832,False,-0.2968760651817244,0.375,420682,0.0,0.2,9,0,0,1,12,11.222222222222221,2,3,5,35.0,18.0,3,1,5,392,0.8660561451688409,254.72781922854483
105,5,0,0,0,10.0,20,10.0,21.012356559919628,9,11.444444444444445,42.96852998762236,0,,13.164732199463943,0,,57.0,8,57.0,0,3.638000000000001,69094,27,20,1.0,690.2471311983925,False,0.37388950903405466,9,9.407000000000002,14900,1035,0,0.0,10350.0,False,-0.6028055874322346,0,1.217,56750,50,445,1.0,20171.613672487932,False,0.01492425305216112,0,0.272,58612,363,521,1.0,30014.089554802074,False,0.11793000740134905,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,8,9.478,79959,2820,0,0.0,37124.54480248832,False,-0.2979164921843682,0.375,420083,0.0,0.2,7,0,0,3,6,6.0,1,4,9,57.0,18.0,4,1,9,200,0.9017758099362254,255.62959503848106
106,9,0,0,0,10.0,20,10.0,20.978133014263836,17,20.529411764705884,42.96852998762236,0,,13.164732199463943,0,,56.99999999999999,12,57.0,0,3.6380000000000017,69344,24,20,1.0,659.5626602852767,False,0.37853233607974823,7,9.468,14612,1048,0,0.0,10480.0,False,-0.6072177594871592,0,1.217,56421,53,455,1.0,20662.522194124154,False,0.013655582844548821,0,0.272,58592,357,531,1.0,30305.482909519666,False,0.11983875381166888,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,12,9.590000000000002,79673,2820,0,0.0,37124.54480248832,False,-0.29995458891557464,0.375,419410,0.0,0.2,8,0,0,2,7,7.0,3,5,12,77.0,27.0,5,4,12,520,0.9842392550781369,256.6138342935592
