index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
103,27,0,0,0,10.0,20,10.0,14.802486882707925,7,3.0,27.897050989401023,0,,31.000000000000004,20,31.0,0,0.2,44285,26,210,1.0,3368.5222453686642,False,0.31506067978842917,7,8.280000000000001,8490.0,1021,0,0.0,10210.0,False,-0.611082503718961,0,0.2,43676,0,10,0.0,278.9705098940102,False,0.008133202681583948,0,1.1540000000000004,45274,683,72,1.0,12118.686212126386,False,0.18110862606560196,0,2.5400000000000005,58061,0,18,0.0,558.0000000000001,False,-0.044483752620545075,0,1.8740000000000003,55893,0,144,0.0,4464.000000000001,False,-0.04800511006289308,0.3333333333333333,255679,0.0,0.0,17,0,0,11,1,1.0,21,32,24,191.0,63.0,16,11,24,820,1.2729841190157458,147.62393880076706
104,24,0,0,0,10.0,20,10.0,15.485871286574426,12,24.333333333333332,27.897050989401023,0,,31.000000000000007,12,31.0,0,0.2,44481,25,209,1.0,3486.547098894055,False,0.3223559202839863,1,8.283000000000001,8365.0,1032,0,0.0,10320.0,False,-0.6130850211694702,0,0.2,43676,0,10,0.0,278.9705098940102,False,0.008133202681583948,0,1.1540000000000004,44982,685,82,1.0,12895.380012434365,False,0.1833254338552571,0,2.540000000000001,58433,0,6,0.0,186.00000000000006,False,-0.04143736897274633,0,1.874,55893,0,144,0.0,4464.000000000001,False,-0.04800511006289308,0.3333333333333333,255830,0.0,0.0,13,0,0,4,1,1.0,19,23,20,112.0,93.0,8,16,20,858,1.1051207020063885,148.72905950277345
105,20,0,0,0,10.0,20,10.0,15.967742119080176,18,20.0,28.293335500089068,16,32.0,31.000000000000004,8,31.0,0,0.2,44655,21,210,1.0,3563.225845006837,False,0.32843039599792356,9,8.372000000000002,8162.0,1046,0,0.0,10460.0,False,-0.6168898043254377,0,0.2,43676,0,10,0.0,282.9333550008907,False,0.008178792450886851,0,1.1540000000000004,45134,693,76,1.0,13215.938786529332,False,0.19051054698966136,2,2.5600000000000005,58607,0,0,0.0,0.0,False,-0.0401107180293501,0,1.8740000000000003,55381,6,154,1.0,4943.760013000536,False,-0.05246200198997207,0.5,255615,0.0,0.0,12,0,0,4,2,1.6666666666666665,17,21,23,106.0,84.0,7,13,23,1101,1.1683917889604345,149.8974512917339
106,23,0,0,0,10.0,20,10.0,16.341823751785263,27,18.444444444444443,28.324694232914872,1,33.0,31.000000000000004,20,31.0,0,0.2,44967,23,202,1.0,3531.048397860623,False,0.3368956459243137,9,8.453000000000001,7944.0,1054,0,0.0,10540.0,False,-0.6219819201281611,0,0.2,43676,0,10,0.0,283.24694232914874,False,0.008182400054405547,0,1.1540000000000004,44669,710,85,1.0,14010.2938735653,False,0.18895004686352793,12,2.678000000000001,58458,0,0,0.0,0.0,False,-0.04255110062893082,0,1.8740000000000003,55596,0,153,0.7,4743.000000000001,False,-0.050584709119496855,0.45,255310,0.0,0.0,13,0,0,10,6,6.0,16,26,21,142.0,40.0,10,13,21,913,1.484834172995761,151.38228546472965
107,21,0,0,0,10.0,20,10.0,16.749054387169043,18,20.38888888888889,28.86575565854555,23,32.04347826086956,31.000000000000004,11,31.0,0,0.2,45215,22,199,1.0,3553.0618230466393,False,0.3443051525209783,5,8.494000000000002,7754.0,1065,0,0.0,10650.0,False,-0.6258439180684289,0,0.2,43676,0,10,0.0,288.6575565854555,False,0.008244645398111664,0,1.1540000000000004,45039,718,72,1.0,14104.155457402652,False,0.19854304285815946,11,2.7760000000000002,58291,0,1,0.1,31.000000000000004,False,-0.04503242924528302,0,1.8740000000000003,54892,12,163,1.0,5399.389067902547,False,-0.05673980388575611,0.5166666666666667,254867,0.0,0.0,11,0,0,6,7,7.0,19,25,23,90.0,31.0,10,11,23,1275,1.365737164975144,152.7480226297048
108,23,0,0,0,10.0,20,10.0,16.211740874573742,26,12.884615384615385,29.177401245240034,15,32.13333333333333,31.000000000000004,8,31.0,0,0.2,45410,20,198,1.0,3409.9246931656007,False,0.34783620398737836,15,8.639000000000001,7379.0,1077,0,0.0,10770.0,False,-0.6348552465957203,0,0.2,43676,0,10,0.0,291.77401245240037,False,0.00828049804947309,0,1.1540000000000004,45186,734,67,1.0,13854.30368536821,False,0.19905093743233415,7,2.835000000000001,57808,4,10,1.0,426.7096049809602,False,-0.04970265326109668,0,1.874,54859,3,173,1.0,5450.532203735721,False,-0.05686146976762541,0.6666666666666666,254318,0.0,0.0,12,0,0,7,4,3.75,11,18,26,132.0,39.0,10,13,26,957,1.2614633769844659,154.00948600668926
109,26,0,0,0,10.0,20,10.0,15.881803634965062,4,2.0,29.626718501986034,15,33.86666666666667,31.000000000000007,9,31.0,0,0.2,45330,18,208,1.0,3483.4151560727328,False,0.3465987978612074,4,8.664000000000001,7183.0,1089,0,0.0,10890.0,False,-0.6387458519281383,0,0.2,43676,0,10,0.0,296.26718501986034,False,0.00833218886636433,0,1.1540000000000004,45686,728,62,1.0,13398.809593377699,False,0.20531509817055926,0,2.8280000000000007,57612,8,11,1.0,578.0137480158883,False,-0.051673760580320624,0,1.8740000000000003,54826,0,177,0.4,5487.000000000001,False,-0.05710331498951782,0.5666666666666667,254313,0.0,0.0,15,0,0,11,1,1.0,7,18,26,99.0,48.0,10,16,26,987,1.2748846340109594,155.28437064070022
110,26,0,0,0,10.0,20,10.0,16.414127609574546,18,21.0,30.07271082027306,16,34.0,31.0,14,31.0,0,0.2,45615,17,203,1.0,3502.067904743633,False,0.355018707871948,3,8.690000000000001,7013.0,1100,0,0.0,11000.0,False,-0.6420357020254034,0,0.2,43676,0,10,0.0,300.7271082027306,False,0.008383497172273815,0,1.1540000000000004,45852,736,56,1.0,13764.869726582157,False,0.21334579318234498,3,2.858000000000001,57391,14,10,1.0,731.0179514838228,False,-0.05404040592665894,0,1.8740000000000003,54826,0,177,0.0,5487.0,False,-0.05710331498951782,0.5,254373,0.0,0.0,15,0,0,7,2,2.0,7,14,17,70.0,73.0,6,20,17,1460,1.1672470420016907,156.4516176827019
111,17,0,0,0,10.0,20,10.0,15.626757190667542,9,2.0,30.07271082027306,0,,31.000000000000004,10,31.0,0,0.2,45495,19,213,1.0,3518.499281612186,False,0.35182085023475484,9,8.777000000000001,6762.0,1108,0,0.0,11080.0,False,-0.6480718617690812,0,0.2,43676,0,10,0.0,300.7271082027306,False,0.008383497172273815,0,1.1540000000000004,45834,735,66,1.0,13470.465449278665,False,0.20954472239287958,0,2.855000000000001,57701,4,10,1.0,430.2908432810923,False,-0.051425815290216406,0,1.8740000000000003,54826,0,177,0.0,5487.000000000001,False,-0.05710331498951782,0.5,254294,0.0,0.0,10,0,0,5,1,1.0,2,7,23,36.0,31.0,7,10,23,510,1.1479169150115922,157.5995345977135
112,23,0,0,0,10.0,20,10.0,14.801171860344926,18,8.0,29.244429502024868,8,14.625,31.0,20,31.0,0,0.2,45405,18,223,1.0,3480.6613248569183,False,0.34870496230771425,18,8.948000000000002,6374.0,1119,0,0.0,11190.0,False,-0.657598123355075,0,0.2,43676,0,10,0.0,292.44429502024866,False,0.008288209182967306,0,1.1540000000000004,45807,743,68,1.0,12985.891898373971,False,0.20334880928597363,1,2.8650000000000007,57921,1,10,1.0,339.24442950202484,False,-0.04856816341144175,0,1.874,55072,0,169,0.1,5239.0,False,-0.05510514937106918,0.5166666666666667,254255,0.0,0.0,18,0,0,8,3,2.3333333333333335,4,12,18,150.0,48.0,12,11,18,844,1.343415463983547,158.94295006169705
113,18,0,0,0,10.0,20,10.0,14.68510398070441,2,6.0,29.29954407791617,2,33.0,30.999999999999996,20,31.0,0,0.2,45315,17,233,1.0,3591.6292275041274,False,0.3477175481677557,2,8.950000000000003,6234.0,1130,0,0.0,11300.0,False,-0.6600297516878362,0,0.2,43676,0,10,0.0,292.9954407791617,False,0.008294549730559644,0,1.1540000000000004,45861,735,76,1.0,13020.31677573937,False,0.2049873081742599,0,2.8640000000000003,58167,0,3,0.2,92.99999999999999,False,-0.04655562106918239,0,1.8740000000000003,55380,0,159,0.1,4928.999999999999,False,-0.052599253144654086,0.38333333333333336,254633,0.0,0.0,19,0,0,6,1,1.0,0,6,21,72.0,51.0,6,12,21,886,1.147410792997107,160.09036085469415
114,21,0,0,0,10.0,20,10.0,15.528983727202803,11,26.0,29.387892732373356,3,33.0,30.999999999999996,20,31.0,0,0.2,45491,18,232,1.0,3782.7242247110503,False,0.3554858139476922,0,8.948,6144.0,1139,0,0.0,11390.0,False,-0.661317084334592,0,0.2,43676,0,10,0.0,293.87892732373354,False,0.008304713627119488,0,1.1540000000000004,45674,736,83,1.0,13868.527120008252,False,0.21044276747513058,5,2.9140000000000006,58158,0,2,0.2,61.99999999999999,False,-0.046956892033542974,0,1.8740000000000003,55719,0,148,0.1,4587.999999999999,False,-0.049839491614255764,0.38333333333333336,254862,0.0,0.0,19,0,0,6,2,2.0,4,10,17,122.0,48.0,10,11,17,1050,1.2020745500340126,161.29243540472817
115,17,0,0,0,10.0,20,10.0,16.165673759695586,15,21.8,29.387892732373356,0,,30.999999999999996,1,31.0,0,0.2,45731,14,230,1.0,3858.1049647299847,False,0.36342981125886803,3,8.978000000000002,5968.0,1153,0,0.0,11530.0,False,-0.664349467902506,0,0.2,43676,0,10,0.0,293.87892732373354,False,0.008304713627119488,0,1.1540000000000004,45347,741,93,1.0,14711.83828004515,False,0.2126206603474892,0,2.9090000000000007,58158,0,2,0.0,61.99999999999999,False,-0.046956892033542974,0,1.8740000000000003,55750,0,147,0.0,4556.999999999999,False,-0.04958562631027254,0.3333333333333333,254630,0.0,0.0,9,0,0,5,1,1.0,2,7,14,78.0,45.0,7,10,14,531,1.1940306840115227,162.4864660887397
116,14,0,0,0,10.0,20,10.0,16.917079570853204,11,26.0,28.863416993142682,27,26.666666666666668,31.0,10,31.0,0,0.2,45927,13,229,1.0,4004.0112217253836,False,0.3711238588758064,0,8.975000000000001,5858.0,1164,0,0.0,11640.0,False,-0.6659228744707633,0,0.2,43676,0,10,0.0,288.6341699314268,False,0.008244376350966611,0,1.1540000000000004,45781,742,76,1.0,14746.09273305192,False,0.22300046860535547,0,2.9090000000000007,57546,8,12,1.0,602.9073359451414,False,-0.05255087676931716,0,1.874,55952,0,146,0.9,4526.0,False,-0.046531053459119495,0.65,254740,0.0,0.0,16,0,0,8,0,0.0,2,10,17,80.0,22.0,10,4,17,1516,0.9956163039896637,163.48208239272935
117,17,0,0,0,10.0,20,10.0,16.925165411096312,14,17.0,28.895968060955877,1,33.0,30.999999999999996,16,31.0,0,0.2,46065,13,225,1.0,3938.16221749667,False,0.3741297948491915,0,8.975000000000001,5758.0,1174,0,0.0,11740.0,False,-0.6673532440782698,0,0.2,43676,0,10,0.0,288.95968060955875,False,0.008248121124310491,0,1.1540000000000004,45576,746,85,1.0,15082.330681859097,False,0.22215188764735969,0,2.9090000000000007,57823,0,11,0.9,340.99999999999994,False,-0.05015887054507338,0,1.8740000000000003,56138,0,140,0.0,4339.999999999999,False,-0.04500786163522012,0.48333333333333334,255036,0.0,0.0,16,0,0,8,0,0.0,2,10,18,69.0,36.0,10,7,18,967,1.1395792820258066,164.62166167475516
118,18,0,0,0,10.0,20,10.0,15.96615411707409,32,12.09375,28.931540284022994,1,33.0,30.999999999999996,20,31.0,0,0.2,46309,14,220,1.0,3652.5539057563,False,0.37702474404617664,17,9.145000000000001,5293.0,1183,0,0.0,11830.0,False,-0.6793683487813251,0,0.2,43676,0,10,0.0,289.3154028402299,False,0.008252213460496928,0,1.1540000000000004,45222,768,94,1.0,14981.571148611063,False,0.2128476732388186,0,2.9090000000000007,58069,0,3,0.1,92.99999999999999,False,-0.04816070492662474,0,1.8740000000000003,56479,0,129,0.0,3998.9999999999995,False,-0.04221534329140461,0.35000000000000003,255048,0.0,0.0,19,0,0,10,3,3.0,3,13,16,94.0,56.0,13,5,16,1207,1.1419172619935125,165.76357893674867
119,16,0,0,0,10.0,20,10.0,12.031178467616428,62,2.8225806451612905,28.970348639429464,1,33.0,30.999999999999996,20,31.0,0,0.2,46199,15,230,1.0,2917.1710475517784,False,0.3633592380070914,62,9.748000000000001,3789.0,1192,0,0.0,11920.0,False,-0.7211065339283671,0,0.2,43676,0,10,0.0,289.70348639429466,False,0.008256678091140505,0,1.1540000000000004,45080,820,103,1.0,12849.512253306706,False,0.18505260058564613,5,2.9590000000000005,58093,0,1,0.1,30.999999999999996,False,-0.048275353773584904,0,1.8740000000000003,56851,0,117,0.0,3626.9999999999995,False,-0.03916895964360587,0.35000000000000003,253688,0.0,0.0,14,0,0,5,5,5.0,2,7,18,93.0,57.0,7,9,18,698,0.9772309220279567,166.74080985877663
120,18,0,0,0,10.0,20,10.0,12.031178467616428,0,,30.24417019043857,32,34.0,30.999999999999996,20,31.0,0,0.2,46089,16,240,1.0,3047.4828322279427,False,0.36207636503358437,0,9.686000000000002,3699.0,1201,0,0.0,12010.0,False,-0.7223938665751231,0,0.2,43676,0,10,0.0,302.4417019043857,False,0.008403222377069513,0,1.1540000000000004,46168,810,81,1.0,12195.03234419483,False,0.20255662813716382,11,3.0640000000000005,57452,6,10,1.0,491.4650211426314,False,-0.05500307077811653,0,1.874,56555,6,119,1.0,3870.465021142631,False,-0.04202318346155469,0.6666666666666666,253639,0.0,0.0,14,0,0,6,4,3.5,2,8,22,92.0,90.0,8,10,22,1536,1.0750889859627932,167.81589884473942
121,22,0,0,0,10.0,20,10.0,12.303657454295536,4,25.0,27.52389993830248,56,22.0,30.999999999999996,20,31.0,0,0.2,46109,14,246,1.0,3166.699733756702,False,0.3643537552030653,0,9.686000000000002,3579.0,1213,0,0.0,12130.0,False,-0.724110310104131,0,0.2,43676,0,10,0.0,275.2389993830248,False,0.008090274255476385,0,1.1540000000000004,47300,804,35,1.0,10855.477091094197,False,0.21319172025095717,0,3.053000000000001,57700,0,8,0.6,247.99999999999997,False,-0.05293501048218029,0,1.8740000000000003,55695,52,117,1.0,5058.242796791728,False,-0.04638165948644087,0.6,254059,0.0,0.0,16,0,0,8,0,0.0,2,10,24,150.0,111.0,10,12,24,2152,1.2294822260155343,169.04538107075496
122,24,0,0,0,10.0,20,10.0,13.129894731759142,11,26.0,27.52389993830248,0,,31.0,12,31.0,0,0.2,46305,13,245,1.0,3346.82420928099,False,0.37253724981807124,0,9.686,3469.0,1224,0,0.0,12240.0,False,-0.7256837166723882,0,0.2,43676,0,10,0.0,275.2389993830248,False,0.008090274255476385,0,1.1540000000000004,47014,805,45,1.0,11808.140756289722,False,0.21757099024768445,0,3.053000000000001,57917,0,1,0.0,31.0,False,-0.051157953354297694,0,1.8740000000000003,55850,42,122,1.0,4938.0037974087045,False,-0.04482766806367349,0.5,254231,0.0,0.0,14,0,0,6,0,0.0,5,11,27,183.0,114.0,11,13,27,858,1.430722262011841,170.4761033327668
123,27,0,0,0,10.000000000000002,20,10.0,11.640135685480109,32,4.0,27.52389993830248,0,,30.999999999999996,9,31.0,0,0.2,46225,11,255,1.0,3078.234599797428,False,0.36640683430308724,32,10.006000000000002,2779.0,1236,0,0.0,12360.000000000002,False,-0.743706373726971,0,0.2,43676,0,10,0.0,275.2389993830248,False,0.008090274255476385,0,1.1540000000000004,46886,827,55,1.0,11140.206708498688,False,0.2069417733709757,0,3.0530000000000004,57917,0,1,0.0,30.999999999999996,False,-0.051157953354297694,0,1.8740000000000003,56129,32,123,1.0,4693.764798025679,False,-0.04225821542497319,0.5,253612,0.0,0.0,9,0,0,4,2,2.0,5,9,24,132.0,96.0,9,18,24,479,1.3455054250080138,171.8216087577748
124,24,0,0,0,10.000000000000002,20,10.0,13.600348586776299,70,18.542857142857144,27.52389993830248,0,,31.000000000000004,9,31.0,0,0.2,47413,12,195,1.0,2772.0679744213785,False,0.39601310181973604,0,9.974000000000002,2689.0,1245,0,0.0,12450.000000000002,False,-0.744993706373727,0,0.2,43676,0,10,0.0,275.2389993830248,False,0.008090274255476385,0,1.1540000000000004,45588,887,65,1.0,13852.562692460238,False,0.20828036782085776,8,3.1330000000000005,57862,0,0,0.0,0.0,False,-0.05231263102725367,0,1.874,56129,22,133,1.0,4728.525798642655,False,-0.04197355052212184,0.5,253357,0.0,0.0,10,0,0,7,4,3.5,2,9,19,95.0,89.0,9,15,19,1498,1.0840180329978466,172.90562679077266
125,19,0,0,0,10.000000000000002,20,10.0,13.693817588141576,22,14.636363636363637,27.52389993830248,0,,31.000000000000004,15,31.0,0,0.2,47645,10,193,1.0,2742.9067945113243,False,0.4022329041439427,10,10.074000000000003,2369.0,1257,0,0.0,12570.000000000002,False,-0.7524316283327612,0,0.2,43676,0,10,0.0,275.2389993830248,False,0.008090274255476385,0,1.1540000000000004,45266,899,75,1.0,14375.034507111963,False,0.20688227080106722,7,3.1950000000000007,57799,0,0,0.0,0.0,False,-0.05334447064989518,0,1.8740000000000003,56377,12,135,1.0,4515.286799259631,False,-0.03965796318740476,0.5,253132,0.0,0.0,11,0,0,4,4,4.0,2,6,17,87.0,54.0,6,13,17,760,1.0494954390451312,173.9551222298178
126,17,0,0,0,10.0,20,10.0,13.579182188052263,2,1.0,27.42397436170302,36,27.0,30.999999999999996,12,31.0,0,0.2,47555,9,203,1.0,2846.5739841746094,False,0.40114106282433076,2,10.084000000000001,2219.0,1268,0,0.0,12680.0,False,-0.7551493305870237,0,0.2,43676,0,10,0.0,274.23974361703023,False,0.008078778514760349,0,1.1540000000000004,46236,891,49,1.0,13442.826073278015,False,0.21847620994521672,1,3.1980000000000004,57473,0,10,1.0,309.99999999999994,False,-0.056145178197064986,0,1.8740000000000003,56066,28,134,1.0,4921.871282127684,False,-0.04142204466286945,0.6666666666666666,253225,0.0,0.0,16,0,0,5,2,2.0,1,6,21,63.0,32.0,6,11,21,1513,0.9563070239964873,174.91142925381428
127,21,0,0,0,10.0,20,10.0,13.579182188052263,0,,27.456607507012333,1,33.0,31.0,20,31.0,0,0.2,47485,6,213,1.0,2952.365806055132,False,0.4006517594412281,0,10.082000000000003,2089.0,1281,0,0.0,12810.0,False,-0.7570088110767822,0,0.2,43676,0,10,0.0,274.5660750701233,False,0.008082532730547615,0,1.1540000000000004,46269,881,58,1.0,13555.742743080758,False,0.22053452145645344,2,3.2170000000000005,57771,0,0,0.0,0.0,False,-0.053803066037735846,0,1.8740000000000003,56281,19,136,1.0,4737.675542633235,False,-0.03940910358823672,0.5,253571,0.0,0.0,16,0,0,6,1,0.6666666666666666,2,8,26,69.0,69.0,8,13,26,760,1.065871914033778,175.97730116784805
128,26,0,0,0,10.0,20,10.0,14.019889923791697,8,25.0,27.07695076482094,5,15.4,31.0,14,31.0,0,0.2,47555,9,215,1.0,3104.2763336152148,False,0.4048271589085595,0,10.082000000000003,2019.0,1288,0,0.0,12880.0,False,-0.7580100698020369,0,0.2,43676,0,10,0.0,270.7695076482094,False,0.008038855870049757,0,1.1540000000000004,46146,879,63,1.0,14029.33114119662,False,0.22315276725871597,0,3.2150000000000007,57727,0,4,0.4,124.0,False,-0.05350825471698113,0,1.874,56682,10,132,1.0,4362.76950764821,False,-0.035911544257335844,0.5666666666666667,253805,0.0,0.0,17,0,0,8,0,0.0,0,8,26,84.0,100.0,8,18,26,911,1.252454135043081,177.22975530289114
129,26,0,0,0,10.0,20,10.0,13.767617654323539,4,2.0,27.158701724374847,2,33.0,30.999999999999996,11,31.0,0,0.2,47465,8,225,1.0,3177.713972222796,False,0.40330292327816114,4,10.122000000000002,1833.0,1299,0,0.0,12990.0,False,-0.7617576381737041,0,0.2,43676,0,10,0.0,271.58701724374845,False,0.008048260747822725,0,1.1540000000000004,46204,873,71,1.0,13947.398034655063,False,0.2235446831100164,0,3.2150000000000007,57694,0,5,0.1,154.99999999999997,False,-0.05379487683438155,0,1.8740000000000003,56990,1,131,1.0,4088.158701724374,False,-0.033115838724086306,0.5166666666666667,253862,0.0,0.0,13,0,0,6,1,1.0,4,10,29,135.0,123.0,10,16,29,607,1.2536844100104645,178.4834397129016
130,29,0,0,0,10.0,20,10.0,13.767617654323539,0,,27.947649093537265,17,34.0,30.999999999999996,0,,0,0.2,47375,7,235,1.0,3305.3901487660314,False,0.4025544992099501,0,10.118,1723.0,1310,0,0.0,13100.0,False,-0.7633310447419613,0,0.2,43676,0,10,0.0,279.4764909353727,False,0.008139023640598327,0,1.1540000000000004,46782,863,64,1.0,13670.1035776676,False,0.23365357758119276,0,3.2150000000000007,57694,0,5,0.0,154.99999999999997,False,-0.05379487683438155,0,1.8740000000000003,56412,8,141,1.0,4594.581192748297,False,-0.0384353610394695,0.5,253662,0.0,0.0,9,0,0,8,0,0.0,2,10,28,150.0,147.0,10,19,28,778,1.250516336003784,179.73395604890538
131,28,0,0,0,10.0,20,10.0,13.427108600294746,15,9.533333333333333,28.63508167464403,17,34.0,30.999999999999996,0,,0,0.2,47365,8,241,1.0,3315.933172671034,False,0.40241922949809816,11,10.228000000000002,1427.0,1319,0,0.0,13190.0,False,-0.7705115001716444,0,0.2,43676,0,10,0.0,286.35081674644033,False,0.008218107964963027,0,1.1540000000000004,47217,868,57,1.0,13286.929920510549,False,0.23925417514737643,0,3.2150000000000007,57694,0,5,0.0,154.99999999999997,False,-0.05379487683438155,0,1.8740000000000003,55834,15,151,1.0,5110.52622511966,False,-0.043676901327308906,0.5,253213,0.0,0.0,10,0,0,10,2,2.0,4,14,34,156.0,118.0,14,14,34,878,1.361405866977293,181.09536191588268
132,34,0,0,0,10.0,20,10.0,13.572449052014091,29,14.413793103448276,28.667246306303284,1,33.0,30.999999999999996,0,,0,0.2,47511,12,240,1.0,3377.387772483382,False,0.407474936670148,18,10.397000000000002,1095.0,1325,0,0.0,13250.0,False,-0.7791509326009841,0,0.2,43676,0,10,0.0,286.67246306303286,False,0.008221808281522183,0,1.1540000000000004,46832,887,66,1.0,13930.800565352514,False,0.23780314487773824,0,3.2150000000000007,57661,0,6,0.1,185.99999999999997,False,-0.05408149895178197,0,1.874,55834,5,161,1.0,5134.336231531515,False,-0.04348191634293504,0.5166666666666667,252609,0.0,0.0,11,0,0,11,2,2.0,8,19,27,256.0,90.0,19,15,27,519,1.4852941219578497,182.58065603784053
133,27,0,0,0,10.0,20,10.0,13.572449052014091,0,,28.011660447332044,6,14.666666666666666,30.999999999999996,0,,0,0.2,47381,15,250,1.0,3543.112263003523,False,0.40612644843522605,0,10.379000000000001,1025.0,1332,0,0.0,13320.0,False,-0.7801521913262387,0,0.2,43676,0,10,0.0,280.1166044733204,False,0.008146387700443208,0,1.1540000000000004,46920,877,70,1.0,13863.854049929601,False,0.23905772916489815,0,3.2150000000000007,57573,0,12,0.6,371.99999999999994,False,-0.05399960691823899,0,1.8740000000000003,55834,0,166,0.5,5145.999999999999,False,-0.04338639937106918,0.5166666666666667,252409,0.0,0.0,10,0,0,8,0,0.0,4,12,28,122.0,40.0,12,15,28,288,3.0639869320439175,185.64464296988444
134,28,0,0,0,10.0,20,10.0,14.011673260135163,15,19.2,28.054544527287003,1,33.0,30.999999999999996,0,,0,0.2,47531,15,250,1.0,3652.918315033791,False,0.4119881896531896,5,10.429000000000002,854.0,1342,0,0.0,13420.0,False,-0.7836136857764047,0,0.2,43676,0,10,0.0,280.54544527287004,False,0.008151321214772371,0,1.1540000000000004,46665,882,79,1.0,14574.604833094887,False,0.24136722692346052,0,3.2150000000000007,57540,0,13,0.1,402.99999999999994,False,-0.05428622903563941,0,1.8740000000000003,55834,0,166,0.0,5145.999999999999,False,-0.04338639937106918,0.35000000000000003,252100,0.0,0.0,11,0,0,4,2,2.0,2,6,26,83.0,69.0,6,22,26,483,1.1461805520229973,186.79082352190744
135,26,0,0,0,10.0,20,10.0,13.965620815033823,1,6.0,26.878013854670808,15,18.666666666666668,30.999999999999996,0,,0,0.2,47401,18,260,1.0,3811.061411908794,False,0.41053125946774227,1,10.434000000000001,769.0,1349,0,0.0,13490.0,False,-0.7850440553839112,0,0.2,43676,0,10,0.0,268.7801385467081,False,0.00801596956590473,0,1.1540000000000004,46939,873,74,1.0,14180.959996770167,False,0.24314297543566984,0,3.2150000000000007,57540,0,13,0.0,402.99999999999994,False,-0.05428622903563941,0,1.8740000000000003,55554,5,176,1.0,5590.390069273353,False,-0.04433315260356592,0.5,251879,0.0,0.0,9,0,0,4,1,1.0,2,6,29,58.0,90.0,6,20,29,480,1.004880669992417,187.79570419189986
136,29,0,0,0,10.0,20,10.0,13.814703257205792,2,2.0,27.779217370421733,23,32.0,30.999999999999996,0,,0,0.2,47291,19,270,1.0,3919.969879445564,False,0.40894223995087486,2,10.453000000000003,641.0,1358,0,0.0,13580.0,False,-0.7874184689323721,0,0.2,43676,0,10,0.0,277.79217370421736,False,0.008119646745481338,0,1.1540000000000004,47671,865,61,1.0,13644.250577078736,False,0.2538108068781779,0,3.2150000000000007,57060,5,23,1.0,851.8960868521085,False,-0.05847176291558479,0,1.874,55298,3,186,1.0,5849.337652111264,False,-0.04640545030700287,0.6666666666666666,251637,0.0,0.0,11,0,0,13,2,2.0,1,14,26,117.0,90.0,14,15,26,936,1.2520329629769549,189.0477371548768
137,26,0,0,0,10.0,20,10.0,13.814703257205792,0,,27.779217370421733,0,,30.999999999999996,0,,0,0.2,47191,19,280,1.0,4058.116912017622,False,0.40805751390344464,0,10.451,541.0,1368,0,0.0,13680.0,False,-0.7888488385398787,0,0.2,43676,0,10,0.0,277.79217370421736,False,0.008119646745481338,0,1.1540000000000004,47671,855,71,1.0,13783.895718210897,False,0.2554173268396634,0,3.2150000000000007,57060,0,28,0.5,867.9999999999999,False,-0.058339884696016774,0,1.8740000000000003,55298,0,189,0.3,5858.999999999999,False,-0.04632632337526205,0.4666666666666666,251437,0.0,0.0,6,0,0,9,0,0.0,2,11,28,138.0,75.0,11,15,28,200,1.17962280503707,190.22735995991388
