index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,8,0,0,0,10.0,20,10.0,16.525358686977533,8,7.625,37.60879273537419,17,35.0,17.788321299930484,16,22.3125,45.99999999999999,9,46.0,0,2.7650000000000006,54111,13,30,1.0,625.760760609326,False,0.15348820271087832,2,3.6220000000000008,33696,794,0,0.0,7940.0,False,-0.20168708405747954,0,0.2,91908,7,141,1.0,5418.5172864966025,False,0.16406164517664806,0,6.041000000000001,53223,704,0,0.0,11633.852515632183,False,-0.2736408275163493,16,8.46,78100,621,0,0.0,23355.06028866737,False,-0.26300102496134564,0,9.146000000000003,77159,604,0,0.0,22715.71081216601,False,-0.2733501177516479,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,9,6.914000000000002,116955,1899,0,0.0,33780.02214856799,False,-0.16898454586256223,0.25,666578,0.0,0.0,11,0,0,8,8,8.0,14,22,7,94.0,3.0,7,1,7,848,0.9392120400443673,128.884438799927
80,7,0,0,0,10.0,20,10.0,16.525358686977533,0,,37.81195883766563,7,40.285714285714285,18.21639437223591,18,21.166666666666668,45.99999999999999,9,46.0,0,2.7650000000000006,54011,13,40,1.0,791.0143474791014,False,0.1531199858789273,0,3.620000000000001,33596,804,0,0.0,8040.0,False,-0.20274681022423804,0,0.2,92190,0,141,0.7,5331.486196110854,False,0.16699568290710637,0,6.041000000000001,53223,704,0,0.0,11633.852515632183,False,-0.2736408275163493,13,8.574000000000002,77725,623,0,0.0,23556.850355865685,False,-0.26525119913037926,5,9.196000000000002,76879,609,0,0.0,23027.482932138366,False,-0.2743689901402193,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,9,6.995000000000002,116429,1917,0,0.0,34920.82801157624,False,-0.16870885742268113,0.2125,665479,0.0,0.0,9,0,0,3,7,7.0,17,20,9,64.0,17.0,5,2,9,482,0.9336810969980434,129.81811989692505
81,9,0,0,0,10.0,20,10.0,16.746911126555464,19,18.526315789473685,37.81195883766563,0,,18.568527824864468,7,25.0,45.99999999999999,11,46.0,0,2.7650000000000006,54263,13,31,1.0,649.1542449232194,False,0.15695767713241512,0,3.620000000000001,33496,814,0,0.0,8140.0,False,-0.20380653639099658,0,0.2,92160,0,146,0.5,5520.5459902991815,False,0.16778958435015853,0,6.041000000000001,52901,718,0,0.0,12024.282188866822,False,-0.275200645967946,0,8.561000000000002,77725,623,0,0.0,23556.850355865685,False,-0.26525119913037926,7,9.261000000000003,76788,609,0,0.0,23027.482932138366,False,-0.27511602457768597,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,7.096000000000002,116067,1924,0,0.0,35725.84753503923,False,-0.16845734085309,0.1875,664826,0.0,0.0,11,0,0,7,4,4.0,17,24,10,115.0,3.0,8,1,10,552,0.9357572720036842,130.75387716892874
82,10,0,0,0,10.0,20,10.0,16.723359636731626,23,16.56521739130435,37.826100677277715,1,39.0,18.494636577109002,6,17.0,45.99999999999999,11,46.0,0,2.7650000000000006,54559,11,21,1.0,461.19055237136416,False,0.16123935560564798,3,3.650000000000001,33335,826,0,0.0,8260.0,False,-0.20594718324784875,0,0.2,92007,4,155,1.0,5929.9390435249725,False,0.16842559880124114,0,6.041,52712,727,0,0.0,12157.882455903891,False,-0.27670405221387334,0,8.561000000000002,77686,624,0,0.0,23603.486822621293,False,-0.2653799334128749,6,9.314000000000002,76662,609,0,0.0,23036.09531246213,False,-0.27611502970708807,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,7.195000000000001,115788,1930,0,0.0,35694.64859382038,False,-0.17028644685332234,0.25,664175,0.0,0.0,10,0,0,5,6,6.0,18,23,13,110.0,19.0,8,2,13,615,1.010922571993433,131.76479974092217
83,13,0,0,0,10.0,20,10.0,17.045292838586033,13,21.0,37.826100677277715,0,,18.38523170888852,4,15.25,45.99999999999999,11,46.0,0,2.7650000000000006,54732,11,18,1.0,416.81527109454856,False,0.16443575167536925,0,3.6470000000000007,33235,836,0,0.0,8360.0,False,-0.20700690941460725,0,0.2,92007,0,159,0.4,6014.350007687157,False,0.16894484638472954,0,6.041,52439,740,0,0.0,12613.516700553664,False,-0.2772599302394524,1,8.571000000000002,77667,624,0,0.0,23603.486822621293,False,-0.26553590763608226,3,9.338000000000001,76590,609,0,0.0,23036.09531246213,False,-0.27670608992134743,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,7.294000000000002,115550,1934,0,0.0,35557.038124990395,False,-0.17219133586758387,0.175,663646,0.0,0.0,9,0,0,9,5,5.0,19,28,11,143.0,3.0,12,1,11,473,1.025098923011683,132.78989866393385
84,11,0,0,0,10.0,20,10.0,17.042046538447355,12,17.0,38.03494519717683,6,40.666666666666664,18.157490294211573,2,6.0,46.0,12,46.0,0,2.7650000000000006,54836,11,16,1.0,382.6727446151577,False,0.1662781648151325,0,3.6470000000000007,33135,846,0,0.0,8460.0,False,-0.2080666355813658,0,0.2,92047,2,163,1.0,6233.780160216718,False,0.17078676804345816,0,6.041,52439,740,0,0.0,12611.114438451043,False,-0.277274707570858,0,8.57,77457,629,0,0.0,23923.980529024226,False,-0.2659443396583991,2,9.355,76492,610,0,0.0,23201.316570277868,False,-0.27683242387933393,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,7.403000000000001,115330,1936,0,0.0,35152.901209593605,False,-0.17481186993333736,0.25,663162,0.0,0.0,10,0,0,6,5,5.0,18,24,12,103.0,6.0,9,2,12,648,1.7783905409742147,134.56828920490807
85,12,0,0,0,10.0,20,10.0,16.377284601941426,19,11.105263157894736,38.19054482833326,3,42.0,16.519759052825968,16,6.5,46.00000000000001,10,46.0,0,2.7650000000000006,54950,10,14,1.0,329.28198442717996,False,0.16812854461899862,7,3.7170000000000005,32921,857,0,0.0,8570.0,False,-0.21143656479165784,0,0.2,91962,11,170,1.0,6672.54275143801,False,0.1724400405467263,0,6.041000000000001,52439,740,0,0.0,12119.190605436655,False,-0.28030073936765426,16,8.730000000000002,76827,629,0,0.0,24021.85269702162,False,-0.27071439191798374,0,9.353000000000002,76366,613,0,0.0,23410.803979768287,False,-0.27700692041305136,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,7.491000000000001,115056,1952,0,0.0,32246.56967111629,False,-0.18553547804225606,0.25,661947,0.0,0.0,10,0,0,7,9,9.0,19,26,9,125.0,6.0,10,2,9,530,0.9735011059674434,135.5417903108755
86,9,0,0,0,10.0,20,10.0,15.823752603513256,14,9.785714285714286,37.54648527201311,39,36.41025641025641,16.481458332922138,4,15.5,46.00000000000001,9,46.0,0,2.7650000000000006,55037,5,10,1.0,208.23752603513256,False,0.16868972835016666,0,3.7100000000000013,32771,872,0,0.0,8720.0,False,-0.2130261540417956,0,0.2,93245,15,141,1.0,5531.410712406548,False,0.18120500671985515,0,6.041000000000001,52439,740,0,0.0,11709.57692659981,False,-0.28282044655274347,0,8.714,75967,652,0,0.0,24480.308397352546,False,-0.275892507501734,4,9.393000000000002,75711,629,0,0.0,23616.739236096244,False,-0.2815386478015998,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,9,7.5710000000000015,114845,1956,0,0.0,32237.732499195703,False,-0.18687296662404634,0.25,661441,0.0,0.0,13,0,0,7,6,6.0,12,19,10,45.0,20.0,6,3,10,1757,0.9376399850007147,136.47943029587623
87,10,0,0,0,10.0,20,10.0,15.823752603513256,0,,37.68937755767756,6,40.0,17.116179866791587,10,23.2,46.00000000000001,8,46.0,0,2.7650000000000006,54947,4,20,1.0,356.4750520702651,False,0.16835313310235117,0,3.7100000000000013,32661,883,0,0.0,8830.0,False,-0.21419185282522996,0,0.2,93485,5,145,1.0,5544.0785088808125,False,0.1842356149509166,0,6.041000000000001,52439,740,0,0.0,11709.57692659981,False,-0.28282044655274347,8,8.794000000000002,75855,652,0,0.0,24573.474167605767,False,-0.2764295276952519,2,9.409000000000002,75435,635,0,0.0,23932.75474912525,False,-0.2825072661448703,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,8,7.642000000000002,114494,1966,0,0.0,33650.40961811226,False,-0.18466674442726322,0.25,660742,0.0,0.0,9,0,0,4,5,5.0,18,22,11,96.0,15.0,7,3,11,440,1.0026717739528976,137.48210206982912
88,11,0,0,0,10.0,20,10.0,16.186263303895874,14,20.071428571428573,37.68937755767756,0,,18.285827879280625,16,25.25,46.00000000000001,10,46.0,0,2.7650000000000006,55128,4,16,1.0,298.980212862334,False,0.17158005397039472,0,3.710000000000001,32561,893,0,0.0,8930.0,False,-0.21525157899198846,0,0.2,93276,6,155,1.0,5938.971101263397,False,0.18409347150207545,0,6.041000000000001,52367,743,0,0.0,12026.393634794635,False,-0.2817573778032367,16,8.946000000000002,75519,652,0,0.0,24573.474167605767,False,-0.27918780869512877,0,9.407000000000002,75435,635,0,0.0,23932.75474912525,False,-0.2825072661448703,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,7.734000000000002,113922,1982,0,0.0,36242.510856734196,False,-0.1801712667893911,0.25,659634,0.0,0.0,10,0,0,5,7,7.0,18,23,11,94.0,37.0,7,4,11,481,1.0317026989650913,138.51380476879422
89,11,0,0,0,10.0,20,10.0,16.17000654930825,20,16.05,37.68937755767756,0,,17.488538222291126,14,11.785714285714286,46.00000000000001,10,46.0,0,2.7650000000000006,55324,6,11,1.0,237.87007204239077,False,0.17508658039127628,5,3.7600000000000007,32411,901,0,0.0,9010.0,False,-0.2175829765588572,0,0.2,93199,5,165,1.0,6299.597329763338,False,0.18536451692726155,0,6.041000000000001,52123,754,0,0.0,12192.184938178421,False,-0.28373941993197493,9,9.020000000000001,75231,652,0,0.0,24573.474167605767,False,-0.2815520495521661,5,9.457,75346,635,0,0.0,23932.75474912525,False,-0.28323788224305196,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,7.8240000000000025,113591,1996,0,0.0,34907.122291693086,False,-0.18637194902679377,0.25,658651,0.0,0.0,12,0,0,6,8,8.0,18,24,9,127.0,19.0,9,2,9,516,1.0154628650052473,139.52926763379946
90,9,0,0,0,10.0,20,10.0,16.721324389626602,15,22.266666666666666,38.10902518657377,10,42.0,15.990413800026442,11,2.0,46.00000000000001,5,46.0,4,2.8050000000000006,55518,4,10,1.0,207.21324389626602,False,0.17887343948853665,0,3.755000000000001,32291,913,0,0.0,9130.0,False,-0.2188546479589674,0,0.2,93547,0,164,0.9,6249.880130598098,False,0.18934007609678705,0,6.041,51861,765,0,0.0,12791.813158064351,False,-0.28327419872748977,11,9.121,74835,652,0,0.0,24847.084421646097,False,-0.28367982423492144,0,9.452000000000002,74926,645,0,0.0,24580.32124534008,False,-0.28402774188178764,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,5,7.864000000000002,113512,2007,0,0.0,32092.760496653067,False,-0.19559933287599476,0.2375,657916,0.0,0.0,11,0,0,7,4,4.0,16,23,12,97.0,10.0,8,1,12,882,0.9626426000031643,140.49191023380263
91,12,0,0,0,10.0,20,10.0,15.877091677303824,16,8.0,38.211388978835394,12,39.0,16.406256415731402,6,23.5,46.0,10,46.0,0,2.801000000000001,55526,4,14,1.0,262.2792834822535,False,0.17962654490570817,10,3.855000000000001,32046,923,0,0.0,9230.0,False,-0.2229875800093256,0,0.2,93887,6,162,1.0,6285.507564635157,False,0.19374220346838883,0,6.041,51861,765,0,0.0,12145.975133137425,False,-0.28724702189207063,0,9.110000000000003,74835,652,0,0.0,24913.825614200676,False,-0.28340587934901007,6,9.512000000000002,74354,657,0,0.0,25104.882559094855,False,-0.2865702805110419,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,7.959000000000002,113200,2013,0,0.0,33025.794164867315,False,-0.19463997043105352,0.25,657135,0.0,0.0,9,0,0,8,9,9.0,18,26,10,154.0,0.0,12,0,10,776,0.9948484300402924,141.48675866384292
92,10,0,0,0,10.0,20,10.0,15.872235778774339,10,15.8,38.25121651541638,5,39.0,16.406256415731402,0,,45.99999999999999,16,46.0,0,2.801,55582,4,16,1.0,293.9557724603894,False,0.18114912225488952,2,3.865000000000001,31918,933,0,0.0,9330.0,False,-0.22464075282946885,0,0.2,93972,4,167,1.0,6451.442101189634,False,0.19580867905064858,0,6.041,51813,767,0,0.0,12174.004842319919,False,-0.28766513593218723,0,9.110000000000001,74835,652,0,0.0,24939.79316805148,False,-0.2832992933216292,0,9.506000000000002,74159,662,0,0.0,25322.305333205644,False,-0.2872786383729194,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,16,8.109000000000002,112836,2013,0,0.0,33025.794164867315,False,-0.19689996968599882,0.25,656541,0.0,0.0,11,0,0,8,7,7.0,18,26,8,123.0,0.0,10,0,8,551,0.9451549000223167,142.43191356386524
93,8,0,0,0,10.0,20,10.0,15.899585912099539,19,16.105263157894736,38.25121651541638,0,,16.229713176931487,14,15.0,45.99999999999999,8,46.0,3,2.831000000000001,55703,8,10,1.0,238.9958591209954,False,0.18313123499555978,0,3.863000000000001,31858,939,0,0.0,9390.0,False,-0.22527658852952398,0,0.2,93714,11,177,1.0,6945.360768261794,False,0.19567284742170346,0,6.041000000000001,51765,769,0,0.0,12226.781566404545,False,-0.28793102060478,7,9.180000000000001,74590,652,0,0.0,24939.79316805148,False,-0.28531053988403937,7,9.576000000000002,74082,662,0,0.0,25322.305333205644,False,-0.28791074443539116,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,8,8.173000000000002,112507,2027,0,0.0,32897.62860964012,False,-0.1993405377753905,0.25,655645,0.0,0.0,10,0,0,7,6,5.6,17,24,8,100.0,0.0,8,0,8,476,0.9812721110065468,143.41318567487178
94,8,0,0,0,10.0,20,10.0,15.877844126561884,15,15.666666666666666,38.82190036292531,16,42.0,15.363775202844472,8,4.5,45.99999999999999,11,46.0,4,2.8680000000000008,55767,9,10,1.0,248.77844126561885,False,0.18459135307178182,1,3.873000000000001,31754,948,0,0.0,9480.0,False,-0.22652706540629902,0,0.2,94319,9,171,1.0,6781.4455591992855,False,0.2021077579242593,0,6.041000000000001,51597,776,0,0.0,12321.207042212021,False,-0.2894170477952559,6,9.233000000000002,73692,668,0,0.0,25933.02944243411,False,-0.2886055516872548,2,9.589000000000002,74030,662,0,0.0,25700.09804025656,False,-0.28678693904586233,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,8.275,112276,2035,0,0.0,31265.282537788502,False,-0.20584221437151998,0.25,654861,0.0,0.0,11,0,0,6,9,8.8,18,24,9,96.0,0.0,8,0,9,1076,0.955078364990186,144.36826403986197
95,9,0,0,0,10.0,20,10.0,16.789764145850448,28,21.5,38.7652692576654,7,38.0,14.769097183709556,13,10.307692307692308,45.99999999999999,14,46.0,17,3.0340000000000007,55932,12,10,1.0,287.8976414585045,False,0.18850300582275556,1,3.8820000000000014,31672,955,0,0.0,9550.0,False,-0.227523208003052,0,0.2,94582,0,174,1.0,6745.15685083378,False,0.20512017944215058,0,6.041000000000001,50998,803,0,0.0,13482.18060911791,False,-0.28964481306366785,7,9.297000000000002,73384,672,0,0.0,26050.26094115115,False,-0.2906527893069361,6,9.647000000000002,73712,665,0,0.0,25778.904056347492,False,-0.28907398901470466,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,14,8.404000000000002,111847,2048,0,0.0,30247.11103223717,False,-0.2116665910263216,0.25,653553,0.0,0.0,11,0,0,6,12,11.5,19,25,9,119.0,0.0,9,0,9,627,1.0265191940125078,145.39478323387448
96,9,0,0,0,10.0,20,10.0,17.114854419513154,13,21.0,38.73535290246427,1,36.0,14.492863712521196,3,5.333333333333333,45.99999999999999,7,46.0,3,3.0470000000000006,56060,12,10,1.0,291.14854419513154,False,0.1912503554766133,0,3.8810000000000007,31572,965,0,0.0,9650.0,False,-0.22858293416981051,0,0.2,94618,0,173,0.0,6701.216052126319,False,0.20529278347067195,0,6.041000000000001,50725,816,0,0.0,13965.721206322734,False,-0.2900290272980319,0,9.290000000000001,73384,672,0,0.0,26030.15715045599,False,-0.29073530702107303,3,9.671000000000003,73574,666,0,0.0,25797.745033041203,False,-0.290129520038414,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,7,8.46,111741,2051,0,0.0,29724.86347438097,False,-0.21394598516601998,0.125,653100,0.0,0.0,9,0,0,4,5,4.230769230769231,17,21,9,102.0,17.0,8,1,9,236,1.024542165978346,146.41932539985282
97,9,0,0,0,10.0,20,10.0,16.634972675354597,9,8.555555555555555,38.741566003072585,2,39.0,13.89480040422846,8,7.0,45.99999999999999,9,46.0,0,3.044000000000001,56072,8,16,1.0,346.15956280567354,False,0.19208765591545152,5,3.931000000000001,31362,979,0,0.0,9790.0,False,-0.23155016743673434,0,0.2,94619,0,180,0.9,6973.481880553065,False,0.2069799087162783,0,6.041000000000001,50725,816,0,0.0,13574.13770308935,False,-0.29243782323829787,8,9.370000000000001,73047,674,0,0.0,26111.815486070922,False,-0.29316662362569906,0,9.668000000000001,73574,666,0,0.0,25801.882958046343,False,-0.29011253557424643,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,9,8.543000000000001,111544,2059,0,0.0,28609.3940323064,False,-0.21863197392213438,0.2375,652369,0.0,0.0,11,0,0,6,7,7.0,18,24,5,105.0,0.0,9,0,5,350,0.9644074559910223,147.38373285584385
98,5,0,0,0,10.0,20,10.0,15.693516504597314,13,5.230769230769231,38.89946052279106,11,40.0,15.1660281504915,8,29.5,45.99999999999999,8,46.0,0,3.044000000000001,56037,8,16,1.0,331.096264073557,False,0.19118621788047935,3,3.9560000000000004,31220,989,0,0.0,9890.0,False,-0.23350006358357,0,0.2,94991,3,179,1.0,7010.083983093392,False,0.21178172278667715,0,6.041,50725,816,0,0.0,12805.909467751408,False,-0.29716352041195215,0,9.362000000000002,73047,674,0,0.0,26218.236392361174,False,-0.292729809989077,8,9.748000000000001,73046,677,0,0.0,26334.934773929548,False,-0.2922590207530701,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,8,8.614,111197,2067,0,0.0,31348.180187065933,False,-0.21228415086405875,0.25,651689,0.0,0.0,10,0,0,4,6,6.0,17,21,7,65.0,0.0,5,0,7,705,0.8759899489814416,148.2597228048253
99,7,0,0,0,10.0,20,10.0,15.859639197453118,11,18.0,38.46447128073467,5,31.6,16.490821024484436,10,28.2,45.999999999999986,6,46.0,0,3.044000000000001,56145,7,15,1.0,307.8945879617968,False,0.19322935216779488,0,3.953000000000001,31110,1000,0,0.0,10000.0,False,-0.23466576236700437,0,0.2,94951,4,184,1.0,7140.901272444992,False,0.21209432145152055,0,6.041,50725,816,0,0.0,12941.465585121745,False,-0.29632965733420846,5,9.412000000000003,72974,674,0,0.0,25925.053643215168,False,-0.2945324728349745,5,9.790000000000003,72853,682,0,0.0,26232.769413461046,False,-0.29426273688190685,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,6,8.666,110850,2077,0,0.0,34251.435267854176,False,-0.20542575136328187,0.25,651034,0.0,0.0,10,0,0,6,5,5.0,15,21,7,87.0,0.0,7,0,7,556,0.9097179690143093,149.1694407738396
100,7,0,0,0,10.0,20,10.0,15.816818181565457,17,15.470588235294118,38.55569480793043,2,42.0,16.54624402836441,2,19.0,45.999999999999986,9,46.0,0,3.0440000000000005,56314,6,10,1.0,218.16818181565458,False,0.19586037240701593,2,3.9730000000000003,30974,1011,0,0.0,10110.0,False,-0.23638251875715316,0,0.2,94772,11,192,1.0,7576.678403119863,False,0.21257276151620208,0,6.041,50725,816,0,0.0,12906.523636157413,False,-0.2965446000580853,0,9.407000000000002,72890,676,0,0.0,26063.64969016097,False,-0.29465316385436535,2,9.805000000000001,72815,682,0,0.0,26294.983859008553,False,-0.29431932085946494,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,9,8.750000000000002,110663,2079,0,0.0,34399.64133496961,False,-0.2061267048249444,0.25,650579,0.0,0.0,11,0,0,5,6,6.0,16,21,8,84.0,13.0,6,1,8,543,0.9405305940308608,150.10997136787046
101,8,0,0,0,10.0,20,10.0,15.86293902181449,3,18.0,39.13137556744768,14,42.0,16.636601530848903,1,24.0,45.999999999999986,6,46.0,0,3.044000000000001,56258,7,17,1.0,339.66996337084635,False,0.1959610652724646,0,3.9710000000000005,30884,1020,0,0.0,10200.0,False,-0.2373362723072358,0,0.2,95306,4,188,1.0,7420.150362767421,False,0.21817961149311918,0,6.041000000000001,50725,816,0,0.0,12944.158241800624,False,-0.2963130936627997,1,9.417000000000002,72876,676,0,0.0,26452.80988359463,False,-0.29317075120635955,0,9.803000000000003,72227,696,0,0.0,27235.437394943583,False,-0.295286141300564,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,6,8.801000000000002,110569,2080,0,0.0,34604.131184165715,False,-0.20607551382645903,0.25,650271,0.0,0.0,10,0,0,9,3,3.0,14,23,6,90.0,0.0,8,0,6,842,0.9504209149745293,151.060392282845
102,6,0,0,0,10.0,20,10.0,16.773002381155422,19,22.894736842105264,39.13137556744768,0,,16.02150253964355,31,14.548387096774194,45.999999999999986,5,46.0,2,3.064000000000001,56523,11,10,1.0,277.73002381155425,False,0.20092122020910047,0,3.9710000000000005,30824,1026,0,0.0,10260.0,False,-0.2379721080072909,0,0.2,95306,0,192,0.4,7513.224108949954,False,0.21875214751697758,0,6.041000000000001,50290,835,0,0.0,14005.456988264777,False,-0.2951363340698754,6,9.476,72694,676,0,0.0,26452.80988359463,False,-0.2946648200812928,25,10.053000000000003,71339,696,0,0.0,27235.437394943583,False,-0.30257588394309576,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,5,8.845,110061,2111,0,0.0,33821.391861187534,False,-0.21165951043328804,0.175,648463,0.0,0.0,9,0,0,8,8,7.4,14,22,5,82.0,0.0,6,0,5,520,0.9214045960106887,151.98179687885568
103,5,0,0,0,10.0,20,10.0,15.675755572438277,34,11.411764705882353,38.37388856960971,19,35.36842105263158,16.02150253964355,0,,45.99999999999999,6,46.0,11,3.172000000000001,56590,10,10,1.0,256.75755572438277,False,0.20211900254042203,13,4.101000000000001,30542,1037,0,0.0,10370.0,False,-0.24278326480437454,0,0.2,95710,19,183,1.0,7320.260964114905,False,0.22253549964392436,0,6.041000000000001,50170,840,0,0.0,13167.634680848152,False,-0.30176647547520885,0,9.47,72022,695,0,0.0,26669.852555878748,False,-0.29929051202282664,0,10.028,71339,696,0,0.0,26708.22644444836,False,-0.30473986600809283,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,6,8.9,109997,2111,0,0.0,33821.391861187534,False,-0.21205687293965203,0.25,647796,0.0,0.0,10,0,0,4,8,7.090909090909091,17,21,8,56.0,0.0,5,0,8,872,0.8986995459999889,152.88049642485566
104,8,0,0,0,10.0,20,10.0,16.119383494785744,14,20.857142857142858,38.61642572259191,12,40.333333333333336,15.724395148609808,14,13.714285714285714,46.0,12,46.0,4,3.201000000000001,56712,11,10,1.0,271.19383494785745,False,0.20485771941575026,0,4.088,30452,1046,0,0.0,10460.0,False,-0.2437370183544572,0,0.2,96194,9,181,1.0,7134.647507242208,False,0.22734829056397615,0,6.041000000000001,49878,854,0,0.0,13765.953504547026,False,-0.30167839432748317,8,9.55,71558,703,0,0.0,27147.347282982115,False,-0.30113964912784913,6,10.088000000000001,70979,700,0,0.0,27031.498005814337,False,-0.30636827153546636,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,9.014000000000001,109573,2125,0,0.0,33414.339690795845,False,-0.21595305009624916,0.25,646772,0.0,0.0,11,0,0,5,8,7.363636363636363,19,24,9,114.0,0.0,8,0,9,756,0.9559485650388524,153.83644498989452
105,9,0,0,0,10.0,20,10.0,15.50731816903899,10,6.5,39.02551204154415,12,42.0,17.114818178775256,17,25.11764705882353,46.0,6,46.0,0,3.1970000000000005,56727,6,10,1.0,215.0731816903899,False,0.20458091201825257,0,4.088000000000001,30302,1061,0,0.0,10610.0,False,-0.24532660760459496,0,0.2,96633,9,179,1.0,7125.132518957754,False,0.23269070962179664,0,6.041000000000001,49878,854,0,0.0,13243.249716359298,False,-0.3048937666619959,16,9.702000000000002,71268,703,0,0.0,27434.934965205535,False,-0.3023398802889401,1,10.092000000000002,70441,712,0,0.0,27786.164573579434,False,-0.30768721186397635,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,6,9.062000000000001,109082,2142,0,0.0,36659.9405389366,False,-0.2089259398898046,0.25,645757,0.0,0.0,10,0,0,8,5,5.0,17,25,11,114.0,0.0,9,0,11,769,1.032194321975112,154.86863931186963
106,11,0,0,0,10.0,20,10.0,15.615024861871163,11,17.0,39.02551204154415,0,,17.114818178775256,0,,46.0,11,46.0,1,3.207000000000001,56829,3,10,1.0,186.15024861871163,False,0.20643624950848533,0,4.088,30172,1074,0,0.0,10740.0,False,-0.24670425162138104,0,0.2,96446,10,189,1.0,7531.972024470556,False,0.23289271932574596,0,6.041,49878,854,0,0.0,13335.231232037973,False,-0.30432794941046004,0,9.686000000000002,71268,703,0,0.0,27434.934965205535,False,-0.3023398802889401,0,10.091000000000001,70441,712,0,0.0,27786.164573579434,False,-0.30768721186397635,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,9.166000000000002,108910,2142,0,0.0,36659.9405389366,False,-0.20999385162565787,0.25,645370,0.0,0.0,8,0,0,7,5,4.090909090909091,18,25,8,131.0,16.0,10,1,8,200,1.0926783839822747,155.9613176958519
