index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,14,0,0,0,10.0,20,10.0,28.43318837141163,10,28.0,29.1266738321384,0,,11.234267475688656,31,5.645161290322581,49.99999999999999,15,50.0,0,1.1270000000000004,60755,10,144,1.0,4194.379125483275,False,0.20616764019155306,0,0.6860000000000002,64947,30,59,1.0,1977.5581139132862,False,0.2653433966676897,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,26328.0,1506,0,0.0,42820.381687345915,False,-0.36561386767387866,18,11.423000000000004,38701,122,0,0.0,3553.454207520885,False,-0.5827640639107712,13,11.976,32650,143,0,0.0,4165.114357995792,False,-0.6419840726184067,15,7.316000000000002,83350,1499,0,0.0,16840.166946057296,False,-0.2715503772580676,0,0.23600000000000002,145758,276,296,1.0,17900.65782329007,False,0.22803880704592036,0.375,528140,0.0,0.0,7,0,0,7,11,11.0,14,21,14,138.0,13.0,10,4,14,480,1.209152769006323,150.0230889149825
80,14,0,0,0,10.0,20,10.0,28.42250557402779,18,28.333333333333332,29.1266738321384,0,,10.797113856635459,17,5.352941176470588,50.0,10,50.0,0,1.1270000000000002,60829,10,148,1.0,4306.530824956113,False,0.20866386636623332,0,0.6860000000000002,65183,30,57,1.0,1920.0828177195842,False,0.269320873723537,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,25818.0,1524,0,0.0,43315.89849481836,False,-0.3690987595193528,5,11.455000000000002,38501,122,0,0.0,3553.454207520885,False,-0.5848256220364025,12,12.083000000000002,32125,143,0,0.0,4165.114357995792,False,-0.647395662698189,10,7.401000000000002,83174,1503,0,0.0,16228.062126523095,False,-0.27537679740227383,0,0.23600000000000002,145683,279,306,1.0,18312.394766001293,False,0.22907761059692516,0.375,526964,0.0,0.0,8,0,0,7,7,7.0,16,23,14,143.0,24.0,11,3,14,710,1.4533668690128252,151.47645578399533
81,14,0,0,0,10.0,20,10.0,28.393892139233177,11,28.0,29.1266738321384,0,,10.77871544264896,10,10.4,50.0,11,50.0,0,1.1270000000000002,60709,12,158,1.0,4606.234957998842,False,0.20923674372947895,0,0.6860000000000002,65411,28,56,1.0,1870.057959797058,False,0.2732163154138159,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,25510.0,1535,0,0.0,43584.62443372293,False,-0.37140619770021044,9,11.540000000000001,38147,122,0,0.0,3553.454207520885,False,-0.5884745799187701,1,12.081000000000003,32118,143,0,0.0,4165.114357995792,False,-0.6474678172325861,11,7.501000000000003,82941,1504,0,0.0,16211.188025744035,False,-0.2772932686706459,0,0.23600000000000002,145615,278,316,1.0,18796.48289305641,False,0.23045913197752188,0.375,526102,0.0,0.0,8,0,0,9,6,6.0,14,23,15,147.0,13.0,10,4,15,508,1.260083911998663,152.736539695994
82,15,0,0,0,10.0,20,10.0,28.130869188656078,34,27.0,29.1266738321384,0,,11.669171206687869,9,30.88888888888889,50.0,9,50.0,0,1.1270000000000002,60649,8,168,1.0,4805.986023694221,False,0.2100019768532712,0,0.6860000000000002,66189,32,32,1.0,1220.1878140369945,False,0.2819108773344048,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,24592.0,1569,0,0.0,44137.33375700138,False,-0.37993293273842615,4,11.571,38083,122,0,0.0,3553.454207520885,False,-0.589134278518972,5,12.13,32073,143,0,0.0,4165.114357995792,False,-0.6479316678108531,9,7.580000000000002,82522,1513,0,0.0,17655.456035718747,False,-0.27488706129655993,0,0.23600000000000002,145615,268,326,1.0,19427.33788339235,False,0.23296292222333842,0.375,525374,0.0,0.0,8,0,0,9,5,5.0,15,24,15,158.0,24.0,12,3,15,1118,1.4283037649584003,154.1648434609524
83,15,0,0,0,10.0,20,10.0,28.186079205462637,11,29.0,29.1266738321384,0,,12.730557788925449,34,18.441176470588236,49.99999999999999,8,50.0,0,1.1270000000000004,60858,9,167,1.0,4797.075227312261,False,0.2139272988093445,0,0.6860000000000002,66099,31,42,1.0,1493.8153266294307,False,0.28280925873293905,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,24273.0,1580,0,0.0,44534.005144630966,False,-0.38153642380412905,17,11.737,37474,122,0,0.0,3553.454207520885,False,-0.5954117230115196,17,12.295000000000002,31493,143,0,0.0,4165.114357995792,False,-0.653910186375184,8,7.651000000000002,81802,1541,0,0.0,19617.789552734117,False,-0.2728139801844177,0,0.23600000000000002,145591,264,336,1.0,20160.867256276317,False,0.23568370874851688,0.375,523241,0.0,0.0,7,0,0,8,10,10.0,14,22,15,136.0,27.0,10,5,15,519,1.1540898050297983,155.3189332659822
84,15,0,0,0,10.0,20,10.0,28.06327438991206,18,27.0,29.1266738321384,0,,12.266192432165075,10,3.2,49.99999999999999,10,50.0,0,1.1270000000000002,61254,8,159,1.0,4542.0606279960175,False,0.21907981949371527,0,0.6860000000000002,65989,32,52,1.0,1779.290268275427,False,0.28343750857122013,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,23787.0,1598,0,0.0,44845.11247507947,False,-0.3859276788675269,9,11.809999999999999,37079,122,0,0.0,3553.454207520885,False,-0.5994833003096415,1,12.288000000000002,31451,143,0,0.0,4165.114357995792,False,-0.6543431135815666,10,7.743000000000001,81617,1542,0,0.0,18914.468730398545,False,-0.27707386596920724,0,0.23600000000000002,145570,263,346,1.0,20526.00860965941,False,0.23696621927948638,0.375,522398,0.0,0.0,7,0,0,7,7,7.0,15,22,17,114.0,25.0,9,6,17,686,2.0218642050167546,157.34079747099895
85,17,0,0,0,10.0,20,10.0,28.06327438991206,0,,29.1266738321384,0,,11.840846229712637,9,3.111111111111111,50.0,10,50.0,0,1.1270000000000002,61154,8,169,1.0,4822.693371895138,False,0.2198535125592041,0,0.6860000000000002,65889,32,62,1.0,2059.9230121745477,False,0.2842112016367091,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,23787.0,1598,0,0.0,44845.11247507947,False,-0.3859276788675269,0,11.801,37079,122,0,0.0,3553.454207520885,False,-0.5994833003096415,9,12.377,31052,143,0,0.0,4165.114357995792,False,-0.6584559220422012,10,7.833000000000004,81480,1542,0,0.0,18258.584886216886,False,-0.28076446703358915,0,0.23600000000000002,145542,262,356,1.0,20902.30171218471,False,0.23823742543334156,0.375,521634,0.0,0.0,6,0,0,5,6,6.0,16,21,19,112.0,57.0,9,8,19,200,1.1056927250465378,158.4464901960455
86,19,0,0,0,10.0,20,10.0,28.0591181535544,11,28.0,29.1266738321384,0,,13.181513861498523,29,21.24137931034483,50.0,10,50.0,0,1.1270000000000002,61352,9,168,1.0,4803.931849797139,False,0.22347321815614518,0,0.6860000000000002,65799,31,72,1.0,2330.2565070559167,False,0.28507797604114377,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,23479.0,1609,0,0.0,45147.121109069034,False,-0.3880139725115345,5,11.851,36875,122,0,0.0,3553.454207520885,False,-0.6015860895977855,24,12.608,30280,143,0,0.0,4165.114357995792,False,-0.6664135364071382,10,7.923000000000003,80709,1570,0,0.0,20694.97676255268,False,-0.27721472947073866,0,0.23600000000000002,145539,253,366,1.0,21634.923006959125,False,0.2411213010277788,0.375,519684,0.0,0.0,7,0,0,9,8,8.0,17,26,18,172.0,45.0,13,6,18,508,1.3795548640191555,159.82604506006464
87,18,0,0,0,10.0,20,10.0,28.05509693911135,11,28.0,29.1266738321384,0,,13.139002013898708,20,12.75,50.0,12,50.0,0,1.1270000000000004,61242,10,178,1.0,5093.807255161821,False,0.22414369163831416,0,0.6860000000000002,66017,30,71,1.0,2291.911882676906,False,0.2888935873138701,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,23171.0,1620,0,0.0,45449.25704136039,False,-0.39009942033088996,0,11.846,36875,122,0,0.0,3553.454207520885,False,-0.6015860895977855,20,12.784000000000002,29450,143,0,0.0,4165.114357995792,False,-0.6749690026285082,12,8.033000000000003,80245,1580,0,0.0,20759.62318195996,False,-0.28064127963978425,0,0.23600000000000002,145504,253,376,1.0,22124.167509516374,False,0.24278523380503395,0.375,518155,0.0,0.0,7,0,0,9,7,7.0,15,24,18,169.0,57.0,12,6,18,508,1.3959574510226957,161.22200251108734
88,18,0,0,0,10.0,20,10.0,28.05509693911135,0,,29.1266738321384,0,,12.868760716172616,20,10.4,50.0,10,50.0,0,1.1270000000000002,61142,10,188,1.0,5374.358224552934,False,0.224916600055201,0,0.6860000000000002,65917,30,81,1.0,2572.4628520680194,False,0.2896664957307568,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,23171.0,1620,0,0.0,45449.25704136039,False,-0.39009942033088996,16,12.006,36208,122,0,0.0,3553.454207520885,False,-0.608461385946766,4,12.804000000000002,29339,143,0,0.0,4165.114357995792,False,-0.6761131673882337,10,8.121000000000002,79890,1593,0,0.0,20499.93582086298,False,-0.2844898562435983,0,0.23600000000000002,145482,250,386,1.0,22517.190179043155,False,0.24417046427624686,0.375,516800,0.0,0.0,6,0,0,6,8,8.0,17,23,18,156.0,61.0,11,7,18,200,1.2949350500130095,162.51693756110035
89,18,0,0,0,10.0,20,10.0,28.121492541584423,11,29.0,29.1266738321384,0,,12.612572166199888,11,8.363636363636363,50.0,12,50.0,0,1.1270000000000002,61052,9,198,1.0,5658.055523233716,False,0.22591160378469863,0,0.6860000000000002,66126,31,80,1.0,2559.7194033267538,False,0.2935550423470681,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,22852.0,1631,0,0.0,45866.154335324194,False,-0.39156852177828744,10,12.090000000000002,35834,122,0,0.0,3553.454207520885,False,-0.6123164996416967,1,12.809999999999999,29297,143,0,0.0,4165.114357995792,False,-0.6765460945946162,12,8.231000000000002,79590,1596,0,0.0,20129.66517725502,False,-0.28834074782800834,0,0.23600000000000002,145453,248,396,1.0,22927.917897217572,False,0.24557039965557056,0.375,515855,0.0,0.0,6,0,0,12,7,7.0,16,28,15,215.0,54.0,15,3,15,519,1.4727454119711183,163.98968297307147
90,15,0,0,0,10.0,20,10.0,28.24477982540456,23,29.0,29.1266738321384,0,,10.55506587863782,49,3.2448979591836733,49.99999999999999,14,50.0,0,1.1270000000000002,61241,12,197,1.0,5684.221625604699,False,0.2297896872479293,0,0.6860000000000002,66404,28,78,1.0,2483.092826381556,False,0.29815476046730466,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,22185.0,1654,0,0.0,46716.86583121914,False,-0.39477969840122296,16,12.240000000000002,35050,122,0,0.0,3553.454207520885,False,-0.6203978074941715,33,13.139000000000003,27305,143,0,0.0,4165.114357995792,False,-0.6970792135259045,14,8.359000000000002,79253,1603,0,0.0,16919.770603456425,False,-0.3037554746648023,0,0.23600000000000002,145329,280,406,1.0,23255.418446018586,False,0.24588592810770993,0.375,512418,0.0,0.0,8,0,0,9,10,10.0,15,24,15,151.0,36.0,11,4,15,867,1.4455631849705242,165.435246158042
91,15,0,0,0,10.0,20,10.0,28.2762754573816,23,28.47826086956522,29.1266738321384,0,,10.296930784501196,23,8.043478260869565,49.99999999999999,12,50.0,0,1.1270000000000004,61141,12,207,1.0,5973.189019677991,False,0.23064335354428203,0,0.6860000000000002,66959,28,65,1.0,2117.957904729804,False,0.3053019430878526,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,21530.0,1677,0,0.0,47419.313942028944,False,-0.39881653438473286,18,12.404,34216,122,0,0.0,3553.454207520885,False,-0.6289945048780543,5,13.156000000000002,27125,143,0,0.0,4165.114357995792,False,-0.6989346158389728,12,8.465000000000002,78921,1617,0,0.0,16650.137078538435,False,-0.3074609577768756,0,0.23600000000000002,145258,279,416,1.0,23672.84368887583,False,0.246979058933465,0.375,510801,0.0,0.0,10,0,0,5,8,8.0,16,21,16,123.0,59.0,9,6,16,855,1.1904374129953794,166.62568357103737
92,16,0,0,0,10.0,20,10.0,28.3169747734829,15,28.733333333333334,29.1266738321384,0,,10.196953344478192,21,9.238095238095237,50.0,20,50.0,0,1.1270000000000002,61098,15,214,1.0,6209.832601525341,False,0.23208881960434224,0,0.6860000000000002,67233,25,63,1.0,2033.9694107294229,False,0.30975425944394847,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,21099.0,1692,0,0.0,47912.32131673307,False,-0.4012682800445637,13,12.516,33642,122,0,0.0,3553.454207520885,False,-0.6349111766986162,8,13.231000000000002,26870,143,0,0.0,4165.114357995792,False,-0.7015631024491527,9,8.543000000000001,78607,1625,0,0.0,16570.04918477706,False,-0.3102712764534963,0,0.23600000000000002,145779,282,415,1.0,23625.54084314285,False,0.25092689650398015,0.375,509979,0.0,0.0,13,0,0,10,8,8.0,16,26,16,168.0,28.0,13,3,16,1181,1.3401035949937068,167.96578716603108
93,16,0,0,0,10.0,20,10.0,28.42022790229907,27,29.0,29.1266738321384,0,,9.972817893461448,5,1.0,49.99999999999999,15,50.0,0,1.1270000000000002,61336,16,212,1.0,6185.088315287403,False,0.2364187406713562,0,0.6860000000000002,67578,24,58,1.0,1888.3732183333461,False,0.31497796175644655,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,20316.0,1719,0,0.0,48854.371764052106,False,-0.40541406915488093,5,12.553,33432,122,0,0.0,3553.454207520885,False,-0.6370758127305292,0,13.223,26870,143,0,0.0,4165.114357995792,False,-0.7015631024491527,12,8.654000000000002,78377,1625,0,0.0,16205.829076874854,False,-0.31354251041087927,0,0.23600000000000002,145924,277,422,1.0,23862.470556488817,False,0.25301821938596936,0.375,509484,0.0,0.0,10,0,0,7,5,5.0,15,22,16,146.0,41.0,10,6,16,1133,1.2296994499629363,169.195486615994
94,16,0,0,0,10.0,20,10.0,28.42022790229907,0,,29.1266738321384,0,,9.298457039038167,52,6.903846153846154,49.999999999999986,20,50.0,0,1.1270000000000002,61236,16,222,1.0,6469.290594310394,False,0.2372266843953098,0,0.6860000000000002,67478,24,68,1.0,2172.575497356337,False,0.31578590548040003,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,20316.0,1719,0,0.0,48854.371764052106,False,-0.40541406915488093,46,13.008000000000001,30199,122,0,0.0,3553.454207520885,False,-0.67040089983136,6,13.283000000000003,26684,143,0,0.0,4165.114357995792,False,-0.7034803515059899,5,8.692000000000002,78026,1652,0,0.0,15361.051028491052,False,-0.31968149298106424,0,0.23600000000000002,146605,292,417,1.0,23565.149455399136,False,0.2572438063795806,0.375,506195,0.0,0.0,11,0,0,8,9,9.0,15,23,17,139.0,38.0,11,5,17,950,1.4240033259848133,170.61948994197883
95,17,0,0,0,10.0,20,10.0,28.42022790229907,0,,29.1266738321384,0,,8.634144470343994,26,3.1923076923076925,49.99999999999999,12,50.0,0,1.1270000000000004,61096,20,232,1.0,6793.4928733333845,False,0.2376508172612541,0,0.6860000000000002,67418,20,78,1.0,2416.7777763793274,False,0.31697766006236267,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,20316.0,1719,0,0.0,48854.371764052106,False,-0.40541406915488093,23,13.192000000000002,29036,122,0,0.0,3553.454207520885,False,-0.6823888603319064,3,13.307000000000002,26566,143,0,0.0,4165.114357995792,False,-0.7046966708001123,12,8.807000000000002,77775,1653,0,0.0,14272.240809478622,False,-0.3259952341265335,0,0.23600000000000002,146533,307,427,1.0,24000.682352395605,False,0.25840086661531836,0.375,504391,0.0,0.0,6,0,0,5,8,8.0,18,23,19,163.0,39.0,12,5,19,200,1.3142642760067247,171.93375421798555
96,19,0,0,0,10.0,20,10.0,28.30444767688504,25,27.56,29.1266738321384,0,,8.557772679741932,42,8.166666666666666,49.999999999999986,10,50.0,0,1.1270000000000002,61472,21,224,1.0,6550.196279622249,False,0.24253196453225212,0,0.6860000000000002,67531,19,81,1.0,2482.6602618276884,False,0.3197783517418075,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,19627.0,1744,0,0.0,49362.95674848751,False,-0.41119083634445047,17,13.339000000000002,28348,122,0,0.0,3553.454207520885,False,-0.6894806202840782,25,13.554000000000002,25319,143,0,0.0,4165.114357995792,False,-0.7175504857134238,10,8.895000000000001,77486,1658,0,0.0,14188.787103012124,False,-0.32862046712568616,0,0.23600000000000002,146305,334,437,1.0,24708.2960750338,False,0.2593994922806548,0.375,501739,0.0,0.0,8,0,0,5,8,8.0,20,25,17,189.0,32.0,13,6,17,889,1.30615305097308,173.23990726895863
97,17,0,0,0,10.0,20,10.0,28.365204131315945,16,29.0,29.1266738321384,0,,9.14754219733272,24,14.833333333333334,49.999999999999986,20,50.0,0,1.1270000000000002,61816,23,218,1.0,6413.614500626876,False,0.24782297204539405,0,0.6860000000000002,67451,17,91,1.0,2751.233575949751,False,0.32082014216305954,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,19163.0,1760,0,0.0,49922.75927111606,False,-0.4136372986995784,13,13.452,27855,122,0,0.0,3553.454207520885,False,-0.6945623610637595,11,13.639000000000001,25014,143,0,0.0,4165.114357995792,False,-0.7206943618550117,9,8.975000000000001,77076,1674,0,0.0,15312.985638334974,False,-0.3274131384412805,0,0.23600000000000002,146759,332,436,1.0,24836.984009514457,False,0.26351398638480095,0.375,500785,0.0,0.0,11,0,0,3,7,7.0,18,21,15,122.0,24.0,9,8,15,1214,1.2638652289751917,174.50377249793382
98,15,0,0,0,10.0,20,10.0,28.338510046332825,13,28.0,29.1266738321384,0,,8.911608273287463,54,7.907407407407407,50.0,20,50.0,0,1.1270000000000002,61716,23,228,1.0,6691.180290563884,False,0.24856723685509116,0,0.6860000000000002,67715,17,88,1.0,2663.7888840772885,False,0.3250473899333827,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,18799.0,1773,0,0.0,50244.1783121481,False,-0.4163387974103461,15,13.589,27125,122,0,0.0,3553.454207520885,False,-0.7020870482223139,39,14.018,22650,143,0,0.0,4165.114357995792,False,-0.7450619788999743,9,9.056000000000003,76659,1682,0,0.0,14989.325115669513,False,-0.33200775870904303,0,0.23600000000000002,147150,368,435,1.0,25029.471844569787,False,0.2673816155126599,0.375,497465,0.0,0.0,11,0,0,3,12,12.0,17,20,19,81.0,48.0,7,8,19,1114,1.188144146988634,175.69191664492246
99,19,0,0,0,10.0,20,10.0,28.336195182188458,13,28.307692307692307,29.1266738321384,0,,10.028875855177917,55,15.218181818181819,49.99999999999999,20,50.0,0,1.1270000000000004,61636,21,238,1.0,6954.014453360853,False,0.2495539585614851,0,0.6860000000000002,67963,19,85,1.0,2598.576590486019,False,0.32918091491379625,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,18431.0,1786,0,0.0,50608.44459538859,False,-0.4188087560604604,25,13.824,26040,122,0,0.0,3553.454207520885,False,-0.713271001053864,30,14.279,21206,143,0,0.0,4165.114357995792,False,-0.7599464285670325,11,9.157000000000002,75751,1712,0,0.0,17169.435464064594,False,-0.3305626469913296,0,0.23600000000000002,147477,383,436,1.0,25641.05945253314,False,0.27240458585701355,0.375,494155,0.0,0.0,12,0,0,6,11,11.0,17,23,20,138.0,41.0,11,8,20,1018,1.2526463500107639,176.94456299493322
100,20,0,0,0,10.0,20,10.0,28.377716287532767,12,28.916666666666668,29.1266738321384,0,,9.685413820676036,16,3.6875,49.99999999999999,20,50.0,0,1.1270000000000002,61544,23,247,1.0,7239.295923020593,False,0.2505257817557484,0,0.6860000000000002,68202,17,84,1.0,2553.7281681527525,False,0.33333712188060355,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,18084.0,1798,0,0.0,51023.133884983916,False,-0.42066461651683085,11,13.909,25611,122,0,0.0,3553.454207520885,False,-0.7176930432333433,5,14.299000000000003,21006,143,0,0.0,4165.114357995792,False,-0.7620079866926639,8,9.226000000000003,75634,1712,0,0.0,16581.428460997373,False,-0.33382509739245364,0,0.23600000000000002,148018,389,434,1.0,25467.625976242976,False,0.2760105809503215,0.375,493750,0.0,0.0,13,0,0,5,5,5.0,18,23,22,157.0,56.0,11,9,22,1147,1.36242212401703,178.30698511895025
101,22,0,0,0,10.0,20,10.0,28.511444243502854,27,29.25925925925926,29.1266738321384,0,,9.615396016186631,14,8.285714285714286,49.99999999999999,20,50.0,0,1.1270000000000002,61964,22,240,1.0,7062.746618440685,False,0.25689177127214763,0,0.6860000000000002,68372,18,84,1.0,2574.9613164542397,False,0.33680325199537753,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,17294.0,1825,0,0.0,52033.38574439271,False,-0.4244502681400067,0,13.898000000000001,25611,122,0,0.0,3553.454207520885,False,-0.7176930432333433,14,14.434000000000001,20440,143,0,0.0,4165.114357995792,False,-0.7678421961882007,8,9.298000000000004,75428,1717,0,0.0,16509.634959792445,False,-0.3357452176544195,0,0.23600000000000002,148582,388,432,1.0,25330.77365428041,False,0.27994433106159866,0.375,493342,0.0,0.0,12,0,0,4,5,5.0,21,25,20,174.0,35.0,12,10,20,1590,1.325981886999216,179.63296700594947
102,20,0,0,0,10.0,20,10.0,28.542837456798235,11,29.0,29.1266738321384,0,,9.482861587362752,36,8.555555555555555,49.99999999999999,8,50.0,0,1.1270000000000002,61854,23,250,1.0,7365.709364199559,False,0.2576878213379603,0,0.6860000000000002,68601,17,83,1.0,2539.0555089142536,False,0.3408533603495966,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,16975.0,1836,0,0.0,52404.64957068156,False,-0.4262225779678572,33,14.228000000000002,23763,122,0,0.0,3553.454207520885,False,-0.736741840314177,3,14.450000000000003,20314,143,0,0.0,4165.114357995792,False,-0.7691409778073485,8,9.370000000000001,75013,1733,0,0.0,16433.79913089965,False,-0.3393403749368961,0,0.23600000000000002,148562,398,442,1.0,25874.17891177037,False,0.28194228810831223,0.375,490733,0.0,0.0,7,0,0,6,8,8.0,20,26,15,160.0,31.0,13,7,15,519,1.4508039299980737,181.08377093594754
103,15,0,0,0,10.0,20,10.0,28.44763745798928,35,28.02857142857143,29.1266738321384,0,,10.424151464834505,38,16.842105263157894,49.999999999999986,20,50.0,0,1.1270000000000004,62173,27,243,1.0,7182.775902291395,False,0.26205430829886756,0,0.6860000000000002,69063,13,75,1.0,2263.572809349196,False,0.3470760598874397,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,15994.0,1871,0,0.0,53225.52968389794,False,-0.433804669147932,28,14.475000000000001,22618,122,0,0.0,3553.454207520885,False,-0.7485442605834165,10,14.547000000000002,19895,143,0,0.0,4165.114357995792,False,-0.7734599420805461,12,9.482000000000001,74295,1752,0,0.0,18263.113366390055,False,-0.3377793563804173,0,0.23600000000000002,148807,407,444,1.0,26442.629646187637,False,0.28614315623983033,0.375,488496,0.0,0.0,11,0,0,6,11,11.0,17,23,12,148.0,9.0,12,3,12,1581,1.3415460750111379,182.42531701095868
104,12,0,0,0,10.0,20,10.0,28.487522922997382,23,28.782608695652176,29.1266738321384,0,,10.502593126665086,10,12.6,49.999999999999986,20,50.0,0,1.1270000000000002,62103,24,253,1.0,7447.3432995183375,False,0.2632495662891088,0,0.6860000000000002,69595,16,62,1.0,1926.2264212258376,False,0.3540484985436858,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,15332.0,1894,0,0.0,53955.36841615704,False,-0.4377525320849089,8,14.527000000000001,22370,122,0,0.0,3553.454207520885,False,-0.7511005926591994,2,14.557000000000002,19839,143,0,0.0,4165.114357995792,False,-0.7740371783557228,9,9.56,74117,1754,0,0.0,18421.548344170562,False,-0.33856346902615275,0,0.23600000000000002,149261,405,443,1.0,26403.55021629935,False,0.2895918011442267,0.375,488268,0.0,0.0,13,0,0,4,5,5.0,18,22,12,126.0,9.0,9,3,12,1412,1.1720343910274096,183.5973514019861
105,12,0,0,0,10.0,20,10.0,28.645724477563157,24,29.791666666666668,29.1266738321384,0,,9.555485991374022,44,4.181818181818182,49.999999999999986,20,50.0,0,1.1270000000000002,62573,24,244,1.0,7229.55677252541,False,0.27017940060762463,0,0.6860000000000002,69640,16,67,1.0,2079.263539996731,False,0.356380505670774,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,14617.0,1918,0,0.0,54942.49954796614,False,-0.44069514326742404,25,14.769000000000004,21030,122,0,0.0,3553.454207520885,False,-0.7649130321009294,19,14.745000000000003,18891,143,0,0.0,4165.114357995792,False,-0.7838089638712155,10,9.651000000000003,73951,1756,0,0.0,16779.433400852784,False,-0.34639850213981277,0,0.23600000000000002,149595,437,443,1.0,26325.74737823044,False,0.29193422518745216,0.375,485948,0.0,0.0,11,0,0,2,10,10.0,17,19,11,93.0,38.0,7,5,11,1415,1.1453850439866073,184.7427364459727
