index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
82,10,0,0,0,10.0,20,10.0,30.96687074987299,13,31.76923076923077,16.02560811703093,0,,57.779244486443275,10,64.0,49.00000000000002,0,,0,2.3870000000000005,81555,20,16,1.0,695.4699319979678,False,0.2654543272148417,0,0.2,56542,818,0,0.0,8180.0,False,-0.0631933500200859,0,1.7840000000000003,79950,482,0,0.0,14926.03170143878,False,-0.11179174058101525,0,1.748,77540,567,0,0.0,17558.215715177983,False,-0.12290699733181935,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,3,0.8600000000000001,144175,0,0,0.0,0.0,False,0.10407014588199257,0,3.917000000000001,149668,0,48,0.0,2352.000000000001,False,-0.06110381486483963,0,4.511000000000001,148024,0,45,1.0,2205.000000000001,False,-0.07179402593037514,0.25,868913,0.0,0.0,17,0,0,15,1,0.6,10,25,10,126.0,54.0,7,3,10,933,1.3243155619129539,164.1246583117172
83,10,0,0,0,10.0,20,10.0,30.969369869287323,13,31.0,16.021952328053604,8,16.0,57.779244486443275,0,,49.00000000000002,0,,0,2.387000000000001,81818,24,13,1.0,642.6018083007352,False,0.269109435804678,0,0.2,56482,824,0,0.0,8240.0,False,-0.0636568709248787,4,1.8240000000000003,79467,495,0,0.0,15329.838085297226,False,-0.114647980057424,4,1.788,77460,567,0,0.0,17559.632715885913,False,-0.12371268243720009,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.8570000000000002,144047,0,8,0.8,462.2339558915462,False,0.10485979996129559,0,3.917000000000001,149668,0,48,0.0,2352.000000000001,False,-0.06110381486483963,0,4.511000000000001,148024,0,45,0.0,2205.000000000001,False,-0.07179402593037514,0.225,868425,0.0,0.0,11,0,0,11,2,2.0,13,24,14,108.0,72.0,6,4,14,603,1.3732539946213365,165.49791230633855
84,14,0,0,0,10.0,20,10.0,31.187743484571698,22,32.72727272727273,16.020339213796895,4,16.0,57.14669226847088,10,53.0,49.00000000000002,0,,9,2.4770000000000003,82202,23,10,1.0,541.877434845717,False,0.2742643725073833,0,0.2,56372,835,0,0.0,8350.0,False,-0.0645066592503322,0,1.8200000000000003,79467,495,0,0.0,15437.93302486299,False,-0.11409880086946611,4,1.8240000000000003,76660,589,0,0.0,18369.58091241273,False,-0.12772656143670819,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,2,0.8770000000000002,144413,0,4,0.4,228.58676907388352,False,0.10676795485344377,0,3.917000000000001,149668,0,48,0.0,2352.000000000001,False,-0.06110381486483963,0,4.511000000000001,147494,0,55,1.0,2695.0000000000014,False,-0.07356794741723256,0.3,867735,0.0,0.0,12,0,0,16,4,2.7157894736842105,13,29,17,162.0,90.0,9,5,17,520,1.5812307875603437,167.0791430938989
85,17,0,0,0,10.0,20,10.0,31.270164436925967,18,32.0,16.020339213796895,0,,57.14669226847088,0,,49.00000000000002,0,,8,2.548000000000001,82502,19,10,1.0,502.70164436925967,False,0.2785969349245176,0,0.2,56232,849,0,0.0,8490.0,False,-0.06558820802818208,0,1.8200000000000003,79147,505,0,0.0,15791.433040647613,False,-0.11555437158640643,0,1.8200000000000003,76404,597,0,0.0,18668.288168844803,False,-0.12881020083907535,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.8750000000000002,144413,0,4,0.0,228.58676907388352,False,0.10676795485344377,0,3.9170000000000007,149668,0,48,0.0,2352.000000000001,False,-0.06110381486483963,0,4.511000000000001,147494,0,55,0.0,2695.0000000000014,False,-0.07356794741723256,0.125,867319,0.0,0.0,11,0,0,16,2,2.0,14,30,20,147.0,99.0,9,8,20,520,1.70606738794595,168.78521048184484
86,20,0,0,0,10.0,20,10.0,31.29232759656185,5,32.0,16.01880392347892,4,16.0,57.61610047007857,5,64.0,49.00000000000002,0,,0,2.5400000000000005,82572,18,15,1.0,649.3849139484278,False,0.2808116630662559,0,0.2,56122,860,0,0.0,8600.0,False,-0.06643799635363555,0,1.8200000000000003,78987,510,0,0.0,15959.087074246543,False,-0.11632836928188514,4,1.86,76324,597,0,0.0,18681.519575147424,False,-0.1295558625456108,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,1,0.8850000000000002,144619,0,4,0.4,230.46440188031428,False,0.10835266072627153,0,3.9170000000000007,149668,0,48,0.0,2352.000000000001,False,-0.06110381486483963,0,4.511000000000001,147174,0,60,0.5,2940.0000000000014,False,-0.07479724388619516,0.2375,866925,0.0,0.0,11,0,0,14,2,1.2,16,30,17,162.0,137.0,9,11,17,360,1.6612704508006573,170.4464809326455
87,17,0,0,0,10.0,20,10.0,31.29232759656185,0,,16.017348851214038,4,16.0,53.971715096157524,20,42.0,49.00000000000002,0,,0,2.5400000000000005,82482,17,25,1.0,952.3081899140462,False,0.2817612882011838,0,0.2,56012,871,0,0.0,8710.0,False,-0.06728778467908902,4,1.8600000000000003,78907,510,0,0.0,15959.087074246543,False,-0.11714125349668979,0,1.8560000000000005,76324,597,0,0.0,18681.519575147424,False,-0.1295558625456108,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,16,1.0440000000000003,144595,0,4,0.4,215.8868603846301,False,0.10811305609520468,0,3.917000000000001,149668,0,48,0.0,2352.000000000001,False,-0.06110381486483963,0,4.511000000000001,146334,10,70,1.0,3969.7171509615764,False,-0.076821017076448,0.3,865781,0.0,0.0,11,0,0,17,2,1.8,12,29,21,180.0,126.0,10,7,21,200,1.638704958371818,172.08518589101732
88,21,0,0,0,10.0,20,10.0,31.32857537475129,8,32.0,16.017348851214038,0,,53.971715096157524,0,,49.00000000000002,0,,0,2.540000000000001,82648,16,27,1.0,1005.8715351182848,False,0.2847398993782508,0,0.2,55902,882,0,0.0,8820.0,False,-0.0681375730045425,0,1.8560000000000005,78907,510,0,0.0,15977.573441123157,False,-0.11704733302279555,0,1.8560000000000005,76068,605,0,0.0,18953.78810172453,False,-0.13077382461146916,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.0280000000000002,144595,0,4,0.0,215.8868603846301,False,0.10811305609520468,0,3.917000000000001,149668,0,48,0.0,2352.000000000001,False,-0.06110381486483963,0,4.511000000000001,146334,0,80,1.0,3920.000000000002,False,-0.07697574395777444,0.25,865581,0.0,0.0,11,0,0,16,0,0.0,16,32,18,201.0,102.0,12,9,18,456,1.7728985575959086,173.85808444861323
89,18,0,0,0,10.0,20,10.0,31.287648486635636,20,31.0,16.014803298623498,8,16.0,53.971715096157524,0,,49.00000000000002,0,,0,2.5400000000000005,83168,16,17,1.0,691.8900242728058,False,0.29034864516140424,0,0.2,55802,892,0,0.0,8920.0,False,-0.06891010784586385,4,1.8960000000000006,78517,520,0,0.0,16269.57721305053,False,-0.11952661071457331,4,1.8960000000000006,75678,615,0,0.0,19241.903819280917,False,-0.13327285566589997,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.0280000000000002,144467,0,12,0.8,647.6605811538902,False,0.10878608025865863,0,3.9170000000000007,149668,0,48,0.0,2352.000000000001,False,-0.06110381486483963,0,4.511000000000001,146334,0,80,0.0,3920.000000000002,False,-0.07697574395777444,0.225,865093,0.0,0.0,13,0,0,14,2,2.0,14,28,16,144.0,73.0,8,10,16,820,1.5772693892940879,175.43535383790731
90,16,0,0,0,10.0,20,10.0,31.366550116250227,18,32.0,16.013687554263395,4,16.0,53.971715096157524,0,,49.00000000000002,0,,1,2.5500000000000007,83609,17,10,1.0,483.66550116250227,False,0.2955537954726561,0,0.2,55712,901,0,0.0,9010.0,False,-0.06960538920305306,0,1.8920000000000003,78133,532,0,0.0,16687.00466184512,False,-0.12130770379594,4,1.9320000000000004,75406,621,0,0.0,19478.62762219139,False,-0.13483398047964545,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.0280000000000002,144403,0,16,0.4,863.5474415385204,False,0.10912259234038572,0,3.917000000000001,149668,0,48,0.0,2352.000000000001,False,-0.06110381486483963,0,4.511000000000001,146334,0,80,0.0,3920.000000000002,False,-0.07697574395777444,0.175,864724,0.0,0.0,13,0,0,19,2,1.1666666666666667,14,33,8,144.0,68.0,8,8,8,584,1.5795044442638755,177.0148582821712
91,8,0,0,0,10.0,20,10.0,31.366550116250227,0,,16.012629855329653,4,16.0,54.46047247897241,5,62.0,49.00000000000002,0,,0,2.549000000000001,83499,18,20,1.0,807.3310023250045,False,0.2963546475875668,0,0.2,55622,910,0,0.0,9100.0,False,-0.07030067056024226,4,1.9320000000000004,78053,532,0,0.0,16687.00466184512,False,-0.12212058801074464,0,1.9280000000000004,75406,621,0,0.0,19478.62762219139,False,-0.13483398047964545,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.0280000000000002,144649,0,15,0.4,816.9070871845862,False,0.11082784043796992,0,3.917000000000001,149358,0,53,0.5,2597.000000000001,False,-0.06227086847461425,0,4.511000000000001,146334,0,80,0.0,3920.000000000002,False,-0.07697574395777444,0.2375,864380,0.0,0.0,10,0,0,15,1,1.0,11,26,8,90.0,24.0,5,3,8,510,1.2230673199519515,178.23792560212314
92,8,0,0,0,10.0,20,10.0,31.435965365156733,18,32.0,16.011631194488498,4,16.0,55.0648781420253,5,64.0,49.00000000000002,0,,0,2.549000000000001,83995,16,12,1.0,537.2315843818808,False,0.3019315811036579,0,0.2,55502,922,0,0.0,9220.0,False,-0.07122771236982788,0,1.9280000000000004,77861,538,0,0.0,16912.54936645432,False,-0.12292562431309083,4,1.9680000000000004,74942,633,0,0.0,19898.96607614421,False,-0.13741316833742712,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.0280000000000002,144905,0,14,0.4,770.9082939883542,False,0.1126121234980602,0,3.917000000000001,149358,0,53,0.0,2597.000000000001,False,-0.06227086847461425,0,4.511000000000001,146014,0,85,0.5,4165.000000000002,False,-0.07820504042673704,0.2375,864036,0.0,0.0,13,0,0,13,1,1.0,2,15,12,90.0,54.0,5,3,12,1096,1.4652920067310333,179.70321760885417
93,12,0,0,0,10.0,20,10.0,31.435965365156733,0,,16.00989287481689,8,16.0,55.65252229328334,5,64.0,49.00000000000002,2,49.0,0,2.549000000000001,83895,16,22,1.0,851.5912380334481,False,0.30281504927253045,0,0.2,55402,932,0,0.0,9320.0,False,-0.07200024721114923,4,1.9680000000000004,77781,538,0,0.0,16912.54936645432,False,-0.12373850852789549,4,2.004,74862,633,0,0.0,19898.96607614421,False,-0.13822605255223178,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.0280000000000002,145097,0,17,0.8,946.0928789858168,False,0.11475319860238849,0,3.9170000000000007,149456,0,51,0.0,2499.000000000001,False,-0.06196587846459315,0,4.511000000000001,145694,0,90,0.5,4410.000000000002,False,-0.07943433689569965,0.2875,863646,0.0,0.0,11,0,0,16,2,2.0,3,19,19,126.0,90.0,7,5,19,618,1.4733115853741765,181.17652919422835
94,19,0,0,0,10.0,20,10.0,31.42447999931639,4,31.0,16.00989287481689,0,,56.22097775333562,5,64.0,49.00000000000002,5,49.0,0,2.549000000000001,83899,18,28,1.0,1059.8854399808588,False,0.3044859973423323,0,0.2,55322,940,0,0.0,9400.0,False,-0.0726182750842063,0,1.9640000000000004,77657,542,0,0.0,17032.06815962948,False,-0.1243912606836891,0,2.0,74862,633,0,0.0,19891.695839567274,False,-0.1382629891806773,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.0280000000000002,145417,0,12,0.0,674.6517330400275,False,0.11616438232967054,0,3.9170000000000007,149701,0,46,0.0,2254.000000000001,False,-0.0612034034395404,0,4.511000000000001,145374,0,95,0.5,4655.000000000002,False,-0.08066363336466224,0.1875,863691,0.0,0.0,16,0,0,18,0,0.0,3,21,19,201.0,126.0,12,7,19,889,1.6523162433877587,182.8288454376161
95,19,0,0,0,10.0,20,10.0,31.440847435501556,4,32.0,16.00913444566323,4,16.0,56.22097775333562,0,,49.00000000000002,7,49.0,0,2.549000000000001,83887,22,34,1.0,1288.988812807053,False,0.30607049235813977,0,0.2,55262,946,0,0.0,9460.0,False,-0.07308179598899911,0,1.9640000000000004,77657,542,0,0.0,17040.939310041842,False,-0.12434619057033054,4,2.0400000000000005,74654,637,0,0.0,20027.819816414492,False,-0.1396849066889473,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.0280000000000002,145353,0,16,0.4,899.5356440533699,False,0.11653534343168574,0,3.917000000000001,150044,0,39,0.0,1911.000000000001,False,-0.06013593840446655,0,4.511000000000001,145374,0,95,0.0,4655.000000000002,False,-0.08066363336466224,0.175,863690,0.0,0.0,14,0,0,18,1,1.0,3,21,21,180.0,147.0,10,9,21,671,1.6261308258399367,184.45497626345605
96,21,0,0,0,10.0,20,10.0,31.09153620724423,57,30.31578947368421,16.00913444566323,0,,52.43209327609902,24,42.0,49.000000000000014,9,49.0,23,2.7790000000000004,84795,23,10,1.0,540.9153620724423,False,0.3143205970309357,0,0.2,55172,955,0,0.0,9550.0,False,-0.07377707734618831,0,1.9640000000000006,76409,583,0,0.0,18126.365608823384,False,-0.13151264741744972,0,2.0360000000000005,74174,653,0,0.0,20302.77314333048,False,-0.14316530435741262,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,8,1.1080000000000003,145961,0,0,0.0,0.0,False,0.11774706130106827,0,3.917000000000001,150485,0,30,0.0,1470.0000000000005,False,-0.05876348335937159,0,4.511000000000001,144366,14,105,1.0,5879.049305865388,False,-0.08312829714160448,0.25,862821,0.0,0.0,19,0,0,8,3,2.2083333333333335,4,12,22,216.0,147.0,12,9,22,1601,3.2223413484171033,187.67731761187315
97,22,0,0,0,10.0,20,10.0,31.09153620724423,0,,16.007804784700312,8,16.0,52.43209327609902,0,,49.000000000000014,18,49.0,0,2.756000000000001,84675,25,20,1.0,871.8307241448846,False,0.3150229498790587,0,0.2,55092,963,0,0.0,9630.0,False,-0.07439510521924539,4,2.004000000000001,76329,583,0,0.0,18126.365608823384,False,-0.13232553163225438,4,2.0760000000000005,74094,653,0,0.0,20302.77314333048,False,-0.14397818857221728,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,145833,0,8,0.8,419.45674620879214,False,0.11837292470884395,0,3.9170000000000007,150877,0,22,0.0,1078.0000000000002,False,-0.05754352331928719,0,4.511000000000001,144856,4,105,1.0,5354.728373104398,False,-0.08171015874075098,0.35,863215,0.0,0.0,19,0,0,5,2,2.0,7,12,20,201.0,121.0,12,10,20,1082,1.904215196147561,189.5815328080207
98,20,0,0,0,10.0,20,10.0,31.137873508569704,17,31.58823529411765,16.00722083724146,4,16.0,52.43209327609902,0,,49.000000000000014,18,49.0,0,2.756000000000001,85132,23,13,1.0,634.7923556114062,False,0.32025271434451497,0,0.2,54972,975,0,0.0,9750.0,False,-0.075322147028831,4,2.0400000000000005,76249,583,0,0.0,18153.380255496137,False,-0.13300116722300395,0,2.0720000000000005,73557,670,0,0.0,20862.3752507417,False,-0.14659160061605603,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,145769,0,12,0.4,629.1851193131882,False,0.1186858564127319,0,3.917000000000001,151269,0,14,0.0,686.0000000000002,False,-0.05632356327920279,0,4.511000000000001,145346,0,99,0.4,4851.000000000002,False,-0.08022793335034638,0.225,863753,0.0,0.0,21,0,0,5,1,1.0,4,9,13,162.0,137.0,9,11,13,1619,1.499973701313138,191.08150650933385
99,13,0,0,0,10.0,20,10.0,31.182723020395834,9,32.0,16.006191421707882,8,16.0,52.43209327609902,0,,49.000000000000014,20,49.0,0,2.756000000000001,85290,26,14,1.0,696.5581222855417,False,0.3231710865106575,0,0.2,54902,982,0,0.0,9820.0,False,-0.07586292141775594,4,2.0760000000000005,76169,583,0,0.0,18179.52752089077,False,-0.13368120956718613,4,2.1120000000000005,73189,679,0,0.0,21173.06893084877,False,-0.14875238057791615,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,145641,0,20,0.8,1048.6418655219804,False,0.11931171982050756,0,3.917000000000001,151710,0,5,0.0,245.00000000000006,False,-0.05495110823410784,0,4.511000000000001,145885,0,88,0.0,4312.000000000001,False,-0.07855048829523033,0.225,864245,0.0,0.0,19,0,0,2,2,2.0,5,7,11,126.0,93.0,7,6,11,1468,1.339659133926034,192.42116564325988
100,11,0,0,0,10.0,20,10.0,31.275752143110626,20,32.0,16.00573704223512,4,16.0,53.59248131917846,10,63.0,49.000000000000014,14,49.0,6,2.8160000000000007,85650,29,10,1.0,602.7575214311063,False,0.32800869504520186,0,0.2,54832,989,0,0.0,9890.0,False,-0.07640369580668088,0,2.0720000000000005,75849,593,0,0.0,18546.521020864602,False,-0.13506822628225065,4,2.148,72789,689,0,0.0,21548.993226603223,False,-0.15090690836456216,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,146207,0,14,0.4,750.2947384684985,False,0.12250371305459463,0,3.917000000000001,151596,0,6,0.5,294.0000000000001,False,-0.05550818182384026,0,4.511000000000001,146055,0,83,0.5,4067.0000000000014,False,-0.07825483471408742,0.3,864437,0.0,0.0,19,0,0,3,2,1.6,3,6,12,108.0,74.0,6,5,12,1836,1.2925912644714117,193.7137569077313
101,12,0,0,0,10.0,20,10.0,31.262473531866092,8,31.0,16.005304498395862,4,16.0,53.59248131917846,0,,49.000000000000014,20,49.0,0,2.8100000000000005,85778,31,12,1.0,685.1496823823932,False,0.3306228923888507,0,0.2,54752,997,0,0.0,9970.0,False,-0.07702172367973796,4,2.1120000000000005,75645,597,0,0.0,18663.696698524058,False,-0.13654576691294998,0,2.1440000000000006,72665,693,0,0.0,21664.894157583203,False,-0.15157804116454193,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1000000000000003,146143,0,18,0.4,964.6646637452122,False,0.12283441690755142,5,3.967000000000001,151821,0,0,0.0,0.0,False,-0.05502268752217402,0,4.511000000000001,146496,0,74,0.0,3626.000000000001,False,-0.07688237966899247,0.175,864759,0.0,0.0,21,0,0,5,5,4.5,2,7,14,126.0,75.0,7,5,14,1134,1.4542495645582676,195.16800647228956
102,14,0,0,0,10.0,20,10.0,31.19854118036116,28,30.857142857142858,16.004894477569366,4,16.0,54.19085557127894,5,64.0,49.000000000000014,17,49.0,16,2.9700000000000006,86038,31,10,1.0,621.9854118036117,False,0.33415210756623415,0,0.2,54652,1007,0,0.0,10070.0,False,-0.0777942585210593,4,2.1480000000000006,74957,617,0,0.0,19249.499908282836,False,-0.14056038252155245,0,2.1440000000000006,72409,701,0,0.0,21870.177367433174,False,-0.15313632389659515,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,146399,0,17,0.4,921.2445447117419,False,0.12462857351423104,8,4.042000000000001,151693,0,0,0.0,0.0,False,-0.05581939611978016,0,4.511000000000001,146617,0,70,0.5,3430.000000000001,False,-0.07673922109286012,0.2375,864224,0.0,0.0,17,0,0,5,10,9.25,4,9,15,162.0,90.0,9,5,15,961,1.5673732049763203,196.73537967726588
103,15,0,0,0,10.0,20,10.0,31.263112531337313,14,32.0,16.004176992629656,8,16.0,55.0755593496863,10,62.0,49.00000000000001,20,49.0,4,2.994000000000001,86276,32,10,1.0,632.6311253133731,False,0.3379116152568939,0,0.2,54562,1016,0,0.0,10160.0,False,-0.07848953987824851,4,2.1840000000000006,74653,624,0,0.0,19508.182219554485,False,-0.14233510024104815,4,2.1840000000000006,72105,708,0,0.0,22134.28367218682,False,-0.154883484874324,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,146891,0,15,0.8,826.1333902452945,False,0.12803206107227216,13,4.1640000000000015,151094,0,5,0.5,245.00000000000003,False,-0.05878526836008739,0,4.511000000000001,146650,0,68,0.5,3332.0000000000005,False,-0.07683880966756089,0.35,863690,0.0,0.0,15,0,0,6,9,8.571428571428571,4,10,13,165.0,75.0,10,5,13,1387,1.432807320728898,198.16818699799478
104,13,0,0,0,10.0,20,10.0,31.424316956548523,16,33.0,16.003862438414274,4,16.0,55.48557284723911,5,62.0,49.000000000000014,10,49.0,6,3.0500000000000007,86544,33,10,1.0,644.2431695654852,False,0.3421421090940135,0,0.2,54472,1025,0,0.0,10250.0,False,-0.07918482123543771,0,2.1800000000000006,74653,624,0,0.0,19608.77378088628,False,-0.14182404216386585,4,2.2200000000000006,71497,724,0,0.0,22751.20547654113,False,-0.15792711742853666,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,147137,0,14,0.4,776.7980198613476,False,0.1297269901591352,5,4.201000000000001,151270,0,0,0.0,0.0,False,-0.0584522690634317,0,4.511000000000001,146340,0,73,0.5,3577.000000000001,False,-0.07800586327733551,0.2375,863372,0.0,0.0,11,0,0,6,6,4.625,2,8,17,129.0,75.0,8,5,17,608,1.3589923391118646,199.52717933710665
105,17,0,0,0,10.0,20,10.0,31.424316956548523,0,,16.003862438414274,0,,56.01117127497772,5,64.0,49.00000000000001,20,49.0,0,3.044000000000001,86434,34,20,1.0,968.4863391309705,False,0.3429474238986045,0,0.2,54382,1034,0,0.0,10340.0,False,-0.07988010259262693,0,2.1800000000000006,74653,624,0,0.0,19608.77378088628,False,-0.14182404216386585,0,2.2160000000000006,71497,724,0,0.0,22751.20547654113,False,-0.15792711742853666,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,147457,0,9,0.0,504.10054147479946,False,0.13113336348537283,10,4.296000000000001,150762,0,5,0.5,245.00000000000003,False,-0.060851731285128316,0,4.511000000000001,146830,0,63,0.0,3087.0000000000005,False,-0.07648091322723001,0.1875,863474,0.0,0.0,18,0,0,9,5,5.0,3,12,18,178.0,75.0,12,5,18,1010,1.4955039219930768,201.02268325909972
106,18,0,0,0,10.0,20,10.0,31.484519666527678,22,31.90909090909091,16.003862438414274,0,,55.28235003297138,4,42.0,49.0,20,49.0,2,3.0640000000000005,86985,34,10,1.0,654.8451966652767,False,0.34903777074769987,0,0.2,54282,1044,0,0.0,10440.0,False,-0.08065263743394827,0,2.1800000000000006,74302,635,0,0.0,19992.669988245074,False,-0.143440176862038,0,2.2160000000000006,71146,735,0,0.0,23141.121954897844,False,-0.15951266598131456,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,147625,0,5,0.0,276.4117501648569,False,0.13154807883817005,6,4.346000000000001,150917,0,0,0.0,0.0,False,-0.06064944199276738,0,4.511000000000001,147103,0,58,0.4,2842.0,False,-0.07554415819645091,0.175,863819,0.0,0.0,19,0,0,7,7,6.25,3,10,17,180.0,99.0,10,8,17,1547,1.4243084033951163,202.44699166249484
107,17,0,0,0,10.0,20,10.0,31.484519666527678,0,,16.003308730553897,8,16.0,55.28235003297138,0,,49.0,20,49.0,0,3.0620000000000007,86855,37,20,1.0,999.6903933305535,False,0.3496932294531269,0,0.2,54212,1051,0,0.0,10510.0,False,-0.08119341182287321,4,2.2200000000000006,74222,635,0,0.0,19992.669988245074,False,-0.14425306107684263,4,2.2560000000000007,71066,735,0,0.0,23141.121954897844,False,-0.16032555019611922,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,147497,0,13,0.8,718.670550428628,False,0.13226124957088725,14,4.480000000000001,150596,0,0,0.0,0.0,False,-0.06264743777270153,0,4.511000000000001,147397,0,52,0.0,2548.0,False,-0.07462918816638761,0.225,863304,0.0,0.0,13,0,0,6,8,8.0,3,9,15,147.0,99.0,9,8,15,494,1.3488112147897482,203.7958028772846
108,15,0,0,0,10.0,20,10.0,31.63825696396413,18,33.0,16.003308730553897,0,,55.734973430923766,5,62.0,49.0,15,49.0,0,3.0620000000000007,87319,40,12,1.0,779.6590835675695,False,0.3551625342508541,0,0.2,54142,1058,0,0.0,10580.0,False,-0.08173418621179815,0,2.2160000000000006,73628,653,0,0.0,20659.781797468575,False,-0.1468994472515949,0,2.2520000000000007,71066,735,0,0.0,23254.118868513633,False,-0.1597514663998697,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,1.1,147807,0,8,0.0,445.87978744739013,False,0.13359068724373932,6,4.526000000000002,150509,0,0,0.0,0.0,False,-0.06318895064763695,0,4.511000000000001,147528,0,48,0.5,2352.0,False,-0.07442378673106728,0.1875,863458,0.0,0.0,18,0,0,5,4,4.0,3,8,21,144.0,96.0,8,7,21,1545,1.3960515623912215,205.1918544396758
109,21,0,0,0,10.0,20,10.0,31.48906433482877,16,30.0,16.003308730553897,0,,57.00626609647688,15,62.666666666666664,49.0,20,49.0,4,3.1020000000000008,87609,39,10,1.0,704.8906433482878,False,0.3590656240795114,0,0.2,54032,1069,0,0.0,10690.0,False,-0.08258397453725164,0,2.2160000000000006,73628,653,0,0.0,20562.359010643188,False,-0.14739440628642392,0,2.2520000000000007,70586,751,0,0.0,23648.287315456408,False,-0.1626261885106112,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,7,1.1700000000000004,148377,0,0,0.0,0.0,False,0.13624842056897807,12,4.6400000000000015,150254,0,0,0.0,0.0,False,-0.06477614355693043,0,4.511000000000001,146980,5,50,1.0,2735.0313304823844,False,-0.07664264715617855,0.25,862925,0.0,0.0,14,0,0,8,9,7.65,4,12,22,201.0,117.0,12,9,22,912,1.6514728292822838,206.8433272689581
