index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
82,31,0,0,0,10.0,20,10.0,10.008031312278618,2,10.0,40.66359124626042,20,40.75,31.50430278119345,0,,40.99999999999999,10,41.0,1,1.0380000000000003,36808,869,0,0.0,8690.0,False,-0.11966543307591931,1,0.8940000000000001,37814,791,0,0.0,7910.0,False,-0.10648811688450596,4,2.6880000000000006,77241,0,1,0.1,40.66359124626042,False,0.056276325047824635,15,2.7170000000000005,77234,0,1,0.1,40.66359124626042,False,0.05618062472654499,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,3.2510000000000003,64615,10,25,1.0,1194.2434819924404,False,-0.16496418796342635,0,3.0530000000000004,94729,6,254,1.0,10603.025816687159,False,-0.05391500214370833,10,7.041,78653,585,0,0.0,18430.01712699817,False,-0.16894753134370163,0.275,545189,0.0,0.0,13,0,0,15,11,10.8,21,36,27,255.0,123.0,15,16,27,200,1.9317984390072525,173.15925035701366
83,27,0,0,0,10.0,20,10.0,10.006823079958767,3,10.0,40.681342695989926,5,41.0,30.769623824626926,8,16.0,41.0,15,41.0,2,1.0570000000000002,36681,879,0,0.0,8790.0,False,-0.12131259759984597,1,0.9030000000000002,37701,801,0,0.0,8010.0,False,-0.10783579694953686,4,2.7240000000000006,77308,0,1,0.1,40.681342695989926,False,0.05719243518146138,0,2.702000000000001,77214,0,3,0.2,122.04402808796978,False,0.056463490519433696,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,3.251000000000001,64538,5,27,1.0,1034.1865567448767,False,-0.16697492440780534,0,3.053000000000001,95016,0,253,0.6,10373.0,False,-0.05228835440882996,8,7.111000000000003,78417,593,0,0.0,18246.38692800377,False,-0.17204799477918598,0.23750000000000002,544970,0.0,0.0,16,0,0,15,8,7.8,21,36,31,189.0,102.0,13,14,31,615,1.801381207013037,174.9606315640267
84,31,0,0,0,10.0,20,10.0,10.006462972214855,1,10.0,40.714787081280626,10,41.0,31.155712326229935,15,35.06666666666667,41.0,20,41.0,0,1.0550000000000004,36591,888,0,0.0,8880.0,False,-0.1222752262177252,1,0.9120000000000004,37578,812,0,0.0,8120.0,False,-0.1092904357498877,4,2.7600000000000007,77385,0,0,0.0,0.0,False,0.057967051746530864,2,2.7220000000000004,77345,0,1,0.1,40.714787081280626,False,0.05769850835382659,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,3.251000000000001,64654,5,22,1.0,888.9996065834617,False,-0.16641910745512864,0,3.053000000000001,95226,0,247,0.4,10127.0,False,-0.05146551153398719,10,7.203000000000001,77931,604,0,0.0,18818.05024504288,False,-0.17394117976259144,0.1875,544805,0.0,0.0,19,0,0,11,9,8.2,21,32,32,216.0,131.0,12,19,32,1136,1.6449643119703978,176.6055958759971
85,32,0,0,0,10.0,20,10.0,10.006104964306969,1,10.0,40.70762287848875,15,40.666666666666664,30.562888493484575,25,27.0,41.0,20,41.0,0,1.0550000000000004,36511,896,0,0.0,8960.0,False,-0.1231308961002845,1,0.9210000000000005,37445,824,0,0.0,8240.0,False,-0.11085203328555843,5,2.806000000000001,77425,0,0,0.0,0.0,False,0.05851391072527172,9,2.8100000000000005,77427,0,1,0.1,40.70762287848875,False,0.058819520287637476,0,0.2,78095,0,0,0.0,0.0,False,0.0,3,3.281000000000001,64602,10,10,1.0,712.7051137197332,False,-0.16821368132582287,0,3.053000000000001,95084,15,244,1.0,10462.443327402269,False,-0.05122223696265873,7,7.263000000000003,77839,604,0,0.0,18459.98465006468,False,-0.17650459822538012,0.2625,544428,0.0,0.0,18,0,0,16,9,8.1,24,40,37,240.0,141.0,15,17,37,1228,1.897797052981332,178.50339292897843
86,37,0,0,0,10.0,20,10.0,10.00543582947016,2,10.0,40.6870001255224,10,40.5,29.478668130237857,23,22.043478260869566,41.0,18,41.0,1,1.0650000000000004,36428,903,0,0.0,9030.0,False,-0.12415769995935567,1,0.9300000000000004,37302,837,0,0.0,8370.0,False,-0.11252058955654909,5,2.851000000000001,77455,0,1,0.1,40.6870001255224,False,0.05920218060103582,4,2.841000000000001,77494,0,1,0.1,40.6870001255224,False,0.059735368105308155,0,0.2,78095,0,0,0.0,0.0,False,0.0,13,3.4080000000000004,64128,10,10,1.0,701.6566825576026,False,-0.17435394914810423,0,3.053000000000001,94987,28,244,1.0,10829.40270764666,False,-0.050404315159949975,8,7.336000000000002,77733,604,0,0.0,17805.115550663664,False,-0.18060400662689433,0.275,543622,0.0,0.0,17,0,0,12,11,9.89090909090909,26,38,34,330.0,173.0,19,18,34,610,2.6520596519694664,181.1554525809479
87,34,0,0,0,10.0,20,10.0,10.004371160195543,4,10.0,40.6870001255224,0,,29.478668130237857,0,,41.0,20,41.0,2,1.0840000000000003,36311,912,0,0.0,9120.0,False,-0.12569790574796244,2,0.9490000000000003,37165,848,0,0.0,8480.0,False,-0.11427471281579567,0,2.846000000000001,77435,0,3,0.2,122.06100037656721,False,0.05948500239508211,0,2.837000000000001,77474,0,3,0.2,122.06100037656721,False,0.060018189899354445,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,3.395000000000001,64128,0,20,1.0,589.5733626047571,False,-0.17507155795758525,0,3.053000000000001,95438,18,243,1.0,10493.616026344282,False,-0.04772670254540167,9,7.418000000000001,77605,604,0,0.0,17805.115550663664,False,-0.18181462602896184,0.3,543651,0.0,0.0,17,0,0,12,8,8.0,23,35,33,261.0,156.0,17,17,33,651,1.7496016459772363,182.90505422692513
88,33,0,0,0,10.0,20,10.0,10.003757817332335,3,10.0,40.70336888012792,5,41.0,32.144880872796776,23,51.0,41.00000000000001,20,41.0,1,1.0920000000000003,36198,922,0,0.0,9220.0,False,-0.12704558581299336,2,0.9670000000000003,37038,858,0,0.0,8580.0,False,-0.11592187733972234,0,2.846000000000001,77425,0,4,0.1,162.81347552051167,False,0.05962686086212677,2,2.8570000000000007,77595,0,2,0.2,81.40673776025584,False,0.06139453645334789,0,0.2,78095,0,0,0.0,0.0,False,0.0,3,3.4250000000000007,64979,0,5,0.5,160.72440436398387,False,-0.16692026119236839,0,3.0530000000000004,95889,8,242,1.0,10179.159046982377,False,-0.04494822215347256,9,7.499000000000001,76298,627,0,0.0,20154.84030724358,False,-0.18306437890853403,0.225,543517,0.0,0.0,16,0,0,9,10,8.530434782608696,28,37,31,255.0,129.0,15,18,31,651,1.9698161840206012,184.87487041094573
89,31,0,0,0,10.0,20,10.0,10.00311109717565,4,10.0,40.66474263439873,5,40.0,32.562330186051945,4,50.0,41.00000000000001,20,41.0,2,1.1110000000000002,36111,928,0,0.0,9280.0,False,-0.12826491539564036,2,0.9850000000000003,36871,872,0,0.0,8720.0,False,-0.11799687680492865,1,2.8560000000000008,77573,0,2,0.2,81.32948526879746,False,0.061093235937308074,0,2.855000000000001,77575,0,4,0.2,162.6589705375949,False,0.061676525876940294,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,3.4220000000000006,64979,0,6,0.5,195.37398111631165,False,-0.16669841871364166,0,3.053000000000001,96363,0,238,1.0,9758.000000000002,False,-0.04245680074907075,6,7.550000000000002,76132,629,0,0.0,20481.70568702667,False,-0.18308866043531855,0.2375,543699,0.0,0.0,23,0,0,16,7,6.2,20,36,24,237.0,140.0,14,17,24,974,1.9202311059925705,186.7951015169383
90,24,0,0,0,10.0,20,10.0,10.002839599955372,2,10.0,40.08038420875487,11,35.72727272727273,31.647727879195607,9,16.0,41.00000000000001,20,41.0,1,1.1190000000000002,35968,941,0,0.0,9410.0,False,-0.12993347166663102,1,0.9930000000000003,36788,879,0,0.0,8790.0,False,-0.11902368066399983,4,2.895000000000001,77650,0,1,0.1,40.08038420875487,False,0.061863971455388356,1,2.8650000000000007,77707,0,1,0.1,40.08038420875487,False,0.06264324550009408,0,0.2,78095,0,0,0.0,0.0,False,0.0,3,3.4520000000000013,64613,1,10,1.0,356.55766300071093,False,-0.17035304652666167,0,3.0530000000000004,96773,0,228,0.0,9348.000000000002,False,-0.040517918112947006,10,7.644000000000003,75832,638,0,0.0,20191.250386926797,False,-0.1872996075563136,0.15,543426,0.0,0.0,16,0,0,10,12,10.183333333333334,25,35,28,201.0,65.0,12,12,28,624,1.836654624028597,188.6317561409669
91,28,0,0,0,10.0,20,10.0,10.002708296684803,1,10.0,40.07180063860174,10,40.0,30.925376658858745,14,23.357142857142858,41.0,20,41.0,0,1.118,35868,951,0,0.0,9510.0,False,-0.13100305901983014,1,1.0020000000000004,36675,889,0,0.0,8890.0,False,-0.12037136072903074,4,2.931000000000001,77712,0,1,0.1,40.07180063860174,False,0.06271154419740653,4,2.9040000000000004,77779,0,0,0.0,0.0,False,0.0633536126871283,0,0.2,78095,0,0,0.0,0.0,False,0.0,4,3.4890000000000008,64384,1,10,1.0,349.3255672271892,False,-0.17333167573322752,0,3.053000000000001,97129,1,225,1.0,9255.925376658859,False,-0.03758630214100476,7,7.704000000000002,75596,641,0,0.0,19823.166438328455,False,-0.1912723494607615,0.2625,543238,0.0,0.0,20,0,0,9,8,7.0,26,35,30,219.0,105.0,13,15,30,900,1.644539396977052,190.27629553794395
92,30,0,0,0,10.0,20,10.0,10.00245593535852,2,10.0,40.28413709957424,25,41.0,30.089394087913142,10,18.0,41.0,20,41.0,1,1.1280000000000003,35745,962,0,0.0,9620.0,False,-0.13245769782018096,1,1.0110000000000003,36572,898,0,0.0,8980.0,False,-0.12161208205874174,9,3.017000000000001,77784,0,2,0.2,80.56827419914848,False,0.06397271361131415,15,3.0500000000000007,77809,0,0,0.0,0.0,False,0.06376375692118395,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,3.4850000000000008,63539,16,10,1.0,945.4401344723192,False,-0.18033523186841466,0,3.053000000000001,97277,1,227,1.0,9337.089394087912,False,-0.035802700276702654,12,7.817000000000002,75378,641,0,0.0,19287.301610352322,False,-0.19586828077691346,0.275,542199,0.0,0.0,14,0,0,10,15,14.8,29,39,32,258.0,117.0,16,14,32,708,1.5949840469984338,191.87127958494239
93,32,0,0,0,10.0,20,10.0,10.002335056208606,1,10.0,40.350203156691485,10,41.0,28.8426767503898,16,18.0,41.0,20,41.0,0,1.1270000000000004,35635,973,0,0.0,9730.0,False,-0.13363424390870002,1,1.0200000000000002,36469,907,0,0.0,9070.0,False,-0.12285280338845274,8,3.088000000000001,77908,0,1,0.1,40.350203156691485,False,0.06539305627969584,0,3.0350000000000006,77809,0,0,0.0,0.0,False,0.06376375692118395,0,0.2,78095,0,0,0.0,0.0,False,0.0,6,3.545000000000001,63183,16,10,1.0,934.0300180109617,False,-0.18496683514942722,0,3.053000000000001,97646,0,219,0.1,8979.0,False,-0.03400610984479481,11,7.915000000000002,74906,657,0,0.0,18949.638625006097,False,-0.20192924201508497,0.15000000000000002,541651,0.0,0.0,15,0,0,12,10,9.6,25,37,35,270.0,171.0,15,17,35,749,1.825882237055339,193.69716182199772
94,35,0,0,0,10.0,20,10.0,10.002104837542648,2,10.0,40.41063809510746,10,41.0,26.74089228346601,29,16.620689655172413,41.0,20,41.0,1,1.1370000000000005,35512,984,0,0.0,9840.0,False,-0.13508888270905084,1,1.0290000000000004,36366,916,0,0.0,9160.0,False,-0.12409352471816373,4,3.1200000000000014,77985,0,0,0.0,0.0,False,0.06616993642764372,5,3.085000000000001,77834,0,2,0.2,80.82127619021492,False,0.06465801678987097,0,0.2,78095,0,0,0.0,0.0,False,0.0,19,3.7290000000000005,62360,16,10,1.0,913.9791323563794,False,-0.19563365687715997,0,3.053000000000001,97736,10,219,1.0,9246.40892283466,False,-0.03189032108447536,10,8.004000000000001,74588,666,0,0.0,17809.434260788363,False,-0.21032888055164345,0.275,540476,0.0,0.0,18,0,0,9,11,10.688888888888888,24,33,42,252.0,181.0,14,21,42,754,1.6848416589782573,195.38200348097598
95,42,0,0,0,10.0,20,10.0,10.002104837542648,0,,40.465838303786775,10,41.0,26.74089228346601,0,,41.0,20,41.0,0,1.1360000000000003,35392,996,0,0.0,9960.0,False,-0.1363723875328898,0,1.0280000000000002,36286,924,0,0.0,9240.0,False,-0.12494919460072304,0,3.116000000000001,77985,0,0,0.0,0.0,False,0.06616993642764372,8,3.1600000000000006,77968,0,0,0.0,0.0,False,0.06593752136167885,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,3.710000000000001,61950,16,20,1.0,1182.2712585299087,False,-0.19916594366777696,0,3.053000000000001,98146,0,219,1.0,8979.0,False,-0.029277127805468595,10,8.094000000000003,74430,666,0,0.0,17809.434260788363,False,-0.21182323887607052,0.25,540252,0.0,0.0,18,0,0,11,7,6.6,31,42,45,297.0,146.0,19,23,45,610,2.124249975022394,197.50625345599838
96,45,0,0,0,10.0,20,10.0,10.001897024145007,2,10.0,40.465838303786775,0,,29.19540621052029,28,42.5,41.0,20,41.0,1,1.1460000000000004,35249,1009,0,0.0,10090.0,False,-0.13804094380388046,1,1.0380000000000003,36203,931,0,0.0,9310.0,False,-0.1259759984597942,0,3.116000000000001,77985,0,0,0.0,0.0,False,0.06616993642764372,0,3.1520000000000006,77948,0,2,0.2,80.93167660757355,False,0.06621731954752601,0,0.2,78095,0,0,0.0,0.0,False,0.0,8,3.790000000000001,62828,6,10,1.0,534.7490919279235,False,-0.19206896029241358,0,3.0530000000000004,97886,7,220,1.0,9224.367843473641,False,-0.03057585834110313,11,8.194000000000003,73695,677,0,0.0,19765.290004522238,False,-0.20952563579024955,0.275,539889,0.0,0.0,19,0,0,14,7,6.615384615384615,19,33,38,330.0,225.0,20,25,38,1330,2.147314449015539,199.65356790501392
97,38,0,0,0,10.0,20,10.0,10.001709490519898,2,10.0,40.44279781827861,5,40.0,29.19540621052029,0,,41.0,20,41.0,1,1.1550000000000002,35136,1019,0,0.0,10190.0,False,-0.13938862386891138,1,1.0470000000000004,36090,941,0,0.0,9410.0,False,-0.12732367852482512,5,3.166000000000001,78015,0,1,0.1,40.44279781827861,False,0.06685653700060346,0,3.1520000000000006,77938,0,3,0.1,121.32839345483583,False,0.06635674614433548,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,3.7820000000000014,62628,1,20,1.0,624.3509220286843,False,-0.19405627170735207,0,3.053000000000001,98255,0,218,0.7,8938.0,False,-0.028440097984507855,11,8.293000000000001,73509,677,0,0.0,19765.290004522238,False,-0.21128481710887892,0.2375,539666,0.0,0.0,17,0,0,8,9,9.0,16,24,35,270.0,169.0,15,23,35,569,1.777911775978282,201.4314796809922
98,35,0,0,0,10.0,20,10.0,10.001467674633941,3,10.0,40.14147738427201,10,37.4,32.1367555455153,30,48.0,40.99999999999999,20,41.0,2,1.1740000000000002,35019,1028,0,0.0,10280.0,False,-0.14092882965751813,1,1.0560000000000005,35967,952,0,0.0,9520.0,False,-0.12877831732517594,4,3.201000000000001,78041,0,2,0.2,80.28295476854402,False,0.0674843321810687,2,3.1720000000000006,78064,0,1,0.1,40.14147738427201,False,0.0675243795022509,0,0.2,78095,0,0,0.0,0.0,False,0.0,10,3.8820000000000006,63304,1,10,1.0,361.509032839425,False,-0.18708298205493676,0,3.0530000000000004,98027,5,216,1.0,9016.683777727574,False,-0.030224419622780618,8,8.362000000000002,72683,692,0,0.0,22238.634837496586,False,-0.20740069214564985,0.2875,539200,0.0,0.0,18,0,0,10,10,9.066666666666666,17,27,36,240.0,134.0,15,20,36,1426,1.7924852580181323,203.22396493901033
99,36,0,0,0,10.0,20,10.0,10.00121339258835,4,10.0,40.12745360398063,10,40.0,32.31526262160075,45,33.0,40.99999999999999,20,41.0,2,1.1920000000000002,34892,1038,0,0.0,10380.0,False,-0.1425759941814448,2,1.0750000000000004,35840,962,0,0.0,9620.0,False,-0.1304254818491026,3,3.227000000000001,78125,0,2,0.2,80.25490720796127,False,0.06863254431067038,4,3.210000000000001,78116,0,2,0.2,80.25490720796127,False,0.0685095010404537,0,0.2,78095,0,0,0.0,0.0,False,0.0,35,4.222000000000001,63024,1,10,1.0,363.2800798199882,False,-0.19065701978474942,0,3.053000000000001,97116,40,212,1.0,9984.610504864027,False,-0.0342633167904209,6,8.414000000000001,72613,692,0,0.0,22362.16173414772,False,-0.20747859315551861,0.3,537821,0.0,0.0,17,0,0,11,10,9.177777777777777,15,26,39,243.0,145.0,15,21,39,774,1.8323468269663863,205.05631176597672
100,39,0,0,0,10.0,20,10.0,10.0011068547152,2,10.0,39.95650316114286,11,38.54545454545455,32.31526262160075,0,,40.99999999999999,20,41.0,1,1.2000000000000004,34769,1049,0,0.0,10490.0,False,-0.14403063298179564,1,1.0830000000000004,35737,971,0,0.0,9710.0,False,-0.1316662031788136,8,3.304000000000001,78249,0,1,0.1,39.95650316114286,False,0.07005233784374285,0,3.206000000000001,78120,0,2,0.1,79.91300632228572,False,0.06856184979371306,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.187000000000001,62600,2,20,1.0,726.2182587543008,False,-0.19376260798543885,0,3.053000000000001,97567,30,211,1.0,9620.457878648022,False,-0.0317198462198976,9,8.498000000000001,72475,692,0,0.0,22362.16173414772,False,-0.20878379219837265,0.275,537612,0.0,0.0,20,0,0,11,10,9.6,7,18,35,294.0,139.0,18,21,35,665,2.050537745002657,207.10684951097937
101,35,0,0,0,10.0,20,10.0,10.000965558642804,3,10.0,39.95875417817245,5,40.0,32.31526262160075,0,,40.99999999999999,20,41.0,2,1.2190000000000003,34612,1062,0,0.0,10620.0,False,-0.14599867371168204,1,1.0920000000000003,35654,978,0,0.0,9780.0,False,-0.13269300703788478,0,3.296000000000001,78229,0,3,0.2,119.87626253451734,False,0.07032521882927423,3,3.236000000000001,78214,0,1,0.1,39.95875417817245,False,0.06957385162470549,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.187000000000001,62400,0,27,0.7,872.5120907832203,False,-0.1953869512082514,0,3.053000000000001,97854,20,214,1.0,9420.305252432014,False,-0.029951928703823814,13,8.619000000000002,72229,692,0,0.0,22362.16173414772,False,-0.21111045136172113,0.25,537287,0.0,0.0,13,0,0,6,12,11.6,10,16,31,262.0,145.0,16,19,31,487,1.6418079620343633,208.74865747301374
102,31,0,0,0,10.0,20,10.0,10.000882143492504,2,10.0,40.10671368617508,20,40.75,31.42421894000018,13,18.0,40.99999999999999,20,41.0,1,1.2270000000000005,34509,1071,0,0.0,10710.0,False,-0.14723939504139302,1,1.1010000000000004,35531,989,0,0.0,9890.0,False,-0.1341476458382356,2,3.3160000000000016,78355,0,1,0.1,40.10671368617508,False,0.07150254093708502,14,3.373000000000001,78276,0,1,0.1,40.10671368617508,False,0.07042249445407182,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.187,61819,10,24,1.0,1155.248391421755,False,-0.20101640059272835,0,3.053000000000001,98133,15,215,1.0,9286.363284100002,False,-0.027946565888433892,11,8.716000000000001,71899,700,0,0.0,21996.953258000125,False,-0.21595864383198807,0.275,536617,0.0,0.0,17,0,0,8,12,11.2,4,12,32,216.0,131.0,12,19,32,803,1.5775680009974167,210.32622547401115
103,32,0,0,0,10.0,20,10.0,10.000841744186777,1,10.0,40.150822697696256,5,41.0,31.42421894000018,0,,40.99999999999999,20,41.0,1,1.2360000000000002,34426,1078,0,0.0,10780.0,False,-0.1482661989004642,0,1.1000000000000003,35401,1002,0,0.0,10020.0,False,-0.1355381093973945,4,3.3540000000000005,78422,0,1,0.1,40.150822697696256,False,0.07241883124408847,0,3.3590000000000004,78276,0,1,0.0,40.150822697696256,False,0.07042279597168434,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.187000000000001,61614,5,34,1.0,1269.1775574484873,False,-0.20291198183335366,0,3.053000000000001,98543,5,215,1.0,8972.1210947,False,-0.025554846285857472,10,8.805000000000001,71739,700,0,0.0,21996.953258000125,False,-0.21747191808457245,0.2625,536516,0.0,0.0,19,0,0,9,8,7.8,5,14,28,207.0,129.0,14,18,28,610,1.393630641978234,211.7198561159894
104,28,0,0,0,10.0,20,10.0,10.000800985801051,1,10.0,40.18534922774087,10,40.5,31.076385342993657,5,18.0,40.99999999999999,15,41.0,1,1.245,34303,1089,0,0.0,10890.0,False,-0.149720837700815,0,1.1000000000000003,35311,1011,0,0.0,10110.0,False,-0.1365007380152737,4,3.390000000000001,78484,0,1,0.1,40.18534922774087,False,0.07326669867542378,4,3.3990000000000005,78353,0,0,0.0,0.0,False,0.07120103903205961,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.187000000000001,61299,5,39,1.0,1412.905774515457,False,-0.20602531676473873,0,3.0530000000000004,98625,0,218,0.5,8937.999999999998,False,-0.024940651275406456,13,8.925,71405,705,0,0.0,21908.85166681053,False,-0.22104750892921415,0.2,535875,0.0,0.0,11,0,0,8,10,9.6,2,10,36,180.0,126.0,10,18,36,372,2.2390000309678726,213.95885614695726
105,36,0,0,0,10.0,20,10.0,10.000689669974923,3,10.0,40.22777023350126,5,41.0,30.19403837242256,27,24.51851851851852,40.99999999999999,9,41.0,2,1.2640000000000002,34166,1100,0,0.0,11000.0,False,-0.1514749609600616,1,1.1100000000000003,35208,1020,0,0.0,10200.0,False,-0.13774145934498472,0,3.386000000000001,78474,0,2,0.1,80.45554046700252,False,0.07340526037642352,5,3.4450000000000007,78378,0,2,0.2,80.45554046700252,False,0.07209279882744546,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.187000000000001,61756,0,22,1.0,664.2688441932963,False,-0.20496658656640437,0,3.053000000000001,98241,1,228,1.0,9378.194038372421,False,-0.026490839780327298,9,9.002,70997,721,0,0.0,21769.901666516667,False,-0.2255634503290583,0.2875,535315,0.0,0.0,13,0,0,11,8,8.0,4,15,35,225.0,168.0,15,21,35,862,1.4679024849901907,215.42675863194745
106,35,0,0,0,10.0,20,10.0,10.000625299540873,2,10.0,40.37290197384955,20,41.0,29.811665915474585,5,16.0,40.99999999999999,20,41.0,1,1.2720000000000002,34023,1113,0,0.0,11130.0,False,-0.15314351723105227,1,1.1190000000000002,35125,1027,0,0.0,10270.0,False,-0.13876826320405589,13,3.516000000000001,78588,0,1,0.1,40.37290197384955,False,0.07468981408143988,3,3.4700000000000006,78477,0,1,0.1,40.37290197384955,False,0.07317228041543399,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.187000000000001,61016,10,27,1.0,1208.6439994563093,False,-0.2109568858476451,0,3.0530000000000004,98612,0,223,0.6,9142.999999999998,False,-0.024094163490367065,9,9.083,70867,721,0,0.0,21494.211125057176,False,-0.22809672127825714,0.225,534803,0.0,0.0,20,0,0,11,10,9.2,4,15,43,258.0,180.0,15,20,43,731,1.4932671890128404,216.9200258209603
107,43,0,0,0,10.0,20,10.0,10.0005665455414,2,10.0,40.404015438459,5,41.0,30.11160268799592,17,33.05882352941177,40.99999999999999,20,41.0,1,1.2810000000000004,33910,1123,0,0.0,11230.0,False,-0.15449119729608318,1,1.1280000000000003,35012,1037,0,0.0,10370.0,False,-0.14011594326908677,4,3.5430000000000015,78645,0,2,0.2,80.808030876918,False,0.07574549204236047,0,3.4670000000000005,78477,0,1,0.0,40.404015438459,False,0.07317249309890257,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.187000000000001,61373,5,20,1.0,804.2521309522133,False,-0.20897463262083224,0,3.053000000000001,98740,0,219,0.4,8978.999999999998,False,-0.023659097142749053,12,9.194000000000003,70299,734,0,0.0,22101.916372989006,False,-0.23059501767225785,0.19999999999999998,534551,0.0,0.0,18,0,0,16,8,7.8,5,21,39,355.0,216.0,21,22,39,1090,1.768703435023781,218.68872925598407
108,39,0,0,0,10.0,20,10.0,10.000538438635779,1,10.0,40.404015438459,0,,29.553592722815406,8,18.0,41.0,17,41.0,0,1.2800000000000002,33790,1135,0,0.0,11350.0,False,-0.15577470211992214,1,1.1370000000000005,34919,1045,0,0.0,10450.0,False,-0.14124970586347788,0,3.539000000000001,78635,0,3,0.1,121.212046315377,False,0.07588496853042155,0,3.4670000000000014,78477,0,1,0.0,40.404015438459,False,0.07317249309890257,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.187000000000001,61517,0,17,0.5,502.4110762878619,False,-0.20906324939952714,0,3.053000000000001,99150,0,209,0.0,8569.0,False,-0.021720214506625302,7,9.252,70065,742,0,0.0,21928.76580032903,False,-0.23362700721487056,0.075,534648,0.0,0.0,16,0,0,10,5,5.0,9,19,35,267.0,194.0,19,20,35,754,1.6002789310296066,220.28900818701368
109,35,0,0,0,10.0,20,10.0,10.000484972055183,2,10.0,40.435154131988234,5,41.0,30.71748316834386,35,35.91428571428571,41.0,8,41.0,1,1.2900000000000003,33677,1145,0,0.0,11450.0,False,-0.15712238218495306,1,1.1460000000000004,34806,1055,0,0.0,10550.0,False,-0.1425973859285088,2,3.559000000000001,78776,0,0,0.0,0.0,False,0.07698407273224417,0,3.4670000000000014,78457,0,3,0.2,121.3054623959647,False,0.07345208464280523,0,0.2,78095,0,0,0.0,0.0,False,0.0,18,4.367000000000002,61867,0,5,0.5,153.5874158417193,False,-0.20681485744387149,0,3.053000000000001,98193,19,219,1.0,9562.632180198534,False,-0.02607261739604027,8,9.325000000000001,69653,748,0,0.0,22976.67740992121,False,-0.23256813323471254,0.2125,533524,0.0,0.0,13,0,0,11,9,8.020689655172413,6,17,30,291.0,172.0,17,18,30,500,1.7469252089504153,222.0359333959641
