index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
79,24,0,0,0,10.0,20,10.0,23.712420188671246,24,21.958333333333332,19.126942184540976,9,27.666666666666668,45.01965131143467,3,53.0,46.99999999999999,20,47.0,11,3.415000000000001,22928,756,0,0.0,7560.0,False,-0.24264851836098114,3,2.4800000000000004,49124,53,10,1.0,767.1242018867124,False,0.4038724543015271,0,0.40700000000000003,45831,121,271,1.0,8052.604174839825,False,0.031964524815679296,4,7.908000000000002,5668.0,489,0,0.0,11595.373472260238,False,-0.7626790566487256,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71237,603,253,1.0,22923.51791907118,False,0.15520420963758727,13,7.053000000000001,63627,252,0,0.0,11344.952130481537,False,-0.2293721941903257,7,7.047000000000002,67851,280,0,0.0,12605.502367201709,False,-0.17539141979404343,0.375,398322,0.0,0.0,14,0,0,7,15,15.0,9,16,26,203.0,46.0,16,8,26,886,1.4035028461366892,161.65141384210438
80,26,0,0,0,10.0,20,10.0,23.3560560875686,10,17.1,20.99241929927447,20,36.0,42.6798782849714,9,17.0,47.0,20,47.0,7,3.4740000000000006,22759,769,0,0.0,7690.0,False,-0.24559761803487878,0,2.4770000000000003,49105,50,17,1.0,897.0529534886662,False,0.40517585358696523,0,0.40700000000000003,46551,111,261,1.0,8071.543662830751,False,0.04706335419898113,0,7.904000000000003,5497.0,499,0,0.0,11654.67198769673,False,-0.7656047855887989,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,70670,613,254,1.0,23709.042114837986,False,0.1527703114686679,11,7.150000000000001,63421,252,0,0.0,10755.329327812793,False,-0.2349413443953206,9,7.130000000000002,67546,289,0,0.0,12334.484824356736,False,-0.18028998941153426,0.375,397605,0.0,0.0,12,0,0,6,11,11.0,9,15,28,191.0,61.0,15,11,28,1124,1.5989117017015815,163.25032554380596
81,28,0,0,0,10.0,20,10.0,23.261698919086648,22,22.545454545454547,19.864439544977305,10,1.5,41.99950039104564,6,31.0,46.99999999999999,20,47.0,4,3.5070000000000014,22581,782,0,0.0,7820.0,False,-0.2488019282574791,1,2.487000000000001,49469,47,10,1.0,702.6169891908664,False,0.41274091860471945,0,0.40700000000000003,46475,109,271,1.0,7918.7882988692945,False,0.043909385660891496,10,8.004000000000001,4762.0,513,0,0.0,11933.25154549145,False,-0.7779350118447266,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,70841,613,258,1.0,23012.77254196086,False,0.15029594723948758,12,7.259000000000002,62994,258,0,0.0,10835.871100889775,False,-0.23924187053305063,8,7.201000000000001,67419,289,0,0.0,12137.85561301219,False,-0.18279554515372537,0.375,396597,0.0,0.0,12,0,0,12,13,12.25,8,20,15,248.0,42.0,20,8,15,806,1.510166697204113,164.76049224101007
82,15,0,0,0,10.0,20,10.0,23.296713397200836,17,23.647058823529413,19.63762899632018,2,2.0,41.197268902531754,12,35.0,47.0,20,47.0,5,3.553000000000001,22396,794,0,0.0,7940.0,False,-0.252346519211683,2,2.5060000000000007,49702,45,10,1.0,682.9671339720084,False,0.41906943334711483,0,0.40700000000000003,46178,113,281,1.0,8150.702361849665,False,0.04016209262361746,2,8.014000000000003,4600.0,516,0,0.0,12021.10411295563,False,-0.7803789444564028,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71257,605,256,1.0,22427.26638182184,False,0.15201756147553938,11,7.357000000000002,62790,258,0,0.0,10628.895376853192,False,-0.2426612137932679,9,7.283000000000001,66847,301,0,0.0,12400.377939662058,False,-0.1876966731553608,0.375,395826,0.0,0.0,14,0,0,4,14,13.222222222222221,3,7,18,56.0,35.0,7,8,18,725,1.1739153377711773,165.93440757878125
83,18,0,0,0,10.0,20,10.0,23.748221807085187,16,28.5,19.514094277395365,1,2.0,41.75432213243062,2,68.0,47.0,20,47.0,0,3.5480000000000014,22296,804,0,0.0,8040.0,False,-0.2537643555933645,6,2.5640000000000005,49926,45,10,1.0,687.4822180708519,False,0.4254853568420652,0,0.40700000000000003,45866,115,291,1.0,8409.646942536849,False,0.036384067875487355,1,8.022,4428.0,520,0,0.0,12349.075339684297,False,-0.7805448291382827,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71391,596,264,1.0,22653.541232289324,False,0.15546978007689374,11,7.456000000000002,62458,260,0,0.0,10856.123754431963,False,-0.24508971957814227,9,7.3640000000000025,66702,301,0,0.0,12568.050961861618,False,-0.18837682671384462,0.375,395123,0.0,0.0,9,0,0,5,10,9.5,5,10,24,129.0,65.0,10,8,24,480,1.2708508670330048,167.20525844581425
84,24,0,0,0,10.0,20,10.0,23.8286245714401,2,30.5,18.81304625488967,37,16.37837837837838,42.097341162227,3,52.0,47.00000000000001,20,47.0,0,3.548000000000001,22226,811,0,0.0,8110.0,False,-0.25475684106054164,0,2.5580000000000007,49857,48,18,1.0,908.9152422859217,False,0.4266683006137235,0,0.40700000000000003,46299,106,280,1.0,7793.487155941758,False,0.038969709559970936,16,8.181000000000001,3966.0,521,0,0.0,12414.713401720292,False,-0.7894281725237483,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,70941,623,271,1.0,23128.90727175978,False,0.15250396205900282,12,7.565000000000001,62217,260,0,0.0,10945.308702179022,False,-0.2472738212409146,8,7.435000000000001,66422,304,0,0.0,12797.59171331701,False,-0.19021422217536085,0.375,393984,0.0,0.0,16,0,0,11,13,13.0,5,16,27,223.0,58.0,16,8,27,877,1.5901324674487114,168.79539091326296
85,27,0,0,0,10.0,20,10.0,22.25602441197786,34,15.264705882352942,18.032502556076683,8,3.5,43.52715775373888,7,60.0,47.0,20,47.0,13,3.678000000000001,21945,820,0,0.0,8200.0,False,-0.26144902878207854,3,2.588000000000001,50070,49,10,1.0,712.5602441197786,False,0.4299242909984373,0,0.40700000000000003,46044,122,290,1.0,7944.660719523537,False,0.03525614968562852,8,8.245000000000003,3466.0,529,0,0.0,11773.436913936288,False,-0.8064140405901488,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71333,621,274,1.0,23124.625311848074,False,0.15794983315533376,8,7.633000000000003,61838,264,0,0.0,11491.169646987064,False,-0.24845334137520267,12,7.547000000000002,66027,307,0,0.0,13362.837430397834,False,-0.19146388458066724,0.375,392779,0.0,0.0,15,0,0,12,15,14.6,10,22,21,284.0,21.0,22,5,21,964,1.5735642164945602,170.36895512975752
86,21,0,0,0,10.0,20,10.0,21.505564245478904,10,9.0,16.84237678463728,12,2.8333333333333335,44.880060523801056,6,62.666666666666664,47.0,20,47.0,5,3.7150000000000007,21800,828,0,0.0,8280.0,False,-0.26442648518360984,0,2.585000000000001,49995,51,15,1.0,832.5834636821835,False,0.4294992692993362,0,0.40700000000000003,45954,122,300,1.0,7676.391873339611,False,0.03061693408957851,12,8.357000000000001,3075.0,529,0,0.0,11376.44348585834,False,-0.818615657422864,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71675,623,278,1.0,22969.45756244572,False,0.16164341483520786,13,7.755000000000001,61296,268,0,0.0,12027.856220378682,False,-0.25149647365401173,7,7.605000000000003,65818,309,0,0.0,13867.938701854526,False,-0.1909795904307179,0.375,391669,0.0,0.0,14,0,0,10,16,16.0,4,14,29,148.0,27.0,14,7,29,621,1.48440554831177,171.8533606780693
87,29,0,0,0,10.0,20,10.0,21.856961589181275,34,23.5,16.672976982005846,5,12.0,47.556172293328885,10,68.0,47.0,20,47.0,5,3.7600000000000007,21675,834,0,0.0,8340.0,False,-0.26712037430880475,14,2.7250000000000005,50301,55,10,1.0,768.5696158918128,False,0.4372688163319412,0,0.40700000000000003,45215,146,305,1.0,8276.374371532249,False,0.02153017170877661,0,8.345,3075.0,529,0,0.0,11562.332680676895,False,-0.8166918564291507,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,72295,618,278,1.0,23524.51567242504,False,0.1741808380763888,12,7.862000000000002,60380,278,0,0.0,13220.61589754543,False,-0.2550507311703767,8,7.678000000000001,65706,309,0,0.0,14694.857238638626,False,-0.18762728666548817,0.375,390703,0.0,0.0,14,0,0,9,10,9.875,8,17,22,225.0,69.0,17,12,22,1278,1.5367508875206113,173.3901115655899
88,22,0,0,0,10.0,20,10.0,21.856961589181275,0,,18.34616699345572,34,24.676470588235293,47.556172293328885,0,,47.0,20,47.0,0,3.755000000000001,21565,845,0,0.0,8450.0,False,-0.26867999432865447,0,2.7110000000000007,50211,54,20,1.0,977.1392317836255,False,0.43767388674016205,0,0.40700000000000003,46046,136,283,1.0,8164.512035276623,False,0.03757282755445351,2,8.365,3023.0,529,0,0.0,11562.332680676895,False,-0.8177681712926449,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71456,642,288,1.0,25474.416830277292,False,0.17607990745849375,12,7.9700000000000015,60140,278,0,0.0,13220.61589754543,False,-0.25771959223391777,8,7.750000000000002,65583,309,0,0.0,14694.857238638626,False,-0.188995077960553,0.375,390080,0.0,0.0,12,0,0,6,11,11.0,9,15,20,173.0,29.0,15,7,20,1031,1.2913696356117725,174.68148120120168
89,20,0,0,0,10.0,20,10.0,22.70858728373055,34,27.058823529411764,17.299555810911396,14,6.357142857142857,48.11899587987217,2,70.0,47.0,20,47.0,5,3.805000000000001,21395,856,0,0.0,8560.0,False,-0.27194101800652204,9,2.801000000000001,50793,53,10,1.0,757.0858728373055,False,0.451057505640682,0,0.40700000000000003,46009,131,292,1.0,8026.29523095483,False,0.035376557354695706,13,8.493000000000002,1766.0,558,0,0.0,12671.391704321648,False,-0.8323081602847924,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71507,646,296,1.0,25418.73583429093,False,0.17640341841014495,11,8.068000000000001,59791,280,0,0.0,13473.31884636421,False,-0.26019550048726614,9,7.8320000000000025,65431,309,0,0.0,14868.769726880502,False,-0.1897183810751034,0.375,388748,0.0,0.0,13,0,0,6,16,15.473684210526315,5,11,23,148.0,79.0,11,9,23,653,1.3253160826861858,176.00679728388786
90,23,0,0,0,10.0,20,10.0,22.70858728373055,0,,16.956734488878503,12,12.833333333333334,48.11899587987217,0,,47.0,20,47.0,0,3.8000000000000007,21275,868,0,0.0,8680.0,False,-0.2736424216645399,0,2.792000000000001,50713,51,20,1.0,964.171745674611,False,0.4517251062764017,0,0.40700000000000003,46079,121,297,1.0,7783.889204528312,False,0.03431673881282795,7,8.550000000000002,1640.0,558,0,0.0,12671.391704321648,False,-0.8349161539924901,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71353,648,306,1.0,25712.376688034154,False,0.17630312823402078,13,8.187000000000001,59509,280,0,0.0,13473.31884636421,False,-0.26333141223692696,7,7.893000000000002,65330,309,0,0.0,14868.769726880502,False,-0.19084152677267693,0.375,387955,0.0,0.0,11,0,0,6,11,11.0,9,15,20,216.0,81.0,15,8,20,270,1.3800810519605875,177.38687833584845
91,20,0,0,0,10.0,20,10.0,23.5623075276109,31,28.70967741935484,16.21588353996916,15,9.266666666666667,46.77557911560386,7,33.0,47.00000000000001,20,47.0,0,3.8000000000000007,21155,880,0,0.0,8800.0,False,-0.2753438253225578,11,2.9020000000000006,51281,49,10,1.0,725.623075276109,False,0.46444949773537647,0,0.40700000000000003,45598,130,306,1.0,8025.16034181998,False,0.02685778508703642,14,8.683000000000002,950.0,570,0,0.0,13430.515290738214,False,-0.8413417166110756,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71445,653,309,1.0,25042.625898321454,False,0.1729104451746204,12,8.294000000000002,59037,287,0,0.0,13424.591206178307,False,-0.2688511042069129,8,7.966000000000001,65203,309,0,0.0,14453.653946721593,False,-0.19456189563239995,0.375,386725,0.0,0.0,11,0,0,5,11,10.578947368421053,8,13,24,195.0,58.0,13,7,24,840,1.3270815527066588,178.7139598885551
92,24,0,0,0,10.0,20,10.0,22.880064010225684,10,9.5,15.726121908433631,5,2.0,43.045085685025725,11,19.0,47.00000000000001,20,47.0,5,3.850000000000001,21005,889,0,0.0,8890.0,False,-0.27832128172408904,0,2.891000000000001,51216,50,15,1.0,843.2009601533853,False,0.46427337246779216,0,0.40700000000000003,45503,130,316,1.0,7943.862844394366,False,0.024050078078305632,5,8.719000000000001,810.0,570,0,0.0,13041.63648582864,False,-0.848264064684157,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71644,648,308,1.0,23448.413387652916,False,0.1645556056018671,7,8.352000000000002,58936,287,0,0.0,12353.939591602382,False,-0.27592720908523466,13,8.088000000000001,64718,320,0,0.0,13774.427419208232,False,-0.20373180493289914,0.375,385888,0.0,0.0,12,0,0,6,11,11.0,10,16,24,230.0,71.0,16,8,24,454,1.5419432502239943,180.2559031387791
93,24,0,0,0,10.0,20,10.0,22.911200312298213,20,23.2,15.44615037038754,8,10.875,44.20582526802077,7,56.42857142857143,47.000000000000014,20,47.0,5,3.895000000000001,20830,900,0,0.0,9000.0,False,-0.28172408904012475,0,2.891000000000001,51545,49,10,1.0,719.1120031229821,False,0.47184335748083056,0,0.40700000000000003,45039,140,326,1.0,8243.013064468087,False,0.017541997645230997,8,8.794,637.0,570,0,0.0,13059.384178009981,False,-0.8516612073560949,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71952,646,311,1.0,23726.22479762481,False,0.17079835166246302,6,8.405000000000001,58619,291,0,0.0,12863.895152994044,False,-0.27661691194429844,14,8.215000000000002,64246,323,0,0.0,14278.481561570708,False,-0.2061779598693886,0.375,384924,0.0,0.0,15,0,0,10,12,12.0,8,18,24,225.0,59.0,18,6,24,1014,1.4086596677079797,181.66456280648708
94,24,0,0,0,10.0,20,10.0,22.58441201607835,23,19.956521739130434,16.081114586911134,22,19.681818181818183,44.20582526802077,0,,47.000000000000014,20,47.0,5,3.940000000000001,20675,909,0,0.0,9090.0,False,-0.2848433290798242,8,2.971000000000001,51663,50,10,1.0,725.8441201607835,False,0.47528490174621835,0,0.40700000000000003,44995,153,322,1.0,8633.533935445374,False,0.020672841010135733,8,8.866000000000001,397.0,570,0,0.0,12873.11484916466,False,-0.8585565494880812,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71519,658,321,1.0,24771.443309222195,False,0.17205008736954658,8,8.479000000000001,58493,291,0,0.0,12863.895152994044,False,-0.27801806400265755,12,8.321000000000002,64023,323,0,0.0,14278.481561570708,False,-0.20865777660759557,0.375,383821,0.0,0.0,11,0,0,10,13,12.23076923076923,7,17,29,178.0,51.0,17,7,29,615,1.4327354039996862,183.09729821048677
95,29,0,0,0,10.0,20,10.0,22.048056965515165,8,9.5,19.72928208879855,29,36.3448275862069,45.83263907701087,7,62.714285714285715,47.000000000000014,20,47.0,4,3.975000000000001,20523,919,0,0.0,9190.0,False,-0.28773571529845454,0,2.963,51603,50,16,1.0,852.7689114482426,False,0.47538308395644757,0,0.40700000000000003,45973,151,303,1.0,9307.22907469875,False,0.04788803297972343,0,8.858000000000002,397.0,570,0,0.0,12567.392470343644,False,-0.8617205258383495,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,70904,677,324,1.0,28206.49903506814,False,0.18745110238495383,10,8.571000000000002,58040,295,0,0.0,13520.628527718205,False,-0.2794040181498221,10,8.409,63690,326,0,0.0,14941.440339105542,False,-0.20867468619139318,0.375,383186,0.0,0.0,14,0,0,6,9,9.0,12,18,27,222.0,75.0,18,11,27,1733,1.4028626820072532,184.50016089249402
96,27,0,0,0,10.0,20,10.0,22.438325395867633,17,26.470588235294116,20.162881263892146,7,29.142857142857142,46.149496974256635,22,47.18181818181818,47.00000000000002,20,47.0,0,3.971000000000001,20453,926,0,0.0,9260.0,False,-0.28872820076563166,1,2.9730000000000008,51901,53,10,1.0,754.3832539586763,False,0.4824384411450258,0,0.40700000000000003,45747,157,308,1.0,9732.984516429999,False,0.04761642328596864,2,8.878000000000002,317.0,571,0,0.0,12812.283801040418,False,-0.8608419700593999,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,71738,674,312,1.0,27988.425027831378,False,0.19757798114091307,10,8.661000000000003,56992,314,0,0.0,14490.942049916583,False,-0.28566297817140435,10,8.499,63361,329,0,0.0,15183.184504530433,False,-0.21098912158591274,0.375,382565,0.0,0.0,16,0,0,11,10,10.0,5,16,27,218.0,75.0,16,11,27,1844,1.3748914813622832,185.8750523738563
97,27,0,0,0,10.0,20,10.0,22.757332064230873,26,24.884615384615383,18.29680282821457,21,6.142857142857143,45.53984778986876,10,40.4,47.000000000000014,20,47.0,5,4.021000000000001,20303,935,0,0.0,9350.0,False,-0.2917056571671629,11,3.0820000000000007,52121,54,10,1.0,767.5733206423088,False,0.48886393478863327,0,0.40700000000000003,45743,157,311,1.0,9263.206813658979,False,0.04267181518078965,14,9.016000000000002,-973.0,587,0,0.0,13358.553921703522,False,-0.8818894094580804,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,72013,685,312,1.0,26741.74244776603,False,0.19271206380794295,9,8.741000000000001,56599,321,0,0.0,14618.291140547872,False,-0.28932516101823796,11,8.599,62993,332,0,0.0,15119.229466236427,False,-0.21543697336567605,0.375,380855,0.0,0.0,17,0,0,8,16,15.911764705882353,7,15,26,189.0,73.0,15,12,26,771,2.294078752398491,188.1691311262548
98,26,0,0,0,10.0,20,10.0,22.537484847484837,12,19.25,17.170870435617132,11,2.6363636363636362,45.896941150387505,3,56.0,47.000000000000014,20,47.0,7,4.086000000000001,20102,946,0,0.0,9460.0,False,-0.295845739401673,0,3.071,52199,53,15,1.0,868.0622727122725,False,0.492500528466075,0,0.40700000000000003,45666,155,320,1.0,8987.988690757633,False,0.03822975897540651,10,9.102,-26356.0,591,0,0.0,13319.653544863539,False,-1.407678538438272,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,72152,686,319,1.0,26420.341345806966,False,0.19240893268290046,13,8.862000000000002,56165,324,0,0.0,14870.608932725552,False,-0.29274843241817966,7,8.658000000000001,62903,332,0,0.0,15237.784461928652,False,-0.21577861540639723,0.375,354887,0.0,0.0,13,0,0,6,16,598.2188608776844,8,14,28,149.0,77.0,14,12,28,408,1.3382552089169621,189.50738633517176
99,28,0,0,1,10.0,20,10.0,22.974957888854362,15,28.0,17.99882204994552,6,37.0,46.527080234967094,6,54.833333333333336,47.000000000000014,20,47.0,11,4.189000000000001,19750,957,11,0.0,9822.724536777398,False,-0.3006844670809953,1,3.0810000000000004,52507,52,11,1.0,772.724536777398,False,0.4998826674716773,0,0.40700000000000003,45468,160,324,1.0,9507.611606399047,False,0.039509154952073446,0,9.092,-35851.5,591,0,0.0,13578.200112312928,True,-1.6015440966995125,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,72259,682,323,1.0,27303.443553957215,False,0.20007154518883902,8,8.929000000000002,55987,325,0,0.0,15121.301076364305,False,-0.29333395749636193,12,8.771,62405,337,0,0.0,15679.626039183911,False,-0.21885980673451558,0.375,380432,0.0,0.1,15,0,0,11,11,1377.0257711038962,7,18,21,248.0,79.0,18,10,21,1171,1.3905051071196795,190.89789144229144
100,21,0,0,0,10.0,20,10.0,22.60118628138159,5,10.0,20.932572460158415,21,39.0,48.52208739732572,10,63.8,47.00000000000001,20,47.0,0,4.178000000000002,19680,969,6,0.0,9825.607117688289,False,-0.3026285677344635,0,3.080000000000001,52427,50,21,1.0,974.6249119090135,False,0.5004767462343545,0,0.40700000000000003,46237,155,313,1.0,10055.07905364373,False,0.0610920358251788,0,9.092,-35851.5,591,0,0.0,13357.30109229652,True,-1.6038302207242718,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,72078,693,323,1.0,30178.906944225986,False,0.2176266060249342,13,9.051000000000002,55179,333,0,0.0,16157.855103309465,False,-0.29655575082117813,7,8.829,62203,339,0,0.0,16448.98762769342,False,-0.21682834982266852,0.375,379860,0.0,0.1,14,0,0,4,11,11.0,4,8,15,153.0,91.0,11,10,15,1707,1.3310174336656928,192.22890887595713
101,15,0,0,0,10.0,20,10.0,22.733091535584975,21,23.714285714285715,20.932572460158415,0,,49.72816086809039,22,54.0,47.0,20,47.0,0,4.178000000000001,19610,981,1,0.0,9832.733091535585,False,-0.3045125040190616,0,3.080000000000001,52795,48,15,1.0,820.9963730337746,False,0.5087338206867117,0,0.40700000000000003,45739,166,323,1.0,10534.914099538273,False,0.05575015109326969,0,9.092,-35851.5,591,0,0.0,13435.25709753072,True,-1.6030234398864622,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,73266,683,311,1.0,29762.40502026431,False,0.23131254554020433,9,9.128000000000002,55023,333,0,0.0,16559.4775690741,False,-0.29605743851014105,11,8.932000000000002,60801,361,0,0.0,17951.866073380632,False,-0.22406275118775087,0.375,379290,0.0,0.1,13,0,0,6,13,106.12077922077923,6,12,12,158.0,20.0,12,3,12,1886,1.4348092414438725,193.663718117401
102,12,0,0,0,10.0,20,10.0,22.733091535584975,0,,20.932572460158415,0,,50.4210926196629,4,66.0,47.0,20,47.0,0,4.178,19500,992,1,0.0,9942.733091535585,False,-0.3060721240389113,0,3.08,52705,47,25,1.0,1038.3272883896243,False,0.5092631119862417,0,0.40700000000000003,45739,156,333,1.0,10516.908908784008,False,0.05556381210837674,0,9.092,-35851.5,591,0,0.0,13435.25709753072,True,-1.6030234398864622,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,73530,673,317,1.0,30071.107626119752,False,0.2371564202528339,8,9.199000000000002,54639,337,0,0.0,16991.908212826398,False,-0.2979232468205725,12,9.041,60568,361,0,0.0,18202.014435698307,False,-0.22526291375298407,0.375,378737,0.0,0.1,10,0,0,5,12,120.64090909090909,4,9,11,138.0,31.0,9,3,11,464,0.9994791923090816,194.66319730971009
103,11,0,0,0,10.0,20,10.0,21.981832719398206,10,10.0,21.749370383272307,14,29.642857142857142,50.810813032876496,5,57.4,47.0,20,47.0,4,4.218000000000001,19392,999,0,0.0,9990.0,False,-0.3084644831986389,0,3.080000000000001,52625,50,30,1.0,1159.4549815819462,False,0.5087119662779236,0,0.40700000000000003,46054,156,329,1.0,10584.708760322708,False,0.06278546933871537,0,9.092000000000002,-35851.5,591,0,0.0,12991.26313716434,True,-1.6076184139138083,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,73402,677,322,1.0,31085.405546061585,False,0.24245268443078155,9,9.281000000000002,54362,339,0,0.0,17224.865618145133,False,-0.29970828448866216,11,9.139000000000001,60202,364,0,0.0,18495.135943967045,False,-0.22770313399924919,0.375,378093,0.0,0.1,14,0,0,3,14,86.96632653061224,4,7,13,107.0,33.0,7,4,13,952,0.9271056754514575,195.59030298516154
104,13,0,0,0,10.0,20,10.0,21.35984445415758,8,9.5,21.471347421042026,5,14.0,51.779993011925114,5,67.4,47.0,20,47.0,4,4.2540000000000004,19284,1005,0,0.0,10050.0,False,-0.3106763079540621,0,3.080000000000001,52521,54,36,1.0,1308.954400349673,False,0.5078825237537171,0,0.40700000000000003,46048,154,334,1.0,10460.846084568304,False,0.06137940186459442,0,9.092000000000002,-35851.5,591,0,0.0,12623.66807240713,True,-1.6114227219132828,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,73669,672,327,1.0,31360.80318183975,False,0.2481058500156434,11,9.382000000000001,53820,344,0,0.0,17812.31759610224,False,-0.3024691546599302,9,9.218,60064,364,0,0.0,18847.917456340743,False,-0.2272762190226367,0.375,377462,0.0,0.1,14,0,0,4,10,553.2045454545455,5,9,11,131.0,37.0,9,4,11,643,1.0480791227892041,196.63838210795075
105,11,0,0,0,10.0,20,10.0,21.824532488462086,35,23.742857142857144,21.471347421042026,0,,51.779993011925114,0,,47.00000000000001,20,47.0,5,4.300000000000001,19144,1013,0,0.0,10130.0,False,-0.3135119807174252,0,3.080000000000001,53182,56,16,1.0,909.1925198153933,False,0.5209583513372379,0,0.40700000000000003,45217,179,344,1.0,11292.73482827317,False,0.052788429907821594,0,9.092000000000002,-35851.5,591,0,0.0,12898.298700681093,True,-1.60858051972884,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,73669,662,337,1.0,31663.889637748587,False,0.2502227303301433,7,9.441000000000003,53725,344,0,0.0,17812.31759610224,False,-0.30352557883091524,13,9.339,59780,364,0,0.0,18847.917456340743,False,-0.23043437128116037,0.375,376773,0.0,0.1,10,0,0,2,11,11.0,4,6,9,104.0,29.0,6,5,9,981,0.8845093017444015,197.52289140969515
