index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
82,27,0,0,0,10.0,20,10.0,7.932851634790295,26,9.076923076923077,36.479230359360045,10,50.0,45.96206546383399,0,,58.00000000000001,20,58.0,6,5.039000000000001,29058,814,0,0.0,8140.0,False,-0.35482111905271974,20,6.754000000000002,28583,846,0,0.0,8460.0,False,-0.3609558494167137,0,0.281,82320,1,335,1.0,12228.475022020406,False,0.130337787888214,0,0.2,85323,7,354,1.0,12969.177508656987,False,0.17345487115212102,0,0.7670000000000001,104277,0,62,1.0,2849.648058757707,False,0.03474028202185795,0,0.2,102153,0,0,0.0,0.0,False,0.0,8,7.480000000000001,105455,377,0,0.0,17327.698679865414,False,-0.1728180475646544,0,3.386000000000001,129551,0,19,0.0,1102.0000000000002,False,-0.05696537427243931,0.375,666720,0.0,0.0,11,0,0,7,9,9.0,7,14,29,224.0,115.0,14,13,29,1396,1.790245002019219,179.07244219101267
83,29,0,0,0,10.0,20,10.0,7.79252165656145,20,6.75,37.67491224659966,17,43.411764705882355,45.96206546383399,0,,58.0,20,58.0,10,5.133000000000001,28688,823,0,0.0,8230.0,False,-0.36115060276160244,10,6.834000000000001,28303,857,0,0.0,8570.0,False,-0.36533779967670943,0,0.281,82734,5,333,1.0,12584.708386400494,False,0.13790603158608128,0,0.2,85512,3,359,1.0,13548.671061498962,False,0.17957405742486904,0,0.7670000000000001,103539,7,72,1.0,3572.9930991222445,False,0.031056322864341967,0,0.2,102153,0,0,0.0,0.0,False,0.0,8,7.552000000000002,105307,377,0,0.0,17327.698679865414,False,-0.17389081450603638,0,3.386000000000001,130247,0,7,0.0,406.0,False,-0.054442922275135724,0.375,666483,0.0,0.0,13,0,0,9,8,8.0,7,16,28,266.0,85.0,16,13,28,1634,1.674639085016679,180.74708127602935
84,28,0,0,0,10.0,20,10.0,7.729477318917937,9,6.666666666666667,38.33253767996607,5,50.0,47.968758953735296,23,55.391304347826086,58.0,20,58.0,4,5.163,28483,833,0,0.0,8330.0,False,-0.36416927960737727,5,6.874000000000002,28128,867,0,0.0,8670.0,False,-0.36777221648781816,0,0.281,82679,0,343,1.0,13148.060424228363,False,0.14080333105965448,0,0.2,85757,0,361,0.7,13838.046102467752,False,0.1845549171266009,0,0.7670000000000001,104563,2,59,1.0,2906.8218536303143,False,0.03781984794196109,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,7.644000000000001,104387,392,0,0.0,18803.753509864237,False,-0.1752098291913503,3,3.416000000000001,130060,0,8,0.8,464.0,False,-0.055588173469313794,0.4375,666210,0.0,0.0,12,0,0,8,7,7.0,6,14,31,188.0,88.0,14,14,31,2130,1.8655094019486569,182.612590677978
85,31,0,0,0,10.0,20,10.0,7.950614496110475,20,9.55,38.33253767996607,0,,50.91235180056349,15,70.0,58.0,20,58.0,5,5.209000000000002,28248,844,0,0.0,8440.0,False,-0.36767483981537386,15,7.019000000000003,27738,876,0,0.0,8760.0,False,-0.3744912068864783,0,0.281,82555,4,353,1.0,13563.188259012466,False,0.14187141799284528,0,0.2,85690,0,367,0.6,14068.04132854755,False,0.18516840707432258,0,0.7670000000000001,105613,0,46,0.2,2341.968182825921,False,0.04533380411160671,0,0.2,102153,0,0,0.0,0.0,False,0.0,8,7.714000000000001,103893,397,0,0.0,20212.203664823708,False,-0.1736860284253387,4,3.4530000000000016,129771,0,10,1.0,580.0,False,-0.05726255970890324,0.35,665661,0.0,0.0,11,0,0,11,11,10.6,6,17,30,246.0,122.0,17,14,30,1598,1.9511282469611615,184.56371892493917
86,30,0,0,0,10.0,20,10.0,8.1083535223347,15,9.666666666666666,38.33253767996607,0,,53.3797231672534,15,70.0,57.99999999999999,11,58.0,5,5.254000000000001,28098,849,0,0.0,8490.0,False,-0.3701092566264826,10,7.104000000000001,27413,891,0,0.0,8910.0,False,-0.37936004050869576,0,0.281,82555,0,357,0.4,13684.715951747889,False,0.1426480818011165,0,0.2,85545,5,377,1.0,14491.908472958883,False,0.18602393032042955,0,0.7670000000000001,106663,0,31,0.0,1654.7714181848555,False,0.0522489374672543,0,0.2,102153,0,0,0.0,0.0,False,0.0,7,7.776000000000001,103430,402,0,0.0,21458.648713235867,False,-0.17252466743052072,0,3.4490000000000007,129303,0,16,1.0,927.9999999999999,False,-0.059393596741107994,0.3,665160,0.0,0.0,12,0,0,9,5,5.0,5,14,35,232.0,90.0,14,16,35,1482,1.9036259800195694,186.46734490495874
87,35,0,0,0,10.0,20,10.0,8.073806643814795,1,3.0,38.72129486437885,10,42.0,53.3797231672534,0,,57.99999999999999,20,58.0,1,5.259000000000001,27975,859,0,0.0,8590.0,False,-0.3715309560441701,0,7.094000000000001,27313,901,0,0.0,9010.0,False,-0.38033380723313925,0,0.281,82975,0,347,0.0,13436.28931793946,False,0.14642873140546966,0,0.2,85542,0,383,0.6,14830.255933057098,False,0.18814790912903812,0,0.7670000000000001,106243,0,41,1.0,2188.5686498573896,False,0.0507501916236302,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,7.859000000000002,103253,402,0,0.0,21458.648713235867,False,-0.17380763870501134,0,3.4490000000000007,129941,0,5,0.0,289.99999999999994,False,-0.05708134907691304,0.2,665395,0.0,0.0,12,0,0,11,4,4.0,6,17,26,225.0,138.0,17,18,26,1258,2.0019298660336062,188.46927477099234
88,26,0,0,0,10.0,20,10.0,7.915479441130722,11,6.0,39.34855650583584,5,50.0,53.3797231672534,0,,57.99999999999999,20,58.0,6,5.3180000000000005,27723,868,0,0.0,8680.0,False,-0.3755623502833661,5,7.144000000000001,27133,912,0,0.0,9120.0,False,-0.382768224044248,0,0.281,82972,0,350,0.3,13771.994777042542,False,0.14853582561347276,0,0.2,85729,0,386,0.8,15188.542811252633,False,0.19282783600631825,0,0.7670000000000001,105993,0,46,0.5,2455.4672656936564,False,0.04960924919333571,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,7.960000000000002,103022,402,0,0.0,21458.648713235867,False,-0.1754820249446008,4,3.4890000000000008,130175,0,0,0.0,0.0,False,-0.05643623922702793,0.2,664900,0.0,0.0,8,0,0,6,9,8.666666666666668,5,11,23,161.0,79.0,11,15,23,682,1.3580714789568447,189.8273462499492
89,23,0,0,0,10.0,20,10.0,7.400239513321321,52,6.115384615384615,40.52015357200464,10,50.0,53.3797231672534,0,,57.99999999999999,16,58.0,37,5.682000000000001,26409,877,0,0.0,8770.0,False,-0.40027654974974197,15,7.289000000000002,26723,923,0,0.0,9230.0,False,-0.38968196778779673,0,0.281,83107,0,355,1.0,14384.654518061647,False,0.15417676111086595,0,0.2,85776,32,391,1.0,16080.187711080096,False,0.1991269329797928,0,0.7670000000000001,105493,0,56,1.0,2989.2644973661904,False,0.04732736433274686,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,8.049000000000003,102816,402,0,0.0,21458.648713235867,False,-0.17697520055220003,6,3.545000000000001,130082,0,0,0.0,0.0,False,-0.057110342778031474,0.375,662559,0.0,0.0,9,0,0,12,11,11.0,3,15,22,216.0,69.0,15,8,22,700,2.718422182952054,192.54576843290124
90,22,0,0,0,10.0,20,10.0,8.145118146022996,29,12.344827586206897,41.06608621119736,5,50.0,50.10017232189157,25,36.4,58.0,20,58.0,1,5.655000000000001,26267,889,0,0.0,8890.0,False,-0.40187352717782926,28,7.554000000000001,26139,931,0,0.0,9310.0,False,-0.40027654974974197,0,0.281,83048,0,361,0.6,14824.857122242247,False,0.15623590578781296,0,0.2,85727,45,396,1.0,16628.700456205188,False,0.20200608699339936,0,0.7670000000000001,106153,0,36,0.5,1803.6062035880966,False,0.04798491578117189,0,0.2,102153,0,0,0.0,0.0,False,0.0,7,8.109000000000002,102483,412,0,0.0,20641.270996619325,False,-0.18235127682236524,13,3.6690000000000005,129068,5,10,1.0,830.5008616094578,False,-0.06145033429154083,0.3875,661038,0.0,0.0,10,0,0,7,9,9.0,4,11,30,175.0,105.0,11,11,30,1360,1.437857228971552,193.9836256618728
91,30,0,0,0,10.0,20,10.0,8.144007972499649,43,8.13953488372093,40.441248504105495,20,38.0,51.25771803659544,20,58.0,58.0,15,58.0,23,5.884000000000001,25520,899,0,0.0,8990.0,False,-0.4154478353165716,20,7.726000000000002,25614,941,0,0.0,9410.0,False,-0.40952733363195515,0,0.281,83534,24,351,1.0,14390.33441628102,False,0.15967083615348893,0,0.2,85651,44,406,1.0,16777.483243456816,False,0.201985526307609,0,0.7670000000000001,106553,10,26,1.0,1737.1131539925364,False,0.051575152731650274,0,0.2,102153,0,0,0.0,0.0,False,0.0,7,8.172000000000002,102370,412,0,0.0,21118.179831077323,False,-0.18144192985308416,0,3.656000000000001,128372,15,12,1.0,1464.8657705489318,False,-0.06419616496492149,0.5,659767,0.0,0.0,14,0,0,13,8,8.0,6,19,30,300.0,121.0,19,11,30,2584,1.6699198220157996,195.6535454838886
92,30,0,0,0,10.0,20,10.0,8.287661169692743,21,9.619047619047619,40.441248504105495,0,,51.91251432060348,5,68.0,57.99999999999999,20,58.0,6,5.921,25326,905,0,0.0,9050.0,False,-0.4186417901727462,15,7.856000000000001,25169,955,0,0.0,9550.0,False,-0.41683058406528134,0,0.281,83477,20,361,1.0,14765.043933375939,False,0.16133698846693983,0,0.2,85506,49,416,1.0,17229.65477502283,False,0.20302193830938572,0,0.7670000000000001,106893,0,31,1.0,1609.2879439387077,False,0.05427783787034506,0,0.2,102153,0,0,0.0,0.0,False,0.0,17,8.334999999999999,101872,412,0,0.0,21387.955900088633,False,-0.18407391980310153,0,3.656000000000001,128206,10,19,1.0,1621.1251432060344,False,-0.0648330863678647,0.5,658602,0.0,0.0,7,0,0,10,10,10.0,7,17,34,291.0,144.0,17,13,34,714,1.6724088210030459,197.32595430489164
93,34,0,0,0,10.0,20,10.0,8.362685599348886,15,9.333333333333334,38.132060745530374,30,31.333333333333332,53.088371201892706,8,70.0,57.99999999999999,20,58.0,5,5.965,25116,916,0,0.0,9160.0,False,-0.42166046701852106,10,7.941000000000002,24899,964,0,0.0,9640.0,False,-0.42121253432527705,0,0.281,83762,15,361,1.0,13891.114213126699,False,0.15939462283271796,0,0.2,86021,49,406,1.0,15891.388257053428,False,0.2010518569030856,0,0.7670000000000001,106513,20,33,1.0,2514.5574645730667,False,0.05498887680524834,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,8.428,101066,420,0,0.0,22297.115904794937,False,-0.18662116139780463,0,3.656000000000001,128728,0,20,1.0,1159.9999999999998,False,-0.06272062394444806,0.5,658258,0.0,0.0,14,0,0,16,7,7.0,5,21,30,317.0,127.0,21,13,30,2222,2.1573012989829294,199.48325560387457
94,30,0,0,0,10.0,20,10.0,8.213568631505833,19,6.7368421052631575,38.132060745530374,0,,53.088371201892706,0,,57.99999999999999,20,58.0,9,6.05,24766,927,0,0.0,9270.0,False,-0.42740569069273765,10,8.031,24629,973,0,0.0,9730.0,False,-0.42559448458527277,0,0.281,83697,15,371,1.0,14270.198066064357,False,0.16098647740879865,0,0.2,85958,48,416,1.0,16257.188564452916,False,0.20258438184268904,0,0.7670000000000001,106513,10,43,1.0,2664.12056913669,False,0.0557209311970118,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,8.507,100896,420,0,0.0,22297.115904794937,False,-0.187853393695338,0,3.656000000000001,129366,0,9,0.0,521.9999999999999,False,-0.06040837628025311,0.375,657978,0.0,0.0,11,0,0,9,7,7.0,9,18,29,243.0,119.0,18,12,29,838,1.8500193140353076,201.33327491790988
95,29,0,0,0,10.0,20,10.0,8.27965853833364,6,10.333333333333334,38.132060745530374,0,,54.747767970956666,15,67.0,58.0,20,58.0,1,6.051,24627,939,0,0.0,9390.0,False,-0.4289442421173584,5,8.071000000000002,24474,981,0,0.0,9810.0,False,-0.4278341480514928,0,0.281,83642,10,381,1.0,14611.111729430408,False,0.16246220924518076,0,0.2,85951,39,426,1.0,16567.16456059095,False,0.20447591651386784,0,0.7670000000000001,107518,0,38,1.0,2080.415182896353,False,0.06270209970777346,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,8.608000000000002,99645,435,0,0.0,23815.27906736615,False,-0.19141902759705223,0,3.656000000000001,129888,0,0,0.0,0.0,False,-0.058516537282275426,0.375,657898,0.0,0.0,11,0,0,10,6,6.0,7,17,30,263.0,123.0,17,12,30,1727,1.9723741539637558,203.30564907187363
96,30,0,0,0,10.0,20,10.0,8.25205547874744,15,7.933333333333334,38.132060745530374,0,,54.747767970956666,0,,58.00000000000001,20,58.0,5,6.100000000000001,24415,947,0,0.0,9470.0,False,-0.432293999649444,10,8.166,24174,993,0,0.0,9930.0,False,-0.4325082283288215,0,0.281,83582,9,391,1.0,14983.904250811103,False,0.1640777653208272,0,0.2,85892,35,436,1.0,16914.400426807402,False,0.2059409258203114,0,0.7670000000000001,107518,0,38,0.0,2080.415182896353,False,0.06270209970777346,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,8.707,99403,435,0,0.0,23815.27906736615,False,-0.19317314651471737,9,3.746000000000001,129738,0,0,0.0,0.0,False,-0.059603801074216624,0.25,656875,0.0,0.0,7,0,0,13,11,11.0,7,20,33,274.0,104.0,20,10,33,200,2.1249313090229407,205.43058038089657
97,33,0,0,0,10.0,20,10.0,8.433121093298855,10,11.5,38.66428589645888,5,50.0,54.747767970956666,0,,58.00000000000001,20,58.0,0,6.0950000000000015,24345,954,0,0.0,9540.0,False,-0.43297563635655445,10,8.256,23869,1006,0,0.0,10060.0,False,-0.4371823086061503,0,0.281,83527,4,401,1.0,15538.111128853205,False,0.1669166195588609,0,0.2,86082,30,441,1.0,17303.943713137334,False,0.21085895236996133,0,0.7670000000000001,107268,0,43,0.5,2354.154022751137,False,0.06159463756693951,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,8.806000000000001,99161,435,0,0.0,23815.27906736615,False,-0.1949272654323825,9,3.8270000000000013,129563,0,0,0.0,0.0,False,-0.060872275498148026,0.3125,655968,0.0,0.0,7,0,0,11,9,9.0,7,18,24,288.0,103.0,18,15,24,450,2.016442631953396,207.44702301284997
98,24,0,0,0,10.0,20,10.0,7.777898684731874,19,2.210526315789474,38.966586605252914,10,42.0,54.747767970956666,0,,58.0,20,58.0,19,6.285000000000001,23606,966,0,0.0,9660.0,False,-0.446199388474497,0,8.246,23789,1014,0,0.0,10140.0,False,-0.4379613219857051,0,0.281,83686,5,406,1.0,15859.323655156342,False,0.17100172332244545,0,0.2,86301,28,446,1.0,17596.87878911529,False,0.21553024009813318,0,0.7670000000000001,106848,0,53,1.0,2901.6317024607033,False,0.06016285230223634,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,8.885000000000002,99002,435,0,0.0,23815.27906736615,False,-0.1960797650518402,11,3.9280000000000017,129314,0,0,0.0,0.0,False,-0.06267713339277042,0.375,654699,0.0,0.0,9,0,0,6,12,12.0,6,12,29,176.0,123.0,12,12,29,620,1.6706691940198652,209.11769220686983
99,29,0,0,0,10.0,20,10.0,7.6743686335795225,19,6.7894736842105265,40.50189836852839,15,50.666666666666664,52.089192330957495,10,22.0,58.00000000000001,20,58.0,9,6.356000000000002,23281,974,0,0.0,9740.0,False,-0.45174985880382496,10,8.346000000000002,23494,1026,0,0.0,10260.0,False,-0.4425380255905895,0,0.281,83891,0,411,1.0,16646.280229465166,False,0.1786512789950098,0,0.2,86727,32,446,1.0,18309.426468638205,False,0.2255290110091019,0,0.7670000000000001,106308,5,53,1.0,2963.236685383389,False,0.05517819684876311,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,8.976,98590,445,0,0.0,23179.690587276084,False,-0.201369624070295,10,4.017,129114,0,0,0.0,0.0,False,-0.06412681844869202,0.375,653558,0.0,0.0,10,0,0,11,10,10.0,7,18,33,257.0,78.0,18,11,33,1180,1.7231266119633801,210.8408188188332
100,33,0,0,0,10.0,20,10.0,7.895174612809171,10,11.5,41.034815782793395,5,52.0,50.41004289223801,15,38.0,58.00000000000001,20,58.0,0,6.347000000000002,23221,980,0,0.0,9800.0,False,-0.45233411883849106,10,8.436,23179,1040,0,0.0,10400.0,False,-0.4473094825403626,0,0.281,83836,0,416,0.5,17070.483365642052,False,0.18065930036710284,0,0.2,86927,27,451,1.0,18719.87163258567,False,0.23070843483636694,0,0.7670000000000001,106618,0,48,1.0,2419.6820588274245,False,0.055552367815078496,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,9.076,97781,460,0,0.0,23188.619730429484,False,-0.2072012390080186,9,4.097000000000001,128940,0,0,0.0,0.0,False,-0.06538804444734382,0.3125,652655,0.0,0.0,9,0,0,13,9,9.0,6,19,29,247.0,82.0,19,14,29,1030,1.582749215012882,212.4235680338461
101,29,0,0,0,10.0,20,10.0,7.6920258022723305,53,7.09433962264151,41.473894091370646,5,50.0,49.748242320573006,20,46.0,58.00000000000001,20,58.0,29,6.6370000000000005,22260,989,0,0.0,9890.0,False,-0.4701735252302958,24,8.666,22585,1051,0,0.0,10510.0,False,-0.4578066878298635,0,0.281,83713,40,421,1.0,17768.190444557935,False,0.18354608717459722,0,0.2,86924,20,461,1.0,19273.305692167312,False,0.23420699727857225,0,0.7670000000000001,107288,0,33,0.5,1641.691996578909,False,0.05830319225367298,0,0.2,102153,0,0,0.0,0.0,False,0.0,12,9.185,96933,475,0,0.0,23630.415102272178,False,-0.21174674327428702,8,4.168000000000001,128457,0,5,0.5,290.00000000000006,False,-0.06783801219185132,0.375,650313,0.0,0.0,10,0,0,10,13,13.0,6,16,33,236.0,83.0,16,13,33,1370,1.693378838011995,214.1169468718581
102,33,0,0,0,10.0,20,10.0,7.699492664276108,8,7.875,41.473894091370646,0,,50.478624261872575,5,68.0,58.00000000000001,11,58.0,3,6.638000000000001,22115,996,0,0.0,9960.0,False,-0.4723158120240715,5,8.692000000000002,22385,1064,0,0.0,10640.0,False,-0.4604358579858609,0,0.281,83713,30,431,1.0,18106.233133309033,False,0.18570646326743756,0,0.2,86861,18,471,1.0,19672.794984992543,False,0.23595482306959964,0,0.7670000000000001,107628,0,28,0.0,1413.401479332432,False,0.060514138005405844,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,9.283000000000001,96692,475,0,0.0,23977.34652438947,False,-0.21223626052148992,0,4.160000000000002,128117,0,10,0.5,580.0000000000001,False,-0.06925145512137489,0.3125,649664,0.0,0.0,7,0,0,9,6,6.0,7,16,31,225.0,81.0,16,17,31,540,1.7478286630357616,215.86477553489385
103,31,0,0,0,10.0,20,10.0,7.90334449643605,10,11.5,40.13786079657265,20,34.0,52.77612165432091,15,70.0,58.000000000000014,17,58.0,0,6.635000000000002,22005,1007,0,0.0,10070.0,False,-0.4733869554209594,10,8.787,22120,1073,0,0.0,10730.0,False,-0.46472043157341225,0,0.281,84393,20,421,1.0,17056.106285285805,False,0.18768681241155602,0,0.2,86746,18,481,1.0,19448.571244087296,False,0.2330519526827927,0,0.7670000000000001,107998,10,23,1.0,1615.2294060151075,False,0.06512402673448212,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,9.372000000000002,96144,480,0,0.0,25332.538394074036,False,-0.2112968940712446,0,4.160000000000001,127823,0,13,1.0,754.0000000000002,False,-0.07075187915425374,0.5,649382,0.0,0.0,13,0,0,12,5,5.0,5,17,32,220.0,72.0,17,14,32,2336,1.7675945229711942,217.63237005786505
104,32,0,0,0,10.0,20,10.0,7.982395478297072,15,8.866666666666667,41.119139974871445,10,51.0,52.77612165432091,0,,58.00000000000001,10,58.0,10,6.735000000000001,21680,1017,0,0.0,10170.0,False,-0.4787426724053986,5,8.827000000000002,21950,1083,0,0.0,10830.0,False,-0.4670574717120767,0,0.281,84320,20,431,1.0,17881.997238735534,False,0.19203188541697358,0,0.2,87196,13,481,1.0,19882.077469131025,False,0.24157417506506534,0,0.7670000000000001,107488,10,33,1.0,2152.8034143413042,False,0.06276273537899668,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,9.462000000000002,95946,480,0,0.0,25332.538394074036,False,-0.212732082276607,0,4.160000000000001,127823,0,13,0.0,754.0000000000001,False,-0.07075187915425374,0.375,648556,0.0,0.0,8,0,0,9,7,7.0,7,16,28,224.0,98.0,16,16,28,710,1.6684549349592999,219.30082499282435
105,28,0,0,0,10.0,20,10.0,7.792148581662631,13,5.384615384615385,40.77891596072095,5,34.0,54.999302431376364,20,67.75,58.00000000000001,12,58.0,8,6.8050000000000015,21344,1030,0,0.0,10300.0,False,-0.4840204880518823,5,8.872000000000002,21810,1090,0,0.0,10900.0,False,-0.46910238183340797,0,0.281,84253,22,441,1.0,18154.929207474517,False,0.1929197771353357,0,0.2,87363,4,486,1.0,19849.721751237033,False,0.24350193483413873,0,0.7670000000000001,108673,5,23,1.0,1468.8785357252611,False,0.07101543046080518,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,9.562000000000001,94694,495,0,0.0,27224.6547035313,False,-0.21494967888196193,0,4.160000000000001,127531,0,17,0.5,986.0000000000001,False,-0.07202760200346475,0.4375,647821,0.0,0.0,10,0,0,10,7,7.0,8,18,23,272.0,74.0,18,10,23,1783,1.514728628040757,220.8155536208651
106,23,0,0,0,10.0,20,10.0,8.147410408687909,22,10.727272727272727,41.24386705048057,5,50.0,54.999302431376364,0,,58.0,8,58.0,2,6.817000000000002,21206,1039,0,0.0,10390.0,False,-0.4858316941593472,20,9.067000000000002,21240,1101,0,0.0,11010.0,False,-0.47913217909517597,0,0.281,84138,22,451,1.0,18780.22706875787,False,0.1954460617659028,0,0.2,87492,6,491,1.0,20299.623184238084,False,0.24802601827931858,0,0.7670000000000001,108423,0,33,1.0,1814.9769802354201,False,0.07026214100533233,0,0.2,102153,0,0,0.0,0.0,False,0.0,8,9.631,94546,495,0,0.0,27224.6547035313,False,-0.21602244582334393,0,4.160000000000001,127531,0,17,0.0,986.0,False,-0.07202760200346475,0.375,646729,0.0,0.0,8,0,0,7,9,9.0,6,13,15,178.0,75.0,13,10,15,450,1.569654268969316,222.38520788983442
107,15,0,0,0,10.0,20,10.0,7.963095140867199,23,6.6521739130434785,39.73858244954228,14,30.142857142857142,55.51423815763164,5,68.0,58.00000000000001,11,58.0,13,6.945000000000001,20751,1048,0,0.0,10480.0,False,-0.49381658129978384,10,9.147000000000002,20955,1112,0,0.0,11120.0,False,-0.48361150602761604,0,0.281,84210,22,452,1.0,18137.027360292188,False,0.1922557572522731,0,0.2,87689,9,496,1.0,19782.004751240776,False,0.24723599288853595,0,0.7670000000000001,108341,4,38,1.0,2268.4953797881712,False,0.07167922322295067,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,9.733,94314,495,0,0.0,27479.54788802766,False,-0.2167802933871614,0,4.160000000000001,127191,0,22,0.5,1276.0000000000002,False,-0.07344104493298831,0.4375,645604,0.0,0.0,11,0,0,4,9,9.0,4,8,26,83.0,57.0,8,7,26,962,2.206758636981249,224.59196652681567
108,26,0,0,0,10.0,20,10.0,7.944557711497809,16,7.75,40.262545920457,5,50.0,56.12487198319743,5,70.0,58.0,13,58.0,6,6.992000000000001,20474,1060,0,0.0,10600.0,False,-0.4980427288838686,10,9.237000000000002,20700,1120,0,0.0,11200.0,False,-0.48779870294272304,0,0.281,84155,17,462,1.0,18736.3536963466,False,0.19538296264137558,0,0.2,87870,10,501,1.0,20250.981083263934,False,0.25254662808686384,0,0.7670000000000001,108441,0,42,0.9,2357.244623294292,False,0.07309254071488015,0,0.2,102153,0,0,0.0,0.0,False,0.0,13,9.852,93648,500,0,0.0,28062.435991598715,False,-0.21949523419082675,0,4.160000000000001,127191,0,22,0.0,1276.0,False,-0.07344104493298831,0.3625,644632,0.0,0.0,9,0,0,11,8,8.0,7,18,17,296.0,84.0,18,8,17,800,1.5300377429812215,226.1220042697969
109,17,0,0,0,10.0,20,10.0,7.944557711497809,0,,40.262545920457,0,,57.58791166765761,15,68.0,58.000000000000014,7,58.0,0,6.9860000000000015,20374,1070,0,0.0,10700.0,False,-0.49901649560831207,0,9.227000000000002,20600,1130,0,0.0,11300.0,False,-0.48877246966716653,0,0.281,84155,7,472,1.0,19059.53357843619,False,0.19744835294321217,0,0.2,87870,0,511,1.0,20574.160965353527,False,0.2546120183887006,0,0.7670000000000001,109461,0,27,0.0,1554.8736150267555,False,0.07915026291458285,0,0.2,102153,0,0,0.0,0.0,False,0.0,7,9.909,92863,510,0,0.0,29369.83495050538,False,-0.22044695620318286,0,4.160000000000001,126851,0,27,0.5,1566.0000000000005,False,-0.07485448786251186,0.3125,644327,0.0,0.0,9,0,0,7,2,2.0,3,10,19,154.0,80.0,10,7,19,1220,1.3741093520075083,227.4961136218044
110,19,0,0,0,10.0,20,10.0,7.376548024016263,16,1.5,40.262545920457,0,,58.62591885363585,10,70.0,58.000000000000014,6,58.0,16,7.146000000000001,19777,1082,0,0.0,10820.0,False,-0.5094747502288351,0,9.227000000000002,20520,1138,0,0.0,11380.0,False,-0.4895514830467213,0,0.281,84135,12,482,1.0,19495.06570994847,False,0.1999761347568828,0,0.2,87866,0,512,0.1,20614.423511273984,False,0.2548182030961948,0,0.7670000000000001,110161,0,17,0.0,996.6406205118095,False,0.0832703915720136,0,0.2,102153,0,0,0.0,0.0,False,0.0,6,9.962,92773,510,0,0.0,29899.218615354286,False,-0.21918071550889645,0,4.160000000000002,126151,0,37,1.0,2146.0000000000005,False,-0.07782634222715115,0.2625,643536,0.0,0.0,9,0,0,6,5,5.0,5,11,20,156.0,58.0,11,8,20,900,1.4593543880037032,228.9554680098081
